"","date","BNS"
"1","2007-01-03",44.43
"2","2007-01-04",44.5
"3","2007-01-05",44.389999
"4","2007-01-08",44.220001
"5","2007-01-09",43.799999
"6","2007-01-10",43.119999
"7","2007-01-11",42.990002
"8","2007-01-12",43.599998
"9","2007-01-16",43.869999
"10","2007-01-17",43.889999
"11","2007-01-18",43.77
"12","2007-01-19",43.73
"13","2007-01-22",42.919998
"14","2007-01-23",42.93
"15","2007-01-24",43.549999
"16","2007-01-25",43.369999
"17","2007-01-26",43.459999
"18","2007-01-29",43.060001
"19","2007-01-30",43.18
"20","2007-01-31",43.18
"21","2007-02-01",43.84
"22","2007-02-02",43.310001
"23","2007-02-05",43.779999
"24","2007-02-06",43.740002
"25","2007-02-07",43.580002
"26","2007-02-08",43.66
"27","2007-02-09",43.75
"28","2007-02-12",43.549999
"29","2007-02-13",43.98
"30","2007-02-14",44.130001
"31","2007-02-15",44.400002
"32","2007-02-16",44.130001
"33","2007-02-20",44.23
"34","2007-02-21",44.529999
"35","2007-02-22",44.509998
"36","2007-02-23",44.509998
"37","2007-02-26",44.700001
"38","2007-02-27",43.560001
"39","2007-02-28",43.459999
"40","2007-03-01",42.619999
"41","2007-03-02",42.549999
"42","2007-03-05",42.009998
"43","2007-03-06",43.080002
"44","2007-03-07",43.799999
"45","2007-03-08",44.299999
"46","2007-03-09",45.02
"47","2007-03-12",45.259998
"48","2007-03-13",44.700001
"49","2007-03-14",44.470001
"50","2007-03-15",44.77
"51","2007-03-16",44.990002
"52","2007-03-19",45.389999
"53","2007-03-20",46.23
"54","2007-03-21",47
"55","2007-03-22",46.470001
"56","2007-03-23",46.59
"57","2007-03-26",46.549999
"58","2007-03-27",46.73
"59","2007-03-28",46.259998
"60","2007-03-29",46.700001
"61","2007-03-30",46.110001
"62","2007-04-02",46.189999
"63","2007-04-03",46.23
"64","2007-04-04",46.349998
"65","2007-04-05",46.549999
"66","2007-04-09",46.57
"67","2007-04-10",46.450001
"68","2007-04-11",46.700001
"69","2007-04-12",46.790001
"70","2007-04-13",46.599998
"71","2007-04-16",47.27
"72","2007-04-17",47.389999
"73","2007-04-18",47.98
"74","2007-04-19",47.580002
"75","2007-04-20",47.919998
"76","2007-04-23",48.02
"77","2007-04-24",48.189999
"78","2007-04-25",48.5
"79","2007-04-26",48.200001
"80","2007-04-27",48.549999
"81","2007-04-30",48.18
"82","2007-05-01",47.580002
"83","2007-05-02",47.549999
"84","2007-05-03",47.860001
"85","2007-05-04",48.389999
"86","2007-05-07",48.599998
"87","2007-05-08",48.419998
"88","2007-05-09",48.110001
"89","2007-05-10",47.549999
"90","2007-05-11",47.619999
"91","2007-05-14",48.220001
"92","2007-05-15",48.950001
"93","2007-05-16",49.09
"94","2007-05-17",49.549999
"95","2007-05-18",49.459999
"96","2007-05-21",49.709999
"97","2007-05-22",49.57
"98","2007-05-23",49.830002
"99","2007-05-24",49.310001
"100","2007-05-25",49.700001
"101","2007-05-29",50.610001
"102","2007-05-30",50.610001
"103","2007-05-31",50.389999
"104","2007-06-01",50.779999
"105","2007-06-04",50.110001
"106","2007-06-05",49.700001
"107","2007-06-06",49.080002
"108","2007-06-07",48.200001
"109","2007-06-08",48.950001
"110","2007-06-11",48.720001
"111","2007-06-12",48.709999
"112","2007-06-13",49.689999
"113","2007-06-14",49.540001
"114","2007-06-15",49.740002
"115","2007-06-18",49.41
"116","2007-06-19",49.389999
"117","2007-06-20",49.169998
"118","2007-06-21",48.860001
"119","2007-06-22",48.700001
"120","2007-06-25",48.779999
"121","2007-06-26",49.150002
"122","2007-06-27",49.349998
"123","2007-06-28",49.549999
"124","2007-06-29",48.830002
"125","2007-07-02",48.959999
"126","2007-07-03",49.189999
"127","2007-07-05",49
"128","2007-07-06",49.080002
"129","2007-07-09",48.959999
"130","2007-07-10",49.099998
"131","2007-07-11",48.779999
"132","2007-07-12",49.529999
"133","2007-07-13",49.66
"134","2007-07-16",49.580002
"135","2007-07-17",49.470001
"136","2007-07-18",49.75
"137","2007-07-19",49.720001
"138","2007-07-20",49.650002
"139","2007-07-23",49.419998
"140","2007-07-24",49.299999
"141","2007-07-25",49.240002
"142","2007-07-26",48.049999
"143","2007-07-27",46.650002
"144","2007-07-30",46.099998
"145","2007-07-31",46.52
"146","2007-08-01",46.27
"147","2007-08-02",46.830002
"148","2007-08-03",45.860001
"149","2007-08-06",46.68
"150","2007-08-07",46.349998
"151","2007-08-08",48.110001
"152","2007-08-09",46.299999
"153","2007-08-10",45.810001
"154","2007-08-13",45.5
"155","2007-08-14",44.740002
"156","2007-08-15",44.080002
"157","2007-08-16",44.849998
"158","2007-08-17",46.93
"159","2007-08-20",47.130001
"160","2007-08-21",47.490002
"161","2007-08-22",48.080002
"162","2007-08-23",48.150002
"163","2007-08-24",48.619999
"164","2007-08-27",48.52
"165","2007-08-28",47.400002
"166","2007-08-29",48.380001
"167","2007-08-30",48.279999
"168","2007-08-31",49.459999
"169","2007-09-04",49.91
"170","2007-09-05",49.5
"171","2007-09-06",49.540001
"172","2007-09-07",49.220001
"173","2007-09-10",49.150002
"174","2007-09-11",49.799999
"175","2007-09-12",50.220001
"176","2007-09-13",50.119999
"177","2007-09-14",49.900002
"178","2007-09-17",50.59
"179","2007-09-18",51.849998
"180","2007-09-19",51.939999
"181","2007-09-20",51.5
"182","2007-09-21",51.450001
"183","2007-09-24",51.549999
"184","2007-09-25",51.900002
"185","2007-09-26",52.209999
"186","2007-09-27",52.900002
"187","2007-09-28",52.5
"188","2007-10-01",53.23
"189","2007-10-02",53.02
"190","2007-10-03",52.700001
"191","2007-10-04",52.759998
"192","2007-10-05",53.549999
"193","2007-10-08",53.5
"194","2007-10-09",53.32
"195","2007-10-10",53.130001
"196","2007-10-11",53.119999
"197","2007-10-12",53.119999
"198","2007-10-15",52.509998
"199","2007-10-16",51.57
"200","2007-10-17",52.57
"201","2007-10-18",52.790001
"202","2007-10-19",52.240002
"203","2007-10-22",51.700001
"204","2007-10-23",52.700001
"205","2007-10-24",52.049999
"206","2007-10-25",51.919998
"207","2007-10-26",53.549999
"208","2007-10-29",55.130001
"209","2007-10-30",55.34
"210","2007-10-31",56.220001
"211","2007-11-01",55.880001
"212","2007-11-02",56.389999
"213","2007-11-05",55.880001
"214","2007-11-06",56.389999
"215","2007-11-07",54.630001
"216","2007-11-08",54
"217","2007-11-09",53.189999
"218","2007-11-12",51.919998
