"","date","LIVN"
"1","2015-10-19",69.93
"2","2015-10-20",64.150002
"3","2015-10-21",64.040001
"4","2015-10-22",61.919998
"5","2015-10-23",64.980003
"6","2015-10-26",65.239998
"7","2015-10-27",65.540001
"8","2015-10-28",67.800003
"9","2015-10-29",65.550003
"10","2015-10-30",66.279999
"11","2015-11-02",66.830002
"12","2015-11-03",66.910004
"13","2015-11-04",65.75
"14","2015-11-05",65.209999
"15","2015-11-06",65.489998
"16","2015-11-09",64.239998
"17","2015-11-10",63.290001
"18","2015-11-11",63.189999
"19","2015-11-12",57.560001
"20","2015-11-13",56.52
"21","2015-11-16",56.259998
"22","2015-11-17",56.259998
"23","2015-11-18",56.07
"24","2015-11-19",56.150002
"25","2015-11-20",57.369999
"26","2015-11-23",58.23
"27","2015-11-24",60.189999
"28","2015-11-25",60.93
"29","2015-11-27",61.91
"30","2015-11-30",59.849998
"31","2015-12-01",59.220001
"32","2015-12-02",60.259998
"33","2015-12-03",60.360001
"34","2015-12-04",62.380001
"35","2015-12-07",58.830002
"36","2015-12-08",56.919998
"37","2015-12-09",56.360001
"38","2015-12-10",56.509998
"39","2015-12-11",54.060001
"40","2015-12-14",54.459999
"41","2015-12-15",54.060001
"42","2015-12-16",55.189999
"43","2015-12-17",55.849998
"44","2015-12-18",58.240002
"45","2015-12-21",58.860001
"46","2015-12-22",60.09
"47","2015-12-23",60.549999
"48","2015-12-24",60.580002
"49","2015-12-28",60.25
"50","2015-12-29",59.73
"51","2015-12-30",59.970001
"52","2015-12-31",59.369999
"53","2016-01-04",56.34
"54","2016-01-05",55.970001
"55","2016-01-06",55.619999
"56","2016-01-07",54.209999
"57","2016-01-08",52.740002
"58","2016-01-11",55.470001
"59","2016-01-12",54.259998
"60","2016-01-13",53.130001
"61","2016-01-14",53.049999
"62","2016-01-15",53.34
"63","2016-01-19",52.759998
"64","2016-01-20",53.48
"65","2016-01-21",52.110001
"66","2016-01-22",53.23
"67","2016-01-25",53.790001
"68","2016-01-26",54.189999
"69","2016-01-27",52.639999
"70","2016-01-28",51.759998
"71","2016-01-29",55.98
"72","2016-02-01",57.619999
"73","2016-02-02",55.279999
"74","2016-02-03",57.610001
"75","2016-02-04",57.200001
"76","2016-02-05",55.279999
"77","2016-02-08",55.029999
"78","2016-02-09",54.369999
"79","2016-02-10",54.68
"80","2016-02-11",55.02
"81","2016-02-12",55.799999
"82","2016-02-16",57.060001
"83","2016-02-17",59.400002
"84","2016-02-18",58.709999
"85","2016-02-19",59.02
"86","2016-02-22",59.59
"87","2016-02-23",58.619999
"88","2016-02-24",59.16
"89","2016-02-25",58
"90","2016-02-26",57.09
"91","2016-02-29",56.439999
"92","2016-03-01",55.950001
"93","2016-03-02",57.5
"94","2016-03-03",57.75
"95","2016-03-04",57.939999
"96","2016-03-07",57.73
"97","2016-03-08",57.209999
"98","2016-03-09",57.119999
"99","2016-03-10",56.619999
"100","2016-03-11",57.599998
"101","2016-03-14",57.16
"102","2016-03-15",56.75
"103","2016-03-16",56.860001
"104","2016-03-17",55.139999
"105","2016-03-18",54.189999
"106","2016-03-21",54.900002
"107","2016-03-22",53.599998
"108","2016-03-23",53.689999
"109","2016-03-24",53.52
"110","2016-03-28",52.990002
"111","2016-03-29",53.5
"112","2016-03-30",53.57
"113","2016-03-31",53.98
"114","2016-04-01",53.360001
"115","2016-04-04",49.619999
"116","2016-04-05",51.110001
"117","2016-04-06",52.27
"118","2016-04-07",52.48
"119","2016-04-08",52.040001
"120","2016-04-11",52.009998
"121","2016-04-12",52.509998
"122","2016-04-13",53.700001
"123","2016-04-14",54.25
"124","2016-04-15",54.900002
"125","2016-04-18",54.75
"126","2016-04-19",54.509998
"127","2016-04-20",54.639999
"128","2016-04-21",54.790001
"129","2016-04-22",54.900002
"130","2016-04-25",54.450001
"131","2016-04-26",54.639999
"132","2016-04-27",54.619999
"133","2016-04-28",53.560001
"134","2016-04-29",52.73
"135","2016-05-02",54.209999
"136","2016-05-03",53.18
"137","2016-05-04",52.060001
"138","2016-05-05",51.299999
"139","2016-05-06",50.73
"140","2016-05-09",48.509998
"141","2016-05-10",47.860001
"142","2016-05-11",47.07
"143","2016-05-12",48
"144","2016-05-13",48.310001
"145","2016-05-16",48.540001
"146","2016-05-17",47.880001
"147","2016-05-18",47.650002
"148","2016-05-19",48.119999
"149","2016-05-20",49.060001
"150","2016-05-23",49.389999
"151","2016-05-24",49.880001
"152","2016-05-25",48.759998
"153","2016-05-26",48.799999
"154","2016-05-27",49.27
"155","2016-05-31",48.810001
"156","2016-06-01",49.02
"157","2016-06-02",49.380001
"158","2016-06-03",48.880001
"159","2016-06-06",49.470001
"160","2016-06-07",49.099998
"161","2016-06-08",49.700001
"162","2016-06-09",49.389999
"163","2016-06-10",48.43
"164","2016-06-13",48.790001
"165","2016-06-14",48.485001
"166","2016-06-15",48.189999
"167","2016-06-16",48.18
"168","2016-06-17",49
"169","2016-06-20",49.900002
"170","2016-06-21",48.459999
"171","2016-06-22",48.119999
"172","2016-06-23",49.380001
"173","2016-06-24",48.139999
"174","2016-06-27",47.91
"175","2016-06-28",48.860001
"176","2016-06-29",48.689999
"177","2016-06-30",50.23
"178","2016-07-01",50.68
"179","2016-07-05",50.75
"180","2016-07-06",50.439999
"181","2016-07-07",49.950001
"182","2016-07-08",50.939999
"183","2016-07-11",51.549999
"184","2016-07-12",51.16
"185","2016-07-13",50.889999
"186","2016-07-14",50.25
"187","2016-07-15",50.189999
"188","2016-07-18",49.650002
"189","2016-07-19",50.299999
"190","2016-07-20",50.779999
"191","2016-07-21",50.580002
"192","2016-07-22",50.5
"193","2016-07-25",50.950001
"194","2016-07-26",51
"195","2016-07-27",51.259998
"196","2016-07-28",51.700001
"197","2016-07-29",52.049999
"198","2016-08-01",55.349998
"199","2016-08-02",54.439999
"200","2016-08-03",61.16
"201","2016-08-04",62.560001
"202","2016-08-05",61
"203","2016-08-08",60.5
"204","2016-08-09",60.529999
"205","2016-08-10",60
"206","2016-08-11",60.709999
"207","2016-08-12",62.810001
"208","2016-08-15",62.700001
"209","2016-08-16",62.52
"210","2016-08-17",62.52
"211","2016-08-18",62.650002
"212","2016-08-19",61.57
"213","2016-08-22",61.5
"214","2016-08-23",61.459999
"215","2016-08-24",60.040001
"216","2016-08-25",60.189999
"217","2016-08-26",60.610001
"218","2016-08-29",60.650002
"219","2016-08-30",60.16
"220","2016-08-31",60.02
"221","2016-09-01",60.209999
"222","2016-09-02",60.950001
"223","2016-09-06",60.669998
"224","2016-09-07",60.52
"225","2016-09-08",60.619999
"226","2016-09-09",59.169998
"227","2016-09-12",59.91
"228","2016-09-13",59.84
"229","2016-09-14",59.580002
"230","2016-09-15",59.66
"231","2016-09-16",59.790001
"232","2016-09-19",60.310001
"233","2016-09-20",60.75
"234","2016-09-21",61.459999
"235","2016-09-22",61.66
"236","2016-09-23",61.029999
"237","2016-09-26",60.740002
"238","2016-09-27",60.98
"239","2016-09-28",60.970001
"240","2016-09-29",59.970001
"241","2016-09-30",60.110001
"242","2016-10-03",60.439999
"243","2016-10-04",60.27
"244","2016-10-05",59.849998
"245","2016-10-06",58.599998
"246","2016-10-07",58.360001
"247","2016-10-10",58.459999
"248","2016-10-11",57.665001
"249","2016-10-12",57.48
"250","2016-10-13",57.389999
"251","2016-10-14",56.450001
"252","2016-10-17",56.619999
