"","date","CYCCP"
"115","2007-06-18",7.1
"116","2007-06-19",7.1
"117","2007-06-20",7
"118","2007-06-21",7.2
"119","2007-06-22",7.2
"120","2007-06-25",7.09
"121","2007-06-26",6.88
"122","2007-06-27",6.88
"123","2007-06-28",6.98
"124","2007-06-29",6.98
"125","2007-07-02",6.98
"126","2007-07-03",6.98
"127","2007-07-05",6.98
"128","2007-07-06",6.98
"129","2007-07-09",6.98
"130","2007-07-10",6.98
"131","2007-07-11",6.98
"132","2007-07-12",6.77
"133","2007-07-13",6.77
"134","2007-07-16",6.77
"135","2007-07-17",6.77
"136","2007-07-18",6.77
"137","2007-07-19",6.34
"138","2007-07-20",6.35
"139","2007-07-23",6.35
"140","2007-07-24",6.24
"141","2007-07-25",6.24
"142","2007-07-26",6.24
"143","2007-07-27",6.24
"144","2007-07-30",6.24
"145","2007-07-31",6.21
"146","2007-08-01",6.21
"147","2007-08-02",6.21
"148","2007-08-03",6.21
"149","2007-08-06",6.21
"150","2007-08-07",6.2
"151","2007-08-08",6.2
"152","2007-08-09",6.2
"153","2007-08-10",6.19
"154","2007-08-13",6.19
"155","2007-08-14",6.19
"156","2007-08-15",5.97
"157","2007-08-16",5.51
"158","2007-08-17",6
"159","2007-08-20",5.99
"160","2007-08-21",5.99
"161","2007-08-22",5.99
"162","2007-08-23",5.99
"163","2007-08-24",5.99
"164","2007-08-27",5.99
"165","2007-08-28",5.99
"166","2007-08-29",5.99
"167","2007-08-30",5.99
"168","2007-08-31",5.99
"169","2007-09-04",5.99
"170","2007-09-05",5.99
"171","2007-09-06",5.99
"172","2007-09-07",5.99
"173","2007-09-10",5.99
"174","2007-09-11",6
"175","2007-09-12",6
"176","2007-09-13",6
"177","2007-09-14",6
"178","2007-09-17",6
"179","2007-09-18",6
"180","2007-09-19",6
"181","2007-09-20",5.85
"182","2007-09-21",5.85
"183","2007-09-24",5.75
"184","2007-09-25",5.75
"185","2007-09-26",5.75
"186","2007-09-27",5.84
"187","2007-09-28",5.84
"188","2007-10-01",5.8
"189","2007-10-02",5.9
"190","2007-10-03",5.9
"191","2007-10-04",5.9
"192","2007-10-05",5.65
"193","2007-10-08",5.62
"194","2007-10-09",5.62
"195","2007-10-10",5.62
"196","2007-10-11",5.62
"197","2007-10-12",5.62
"198","2007-10-15",5.62
"199","2007-10-16",5.8
"200","2007-10-17",5.77
"201","2007-10-18",5.7
"202","2007-10-19",5.7
"203","2007-10-22",5.7
"204","2007-10-23",5.7
"205","2007-10-24",4.77
"206","2007-10-25",5
"207","2007-10-26",4.5
"208","2007-10-29",4.5
"209","2007-10-30",4.5
"210","2007-10-31",4.5
"211","2007-11-01",4.5
"212","2007-11-02",4.75
"213","2007-11-05",4.75
"214","2007-11-06",4.75
"215","2007-11-07",4.75
"216","2007-11-08",4.75
"217","2007-11-09",4.75
"218","2007-11-12",3.99
"219","2007-11-13",3.97
"220","2007-11-14",3.97
"221","2007-11-15",3.5
"222","2007-11-16",3.5
"223","2007-11-19",3.95
"224","2007-11-20",3.95
"225","2007-11-21",3.95
"226","2007-11-23",3.95
"227","2007-11-26",3.95
"228","2007-11-27",3.9
"229","2007-11-28",4.21
"230","2007-11-29",4.21
"231","2007-11-30",4.35
"232","2007-12-03",4.13
"233","2007-12-04",4.13
"234","2007-12-05",4.59
"235","2007-12-06",4.59
"236","2007-12-07",4.59
"237","2007-12-10",4.1
"238","2007-12-11",4.75
"239","2007-12-12",4.75
"240","2007-12-13",4.75
"241","2007-12-14",4.75
"242","2007-12-17",4.75
"243","2007-12-18",5.24
"244","2007-12-19",5.24
"245","2007-12-20",5.24
"246","2007-12-21",4.08
"247","2007-12-24",4.08
"248","2007-12-26",4.08
"249","2007-12-27",4.07
"250","2007-12-28",4.07
"251","2007-12-31",4.75
"252","2008-01-02",4.75
"253","2008-01-03",4.75
"254","2008-01-04",4.75
"255","2008-01-07",4.75
"256","2008-01-08",4.75
"257","2008-01-09",4.75
"258","2008-01-10",4.75
"259","2008-01-11",4.75
"260","2008-01-14",4.75
"261","2008-01-15",4.75
"262","2008-01-16",4.75
"263","2008-01-17",4.75
"264","2008-01-18",4.75
"265","2008-01-22",4.75
"266","2008-01-23",4.25
"267","2008-01-24",4.75
"268","2008-01-25",4.65
"269","2008-01-28",4.32
"270","2008-01-29",4.5
"271","2008-01-30",4.5
"272","2008-01-31",4.5
"273","2008-02-01",4.5
"274","2008-02-04",4.05
"275","2008-02-05",4.75
"276","2008-02-06",4.52
"277","2008-02-07",4.52
"278","2008-02-08",4.72
"279","2008-02-11",4.72
"280","2008-02-12",4.55
"281","2008-02-13",4.55
"282","2008-02-14",4.55
"283","2008-02-15",4.75
"284","2008-02-19",4.75
"285","2008-02-20",5.5
"286","2008-02-21",4.75
"287","2008-02-22",4.75
"288","2008-02-25",4.85
"289","2008-02-26",4.85
"290","2008-02-27",4.85
"291","2008-02-28",4.2
"292","2008-02-29",4.2
"293","2008-03-03",4.67
"294","2008-03-04",4.56
"295","2008-03-05",4.2
"296","2008-03-06",4.35
"297","2008-03-07",4.35
"298","2008-03-10",4.1
"299","2008-03-11",4
"300","2008-03-12",4
"301","2008-03-13",4
"302","2008-03-14",4
"303","2008-03-17",3.95
"304","2008-03-18",3.95
"305","2008-03-19",3.95
"306","2008-03-20",3.95
"307","2008-03-24",3.95
"308","2008-03-25",3.95
"309","2008-03-26",3.95
"310","2008-03-27",4.05
"311","2008-03-28",4.05
"312","2008-03-31",4.05
"313","2008-04-01",4.05
"314","2008-04-02",4.05
"315","2008-04-03",4.05
"316","2008-04-04",4.05
"317","2008-04-07",4.05
"318","2008-04-08",4.05
"319","2008-04-09",5
"320","2008-04-10",5
"321","2008-04-11",4.98
"322","2008-04-14",4.98
"323","2008-04-15",4.98
"324","2008-04-16",5.2
"325","2008-04-17",4.55
"326","2008-04-18",4.55
"327","2008-04-21",4.55
"328","2008-04-22",4.55
"329","2008-04-23",4.55
"330","2008-04-24",4.55
"331","2008-04-25",4.55
"332","2008-04-28",4.55
"333","2008-04-29",4.55
"334","2008-04-30",4.55
"335","2008-05-01",4.55
"336","2008-05-02",4.55
"337","2008-05-05",4.55
"338","2008-05-06",4.55
"339","2008-05-07",4.4
"340","2008-05-08",4.4
"341","2008-05-09",4.4
"342","2008-05-12",4.4
"343","2008-05-13",4.1
"344","2008-05-14",4.24
"345","2008-05-15",4.05
"346","2008-05-16",4.05
"347","2008-05-19",4.05
"348","2008-05-20",4
"349","2008-05-21",4
"350","2008-05-22",4
"351","2008-05-23",3.9
"352","2008-05-27",3.9
"353","2008-05-28",3.9
"354","2008-05-29",3.9
"355","2008-05-30",3.9
"356","2008-06-02",3.9
"357","2008-06-03",3.9
"358","2008-06-04",3.9
"359","2008-06-05",3.9
"360","2008-06-06",3.17
"361","2008-06-09",3.17
"362","2008-06-10",3.85
"363","2008-06-11",3.85
"364","2008-06-12",3.85
"365","2008-06-13",3.85
"366","2008-06-16",3.85
"367","2008-06-17",3.65
"368","2008-06-18",3.65
"369","2008-06-19",3.65
"370","2008-06-20",3.65
"371","2008-06-23",3.65
"372","2008-06-24",3.65
"373","2008-06-25",3.65
"374","2008-06-26",4.11
"375","2008-06-27",4.11
"376","2008-06-30",4.11
"377","2008-07-01",4.11
"378","2008-07-02",4.11
"379","2008-07-03",4.11
"380","2008-07-07",3.25
"381","2008-07-08",3.25
"382","2008-07-09",3.25
"383","2008-07-10",3.25
"384","2008-07-11",3.05
"385","2008-07-14",3.05
"386","2008-07-15",3.05
"387","2008-07-16",3.06
"388","2008-07-17",3.06
"389","2008-07-18",3.06
"390","2008-07-21",3.06
"391","2008-07-22",3.06
"392","2008-07-23",3.25
"393","2008-07-24",3.25
"394","2008-07-25",3.25
"395","2008-07-28",3.25
"396","2008-07-29",3.25
"397","2008-07-30",3.25
"398","2008-07-31",3.25
"399","2008-08-01",3.25
"400","2008-08-04",2.98
"401","2008-08-05",3.08
"402","2008-08-06",3.08
"403","2008-08-07",3.08
"404","2008-08-08",3.08
"405","2008-08-11",3.08
"406","2008-08-12",4.42
"407","2008-08-13",3.45
"408","2008-08-14",3.4
"409","2008-08-15",3.45
"410","2008-08-18",3.48
"411","2008-08-19",3.48
"412","2008-08-20",3.83
"413","2008-08-21",3.48
"414","2008-08-22",3.25
"415","2008-08-25",3.25
"416","2008-08-26",3.25
"417","2008-08-27",3.25
"418","2008-08-28",3.25
"419","2008-08-29",3.25
"420","2008-09-02",3.25
"421","2008-09-03",3.25
"422","2008-09-04",3.15
"423","2008-09-05",3.15
"424","2008-09-08",3.15
"425","2008-09-09",3.15
"426","2008-09-10",3.15
"427","2008-09-11",3.15
"428","2008-09-12",3.15
"429","2008-09-15",3.15
"430","2008-09-16",2.3
"431","2008-09-17",2.3
"432","2008-09-18",2.05
"433","2008-09-19",3.05
"434","2008-09-22",3.05
"435","2008-09-23",3.05
"436","2008-09-24",3.05
"437","2008-09-25",2.5
"438","2008-09-26",2.86
"439","2008-09-29",2.5
"440","2008-09-30",2.5
"441","2008-10-01",2.5
"442","2008-10-02",2.4
"443","2008-10-03",2.16
"444","2008-10-06",1.9
"445","2008-10-07",1.9
"446","2008-10-08",2.08
"447","2008-10-09",2.08
"448","2008-10-10",1.7
"449","2008-10-13",1.7
"450","2008-10-14",1.7
"451","2008-10-15",1.7
"452","2008-10-16",1.7
"453","2008-10-17",1.7
"454","2008-10-20",1.7
"455","2008-10-21",1.8
"456","2008-10-22",1.8
"457","2008-10-23",1.8
"458","2008-10-24",1.73
"459","2008-10-27",1.39
"460","2008-10-28",1
"461","2008-10-29",1.5
"462","2008-10-30",1.5
"463","2008-10-31",1.5
"464","2008-11-03",1.5
"465","2008-11-04",1.7
"466","2008-11-05",1.7
"467","2008-11-06",1.7
"468","2008-11-07",1.48
"469","2008-11-10",1.48
"470","2008-11-11",1.3
"471","2008-11-12",1
"472","2008-11-13",1
"473","2008-11-14",1
"474","2008-11-17",1.14
"475","2008-11-18",1
"476","2008-11-19",0.9
"477","2008-11-20",0.9
"478","2008-11-21",1.08
"479","2008-11-24",1.08
"480","2008-11-25",1.08
"481","2008-11-26",1.08
"482","2008-11-28",1.08
"483","2008-12-01",1.22
"484","2008-12-02",0.58
"485","2008-12-03",0.58
"486","2008-12-04",0.58
"487","2008-12-05",1.22
"488","2008-12-08",1.49
"489","2008-12-09",1.49
"490","2008-12-10",1.74
"491","2008-12-11",1.74
"492","2008-12-12",1.74
"493","2008-12-15",1.74
"494","2008-12-16",1.74
"495","2008-12-17",1.74
"496","2008-12-18",1.73
"497","2008-12-19",1.76
"498","2008-12-22",1.76
"499","2008-12-23",1.3
"500","2008-12-24",1.3
"501","2008-12-26",1.5
"502","2008-12-29",1.5
"503","2008-12-30",1.5
"504","2008-12-31",1.5
"505","2009-01-02",1.9
"506","2009-01-05",1.9
"507","2009-01-06",1.9
"508","2009-01-07",2.2
"509","2009-01-08",2.2
"510","2009-01-09",1.9
"511","2009-01-12",1.9
"512","2009-01-13",2.18
"513","2009-01-14",2.18
"514","2009-01-15",1.8
"515","2009-01-16",1.65
"516","2009-01-20",1.7
"517","2009-01-21",1.7
"518","2009-01-22",1.35
"519","2009-01-23",1.2
"520","2009-01-26",1.2
"521","2009-01-27",1.2
"522","2009-01-28",1.2
"523","2009-01-29",1.2
"524","2009-01-30",1.2
"525","2009-02-02",1.98
"526","2009-02-03",1.98
"527","2009-02-04",1.98
"528","2009-02-05",1.98
"529","2009-02-06",1.98
"530","2009-02-09",1.98
"531","2009-02-10",1.5
"532","2009-02-11",1.5
"533","2009-02-12",1.5
"534","2009-02-13",1.35
"535","2009-02-17",1.35
"536","2009-02-18",1.35
"537","2009-02-19",1.35
"538","2009-02-20",1.35
"539","2009-02-23",1.35
"540","2009-02-24",1.35
"541","2009-02-25",1.35
"542","2009-02-26",1.35
"543","2009-02-27",1.35
"544","2009-03-02",1.35
"545","2009-03-03",1.35
"546","2009-03-04",1.35
"547","2009-03-05",1.48
"548","2009-03-06",1.48
"549","2009-03-09",1.42
"550","2009-03-10",1.42
"551","2009-03-11",1.35
"552","2009-03-12",1.35
"553","2009-03-13",1.42
"554","2009-03-16",1.43
"555","2009-03-17",3.57
"556","2009-03-18",2.15
"557","2009-03-19",1.73
"558","2009-03-20",2
"559","2009-03-23",1.73
"560","2009-03-24",1.99
"561","2009-03-25",1.8
"562","2009-03-26",1.68
"563","2009-03-27",1.67
"564","2009-03-30",1.67
"565","2009-03-31",1.7
"566","2009-04-01",1.7
"567","2009-04-02",1.65
"568","2009-04-03",1.65
"569","2009-04-06",1.5
"570","2009-04-07",1.41
"571","2009-04-08",1.1
"572","2009-04-09",1.2
"573","2009-04-13",1.31
"574","2009-04-14",1.45
"575","2009-04-15",1.39
"576","2009-04-16",1.22
"577","2009-04-17",1.28
"578","2009-04-20",1.07
"579","2009-04-21",1.01
"580","2009-04-22",1.01
"581","2009-04-23",1.05
"582","2009-04-24",1.05
"583","2009-04-27",1.2
"584","2009-04-28",1
"585","2009-04-29",1.01
"586","2009-04-30",1.01
"587","2009-05-01",1.01
"588","2009-05-04",1.01
"589","2009-05-05",1
"590","2009-05-06",1.02
"591","2009-05-07",1.02
"592","2009-05-08",1.1
"593","2009-05-11",1.1
"594","2009-05-12",1.03
"595","2009-05-13",0.97
"596","2009-05-14",0.97
"597","2009-05-15",0.92
"598","2009-05-18",0.8
"599","2009-05-19",0.96
"600","2009-05-20",0.97
"601","2009-05-21",0.97
"602","2009-05-22",0.97
"603","2009-05-26",1
"604","2009-05-27",1
"605","2009-05-28",1.15
"606","2009-05-29",1.01
"607","2009-06-01",1
"608","2009-06-02",1.02
"609","2009-06-03",1
"610","2009-06-04",1
"611","2009-06-05",1
"612","2009-06-08",1.03
"613","2009-06-09",1.03
"614","2009-06-10",1.03
"615","2009-06-11",1.03
"616","2009-06-12",1.1
"617","2009-06-15",1.3
"618","2009-06-16",1.15
"619","2009-06-17",1.15
"620","2009-06-18",1.15
"621","2009-06-19",1.16
"622","2009-06-22",1.15
"623","2009-06-23",1.22
"624","2009-06-24",1.22
"625","2009-06-25",1.22
"626","2009-06-26",1.4
"627","2009-06-29",1.26
"628","2009-06-30",1.27
"629","2009-07-01",1.27
"630","2009-07-02",1.33
"631","2009-07-06",1.47
"632","2009-07-07",1.5
"633","2009-07-08",1.5
"634","2009-07-09",1.5
"635","2009-07-10",1.5
"636","2009-07-13",1.3
"637","2009-07-14",1.3
"638","2009-07-15",1.3
"639","2009-07-16",1.28
"640","2009-07-17",1.32
"641","2009-07-20",1.43
"642","2009-07-21",1.43
"643","2009-07-22",1.43
"644","2009-07-23",1.49
"645","2009-07-24",1.49
"646","2009-07-27",1.43
"647","2009-07-28",1.22
"648","2009-07-29",1.22
"649","2009-07-30",1.22
"650","2009-07-31",1.25
"651","2009-08-03",1.25
"652","2009-08-04",1.18
"653","2009-08-05",1.18
"654","2009-08-06",1.18
"655","2009-08-07",1.3
"656","2009-08-10",1.37
"657","2009-08-11",1.3
"658","2009-08-12",1.31
"659","2009-08-13",1.31
"660","2009-08-14",1.31
"661","2009-08-17",1.33
"662","2009-08-18",1.36
"663","2009-08-19",1.36
"664","2009-08-20",1.39
"665","2009-08-21",1.39
"666","2009-08-24",1.33
"667","2009-08-25",1.33
"668","2009-08-26",1.33
"669","2009-08-27",1.25
"670","2009-08-28",1.26
"671","2009-08-31",1.26
"672","2009-09-01",1.39
"673","2009-09-02",1.39
"674","2009-09-03",1.39
"675","2009-09-04",1.25
"676","2009-09-08",1.4
"677","2009-09-09",1.4
"678","2009-09-10",1.43
"679","2009-09-11",1.43
"680","2009-09-14",1.43
"681","2009-09-15",1.34
"682","2009-09-16",1.43
"683","2009-09-17",1.43
"684","2009-09-18",1.33
"685","2009-09-21",1.33
"686","2009-09-22",1.33
"687","2009-09-23",1.45
"688","2009-09-24",1.35
"689","2009-09-25",1.35
"690","2009-09-28",1.6
"691","2009-09-29",1.46
"692","2009-09-30",1.46
"693","2009-10-01",1.46
"694","2009-10-02",1.44
"695","2009-10-05",1.84
"696","2009-10-06",1.84
"697","2009-10-07",1.45
"698","2009-10-08",1.45
"699","2009-10-09",1.58
"700","2009-10-12",1.58
"701","2009-10-13",1.52
"702","2009-10-14",1.53
"703","2009-10-15",1.53
"704","2009-10-16",1.53
"705","2009-10-19",1.53
"706","2009-10-20",1.53
"707","2009-10-21",1.5
"708","2009-10-22",1.4
"709","2009-10-23",1.4
"710","2009-10-26",1.4
"711","2009-10-27",1.33
"712","2009-10-28",1.42
"713","2009-10-29",1.42
"714","2009-10-30",1.42
"715","2009-11-02",1.42
"716","2009-11-03",1.79
"717","2009-11-04",1.51
"718","2009-11-05",1.51
"719","2009-11-06",1.51
"720","2009-11-09",1.51
"721","2009-11-10",1.51
"722","2009-11-11",1.51
"723","2009-11-12",1.51
"724","2009-11-13",1.51
"725","2009-11-16",1.87
"726","2009-11-17",1.6
"727","2009-11-18",1.46
"728","2009-11-19",1.46
"729","2009-11-20",1.5
"730","2009-11-23",1.5
"731","2009-11-24",1.5
"732","2009-11-25",1.5
"733","2009-11-27",1.5
"734","2009-11-30",1.5
"735","2009-12-01",1.45
"736","2009-12-02",1.47
"737","2009-12-03",1.47
"738","2009-12-04",1.47
"739","2009-12-07",1.45
"740","2009-12-08",1.45
"741","2009-12-09",1.45
"742","2009-12-10",1.47
"743","2009-12-11",1.7
"744","2009-12-14",2.1
"745","2009-12-15",2
"746","2009-12-16",2
"747","2009-12-17",2
"748","2009-12-18",2.12
"749","2009-12-21",2.01
"750","2009-12-22",2.01
"751","2009-12-23",2.01
"752","2009-12-24",2.01
"753","2009-12-28",2.01
"754","2009-12-29",1.9
"755","2009-12-30",2.28
"756","2009-12-31",2.35
"757","2010-01-04",2.44
"758","2010-01-05",2.48
"759","2010-01-06",2.99
"760","2010-01-07",4
"761","2010-01-08",3.9
"762","2010-01-11",3.92
"763","2010-01-12",4.3
"764","2010-01-13",4.3
"765","2010-01-14",4.3
"766","2010-01-15",4.3
"767","2010-01-19",4.17
"768","2010-01-20",4.1
"769","2010-01-21",4.04
"770","2010-01-22",3.99
"771","2010-01-25",3.9
"772","2010-01-26",4
"773","2010-01-27",4.03
"774","2010-01-28",4.1
"775","2010-01-29",3.92
"776","2010-02-01",3.9
"777","2010-02-02",3.9
"778","2010-02-03",3.74
"779","2010-02-04",3.74
"780","2010-02-05",3.5
"781","2010-02-08",3.5
"782","2010-02-09",3.75
"783","2010-02-10",4.04
"784","2010-02-11",3.5
"785","2010-02-12",3.7
"786","2010-02-16",3.7
"787","2010-02-17",3.7
"788","2010-02-18",3.94
"789","2010-02-19",3.94
"790","2010-02-22",3.94
"791","2010-02-23",3.94
"792","2010-02-24",3.6
"793","2010-02-25",3.72
"794","2010-02-26",3.72
"795","2010-03-01",3.72
"796","2010-03-02",3.72
"797","2010-03-03",3.72
"798","2010-03-04",4.05
"799","2010-03-05",4
"800","2010-03-08",3.7
"801","2010-03-09",3.7
"802","2010-03-10",4.03
"803","2010-03-11",4.03
"804","2010-03-12",4.03
"805","2010-03-15",4.03
"806","2010-03-16",4.03
"807","2010-03-17",4.03
"808","2010-03-18",4
"809","2010-03-19",4.01
"810","2010-03-22",3.9
"811","2010-03-23",4.25
"812","2010-03-24",4.25
"813","2010-03-25",4.25
"814","2010-03-26",4.05
"815","2010-03-29",4.05
"816","2010-03-30",4.05
"817","2010-03-31",4
"818","2010-04-01",4
"819","2010-04-05",4
"820","2010-04-06",4
"821","2010-04-07",4
"822","2010-04-08",4
"823","2010-04-09",4
"824","2010-04-12",3.95
"825","2010-04-13",4
"826","2010-04-14",3.81
"827","2010-04-15",3.81
"828","2010-04-16",3.81
"829","2010-04-19",4.2
"830","2010-04-20",3.78
"831","2010-04-21",3.9
"832","2010-04-22",3.9
"833","2010-04-23",4.25
"834","2010-04-26",4.2
"835","2010-04-27",4.24
"836","2010-04-28",4.24
"837","2010-04-29",4.24
"838","2010-04-30",4.25
"839","2010-05-03",4.25
"840","2010-05-04",4
"841","2010-05-05",4
"842","2010-05-06",3.9
"843","2010-05-07",3.9
"844","2010-05-10",3.9
"845","2010-05-11",4.01
"846","2010-05-12",4.01
"847","2010-05-13",4.49
"848","2010-05-14",4.49
"849","2010-05-17",4.49
"850","2010-05-18",4.49
"851","2010-05-19",3.82
"852","2010-05-20",3.82
"853","2010-05-21",3.82
"854","2010-05-24",3.82
"855","2010-05-25",3.82
"856","2010-05-26",3.82
"857","2010-05-27",3.82
"858","2010-05-28",3.82
"859","2010-06-01",3.82
"860","2010-06-02",4.4
"861","2010-06-03",4.49
"862","2010-06-04",4.49
"863","2010-06-07",3.71
"864","2010-06-08",3.72
"865","2010-06-09",3.72
"866","2010-06-10",3.72
"867","2010-06-11",3.7
"868","2010-06-14",3.7
"869","2010-06-15",3.7
"870","2010-06-16",3.7
"871","2010-06-17",3.7
"872","2010-06-18",3.7
"873","2010-06-21",3.7
"874","2010-06-22",3.7
"875","2010-06-23",3.7
"876","2010-06-24",3.7
"877","2010-06-25",3.7
"878","2010-06-28",3.7
"879","2010-06-29",3.7
"880","2010-06-30",3.7
"881","2010-07-01",3.7
"882","2010-07-02",3.7
"883","2010-07-06",3.7
"884","2010-07-07",3.7
"885","2010-07-08",3.7
"886","2010-07-09",3.7
"887","2010-07-12",3.7
"888","2010-07-13",3.7
"889","2010-07-14",3.7
"890","2010-07-15",3.5
"891","2010-07-16",3.5
"892","2010-07-19",3.5
"893","2010-07-20",3.5
"894","2010-07-21",3.5
"895","2010-07-22",3.5
"896","2010-07-23",3.5
"897","2010-07-26",3.5
"898","2010-07-27",3.5
"899","2010-07-28",3.5
"900","2010-07-29",3.5
"901","2010-07-30",3.5
"902","2010-08-02",3.5
"903","2010-08-03",3.5
"904","2010-08-04",3.5
"905","2010-08-05",3.5
"906","2010-08-06",3.5
"907","2010-08-09",3.5
"908","2010-08-10",3.5
"909","2010-08-11",3.5
"910","2010-08-12",3.5
"911","2010-08-13",3.5
"912","2010-08-16",3.5
"913","2010-08-17",3.5
"914","2010-08-18",3.5
"915","2010-08-19",3.5
"916","2010-08-20",3.5
"917","2010-08-23",3.5
"918","2010-08-24",3.5
"919","2010-08-25",3.5
"920","2010-08-26",3.5
"921","2010-08-27",3.5
"922","2010-08-30",3.5
"923","2010-08-31",3.5
"924","2010-09-01",3.5
"925","2010-09-02",3.5
"926","2010-09-03",3.5
"927","2010-09-07",3.5
"928","2010-09-08",3.5
"929","2010-09-09",3.5
"930","2010-09-10",3.5
"931","2010-09-13",4
"932","2010-09-14",4
"933","2010-09-15",4
"934","2010-09-16",3.5
"935","2010-09-17",3.5
"936","2010-09-20",3.5
"937","2010-09-21",3.5
"938","2010-09-22",3.5
"939","2010-09-23",3.5
"940","2010-09-24",3.5
"941","2010-09-27",3.5
"942","2010-09-28",3.5
"943","2010-09-29",3.5
"944","2010-09-30",3.5
"945","2010-10-01",3.5
"946","2010-10-04",3.5
"947","2010-10-05",3.5
"948","2010-10-06",4
"949","2010-10-07",4
"950","2010-10-08",4
"951","2010-10-11",4
"952","2010-10-12",4
"953","2010-10-13",4
"954","2010-10-14",4
"955","2010-10-15",4
"956","2010-10-18",4
"957","2010-10-19",4
"958","2010-10-20",4
"959","2010-10-21",4
"960","2010-10-22",4
"961","2010-10-25",4
"962","2010-10-26",4
"963","2010-10-27",4
"964","2010-10-28",4
"965","2010-10-29",4.21
"966","2010-11-01",4.21
"967","2010-11-02",4
"968","2010-11-03",4
"969","2010-11-04",4
"970","2010-11-05",4
"971","2010-11-08",3.95
"972","2010-11-09",3.95
"973","2010-11-10",3.95
"974","2010-11-11",3.95
"975","2010-11-12",3.97
"976","2010-11-15",3.97
"977","2010-11-16",3.97
"978","2010-11-17",3.97
"979","2010-11-18",3.97
"980","2010-11-19",3.97
"981","2010-11-22",3.97
"982","2010-11-23",3.97
"983","2010-11-24",3.97
"984","2010-11-26",3.92
"985","2010-11-29",3.91
"986","2010-11-30",3.8
"987","2010-12-01",3.8
"988","2010-12-02",3.85
"989","2010-12-03",4.3
"990","2010-12-06",3.83
"991","2010-12-07",3.83
"992","2010-12-08",3.83
"993","2010-12-09",3.89
"994","2010-12-10",3.89
"995","2010-12-13",3.89
"996","2010-12-14",3.89
"997","2010-12-15",3.89
"998","2010-12-16",3.89
"999","2010-12-17",3.89
"1000","2010-12-20",3.89
"1001","2010-12-21",3.89
"1002","2010-12-22",3.89
"1003","2010-12-23",3.89
"1004","2010-12-27",3.89
"1005","2010-12-28",3.89
"1006","2010-12-29",3.89
"1007","2010-12-30",3.89
"1008","2010-12-31",3.89
