"","date","MOXC"
"296","2015-06-12",63
"297","2015-06-15",63
"298","2015-06-16",63
"299","2015-06-17",63
"300","2015-06-18",63
"301","2015-06-19",63
"302","2015-06-22",62
"303","2015-06-23",62
"304","2015-06-24",62
"305","2015-06-25",62
"306","2015-06-26",62
"307","2015-06-29",61.5
"308","2015-06-30",61.5
"309","2015-07-01",61.5
"310","2015-07-02",61.5
"311","2015-07-06",60
"312","2015-07-07",60
"313","2015-07-08",60
"314","2015-07-09",60
"315","2015-07-10",60
"316","2015-07-13",60
"317","2015-07-14",60
"318","2015-07-15",60
"319","2015-07-16",60
"320","2015-07-17",60
"321","2015-07-20",60
"322","2015-07-21",60
"323","2015-07-22",60
"324","2015-07-23",60
"325","2015-07-24",60
"326","2015-07-27",60
"327","2015-07-28",60
"328","2015-07-29",60
"329","2015-07-30",60
"330","2015-07-31",60
"331","2015-08-03",60
"332","2015-08-04",60
"333","2015-08-05",60
"334","2015-08-06",60
"335","2015-08-07",60
"336","2015-08-10",60
"337","2015-08-11",59.5
"338","2015-08-12",59.5
"339","2015-08-13",59.5
"340","2015-08-14",59.5
"341","2015-08-17",59.5
"342","2015-08-18",59.5
"343","2015-08-19",59.5
"344","2015-08-20",59.5
"345","2015-08-21",59.5
"346","2015-08-24",58.5
"347","2015-08-25",57
"348","2015-08-26",57
"349","2015-08-27",57
"350","2015-08-28",65
"351","2015-08-31",65
"352","2015-09-01",65
"353","2015-09-02",65
"354","2015-09-03",65
"355","2015-09-04",65
"356","2015-09-08",65
"357","2015-09-09",65
"358","2015-09-10",65
"359","2015-09-11",58.5
"360","2015-09-14",58.5
"361","2015-09-15",58.5
"362","2015-09-16",58.5
"363","2015-09-17",58.5
"364","2015-09-18",58.5
"365","2015-09-21",58.5
"366","2015-09-22",58.5
"367","2015-09-23",58.5
"368","2015-09-24",58.5
"369","2015-09-25",58.5
"370","2015-09-28",58.5
"371","2015-09-29",58.5
"372","2015-09-30",58.5
"373","2015-10-01",58.5
"374","2015-10-02",54.5
"375","2015-10-05",54.5
"376","2015-10-06",54.5
"377","2015-10-07",54.5
"378","2015-10-08",54.5
"379","2015-10-09",54.5
"380","2015-10-12",54.5
"381","2015-10-13",54.5
"382","2015-10-14",54.5
"383","2015-10-15",54.5
"384","2015-10-16",54.5
"385","2015-10-19",51
"386","2015-10-20",51
"387","2015-10-21",52
"388","2015-10-22",51
"389","2015-10-23",53
"390","2015-10-26",51
"391","2015-10-27",51
"392","2015-10-28",51
"393","2015-10-29",51.5
"394","2015-10-30",51.5
"395","2015-11-02",52
"396","2015-11-03",52
"397","2015-11-04",52
"398","2015-11-05",51.5
"399","2015-11-06",51.5
"400","2015-11-09",51.5
"401","2015-11-10",51.5
"402","2015-11-11",51.5
"403","2015-11-12",51.5
"404","2015-11-13",51
"405","2015-11-16",51
"406","2015-11-17",51
"407","2015-11-18",51
"408","2015-11-19",51
"409","2015-11-20",50
"410","2015-11-23",50
"411","2015-11-24",50.900002
"412","2015-11-25",51.400002
"413","2015-11-27",52
"414","2015-11-30",52
"415","2015-12-01",52.5
"416","2015-12-02",52.5
"417","2015-12-03",52
"418","2015-12-04",52
"419","2015-12-07",52
"420","2015-12-08",52
"421","2015-12-09",50
"422","2015-12-10",51.5
"423","2015-12-11",50.400002
"424","2015-12-14",50.400002
"425","2015-12-15",50.400002
"426","2015-12-16",52.5
"427","2015-12-17",45
"428","2015-12-18",50
"429","2015-12-21",50
"430","2015-12-22",50
"431","2015-12-23",48
"432","2015-12-24",50.5
"433","2015-12-28",49
"434","2015-12-29",49
"435","2015-12-30",50
"436","2015-12-31",50
"437","2016-01-04",50
"438","2016-01-05",50.5
"439","2016-01-06",47.5
"440","2016-01-07",50
"441","2016-01-08",50
"442","2016-01-11",50
"443","2016-01-12",46
"444","2016-01-13",45.5
"445","2016-01-14",45.599998
"446","2016-01-15",45.599998
"447","2016-01-19",50
"448","2016-01-20",50
"449","2016-01-21",50
"450","2016-01-22",48
"451","2016-01-25",48
"452","2016-01-26",46
"453","2016-01-27",46
"454","2016-01-28",52
"455","2016-01-29",50
"456","2016-02-01",45.5
"457","2016-02-02",45
"458","2016-02-03",45
"459","2016-02-04",47
"460","2016-02-05",47
"461","2016-02-08",45
"462","2016-02-09",45
"463","2016-02-10",45
"464","2016-02-11",45
"465","2016-02-12",45
"466","2016-02-16",45
"467","2016-02-17",42.540001
"468","2016-02-18",40.77
"469","2016-02-19",40
"470","2016-02-22",40
"471","2016-02-23",40
"472","2016-02-24",40
"473","2016-02-25",40
"474","2016-02-26",40
"475","2016-02-29",39.900002
"476","2016-03-01",39.900002
"477","2016-03-02",44.5
"478","2016-03-03",44.5
"479","2016-03-04",40
"480","2016-03-07",39.200001
"481","2016-03-08",41.77
"482","2016-03-09",41.77
"483","2016-03-10",41.77
"484","2016-03-11",41.77
"485","2016-03-14",43
"486","2016-03-15",43
"487","2016-03-16",43
"488","2016-03-17",43
"489","2016-03-18",43
"490","2016-03-21",43
"491","2016-03-22",43
"492","2016-03-23",43
"493","2016-03-24",40
"494","2016-03-28",40
"495","2016-03-29",40
"496","2016-03-30",40
"497","2016-03-31",40
"498","2016-04-01",40
"499","2016-04-04",40
"500","2016-04-05",40.5
"501","2016-04-06",40.5
"502","2016-04-07",40.5
"503","2016-04-08",40.5
"504","2016-04-11",40.5
"505","2016-04-12",40.5
"506","2016-04-13",40.5
"507","2016-04-14",40.5
"508","2016-04-15",40.5
"509","2016-04-18",40.5
"510","2016-04-19",40.5
"511","2016-04-20",40.5
"512","2016-04-21",40.5
"513","2016-04-22",40.5
"514","2016-04-25",40.5
"515","2016-04-26",40.5
"516","2016-04-27",40.5
"517","2016-04-28",40.5
"518","2016-04-29",40.5
"519","2016-05-02",40.5
"520","2016-05-03",40.5
"521","2016-05-04",40.5
"522","2016-05-05",35
"523","2016-05-06",35
"524","2016-05-09",35
"525","2016-05-10",35
"526","2016-05-11",35
"527","2016-05-12",35
"528","2016-05-13",38
"529","2016-05-16",38
"530","2016-05-17",40
"531","2016-05-18",40
"532","2016-05-19",40
"533","2016-05-20",40
"534","2016-05-23",40
"535","2016-05-24",40
"536","2016-05-25",40
"537","2016-05-26",40
"538","2016-05-27",40
"539","2016-05-31",40
"540","2016-06-01",40
"541","2016-06-02",40
"542","2016-06-03",40
"543","2016-06-06",40
"544","2016-06-07",40
"545","2016-06-08",40
"546","2016-06-09",36
"547","2016-06-10",36
"548","2016-06-13",36
"549","2016-06-14",36
"550","2016-06-15",36
"551","2016-06-16",36
"552","2016-06-17",36
"553","2016-06-20",36
"554","2016-06-21",36
"555","2016-06-22",36
"556","2016-06-23",36
"557","2016-06-24",36
"558","2016-06-27",36
"559","2016-06-28",36
"560","2016-06-29",36
"561","2016-06-30",41
"562","2016-07-01",41
"563","2016-07-05",42.5
"564","2016-07-06",42.310001
"565","2016-07-07",40
"566","2016-07-08",40
"567","2016-07-11",37
"568","2016-07-12",37
"569","2016-07-13",39.75
"570","2016-07-14",39
"571","2016-07-15",39.5
"572","2016-07-18",35.25
"573","2016-07-19",35
"574","2016-07-20",34.5
"575","2016-07-21",34.5
"576","2016-07-22",33.5
"577","2016-07-25",33.75
"578","2016-07-26",33.75
"579","2016-07-27",33.23
"580","2016-07-28",32.5
"581","2016-07-29",33.25
"582","2016-08-01",32.790001
"583","2016-08-02",32.790001
"584","2016-08-03",32.790001
"585","2016-08-04",32
"586","2016-08-05",32.5
"587","2016-08-08",31
"588","2016-08-09",30.77
"589","2016-08-10",30.23
"590","2016-08-11",30
"591","2016-08-12",30.27
"592","2016-08-15",29.885
"593","2016-08-16",29.885
"594","2016-08-17",29.615
"595","2016-08-18",29.615
"596","2016-08-19",29
"597","2016-08-22",30.77
"598","2016-08-23",29.75
"599","2016-08-24",29.5
"600","2016-08-25",30.174999
"601","2016-08-26",30.5
"602","2016-08-29",31
"603","2016-08-30",30.23
"604","2016-08-31",29.75
"605","2016-09-01",28.25
"606","2016-09-02",28.25
"607","2016-09-06",26.5
"608","2016-09-07",25.049999
"609","2016-09-08",25.25
"610","2016-09-09",25.059999
"611","2016-09-12",27.75
"612","2016-09-13",28.25
"613","2016-09-14",28.15
"614","2016-09-15",28.15
"615","2016-09-16",27
"616","2016-09-19",27
"617","2016-09-20",27
"618","2016-09-21",28
"619","2016-09-22",28.450001
"620","2016-09-23",28.5
"621","2016-09-26",27
"622","2016-09-27",26.950001
"623","2016-09-28",26.5
"624","2016-09-29",26.5
"625","2016-09-30",26.5
"626","2016-10-03",27.5
"627","2016-10-04",27
"628","2016-10-05",27
"629","2016-10-06",27
"630","2016-10-07",27
"631","2016-10-10",27
"632","2016-10-11",27
"633","2016-10-12",27.5
"634","2016-10-13",27.5
"635","2016-10-14",27.5
"636","2016-10-17",27.5
"637","2016-10-18",27.5
"638","2016-10-19",27.5
"639","2016-10-20",27.5
"640","2016-10-21",26.5
"641","2016-10-24",26.5
"642","2016-10-25",26.73
"643","2016-10-26",26.5
"644","2016-10-27",26.5
"645","2016-10-28",26.5
"646","2016-10-31",26
"647","2016-11-01",26
"648","2016-11-02",26.5
"649","2016-11-03",26.200001
"650","2016-11-04",26.200001
"651","2016-11-07",25
"652","2016-11-08",25
"653","2016-11-09",25
"654","2016-11-10",25
"655","2016-11-11",20.450001
"656","2016-11-14",20.450001
"657","2016-11-15",18.950001
"658","2016-11-16",19
"659","2016-11-17",19.4
"660","2016-11-18",19
"661","2016-11-21",18.950001
"662","2016-11-22",17.35
"663","2016-11-23",17.35
"664","2016-11-25",16.25
"665","2016-11-28",16.049999
"666","2016-11-29",14.875
"667","2016-11-30",14.8
"668","2016-12-01",13.005
"669","2016-12-02",14.3
"670","2016-12-05",16.4
"671","2016-12-06",17.25
"672","2016-12-07",17.6
"673","2016-12-08",16.5
"674","2016-12-09",16.434999
"675","2016-12-12",16.6
"676","2016-12-13",16.299999
"677","2016-12-14",16.4
"678","2016-12-15",15.8
"679","2016-12-16",15.5
"680","2016-12-19",16.545
"681","2016-12-20",16.445
"682","2016-12-21",16.450001
"683","2016-12-22",16.6
"684","2016-12-23",16.450001
"685","2016-12-27",16.450001
"686","2016-12-28",15.95
"687","2016-12-29",15.4
"688","2016-12-30",15.9
"689","2017-01-03",16
"690","2017-01-04",16.200001
"691","2017-01-05",16.25
"692","2017-01-06",16.15
"693","2017-01-09",16
"694","2017-01-10",16
"695","2017-01-11",15.95
"696","2017-01-12",16.1
"697","2017-01-13",16.195
"698","2017-01-17",16
"699","2017-01-18",16.1
"700","2017-01-19",15.6
"701","2017-01-20",15.65
"702","2017-01-23",15.65
"703","2017-01-24",16.15
"704","2017-01-25",15.55
"705","2017-01-26",15.15
"706","2017-01-27",15.25
"707","2017-01-30",16
"708","2017-01-31",15.85
"709","2017-02-01",15.85
"710","2017-02-02",15.95
"711","2017-02-03",15.95
"712","2017-02-06",16.049999
"713","2017-02-07",16.1
"714","2017-02-08",15.95
"715","2017-02-09",16.25
"716","2017-02-10",16.105
"717","2017-02-13",15.6
"718","2017-02-14",15.3
"719","2017-02-15",15.5
"720","2017-02-16",15.5
"721","2017-02-17",15.6
"722","2017-02-21",15.5
"723","2017-02-22",15.3
"724","2017-02-23",15.15
"725","2017-02-24",15.2
"726","2017-02-27",15.25
"727","2017-02-28",15.2
"728","2017-03-01",14.8
"729","2017-03-02",15.5
"730","2017-03-03",15.85
"731","2017-03-06",15.65
"732","2017-03-07",15.3
"733","2017-03-08",15.3
"734","2017-03-09",15.305
"735","2017-03-10",14.95
"736","2017-03-13",15.2
"737","2017-03-14",15.175
"738","2017-03-15",15.05
"739","2017-03-16",15.045
"740","2017-03-17",15.2
"741","2017-03-20",15.6
"742","2017-03-21",15.5
"743","2017-03-22",15
"744","2017-03-23",15.4
"745","2017-03-24",15.25
"746","2017-03-27",15.2
"747","2017-03-28",15
"748","2017-03-29",14.25
"749","2017-03-30",14.85
"750","2017-03-31",14.5
"751","2017-04-03",14.5
"752","2017-04-04",14.745
"753","2017-04-05",14.25
"754","2017-04-06",13.2
"755","2017-04-07",13.55
"756","2017-04-10",13.55
"757","2017-04-11",14.15
"758","2017-04-12",13.425
"759","2017-04-13",13.35
"760","2017-04-17",13.75
"761","2017-04-18",13.25
"762","2017-04-19",13.25
"763","2017-04-20",12.35
"764","2017-04-21",11.45
"765","2017-04-24",11.35
"766","2017-04-25",11.25
"767","2017-04-26",11.25
"768","2017-04-27",11.05
"769","2017-04-28",12.2
"770","2017-05-01",12.75
"771","2017-05-02",13.12
"772","2017-05-03",13.35
"773","2017-05-04",13.5
"774","2017-05-05",14.245
"775","2017-05-08",14.95
"776","2017-05-09",15.4
"777","2017-05-10",15.3
"778","2017-05-11",15.185
"779","2017-05-12",15.2
"780","2017-05-15",15.4
"781","2017-05-16",15.45
"782","2017-05-17",15.5
"783","2017-05-18",15.35
"784","2017-05-19",16
"785","2017-05-22",16.145
"786","2017-05-23",16.450001
"787","2017-05-24",16.450001
"788","2017-05-25",16.549999
"789","2017-05-26",17.450001
"790","2017-05-30",17.385
"791","2017-05-31",17.4
"792","2017-06-01",18.200001
"793","2017-06-02",17.75
"794","2017-06-05",17.299999
"795","2017-06-06",17.9
"796","2017-06-07",16.9
"797","2017-06-08",16.514999
"798","2017-06-09",16.65
"799","2017-06-12",16.5
"800","2017-06-13",16.5
"801","2017-06-14",16
"802","2017-06-15",18.049999
"803","2017-06-16",16.5
"804","2017-06-19",16
"805","2017-06-20",16
"806","2017-06-21",16.700001
"807","2017-06-22",16
"808","2017-06-23",15.75
"809","2017-06-26",16
"810","2017-06-27",16
"811","2017-06-28",16.049999
"812","2017-06-29",15.945
"813","2017-06-30",15.95
"814","2017-07-03",15.8
"815","2017-07-05",15.95
"816","2017-07-06",15.9
"817","2017-07-07",15.8
"818","2017-07-10",15.2
"819","2017-07-11",15.5
"820","2017-07-12",15.5
"821","2017-07-13",15.5
"822","2017-07-14",15.5
"823","2017-07-17",15.9
"824","2017-07-18",15.485
"825","2017-07-19",15.74
"826","2017-07-20",15.5
"827","2017-07-21",15.55
"828","2017-07-24",15.75
"829","2017-07-25",15.745
"830","2017-07-26",15.75
"831","2017-07-27",16.094999
"832","2017-07-28",15.9
"833","2017-07-31",16.15
"834","2017-08-01",16.4
"835","2017-08-02",16.254999
"836","2017-08-03",16.200001
"837","2017-08-04",16.25
"838","2017-08-07",16.1
"839","2017-08-08",15.95
"840","2017-08-09",15.8
"841","2017-08-10",15.5
"842","2017-08-11",15.5
"843","2017-08-14",15.8
"844","2017-08-15",15.9
"845","2017-08-16",15
"846","2017-08-17",15
"847","2017-08-18",14.985
"848","2017-08-21",15.05
"849","2017-08-22",14.925
"850","2017-08-23",14.945
"851","2017-08-24",15
"852","2017-08-25",14.9
"853","2017-08-28",14.9
"854","2017-08-29",15
"855","2017-08-30",14.5
"856","2017-08-31",14.6
"857","2017-09-01",14.6
"858","2017-09-05",15
"859","2017-09-06",14.995
"860","2017-09-07",14.7
"861","2017-09-08",14.85
"862","2017-09-11",14.85
"863","2017-09-12",14.95
"864","2017-09-13",14.4
"865","2017-09-14",14.4
"866","2017-09-15",14.2
"867","2017-09-18",14.25
"868","2017-09-19",14.75
"869","2017-09-20",14.6
"870","2017-09-21",14.6
"871","2017-09-22",13.55
"872","2017-09-25",13.55
"873","2017-09-26",13.35
"874","2017-09-27",13.55
"875","2017-09-28",13.6
"876","2017-09-29",13.4
"877","2017-10-02",13.5
"878","2017-10-03",13.1
"879","2017-10-04",14.25
"880","2017-10-05",13.55
"881","2017-10-06",13.55
"882","2017-10-09",13.25
"883","2017-10-10",13.25
"884","2017-10-11",13
"885","2017-10-12",12.88
"886","2017-10-13",12.05
"887","2017-10-16",12.4
"888","2017-10-17",12.45
"889","2017-10-18",12.6
"890","2017-10-19",12.1
"891","2017-10-20",12.325
"892","2017-10-23",12.75
"893","2017-10-24",12.35
"894","2017-10-25",12.3
"895","2017-10-26",12.25
"896","2017-10-27",12
"897","2017-10-30",12.5
"898","2017-10-31",12.09
"899","2017-11-01",12.09
"900","2017-11-02",12.75
"901","2017-11-03",12.75
"902","2017-11-06",12.45
"903","2017-11-07",13
"904","2017-11-08",13.1
"905","2017-11-09",13.1
"906","2017-11-10",12.85
"907","2017-11-13",13.7
"908","2017-11-14",13.4
"909","2017-11-15",12.9
"910","2017-11-16",12.9
"911","2017-11-17",12
"912","2017-11-20",12
"913","2017-11-21",11.95
"914","2017-11-22",12
"915","2017-11-24",12.9
"916","2017-11-27",12.65
"917","2017-11-28",13.75
"918","2017-11-29",13.2
"919","2017-11-30",13.5
"920","2017-12-01",13.45
"921","2017-12-04",13.5
"922","2017-12-05",14
"923","2017-12-06",15.9
"924","2017-12-07",16.5
"925","2017-12-08",17.950001
"926","2017-12-11",18.75
"927","2017-12-12",19
"928","2017-12-13",19
"929","2017-12-14",19.15
"930","2017-12-15",19.1
"931","2017-12-18",19.094999
"932","2017-12-19",19.049999
"933","2017-12-20",18.65
"934","2017-12-21",18.5
"935","2017-12-22",18.5
"936","2017-12-26",19.5
"937","2017-12-27",19.35
"938","2017-12-28",19.25
"939","2017-12-29",19.25
"940","2018-01-02",18.299999
"941","2018-01-03",19
"942","2018-01-04",18.75
"943","2018-01-05",18.200001
"944","2018-01-08",17.6
"945","2018-01-09",16.6
"946","2018-01-10",16
"947","2018-01-11",17.549999
"948","2018-01-12",18.995001
"949","2018-01-16",18.4
"950","2018-01-17",18.5
"951","2018-01-18",17.85
"952","2018-01-19",19.049999
"953","2018-01-22",18.395
"954","2018-01-23",17.799999
"955","2018-01-24",17.85
"956","2018-01-25",17.9
"957","2018-01-26",17.9
"958","2018-01-29",17.25
"959","2018-01-30",17.65
"960","2018-01-31",17.5
"961","2018-02-01",17
"962","2018-02-02",16.85
"963","2018-02-05",17.4
"964","2018-02-06",17.799999
"965","2018-02-07",17.5
"966","2018-02-08",17.5
"967","2018-02-09",17.450001
"968","2018-02-12",17.85
"969","2018-02-13",17.75
"970","2018-02-14",17.5
"971","2018-02-15",17.85
"972","2018-02-16",18
"973","2018-02-20",17.75
"974","2018-02-21",17.450001
"975","2018-02-22",17.450001
"976","2018-02-23",17.450001
"977","2018-02-26",17.25
"978","2018-02-27",17.25
"979","2018-02-28",17.25
"980","2018-03-01",16.1
"981","2018-03-02",16.450001
"982","2018-03-05",16.5
"983","2018-03-06",16.9
"984","2018-03-07",16.950001
"985","2018-03-08",16.75
"986","2018-03-09",16.700001
"987","2018-03-12",16.6
"988","2018-03-13",16.299999
"989","2018-03-14",16.15
"990","2018-03-15",16
"991","2018-03-16",16
"992","2018-03-19",15.85
"993","2018-03-20",15.75
"994","2018-03-21",14.95
"995","2018-03-22",14.25
"996","2018-03-23",13.7
"997","2018-03-26",12.25
"998","2018-03-27",14.55
"999","2018-03-28",14.75
"1000","2018-03-29",15.25
"1001","2018-04-02",15.145
"1002","2018-04-03",15.02
"1003","2018-04-04",14.8
"1004","2018-04-05",14.85
"1005","2018-04-06",15.1
"1006","2018-04-09",14.65
"1007","2018-04-10",14.7
"1008","2018-04-11",14.715
"1009","2018-04-12",14.6
"1010","2018-04-13",14.65
"1011","2018-04-16",14.65
"1012","2018-04-17",14.6
"1013","2018-04-18",14.65
"1014","2018-04-19",15.095
"1015","2018-04-20",15.2
"1016","2018-04-23",13.9
"1017","2018-04-24",14.85
"1018","2018-04-25",13.9
"1019","2018-04-26",13.945
"1020","2018-04-27",14
"1021","2018-04-30",14.45
"1022","2018-05-01",14.45
"1023","2018-05-02",14.55
"1024","2018-05-03",14.6
"1025","2018-05-04",15.85
"1026","2018-05-07",14.45
"1027","2018-05-08",13.995
"1028","2018-05-09",13.6
"1029","2018-05-10",12.95
"1030","2018-05-11",13.4
"1031","2018-05-14",13.05
"1032","2018-05-15",12.4
"1033","2018-05-16",12.93
"1034","2018-05-17",12.705
"1035","2018-05-18",12.3
"1036","2018-05-21",11.55
"1037","2018-05-22",11.45
"1038","2018-05-23",11.15
"1039","2018-05-24",11.05
"1040","2018-05-25",11
"1041","2018-05-29",10.835
"1042","2018-05-30",10.85
"1043","2018-05-31",11.45
"1044","2018-06-01",10.77
"1045","2018-06-04",10.285
"1046","2018-06-05",10
"1047","2018-06-06",9.95
"1048","2018-06-07",9.8
"1049","2018-06-08",9.935
"1050","2018-06-11",9.995
"1051","2018-06-12",13.645
"1052","2018-06-13",10.535
"1053","2018-06-14",10.1
"1054","2018-06-15",10.2
