"","date","EQBK"
"1","2015-11-11",23.889999
"2","2015-11-12",24.15
"3","2015-11-13",23.99
"4","2015-11-16",24.209999
"5","2015-11-17",24.450001
"6","2015-11-18",24.17
"7","2015-11-19",24.110001
"8","2015-11-20",24.1
"9","2015-11-23",24.09
"10","2015-11-24",24.120001
"11","2015-11-25",24.18
"12","2015-11-27",24.09
"13","2015-11-30",24.190001
"14","2015-12-01",24.24
"15","2015-12-02",24.15
"16","2015-12-03",24
"17","2015-12-04",24
"18","2015-12-07",24
"19","2015-12-08",23.85
"20","2015-12-09",23.860001
"21","2015-12-10",23.51
"22","2015-12-11",23
"23","2015-12-14",23.049999
"24","2015-12-15",23.66
"25","2015-12-16",23.73
"26","2015-12-17",23.799999
"27","2015-12-18",23.75
"28","2015-12-21",23.629999
"29","2015-12-22",23.870001
"30","2015-12-23",24.360001
"31","2015-12-24",23.700001
"32","2015-12-28",23.360001
"33","2015-12-29",23.299999
"34","2015-12-30",23.299999
"35","2015-12-31",23.389999
"36","2016-01-04",23.23
"37","2016-01-05",23.52
"38","2016-01-06",23.93
"39","2016-01-07",23.9
"40","2016-01-08",23.84
"41","2016-01-11",23.940001
"42","2016-01-12",23.93
"43","2016-01-13",23.879999
"44","2016-01-14",23.469999
"45","2016-01-15",23.35
"46","2016-01-19",22.719999
"47","2016-01-20",22.959999
"48","2016-01-21",22.790001
"49","2016-01-22",22.99
"50","2016-01-25",22.09
"51","2016-01-26",21.860001
"52","2016-01-27",20.799999
"53","2016-01-28",21.209999
"54","2016-01-29",22
"55","2016-02-01",21.879999
"56","2016-02-02",21.75
"57","2016-02-03",21.9
"58","2016-02-04",22.1
"59","2016-02-05",22.02
"60","2016-02-08",22.110001
"61","2016-02-09",22.01
"62","2016-02-10",21.059999
"63","2016-02-11",20.879999
"64","2016-02-12",20.77
"65","2016-02-16",20.84
"66","2016-02-17",20.65
"67","2016-02-18",20.59
"68","2016-02-19",20.74
"69","2016-02-22",20.9
"70","2016-02-23",20.91
"71","2016-02-24",20.85
"72","2016-02-25",20.99
"73","2016-02-26",20.91
"74","2016-02-29",20.889999
"75","2016-03-01",20.92
"76","2016-03-02",20.889999
"77","2016-03-03",20.9
"78","2016-03-04",20.780001
"79","2016-03-07",21.01
"80","2016-03-08",20.959999
"81","2016-03-09",21.18
"82","2016-03-10",20.969999
"83","2016-03-11",21.4
"84","2016-03-14",21.469999
"85","2016-03-15",21.23
"86","2016-03-16",21.049999
"87","2016-03-17",20.83
"88","2016-03-18",21.32
"89","2016-03-21",21.1
"90","2016-03-22",21.190001
"91","2016-03-23",21.16
"92","2016-03-24",21.02
"93","2016-03-28",21.309999
"94","2016-03-29",20.74
"95","2016-03-30",20.99
"96","2016-03-31",21
"97","2016-04-01",21.02
"98","2016-04-04",21
"99","2016-04-05",21.01
"100","2016-04-06",21.01
"101","2016-04-07",20.67
"102","2016-04-08",21.049999
"103","2016-04-11",21.1
"104","2016-04-12",20.959999
"105","2016-04-13",20.92
"106","2016-04-14",20.82
"107","2016-04-15",20.969999
"108","2016-04-18",20.950001
"109","2016-04-19",20.84
"110","2016-04-20",20.98
"111","2016-04-21",20.9
"112","2016-04-22",21.049999
"113","2016-04-25",21.1
"114","2016-04-26",21.02
"115","2016-04-27",21.209999
"116","2016-04-28",21.01
"117","2016-04-29",20.969999
"118","2016-05-02",21
"119","2016-05-03",21.02
"120","2016-05-04",20.98
"121","2016-05-05",20.92
"122","2016-05-06",21.629999
"123","2016-05-09",21.379999
"124","2016-05-10",21.5
"125","2016-05-11",21.200001
"126","2016-05-12",21.5
"127","2016-05-13",21.049999
"128","2016-05-16",21.030001
"129","2016-05-17",21.370001
"130","2016-05-18",21.52
"131","2016-05-19",21.59
"132","2016-05-20",22
"133","2016-05-23",21.84
"134","2016-05-24",22.75
"135","2016-05-25",23.43
"136","2016-05-26",23.200001
"137","2016-05-27",23.66
"138","2016-05-31",23.75
"139","2016-06-01",23.450001
"140","2016-06-02",22.959999
"141","2016-06-03",23
"142","2016-06-06",23.84
"143","2016-06-07",23.18
"144","2016-06-08",23.24
"145","2016-06-09",23.73
"146","2016-06-10",23.6
"147","2016-06-13",23.610001
"148","2016-06-14",23.110001
"149","2016-06-15",23.25
"150","2016-06-16",23.110001
"151","2016-06-17",22.75
"152","2016-06-20",22.440001
"153","2016-06-21",22.49
"154","2016-06-22",22.379999
"155","2016-06-23",22.049999
"156","2016-06-24",21.67
"157","2016-06-27",20.809999
"158","2016-06-28",21.389999
"159","2016-06-29",21.9
"160","2016-06-30",22.139999
"161","2016-07-01",21.42
"162","2016-07-05",21.09
"163","2016-07-06",21.02
"164","2016-07-07",21.139999
"165","2016-07-08",21.559999
"166","2016-07-11",21.709999
"167","2016-07-12",21.82
"168","2016-07-13",21.58
"169","2016-07-14",21.879999
"170","2016-07-15",22.940001
"171","2016-07-18",23.120001
"172","2016-07-19",22.620001
"173","2016-07-20",22.700001
"174","2016-07-21",22.780001
"175","2016-07-22",22.620001
"176","2016-07-25",22.549999
"177","2016-07-26",22.85
"178","2016-07-27",22.75
"179","2016-07-28",22.74
"180","2016-07-29",22.59
"181","2016-08-01",22.66
"182","2016-08-02",23.1
"183","2016-08-03",23.74
"184","2016-08-04",23.9
"185","2016-08-05",23.9
"186","2016-08-08",23.709999
"187","2016-08-09",23.780001
"188","2016-08-10",23.43
"189","2016-08-11",23.540001
"190","2016-08-12",23.440001
"191","2016-08-15",23.469999
"192","2016-08-16",23.1
"193","2016-08-17",23.68
"194","2016-08-18",23.799999
"195","2016-08-19",23.83
"196","2016-08-22",23.84
"197","2016-08-23",23.82
"198","2016-08-24",23.950001
"199","2016-08-25",24.02
"200","2016-08-26",24.09
"201","2016-08-29",24.040001
"202","2016-08-30",24.35
"203","2016-08-31",24.190001
"204","2016-09-01",24.35
"205","2016-09-02",24.530001
"206","2016-09-06",25.700001
"207","2016-09-07",25.68
"208","2016-09-08",25.9
"209","2016-09-09",25.73
"210","2016-09-12",25.85
"211","2016-09-13",25.66
"212","2016-09-14",25.549999
"213","2016-09-15",25.780001
"214","2016-09-16",24.879999
"215","2016-09-19",23.98
"216","2016-09-20",25.02
"217","2016-09-21",25.57
"218","2016-09-22",25.92
"219","2016-09-23",25.620001
"220","2016-09-26",25.559999
"221","2016-09-27",25.370001
"222","2016-09-28",25.08
"223","2016-09-29",24.700001
"224","2016-09-30",25.940001
"225","2016-10-03",25.639999
"226","2016-10-04",25.549999
"227","2016-10-05",25.68
"228","2016-10-06",25.6
"229","2016-10-07",25.65
"230","2016-10-10",25.75
"231","2016-10-11",25.4
"232","2016-10-12",25.68
"233","2016-10-13",25.01
"234","2016-10-14",24.870001
"235","2016-10-17",25.700001
"236","2016-10-18",25.67
"237","2016-10-19",26.09
"238","2016-10-20",26.459999
"239","2016-10-21",26.92
"240","2016-10-24",27.709999
"241","2016-10-25",26.98
"242","2016-10-26",26.879999
"243","2016-10-27",26.280001
"244","2016-10-28",26.18
"245","2016-10-31",26.030001
"246","2016-11-01",26.01
"247","2016-11-02",26.02
"248","2016-11-03",26.07
"249","2016-11-04",26.02
"250","2016-11-07",26.59
"251","2016-11-08",26.370001
"252","2016-11-09",27.200001
"253","2016-11-10",27.620001
"254","2016-11-11",28.5
"255","2016-11-14",29.469999
"256","2016-11-15",29.879999
"257","2016-11-16",29.91
"258","2016-11-17",30.18
"259","2016-11-18",30.389999
"260","2016-11-21",30.48
"261","2016-11-22",31.49
"262","2016-11-23",31.43
"263","2016-11-25",31.17
"264","2016-11-28",31.200001
"265","2016-11-29",31.049999
"266","2016-11-30",31.32
"267","2016-12-01",31.9
"268","2016-12-02",32.66
"269","2016-12-05",33.23
"270","2016-12-06",35.23
"271","2016-12-07",35.450001
"272","2016-12-08",37.34
"273","2016-12-09",36.619999
"274","2016-12-12",36.82
"275","2016-12-13",35.75
"276","2016-12-14",35.299999
"277","2016-12-15",35.459999
"278","2016-12-16",35.040001
"279","2016-12-19",35.209999
"280","2016-12-20",35
"281","2016-12-21",33.779999
"282","2016-12-22",33.709999
"283","2016-12-23",33.98
"284","2016-12-27",32.869999
"285","2016-12-28",32.549999
"286","2016-12-29",33.720001
"287","2016-12-30",33.639999
"288","2017-01-03",32.650002
"289","2017-01-04",32.189999
"290","2017-01-05",32.259998
"291","2017-01-06",32.5
"292","2017-01-09",32.509998
"293","2017-01-10",32.73
"294","2017-01-11",32.549999
"295","2017-01-12",32.57
"296","2017-01-13",33.040001
"297","2017-01-17",32.75
"298","2017-01-18",33
"299","2017-01-19",32.900002
"300","2017-01-20",33
"301","2017-01-23",33.07
"302","2017-01-24",33.130001
"303","2017-01-25",34.099998
"304","2017-01-26",34.599998
"305","2017-01-27",34.700001
"306","2017-01-30",33.150002
"307","2017-01-31",32.66
"308","2017-02-01",32.959999
"309","2017-02-02",32.669998
"310","2017-02-03",33.880001
"311","2017-02-06",33.41
"312","2017-02-07",32.790001
"313","2017-02-08",32.48
"314","2017-02-09",32.82
"315","2017-02-10",34.240002
"316","2017-02-13",34.189999
"317","2017-02-14",33.849998
"318","2017-02-15",33.490002
"319","2017-02-16",33.490002
"320","2017-02-17",33.5
"321","2017-02-21",33.400002
"322","2017-02-22",33.68
"323","2017-02-23",33.389999
"324","2017-02-24",32.919998
"325","2017-02-27",32.950001
"326","2017-02-28",32.540001
"327","2017-03-01",32.990002
"328","2017-03-02",32.59
"329","2017-03-03",32.419998
"330","2017-03-06",32.220001
"331","2017-03-07",32.18
"332","2017-03-08",32.57
"333","2017-03-09",32.240002
"334","2017-03-10",31.790001
"335","2017-03-13",32.580002
"336","2017-03-14",31.99
"337","2017-03-15",32.240002
"338","2017-03-16",32.380001
"339","2017-03-17",33.060001
"340","2017-03-20",32.939999
"341","2017-03-21",31.200001
"342","2017-03-22",30.299999
"343","2017-03-23",30.57
"344","2017-03-24",30.6
"345","2017-03-27",30.58
"346","2017-03-28",31.16
"347","2017-03-29",30.6
"348","2017-03-30",31.629999
"349","2017-03-31",31.77
"350","2017-04-03",31.190001
"351","2017-04-04",31.76
"352","2017-04-05",31
"353","2017-04-06",31.08
"354","2017-04-07",31.1
"355","2017-04-10",30.530001
"356","2017-04-11",30.889999
"357","2017-04-12",30.5
"358","2017-04-13",29.6
"359","2017-04-17",30.360001
"360","2017-04-18",30.690001
"361","2017-04-19",31.09
"362","2017-04-20",31.5
"363","2017-04-21",31.49
"364","2017-04-24",31.950001
"365","2017-04-25",32.360001
"366","2017-04-26",32.470001
"367","2017-04-27",32.02
"368","2017-04-28",31.57
"369","2017-05-01",31.870001
"370","2017-05-02",31.9
"371","2017-05-03",31.790001
"372","2017-05-04",31.75
"373","2017-05-05",31.52
"374","2017-05-08",31.48
"375","2017-05-09",31.059999
"376","2017-05-10",30.959999
"377","2017-05-11",30.530001
"378","2017-05-12",30.389999
"379","2017-05-15",30.809999
"380","2017-05-16",30.540001
"381","2017-05-17",29.700001
"382","2017-05-18",29.76
"383","2017-05-19",29.59
"384","2017-05-22",29.92
"385","2017-05-23",30.42
"386","2017-05-24",30.09
"387","2017-05-25",31.219999
"388","2017-05-26",30.9
"389","2017-05-30",29.75
"390","2017-05-31",29.74
"391","2017-06-01",30.48
"392","2017-06-02",30.139999
"393","2017-06-05",30
"394","2017-06-06",30.200001
"395","2017-06-07",30.129999
"396","2017-06-08",30.690001
"397","2017-06-09",31.059999
"398","2017-06-12",31.450001
"399","2017-06-13",31.780001
"400","2017-06-14",31.91
"401","2017-06-15",31.98
"402","2017-06-16",31.67
"403","2017-06-19",31.9
"404","2017-06-20",31.91
"405","2017-06-21",30.459999
"406","2017-06-22",30.42
"407","2017-06-23",30.549999
"408","2017-06-26",29.879999
"409","2017-06-27",30.030001
"410","2017-06-28",31.17
"411","2017-06-29",30.870001
"412","2017-06-30",30.639999
"413","2017-07-03",31.91
"414","2017-07-05",31.040001
"415","2017-07-06",31.549999
"416","2017-07-07",31.73
"417","2017-07-10",31.6
"418","2017-07-11",31.610001
"419","2017-07-12",31.76
"420","2017-07-13",31.75
"421","2017-07-14",31.57
"422","2017-07-17",33.900002
"423","2017-07-18",34.43
"424","2017-07-19",34.43
"425","2017-07-20",34.740002
"426","2017-07-21",35.279999
"427","2017-07-24",35.540001
"428","2017-07-25",35.880001
"429","2017-07-26",35.16
"430","2017-07-27",34.529999
"431","2017-07-28",34.349998
"432","2017-07-31",34.57
