"","date","MNTX"
"223","2007-11-19",6.34
"224","2007-11-20",6.33
"225","2007-11-21",6.35
"226","2007-11-23",6.33
"227","2007-11-26",6.27
"228","2007-11-27",6.39
"229","2007-11-28",6.34
"230","2007-11-29",6.35
"231","2007-11-30",6.35
"232","2007-12-03",6.32
"233","2007-12-04",6.23
"234","2007-12-05",6.16
"235","2007-12-06",6.06
"236","2007-12-07",6.1
"237","2007-12-10",5.9
"238","2007-12-11",5.88
"239","2007-12-12",6.07
"240","2007-12-13",6.2
"241","2007-12-14",6.05
"242","2007-12-17",5.95
"243","2007-12-18",6.05
"244","2007-12-19",6.1
"245","2007-12-20",6.14
"246","2007-12-21",6.05
"247","2007-12-24",6.13
"248","2007-12-26",6.08
"249","2007-12-27",6.05
"250","2007-12-28",6.1
"251","2007-12-31",6.07
"252","2008-01-02",6.05
"253","2008-01-03",6
"254","2008-01-04",5.99
"255","2008-01-07",5.99
"256","2008-01-08",6
"257","2008-01-09",5.9
"258","2008-01-10",5.9
"259","2008-01-11",5.8
"260","2008-01-14",6
"261","2008-01-15",5.9
"262","2008-01-16",5.92
"263","2008-01-17",5.5
"264","2008-01-18",5.7
"265","2008-01-22",5.45
"266","2008-01-23",5.43
"267","2008-01-24",5.45
"268","2008-01-25",5.5
"269","2008-01-28",5.55
"270","2008-01-29",5.48
"271","2008-01-30",5.45
"272","2008-01-31",5.63
"273","2008-02-01",5.45
"274","2008-02-04",5.38
"275","2008-02-05",5.38
"276","2008-02-06",5.42
"277","2008-02-07",5.5
"278","2008-02-08",5.45
"279","2008-02-11",5.53
"280","2008-02-12",5.51
"281","2008-02-13",5.6
"282","2008-02-14",5.55
"283","2008-02-15",5.5
"284","2008-02-19",5.35
"285","2008-02-20",5.25
"286","2008-02-21",5.3
"287","2008-02-22",5.25
"288","2008-02-25",5.35
"289","2008-02-26",5.4
"290","2008-02-27",5.35
"291","2008-02-28",5.49
"292","2008-02-29",5.49
"293","2008-03-03",5.3
"294","2008-03-04",5.05
"295","2008-03-05",5.05
"296","2008-03-06",4.95
"297","2008-03-07",5
"298","2008-03-10",4.99
"299","2008-03-11",4.82
"300","2008-03-12",4.6
"301","2008-03-13",4.64
"302","2008-03-14",4.55
"303","2008-03-17",4.39
"304","2008-03-18",4.3
"305","2008-03-19",4.2
"306","2008-03-20",4.3
"307","2008-03-24",4.2
"308","2008-03-25",4.25
"309","2008-03-26",4.4
"310","2008-03-27",4.4
"311","2008-03-28",4.66
"312","2008-03-31",4.65
"313","2008-04-01",4.49
"314","2008-04-02",4.6
"315","2008-04-03",4.65
"316","2008-04-04",4.6
"317","2008-04-07",4.73
"318","2008-04-08",4.7
"319","2008-04-09",4.65
"320","2008-04-10",4.65
"321","2008-04-11",4.65
"322","2008-04-14",4.6
"323","2008-04-15",4.55
"324","2008-04-16",4.45
"325","2008-04-17",4.45
"326","2008-04-18",4.2
"327","2008-04-21",4.25
"328","2008-04-22",4.13
"329","2008-04-23",4.24
"330","2008-04-24",4.2
"331","2008-04-25",4.16
"332","2008-04-28",4.27
"333","2008-04-29",4.41
"334","2008-04-30",4.45
"335","2008-05-01",4.39
"336","2008-05-02",4.6
"337","2008-05-05",4.65
"338","2008-05-06",4.82
"339","2008-05-07",4.75
"340","2008-05-08",4.7
"341","2008-05-09",4.62
"342","2008-05-12",4.7
"343","2008-05-13",5.27
"344","2008-05-14",4.95
"345","2008-05-15",4.7
"346","2008-05-16",4.68
"347","2008-05-19",4.66
"348","2008-05-20",4.66
"349","2008-05-21",4.65
"350","2008-05-22",5.4
"351","2008-05-23",5.3
"352","2008-05-27",5.3
"353","2008-05-28",5.24
"354","2008-05-29",5.2
"355","2008-05-30",5.41
"356","2008-06-02",5.54
"357","2008-06-03",5.75
"358","2008-06-04",5.6
"359","2008-06-05",5.8
"360","2008-06-06",5.76
"361","2008-06-09",5.8
"362","2008-06-10",5.75
"363","2008-06-11",5.6
"364","2008-06-12",5.4
"365","2008-06-13",5.16
"366","2008-06-16",4.99
"367","2008-06-17",4.99
"368","2008-06-18",4.94
"369","2008-06-19",5.21
"370","2008-06-20",5.14
"371","2008-06-23",4.87
"372","2008-06-24",5.14
"373","2008-06-25",5.25
"374","2008-06-26",5.18
"375","2008-06-27",5.12
"376","2008-06-30",5.12
"377","2008-07-01",4.98
"378","2008-07-02",4.67
"379","2008-07-03",4.75
"380","2008-07-07",4.65
"381","2008-07-08",4.6
"382","2008-07-09",4.41
"383","2008-07-10",4.46
"384","2008-07-11",4.36
"385","2008-07-14",4.19
"386","2008-07-15",4
"387","2008-07-16",4
"388","2008-07-17",3.99
"389","2008-07-18",3.99
"390","2008-07-21",3.95
"391","2008-07-22",4.15
"392","2008-07-23",4
"393","2008-07-24",3.96
"394","2008-07-25",3.96
"395","2008-07-28",4.12
"396","2008-07-29",4.4
"397","2008-07-30",4.34
"398","2008-07-31",4.6
"399","2008-08-01",4.57
"400","2008-08-04",4.42
"401","2008-08-05",4.25
"402","2008-08-06",4.25
"403","2008-08-07",4.39
"404","2008-08-08",4.3
"405","2008-08-11",4.41
"406","2008-08-12",4.15
"407","2008-08-13",4.11
"408","2008-08-14",4.09
"409","2008-08-15",4.07
"410","2008-08-18",4.07
"411","2008-08-19",4
"412","2008-08-20",4
"413","2008-08-21",4.1
"414","2008-08-22",4
"415","2008-08-25",4
"416","2008-08-26",4.08
"417","2008-08-27",4
"418","2008-08-28",4.1
"419","2008-08-29",4.1
"420","2008-09-02",4.1
"421","2008-09-03",3.83
"422","2008-09-04",3.88
"423","2008-09-05",3.88
"424","2008-09-08",3.75
"425","2008-09-09",4
"426","2008-09-10",4
"427","2008-09-11",4.25
"428","2008-09-12",4.25
"429","2008-09-15",3.99
"430","2008-09-16",3.82
"431","2008-09-17",3.94
"432","2008-09-18",4
"433","2008-09-19",3.57
"434","2008-09-22",3.6
"435","2008-09-23",3.52
"436","2008-09-24",3.48
"437","2008-09-25",3.5
"438","2008-09-26",3.48
"439","2008-09-29",3.45
"440","2008-09-30",3.4
"441","2008-10-01",3.35
"442","2008-10-02",3.31
"443","2008-10-03",3.04
"444","2008-10-06",3.25
"445","2008-10-07",3.29
"446","2008-10-08",3.29
"447","2008-10-09",3.09
"448","2008-10-10",2.75
"449","2008-10-13",2.72
"450","2008-10-14",2.7
"451","2008-10-15",2.69
"452","2008-10-16",2.07
"453","2008-10-17",2.06
"454","2008-10-20",2
"455","2008-10-21",1.65
"456","2008-10-22",1.5
"457","2008-10-23",1.25
"458","2008-10-24",1.29
"459","2008-10-27",1.05
"460","2008-10-28",1.25
"461","2008-10-29",1.44
"462","2008-10-30",1.56
"463","2008-10-31",1.75
"464","2008-11-03",1.83
"465","2008-11-04",1.84
"466","2008-11-05",1.84
"467","2008-11-06",1.84
"468","2008-11-07",1.78
"469","2008-11-10",1.79
"470","2008-11-11",1.8
"471","2008-11-12",1.79
"472","2008-11-13",1.33
"473","2008-11-14",1.24
"474","2008-11-17",1.31
"475","2008-11-18",1.26
"476","2008-11-19",1.18
"477","2008-11-20",1.13
"478","2008-11-21",1.09
"479","2008-11-24",0.95
"480","2008-11-25",1.05
"481","2008-11-26",1.06
"482","2008-11-28",1.24
"483","2008-12-01",1.08
"484","2008-12-02",1.04
"485","2008-12-03",0.95
"486","2008-12-04",0.89
"487","2008-12-05",0.9
"488","2008-12-08",0.92
"489","2008-12-09",0.97
"490","2008-12-10",0.98
"491","2008-12-11",0.98
"492","2008-12-12",0.97
"493","2008-12-15",1.01
"494","2008-12-16",0.95
"495","2008-12-17",1.02
"496","2008-12-18",0.9
"497","2008-12-19",0.83
"498","2008-12-22",1
"499","2008-12-23",0.91
"500","2008-12-24",0.93
"501","2008-12-26",0.98
"502","2008-12-29",0.91
"503","2008-12-30",0.92
"504","2008-12-31",1.02
"505","2009-01-02",1.01
"506","2009-01-05",1.03
"507","2009-01-06",1.43
"508","2009-01-07",1.5
"509","2009-01-08",1.48
"510","2009-01-09",1.5
"511","2009-01-12",1.5
"512","2009-01-13",1.37
"513","2009-01-14",1.15
"514","2009-01-15",1.15
"515","2009-01-16",1.22
"516","2009-01-20",1.22
"517","2009-01-21",1.2
"518","2009-01-22",1.18
"519","2009-01-23",1.19
"520","2009-01-26",1.14
"521","2009-01-27",1.15
"522","2009-01-28",1.02
"523","2009-01-29",1.01
"524","2009-01-30",1.06
"525","2009-02-02",1.09
"526","2009-02-03",1.13
"527","2009-02-04",1.05
"528","2009-02-05",1.13
"529","2009-02-06",1.13
"530","2009-02-09",1.13
"531","2009-02-10",1.05
"532","2009-02-11",1
"533","2009-02-12",1.05
"534","2009-02-13",1
"535","2009-02-17",1.08
"536","2009-02-18",1.06
"537","2009-02-19",1.09
"538","2009-02-20",1.05
"539","2009-02-23",0.99
"540","2009-02-24",0.93
"541","2009-02-25",0.76
"542","2009-02-26",0.89
"543","2009-02-27",0.8
"544","2009-03-02",0.7
"545","2009-03-03",0.4
"546","2009-03-04",0.49
"547","2009-03-05",0.45
"548","2009-03-06",0.46
"549","2009-03-09",0.52
"550","2009-03-10",0.51
"551","2009-03-11",0.47
"552","2009-03-12",0.52
"553","2009-03-13",0.49
"554","2009-03-16",0.45
"555","2009-03-17",0.44
"556","2009-03-18",0.58
"557","2009-03-19",0.5
"558","2009-03-20",0.56
"559","2009-03-23",0.5
"560","2009-03-24",0.6
"561","2009-03-25",0.58
"562","2009-03-26",0.59
"563","2009-03-27",0.6
"564","2009-03-30",0.92
"565","2009-03-31",0.94
"566","2009-04-01",0.81
"567","2009-04-02",0.82
"568","2009-04-03",0.92
"569","2009-04-06",0.83
"570","2009-04-07",0.79
"571","2009-04-08",0.76
"572","2009-04-09",0.81
"573","2009-04-13",0.91
"574","2009-04-14",0.8
"575","2009-04-15",0.8
"576","2009-04-16",0.81
"577","2009-04-17",0.87
"578","2009-04-20",0.83
"579","2009-04-21",0.78
"580","2009-04-22",0.79
"581","2009-04-23",0.78
"582","2009-04-24",0.75
"583","2009-04-27",0.73
"584","2009-04-28",0.85
"585","2009-04-29",0.79
"586","2009-04-30",0.82
"587","2009-05-01",0.82
"588","2009-05-04",0.83
"589","2009-05-05",0.85
"590","2009-05-06",0.95
"591","2009-05-07",0.9
"592","2009-05-08",0.89
"593","2009-05-11",0.82
"594","2009-05-12",0.84
"595","2009-05-13",0.81
"596","2009-05-14",0.85
"597","2009-05-15",0.76
"598","2009-05-18",0.8
"599","2009-05-19",0.83
"600","2009-05-20",0.83
"601","2009-05-21",0.84
"602","2009-05-22",0.78
"603","2009-05-26",0.76
"604","2009-05-27",0.87
"605","2009-05-28",0.88
"606","2009-05-29",0.86
"607","2009-06-01",0.88
"608","2009-06-02",0.89
"609","2009-06-03",0.85
"610","2009-06-04",0.84
"611","2009-06-05",0.83
"612","2009-06-08",0.83
"613","2009-06-09",0.8
"614","2009-06-10",0.79
"615","2009-06-11",0.85
"616","2009-06-12",0.96
"617","2009-06-15",0.89
"618","2009-06-16",0.85
"619","2009-06-17",0.88
"620","2009-06-18",0.81
"621","2009-06-19",0.89
"622","2009-06-22",0.84
"623","2009-06-23",0.81
"624","2009-06-24",0.85
"625","2009-06-25",0.9
"626","2009-06-26",0.9
"627","2009-06-29",0.85
"628","2009-06-30",0.86
"629","2009-07-01",0.88
"630","2009-07-02",0.81
"631","2009-07-06",0.81
"632","2009-07-07",0.78
"633","2009-07-08",0.85
"634","2009-07-09",0.85
"635","2009-07-10",0.74
"636","2009-07-13",0.8
"637","2009-07-14",0.8
"638","2009-07-15",0.8
"639","2009-07-16",0.8
"640","2009-07-17",0.83
"641","2009-07-20",0.85
"642","2009-07-21",0.87
"643","2009-07-22",0.85
"644","2009-07-23",0.89
"645","2009-07-24",1.27
"646","2009-07-27",1.49
"647","2009-07-28",1.5
"648","2009-07-29",1.33
"649","2009-07-30",1.3
"650","2009-07-31",1.45
"651","2009-08-03",1.48
"652","2009-08-04",1.54
"653","2009-08-05",1.46
"654","2009-08-06",1.54
"655","2009-08-07",1.75
"656","2009-08-10",1.74
"657","2009-08-11",1.81
"658","2009-08-12",1.85
"659","2009-08-13",1.82
"660","2009-08-14",1.64
"661","2009-08-17",1.6
"662","2009-08-18",1.64
"663","2009-08-19",1.75
"664","2009-08-20",1.88
"665","2009-08-21",2
"666","2009-08-24",1.92
"667","2009-08-25",2
"668","2009-08-26",1.95
"669","2009-08-27",1.86
"670","2009-08-28",1.89
"671","2009-08-31",1.9
"672","2009-09-01",1.85
"673","2009-09-02",1.88
"674","2009-09-03",1.8
"675","2009-09-04",1.8
"676","2009-09-08",1.82
"677","2009-09-09",1.78
"678","2009-09-10",1.73
"679","2009-09-11",1.81
"680","2009-09-14",1.78
"681","2009-09-15",1.87
"682","2009-09-16",1.99
"683","2009-09-17",2.09
"684","2009-09-18",2.06
"685","2009-09-21",2.2
"686","2009-09-22",2.14
"687","2009-09-23",2.07
"688","2009-09-24",2
"689","2009-09-25",2.01
"690","2009-09-28",2.12
"691","2009-09-29",2.34
"692","2009-09-30",2.35
"693","2009-10-01",2.27
"694","2009-10-02",2.29
"695","2009-10-05",2.64
"696","2009-10-06",2.77
"697","2009-10-07",2.65
"698","2009-10-08",2.79
"699","2009-10-09",2.83
"700","2009-10-12",2.88
"701","2009-10-13",2.83
"702","2009-10-14",2.85
"703","2009-10-15",2.85
"704","2009-10-16",2.75
"705","2009-10-19",2.45
"706","2009-10-20",2.52
"707","2009-10-21",2.41
"708","2009-10-22",2.39
"709","2009-10-23",2.3
"710","2009-10-26",2.18
"711","2009-10-27",2.19
"712","2009-10-28",2
"713","2009-10-29",2.06
"714","2009-10-30",2.02
"715","2009-11-02",2.08
"716","2009-11-03",2.03
"717","2009-11-04",1.88
"718","2009-11-05",1.95
"719","2009-11-06",1.96
"720","2009-11-09",2.02
"721","2009-11-10",1.94
"722","2009-11-11",1.9
"723","2009-11-12",1.88
"724","2009-11-13",1.7
"725","2009-11-16",1.8
"726","2009-11-17",1.8
"727","2009-11-18",1.78
"728","2009-11-19",1.75
"729","2009-11-20",1.78
"730","2009-11-23",1.86
"731","2009-11-24",1.85
"732","2009-11-25",1.9
"733","2009-11-27",1.92
"734","2009-11-30",1.92
"735","2009-12-01",1.89
"736","2009-12-02",1.86
"737","2009-12-03",1.95
"738","2009-12-04",1.85
"739","2009-12-07",1.9
"740","2009-12-08",1.91
"741","2009-12-09",1.95
"742","2009-12-10",1.95
"743","2009-12-11",1.98
"744","2009-12-14",1.96
"745","2009-12-15",1.9
"746","2009-12-16",1.95
"747","2009-12-17",1.92
"748","2009-12-18",1.86
"749","2009-12-21",1.9
"750","2009-12-22",1.9
"751","2009-12-23",1.81
"752","2009-12-24",1.84
"753","2009-12-28",1.95
"754","2009-12-29",1.97
"755","2009-12-30",1.94
"756","2009-12-31",1.92
"757","2010-01-04",2.05
"758","2010-01-05",2.19
"759","2010-01-06",2.19
"760","2010-01-07",2.12
"761","2010-01-08",2.22
"762","2010-01-11",2.22
"763","2010-01-12",2.2
"764","2010-01-13",2.3
"765","2010-01-14",2.29
"766","2010-01-15",2.3
"767","2010-01-19",2.31
"768","2010-01-20",2.34
"769","2010-01-21",2.33
"770","2010-01-22",2.32
"771","2010-01-25",2.4
"772","2010-01-26",2.3
"773","2010-01-27",2.29
"774","2010-01-28",2.3
"775","2010-01-29",2.28
"776","2010-02-01",2.25
"777","2010-02-02",2.23
"778","2010-02-03",2.26
"779","2010-02-04",2.22
"780","2010-02-05",2.23
"781","2010-02-08",2.28
"782","2010-02-09",2.28
"783","2010-02-10",2.25
"784","2010-02-11",2.29
"785","2010-02-12",2.28
"786","2010-02-16",2.23
"787","2010-02-17",2.22
"788","2010-02-18",2.34
"789","2010-02-19",2.39
"790","2010-02-22",2.45
"791","2010-02-23",2.49
"792","2010-02-24",2.54
"793","2010-02-25",2.56
"794","2010-02-26",2.32
"795","2010-03-01",2.22
"796","2010-03-02",2.38
"797","2010-03-03",2.3
"798","2010-03-04",2.43
"799","2010-03-05",2.3
"800","2010-03-08",2.34
"801","2010-03-09",2.4
"802","2010-03-10",2.52
"803","2010-03-11",2.3
"804","2010-03-12",2.4
"805","2010-03-15",2.56
"806","2010-03-16",2.49
"807","2010-03-17",2.52
"808","2010-03-18",2.59
"809","2010-03-19",2.64
"810","2010-03-22",2.68
"811","2010-03-23",2.75
"812","2010-03-24",2.65
"813","2010-03-25",2.92
"814","2010-03-26",2.53
"815","2010-03-29",2.46
"816","2010-03-30",2.49
"817","2010-03-31",2.4
"818","2010-04-01",2.37
"819","2010-04-05",2.36
"820","2010-04-06",2.45
"821","2010-04-07",2.44
"822","2010-04-08",2.37
"823","2010-04-09",2.43
"824","2010-04-12",2.46
"825","2010-04-13",2.4
"826","2010-04-14",2.4
"827","2010-04-15",2.48
"828","2010-04-16",2.42
"829","2010-04-19",2.41
"830","2010-04-20",2.43
"831","2010-04-21",2.45
"832","2010-04-22",2.44
"833","2010-04-23",2.5
"834","2010-04-26",2.52
"835","2010-04-27",2.61
"836","2010-04-28",2.67
"837","2010-04-29",2.64
"838","2010-04-30",2.69
"839","2010-05-03",2.66
"840","2010-05-04",2.6
"841","2010-05-05",2.6
"842","2010-05-06",2.51
"843","2010-05-07",2.42
"844","2010-05-10",2.55
"845","2010-05-11",2.53
"846","2010-05-12",2.65
"847","2010-05-13",2.48
"848","2010-05-14",2.33
"849","2010-05-17",2.3
"850","2010-05-18",2.25
"851","2010-05-19",2.19
"852","2010-05-20",2.12
"853","2010-05-21",2.17
"854","2010-05-24",2.11
"855","2010-05-25",2.05
"856","2010-05-26",2.11
"857","2010-05-27",2.16
"858","2010-05-28",2.22
"859","2010-06-01",2.2
"860","2010-06-02",2.2
"861","2010-06-03",2.16
"862","2010-06-04",2.1
"863","2010-06-07",1.99
"864","2010-06-08",1.91
"865","2010-06-09",1.9
"866","2010-06-10",2.07
"867","2010-06-11",2.17
"868","2010-06-14",2.05
"869","2010-06-15",2.02
"870","2010-06-16",2.07
"871","2010-06-17",2.13
"872","2010-06-18",2.03
"873","2010-06-21",1.95
"874","2010-06-22",2.01
"875","2010-06-23",2.01
"876","2010-06-24",1.96
"877","2010-06-25",2.03
"878","2010-06-28",2.05
"879","2010-06-29",1.9
"880","2010-06-30",1.8
"881","2010-07-01",1.82
"882","2010-07-02",2
"883","2010-07-06",2.05
"884","2010-07-07",1.95
"885","2010-07-08",1.93
"886","2010-07-09",1.98
"887","2010-07-12",1.88
"888","2010-07-13",2.01
"889","2010-07-14",2.06
"890","2010-07-15",2
"891","2010-07-16",1.91
"892","2010-07-19",1.95
"893","2010-07-20",1.97
"894","2010-07-21",1.99
"895","2010-07-22",2.02
"896","2010-07-23",2.04
"897","2010-07-26",2
"898","2010-07-27",2.05
"899","2010-07-28",2.05
"900","2010-07-29",2.1
"901","2010-07-30",2.09
"902","2010-08-02",2.17
"903","2010-08-03",2.21
"904","2010-08-04",2.26
"905","2010-08-05",2.26
"906","2010-08-06",2.21
"907","2010-08-09",2.3
"908","2010-08-10",2.25
"909","2010-08-11",2.18
"910","2010-08-12",2.46
"911","2010-08-13",2.48
"912","2010-08-16",2.44
"913","2010-08-17",2.45
"914","2010-08-18",2.44
"915","2010-08-19",2.38
"916","2010-08-20",2.41
"917","2010-08-23",2.2
"918","2010-08-24",2.1
"919","2010-08-25",2.2
"920","2010-08-26",2.2
"921","2010-08-27",2.3
"922","2010-08-30",2.24
"923","2010-08-31",2.23
"924","2010-09-01",2.34
"925","2010-09-02",2.32
"926","2010-09-03",2.35
"927","2010-09-07",2.36
"928","2010-09-08",2.36
"929","2010-09-09",2.36
"930","2010-09-10",2.48
"931","2010-09-13",2.46
"932","2010-09-14",2.46
"933","2010-09-15",2.5
"934","2010-09-16",2.41
"935","2010-09-17",2.49
"936","2010-09-20",2.47
"937","2010-09-21",2.49
"938","2010-09-22",2.47
"939","2010-09-23",2.44
"940","2010-09-24",2.43
"941","2010-09-27",2.41
"942","2010-09-28",2.4
"943","2010-09-29",2.43
"944","2010-09-30",2.39
"945","2010-10-01",2.48
"946","2010-10-04",2.37
"947","2010-10-05",2.37
"948","2010-10-06",2.46
"949","2010-10-07",2.62
"950","2010-10-08",2.61
"951","2010-10-11",2.61
"952","2010-10-12",2.55
"953","2010-10-13",2.59
"954","2010-10-14",2.55
"955","2010-10-15",2.49
"956","2010-10-18",2.55
"957","2010-10-19",2.57
"958","2010-10-20",2.57
"959","2010-10-21",2.55
"960","2010-10-22",2.52
"961","2010-10-25",2.56
"962","2010-10-26",2.59
"963","2010-10-27",2.59
"964","2010-10-28",2.6
"965","2010-10-29",2.6
"966","2010-11-01",2.74
"967","2010-11-02",2.8
"968","2010-11-03",2.89
"969","2010-11-04",2.99
"970","2010-11-05",2.96
"971","2010-11-08",2.97
"972","2010-11-09",2.92
"973","2010-11-10",2.95
"974","2010-11-11",2.93
"975","2010-11-12",2.75
"976","2010-11-15",2.86
"977","2010-11-16",2.71
"978","2010-11-17",2.93
"979","2010-11-18",3.04
"980","2010-11-19",3.1
"981","2010-11-22",3.6
"982","2010-11-23",3.57
"983","2010-11-24",3.63
"984","2010-11-26",3.55
"985","2010-11-29",3.58
"986","2010-11-30",3.57
"987","2010-12-01",3.45
"988","2010-12-02",3.4
"989","2010-12-03",3.24
"990","2010-12-06",3.48
"991","2010-12-07",3.5
"992","2010-12-08",3.46
"993","2010-12-09",3.43
"994","2010-12-10",3.42
"995","2010-12-13",3.43
"996","2010-12-14",3.47
"997","2010-12-15",3.5
"998","2010-12-16",3.56
"999","2010-12-17",3.61
"1000","2010-12-20",3.65
"1001","2010-12-21",3.74
"1002","2010-12-22",3.81
"1003","2010-12-23",3.85
