"","date","RNG"
"1","2013-09-27",18.200001
"2","2013-09-30",18.02
"3","2013-10-01",17.08
"4","2013-10-02",17
"5","2013-10-03",16.91
"6","2013-10-04",17.690001
"7","2013-10-07",18.299999
"8","2013-10-08",17.110001
"9","2013-10-09",16.51
"10","2013-10-10",16.9
"11","2013-10-11",16.98
"12","2013-10-14",17.459999
"13","2013-10-15",17.9
"14","2013-10-16",17.719999
"15","2013-10-17",17.59
"16","2013-10-18",18.540001
"17","2013-10-21",19
"18","2013-10-22",18.6
"19","2013-10-23",18.41
"20","2013-10-24",18.870001
"21","2013-10-25",18.549999
"22","2013-10-28",18.889999
"23","2013-10-29",18.639999
"24","2013-10-30",18.6
"25","2013-10-31",19.26
"26","2013-11-01",18.83
"27","2013-11-04",18.719999
"28","2013-11-05",19.1
"29","2013-11-06",18.709999
"30","2013-11-07",18.040001
"31","2013-11-08",17.51
"32","2013-11-11",17.52
"33","2013-11-12",17.290001
"34","2013-11-13",16.98
"35","2013-11-14",16.639999
"36","2013-11-15",16.469999
"37","2013-11-18",16.43
"38","2013-11-19",16.35
"39","2013-11-20",16.57
"40","2013-11-21",16.469999
"41","2013-11-22",16.459999
"42","2013-11-25",16.1
"43","2013-11-26",15.94
"44","2013-11-27",15.97
"45","2013-11-29",15.87
"46","2013-12-02",15.83
"47","2013-12-03",16.139999
"48","2013-12-04",15.86
"49","2013-12-05",16.85
"50","2013-12-06",17.040001
"51","2013-12-09",17.27
"52","2013-12-10",17.16
"53","2013-12-11",17.280001
"54","2013-12-12",17.290001
"55","2013-12-13",17.43
"56","2013-12-16",17.32
"57","2013-12-17",17.27
"58","2013-12-18",17.780001
"59","2013-12-19",17.780001
"60","2013-12-20",17.629999
"61","2013-12-23",18.25
"62","2013-12-24",18.18
"63","2013-12-26",18.030001
"64","2013-12-27",18.42
"65","2013-12-30",18.309999
"66","2013-12-31",18.370001
"67","2014-01-02",17.84
"68","2014-01-03",17.98
"69","2014-01-06",17.450001
"70","2014-01-07",18.120001
"71","2014-01-08",18.940001
"72","2014-01-09",18.799999
"73","2014-01-10",18.84
"74","2014-01-13",18.42
"75","2014-01-14",18.73
"76","2014-01-15",19.219999
"77","2014-01-16",19.030001
"78","2014-01-17",18.66
"79","2014-01-21",18.9
"80","2014-01-22",19.190001
"81","2014-01-23",19.030001
"82","2014-01-24",18.040001
"83","2014-01-27",17.92
"84","2014-01-28",18.379999
"85","2014-01-29",18.01
"86","2014-01-30",18.52
"87","2014-01-31",18.25
"88","2014-02-03",17.809999
"89","2014-02-04",17.790001
"90","2014-02-05",17.639999
"91","2014-02-06",18.120001
"92","2014-02-07",20.26
"93","2014-02-10",21.110001
"94","2014-02-11",20.879999
"95","2014-02-12",21.35
"96","2014-02-13",21.9
"97","2014-02-14",21.74
"98","2014-02-18",22.290001
"99","2014-02-19",21.879999
"100","2014-02-20",22.799999
"101","2014-02-21",22.559999
"102","2014-02-24",21.91
"103","2014-02-25",21.860001
"104","2014-02-26",22.120001
"105","2014-02-27",23.52
"106","2014-02-28",21.65
"107","2014-03-03",22.08
"108","2014-03-04",21.68
"109","2014-03-05",22.049999
"110","2014-03-06",21.85
"111","2014-03-07",21.530001
"112","2014-03-10",22.110001
"113","2014-03-11",21.290001
"114","2014-03-12",20.9
"115","2014-03-13",20.49
"116","2014-03-14",20.6
"117","2014-03-17",21.129999
"118","2014-03-18",21.790001
"119","2014-03-19",21.83
"120","2014-03-20",21.57
"121","2014-03-21",21.48
"122","2014-03-24",21.09
"123","2014-03-25",20.91
"124","2014-03-26",19.030001
"125","2014-03-27",17.91
"126","2014-03-28",17.91
"127","2014-03-31",18.1
"128","2014-04-01",18.41
"129","2014-04-02",18.41
"130","2014-04-03",18
"131","2014-04-04",17.530001
"132","2014-04-07",16.440001
"133","2014-04-08",16.879999
"134","2014-04-09",17.790001
"135","2014-04-10",16.219999
"136","2014-04-11",15.65
"137","2014-04-14",15.77
"138","2014-04-15",16.049999
"139","2014-04-16",16.52
"140","2014-04-17",16.360001
"141","2014-04-21",16.209999
"142","2014-04-22",16.67
"143","2014-04-23",16.219999
"144","2014-04-24",15.65
"145","2014-04-25",14.59
"146","2014-04-28",14.11
"147","2014-04-29",14.52
"148","2014-04-30",15.16
"149","2014-05-01",16.219999
"150","2014-05-02",16.139999
"151","2014-05-05",16
"152","2014-05-06",15.61
"153","2014-05-07",15.07
"154","2014-05-08",14.01
"155","2014-05-09",13.43
"156","2014-05-12",13.79
"157","2014-05-13",13
"158","2014-05-14",12.5
"159","2014-05-15",12.52
"160","2014-05-16",12.3
"161","2014-05-19",12.54
"162","2014-05-20",12.58
"163","2014-05-21",12.51
"164","2014-05-22",12.21
"165","2014-05-23",12.23
"166","2014-05-27",12.59
"167","2014-05-28",12.39
"168","2014-05-29",12.54
"169","2014-05-30",12.17
"170","2014-06-02",11.94
"171","2014-06-03",11.72
"172","2014-06-04",12.16
"173","2014-06-05",12.13
"174","2014-06-06",12.74
"175","2014-06-09",12.71
"176","2014-06-10",13.08
"177","2014-06-11",13.29
"178","2014-06-12",13.48
"179","2014-06-13",13.3
"180","2014-06-16",13.54
"181","2014-06-17",14.5
"182","2014-06-18",14.43
"183","2014-06-19",14.54
"184","2014-06-20",14.66
"185","2014-06-23",14.5
"186","2014-06-24",14.57
"187","2014-06-25",14.81
"188","2014-06-26",14.99
"189","2014-06-27",15.05
"190","2014-06-30",15.13
"191","2014-07-01",15.56
"192","2014-07-02",15.32
"193","2014-07-03",15.47
"194","2014-07-07",14.91
"195","2014-07-08",14.51
"196","2014-07-09",14.83
"197","2014-07-10",14.5
"198","2014-07-11",14.75
"199","2014-07-14",15.09
"200","2014-07-15",14.87
"201","2014-07-16",14.74
"202","2014-07-17",13.98
"203","2014-07-18",13.66
"204","2014-07-21",13.49
"205","2014-07-22",13.98
"206","2014-07-23",13.94
"207","2014-07-24",14.63
"208","2014-07-25",13.61
"209","2014-07-28",12.8
"210","2014-07-29",12.7
"211","2014-07-30",15.1
"212","2014-07-31",14.93
"213","2014-08-01",14.43
"214","2014-08-04",13.79
"215","2014-08-05",14.66
"216","2014-08-06",14.48
"217","2014-08-07",14.25
"218","2014-08-08",14.03
"219","2014-08-11",14.32
"220","2014-08-12",14.14
"221","2014-08-13",13.61
"222","2014-08-14",13.65
"223","2014-08-15",13.54
"224","2014-08-18",13.61
"225","2014-08-19",13.77
"226","2014-08-20",13.49
"227","2014-08-21",13.31
"228","2014-08-22",13.25
"229","2014-08-25",13.23
"230","2014-08-26",13.45
"231","2014-08-27",13.08
"232","2014-08-28",13.11
"233","2014-08-29",13.43
"234","2014-09-02",13.44
"235","2014-09-03",13.17
"236","2014-09-04",13.15
"237","2014-09-05",13.23
"238","2014-09-08",13.9
"239","2014-09-09",13.45
"240","2014-09-10",13.81
"241","2014-09-11",14.18
"242","2014-09-12",13.54
"243","2014-09-15",13.29
"244","2014-09-16",13.35
"245","2014-09-17",13.44
"246","2014-09-18",13.61
"247","2014-09-19",13.29
"248","2014-09-22",12.37
"249","2014-09-23",12.17
"250","2014-09-24",12.18
"251","2014-09-25",11.97
"252","2014-09-26",12.12
"253","2014-09-29",12.65
"254","2014-09-30",12.71
"255","2014-10-01",12.6
"256","2014-10-02",12.72
"257","2014-10-03",12.66
"258","2014-10-06",11.96
"259","2014-10-07",11.87
"260","2014-10-08",12.1
"261","2014-10-09",11.25
"262","2014-10-10",10.7
"263","2014-10-13",10.17
"264","2014-10-14",10.51
"265","2014-10-15",11.29
"266","2014-10-16",11.67
"267","2014-10-17",11.31
"268","2014-10-20",11.5
"269","2014-10-21",11.3
"270","2014-10-22",10.95
"271","2014-10-23",11.5
"272","2014-10-24",11.25
"273","2014-10-27",11.77
"274","2014-10-28",12.29
"275","2014-10-29",12.37
"276","2014-10-30",12.31
"277","2014-10-31",13.14
"278","2014-11-03",12.34
"279","2014-11-04",12.59
"280","2014-11-05",12.55
"281","2014-11-06",12.37
"282","2014-11-07",12.41
"283","2014-11-10",12.4
"284","2014-11-11",12.35
"285","2014-11-12",12.39
"286","2014-11-13",12.18
"287","2014-11-14",12.6
"288","2014-11-17",11.79
"289","2014-11-18",11.55
"290","2014-11-19",11.4
"291","2014-11-20",11.58
"292","2014-11-21",12
"293","2014-11-24",12.3
"294","2014-11-25",12.89
"295","2014-11-26",12.75
"296","2014-11-28",12.58
"297","2014-12-01",12.2
"298","2014-12-02",12.25
"299","2014-12-03",12.54
"300","2014-12-04",12.77
"301","2014-12-05",12.91
"302","2014-12-08",12.78
"303","2014-12-09",13.35
"304","2014-12-10",13.34
"305","2014-12-11",13.44
"306","2014-12-12",13.43
"307","2014-12-15",13.52
"308","2014-12-16",13.43
"309","2014-12-17",13.81
"310","2014-12-18",14.35
"311","2014-12-19",14.27
"312","2014-12-22",14.49
"313","2014-12-23",14.43
"314","2014-12-24",14.63
"315","2014-12-26",14.65
"316","2014-12-29",14.9
"317","2014-12-30",14.83
"318","2014-12-31",14.92
"319","2015-01-02",14.73
"320","2015-01-05",14.32
"321","2015-01-06",14.02
"322","2015-01-07",14.25
"323","2015-01-08",14.43
"324","2015-01-09",14.71
"325","2015-01-12",14.75
"326","2015-01-13",14.8
"327","2015-01-14",14.86
"328","2015-01-15",14.41
"329","2015-01-16",14.3
"330","2015-01-20",13.8
"331","2015-01-21",13.5
"332","2015-01-22",13.84
"333","2015-01-23",13.8
"334","2015-01-26",13.56
"335","2015-01-27",13.71
"336","2015-01-28",13.57
"337","2015-01-29",13.77
"338","2015-01-30",13.5
"339","2015-02-02",14.04
"340","2015-02-03",14.05
"341","2015-02-04",15.21
"342","2015-02-05",15.17
"343","2015-02-06",15.01
"344","2015-02-09",15.03
"345","2015-02-10",16.17
"346","2015-02-11",16
"347","2015-02-12",16.040001
"348","2015-02-13",16.040001
"349","2015-02-17",15.71
"350","2015-02-18",16.02
"351","2015-02-19",16.32
"352","2015-02-20",16.290001
"353","2015-02-23",15.67
"354","2015-02-24",15.56
"355","2015-02-25",15.32
"356","2015-02-26",15.71
"357","2015-02-27",15.77
"358","2015-03-02",15.95
"359","2015-03-03",15.98
"360","2015-03-04",15.79
"361","2015-03-05",15.59
"362","2015-03-06",15.09
"363","2015-03-09",14.72
"364","2015-03-10",14.97
"365","2015-03-11",15.57
"366","2015-03-12",15.83
"367","2015-03-13",15.75
"368","2015-03-16",15.58
"369","2015-03-17",15.64
"370","2015-03-18",15.6
"371","2015-03-19",15.69
"372","2015-03-20",15.68
"373","2015-03-23",15.53
"374","2015-03-24",15.53
"375","2015-03-25",15.18
"376","2015-03-26",15.06
"377","2015-03-27",15.43
"378","2015-03-30",15.43
"379","2015-03-31",15.33
"380","2015-04-01",15.35
"381","2015-04-02",15.87
"382","2015-04-06",15.89
"383","2015-04-07",15.92
"384","2015-04-08",15.97
"385","2015-04-09",16.49
"386","2015-04-10",16.610001
"387","2015-04-13",16.98
"388","2015-04-14",16.99
"389","2015-04-15",17.049999
"390","2015-04-16",17.07
"391","2015-04-17",16.610001
"392","2015-04-20",16.9
"393","2015-04-21",16.950001
"394","2015-04-22",16.809999
"395","2015-04-23",17.190001
"396","2015-04-24",17.030001
"397","2015-04-27",16.6
"398","2015-04-28",17.09
"399","2015-04-29",17.639999
"400","2015-04-30",17.23
"401","2015-05-01",17.129999
"402","2015-05-04",17.309999
"403","2015-05-05",17.139999
"404","2015-05-06",16.709999
"405","2015-05-07",16.98
"406","2015-05-08",17.040001
"407","2015-05-11",17.09
