"","date","CHCO"
"1","2007-01-03",40.98
"2","2007-01-04",40.91
"3","2007-01-05",39.599998
"4","2007-01-08",39.849998
"5","2007-01-09",39.619999
"6","2007-01-10",39.48
"7","2007-01-11",39.59
"8","2007-01-12",40.240002
"9","2007-01-16",39.369999
"10","2007-01-17",39.040001
"11","2007-01-18",38.040001
"12","2007-01-19",38.810001
"13","2007-01-22",38.23
"14","2007-01-23",39.110001
"15","2007-01-24",39.48
"16","2007-01-25",39.009998
"17","2007-01-26",39.240002
"18","2007-01-29",40.040001
"19","2007-01-30",39.470001
"20","2007-01-31",40.099998
"21","2007-02-01",40.040001
"22","2007-02-02",40.23
"23","2007-02-05",40.509998
"24","2007-02-06",40.619999
"25","2007-02-07",40.470001
"26","2007-02-08",40.73
"27","2007-02-09",39.970001
"28","2007-02-12",40.599998
"29","2007-02-13",40.950001
"30","2007-02-14",40.150002
"31","2007-02-15",40.029999
"32","2007-02-16",40.07
"33","2007-02-20",40.669998
"34","2007-02-21",40.189999
"35","2007-02-22",40.150002
"36","2007-02-23",39.43
"37","2007-02-26",40.599998
"38","2007-02-27",40.209999
"39","2007-02-28",39.34
"40","2007-03-01",39.009998
"41","2007-03-02",38.330002
"42","2007-03-05",38.32
"43","2007-03-06",39.889999
"44","2007-03-07",39.299999
"45","2007-03-08",39.59
"46","2007-03-09",39.84
"47","2007-03-12",40.369999
"48","2007-03-13",39.27
"49","2007-03-14",39.82
"50","2007-03-15",40.419998
"51","2007-03-16",39.98
"52","2007-03-19",40.439999
"53","2007-03-20",40.139999
"54","2007-03-21",41.34
"55","2007-03-22",41.349998
"56","2007-03-23",41.060001
"57","2007-03-26",41.540001
"58","2007-03-27",40.900002
"59","2007-03-28",40.25
"60","2007-03-29",40.43
"61","2007-03-30",40.450001
"62","2007-04-02",40.77
"63","2007-04-03",40.720001
"64","2007-04-04",40.169998
"65","2007-04-05",40.130001
"66","2007-04-09",39.580002
"67","2007-04-10",39.790001
"68","2007-04-11",38.950001
"69","2007-04-12",39.759998
"70","2007-04-13",39.709999
"71","2007-04-16",40.93
"72","2007-04-17",40.5
"73","2007-04-18",40.09
"74","2007-04-19",39.66
"75","2007-04-20",39.709999
"76","2007-04-23",39.060001
"77","2007-04-24",38.919998
"78","2007-04-25",38.700001
"79","2007-04-26",38.709999
"80","2007-04-27",38.860001
"81","2007-04-30",37.970001
"82","2007-05-01",38.34
"83","2007-05-02",39.509998
"84","2007-05-03",39.52
"85","2007-05-04",39.689999
"86","2007-05-07",39.209999
"87","2007-05-08",39.290001
"88","2007-05-09",39.509998
"89","2007-05-10",38.849998
"90","2007-05-11",39.41
"91","2007-05-14",38.77
"92","2007-05-15",37.970001
"93","2007-05-16",38.220001
"94","2007-05-17",37.759998
"95","2007-05-18",37.900002
"96","2007-05-21",38.450001
"97","2007-05-22",38.970001
"98","2007-05-23",39.009998
"99","2007-05-24",38.400002
"100","2007-05-25",38.369999
"101","2007-05-29",38.43
"102","2007-05-30",38.139999
"103","2007-05-31",38.110001
"104","2007-06-01",38.5
"105","2007-06-04",38.57
"106","2007-06-05",38.07
"107","2007-06-06",38
"108","2007-06-07",38
"109","2007-06-08",38.119999
"110","2007-06-11",37.959999
"111","2007-06-12",37.669998
"112","2007-06-13",38.080002
"113","2007-06-14",38.310001
"114","2007-06-15",38.860001
"115","2007-06-18",38.900002
"116","2007-06-19",39.049999
"117","2007-06-20",38.27
"118","2007-06-21",37.860001
"119","2007-06-22",38.27
"120","2007-06-25",38
"121","2007-06-26",38.389999
"122","2007-06-27",38.970001
"123","2007-06-28",39.060001
"124","2007-06-29",38.330002
"125","2007-07-02",38.919998
"126","2007-07-03",39.029999
