"","date","ICUI"
"1","2007-01-03",40.98
"2","2007-01-04",41.099998
"3","2007-01-05",40.619999
"4","2007-01-08",40.689999
"5","2007-01-09",40.580002
"6","2007-01-10",40.189999
"7","2007-01-11",40.919998
"8","2007-01-12",40.900002
"9","2007-01-16",40.080002
"10","2007-01-17",39.27
"11","2007-01-18",39.150002
"12","2007-01-19",38.669998
"13","2007-01-22",38.439999
"14","2007-01-23",38.23
"15","2007-01-24",38.490002
"16","2007-01-25",39.23
"17","2007-01-26",40.549999
"18","2007-01-29",40.02
"19","2007-01-30",38.009998
"20","2007-01-31",39.450001
"21","2007-02-01",39.849998
"22","2007-02-02",40.459999
"23","2007-02-05",40.540001
"24","2007-02-06",41.150002
"25","2007-02-07",41.240002
"26","2007-02-08",41.32
"27","2007-02-09",41.299999
"28","2007-02-12",40.880001
"29","2007-02-13",40.82
"30","2007-02-14",40.970001
"31","2007-02-15",40.900002
"32","2007-02-16",40.740002
"33","2007-02-20",41.16
"34","2007-02-21",40.439999
"35","2007-02-22",39.970001
"36","2007-02-23",40.889999
"37","2007-02-26",40.290001
"38","2007-02-27",39.799999
"39","2007-02-28",39.060001
"40","2007-03-01",38.759998
"41","2007-03-02",39.060001
"42","2007-03-05",38.68
"43","2007-03-06",39.5
"44","2007-03-07",39.200001
"45","2007-03-08",39.209999
"46","2007-03-09",39.169998
"47","2007-03-12",39.59
"48","2007-03-13",39.400002
"49","2007-03-14",39.720001
"50","2007-03-15",40.57
"51","2007-03-16",39.419998
"52","2007-03-19",39.740002
"53","2007-03-20",39.889999
"54","2007-03-21",40.759998
"55","2007-03-22",39.889999
"56","2007-03-23",39.57
"57","2007-03-26",39.689999
"58","2007-03-27",39.5
"59","2007-03-28",39.029999
"60","2007-03-29",39
"61","2007-03-30",39.200001
"62","2007-04-02",39.57
"63","2007-04-03",40.369999
"64","2007-04-04",40.169998
"65","2007-04-05",41.220001
"66","2007-04-09",41.23
"67","2007-04-10",41.810001
"68","2007-04-11",41.77
"69","2007-04-12",41.939999
"70","2007-04-13",42.02
"71","2007-04-16",42.82
"72","2007-04-17",42.48
"73","2007-04-18",41.93
"74","2007-04-19",44.599998
"75","2007-04-20",44.200001
"76","2007-04-23",43.98
"77","2007-04-24",43.869999
"78","2007-04-25",43.889999
"79","2007-04-26",43.830002
"80","2007-04-27",43.389999
"81","2007-04-30",41.75
"82","2007-05-01",41.950001
"83","2007-05-02",42.73
"84","2007-05-03",42.25
"85","2007-05-04",42.380001
"86","2007-05-07",42.5
"87","2007-05-08",41.740002
"88","2007-05-09",41.599998
"89","2007-05-10",40.330002
"90","2007-05-11",41.02
"91","2007-05-14",41.369999
"92","2007-05-15",40.970001
"93","2007-05-16",41.490002
"94","2007-05-17",40.34
"95","2007-05-18",40.080002
"96","2007-05-21",40.349998
"97","2007-05-22",40.849998
"98","2007-05-23",40.330002
"99","2007-05-24",40.07
"100","2007-05-25",40
"101","2007-05-29",40.18
"102","2007-05-30",40.07
"103","2007-05-31",40.150002
"104","2007-06-01",41.189999
"105","2007-06-04",41
"106","2007-06-05",40.279999
"107","2007-06-06",40.209999
"108","2007-06-07",41.740002
"109","2007-06-08",43.119999
"110","2007-06-11",42.68
"111","2007-06-12",42.25
"112","2007-06-13",42.27
"113","2007-06-14",42.599998
"114","2007-06-15",43.09
"115","2007-06-18",42.380001
"116","2007-06-19",42.490002
"117","2007-06-20",42.689999
"118","2007-06-21",42.650002
"119","2007-06-22",42.799999
"120","2007-06-25",42.689999
"121","2007-06-26",42.610001
"122","2007-06-27",43.830002
"123","2007-06-28",43.669998
"124","2007-06-29",42.939999
"125","2007-07-02",43.25
"126","2007-07-03",43.150002
"127","2007-07-05",43.32
"128","2007-07-06",43.220001
"129","2007-07-09",43.130001
"130","2007-07-10",42.73
"131","2007-07-11",42.900002
"132","2007-07-12",43.34
"133","2007-07-13",42.919998
"134","2007-07-16",42.779999
"135","2007-07-17",42.150002
"136","2007-07-18",40.880001
"137","2007-07-19",36.209999
"138","2007-07-20",35.900002
"139","2007-07-23",34.900002
"140","2007-07-24",34.5
"141","2007-07-25",34.459999
"142","2007-07-26",33.509998
"143","2007-07-27",33.419998
"144","2007-07-30",33.189999
"145","2007-07-31",33.240002
"146","2007-08-01",32.77
"147","2007-08-02",32.68
"148","2007-08-03",32.66
"149","2007-08-06",33.68
"150","2007-08-07",33.990002
"151","2007-08-08",35.52
"152","2007-08-09",36.740002
"153","2007-08-10",37
"154","2007-08-13",35.439999
"155","2007-08-14",35
"156","2007-08-15",36.360001
"157","2007-08-16",38.279999
"158","2007-08-17",38.959999
"159","2007-08-20",38.57
"160","2007-08-21",38.490002
"161","2007-08-22",38.950001
"162","2007-08-23",37.700001
"163","2007-08-24",38.23
"164","2007-08-27",37.439999
"165","2007-08-28",37.52
"166","2007-08-29",37.849998
"167","2007-08-30",37.75
"168","2007-08-31",37.810001
"169","2007-09-04",38.650002
"170","2007-09-05",37.919998
"171","2007-09-06",38.25
"172","2007-09-07",37.5
"173","2007-09-10",37.599998
"174","2007-09-11",38.18
"175","2007-09-12",38.009998
"176","2007-09-13",37.619999
"177","2007-09-14",38.060001
"178","2007-09-17",38.290001
"179","2007-09-18",39.450001
"180","2007-09-19",39.52
"181","2007-09-20",39.360001
"182","2007-09-21",39.470001
"183","2007-09-24",39.110001
"184","2007-09-25",38.970001
"185","2007-09-26",38.900002
"186","2007-09-27",39.139999
"187","2007-09-28",38.75
"188","2007-10-01",39.400002
"189","2007-10-02",38.82
"190","2007-10-03",38.150002
"191","2007-10-04",38.25
"192","2007-10-05",38.939999
"193","2007-10-08",38.689999
"194","2007-10-09",38.439999
"195","2007-10-10",38.75
"196","2007-10-11",38.360001
"197","2007-10-12",38.240002
"198","2007-10-15",37.98
"199","2007-10-16",37.740002
"200","2007-10-17",37.470001
"201","2007-10-18",37.599998
"202","2007-10-19",38.400002
"203","2007-10-22",38.639999
"204","2007-10-23",38.599998
"205","2007-10-24",38.650002
"206","2007-10-25",38.630001
"207","2007-10-26",39.220001
"208","2007-10-29",39.790001
"209","2007-10-30",39.98
"210","2007-10-31",40.099998
"211","2007-11-01",38.540001
"212","2007-11-02",38.34
"213","2007-11-05",38.330002
"214","2007-11-06",38.799999
"215","2007-11-07",38.18
"216","2007-11-08",38.18
"217","2007-11-09",38.32
"218","2007-11-12",37.790001
"219","2007-11-13",39.25
"220","2007-11-14",38.580002
"221","2007-11-15",37.91
"222","2007-11-16",38.779999
"223","2007-11-19",37.810001
"224","2007-11-20",37.16
"225","2007-11-21",37.009998
"226","2007-11-23",37.27
"227","2007-11-26",36.919998
"228","2007-11-27",36.889999
"229","2007-11-28",37.57
"230","2007-11-29",36.990002
"231","2007-11-30",37.119999
"232","2007-12-03",36.299999
"233","2007-12-04",36.299999
"234","2007-12-05",37.060001
"235","2007-12-06",37.900002
"236","2007-12-07",38.25
"237","2007-12-10",38.389999
"238","2007-12-11",37
"239","2007-12-12",38.009998
"240","2007-12-13",38.32
"241","2007-12-14",38.419998
"242","2007-12-17",37.43
"243","2007-12-18",37.630001
"244","2007-12-19",37.419998
"245","2007-12-20",37.119999
"246","2007-12-21",37.540001
"247","2007-12-24",37.360001
"248","2007-12-26",37.349998
"249","2007-12-27",36.240002
"250","2007-12-28",35.959999
"251","2007-12-31",36.009998
"252","2008-01-02",36.439999
"253","2008-01-03",35.389999
"254","2008-01-04",35.189999
"255","2008-01-07",35.689999
"256","2008-01-08",35.009998
"257","2008-01-09",35.860001
"258","2008-01-10",37.25
"259","2008-01-11",36.880001
"260","2008-01-14",37
"261","2008-01-15",37.209999
"262","2008-01-16",37.43
"263","2008-01-17",37.400002
"264","2008-01-18",36.099998
"265","2008-01-22",36.259998
"266","2008-01-23",36.919998
"267","2008-01-24",35.689999
"268","2008-01-25",35.970001
"269","2008-01-28",37.41
"270","2008-01-29",31.469999
"271","2008-01-30",29.77
"272","2008-01-31",28.389999
"273","2008-02-01",29.1
"274","2008-02-04",28.76
"275","2008-02-05",28.709999
"276","2008-02-06",28.67
"277","2008-02-07",29.18
"278","2008-02-08",28.57
"279","2008-02-11",28.110001
"280","2008-02-12",28.440001
"281","2008-02-13",28.25
"282","2008-02-14",27.540001
"283","2008-02-15",27.43
"284","2008-02-19",27.52
"285","2008-02-20",27.450001
"286","2008-02-21",26.68
"287","2008-02-22",27.49
"288","2008-02-25",27.24
"289","2008-02-26",27.530001
"290","2008-02-27",28.17
"291","2008-02-28",27.84
"292","2008-02-29",26.84
"293","2008-03-03",26.59
"294","2008-03-04",26.58
"295","2008-03-05",26.299999
"296","2008-03-06",25.77
"297","2008-03-07",25.66
"298","2008-03-10",25.49
"299","2008-03-11",25.51
"300","2008-03-12",25.059999
"301","2008-03-13",25.68
"302","2008-03-14",24.790001
"303","2008-03-17",24.790001
"304","2008-03-18",25.530001
"305","2008-03-19",26.23
"306","2008-03-20",26.02
"307","2008-03-24",26.17
"308","2008-03-25",26.01
"309","2008-03-26",26.129999
"310","2008-03-27",26.969999
"311","2008-03-28",28.1
"312","2008-03-31",28.77
"313","2008-04-01",29.700001
"314","2008-04-02",29.120001
"315","2008-04-03",29.16
"316","2008-04-04",29.9
"317","2008-04-07",29.67
"318","2008-04-08",29.9
"319","2008-04-09",29.6
"320","2008-04-10",28.620001
"321","2008-04-11",28.219999
"322","2008-04-14",27.809999
"323","2008-04-15",27.48
"324","2008-04-16",27.6
"325","2008-04-17",27.610001
"326","2008-04-18",24.129999
"327","2008-04-21",24.17
"328","2008-04-22",23.02
"329","2008-04-23",23.620001
"330","2008-04-24",24.43
"331","2008-04-25",24.32
"332","2008-04-28",25.120001
"333","2008-04-29",25.1
"334","2008-04-30",25.120001
"335","2008-05-01",25.25
"336","2008-05-02",24.74
"337","2008-05-05",24.450001
"338","2008-05-06",24.08
"339","2008-05-07",23.74
"340","2008-05-08",24.1
"341","2008-05-09",24.32
"342","2008-05-12",24.91
"343","2008-05-13",25.1
"344","2008-05-14",25.049999
"345","2008-05-15",24.68
"346","2008-05-16",24.780001
"347","2008-05-19",24.4
"348","2008-05-20",24.43
"349","2008-05-21",24.389999
"350","2008-05-22",25.48
"351","2008-05-23",24.540001
"352","2008-05-27",24.860001
"353","2008-05-28",25.25
"354","2008-05-29",25.76
"355","2008-05-30",25.48
"356","2008-06-02",25.5
"357","2008-06-03",26.059999
"358","2008-06-04",25.870001
"359","2008-06-05",26.700001
"360","2008-06-06",26.049999
"361","2008-06-09",26
"362","2008-06-10",25.809999
"363","2008-06-11",25.77
"364","2008-06-12",25.65
"365","2008-06-13",26
"366","2008-06-16",25.790001
"367","2008-06-17",23.67
"368","2008-06-18",22.5
"369","2008-06-19",22.5
"370","2008-06-20",22.68
"371","2008-06-23",22.98
"372","2008-06-24",23.25
"373","2008-06-25",23.42
"374","2008-06-26",23.09
"375","2008-06-27",23.16
"376","2008-06-30",22.879999
"377","2008-07-01",23.049999
"378","2008-07-02",23.58
"379","2008-07-03",23.950001
"380","2008-07-07",23.639999
"381","2008-07-08",24.9
"382","2008-07-09",24.02
"383","2008-07-10",24.85
"384","2008-07-11",25.4
"385","2008-07-14",24.07
"386","2008-07-15",24.030001
"387","2008-07-16",24.59
"388","2008-07-17",26.18
"389","2008-07-18",26.09
"390","2008-07-21",27.450001
"391","2008-07-22",28.389999
"392","2008-07-23",28.440001
"393","2008-07-24",28.49
"394","2008-07-25",29.139999
"395","2008-07-28",28.23
"396","2008-07-29",28.690001
"397","2008-07-30",28.51
"398","2008-07-31",28.43
"399","2008-08-01",28.360001
"400","2008-08-04",28.940001
"401","2008-08-05",30.389999
"402","2008-08-06",29.709999
"403","2008-08-07",29.379999
"404","2008-08-08",30.68
"405","2008-08-11",31.309999
"406","2008-08-12",30.799999
"407","2008-08-13",30.9
"408","2008-08-14",31.43
"409","2008-08-15",31.139999
"410","2008-08-18",30.93
"411","2008-08-19",30.879999
"412","2008-08-20",30.860001
"413","2008-08-21",30.440001
