"","date","USPH"
"83","2007-05-02",14.5
"84","2007-05-03",13.88
"85","2007-05-04",13.81
"86","2007-05-07",13.68
"87","2007-05-08",13.85
"88","2007-05-09",13.6
"89","2007-05-10",13.87
"90","2007-05-11",13.81
"91","2007-05-14",13.87
"92","2007-05-15",13.88
"93","2007-05-16",13.89
"94","2007-05-17",13.87
"95","2007-05-18",13.74
"96","2007-05-21",13.49
"97","2007-05-22",13.44
"98","2007-05-23",13.53
"99","2007-05-24",13.6
"100","2007-05-25",13.85
"101","2007-05-29",13.92
"102","2007-05-30",14
"103","2007-05-31",13.89
"104","2007-06-01",13.9
"105","2007-06-04",13.75
"106","2007-06-05",13.74
"107","2007-06-06",13.75
"108","2007-06-07",13.7
"109","2007-06-08",13.58
"110","2007-06-11",13.75
"111","2007-06-12",13.7
"112","2007-06-13",13.67
"113","2007-06-14",13.49
"114","2007-06-15",13.49
"115","2007-06-18",13.43
"116","2007-06-19",13.62
"117","2007-06-20",13.72
"118","2007-06-21",13.73
"119","2007-06-22",13.45
"120","2007-06-25",13.39
"121","2007-06-26",13.23
"122","2007-06-27",13.33
"123","2007-06-28",13.27
"124","2007-06-29",13.47
"125","2007-07-02",13.33
"126","2007-07-03",13.54
"127","2007-07-05",13.53
"128","2007-07-06",13.75
"129","2007-07-09",13.61
"130","2007-07-10",13.64
"131","2007-07-11",13.74
"132","2007-07-12",13.75
"133","2007-07-13",13.75
"134","2007-07-16",13.75
"135","2007-07-17",13.67
"136","2007-07-18",13.74
"137","2007-07-19",13.66
"138","2007-07-20",13.66
"139","2007-07-23",13.64
"140","2007-07-24",13.61
"141","2007-07-25",13.69
"142","2007-07-26",13.48
"143","2007-07-27",13.22
"144","2007-07-30",13.48
"145","2007-07-31",13.61
"146","2007-08-01",13.65
"147","2007-08-02",13.62
"148","2007-08-03",13.64
"149","2007-08-06",13.61
"150","2007-08-07",13.56
"151","2007-08-08",13.46
"152","2007-08-09",13.03
"153","2007-08-10",13.27
"154","2007-08-13",13.14
"155","2007-08-14",13.06
"156","2007-08-15",12.97
"157","2007-08-16",12.83
"158","2007-08-17",12.88
"159","2007-08-20",12.95
"160","2007-08-21",13
"161","2007-08-22",12.99
"162","2007-08-23",13.01
"163","2007-08-24",13.32
"164","2007-08-27",13.4
"165","2007-08-28",13.4
"166","2007-08-29",13.51
"167","2007-08-30",13.34
"168","2007-08-31",13.75
"169","2007-09-04",13.74
"170","2007-09-05",13.75
"171","2007-09-06",13.75
"172","2007-09-07",13.75
"173","2007-09-10",13.65
"174","2007-09-11",13.73
"175","2007-09-12",13.75
"176","2007-09-13",13.75
"177","2007-09-14",13.75
"178","2007-09-17",13.75
"179","2007-09-18",13.9
"180","2007-09-19",14.74
"181","2007-09-20",14.51
"182","2007-09-21",14.8
"183","2007-09-24",14.59
"184","2007-09-25",14.8
"185","2007-09-26",14.74
"186","2007-09-27",14.85
"187","2007-09-28",14.8
"188","2007-10-01",14.8
"189","2007-10-02",14.86
"190","2007-10-03",14.7
"191","2007-10-04",14.55
"192","2007-10-05",14.9
"193","2007-10-08",14.9
"194","2007-10-09",14.77
"195","2007-10-10",14.63
"196","2007-10-11",14.57
"197","2007-10-12",14.68
"198","2007-10-15",14.64
"199","2007-10-16",14.56
"200","2007-10-17",14.68
"201","2007-10-18",14.71
"202","2007-10-19",14.86
"203","2007-10-22",14.74
"204","2007-10-23",15.14
"205","2007-10-24",14.99
"206","2007-10-25",14.99
"207","2007-10-26",14.9
"208","2007-10-29",14.84
"209","2007-10-30",14.69
"210","2007-10-31",14.66
"211","2007-11-01",14.43
"212","2007-11-02",14.44
"213","2007-11-05",14.29
"214","2007-11-06",14.19
"215","2007-11-07",14.42
"216","2007-11-08",14.25
"217","2007-11-09",14.27
"218","2007-11-12",14.26
"219","2007-11-13",14.49
"220","2007-11-14",14.5
"221","2007-11-15",14.5
"222","2007-11-16",14.35
"223","2007-11-19",14.15
"224","2007-11-20",13.96
"225","2007-11-21",13.89
"226","2007-11-23",14.02
"227","2007-11-26",13.99
"228","2007-11-27",13.98
"229","2007-11-28",13.9
"230","2007-11-29",13.7
"231","2007-11-30",13.73
"232","2007-12-03",13.55
"233","2007-12-04",13.19
"234","2007-12-05",13.24
"235","2007-12-06",13.26
"236","2007-12-07",13.25
"237","2007-12-10",13.25
"238","2007-12-11",13.27
"239","2007-12-12",13.25
"240","2007-12-13",13.22
"241","2007-12-14",13.12
"242","2007-12-17",13.04
"243","2007-12-18",13.24
"244","2007-12-19",13.45
"245","2007-12-20",13.66
"246","2007-12-21",13.74
"247","2007-12-24",14.16
"248","2007-12-26",14.1
"249","2007-12-27",13.92
"250","2007-12-28",13.97
"251","2007-12-31",14.37
"252","2008-01-02",14.03
"253","2008-01-03",13.9
"254","2008-01-04",13.55
"255","2008-01-07",13.86
"256","2008-01-08",13.55
"257","2008-01-09",13.68
"258","2008-01-10",13.71
"259","2008-01-11",13.79
"260","2008-01-14",13.83
"261","2008-01-15",13.97
"262","2008-01-16",14.22
"263","2008-01-17",14.08
"264","2008-01-18",13.87
"265","2008-01-22",13.69
"266","2008-01-23",13.64
"267","2008-01-24",13.53
"268","2008-01-25",13.65
"269","2008-01-28",13.79
"270","2008-01-29",13.59
"271","2008-01-30",13.6
"272","2008-01-31",13.4
"273","2008-02-01",13.14
"274","2008-02-04",12.98
"275","2008-02-05",12.94
"276","2008-02-06",13.07
"277","2008-02-07",13.34
"278","2008-02-08",13.44
"279","2008-02-11",13.16
"280","2008-02-12",13.59
"281","2008-02-13",13.54
"282","2008-02-14",13.62
"283","2008-02-15",13.7
"284","2008-02-19",13.56
"285","2008-02-20",13.56
"286","2008-02-21",13.63
"287","2008-02-22",13.69
"288","2008-02-25",13.66
"289","2008-02-26",13.56
"290","2008-02-27",13.5
"291","2008-02-28",13.49
"292","2008-02-29",13.25
"293","2008-03-03",13.28
"294","2008-03-04",13.22
"295","2008-03-05",13.32
"296","2008-03-06",13.87
"297","2008-03-07",13.84
"298","2008-03-10",13.69
"299","2008-03-11",13.5
"300","2008-03-12",13.74
"301","2008-03-13",13.8
"302","2008-03-14",13.71
"303","2008-03-17",13.72
"304","2008-03-18",13.75
"305","2008-03-19",13.72
"306","2008-03-20",14.14
"307","2008-03-24",14.46
"308","2008-03-25",14.5
"309","2008-03-26",14.26
"310","2008-03-27",14.25
"311","2008-03-28",14.5
"312","2008-03-31",14.42
"313","2008-04-01",14.81
"314","2008-04-02",15.19
"315","2008-04-03",15.53
"316","2008-04-04",15.6
"317","2008-04-07",15.8
"318","2008-04-08",15.79
"319","2008-04-09",15.72
"320","2008-04-10",15.56
"321","2008-04-11",15.42
"322","2008-04-14",15.49
"323","2008-04-15",15.22
"324","2008-04-16",15.3
"325","2008-04-17",15.27
"326","2008-04-18",15.57
"327","2008-04-21",15.55
"328","2008-04-22",15.42
"329","2008-04-23",15.42
"330","2008-04-24",15.44
"331","2008-04-25",15.57
"332","2008-04-28",15.42
"333","2008-04-29",15.53
"334","2008-04-30",15.58
"335","2008-05-01",15.61
"336","2008-05-02",16.049999
"337","2008-05-05",16.07
"338","2008-05-06",16.1
"339","2008-05-07",15.92
"340","2008-05-08",16.280001
"341","2008-05-09",16.59
"342","2008-05-12",16.48
"343","2008-05-13",16.77
"344","2008-05-14",16.74
"345","2008-05-15",16.74
"346","2008-05-16",16.799999
"347","2008-05-19",16.85
"348","2008-05-20",16.799999
"349","2008-05-21",16.950001
"350","2008-05-22",17.24
"351","2008-05-23",17.17
"352","2008-05-27",17.190001
"353","2008-05-28",17.030001
"354","2008-05-29",16.940001
"355","2008-05-30",17.16
"356","2008-06-02",16.889999
"357","2008-06-03",16.719999
"358","2008-06-04",16.51
"359","2008-06-05",16.57
"360","2008-06-06",16.389999
"361","2008-06-09",16.530001
"362","2008-06-10",16.51
"363","2008-06-11",16.870001
"364","2008-06-12",17.6
"365","2008-06-13",18.110001
"366","2008-06-16",18.09
"367","2008-06-17",17.76
"368","2008-06-18",17.65
"369","2008-06-19",17.59
"370","2008-06-20",17.52
"371","2008-06-23",17.26
"372","2008-06-24",17.129999
"373","2008-06-25",16.99
"374","2008-06-26",16.790001
"375","2008-06-27",16.42
"376","2008-06-30",16.41
"377","2008-07-01",16.379999
"378","2008-07-02",16.209999
"379","2008-07-03",16.059999
"380","2008-07-07",16
"381","2008-07-08",16.52
"382","2008-07-09",16.17
"383","2008-07-10",16.25
"384","2008-07-11",16.23
"385","2008-07-14",16.17
"386","2008-07-15",16.1
"387","2008-07-16",16.49
"388","2008-07-17",16.75
"389","2008-07-18",16.52
"390","2008-07-21",16.52
"391","2008-07-22",16.77
"392","2008-07-23",16.75
"393","2008-07-24",16.65
"394","2008-07-25",16.67
"395","2008-07-28",16.6
"396","2008-07-29",16.77
"397","2008-07-30",16.57
"398","2008-07-31",16.33
"399","2008-08-01",16.559999
"400","2008-08-04",16.290001
"401","2008-08-05",16.82
"402","2008-08-06",17.08
"403","2008-08-07",18.07
"404","2008-08-08",18.35
"405","2008-08-11",19.889999
"406","2008-08-12",19.57
"407","2008-08-13",20.07
"408","2008-08-14",19.610001
"409","2008-08-15",20.129999
"410","2008-08-18",20.27
"411","2008-08-19",20.18
"412","2008-08-20",20.15
"413","2008-08-21",20.110001
"414","2008-08-22",20.450001
"415","2008-08-25",20.08
"416","2008-08-26",20.139999
"417","2008-08-27",20.200001
"418","2008-08-28",20.219999
"419","2008-08-29",19.809999
"420","2008-09-02",20.01
"421","2008-09-03",19.889999
"422","2008-09-04",19.4
"423","2008-09-05",19.25
"424","2008-09-08",19.98
"425","2008-09-09",19.280001
"426","2008-09-10",19.879999
"427","2008-09-11",20.23
"428","2008-09-12",20.41
"429","2008-09-15",19.68
"430","2008-09-16",19.4
"431","2008-09-17",18.02
"432","2008-09-18",18.059999
"433","2008-09-19",18.639999
"434","2008-09-22",18.51
"435","2008-09-23",17.969999
"436","2008-09-24",17.99
"437","2008-09-25",17.889999
"438","2008-09-26",18.389999
"439","2008-09-29",17.26
"440","2008-09-30",17.360001
"441","2008-10-01",17.09
"442","2008-10-02",16.219999
"443","2008-10-03",15.71
"444","2008-10-06",15
"445","2008-10-07",14.5
"446","2008-10-08",14.33
"447","2008-10-09",13.68
"448","2008-10-10",13.89
"449","2008-10-13",14.64
"450","2008-10-14",14.99
"451","2008-10-15",12.99
"452","2008-10-16",14
"453","2008-10-17",13.56
"454","2008-10-20",13.89
"455","2008-10-21",13.51
"456","2008-10-22",13.52
"457","2008-10-23",13.1
"458","2008-10-24",12.56
"459","2008-10-27",12.16
"460","2008-10-28",12.81
"461","2008-10-29",12.69
"462","2008-10-30",13.5
"463","2008-10-31",13.88
"464","2008-11-03",13.66
"465","2008-11-04",13.13
"466","2008-11-05",12.96
"467","2008-11-06",12.14
"468","2008-11-07",13
"469","2008-11-10",12.84
"470","2008-11-11",12.71
"471","2008-11-12",12.15
"472","2008-11-13",12.87
"473","2008-11-14",12.01
"474","2008-11-17",12.25
"475","2008-11-18",12.18
"476","2008-11-19",10.66
"477","2008-11-20",9.84
"478","2008-11-21",11.53
"479","2008-11-24",12.08
"480","2008-11-25",12.36
"481","2008-11-26",12.35
"482","2008-11-28",12.1
"483","2008-12-01",10.91
"484","2008-12-02",11.64
"485","2008-12-03",11.88
"486","2008-12-04",11.21
"487","2008-12-05",11.7
"488","2008-12-08",11.95
"489","2008-12-09",11.24
"490","2008-12-10",11.4
"491","2008-12-11",11.07
"492","2008-12-12",10.97
"493","2008-12-15",10.59
"494","2008-12-16",10.76
"495","2008-12-17",10.38
"496","2008-12-18",10.72
"497","2008-12-19",10.75
"498","2008-12-22",10.86
"499","2008-12-23",10.81
"500","2008-12-24",11.53
"501","2008-12-26",12.13
"502","2008-12-29",11.72
"503","2008-12-30",12.59
"504","2008-12-31",13.33
"505","2009-01-02",13.2
"506","2009-01-05",13.24
"507","2009-01-06",13.23
"508","2009-01-07",12.99
"509","2009-01-08",13.43
"510","2009-01-09",13.01
"511","2009-01-12",12.54
"512","2009-01-13",12.11
"513","2009-01-14",11.71
"514","2009-01-15",12.39
"515","2009-01-16",12.4
"516","2009-01-20",11.91
"517","2009-01-21",12.39
"518","2009-01-22",12.29
"519","2009-01-23",12.15
"520","2009-01-26",12.4
"521","2009-01-27",12.66
"522","2009-01-28",12.53
"523","2009-01-29",12.21
"524","2009-01-30",12.2
"525","2009-02-02",12.35
"526","2009-02-03",12.82
"527","2009-02-04",12.52
"528","2009-02-05",13.26
"529","2009-02-06",13.9
"530","2009-02-09",13.67
"531","2009-02-10",13.2
"532","2009-02-11",13.19
"533","2009-02-12",12.77
"534","2009-02-13",13
"535","2009-02-17",12.29
"536","2009-02-18",12.18
"537","2009-02-19",12
"538","2009-02-20",11.3
"539","2009-02-23",10.82
"540","2009-02-24",11.32
"541","2009-02-25",10.89
"542","2009-02-26",10.6
"543","2009-02-27",10.26
"544","2009-03-02",9.59
"545","2009-03-03",9.22
"546","2009-03-04",9.27
"547","2009-03-05",7.21
"548","2009-03-06",7.66
"549","2009-03-09",7.64
"550","2009-03-10",7.8
"551","2009-03-11",7.51
"552","2009-03-12",8.42
"553","2009-03-13",9.02
"554","2009-03-16",8.85
"555","2009-03-17",9.23
"556","2009-03-18",9.56
"557","2009-03-19",9.64
"558","2009-03-20",9.33
"559","2009-03-23",11.15
"560","2009-03-24",10.53
"561","2009-03-25",10.92
"562","2009-03-26",10.7
"563","2009-03-27",10.11
"564","2009-03-30",9.75
"565","2009-03-31",9.68
"566","2009-04-01",9.6
"567","2009-04-02",10.4
"568","2009-04-03",10.3
"569","2009-04-06",10.02
"570","2009-04-07",9.53
"571","2009-04-08",9.51
"572","2009-04-09",9.98
"573","2009-04-13",9.9
"574","2009-04-14",10
"575","2009-04-15",10.57
"576","2009-04-16",11.49
"577","2009-04-17",11.75
"578","2009-04-20",11.02
"579","2009-04-21",11.61
"580","2009-04-22",11.73
"581","2009-04-23",11.05
"582","2009-04-24",12.18
"583","2009-04-27",11.2
"584","2009-04-28",11.43
"585","2009-04-29",12.32
"586","2009-04-30",11.68
"587","2009-05-01",11.16
"588","2009-05-04",11.7
"589","2009-05-05",11.07
"590","2009-05-06",11.62
"591","2009-05-07",12.3
"592","2009-05-08",13.52
"593","2009-05-11",13.23
"594","2009-05-12",12.57
"595","2009-05-13",12.51
"596","2009-05-14",13.11
"597","2009-05-15",13.01
"598","2009-05-18",13.52
"599","2009-05-19",13.05
"600","2009-05-20",13.02
"601","2009-05-21",13.17
"602","2009-05-22",13.26
"603","2009-05-26",13.93
"604","2009-05-27",13.83
"605","2009-05-28",13.68
"606","2009-05-29",13.51
"607","2009-06-01",14.18
"608","2009-06-02",14.56
"609","2009-06-03",14.75
"610","2009-06-04",14.95
"611","2009-06-05",14.71
"612","2009-06-08",14.62
"613","2009-06-09",13.89
"614","2009-06-10",13.71
"615","2009-06-11",13.52
"616","2009-06-12",13.71
"617","2009-06-15",13.53
"618","2009-06-16",12.62
"619","2009-06-17",13.56
"620","2009-06-18",14.38
"621","2009-06-19",14.72
"622","2009-06-22",14.72
"623","2009-06-23",14.17
"624","2009-06-24",14.34
"625","2009-06-25",14.65
"626","2009-06-26",15.18
"627","2009-06-29",14.34
"628","2009-06-30",14.75
"629","2009-07-01",14.56
"630","2009-07-02",13.72
"631","2009-07-06",14.11
"632","2009-07-07",14.05
"633","2009-07-08",13.89
"634","2009-07-09",13.83
"635","2009-07-10",13.99
"636","2009-07-13",14.03
"637","2009-07-14",13.87
"638","2009-07-15",14.17
"639","2009-07-16",14.54
"640","2009-07-17",14.54
"641","2009-07-20",14.32
"642","2009-07-21",14.96
"643","2009-07-22",14.83
"644","2009-07-23",15.02
"645","2009-07-24",15.02
"646","2009-07-27",15.09
"647","2009-07-28",15.14
"648","2009-07-29",15.19
"649","2009-07-30",16.27
"650","2009-07-31",16.35
"651","2009-08-03",15.9
"652","2009-08-04",15.76
"653","2009-08-05",14.77
"654","2009-08-06",14.21
"655","2009-08-07",14.75
"656","2009-08-10",14.84
"657","2009-08-11",14.81
"658","2009-08-12",15
"659","2009-08-13",14.38
"660","2009-08-14",14.57
"661","2009-08-17",13.81
"662","2009-08-18",14.52
"663","2009-08-19",14.73
"664","2009-08-20",14.99
"665","2009-08-21",16.040001
"666","2009-08-24",15.56
"667","2009-08-25",15.71
"668","2009-08-26",15.52
"669","2009-08-27",15.76
"670","2009-08-28",15.06
"671","2009-08-31",14.52
"672","2009-09-01",14.04
"673","2009-09-02",14.15
"674","2009-09-03",14.15
"675","2009-09-04",14.41
"676","2009-09-08",14.35
"677","2009-09-09",14.43
"678","2009-09-10",14.62
"679","2009-09-11",14.29
"680","2009-09-14",14.62
"681","2009-09-15",14.59
"682","2009-09-16",15.84
"683","2009-09-17",16.16
"684","2009-09-18",16.32
"685","2009-09-21",16.370001
"686","2009-09-22",16.620001
"687","2009-09-23",16.540001
"688","2009-09-24",16.459999
"689","2009-09-25",16.219999
"690","2009-09-28",16.290001
"691","2009-09-29",15.55
"692","2009-09-30",15.07
"693","2009-10-01",15.38
"694","2009-10-02",15.49
"695","2009-10-05",16.389999
"696","2009-10-06",16.35
"697","2009-10-07",16.42
"698","2009-10-08",16.34
"699","2009-10-09",16.27
"700","2009-10-12",16.17
"701","2009-10-13",15.93
"702","2009-10-14",16.33
"703","2009-10-15",16.26
"704","2009-10-16",16.450001
"705","2009-10-19",16.59
"706","2009-10-20",16.059999
"707","2009-10-21",16.1
"708","2009-10-22",16.34
"709","2009-10-23",15.48
"710","2009-10-26",15.1
"711","2009-10-27",15.33
"712","2009-10-28",14.51
"713","2009-10-29",14.51
"714","2009-10-30",14.04
"715","2009-11-02",13.91
"716","2009-11-03",14.97
"717","2009-11-04",14.82
"718","2009-11-05",15.73
"719","2009-11-06",16.1
"720","2009-11-09",16.67
"721","2009-11-10",15.41
"722","2009-11-11",15.37
"723","2009-11-12",15
"724","2009-11-13",14.04
"725","2009-11-16",15.92
"726","2009-11-17",15.9
"727","2009-11-18",15.57
"728","2009-11-19",15.27
"729","2009-11-20",16.02
"730","2009-11-23",15.84
"731","2009-11-24",15.12
"732","2009-11-25",14.85
"733","2009-11-27",14.78
"734","2009-11-30",14.61
"735","2009-12-01",15.2
"736","2009-12-02",15.22
"737","2009-12-03",14.41
"738","2009-12-04",15.2
"739","2009-12-07",15.06
"740","2009-12-08",15.59
"741","2009-12-09",15.65
"742","2009-12-10",15.32
"743","2009-12-11",15.53
"744","2009-12-14",15.55
"745","2009-12-15",15.57
"746","2009-12-16",15.57
"747","2009-12-17",15.33
"748","2009-12-18",15.73
"749","2009-12-21",16.49
"750","2009-12-22",16.76
"751","2009-12-23",17.059999
"752","2009-12-24",16.91
"753","2009-12-28",17.280001
"754","2009-12-29",16.85
"755","2009-12-30",17.200001
"756","2009-12-31",16.93
"757","2010-01-04",17.1
"758","2010-01-05",15.9
"759","2010-01-06",16.25
"760","2010-01-07",16.559999
"761","2010-01-08",16.290001
"762","2010-01-11",16.15
"763","2010-01-12",16.1
"764","2010-01-13",16.129999
"765","2010-01-14",16.15
"766","2010-01-15",15.94
"767","2010-01-19",16.68
"768","2010-01-20",15.83
"769","2010-01-21",15.58
"770","2010-01-22",15.56
"771","2010-01-25",15.52
"772","2010-01-26",15.6
"773","2010-01-27",15.88
"774","2010-01-28",15.3
"775","2010-01-29",15.66
"776","2010-02-01",15.49
"777","2010-02-02",15.4
"778","2010-02-03",15.63
"779","2010-02-04",15.33
"780","2010-02-05",15.92
"781","2010-02-08",15.46
"782","2010-02-09",15.38
"783","2010-02-10",15.47
"784","2010-02-11",15.93
"785","2010-02-12",16.209999
"786","2010-02-16",17.139999
"787","2010-02-17",17.120001
"788","2010-02-18",17.190001
"789","2010-02-19",17.32
"790","2010-02-22",17.25
"791","2010-02-23",16.99
"792","2010-02-24",17.01
"793","2010-02-25",16.709999
"794","2010-02-26",16.4
"795","2010-03-01",16.389999
"796","2010-03-02",16.68
"797","2010-03-03",16.82
"798","2010-03-04",17.219999
"799","2010-03-05",17.77
"800","2010-03-08",18.18
"801","2010-03-09",17.950001
"802","2010-03-10",18.27
"803","2010-03-11",18.07
"804","2010-03-12",18.129999
"805","2010-03-15",18.02
"806","2010-03-16",18.469999
"807","2010-03-17",17.48
"808","2010-03-18",17.68
"809","2010-03-19",17.98
"810","2010-03-22",18.040001
"811","2010-03-23",18.33
"812","2010-03-24",18.33
"813","2010-03-25",18
"814","2010-03-26",17.959999
"815","2010-03-29",17.42
"816","2010-03-30",17.690001
"817","2010-03-31",17.4
"818","2010-04-01",17.209999
"819","2010-04-05",18.27
"820","2010-04-06",18.02
"821","2010-04-07",17.83
"822","2010-04-08",17.27
"823","2010-04-09",17.049999
"824","2010-04-12",17
"825","2010-04-13",17.450001
"826","2010-04-14",17.75
"827","2010-04-15",17.74
"828","2010-04-16",17.620001
"829","2010-04-19",17.67
"830","2010-04-20",18.17
"831","2010-04-21",18.27
"832","2010-04-22",18.15
"833","2010-04-23",18.030001
"834","2010-04-26",18.030001
"835","2010-04-27",17.610001
"836","2010-04-28",17.65
"837","2010-04-29",18.17
"838","2010-04-30",17.540001
"839","2010-05-03",17.959999
"840","2010-05-04",17.809999
"841","2010-05-05",17.34
"842","2010-05-06",16.75
"843","2010-05-07",16.75
"844","2010-05-10",17.74
"845","2010-05-11",18.889999
"846","2010-05-12",18.639999
"847","2010-05-13",18.370001
"848","2010-05-14",17.940001
"849","2010-05-17",17.84
"850","2010-05-18",17.389999
"851","2010-05-19",17.280001
"852","2010-05-20",16.58
"853","2010-05-21",16.65
"854","2010-05-24",16.639999
"855","2010-05-25",16.52
"856","2010-05-26",16.59
"857","2010-05-27",17.190001
"858","2010-05-28",16.690001
"859","2010-06-01",16.49
"860","2010-06-02",17.1
"861","2010-06-03",17.58
"862","2010-06-04",16.67
"863","2010-06-07",16.549999
"864","2010-06-08",16.67
"865","2010-06-09",16.540001
"866","2010-06-10",17.08
"867","2010-06-11",16.83
"868","2010-06-14",17.030001
"869","2010-06-15",17.18
"870","2010-06-16",17.26
"871","2010-06-17",17.879999
"872","2010-06-18",17.52
"873","2010-06-21",17.299999
"874","2010-06-22",16.959999
"875","2010-06-23",17.049999
"876","2010-06-24",16.799999
"877","2010-06-25",17.65
"878","2010-06-28",17.17
"879","2010-06-29",16.860001
"880","2010-06-30",16.879999
"881","2010-07-01",17
"882","2010-07-02",16.52
"883","2010-07-06",16.26
"884","2010-07-07",16.76
"885","2010-07-08",17.059999
"886","2010-07-09",17.43
"887","2010-07-12",17.219999
"888","2010-07-13",17.76
"889","2010-07-14",17.9
"890","2010-07-15",17.809999
"891","2010-07-16",17.23
"892","2010-07-19",17.469999
"893","2010-07-20",17.719999
"894","2010-07-21",17.219999
"895","2010-07-22",17.65
"896","2010-07-23",18.09
"897","2010-07-26",18.25
"898","2010-07-27",18.23
"899","2010-07-28",17.870001
"900","2010-07-29",18.110001
"901","2010-07-30",18.190001
"902","2010-08-02",17.84
"903","2010-08-03",17.709999
"904","2010-08-04",17.83
"905","2010-08-05",17.73
"906","2010-08-06",17.57
"907","2010-08-09",17.5
"908","2010-08-10",17.139999
"909","2010-08-11",16.790001
"910","2010-08-12",16.799999
"911","2010-08-13",16.42
"912","2010-08-16",16.74
"913","2010-08-17",16.93
"914","2010-08-18",16.67
"915","2010-08-19",16.129999
"916","2010-08-20",16.25
"917","2010-08-23",16.219999
"918","2010-08-24",15.99
"919","2010-08-25",16.65
"920","2010-08-26",15.83
"921","2010-08-27",16.280001
"922","2010-08-30",16.16
"923","2010-08-31",16.030001
"924","2010-09-01",16.700001
"925","2010-09-02",16.719999
"926","2010-09-03",16.690001
"927","2010-09-07",16.15
"928","2010-09-08",16.379999
"929","2010-09-09",16.309999
"930","2010-09-10",16.469999
"931","2010-09-13",16.43
"932","2010-09-14",16.309999
"933","2010-09-15",16.42
"934","2010-09-16",15.76
"935","2010-09-17",15.75
"936","2010-09-20",16.049999
"937","2010-09-21",16.389999
"938","2010-09-22",16.110001
"939","2010-09-23",16.040001
"940","2010-09-24",16.190001
"941","2010-09-27",16.110001
"942","2010-09-28",16.33
"943","2010-09-29",16.66
"944","2010-09-30",16.719999
"945","2010-10-01",17.219999
"946","2010-10-04",17.530001
"947","2010-10-05",18.02
"948","2010-10-06",17.959999
"949","2010-10-07",17.959999
"950","2010-10-08",17.93
"951","2010-10-11",18.219999
"952","2010-10-12",17.91
"953","2010-10-13",17.719999
"954","2010-10-14",18.02
"955","2010-10-15",18.040001
"956","2010-10-18",18.24
"957","2010-10-19",18.1
"958","2010-10-20",18.16
"959","2010-10-21",18.57
"960","2010-10-22",19.059999
"961","2010-10-25",19.07
"962","2010-10-26",18.969999
"963","2010-10-27",18.870001
"964","2010-10-28",18.700001
"965","2010-10-29",18.77
"966","2010-11-01",18.6
"967","2010-11-02",18.98
"968","2010-11-03",18.6
"969","2010-11-04",19.42
"970","2010-11-05",20.33
"971","2010-11-08",19.57
"972","2010-11-09",19.129999
"973","2010-11-10",19.129999
"974","2010-11-11",19.15
"975","2010-11-12",19.08
"976","2010-11-15",18.889999
"977","2010-11-16",18.360001
"978","2010-11-17",18
"979","2010-11-18",18.6
"980","2010-11-19",18.82
"981","2010-11-22",19.02
"982","2010-11-23",19.040001
"983","2010-11-24",19.209999
"984","2010-11-26",18.93
"985","2010-11-29",19.280001
"986","2010-11-30",19.190001
"987","2010-12-01",19.25
"988","2010-12-02",19.200001
"989","2010-12-03",19.34
"990","2010-12-06",19.209999
