"","date","CONN"
"1","2007-01-03",22.48
"2","2007-01-04",23.360001
"3","2007-01-05",22.639999
"4","2007-01-08",22.49
"5","2007-01-09",22.52
"6","2007-01-10",22.98
"7","2007-01-11",23.690001
"8","2007-01-12",23.940001
"9","2007-01-16",23.65
"10","2007-01-17",23.530001
"11","2007-01-18",23.440001
"12","2007-01-19",23.17
"13","2007-01-22",23.209999
"14","2007-01-23",23.26
"15","2007-01-24",23.52
"16","2007-01-25",23.35
"17","2007-01-26",23.27
"18","2007-01-29",23.93
"19","2007-01-30",23.59
"20","2007-01-31",23.469999
"21","2007-02-01",24.469999
"22","2007-02-02",26.469999
"23","2007-02-05",26.17
"24","2007-02-06",27.059999
"25","2007-02-07",27.280001
"26","2007-02-08",27.110001
"27","2007-02-09",27.41
"28","2007-02-12",27.49
"29","2007-02-13",27.83
"30","2007-02-14",27.530001
"31","2007-02-15",27.4
"32","2007-02-16",27.559999
"33","2007-02-20",27.15
"34","2007-02-21",26.51
"35","2007-02-22",26.629999
"36","2007-02-23",26.66
"37","2007-02-26",26.719999
"38","2007-02-27",25.24
"39","2007-02-28",25.309999
"40","2007-03-01",25.02
"41","2007-03-02",24.620001
"42","2007-03-05",23.280001
"43","2007-03-06",23.98
"44","2007-03-07",23.9
"45","2007-03-08",24.02
"46","2007-03-09",23.98
"47","2007-03-12",24.09
"48","2007-03-13",23.809999
"49","2007-03-14",23.17
"50","2007-03-15",23.309999
"51","2007-03-16",22.889999
"52","2007-03-19",23.190001
"53","2007-03-20",23.5
"54","2007-03-21",23.440001
"55","2007-03-22",23.5
"56","2007-03-23",24.84
"57","2007-03-26",24.99
"58","2007-03-27",24.700001
"59","2007-03-28",24.02
"60","2007-03-29",23.43
"61","2007-03-30",24.75
"62","2007-04-02",26.33
"63","2007-04-03",25.83
"64","2007-04-04",25.75
"65","2007-04-05",25.709999
"66","2007-04-09",26.209999
"67","2007-04-10",25.66
"68","2007-04-11",25.75
"69","2007-04-12",25.98
"70","2007-04-13",27.02
"71","2007-04-16",27.51
"72","2007-04-17",27.280001
"73","2007-04-18",26.780001
"74","2007-04-19",26.620001
"75","2007-04-20",26.450001
"76","2007-04-23",26.049999
"77","2007-04-24",25.73
"78","2007-04-25",25.799999
"79","2007-04-26",25.4
"80","2007-04-27",26.309999
"81","2007-04-30",25.950001
"82","2007-05-01",25.639999
"83","2007-05-02",25.4
"84","2007-05-03",25.66
"85","2007-05-04",25.93
"86","2007-05-07",25.959999
"87","2007-05-08",26.469999
"88","2007-05-09",26.66
"89","2007-05-10",25.52
"90","2007-05-11",25.51
"91","2007-05-14",25.389999
"92","2007-05-15",25.459999
"93","2007-05-16",25.209999
"94","2007-05-17",25.360001
"95","2007-05-18",25.02
"96","2007-05-21",26.09
"97","2007-05-22",26.299999
"98","2007-05-23",26.709999
"99","2007-05-24",26.629999
"100","2007-05-25",27.049999
"101","2007-05-29",28.870001
"102","2007-05-30",29.16
"103","2007-05-31",30.35
"104","2007-06-01",31.120001
"105","2007-06-04",30.1
"106","2007-06-05",30.02
"107","2007-06-06",28.99
"108","2007-06-07",28.389999
"109","2007-06-08",28.450001
"110","2007-06-11",28.08
"111","2007-06-12",27.639999
"112","2007-06-13",29.52
"113","2007-06-14",30.32
"114","2007-06-15",30.049999
"115","2007-06-18",28.98
"116","2007-06-19",29.52
"117","2007-06-20",29.02
"118","2007-06-21",28.4
"119","2007-06-22",27.65
"120","2007-06-25",28.5
"121","2007-06-26",28.59
"122","2007-06-27",29.42
"123","2007-06-28",28.639999
"124","2007-06-29",28.559999
"125","2007-07-02",29.24
"126","2007-07-03",28.98
"127","2007-07-05",29.75
"128","2007-07-06",29.91
"129","2007-07-09",29.969999
"130","2007-07-10",29.75
"131","2007-07-11",29.940001
"132","2007-07-12",30.01
"133","2007-07-13",29.84
"134","2007-07-16",31.24
"135","2007-07-17",30.719999
"136","2007-07-18",29.950001
"137","2007-07-19",29.91
"138","2007-07-20",29.49
"139","2007-07-23",29.110001
"140","2007-07-24",28.51
"141","2007-07-25",27.889999
"142","2007-07-26",27.219999
"143","2007-07-27",26.799999
"144","2007-07-30",26.23
"145","2007-07-31",25.370001
"146","2007-08-01",22.459999
"147","2007-08-02",22.879999
"148","2007-08-03",22.66
"149","2007-08-06",22.690001
"150","2007-08-07",22.35
"151","2007-08-08",23.559999
"152","2007-08-09",23.129999
"153","2007-08-10",22.5
"154","2007-08-13",24.59
"155","2007-08-14",23.33
"156","2007-08-15",22.440001
"157","2007-08-16",22.040001
"158","2007-08-17",23.450001
"159","2007-08-20",24.15
"160","2007-08-21",24.43
"161","2007-08-22",24.98
"162","2007-08-23",24.66
"163","2007-08-24",25.040001
"164","2007-08-27",25.35
"165","2007-08-28",24.35
"166","2007-08-29",24.85
