"","date","APPF"
"73","2015-10-08",18.5
"74","2015-10-09",19.639999
"75","2015-10-12",19.52
"76","2015-10-13",19.540001
"77","2015-10-14",18.99
"78","2015-10-15",19
"79","2015-10-16",18.950001
"80","2015-10-19",18.9
"81","2015-10-20",18.879999
"82","2015-10-21",17.68
"83","2015-10-22",17.9
"84","2015-10-23",18.040001
"85","2015-10-26",18.200001
"86","2015-10-27",17.1
"87","2015-10-28",17.76
"88","2015-10-29",17.629999
"89","2015-10-30",17.51
"90","2015-11-02",18.219999
"91","2015-11-03",17.76
"92","2015-11-04",17.58
"93","2015-11-05",16.85
"94","2015-11-06",17.17
"95","2015-11-09",17.719999
"96","2015-11-10",16.459999
"97","2015-11-11",15.63
"98","2015-11-12",15.44
"99","2015-11-13",15.39
"100","2015-11-16",15.65
"101","2015-11-17",15.91
"102","2015-11-18",15.99
"103","2015-11-19",15.83
"104","2015-11-20",15.79
"105","2015-11-23",15.91
"106","2015-11-24",15.99
"107","2015-11-25",16.639999
"108","2015-11-27",16.75
"109","2015-11-30",16.389999
"110","2015-12-01",16.66
"111","2015-12-02",15.96
"112","2015-12-03",15.57
"113","2015-12-04",15.67
"114","2015-12-07",15.64
"115","2015-12-08",15.46
"116","2015-12-09",15.51
"117","2015-12-10",15.49
"118","2015-12-11",15.35
"119","2015-12-14",15.37
"120","2015-12-15",15.43
"121","2015-12-16",15.41
"122","2015-12-17",15.29
"123","2015-12-18",15.25
"124","2015-12-21",15.41
"125","2015-12-22",15.45
"126","2015-12-23",16.43
"127","2015-12-24",16.77
"128","2015-12-28",16.690001
"129","2015-12-29",15.42
"130","2015-12-30",14.64
"131","2015-12-31",14.6
"132","2016-01-04",13.96
"133","2016-01-05",13.95
"134","2016-01-06",13.94
"135","2016-01-07",13.61
"136","2016-01-08",13.7
"137","2016-01-11",13.43
"138","2016-01-12",13.01
"139","2016-01-13",12.83
"140","2016-01-14",13.08
"141","2016-01-15",13.2
"142","2016-01-19",13.13
"143","2016-01-20",13.2
"144","2016-01-21",13.24
"145","2016-01-22",13.79
"146","2016-01-25",13.2
"147","2016-01-26",13.22
"148","2016-01-27",13.14
"149","2016-01-28",13.21
"150","2016-01-29",13.4
"151","2016-02-01",13.13
"152","2016-02-02",13.02
"153","2016-02-03",13.06
"154","2016-02-04",13.39
"155","2016-02-05",13.09
"156","2016-02-08",13.02
"157","2016-02-09",12.95
"158","2016-02-10",12.76
"159","2016-02-11",12.75
"160","2016-02-12",12.95
"161","2016-02-16",13.94
"162","2016-02-17",14.33
"163","2016-02-18",14.72
"164","2016-02-19",14.22
"165","2016-02-22",13.86
"166","2016-02-23",12.16
"167","2016-02-24",11.98
"168","2016-02-25",11.99
"169","2016-02-26",11.77
"170","2016-02-29",11.7
"171","2016-03-01",11.81
"172","2016-03-02",11.82
"173","2016-03-03",11.63
"174","2016-03-04",11.58
"175","2016-03-07",11.72
"176","2016-03-08",11.61
"177","2016-03-09",11.69
"178","2016-03-10",11.62
"179","2016-03-11",11.81
"180","2016-03-14",11.92
"181","2016-03-15",11.96
"182","2016-03-16",11.96
"183","2016-03-17",11.98
"184","2016-03-18",12.12
"185","2016-03-21",11.79
"186","2016-03-22",11.89
"187","2016-03-23",12.09
"188","2016-03-24",12
"189","2016-03-28",12.12
"190","2016-03-29",12.23
"191","2016-03-30",12.23
"192","2016-03-31",12.24
"193","2016-04-01",12.19
"194","2016-04-04",12.19
"195","2016-04-05",12.16
"196","2016-04-06",12.18
"197","2016-04-07",12.22
"198","2016-04-08",12.3
"199","2016-04-11",12.3
"200","2016-04-12",12.37
"201","2016-04-13",12.37
"202","2016-04-14",12.35
"203","2016-04-15",12.31
"204","2016-04-18",12.64
"205","2016-04-19",12.97
"206","2016-04-20",13.02
"207","2016-04-21",12.95
"208","2016-04-22",12.87
"209","2016-04-25",12.6
"210","2016-04-26",13.1
"211","2016-04-27",13.15
"212","2016-04-28",12.78
"213","2016-04-29",12.54
"214","2016-05-02",12.69
"215","2016-05-03",12.36
"216","2016-05-04",12.3
"217","2016-05-05",12.22
"218","2016-05-06",12.41
"219","2016-05-09",12.35
"220","2016-05-10",12.5
"221","2016-05-11",12.48
"222","2016-05-12",12.52
"223","2016-05-13",12.7
"224","2016-05-16",12.55
"225","2016-05-17",12.93
"226","2016-05-18",13.34
"227","2016-05-19",13.08
"228","2016-05-20",13.43
"229","2016-05-23",13.51
"230","2016-05-24",13.6
"231","2016-05-25",13.67
"232","2016-05-26",13.54
"233","2016-05-27",13.81
"234","2016-05-31",14
"235","2016-06-01",14.19
"236","2016-06-02",14.32
"237","2016-06-03",14.6
"238","2016-06-06",15.01
"239","2016-06-07",14.91
"240","2016-06-08",14.95
"241","2016-06-09",15.08
"242","2016-06-10",14.8
"243","2016-06-13",15.09
"244","2016-06-14",14.55
"245","2016-06-15",14.31
"246","2016-06-16",14.46
"247","2016-06-17",15.03
"248","2016-06-20",14.66
"249","2016-06-21",14.62
"250","2016-06-22",14.47
"251","2016-06-23",14.75
"252","2016-06-24",13.98
"253","2016-06-27",13.46
"254","2016-06-28",13.67
"255","2016-06-29",13.92
"256","2016-06-30",14.46
"257","2016-07-01",14.56
"258","2016-07-05",14.33
"259","2016-07-06",14.27
"260","2016-07-07",14.31
"261","2016-07-08",14.62
"262","2016-07-11",14.62
"263","2016-07-12",14.98
"264","2016-07-13",14.92
"265","2016-07-14",14.81
"266","2016-07-15",15.06
"267","2016-07-18",15.17
"268","2016-07-19",15.35
"269","2016-07-20",15.19
"270","2016-07-21",15.27
"271","2016-07-22",15.24
"272","2016-07-25",14.97
"273","2016-07-26",15.38
"274","2016-07-27",16.120001
"275","2016-07-28",16.07
"276","2016-07-29",16.08
"277","2016-08-01",16.15
"278","2016-08-02",16.110001
"279","2016-08-03",16.690001
"280","2016-08-04",16.65
"281","2016-08-05",16.799999
"282","2016-08-08",16.93
"283","2016-08-09",17.99
"284","2016-08-10",17.98
"285","2016-08-11",18.190001
"286","2016-08-12",18.190001
"287","2016-08-15",18.15
"288","2016-08-16",18.23
"289","2016-08-17",18.24
"290","2016-08-18",18.280001
"291","2016-08-19",18.190001
"292","2016-08-22",18.290001
"293","2016-08-23",18.32
"294","2016-08-24",18.42
"295","2016-08-25",18.5
"296","2016-08-26",18.5
"297","2016-08-29",18.68
"298","2016-08-30",18.620001
"299","2016-08-31",18.42
"300","2016-09-01",18.35
"301","2016-09-02",18.450001
"302","2016-09-06",18.620001
"303","2016-09-07",18.889999
"304","2016-09-08",18.940001
"305","2016-09-09",18.34
"306","2016-09-12",18.98
"307","2016-09-13",18.629999
"308","2016-09-14",19.74
"309","2016-09-15",19.65
"310","2016-09-16",19.190001
"311","2016-09-19",18.99
"312","2016-09-20",19.469999
"313","2016-09-21",19.6
"314","2016-09-22",19.639999
"315","2016-09-23",19.66
"316","2016-09-26",19.17
"317","2016-09-27",19.389999
"318","2016-09-28",19.639999
"319","2016-09-29",19.110001
"320","2016-09-30",19.440001
"321","2016-10-03",18.73
"322","2016-10-04",19.040001
"323","2016-10-05",18.93
"324","2016-10-06",19.040001
"325","2016-10-07",19
"326","2016-10-10",19.049999
"327","2016-10-11",18.780001
"328","2016-10-12",18.860001
"329","2016-10-13",18.68
"330","2016-10-14",19.02
"331","2016-10-17",18.9
"332","2016-10-18",19.01
"333","2016-10-19",19.139999
"334","2016-10-20",19.08
"335","2016-10-21",19.07
"336","2016-10-24",19.200001
"337","2016-10-25",19.049999
"338","2016-10-26",19.09
"339","2016-10-27",19
"340","2016-10-28",19.01
"341","2016-10-31",19.049999
"342","2016-11-01",19
"343","2016-11-02",18.9
"344","2016-11-03",18.85
"345","2016-11-04",18.9
"346","2016-11-07",19.1
"347","2016-11-08",19.549999
"348","2016-11-09",19.25
"349","2016-11-10",19.700001
"350","2016-11-11",22
"351","2016-11-14",21.549999
"352","2016-11-15",21.475
"353","2016-11-16",21.85
"354","2016-11-17",21.549999
"355","2016-11-18",21.6
"356","2016-11-21",21.799999
"357","2016-11-22",22
"358","2016-11-23",22
"359","2016-11-25",21.5
"360","2016-11-28",22.049999
"361","2016-11-29",21.9
"362","2016-11-30",21.9
"363","2016-12-01",21.450001
"364","2016-12-02",21
"365","2016-12-05",21.75
"366","2016-12-06",21.9
"367","2016-12-07",21.85
"368","2016-12-08",21.950001
"369","2016-12-09",22.200001
"370","2016-12-12",21.9
"371","2016-12-13",21.950001
"372","2016-12-14",22.1
"373","2016-12-15",22.25
"374","2016-12-16",22.700001
"375","2016-12-19",22.950001
"376","2016-12-20",23.9
"377","2016-12-21",24
"378","2016-12-22",23.700001
"379","2016-12-23",23.549999
"380","2016-12-27",23.4
"381","2016-12-28",23.299999
"382","2016-12-29",23.85
"383","2016-12-30",23.85
"384","2017-01-03",23
"385","2017-01-04",22.5
"386","2017-01-05",22.4
"387","2017-01-06",22.35
"388","2017-01-09",22.299999
"389","2017-01-10",22.450001
"390","2017-01-11",22.450001
"391","2017-01-12",22.4
"392","2017-01-13",22.4
"393","2017-01-17",21.9
"394","2017-01-18",22.25
"395","2017-01-19",22.1
"396","2017-01-20",22.700001
"397","2017-01-23",22.85
"398","2017-01-24",22.75
"399","2017-01-25",22.950001
"400","2017-01-26",22.9
"401","2017-01-27",23.15
"402","2017-01-30",22.9
"403","2017-01-31",22.65
"404","2017-02-01",22.9
"405","2017-02-02",22.75
"406","2017-02-03",23
"407","2017-02-06",23.85
"408","2017-02-07",23.9
"409","2017-02-08",23.799999
"410","2017-02-09",24.75
"411","2017-02-10",24
"412","2017-02-13",24.049999
"413","2017-02-14",24
"414","2017-02-15",23.700001
"415","2017-02-16",23.700001
"416","2017-02-17",23.799999
"417","2017-02-21",23.700001
"418","2017-02-22",23.85
"419","2017-02-23",23.65
"420","2017-02-24",23.799999
"421","2017-02-27",25.049999
"422","2017-02-28",24.85
"423","2017-03-01",24.950001
"424","2017-03-02",24.5
"425","2017-03-03",23.950001
"426","2017-03-06",23.75
"427","2017-03-07",23.6
"428","2017-03-08",24.4
"429","2017-03-09",24.1
"430","2017-03-10",24.200001
"431","2017-03-13",24.4
"432","2017-03-14",24.5
"433","2017-03-15",25.1
"434","2017-03-16",25.049999
"435","2017-03-17",25.950001
"436","2017-03-20",25.200001
"437","2017-03-21",24.450001
"438","2017-03-22",24.200001
"439","2017-03-23",25.5
"440","2017-03-24",25.700001
"441","2017-03-27",26
"442","2017-03-28",26.049999
"443","2017-03-29",26.15
"444","2017-03-30",27.5
"445","2017-03-31",27.200001
"446","2017-04-03",27.450001
"447","2017-04-04",27.15
"448","2017-04-05",25.9
"449","2017-04-06",25.799999
"450","2017-04-07",26
"451","2017-04-10",25.700001
"452","2017-04-11",26
"453","2017-04-12",25.65
"454","2017-04-13",25.4
"455","2017-04-17",25.299999
"456","2017-04-18",25.450001
"457","2017-04-19",25.700001
"458","2017-04-20",25.9
"459","2017-04-21",26.049999
"460","2017-04-24",26.4
"461","2017-04-25",26.4
"462","2017-04-26",26.6
"463","2017-04-27",27.25
"464","2017-04-28",26.549999
"465","2017-05-01",26.1
"466","2017-05-02",26.25
"467","2017-05-03",26.1
"468","2017-05-04",26
"469","2017-05-05",26
"470","2017-05-08",26.9
"471","2017-05-09",28.049999
"472","2017-05-10",28
"473","2017-05-11",28.25
"474","2017-05-12",28.1
"475","2017-05-15",28.25
"476","2017-05-16",28.450001
"477","2017-05-17",27.65
"478","2017-05-18",27.950001
"479","2017-05-19",27.85
"480","2017-05-22",27.85
"481","2017-05-23",27.700001
"482","2017-05-24",27.700001
"483","2017-05-25",27.85
"484","2017-05-26",28.4
"485","2017-05-30",28.5
"486","2017-05-31",28.65
"487","2017-06-01",29.9
"488","2017-06-02",30.950001
"489","2017-06-05",32
"490","2017-06-06",31.700001
"491","2017-06-07",31.450001
"492","2017-06-08",31.4
"493","2017-06-09",31
"494","2017-06-12",31.700001
"495","2017-06-13",31.4
"496","2017-06-14",31.4
"497","2017-06-15",31.450001
"498","2017-06-16",31.799999
"499","2017-06-19",32.349998
"500","2017-06-20",32.599998
"501","2017-06-21",32.400002
"502","2017-06-22",32.549999
"503","2017-06-23",33.450001
"504","2017-06-26",34
"505","2017-06-27",33.299999
"506","2017-06-28",34.150002
"507","2017-06-29",32.450001
"508","2017-06-30",32.599998
"509","2017-07-03",31.450001
"510","2017-07-05",31.799999
"511","2017-07-06",31.549999
"512","2017-07-07",32.150002
"513","2017-07-10",32.724998
"514","2017-07-11",32.5
"515","2017-07-12",32.900002
"516","2017-07-13",33.049999
"517","2017-07-14",33.450001
"518","2017-07-17",34.299999
"519","2017-07-18",34.650002
"520","2017-07-19",34.950001
"521","2017-07-20",35.799999
"522","2017-07-21",35.299999
"523","2017-07-24",35.450001
"524","2017-07-25",35.349998
"525","2017-07-26",35.299999
"526","2017-07-27",35.400002
"527","2017-07-28",35.599998
"528","2017-07-31",34.950001
"529","2017-08-01",35
"530","2017-08-02",34.549999
"531","2017-08-03",34.450001
"532","2017-08-04",35
"533","2017-08-07",35.25
"534","2017-08-08",37.799999
"535","2017-08-09",36.650002
"536","2017-08-10",35.799999
"537","2017-08-11",36
"538","2017-08-14",37.200001
"539","2017-08-15",38.150002
"540","2017-08-16",39
"541","2017-08-17",40.049999
"542","2017-08-18",41.099998
"543","2017-08-21",40.650002
"544","2017-08-22",42.200001
"545","2017-08-23",41.700001
"546","2017-08-24",41.799999
"547","2017-08-25",41.799999
"548","2017-08-28",42
"549","2017-08-29",41.400002
"550","2017-08-30",42.200001
"551","2017-08-31",42.900002
"552","2017-09-01",43
"553","2017-09-05",43.049999
"554","2017-09-06",43.549999
"555","2017-09-07",44.700001
"556","2017-09-08",43.950001
"557","2017-09-11",45.349998
"558","2017-09-12",45.099998
"559","2017-09-13",44.5
"560","2017-09-14",44.299999
"561","2017-09-15",44.700001
"562","2017-09-18",44.900002
"563","2017-09-19",45
"564","2017-09-20",45.400002
"565","2017-09-21",46.049999
"566","2017-09-22",46.150002
"567","2017-09-25",46.099998
"568","2017-09-26",46.5
"569","2017-09-27",48
"570","2017-09-28",47.049999
"571","2017-09-29",47.950001
"572","2017-10-02",48.799999
"573","2017-10-03",49.549999
"574","2017-10-04",49.549999
"575","2017-10-05",49.849998
"576","2017-10-06",50.299999
"577","2017-10-09",51.099998
"578","2017-10-10",50.900002
"579","2017-10-11",51.650002
"580","2017-10-12",50.799999
"581","2017-10-13",50.700001
"582","2017-10-16",50.900002
"583","2017-10-17",50.400002
"584","2017-10-18",50
"585","2017-10-19",49.549999
"586","2017-10-20",49.150002
"587","2017-10-23",48.75
"588","2017-10-24",48.25
"589","2017-10-25",46.799999
"590","2017-10-26",45.75
"591","2017-10-27",46.349998
"592","2017-10-30",45.650002
"593","2017-10-31",45.900002
"594","2017-11-01",45.099998
"595","2017-11-02",45.5
"596","2017-11-03",45.799999
"597","2017-11-06",46.450001
"598","2017-11-07",42.099998
"599","2017-11-08",41.549999
"600","2017-11-09",41.5
"601","2017-11-10",41.900002
"602","2017-11-13",41.849998
"603","2017-11-14",43.400002
"604","2017-11-15",42.5
"605","2017-11-16",43.549999
"606","2017-11-17",43.650002
"607","2017-11-20",44.849998
"608","2017-11-21",44.700001
"609","2017-11-22",43.75
"610","2017-11-24",44.200001
"611","2017-11-27",43.5
"612","2017-11-28",43.849998
"613","2017-11-29",42.599998
"614","2017-11-30",43.150002
"615","2017-12-01",41.849998
"616","2017-12-04",39.849998
"617","2017-12-05",41.049999
"618","2017-12-06",40.650002
"619","2017-12-07",41.349998
"620","2017-12-08",41.549999
"621","2017-12-11",41.650002
"622","2017-12-12",41.099998
"623","2017-12-13",41.799999
"624","2017-12-14",41
"625","2017-12-15",42.200001
"626","2017-12-18",42.549999
"627","2017-12-19",42
"628","2017-12-20",41.849998
"629","2017-12-21",41.700001
"630","2017-12-22",41.150002
"631","2017-12-26",41.049999
"632","2017-12-27",41.450001
"633","2017-12-28",41.150002
"634","2017-12-29",41.5
"635","2018-01-02",41.200001
"636","2018-01-03",42.150002
"637","2018-01-04",42.5
"638","2018-01-05",42.150002
"639","2018-01-08",42
"640","2018-01-09",41
"641","2018-01-10",40.650002
"642","2018-01-11",40.950001
"643","2018-01-12",42.549999
"644","2018-01-16",42
"645","2018-01-17",42.700001
"646","2018-01-18",42.700001
"647","2018-01-19",44.950001
"648","2018-01-22",44.049999
"649","2018-01-23",45.049999
"650","2018-01-24",43.450001
"651","2018-01-25",43.450001
"652","2018-01-26",43.650002
"653","2018-01-29",43.400002
"654","2018-01-30",42.25
"655","2018-01-31",42.349998
"656","2018-02-01",42.849998
"657","2018-02-02",40.900002
"658","2018-02-05",39.25
"659","2018-02-06",40.099998
"660","2018-02-07",40.099998
"661","2018-02-08",39.049999
"662","2018-02-09",39.799999
"663","2018-02-12",40.599998
"664","2018-02-13",40.450001
"665","2018-02-14",40.900002
"666","2018-02-15",40.849998
"667","2018-02-16",42.5
"668","2018-02-20",42.450001
"669","2018-02-21",43.200001
"670","2018-02-22",43.25
"671","2018-02-23",44.400002
"672","2018-02-26",45.25
"673","2018-02-27",39.900002
"674","2018-02-28",40.099998
"675","2018-03-01",39.900002
"676","2018-03-02",40.25
"677","2018-03-05",40.25
"678","2018-03-06",40.950001
"679","2018-03-07",41.25
"680","2018-03-08",40.799999
"681","2018-03-09",42
"682","2018-03-12",41.450001
"683","2018-03-13",41.150002
"684","2018-03-14",41.349998
"685","2018-03-15",41.049999
"686","2018-03-16",41.150002
"687","2018-03-19",40.599998
"688","2018-03-20",42.099998
"689","2018-03-21",41.549999
"690","2018-03-22",40.5
"691","2018-03-23",40.400002
"692","2018-03-26",40.799999
"693","2018-03-27",39.549999
"694","2018-03-28",39.549999
"695","2018-03-29",40.849998
"696","2018-04-02",39.849998
"697","2018-04-03",39.900002
"698","2018-04-04",40
"699","2018-04-05",40.849998
"700","2018-04-06",40.75
"701","2018-04-09",41.75
"702","2018-04-10",42.700001
"703","2018-04-11",43.400002
"704","2018-04-12",44.299999
"705","2018-04-13",44.099998
"706","2018-04-16",44.599998
"707","2018-04-17",46.650002
"708","2018-04-18",48.400002
"709","2018-04-19",50.299999
"710","2018-04-20",48.5
"711","2018-04-23",47.900002
"712","2018-04-24",47.400002
"713","2018-04-25",47.599998
"714","2018-04-26",47.450001
"715","2018-04-27",47.75
"716","2018-04-30",47.950001
"717","2018-05-01",49.25
"718","2018-05-02",52.700001
"719","2018-05-03",52.450001
"720","2018-05-04",54.049999
"721","2018-05-07",54.200001
"722","2018-05-08",55.5
"723","2018-05-09",57.099998
"724","2018-05-10",56.849998
"725","2018-05-11",56.849998
"726","2018-05-14",55.950001
"727","2018-05-15",57.049999
"728","2018-05-16",58.299999
"729","2018-05-17",57.599998
"730","2018-05-18",57.799999
"731","2018-05-21",54.25
"732","2018-05-22",54.099998
"733","2018-05-23",54.799999
"734","2018-05-24",55.150002
"735","2018-05-25",56
"736","2018-05-29",57.450001
"737","2018-05-30",58.150002
"738","2018-05-31",59.200001
"739","2018-06-01",60.049999
"740","2018-06-04",61
"741","2018-06-05",62.75
"742","2018-06-06",62.799999
"743","2018-06-07",59.75
"744","2018-06-08",59.849998
"745","2018-06-11",61.150002
"746","2018-06-12",62.5
"747","2018-06-13",63.349998
"748","2018-06-14",65.349998
"749","2018-06-15",65.25
"750","2018-06-18",66.5
"751","2018-06-19",66.900002
"752","2018-06-20",66.5
"753","2018-06-21",64.25
"754","2018-06-22",63.150002
"755","2018-06-25",62.25
"756","2018-06-26",63.049999
"757","2018-06-27",61.049999
"758","2018-06-28",61.049999
"759","2018-06-29",61.150002
"760","2018-07-02",62.25
"761","2018-07-03",61.75
"762","2018-07-05",62.25
"763","2018-07-06",62.400002
"764","2018-07-09",63.099998
"765","2018-07-10",61.599998
"766","2018-07-11",61.549999
"767","2018-07-12",62.75
"768","2018-07-13",63
"769","2018-07-16",62.950001
"770","2018-07-17",65.449997
"771","2018-07-18",64.5
"772","2018-07-19",66.349998
"773","2018-07-20",65.75
"774","2018-07-23",66.699997
"775","2018-07-24",65.5
"776","2018-07-25",66.800003
"777","2018-07-26",67.75
"778","2018-07-27",64.849998
"779","2018-07-30",61.849998
"780","2018-07-31",72.199997
"781","2018-08-01",75.949997
"782","2018-08-02",76.849998
"783","2018-08-03",74.599998
"784","2018-08-06",75.400002
"785","2018-08-07",74.949997
"786","2018-08-08",74.75
"787","2018-08-09",76.199997
"788","2018-08-10",76.300003
"789","2018-08-13",77.199997
"790","2018-08-14",77.800003
"791","2018-08-15",77.599998
"792","2018-08-16",77.800003
"793","2018-08-17",77.150002
"794","2018-08-20",76.449997
"795","2018-08-21",77.5
"796","2018-08-22",78.050003
"797","2018-08-23",78.949997
"798","2018-08-24",80.900002
"799","2018-08-27",82.199997
"800","2018-08-28",81.75
"801","2018-08-29",81.900002
"802","2018-08-30",84.349998
"803","2018-08-31",85.400002
"804","2018-09-04",88.25
"805","2018-09-05",85.900002
"806","2018-09-06",85.550003
"807","2018-09-07",85.900002
"808","2018-09-10",88.900002
"809","2018-09-11",89.099998
"810","2018-09-12",88.349998
"811","2018-09-13",90.849998
"812","2018-09-14",88.849998
"813","2018-09-17",85.900002
"814","2018-09-18",86.699997
"815","2018-09-19",83.800003
"816","2018-09-20",82.75
"817","2018-09-21",80.550003
"818","2018-09-24",81.25
"819","2018-09-25",82.349998
"820","2018-09-26",80
"821","2018-09-27",79.5
"822","2018-09-28",78.400002
"823","2018-10-01",76.019997
"824","2018-10-02",74.029999
"825","2018-10-03",74.970001
"826","2018-10-04",72.449997
"827","2018-10-05",71.419998
"828","2018-10-08",67.93
"829","2018-10-09",67
"830","2018-10-10",63.380001
"831","2018-10-11",62.639999
"832","2018-10-12",64.93
"833","2018-10-15",63.240002
"834","2018-10-16",65.599998
"835","2018-10-17",65.5
"836","2018-10-18",63.349998
"837","2018-10-19",60.07
"838","2018-10-22",61
"839","2018-10-23",60.470001
"840","2018-10-24",57.150002
"841","2018-10-25",59.029999
"842","2018-10-26",58.139999
"843","2018-10-29",59.810001
"844","2018-10-30",54.360001
"845","2018-10-31",57.099998
"846","2018-11-01",58.869999
"847","2018-11-02",57.939999
"848","2018-11-05",57.810001
"849","2018-11-06",58.23
"850","2018-11-07",60.299999
"851","2018-11-08",59.450001
"852","2018-11-09",59.490002
"853","2018-11-12",57.970001
"854","2018-11-13",57.150002
"855","2018-11-14",57.200001
"856","2018-11-15",58.27
"857","2018-11-16",57.849998
"858","2018-11-19",55.560001
"859","2018-11-20",55.810001
"860","2018-11-21",57.02
"861","2018-11-23",56.869999
"862","2018-11-26",58.310001
"863","2018-11-27",57
"864","2018-11-28",61.200001
"865","2018-11-29",61.82
"866","2018-11-30",61.290001
"867","2018-12-03",61.77
"868","2018-12-04",60.299999
"869","2018-12-06",60.779999
"870","2018-12-07",60.07
"871","2018-12-10",60.580002
"872","2018-12-11",60.68
"873","2018-12-12",61.310001
"874","2018-12-13",60.360001
"875","2018-12-14",60.240002
"876","2018-12-17",56.040001
"877","2018-12-18",59.07
"878","2018-12-19",57.959999
"879","2018-12-20",57.099998
"880","2018-12-21",56.169998
"881","2018-12-24",54.5
"882","2018-12-26",57.189999
"883","2018-12-27",57.860001
"884","2018-12-28",57.669998
"885","2018-12-31",59.220001
"886","2019-01-02",59.040001
"887","2019-01-03",56.330002
"888","2019-01-04",57.169998
"889","2019-01-07",59.290001
"890","2019-01-08",59.66
"891","2019-01-09",61.630001
"892","2019-01-10",60.59
"893","2019-01-11",61.240002
"894","2019-01-14",60.07
"895","2019-01-15",61.34
"896","2019-01-16",60.77
"897","2019-01-17",61.450001
"898","2019-01-18",61.889999
"899","2019-01-22",61.240002
"900","2019-01-23",61.900002
"901","2019-01-24",61.990002
"902","2019-01-25",63.369999
"903","2019-01-28",61.209999
"904","2019-01-29",60.189999
"905","2019-01-30",61.139999
"906","2019-01-31",63.310001
"907","2019-02-01",64.150002
"908","2019-02-04",64.099998
"909","2019-02-05",63.689999
"910","2019-02-06",63.139999
"911","2019-02-07",62.369999
"912","2019-02-08",63.689999
"913","2019-02-11",64.300003
"914","2019-02-12",65
"915","2019-02-13",65.059998
"916","2019-02-14",65.629997
"917","2019-02-15",67.75
"918","2019-02-19",67.459999
"919","2019-02-20",68.07
"920","2019-02-21",68.790001
"921","2019-02-22",70.540001
"922","2019-02-25",71.029999
"923","2019-02-26",69.309998
"924","2019-02-27",69.410004
"925","2019-02-28",72.279999
"926","2019-03-01",65.720001
"927","2019-03-04",68.660004
"928","2019-03-05",68.230003
"929","2019-03-06",68.800003
"930","2019-03-07",66.300003
"931","2019-03-08",68.099998
"932","2019-03-11",70.800003
"933","2019-03-12",71.510002
"934","2019-03-13",72.940002
"935","2019-03-14",73.959999
"936","2019-03-15",74.360001
"937","2019-03-18",73.809998
"938","2019-03-19",74.339996
"939","2019-03-20",75.550003
"940","2019-03-21",77.919998
"941","2019-03-22",75.75
"942","2019-03-25",77.639999
"943","2019-03-26",79.470001
"944","2019-03-27",77
"945","2019-03-28",78.370003
"946","2019-03-29",79.400002
"947","2019-04-01",78.559998
"948","2019-04-02",80.099998
"949","2019-04-03",81.459999
"950","2019-04-04",80.32
"951","2019-04-05",81.43
"952","2019-04-08",81.519997
"953","2019-04-09",81.110001
"954","2019-04-10",81.75
"955","2019-04-11",82.449997
"956","2019-04-12",82.699997
"957","2019-04-15",85.029999
"958","2019-04-16",87.5
"959","2019-04-17",88.019997
"960","2019-04-18",88.779999
"961","2019-04-22",92.879997
"962","2019-04-23",94.879997
"963","2019-04-24",94.550003
"964","2019-04-25",94.57
"965","2019-04-26",95.800003
"966","2019-04-29",97.010002
"967","2019-04-30",97.110001
"968","2019-05-01",96.239998
"969","2019-05-02",97.040001
"970","2019-05-03",93.760002
"971","2019-05-06",95.065002
