"","date","NBLX"
"1","2016-09-15",26.200001
"2","2016-09-16",26.26
"3","2016-09-19",26.4
"4","2016-09-20",26.32
"5","2016-09-21",26.41
"6","2016-09-22",26.74
"7","2016-09-23",26.9
"8","2016-09-26",27.5
"9","2016-09-27",27.200001
"10","2016-09-28",27.82
"11","2016-09-29",27.620001
"12","2016-09-30",27.9
"13","2016-10-03",27.58
"14","2016-10-04",27.790001
"15","2016-10-05",27.809999
"16","2016-10-06",27.799999
"17","2016-10-07",27.709999
"18","2016-10-10",28.41
"19","2016-10-11",28.389999
"20","2016-10-12",29.07
"21","2016-10-13",28.76
"22","2016-10-14",29.25
"23","2016-10-17",30.5
"24","2016-10-18",30.42
"25","2016-10-19",29.85
"26","2016-10-20",30.040001
"27","2016-10-21",30.200001
"28","2016-10-24",31
"29","2016-10-25",30.700001
"30","2016-10-26",30.639999
"31","2016-10-27",31.18
"32","2016-10-28",30.5
"33","2016-10-31",30
"34","2016-11-01",28.99
"35","2016-11-02",29.959999
"36","2016-11-03",29.860001
"37","2016-11-04",29.889999
"38","2016-11-07",30.16
"39","2016-11-08",29.57
"40","2016-11-09",29.93
"41","2016-11-10",29.559999
"42","2016-11-11",29.610001
"43","2016-11-14",29.77
"44","2016-11-15",30.85
"45","2016-11-16",32.049999
"46","2016-11-17",32.169998
"47","2016-11-18",32.360001
"48","2016-11-21",31.93
"49","2016-11-22",32.669998
"50","2016-11-23",32.720001
"51","2016-11-25",33.98
"52","2016-11-28",33.400002
"53","2016-11-29",32.779999
"54","2016-11-30",32.07
"55","2016-12-01",32.290001
"56","2016-12-02",32.150002
"57","2016-12-05",31.959999
"58","2016-12-06",33.610001
"59","2016-12-07",34.52
"60","2016-12-08",34.549999
"61","2016-12-09",35.110001
"62","2016-12-12",36.029999
"63","2016-12-13",38.310001
"64","2016-12-14",36.66
"65","2016-12-15",36.259998
"66","2016-12-16",36.130001
"67","2016-12-19",37.139999
"68","2016-12-20",36.400002
"69","2016-12-21",36.27
"70","2016-12-22",36.939999
"71","2016-12-23",36.93
"72","2016-12-27",36.619999
"73","2016-12-28",36.939999
"74","2016-12-29",36.648998
"75","2016-12-30",36
"76","2017-01-03",36.639999
"77","2017-01-04",36.619999
"78","2017-01-05",36.970001
"79","2017-01-06",37.990002
"80","2017-01-09",37.950001
"81","2017-01-10",37.936001
"82","2017-01-11",37.84
"83","2017-01-12",38.23
"84","2017-01-13",38.07
"85","2017-01-17",42.349998
"86","2017-01-18",41.75
"87","2017-01-19",42.77
"88","2017-01-20",43.049999
"89","2017-01-23",43.009998
"90","2017-01-24",44
"91","2017-01-25",43
"92","2017-01-26",43.52
"93","2017-01-27",42.98
"94","2017-01-30",42.91
"95","2017-01-31",43.419998
"96","2017-02-01",44.02
"97","2017-02-02",44.669998
"98","2017-02-03",45.599998
"99","2017-02-06",46.52
"100","2017-02-07",47.470001
"101","2017-02-08",46.200001
"102","2017-02-09",46.369999
"103","2017-02-10",46
"104","2017-02-13",46.57
"105","2017-02-14",46.849998
"106","2017-02-15",48.299999
"107","2017-02-16",48.970001
"108","2017-02-17",48.599998
"109","2017-02-21",49.240002
"110","2017-02-22",49.099998
"111","2017-02-23",48.68
"112","2017-02-24",49.07
"113","2017-02-27",48.619999
"114","2017-02-28",48.599998
"115","2017-03-01",51.310001
"116","2017-03-02",52.009998
"117","2017-03-03",51.630001
"118","2017-03-06",49.5
"119","2017-03-07",49.75
"120","2017-03-08",48.349998
"121","2017-03-09",46.560001
"122","2017-03-10",47.93
