"","date","ED"
"1","2007-01-03",48.389999
"2","2007-01-04",48.310001
"3","2007-01-05",47.630001
"4","2007-01-08",47.560001
"5","2007-01-09",47.700001
"6","2007-01-10",47.810001
"7","2007-01-11",47.75
"8","2007-01-12",47.360001
"9","2007-01-16",47.529999
"10","2007-01-17",47.599998
"11","2007-01-18",47.630001
"12","2007-01-19",47.740002
"13","2007-01-22",48.25
"14","2007-01-23",48.330002
"15","2007-01-24",48.529999
"16","2007-01-25",48.029999
"17","2007-01-26",48.099998
"18","2007-01-29",47.939999
"19","2007-01-30",47.93
"20","2007-01-31",48.279999
"21","2007-02-01",48.400002
"22","2007-02-02",48.459999
"23","2007-02-05",48.639999
"24","2007-02-06",48.740002
"25","2007-02-07",48.919998
"26","2007-02-08",48.93
"27","2007-02-09",49.029999
"28","2007-02-12",48.419998
"29","2007-02-13",48.720001
"30","2007-02-14",48.810001
"31","2007-02-15",48.580002
"32","2007-02-16",48.720001
"33","2007-02-20",49.02
"34","2007-02-21",48.75
"35","2007-02-22",49.540001
"36","2007-02-23",49.330002
"37","2007-02-26",49.740002
"38","2007-02-27",48.619999
"39","2007-02-28",48.580002
"40","2007-03-01",48.68
"41","2007-03-02",48.080002
"42","2007-03-05",47.560001
"43","2007-03-06",48.169998
"44","2007-03-07",47.990002
"45","2007-03-08",48.439999
"46","2007-03-09",48.400002
"47","2007-03-12",48.490002
"48","2007-03-13",48.040001
"49","2007-03-14",48.48
"50","2007-03-15",48.790001
"51","2007-03-16",48.610001
"52","2007-03-19",49.049999
"53","2007-03-20",49.75
"54","2007-03-21",50.189999
"55","2007-03-22",50.23
"56","2007-03-23",50.419998
"57","2007-03-26",50.93
"58","2007-03-27",50.959999
"59","2007-03-28",50.919998
"60","2007-03-29",51.25
"61","2007-03-30",51.060001
"62","2007-04-02",51.720001
"63","2007-04-03",52
"64","2007-04-04",51.84
"65","2007-04-05",52.049999
"66","2007-04-09",52.139999
"67","2007-04-10",52.259998
"68","2007-04-11",51.799999
"69","2007-04-12",51.75
"70","2007-04-13",51.790001
"71","2007-04-16",51.939999
"72","2007-04-17",52.349998
"73","2007-04-18",52.549999
"74","2007-04-19",51.91
"75","2007-04-20",52
"76","2007-04-23",51.98
"77","2007-04-24",52.16
"78","2007-04-25",52.630001
"79","2007-04-26",52.220001
"80","2007-04-27",51.799999
"81","2007-04-30",51.259998
"82","2007-05-01",51.41
"83","2007-05-02",51.669998
"84","2007-05-03",51.580002
"85","2007-05-04",51.419998
"86","2007-05-07",51.830002
"87","2007-05-08",51.860001
"88","2007-05-09",51.669998
"89","2007-05-10",50.919998
"90","2007-05-11",50.970001
"91","2007-05-14",50.700001
"92","2007-05-15",50.68
"93","2007-05-16",51.43
"94","2007-05-17",50.869999
"95","2007-05-18",50.950001
"96","2007-05-21",51
"97","2007-05-22",50.700001
"98","2007-05-23",49.73
"99","2007-05-24",48.360001
"100","2007-05-25",48.119999
"101","2007-05-29",48.380001
"102","2007-05-30",48.720001
"103","2007-05-31",48.82
"104","2007-06-01",48.48
"105","2007-06-04",48.630001
"106","2007-06-05",47.73
"107","2007-06-06",47.650002
"108","2007-06-07",46.389999
"109","2007-06-08",46.59
"110","2007-06-11",46.52
"111","2007-06-12",46.110001
"112","2007-06-13",47.02
"113","2007-06-14",46.91
"114","2007-06-15",47.369999
"115","2007-06-18",46.93
"116","2007-06-19",46.759998
"117","2007-06-20",45.880001
"118","2007-06-21",45.93
"119","2007-06-22",45.200001
"120","2007-06-25",45.169998
"121","2007-06-26",45.139999
"122","2007-06-27",45.470001
"123","2007-06-28",45.259998
"124","2007-06-29",45.119999
"125","2007-07-02",45.610001
"126","2007-07-03",45.84
"127","2007-07-05",45.619999
"128","2007-07-06",45.209999
"129","2007-07-09",45.310001
"130","2007-07-10",44.91
"131","2007-07-11",45.209999
"132","2007-07-12",45.720001
"133","2007-07-13",46.09
"134","2007-07-16",45.470001
"135","2007-07-17",45.57
"136","2007-07-18",45.73
"137","2007-07-19",46.009998
"138","2007-07-20",45.369999
"139","2007-07-23",45.150002
"140","2007-07-24",44.400002
"141","2007-07-25",45.299999
"142","2007-07-26",44.77
"143","2007-07-27",43.650002
"144","2007-07-30",44.009998
"145","2007-07-31",43.68
"146","2007-08-01",44.939999
"147","2007-08-02",45.459999
"148","2007-08-03",43.869999
"149","2007-08-06",45.73
"150","2007-08-07",47.189999
"151","2007-08-08",47
"152","2007-08-09",46.939999
"153","2007-08-10",47.43
"154","2007-08-13",46.02
"155","2007-08-14",45.68
"156","2007-08-15",45.029999
"157","2007-08-16",45.619999
"158","2007-08-17",45.959999
"159","2007-08-20",46.110001
"160","2007-08-21",46.779999
"161","2007-08-22",47
"162","2007-08-23",46.66
"163","2007-08-24",46.799999
"164","2007-08-27",45.669998
"165","2007-08-28",45.080002
"166","2007-08-29",46.060001
"167","2007-08-30",45.93
"168","2007-08-31",45.939999
"169","2007-09-04",46.419998
"170","2007-09-05",46.220001
"171","2007-09-06",46.200001
"172","2007-09-07",45.540001
"173","2007-09-10",45.529999
"174","2007-09-11",45.869999
"175","2007-09-12",46.029999
"176","2007-09-13",45.919998
"177","2007-09-14",46.259998
"178","2007-09-17",46.07
"179","2007-09-18",46.900002
"180","2007-09-19",47.299999
"181","2007-09-20",47.02
"182","2007-09-21",46.98
"183","2007-09-24",47.040001
"184","2007-09-25",46.82
"185","2007-09-26",47.119999
"186","2007-09-27",46.82
"187","2007-09-28",46.299999
"188","2007-10-01",46.98
"189","2007-10-02",46.970001
"190","2007-10-03",47.099998
"191","2007-10-04",47.240002
"192","2007-10-05",47.27
"193","2007-10-08",47.200001
"194","2007-10-09",47.759998
"195","2007-10-10",47.169998
"196","2007-10-11",46.860001
"197","2007-10-12",46.77
"198","2007-10-15",46.419998
"199","2007-10-16",46.349998
"200","2007-10-17",46.490002
"201","2007-10-18",46.139999
"202","2007-10-19",45.119999
"203","2007-10-22",45.240002
"204","2007-10-23",45.419998
"205","2007-10-24",45.82
"206","2007-10-25",46.389999
"207","2007-10-26",46.669998
"208","2007-10-29",46.509998
"209","2007-10-30",46.549999
"210","2007-10-31",47.09
"211","2007-11-01",46.27
"212","2007-11-02",46.900002
"213","2007-11-05",47.279999
"214","2007-11-06",47.080002
"215","2007-11-07",46.150002
"216","2007-11-08",47.139999
"217","2007-11-09",46.330002
"218","2007-11-12",46.23
"219","2007-11-13",46.82
"220","2007-11-14",46.59
"221","2007-11-15",46.740002
"222","2007-11-16",46.830002
"223","2007-11-19",47.5
"224","2007-11-20",47.900002
"225","2007-11-21",48
"226","2007-11-23",48.450001
"227","2007-11-26",48.5
"228","2007-11-27",48.740002
"229","2007-11-28",48.799999
"230","2007-11-29",48.560001
"231","2007-11-30",48.450001
"232","2007-12-03",48.560001
"233","2007-12-04",49.23
"234","2007-12-05",49.709999
"235","2007-12-06",49.360001
"236","2007-12-07",49.490002
"237","2007-12-10",50.209999
"238","2007-12-11",49.41
"239","2007-12-12",49.709999
"240","2007-12-13",49.950001
"241","2007-12-14",49.259998
"242","2007-12-17",48.580002
"243","2007-12-18",48.900002
"244","2007-12-19",48.439999
"245","2007-12-20",48.389999
"246","2007-12-21",48.639999
"247","2007-12-24",48.560001
"248","2007-12-26",48.330002
"249","2007-12-27",48.32
"250","2007-12-28",48.93
"251","2007-12-31",48.849998
"252","2008-01-02",48.119999
"253","2008-01-03",48.060001
"254","2008-01-04",47.919998
"255","2008-01-07",48.599998
"256","2008-01-08",48.330002
"257","2008-01-09",47.84
"258","2008-01-10",46.619999
"259","2008-01-11",46.919998
"260","2008-01-14",47.52
"261","2008-01-15",46.889999
"262","2008-01-16",46.439999
"263","2008-01-17",44.93
"264","2008-01-18",44.599998
"265","2008-01-22",43.48
"266","2008-01-23",44.919998
"267","2008-01-24",43.650002
"268","2008-01-25",43.27
"269","2008-01-28",43.490002
"270","2008-01-29",43.490002
"271","2008-01-30",43.18
"272","2008-01-31",43.57
"273","2008-02-01",44.380001
"274","2008-02-04",44.77
"275","2008-02-05",43.93
"276","2008-02-06",43.93
"277","2008-02-07",43.669998
"278","2008-02-08",43.369999
"279","2008-02-11",42.57
"280","2008-02-12",42.91
"281","2008-02-13",42.880001
"282","2008-02-14",42.509998
"283","2008-02-15",42.400002
"284","2008-02-19",42.560001
"285","2008-02-20",42.470001
"286","2008-02-21",41.700001
"287","2008-02-22",42.139999
"288","2008-02-25",42.220001
"289","2008-02-26",42.43
"290","2008-02-27",41.900002
"291","2008-02-28",41.400002
"292","2008-02-29",40.889999
"293","2008-03-03",40.98
"294","2008-03-04",41.150002
"295","2008-03-05",41.029999
"296","2008-03-06",40.900002
"297","2008-03-07",40.849998
"298","2008-03-10",40.830002
"299","2008-03-11",41.630001
"300","2008-03-12",41.110001
"301","2008-03-13",40.990002
"302","2008-03-14",40.669998
"303","2008-03-17",40.790001
"304","2008-03-18",41.549999
"305","2008-03-19",40.48
"306","2008-03-20",40.810001
"307","2008-03-24",40.52
"308","2008-03-25",40.25
"309","2008-03-26",39.93
"310","2008-03-27",39.869999
"311","2008-03-28",39.450001
"312","2008-03-31",39.700001
"313","2008-04-01",40.689999
"314","2008-04-02",41.18
"315","2008-04-03",41.23
"316","2008-04-04",41.59
