"","date","ST"
"278","2011-04-14",32.939999
"279","2011-04-15",33.349998
"280","2011-04-18",33.27
"281","2011-04-19",33.09
"282","2011-04-20",32.919998
"283","2011-04-21",33.299999
"284","2011-04-25",33.130001
"285","2011-04-26",33.540001
"286","2011-04-27",35.009998
"287","2011-04-28",35.400002
"288","2011-04-29",35.110001
"289","2011-05-02",35.130001
"290","2011-05-03",34.619999
"291","2011-05-04",34.290001
"292","2011-05-05",34.099998
"293","2011-05-06",34.34
"294","2011-05-09",34.509998
"295","2011-05-10",35.09
"296","2011-05-11",34.950001
"297","2011-05-12",34.810001
"298","2011-05-13",34.630001
"299","2011-05-16",34.509998
"300","2011-05-17",34.32
"301","2011-05-18",35.080002
"302","2011-05-19",35.950001
"303","2011-05-20",35.509998
"304","2011-05-23",34.889999
"305","2011-05-24",34.689999
"306","2011-05-25",35.049999
"307","2011-05-26",35.509998
"308","2011-05-27",35.950001
"309","2011-05-31",36.279999
"310","2011-06-01",35.77
"311","2011-06-02",35.98
"312","2011-06-03",35.5
"313","2011-06-06",35.880001
"314","2011-06-07",35.91
"315","2011-06-08",35.48
"316","2011-06-09",35.16
"317","2011-06-10",33.689999
"318","2011-06-13",33.360001
"319","2011-06-14",33.919998
"320","2011-06-15",33.470001
"321","2011-06-16",33.23
"322","2011-06-17",33.580002
"323","2011-06-20",34.290001
"324","2011-06-21",35.139999
"325","2011-06-22",35.93
"326","2011-06-23",36.110001
"327","2011-06-24",36.310001
"328","2011-06-27",36.889999
"329","2011-06-28",37.330002
"330","2011-06-29",37.66
"331","2011-06-30",37.650002
"332","2011-07-01",38.360001
"333","2011-07-05",38.919998
"334","2011-07-06",39.25
"335","2011-07-07",39.209999
"336","2011-07-08",38.470001
"337","2011-07-11",37.439999
"338","2011-07-12",36.950001
"339","2011-07-13",37.330002
"340","2011-07-14",36.619999
"341","2011-07-15",37.110001
"342","2011-07-18",37
"343","2011-07-19",37.630001
"344","2011-07-20",37.240002
"345","2011-07-21",37.509998
"346","2011-07-22",37.939999
"347","2011-07-25",37.669998
"348","2011-07-26",37.119999
"349","2011-07-27",36.259998
"350","2011-07-28",36.439999
"351","2011-07-29",35.48
"352","2011-08-01",34.869999
"353","2011-08-02",33.93
"354","2011-08-03",34.169998
"355","2011-08-04",32.240002
"356","2011-08-05",32.619999
"357","2011-08-08",29.48
"358","2011-08-09",30.93
"359","2011-08-10",30.040001
"360","2011-08-11",31.950001
"361","2011-08-12",33.310001
"362","2011-08-15",33.43
"363","2011-08-16",33.09
"364","2011-08-17",33.080002
"365","2011-08-18",30.01
"366","2011-08-19",28.799999
"367","2011-08-22",28.34
"368","2011-08-23",29.4
"369","2011-08-24",30.51
"370","2011-08-25",30.629999
"371","2011-08-26",31.889999
"372","2011-08-29",32.720001
"373","2011-08-30",32.689999
"374","2011-08-31",32.439999
"375","2011-09-01",32.099998
"376","2011-09-02",31.18
"377","2011-09-06",30.780001
"378","2011-09-07",31.549999
"379","2011-09-08",31.43
"380","2011-09-09",29.790001
"381","2011-09-12",29.5
"382","2011-09-13",31.190001
"383","2011-09-14",32.310001
"384","2011-09-15",32.290001
"385","2011-09-16",32.41
"386","2011-09-19",32.220001
"387","2011-09-20",31.65
"388","2011-09-21",31.01
"389","2011-09-22",29.219999
"390","2011-09-23",29
"391","2011-09-26",28.99
"392","2011-09-27",29.360001
"393","2011-09-28",28.23
"394","2011-09-29",28.74
"395","2011-09-30",26.459999
"396","2011-10-03",25.200001
"397","2011-10-04",25.41
"398","2011-10-05",26.17
"399","2011-10-06",27.66
"400","2011-10-07",27.23
"401","2011-10-10",28.530001
"402","2011-10-11",28.700001
"403","2011-10-12",28.530001
"404","2011-10-13",28.690001
"405","2011-10-14",29.389999
"406","2011-10-17",28.67
"407","2011-10-18",30.120001
"408","2011-10-19",28.48
"409","2011-10-20",28.75
"410","2011-10-21",29.9
"411","2011-10-24",30.1
"412","2011-10-25",29.02
"413","2011-10-26",29
"414","2011-10-27",31.129999
"415","2011-10-28",30.809999
"416","2011-10-31",29.940001
"417","2011-11-01",29.99
"418","2011-11-02",30.440001
"419","2011-11-03",30.6
"420","2011-11-04",30.27
"421","2011-11-07",30.059999
"422","2011-11-08",30.5
"423","2011-11-09",30.08
"424","2011-11-10",30.07
"425","2011-11-11",31.209999
"426","2011-11-14",31.219999
"427","2011-11-15",31.42
"428","2011-11-16",31.02
"429","2011-11-17",30.32
"430","2011-11-18",29.42
"431","2011-11-21",28.639999
"432","2011-11-22",29.09
"433","2011-11-23",28.709999
"434","2011-11-25",28.469999
"435","2011-11-28",30.129999
"436","2011-11-29",30.01
"437","2011-11-30",31.25
"438","2011-12-01",31.02
"439","2011-12-02",31.219999
"440","2011-12-05",31.6
"441","2011-12-06",31.74
"442","2011-12-07",31.719999
"443","2011-12-08",30.82
"444","2011-12-09",30.92
"445","2011-12-12",30.24
"446","2011-12-13",28.51
"447","2011-12-14",26.99
"448","2011-12-15",26.23
"449","2011-12-16",25.99
"450","2011-12-19",25.969999
"451","2011-12-20",26.85
"452","2011-12-21",26.280001
"453","2011-12-22",27.09
"454","2011-12-23",26.59
"455","2011-12-27",26.799999
"456","2011-12-28",26.290001
"457","2011-12-29",26.48
"458","2011-12-30",26.280001
"459","2012-01-03",26.75
"460","2012-01-04",26.309999
"461","2012-01-05",26.67
"462","2012-01-06",26.040001
"463","2012-01-09",26.25
"464","2012-01-10",27.09
"465","2012-01-11",27.549999
"466","2012-01-12",27.540001
"467","2012-01-13",27.209999
"468","2012-01-17",27.129999
"469","2012-01-18",28.92
"470","2012-01-19",29.610001
"471","2012-01-20",29.280001
"472","2012-01-23",29.35
"473","2012-01-24",29.559999
"474","2012-01-25",29.4
"475","2012-01-26",29.24
"476","2012-01-27",29.559999
"477","2012-01-30",29.440001
"478","2012-01-31",28.809999
"479","2012-02-01",30.68
"480","2012-02-02",30.469999
"481","2012-02-03",31
"482","2012-02-06",31.290001
"483","2012-02-07",31.07
"484","2012-02-08",31.9
"485","2012-02-09",32.740002
"486","2012-02-10",31.690001
"487","2012-02-13",31.67
"488","2012-02-14",31.870001
"489","2012-02-15",31.629999
"490","2012-02-16",32.349998
"491","2012-02-17",31.83
"492","2012-02-21",31.639999
"493","2012-02-22",31.530001
"494","2012-02-23",32.380001
"495","2012-02-24",33.650002
"496","2012-02-27",32.990002
"497","2012-02-28",32.75
"498","2012-02-29",32.400002
"499","2012-03-01",33.099998
"500","2012-03-02",33.110001
"501","2012-03-05",32.400002
"502","2012-03-06",31.32
"503","2012-03-07",31.68
"504","2012-03-08",31.6
"505","2012-03-09",32.150002
"506","2012-03-12",32.139999
"507","2012-03-13",33.970001
"508","2012-03-14",33.75
"509","2012-03-15",34.970001
"510","2012-03-16",34.810001
"511","2012-03-19",34.360001
"512","2012-03-20",33.73
"513","2012-03-21",33.450001
"514","2012-03-22",33
"515","2012-03-23",33.849998
"516","2012-03-26",34.18
"517","2012-03-27",33.57
"518","2012-03-28",33.619999
"519","2012-03-29",33.439999
"520","2012-03-30",33.48
"521","2012-04-02",34.27
"522","2012-04-03",34.200001
"523","2012-04-04",33.119999
"524","2012-04-05",33
"525","2012-04-09",32.130001
"526","2012-04-10",31.280001
"527","2012-04-11",32.27
"528","2012-04-12",33
"529","2012-04-13",32.939999
"530","2012-04-16",32.509998
"531","2012-04-17",32.990002
"532","2012-04-18",32.540001
"533","2012-04-19",32.599998
"534","2012-04-20",32.360001
"535","2012-04-23",32.150002
"536","2012-04-24",32.830002
"537","2012-04-25",32.040001
"538","2012-04-26",31.9
"539","2012-04-27",31.959999
"540","2012-04-30",31.76
"541","2012-05-01",33.02
"542","2012-05-02",33.200001
"543","2012-05-03",32.619999
"544","2012-05-04",31.41
"545","2012-05-07",30.950001
"546","2012-05-08",30.639999
"547","2012-05-09",30.51
"548","2012-05-10",30.66
"549","2012-05-11",31.01
"550","2012-05-14",30.389999
"551","2012-05-15",30.23
"552","2012-05-16",30.459999
"553","2012-05-17",30.440001
"554","2012-05-18",30.530001
"555","2012-05-21",31.5
"556","2012-05-22",31.700001
"557","2012-05-23",31.219999
"558","2012-05-24",31.26
"559","2012-05-25",31.76
"560","2012-05-29",32.599998
"561","2012-05-30",31.43
"562","2012-05-31",30.709999
"563","2012-06-01",30.049999
"564","2012-06-04",29.58
"565","2012-06-05",30.16
"566","2012-06-06",30.719999
"567","2012-06-07",30.379999
"568","2012-06-08",30.549999
"569","2012-06-11",29.799999
"570","2012-06-12",30.34
"571","2012-06-13",29.84
"572","2012-06-14",29.309999
"573","2012-06-15",29.92
"574","2012-06-18",29.780001
"575","2012-06-19",30.559999
"576","2012-06-20",30.02
"577","2012-06-21",29.01
"578","2012-06-22",28.92
"579","2012-06-25",27.780001
"580","2012-06-26",27.82
"581","2012-06-27",27.17
"582","2012-06-28",26.57
"583","2012-06-29",26.780001
"584","2012-07-02",26.879999
"585","2012-07-03",27.610001
"586","2012-07-05",28
"587","2012-07-06",27.280001
"588","2012-07-09",26.860001
"589","2012-07-10",26.030001
"590","2012-07-11",26.33
"591","2012-07-12",26.52
"592","2012-07-13",26.860001
"593","2012-07-16",26.799999
"594","2012-07-17",26.559999
"595","2012-07-18",27
"596","2012-07-19",27.26
"597","2012-07-20",26.709999
"598","2012-07-23",27.200001
"599","2012-07-24",26.98
"600","2012-07-25",27.9
"601","2012-07-26",27.85
"602","2012-07-27",29.299999
"603","2012-07-30",28.92
"604","2012-07-31",28.709999
"605","2012-08-01",28.370001
"606","2012-08-02",28.450001
"607","2012-08-03",29.639999
"608","2012-08-06",29.77
"609","2012-08-07",30.790001
"610","2012-08-08",30.860001
"611","2012-08-09",31.02
"612","2012-08-10",31.360001
"613","2012-08-13",31.34
"614","2012-08-14",31.5
"615","2012-08-15",31.02
"616","2012-08-16",31.6
"617","2012-08-17",31.32
"618","2012-08-20",31.01
"619","2012-08-21",30.76
"620","2012-08-22",30.719999
"621","2012-08-23",30.9
"622","2012-08-24",30.91
"623","2012-08-27",30.540001
"624","2012-08-28",30.540001
"625","2012-08-29",30.27
"626","2012-08-30",30
"627","2012-08-31",30.030001
"628","2012-09-04",30.23
"629","2012-09-05",30.059999
"630","2012-09-06",30.99
"631","2012-09-07",31.639999
"632","2012-09-10",30.92
"633","2012-09-11",30.99
"634","2012-09-12",31.17
"635","2012-09-13",31.77
"636","2012-09-14",32.189999
"637","2012-09-17",31.76
"638","2012-09-18",31.790001
"639","2012-09-19",31.629999
"640","2012-09-20",30.870001
"641","2012-09-21",30.77
"642","2012-09-24",30.59
"643","2012-09-25",29.629999
"644","2012-09-26",29.49
"645","2012-09-27",29.700001
"646","2012-09-28",29.77
"647","2012-10-01",30.18
"648","2012-10-02",29.98
"649","2012-10-03",29.77
"650","2012-10-04",29.540001
"651","2012-10-05",29.219999
"652","2012-10-08",29.1
"653","2012-10-09",28.57
"654","2012-10-10",28.059999
"655","2012-10-11",28.4
"656","2012-10-12",28.43
"657","2012-10-15",28.549999
"658","2012-10-16",28.540001
"659","2012-10-17",29.049999
"660","2012-10-18",28.83
"661","2012-10-19",28.43
"662","2012-10-22",27.92
"663","2012-10-23",26.83
"664","2012-10-24",27.91
"665","2012-10-25",28.049999
"666","2012-10-26",28.219999
"667","2012-10-31",28.17
"668","2012-11-01",29.15
"669","2012-11-02",29.08
"670","2012-11-05",29.32
"671","2012-11-06",29.49
"672","2012-11-07",28.59
"673","2012-11-08",28.09
"674","2012-11-09",28.209999
"675","2012-11-12",28.139999
"676","2012-11-13",28.07
"677","2012-11-14",27.959999
"678","2012-11-15",28.280001
"679","2012-11-16",28.290001
"680","2012-11-19",28.91
"681","2012-11-20",28.73
"682","2012-11-21",29.120001
"683","2012-11-23",29.32
"684","2012-11-26",29.6
"685","2012-11-27",30.059999
"686","2012-11-28",29.889999
"687","2012-11-29",30.4
"688","2012-11-30",30.860001
"689","2012-12-03",30.23
"690","2012-12-04",30.17
"691","2012-12-05",31.110001
"692","2012-12-06",30.959999
"693","2012-12-07",30.870001
"694","2012-12-10",30.870001
"695","2012-12-11",30.450001
"696","2012-12-12",29.99
"697","2012-12-13",30.18
"698","2012-12-14",30.16
"699","2012-12-17",31.1
"700","2012-12-18",31.870001
"701","2012-12-19",32.119999
"702","2012-12-20",32
"703","2012-12-21",31.73
"704","2012-12-24",31.690001
"705","2012-12-26",31.76
"706","2012-12-27",32.150002
"707","2012-12-28",32.16
"708","2012-12-31",32.48
"709","2013-01-02",33.360001
"710","2013-01-03",33.509998
"711","2013-01-04",33.470001
"712","2013-01-07",33.349998
"713","2013-01-08",33
"714","2013-01-09",32.799999
"715","2013-01-10",33.119999
"716","2013-01-11",33.220001
"717","2013-01-14",32.830002
"718","2013-01-15",33.25
"719","2013-01-16",32.799999
"720","2013-01-17",33.509998
"721","2013-01-18",33.700001
"722","2013-01-22",33.779999
"723","2013-01-23",33.799999
"724","2013-01-24",34.450001
"725","2013-01-25",34.720001
"726","2013-01-28",34.740002
"727","2013-01-29",34.689999
"728","2013-01-30",33.580002
"729","2013-01-31",33.740002
"730","2013-02-01",34.240002
"731","2013-02-04",34.029999
"732","2013-02-05",33.869999
"733","2013-02-06",33.889999
"734","2013-02-07",33.720001
"735","2013-02-08",34.029999
"736","2013-02-11",33.549999
"737","2013-02-12",33.700001
"738","2013-02-13",33.259998
"739","2013-02-14",33.349998
"740","2013-02-15",33.450001
"741","2013-02-19",33.540001
"742","2013-02-20",33.5
"743","2013-02-21",32.18
"744","2013-02-22",32.509998
"745","2013-02-25",31.85
"746","2013-02-26",31.969999
"747","2013-02-27",32.450001
"748","2013-02-28",32.490002
"749","2013-03-01",32.169998
"750","2013-03-04",32.049999
"751","2013-03-05",32.240002
"752","2013-03-06",32.220001
"753","2013-03-07",32.18
"754","2013-03-08",32.5
"755","2013-03-11",32.91
"756","2013-03-12",32.959999
"757","2013-03-13",33.240002
"758","2013-03-14",33.599998
"759","2013-03-15",33.540001
"760","2013-03-18",32.790001
"761","2013-03-19",32.240002
"762","2013-03-20",32.509998
"763","2013-03-21",32.32
"764","2013-03-22",32.59
"765","2013-03-25",32.389999
"766","2013-03-26",32.490002
"767","2013-03-27",32.419998
"768","2013-03-28",32.869999
"769","2013-04-01",32.619999
"770","2013-04-02",32.419998
"771","2013-04-03",32.049999
"772","2013-04-04",32.110001
"773","2013-04-05",32.029999
"774","2013-04-08",31.98
"775","2013-04-09",32.139999
"776","2013-04-10",32.25
"777","2013-04-11",32.66
"778","2013-04-12",32.419998
"779","2013-04-15",31.52
"780","2013-04-16",32.060001
"781","2013-04-17",31.280001
"782","2013-04-18",31.129999
"783","2013-04-19",31.24
"784","2013-04-22",31.370001
"785","2013-04-23",33.470001
"786","2013-04-24",33.759998
"787","2013-04-25",33.709999
"788","2013-04-26",33.450001
"789","2013-04-29",33.5
"790","2013-04-30",33.450001
"791","2013-05-01",33.18
"792","2013-05-02",33.810001
"793","2013-05-03",34.669998
"794","2013-05-06",34.610001
"795","2013-05-07",34.849998
"796","2013-05-08",35
"797","2013-05-09",35.25
"798","2013-05-10",35.27
"799","2013-05-13",34.779999
"800","2013-05-14",34.75
"801","2013-05-15",34.82
"802","2013-05-16",35.02
"803","2013-05-17",36.57
"804","2013-05-20",36.650002
"805","2013-05-21",36.689999
"806","2013-05-22",35
"807","2013-05-23",34.790001
"808","2013-05-24",34.540001
"809","2013-05-28",34.889999
"810","2013-05-29",35.099998
"811","2013-05-30",35.150002
"812","2013-05-31",35.099998
"813","2013-06-03",34.869999
"814","2013-06-04",34.900002
"815","2013-06-05",34.709999
"816","2013-06-06",35.099998
"817","2013-06-07",35.619999
"818","2013-06-10",35.93
"819","2013-06-11",35.279999
"820","2013-06-12",35.049999
"821","2013-06-13",35.459999
"822","2013-06-14",35.32
"823","2013-06-17",35.689999
"824","2013-06-18",35.919998
"825","2013-06-19",35.779999
"826","2013-06-20",34.849998
"827","2013-06-21",35.080002
"828","2013-06-24",34.459999
"829","2013-06-25",34.860001
"830","2013-06-26",35.259998
"831","2013-06-27",35.43
"832","2013-06-28",34.900002
"833","2013-07-01",35.119999
"834","2013-07-02",34.869999
"835","2013-07-03",34.900002
"836","2013-07-05",35.09
"837","2013-07-08",35.580002
"838","2013-07-09",35.959999
"839","2013-07-10",36.099998
"840","2013-07-11",36.459999
"841","2013-07-12",36.610001
"842","2013-07-15",36.75
"843","2013-07-16",36.27
"844","2013-07-17",36.220001
"845","2013-07-18",36.529999
"846","2013-07-19",36.91
"847","2013-07-22",37.209999
"848","2013-07-23",36.209999
"849","2013-07-24",36.950001
"850","2013-07-25",37.419998
"851","2013-07-26",37.259998
"852","2013-07-29",37
"853","2013-07-30",37.34
"854","2013-07-31",37.580002
"855","2013-08-01",38.049999
"856","2013-08-02",38.299999
"857","2013-08-05",38.400002
"858","2013-08-06",37.860001
"859","2013-08-07",37.380001
"860","2013-08-08",38.380001
"861","2013-08-09",38.169998
"862","2013-08-12",38.02
"863","2013-08-13",38.130001
"864","2013-08-14",38.119999
"865","2013-08-15",37.299999
"866","2013-08-16",37.830002
"867","2013-08-19",37.82
"868","2013-08-20",37.68
"869","2013-08-21",37.419998
"870","2013-08-22",37.990002
"871","2013-08-23",38.34
"872","2013-08-26",37.990002
"873","2013-08-27",36.869999
"874","2013-08-28",37.110001
"875","2013-08-29",37.470001
"876","2013-08-30",37.279999
"877","2013-09-03",37.740002
"878","2013-09-04",37.84
"879","2013-09-05",38
"880","2013-09-06",38.080002
"881","2013-09-09",38.529999
"882","2013-09-10",38.799999
"883","2013-09-11",38.900002
"884","2013-09-12",38.099998
"885","2013-09-13",37.82
"886","2013-09-16",38.470001
"887","2013-09-17",37.77
"888","2013-09-18",38.150002
"889","2013-09-19",38.759998
"890","2013-09-20",38.43
"891","2013-09-23",37.860001
"892","2013-09-24",38.48
"893","2013-09-25",38.540001
"894","2013-09-26",38.57
"895","2013-09-27",38.700001
"896","2013-09-30",38.27
"897","2013-10-01",38.169998
"898","2013-10-02",38.43
"899","2013-10-03",37.959999
"900","2013-10-04",39.07
"901","2013-10-07",38.970001
"902","2013-10-08",38.130001
"903","2013-10-09",38.09
"904","2013-10-10",38.709999
"905","2013-10-11",38.75
"906","2013-10-14",39.5
"907","2013-10-15",39.150002
"908","2013-10-16",39.189999
"909","2013-10-17",39.240002
"910","2013-10-18",39.720001
"911","2013-10-21",39.68
"912","2013-10-22",40.119999
"913","2013-10-23",40.610001
"914","2013-10-24",40.939999
"915","2013-10-25",40.619999
"916","2013-10-28",40.360001
"917","2013-10-29",38.279999
"918","2013-10-30",38.060001
"919","2013-10-31",37.630001
"920","2013-11-01",37.599998
"921","2013-11-04",37.59
"922","2013-11-05",37.470001
"923","2013-11-06",37.48
"924","2013-11-07",37
"925","2013-11-08",37.110001
"926","2013-11-11",37.57
"927","2013-11-12",37.200001
"928","2013-11-13",37.450001
"929","2013-11-14",37.619999
"930","2013-11-15",38.029999
"931","2013-11-18",37.360001
"932","2013-11-19",37.209999
"933","2013-11-20",37.549999
"934","2013-11-21",38
"935","2013-11-22",37.990002
"936","2013-11-25",38.470001
"937","2013-11-26",38.919998
"938","2013-11-27",38.860001
"939","2013-11-29",38.98
"940","2013-12-02",38.919998
"941","2013-12-03",38.150002
"942","2013-12-04",37.509998
"943","2013-12-05",37.48
"944","2013-12-06",37.869999
"945","2013-12-09",37.389999
"946","2013-12-10",37.549999
"947","2013-12-11",37.07
"948","2013-12-12",37.5
"949","2013-12-13",37.32
"950","2013-12-16",37.720001
"951","2013-12-17",37.369999
"952","2013-12-18",37.68
"953","2013-12-19",37.880001
"954","2013-12-20",37.970001
"955","2013-12-23",38.349998
"956","2013-12-24",38.5
"957","2013-12-26",38.450001
"958","2013-12-27",38.549999
"959","2013-12-30",38.73
"960","2013-12-31",38.77
"961","2014-01-02",38.290001
"962","2014-01-03",38.169998
"963","2014-01-06",37.669998
"964","2014-01-07",37.889999
"965","2014-01-08",38.080002
