"","date","CAMT"
"163","2007-08-24",3.05
"164","2007-08-27",3.1
"165","2007-08-28",3.09
"166","2007-08-29",3.06
"167","2007-08-30",3
"168","2007-08-31",3.05
"169","2007-09-04",3.04
"170","2007-09-05",3.03
"171","2007-09-06",3.02
"172","2007-09-07",3.01
"173","2007-09-10",2.99
"174","2007-09-11",2.95
"175","2007-09-12",2.97
"176","2007-09-13",2.95
"177","2007-09-14",2.98
"178","2007-09-17",2.95
"179","2007-09-18",2.98
"180","2007-09-19",3.02
"181","2007-09-20",3.03
"182","2007-09-21",3.06
"183","2007-09-24",3
"184","2007-09-25",2.97
"185","2007-09-26",2.96
"186","2007-09-27",3
"187","2007-09-28",2.98
"188","2007-10-01",3.03
"189","2007-10-02",3.1
"190","2007-10-03",3.09
"191","2007-10-04",3.05
"192","2007-10-05",2.99
"193","2007-10-08",3.02
"194","2007-10-09",3.05
"195","2007-10-10",3.01
"196","2007-10-11",3
"197","2007-10-12",3.02
"198","2007-10-15",3
"199","2007-10-16",2.99
"200","2007-10-17",2.98
"201","2007-10-18",2.96
"202","2007-10-19",3
"203","2007-10-22",3.02
"204","2007-10-23",3.02
"205","2007-10-24",3
"206","2007-10-25",2.99
"207","2007-10-26",2.99
"208","2007-10-29",2.94
"209","2007-10-30",2.98
"210","2007-10-31",2.94
"211","2007-11-01",3
"212","2007-11-02",2.95
"213","2007-11-05",2.94
"214","2007-11-06",2.97
"215","2007-11-07",2.86
"216","2007-11-08",2.7
"217","2007-11-09",2.63
"218","2007-11-12",2.55
"219","2007-11-13",2.58
"220","2007-11-14",2.76
"221","2007-11-15",2.6
"222","2007-11-16",2.67
"223","2007-11-19",2.48
"224","2007-11-20",2.42
"225","2007-11-21",2.33
"226","2007-11-23",2.46
"227","2007-11-26",2.28
"228","2007-11-27",2.28
"229","2007-11-28",2.26
"230","2007-11-29",2.23
"231","2007-11-30",2.25
"232","2007-12-03",2.5
"233","2007-12-04",2.37
"234","2007-12-05",2.37
"235","2007-12-06",2.3
"236","2007-12-07",2.29
"237","2007-12-10",2.29
"238","2007-12-11",2.26
"239","2007-12-12",2.21
"240","2007-12-13",2.14
"241","2007-12-14",2.09
"242","2007-12-17",1.98
"243","2007-12-18",1.98
"244","2007-12-19",1.98
"245","2007-12-20",1.98
"246","2007-12-21",2.02
"247","2007-12-24",2
"248","2007-12-26",1.94
"249","2007-12-27",1.88
"250","2007-12-28",1.86
"251","2007-12-31",1.72
"252","2008-01-02",1.7
"253","2008-01-03",1.75
"254","2008-01-04",1.74
"255","2008-01-07",1.68
"256","2008-01-08",1.74
"257","2008-01-09",1.73
"258","2008-01-10",1.75
"259","2008-01-11",1.67
"260","2008-01-14",1.65
"261","2008-01-15",1.6
"262","2008-01-16",1.59
"263","2008-01-17",1.49
"264","2008-01-18",1.53
"265","2008-01-22",1.48
"266","2008-01-23",1.48
"267","2008-01-24",1.45
"268","2008-01-25",1.49
"269","2008-01-28",1.49
"270","2008-01-29",1.4
"271","2008-01-30",1.43
"272","2008-01-31",1.4
"273","2008-02-01",1.48
"274","2008-02-04",1.46
"275","2008-02-05",1.45
"276","2008-02-06",1.42
"277","2008-02-07",1.43
"278","2008-02-08",1.44
"279","2008-02-11",1.45
"280","2008-02-12",1.4
"281","2008-02-13",1.4
"282","2008-02-14",1.4
"283","2008-02-15",1.47
"284","2008-02-19",1.44
"285","2008-02-20",1.37
"286","2008-02-21",1.45
"287","2008-02-22",1.44
"288","2008-02-25",1.42
"289","2008-02-26",1.44
"290","2008-02-27",1.43
"291","2008-02-28",1.39
"292","2008-02-29",1.41
"293","2008-03-03",1.39
"294","2008-03-04",1.43
"295","2008-03-05",1.44
"296","2008-03-06",1.44
"297","2008-03-07",1.44
"298","2008-03-10",1.39
"299","2008-03-11",1.39
"300","2008-03-12",1.34
"301","2008-03-13",1.36
"302","2008-03-14",1.33
"303","2008-03-17",1.16
"304","2008-03-18",1.09
"305","2008-03-19",1.26
"306","2008-03-20",1.25
"307","2008-03-24",1.28
"308","2008-03-25",1.29
"309","2008-03-26",1.3
"310","2008-03-27",1.25
"311","2008-03-28",1.23
"312","2008-03-31",1.28
"313","2008-04-01",1.32
"314","2008-04-02",1.35
"315","2008-04-03",1.34
"316","2008-04-04",1.33
"317","2008-04-07",1.3
"318","2008-04-08",1.25
"319","2008-04-09",1.19
"320","2008-04-10",1.2
"321","2008-04-11",1.25
"322","2008-04-14",1.27
"323","2008-04-15",1.16
"324","2008-04-16",1.21
"325","2008-04-17",1.25
"326","2008-04-18",1.25
"327","2008-04-21",1.33
"328","2008-04-22",1.29
"329","2008-04-23",1.27
"330","2008-04-24",1.28
"331","2008-04-25",1.28
"332","2008-04-28",1.24
"333","2008-04-29",1.23
"334","2008-04-30",1.26
"335","2008-05-01",1.27
"336","2008-05-02",1.28
"337","2008-05-05",1.26
"338","2008-05-06",1.28
"339","2008-05-07",1.26
"340","2008-05-08",1.28
"341","2008-05-09",1.26
"342","2008-05-12",1.28
"343","2008-05-13",1.27
"344","2008-05-14",1.43
"345","2008-05-15",1.45
"346","2008-05-16",1.45
"347","2008-05-19",1.42
"348","2008-05-20",1.32
"349","2008-05-21",1.26
"350","2008-05-22",1.23
"351","2008-05-23",1.22
"352","2008-05-27",1.29
"353","2008-05-28",1.37
"354","2008-05-29",1.35
"355","2008-05-30",1.37
"356","2008-06-02",1.39
"357","2008-06-03",1.33
"358","2008-06-04",1.33
"359","2008-06-05",1.32
"360","2008-06-06",1.35
"361","2008-06-09",1.35
"362","2008-06-10",1.29
"363","2008-06-11",1.27
"364","2008-06-12",1.28
"365","2008-06-13",1.27
"366","2008-06-16",1.24
"367","2008-06-17",1.19
"368","2008-06-18",1.21
"369","2008-06-19",1.21
"370","2008-06-20",1.22
"371","2008-06-23",1.15
"372","2008-06-24",1.12
"373","2008-06-25",1.13
"374","2008-06-26",1.15
"375","2008-06-27",1.12
"376","2008-06-30",1.02
"377","2008-07-01",1.02
"378","2008-07-02",1.02
"379","2008-07-03",1.01
"380","2008-07-07",0.91
"381","2008-07-08",0.9
"382","2008-07-09",0.96
"383","2008-07-10",0.89
"384","2008-07-11",0.89
"385","2008-07-14",0.83
"386","2008-07-15",0.85
"387","2008-07-16",0.85
"388","2008-07-17",0.82
"389","2008-07-18",0.84
"390","2008-07-21",0.78
"391","2008-07-22",0.8
"392","2008-07-23",0.83
"393","2008-07-24",0.85
"394","2008-07-25",0.85
"395","2008-07-28",0.8
"396","2008-07-29",0.81
"397","2008-07-30",0.84
"398","2008-07-31",0.83
"399","2008-08-01",0.85
"400","2008-08-04",0.86
"401","2008-08-05",0.87
"402","2008-08-06",0.84
"403","2008-08-07",0.8
"404","2008-08-08",0.84
"405","2008-08-11",0.92
"406","2008-08-12",0.92
"407","2008-08-13",0.91
"408","2008-08-14",0.91
"409","2008-08-15",0.95
"410","2008-08-18",0.91
"411","2008-08-19",0.94
"412","2008-08-20",0.91
"413","2008-08-21",0.94
"414","2008-08-22",0.93
"415","2008-08-25",0.91
"416","2008-08-26",0.89
"417","2008-08-27",0.91
"418","2008-08-28",0.92
"419","2008-08-29",0.9
"420","2008-09-02",0.88
"421","2008-09-03",0.91
"422","2008-09-04",0.91
"423","2008-09-05",0.89
"424","2008-09-08",0.86
"425","2008-09-09",0.9
"426","2008-09-10",0.9
"427","2008-09-11",0.9
"428","2008-09-12",0.89
"429","2008-09-15",0.88
"430","2008-09-16",0.86
"431","2008-09-17",0.82
"432","2008-09-18",0.8
"433","2008-09-19",0.86
"434","2008-09-22",0.87
"435","2008-09-23",0.89
"436","2008-09-24",0.88
"437","2008-09-25",0.88
"438","2008-09-26",0.88
"439","2008-09-29",0.84
"440","2008-09-30",0.84
"441","2008-10-01",0.84
"442","2008-10-02",0.81
"443","2008-10-03",0.82
"444","2008-10-06",0.78
"445","2008-10-07",0.8
"446","2008-10-08",0.82
"447","2008-10-09",0.78
"448","2008-10-10",0.76
"449","2008-10-13",0.75
"450","2008-10-14",0.79
"451","2008-10-15",0.73
"452","2008-10-16",0.75
"453","2008-10-17",0.74
"454","2008-10-20",0.72
"455","2008-10-21",0.75
"456","2008-10-22",0.68
"457","2008-10-23",0.7
"458","2008-10-24",0.68
"459","2008-10-27",0.67
"460","2008-10-28",0.67
"461","2008-10-29",0.67
"462","2008-10-30",0.65
"463","2008-10-31",0.64
"464","2008-11-03",0.59
"465","2008-11-04",0.61
"466","2008-11-05",0.63
"467","2008-11-06",0.64
"468","2008-11-07",0.64
"469","2008-11-10",0.63
"470","2008-11-11",0.66
"471","2008-11-12",0.56
"472","2008-11-13",0.57
"473","2008-11-14",0.55
"474","2008-11-17",0.5
"475","2008-11-18",0.49
"476","2008-11-19",0.49
"477","2008-11-20",0.45
"478","2008-11-21",0.4
"479","2008-11-24",0.44
"480","2008-11-25",0.4
"481","2008-11-26",0.41
"482","2008-11-28",0.44
"483","2008-12-01",0.44
"484","2008-12-02",0.44
"485","2008-12-03",0.45
"486","2008-12-04",0.47
"487","2008-12-05",0.47
"488","2008-12-08",0.47
"489","2008-12-09",0.47
"490","2008-12-10",0.42
"491","2008-12-11",0.41
"492","2008-12-12",0.41
"493","2008-12-15",0.4
"494","2008-12-16",0.4
"495","2008-12-17",0.43
"496","2008-12-18",0.43
"497","2008-12-19",0.43
"498","2008-12-22",0.43
"499","2008-12-23",0.38
"500","2008-12-24",0.38
"501","2008-12-26",0.37
"502","2008-12-29",0.36
"503","2008-12-30",0.35
"504","2008-12-31",0.35
"505","2009-01-02",0.35
"506","2009-01-05",0.38
"507","2009-01-06",0.4
"508","2009-01-07",0.42
"509","2009-01-08",0.42
"510","2009-01-09",0.42
"511","2009-01-12",0.43
"512","2009-01-13",0.43
"513","2009-01-14",0.42
"514","2009-01-15",0.42
"515","2009-01-16",0.4
"516","2009-01-20",0.4
"517","2009-01-21",0.4
"518","2009-01-22",0.4
"519","2009-01-23",0.4
"520","2009-01-26",0.35
"521","2009-01-27",0.38
"522","2009-01-28",0.39
"523","2009-01-29",0.36
"524","2009-01-30",0.38
"525","2009-02-02",0.38
"526","2009-02-03",0.39
"527","2009-02-04",0.39
"528","2009-02-05",0.38
"529","2009-02-06",0.38
"530","2009-02-09",0.38
"531","2009-02-10",0.36
"532","2009-02-11",0.35
"533","2009-02-12",0.36
"534","2009-02-13",0.34
"535","2009-02-17",0.34
"536","2009-02-18",0.33
"537","2009-02-19",0.37
"538","2009-02-20",0.39
"539","2009-02-23",0.4
"540","2009-02-24",0.42
"541","2009-02-25",0.39
"542","2009-02-26",0.37
"543","2009-02-27",0.37
"544","2009-03-02",0.38
"545","2009-03-03",0.34
"546","2009-03-04",0.36
"547","2009-03-05",0.32
"548","2009-03-06",0.28
"549","2009-03-09",0.28
"550","2009-03-10",0.27
"551","2009-03-11",0.25
"552","2009-03-12",0.26
"553","2009-03-13",0.31
"554","2009-03-16",0.33
"555","2009-03-17",0.29
"556","2009-03-18",0.29
"557","2009-03-19",0.27
"558","2009-03-20",0.3
"559","2009-03-23",0.3
"560","2009-03-24",0.3
"561","2009-03-25",0.32
"562","2009-03-26",0.33
"563","2009-03-27",0.35
"564","2009-03-30",0.34
"565","2009-03-31",0.35
"566","2009-04-01",0.36
"567","2009-04-02",0.36
"568","2009-04-03",0.38
"569","2009-04-06",0.38
"570","2009-04-07",0.38
"571","2009-04-08",0.37
"572","2009-04-09",0.39
"573","2009-04-13",0.42
"574","2009-04-14",0.41
"575","2009-04-15",0.42
"576","2009-04-16",0.51
"577","2009-04-17",0.48
"578","2009-04-20",0.46
"579","2009-04-21",0.46
"580","2009-04-22",0.5
"581","2009-04-23",0.49
"582","2009-04-24",0.49
"583","2009-04-27",0.45
"584","2009-04-28",0.46
"585","2009-04-29",0.49
"586","2009-04-30",0.52
"587","2009-05-01",0.51
"588","2009-05-04",0.5
"589","2009-05-05",0.5
"590","2009-05-06",0.5
"591","2009-05-07",0.49
"592","2009-05-08",0.58
"593","2009-05-11",0.64
"594","2009-05-12",0.64
"595","2009-05-13",0.53
"596","2009-05-14",0.53
"597","2009-05-15",0.53
"598","2009-05-18",0.55
"599","2009-05-19",0.5
"600","2009-05-20",0.46
"601","2009-05-21",0.48
"602","2009-05-22",0.56
"603","2009-05-26",0.5
"604","2009-05-27",0.46
"605","2009-05-28",0.46
"606","2009-05-29",0.49
"607","2009-06-01",0.5
"608","2009-06-02",0.51
"609","2009-06-03",0.49
"610","2009-06-04",0.53
"611","2009-06-05",0.53
"612","2009-06-08",0.52
"613","2009-06-09",0.5
"614","2009-06-10",0.51
"615","2009-06-11",0.5
"616","2009-06-12",0.48
"617","2009-06-15",0.46
"618","2009-06-16",0.47
"619","2009-06-17",0.47
"620","2009-06-18",0.48
"621","2009-06-19",0.47
"622","2009-06-22",0.49
"623","2009-06-23",0.48
"624","2009-06-24",0.5
"625","2009-06-25",0.49
"626","2009-06-26",0.5
"627","2009-06-29",0.48
"628","2009-06-30",0.49
"629","2009-07-01",0.52
"630","2009-07-02",0.5
"631","2009-07-06",0.5
"632","2009-07-07",0.48
"633","2009-07-08",0.46
"634","2009-07-09",0.53
"635","2009-07-10",0.51
"636","2009-07-13",0.53
"637","2009-07-14",0.51
"638","2009-07-15",0.55
"639","2009-07-16",0.65
"640","2009-07-17",0.69
"641","2009-07-20",0.71
"642","2009-07-21",0.73
"643","2009-07-22",0.75
"644","2009-07-23",0.74
"645","2009-07-24",0.78
"646","2009-07-27",0.78
"647","2009-07-28",0.79
"648","2009-07-29",0.78
"649","2009-07-30",0.78
"650","2009-07-31",0.76
"651","2009-08-03",1.01
"652","2009-08-04",1.24
"653","2009-08-05",1.17
"654","2009-08-06",1.17
"655","2009-08-07",1.14
"656","2009-08-10",1.27
"657","2009-08-11",1.14
"658","2009-08-12",1.06
"659","2009-08-13",0.95
"660","2009-08-14",0.89
"661","2009-08-17",0.9
"662","2009-08-18",0.91
"663","2009-08-19",0.93
"664","2009-08-20",0.97
"665","2009-08-21",0.96
"666","2009-08-24",0.95
"667","2009-08-25",0.95
"668","2009-08-26",0.95
"669","2009-08-27",1.02
"670","2009-08-28",1.07
"671","2009-08-31",1.01
"672","2009-09-01",0.97
"673","2009-09-02",0.99
"674","2009-09-03",1
"675","2009-09-04",1.04
"676","2009-09-08",1.01
"677","2009-09-09",1
"678","2009-09-10",0.9
"679","2009-09-11",0.88
"680","2009-09-14",0.92
"681","2009-09-15",0.9
"682","2009-09-16",0.99
"683","2009-09-17",1.04
"684","2009-09-18",1.04
"685","2009-09-21",1.04
"686","2009-09-22",1.04
"687","2009-09-23",1
"688","2009-09-24",1.03
"689","2009-09-25",1.05
"690","2009-09-28",1.03
"691","2009-09-29",1.04
"692","2009-09-30",1.03
"693","2009-10-01",1.16
"694","2009-10-02",1.1
"695","2009-10-05",1.15
"696","2009-10-06",1.13
"697","2009-10-07",1.17
"698","2009-10-08",1.23
"699","2009-10-09",1.23
"700","2009-10-12",1.4
"701","2009-10-13",1.35
"702","2009-10-14",1.43
"703","2009-10-15",1.48
"704","2009-10-16",1.41
"705","2009-10-19",1.55
"706","2009-10-20",1.43
"707","2009-10-21",1.47
"708","2009-10-22",1.54
"709","2009-10-23",1.43
"710","2009-10-26",1.39
"711","2009-10-27",1.4
"712","2009-10-28",1.3
"713","2009-10-29",1.32
"714","2009-10-30",1.25
"715","2009-11-02",1.27
"716","2009-11-03",1.39
"717","2009-11-04",1.39
"718","2009-11-05",1.24
"719","2009-11-06",1.38
"720","2009-11-09",1.31
"721","2009-11-10",1.34
"722","2009-11-11",1.25
"723","2009-11-12",1.34
"724","2009-11-13",1.37
"725","2009-11-16",1.4
"726","2009-11-17",1.35
"727","2009-11-18",1.35
"728","2009-11-19",1.39
"729","2009-11-20",1.35
"730","2009-11-23",1.34
"731","2009-11-24",1.35
"732","2009-11-25",1.34
"733","2009-11-27",1.3
"734","2009-11-30",1.32
"735","2009-12-01",1.39
"736","2009-12-02",1.3
"737","2009-12-03",1.3
"738","2009-12-04",1.29
"739","2009-12-07",1.45
"740","2009-12-08",1.39
"741","2009-12-09",1.43
"742","2009-12-10",1.36
"743","2009-12-11",1.4
"744","2009-12-14",1.41
"745","2009-12-15",1.4
"746","2009-12-16",1.5
"747","2009-12-17",1.45
"748","2009-12-18",1.45
"749","2009-12-21",1.55
"750","2009-12-22",1.8
"751","2009-12-23",2.04
"752","2009-12-24",2.56
"753","2009-12-28",2.34
"754","2009-12-29",2.21
"755","2009-12-30",2.4
"756","2009-12-31",2.5
"757","2010-01-04",2.69
"758","2010-01-05",2.77
"759","2010-01-06",2.71
"760","2010-01-07",2.5
"761","2010-01-08",2.5
"762","2010-01-11",2.5
"763","2010-01-12",2.4
"764","2010-01-13",2.35
"765","2010-01-14",2.27
"766","2010-01-15",2.25
"767","2010-01-19",2.33
"768","2010-01-20",2.37
"769","2010-01-21",2.35
"770","2010-01-22",2.21
"771","2010-01-25",2.26
"772","2010-01-26",2.43
"773","2010-01-27",2.43
"774","2010-01-28",2.45
"775","2010-01-29",2.41
"776","2010-02-01",2.43
"777","2010-02-02",2.57
"778","2010-02-03",2.56
"779","2010-02-04",2.45
"780","2010-02-05",2.44
"781","2010-02-08",2.49
"782","2010-02-09",2.55
"783","2010-02-10",2.55
"784","2010-02-11",2.54
"785","2010-02-12",2.57
"786","2010-02-16",2.63
"787","2010-02-17",2.59
"788","2010-02-18",2.6
"789","2010-02-19",2.71
"790","2010-02-22",2.82
"791","2010-02-23",2.74
"792","2010-02-24",2.85
"793","2010-02-25",2.93
"794","2010-02-26",2.98
"795","2010-03-01",3.18
"796","2010-03-02",3.23
"797","2010-03-03",3.08
"798","2010-03-04",3.03
"799","2010-03-05",3.04
"800","2010-03-08",2.83
"801","2010-03-09",2.63
"802","2010-03-10",2.67
"803","2010-03-11",2.84
"804","2010-03-12",2.84
"805","2010-03-15",2.82
"806","2010-03-16",2.89
"807","2010-03-17",2.91
"808","2010-03-18",2.81
"809","2010-03-19",2.8
"810","2010-03-22",2.69
"811","2010-03-23",2.79
"812","2010-03-24",2.75
"813","2010-03-25",2.92
"814","2010-03-26",2.99
"815","2010-03-29",3.12
"816","2010-03-30",3.1
"817","2010-03-31",3.04
"818","2010-04-01",3.01
"819","2010-04-05",3.02
"820","2010-04-06",3.04
"821","2010-04-07",3.02
"822","2010-04-08",3.04
"823","2010-04-09",3.03
"824","2010-04-12",3.17
"825","2010-04-13",3.2
"826","2010-04-14",3.3
"827","2010-04-15",3.29
"828","2010-04-16",3.22
"829","2010-04-19",3.11
"830","2010-04-20",3.17
"831","2010-04-21",3.16
"832","2010-04-22",3.18
"833","2010-04-23",3.06
"834","2010-04-26",3.1
"835","2010-04-27",3.1
"836","2010-04-28",3.04
"837","2010-04-29",3.1
"838","2010-04-30",3.04
"839","2010-05-03",3.06
"840","2010-05-04",2.95
"841","2010-05-05",2.94
"842","2010-05-06",2.94
"843","2010-05-07",3
"844","2010-05-10",3.25
"845","2010-05-11",3.28
"846","2010-05-12",3.22
"847","2010-05-13",3.16
"848","2010-05-14",3.18
"849","2010-05-17",3.03
"850","2010-05-18",2.98
"851","2010-05-19",2.92
"852","2010-05-20",2.65
"853","2010-05-21",2.71
"854","2010-05-24",2.57
"855","2010-05-25",2.46
"856","2010-05-26",2.45
"857","2010-05-27",2.58
"858","2010-05-28",2.61
"859","2010-06-01",2.48
"860","2010-06-02",2.56
"861","2010-06-03",2.52
"862","2010-06-04",2.42
"863","2010-06-07",2.33
"864","2010-06-08",2.3
"865","2010-06-09",2.31
"866","2010-06-10",2.35
"867","2010-06-11",2.33
"868","2010-06-14",2.39
"869","2010-06-15",2.44
"870","2010-06-16",2.43
"871","2010-06-17",2.42
"872","2010-06-18",2.39
"873","2010-06-21",2.47
"874","2010-06-22",2.43
"875","2010-06-23",2.4
"876","2010-06-24",2.41
"877","2010-06-25",2.4
"878","2010-06-28",2.46
"879","2010-06-29",2.34
"880","2010-06-30",2.43
"881","2010-07-01",2.37
"882","2010-07-02",2.34
"883","2010-07-06",2.32
"884","2010-07-07",2.3
"885","2010-07-08",2.28
"886","2010-07-09",2.31
"887","2010-07-12",2.3
"888","2010-07-13",2.34
"889","2010-07-14",2.35
"890","2010-07-15",2.34
"891","2010-07-16",2.26
"892","2010-07-19",2.34
"893","2010-07-20",2.34
"894","2010-07-21",2.34
"895","2010-07-22",2.36
"896","2010-07-23",2.42
"897","2010-07-26",2.61
"898","2010-07-27",2.68
"899","2010-07-28",2.66
"900","2010-07-29",2.41
"901","2010-07-30",2.58
"902","2010-08-02",2.58
"903","2010-08-03",2.66
"904","2010-08-04",2.78
"905","2010-08-05",2.59
"906","2010-08-06",2.64
"907","2010-08-09",2.63
"908","2010-08-10",2.55
"909","2010-08-11",2.39
"910","2010-08-12",2.37
"911","2010-08-13",2.37
"912","2010-08-16",2.36
"913","2010-08-17",2.33
"914","2010-08-18",2.35
"915","2010-08-19",2.38
"916","2010-08-20",2.43
"917","2010-08-23",2.46
"918","2010-08-24",2.41
"919","2010-08-25",2.34
"920","2010-08-26",2.31
"921","2010-08-27",2.3
"922","2010-08-30",2.3
"923","2010-08-31",2.3
"924","2010-09-01",2.39
"925","2010-09-02",2.32
"926","2010-09-03",2.34
"927","2010-09-07",2.28
"928","2010-09-08",2.35
"929","2010-09-09",2.3
"930","2010-09-10",2.27
"931","2010-09-13",2.27
"932","2010-09-14",2.34
"933","2010-09-15",2.39
"934","2010-09-16",2.4
"935","2010-09-17",2.4
"936","2010-09-20",2.37
"937","2010-09-21",2.39
"938","2010-09-22",2.44
"939","2010-09-23",2.49
"940","2010-09-24",2.5
"941","2010-09-27",2.43
"942","2010-09-28",2.48
"943","2010-09-29",2.45
"944","2010-09-30",2.51
"945","2010-10-01",2.51
"946","2010-10-04",2.49
"947","2010-10-05",2.54
"948","2010-10-06",2.61
"949","2010-10-07",2.57
"950","2010-10-08",2.58
"951","2010-10-11",2.56
"952","2010-10-12",2.56
"953","2010-10-13",2.59
"954","2010-10-14",2.56
"955","2010-10-15",2.61
"956","2010-10-18",2.63
"957","2010-10-19",2.61
"958","2010-10-20",2.58
"959","2010-10-21",2.58
"960","2010-10-22",2.54
"961","2010-10-25",2.49
"962","2010-10-26",2.44
"963","2010-10-27",2.46
"964","2010-10-28",2.54
"965","2010-10-29",2.6
"966","2010-11-01",2.96
"967","2010-11-02",2.98
"968","2010-11-03",2.86
"969","2010-11-04",2.79
"970","2010-11-05",2.76
"971","2010-11-08",2.65
"972","2010-11-09",2.58
"973","2010-11-10",2.58
"974","2010-11-11",2.44
"975","2010-11-12",2.43
"976","2010-11-15",2.43
"977","2010-11-16",2.4
"978","2010-11-17",2.43
"979","2010-11-18",2.42
"980","2010-11-19",2.44
"981","2010-11-22",2.41
"982","2010-11-23",2.4
"983","2010-11-24",2.43
"984","2010-11-26",2.52
"985","2010-11-29",2.47
"986","2010-11-30",2.49
"987","2010-12-01",2.57
"988","2010-12-02",2.45
"989","2010-12-03",2.49
"990","2010-12-06",2.46
"991","2010-12-07",2.45
"992","2010-12-08",2.44
"993","2010-12-09",2.44
"994","2010-12-10",2.44
"995","2010-12-13",2.44
"996","2010-12-14",2.48
"997","2010-12-15",2.55
"998","2010-12-16",2.61
"999","2010-12-17",2.56
"1000","2010-12-20",2.69
