"","date","FLEX"
"166","2007-08-29",11.18
"167","2007-08-30",11.33
"168","2007-08-31",11.39
"169","2007-09-04",11.75
"170","2007-09-05",11.91
"171","2007-09-06",12.02
"172","2007-09-07",11.87
"173","2007-09-10",11.92
"174","2007-09-11",11.92
"175","2007-09-12",11.77
"176","2007-09-13",11.92
"177","2007-09-14",11.8
"178","2007-09-17",11.76
"179","2007-09-18",11.92
"180","2007-09-19",11.68
"181","2007-09-20",11.61
"182","2007-09-21",11.6
"183","2007-09-24",11.49
"184","2007-09-25",11.57
"185","2007-09-26",11.47
"186","2007-09-27",11.4
"187","2007-09-28",11.18
"188","2007-10-01",11.2
"189","2007-10-02",11.28
"190","2007-10-03",11.27
"191","2007-10-04",11.19
"192","2007-10-05",11.46
"193","2007-10-08",11.43
"194","2007-10-09",11.56
"195","2007-10-10",11.72
"196","2007-10-11",11.35
"197","2007-10-12",11.42
"198","2007-10-15",11.41
"199","2007-10-16",11.62
"200","2007-10-17",11.86
"201","2007-10-18",12.02
"202","2007-10-19",11.5
"203","2007-10-22",11.48
"204","2007-10-23",11.84
"205","2007-10-24",11.82
"206","2007-10-25",11.53
"207","2007-10-26",12.07
"208","2007-10-29",12.32
"209","2007-10-30",12.3
"210","2007-10-31",12.31
"211","2007-11-01",12.05
"212","2007-11-02",12.3
"213","2007-11-05",12.18
"214","2007-11-06",13.28
"215","2007-11-07",13.24
"216","2007-11-08",12.83
"217","2007-11-09",12.47
"218","2007-11-12",12.11
"219","2007-11-13",12.16
"220","2007-11-14",12.26
"221","2007-11-15",11.89
"222","2007-11-16",11.98
"223","2007-11-19",11.92
"224","2007-11-20",11.73
"225","2007-11-21",12.06
"226","2007-11-23",12.05
"227","2007-11-26",11.96
"228","2007-11-27",12.03
"229","2007-11-28",12.06
"230","2007-11-29",12.19
"231","2007-11-30",11.96
"232","2007-12-03",12.01
"233","2007-12-04",11.95
"234","2007-12-05",11.91
"235","2007-12-06",11.93
"236","2007-12-07",11.96
"237","2007-12-10",11.98
"238","2007-12-11",11.8
"239","2007-12-12",11.84
"240","2007-12-13",11.82
"241","2007-12-14",11.55
"242","2007-12-17",11.53
"243","2007-12-18",11.8
"244","2007-12-19",11.91
"245","2007-12-20",12.15
"246","2007-12-21",12.16
"247","2007-12-24",12.12
"248","2007-12-26",12.15
"249","2007-12-27",12.02
"250","2007-12-28",12.12
"251","2007-12-31",12.06
"252","2008-01-02",11.65
"253","2008-01-03",11.77
"254","2008-01-04",11.16
"255","2008-01-07",11.23
"256","2008-01-08",11.01
"257","2008-01-09",10.9
"258","2008-01-10",11
"259","2008-01-11",10.74
"260","2008-01-14",11.03
"261","2008-01-15",10.8
"262","2008-01-16",10.08
"263","2008-01-17",9.9
"264","2008-01-18",9.74
"265","2008-01-22",9.3
"266","2008-01-23",9.66
"267","2008-01-24",9.87
"268","2008-01-25",9.74
"269","2008-01-28",10.07
"270","2008-01-29",10.31
"271","2008-01-30",11.6
"272","2008-01-31",11.7
"273","2008-02-01",11.91
"274","2008-02-04",11.82
"275","2008-02-05",11.13
"276","2008-02-06",11.15
"277","2008-02-07",11.15
"278","2008-02-08",11.15
"279","2008-02-11",11.33
"280","2008-02-12",11.21
"281","2008-02-13",11.6
"282","2008-02-14",10.84
"283","2008-02-15",10.89
"284","2008-02-19",10.66
"285","2008-02-20",10.75
"286","2008-02-21",10.51
"287","2008-02-22",10.56
"288","2008-02-25",10.75
"289","2008-02-26",10.76
"290","2008-02-27",10.69
"291","2008-02-28",10.55
"292","2008-02-29",10.14
"293","2008-03-03",10.3
"294","2008-03-04",10.29
"295","2008-03-05",10.44
"296","2008-03-06",10.24
"297","2008-03-07",10.08
"298","2008-03-10",9.78
"299","2008-03-11",9.74
"300","2008-03-12",9.96
"301","2008-03-13",9.95
"302","2008-03-14",9.62
"303","2008-03-17",9.28
"304","2008-03-18",9.75
"305","2008-03-19",9.61
"306","2008-03-20",9.62
"307","2008-03-24",10.07
"308","2008-03-25",10.21
"309","2008-03-26",9.76
"310","2008-03-27",9.51
"311","2008-03-28",9.26
"312","2008-03-31",9.39
"313","2008-04-01",9.8
"314","2008-04-02",9.91
"315","2008-04-03",9.68
"316","2008-04-04",9.93
"317","2008-04-07",9.58
"318","2008-04-08",9.67
"319","2008-04-09",9.43
"320","2008-04-10",9.66
"321","2008-04-11",9.34
"322","2008-04-14",9.28
"323","2008-04-15",9.29
"324","2008-04-16",9.66
"325","2008-04-17",9.64
"326","2008-04-18",9.91
"327","2008-04-21",9.82
"328","2008-04-22",9.71
"329","2008-04-23",9.65
"330","2008-04-24",10.09
"331","2008-04-25",10.21
"332","2008-04-28",10.16
"333","2008-04-29",10.36
"334","2008-04-30",10.39
"335","2008-05-01",10.96
"336","2008-05-02",11.01
"337","2008-05-05",10.67
"338","2008-05-06",10.76
"339","2008-05-07",10.58
"340","2008-05-08",10.56
"341","2008-05-09",10.51
"342","2008-05-12",10.87
"343","2008-05-13",10.77
"344","2008-05-14",10.73
"345","2008-05-15",10.87
"346","2008-05-16",10.71
"347","2008-05-19",10.79
"348","2008-05-20",10.53
"349","2008-05-21",10.4
"350","2008-05-22",10.49
"351","2008-05-23",10.29
"352","2008-05-27",10.58
"353","2008-05-28",10.58
"354","2008-05-29",10.58
"355","2008-05-30",10.71
"356","2008-06-02",10.59
"357","2008-06-03",10.61
"358","2008-06-04",10.88
"359","2008-06-05",11.23
"360","2008-06-06",10.92
"361","2008-06-09",10.93
"362","2008-06-10",10.96
"363","2008-06-11",10.55
"364","2008-06-12",10.6
"365","2008-06-13",10.92
"366","2008-06-16",10.96
"367","2008-06-17",10.65
"368","2008-06-18",10.35
"369","2008-06-19",10.53
"370","2008-06-20",10.16
"371","2008-06-23",9.81
"372","2008-06-24",9.64
"373","2008-06-25",10.12
"374","2008-06-26",9.7
"375","2008-06-27",9.47
"376","2008-06-30",9.4
"377","2008-07-01",9.35
"378","2008-07-02",8.72
"379","2008-07-03",8.86
"380","2008-07-07",8.93
"381","2008-07-08",9.07
"382","2008-07-09",8.75
"383","2008-07-10",9.13
"384","2008-07-11",8.84
"385","2008-07-14",8.89
"386","2008-07-15",8.91
"387","2008-07-16",9.23
"388","2008-07-17",9.6
"389","2008-07-18",9.39
"390","2008-07-21",9.24
"391","2008-07-22",9.38
"392","2008-07-23",9.45
"393","2008-07-24",8.99
"394","2008-07-25",8.79
"395","2008-07-28",8.7
"396","2008-07-29",9.28
"397","2008-07-30",9.12
"398","2008-07-31",8.93
"399","2008-08-01",9.06
"400","2008-08-04",9
"401","2008-08-05",9.07
"402","2008-08-06",8.76
"403","2008-08-07",8.94
"404","2008-08-08",9.23
"405","2008-08-11",9.23
"406","2008-08-12",9.19
"407","2008-08-13",9.17
"408","2008-08-14",9.51
"409","2008-08-15",9.44
"410","2008-08-18",9.29
"411","2008-08-19",9.12
"412","2008-08-20",9.12
"413","2008-08-21",9.01
"414","2008-08-22",9.15
"415","2008-08-25",8.88
"416","2008-08-26",8.85
"417","2008-08-27",8.99
"418","2008-08-28",9.18
"419","2008-08-29",8.92
"420","2008-09-02",8.47
"421","2008-09-03",8.68
"422","2008-09-04",8.42
"423","2008-09-05",8.3
"424","2008-09-08",8.54
"425","2008-09-09",8.06
"426","2008-09-10",8.02
"427","2008-09-11",8.33
"428","2008-09-12",8.44
"429","2008-09-15",8.23
"430","2008-09-16",8.06
"431","2008-09-17",7.58
"432","2008-09-18",7.66
"433","2008-09-19",8.05
"434","2008-09-22",7.55
"435","2008-09-23",7.58
"436","2008-09-24",7.41
"437","2008-09-25",7.53
"438","2008-09-26",7.71
"439","2008-09-29",7.04
"440","2008-09-30",7.08
"441","2008-10-01",6.97
"442","2008-10-02",6.43
"443","2008-10-03",5.9
"444","2008-10-06",5.72
"445","2008-10-07",5.27
"446","2008-10-08",5.11
"447","2008-10-09",5.28
"448","2008-10-10",4.97
"449","2008-10-13",5.28
"450","2008-10-14",4.92
"451","2008-10-15",4.46
"452","2008-10-16",4.4
"453","2008-10-17",4.35
"454","2008-10-20",4.57
"455","2008-10-21",4.27
"456","2008-10-22",4.23
"457","2008-10-23",3.74
"458","2008-10-24",3.83
"459","2008-10-27",3.75
"460","2008-10-28",4.1
"461","2008-10-29",4.1
"462","2008-10-30",4.12
"463","2008-10-31",4.18
"464","2008-11-03",4.3
"465","2008-11-04",4.29
"466","2008-11-05",4.01
"467","2008-11-06",3.51
"468","2008-11-07",3.68
"469","2008-11-10",3.53
"470","2008-11-11",3.4
"471","2008-11-12",3.12
"472","2008-11-13",3.39
"473","2008-11-14",3.06
"474","2008-11-17",2.96
"475","2008-11-18",2.65
"476","2008-11-19",2.27
"477","2008-11-20",1.6
"478","2008-11-21",1.99
"479","2008-11-24",2.29
"480","2008-11-25",2.19
"481","2008-11-26",2.5
"482","2008-11-28",2.34
"483","2008-12-01",2.19
"484","2008-12-02",2.25
"485","2008-12-03",2.38
"486","2008-12-04",2.16
"487","2008-12-05",2.26
"488","2008-12-08",2.39
"489","2008-12-09",2.42
"490","2008-12-10",2.59
"491","2008-12-11",2.39
"492","2008-12-12",2.21
"493","2008-12-15",2
"494","2008-12-16",2.15
"495","2008-12-17",2.42
"496","2008-12-18",2.25
"497","2008-12-19",2.49
"498","2008-12-22",2.39
"499","2008-12-23",2.37
"500","2008-12-24",2.27
"501","2008-12-26",2.25
"502","2008-12-29",2.27
"503","2008-12-30",2.51
"504","2008-12-31",2.56
"505","2009-01-02",2.83
"506","2009-01-05",2.77
"507","2009-01-06",3.19
"508","2009-01-07",3.23
"509","2009-01-08",3.16
"510","2009-01-09",2.96
"511","2009-01-12",2.79
"512","2009-01-13",3
"513","2009-01-14",2.81
"514","2009-01-15",2.92
"515","2009-01-16",2.91
"516","2009-01-20",2.56
"517","2009-01-21",2.8
"518","2009-01-22",2.63
"519","2009-01-23",2.56
"520","2009-01-26",2.63
"521","2009-01-27",2.62
"522","2009-01-28",2.72
"523","2009-01-29",2.67
"524","2009-01-30",2.61
"525","2009-02-02",2.71
"526","2009-02-03",2.72
"527","2009-02-04",2.91
"528","2009-02-05",2.89
"529","2009-02-06",2.91
"530","2009-02-09",2.78
"531","2009-02-10",2.71
"532","2009-02-11",2.62
"533","2009-02-12",2.73
"534","2009-02-13",2.75
"535","2009-02-17",2.5
"536","2009-02-18",2.48
"537","2009-02-19",2.28
"538","2009-02-20",2.48
"539","2009-02-23",2.22
"540","2009-02-24",2.44
"541","2009-02-25",2.26
"542","2009-02-26",2.12
"543","2009-02-27",2.06
"544","2009-03-02",1.94
"545","2009-03-03",2.09
"546","2009-03-04",2.33
"547","2009-03-05",2.14
"548","2009-03-06",1.94
"549","2009-03-09",1.86
"550","2009-03-10",2.21
"551","2009-03-11",2.24
"552","2009-03-12",2.43
"553","2009-03-13",2.54
"554","2009-03-16",2.5
"555","2009-03-17",2.64
"556","2009-03-18",2.64
"557","2009-03-19",2.55
"558","2009-03-20",2.36
"559","2009-03-23",2.65
"560","2009-03-24",2.55
"561","2009-03-25",2.5
"562","2009-03-26",3.02
"563","2009-03-27",2.93
"564","2009-03-30",2.75
"565","2009-03-31",2.89
"566","2009-04-01",2.94
"567","2009-04-02",3.27
"568","2009-04-03",3.33
"569","2009-04-06",3.18
"570","2009-04-07",3.02
"571","2009-04-08",3.08
"572","2009-04-09",3.57
"573","2009-04-13",3.45
"574","2009-04-14",3.39
"575","2009-04-15",3.55
"576","2009-04-16",3.81
"577","2009-04-17",4.1
"578","2009-04-20",3.57
"579","2009-04-21",3.74
"580","2009-04-22",3.84
"581","2009-04-23",3.78
"582","2009-04-24",3.85
"583","2009-04-27",3.73
"584","2009-04-28",3.7
"585","2009-04-29",3.89
"586","2009-04-30",3.88
"587","2009-05-01",3.97
"588","2009-05-04",4.2
"589","2009-05-05",4.11
"590","2009-05-06",4.23
"591","2009-05-07",3.98
"592","2009-05-08",3.93
"593","2009-05-11",3.77
"594","2009-05-12",3.5
"595","2009-05-13",3.19
"596","2009-05-14",3.5
"597","2009-05-15",3.5
"598","2009-05-18",3.69
"599","2009-05-19",3.74
"600","2009-05-20",3.59
"601","2009-05-21",3.35
"602","2009-05-22",3.3
"603","2009-05-26",3.7
"604","2009-05-27",3.51
"605","2009-05-28",3.65
"606","2009-05-29",3.96
"607","2009-06-01",4.23
"608","2009-06-02",4.15
"609","2009-06-03",3.98
"610","2009-06-04",4.15
"611","2009-06-05",4.1
"612","2009-06-08",4.13
"613","2009-06-09",4.21
"614","2009-06-10",4.27
"615","2009-06-11",4.62
"616","2009-06-12",4.4
"617","2009-06-15",4.2
"618","2009-06-16",4.14
"619","2009-06-17",4.1
"620","2009-06-18",4.24
"621","2009-06-19",4.35
"622","2009-06-22",3.97
"623","2009-06-23",4.03
"624","2009-06-24",4.07
"625","2009-06-25",4.22
"626","2009-06-26",4.21
"627","2009-06-29",4.09
"628","2009-06-30",4.15
"629","2009-07-01",4.32
"630","2009-07-02",4.11
"631","2009-07-06",4.16
"632","2009-07-07",4.11
"633","2009-07-08",4.04
"634","2009-07-09",4.13
"635","2009-07-10",4.08
"636","2009-07-13",4.34
"637","2009-07-14",4.57
"638","2009-07-15",4.91
"639","2009-07-16",4.81
"640","2009-07-17",4.9
"641","2009-07-20",4.95
"642","2009-07-21",4.94
"643","2009-07-22",5.18
"644","2009-07-23",5.53
"645","2009-07-24",5.52
"646","2009-07-27",5.35
"647","2009-07-28",5.37
"648","2009-07-29",5.13
"649","2009-07-30",5.02
"650","2009-07-31",5.32
"651","2009-08-03",5.54
"652","2009-08-04",5.41
"653","2009-08-05",5.42
"654","2009-08-06",5.3
"655","2009-08-07",5.58
"656","2009-08-10",5.75
"657","2009-08-11",5.57
"658","2009-08-12",5.84
"659","2009-08-13",5.71
"660","2009-08-14",5.6
"661","2009-08-17",5.23
"662","2009-08-18",5.59
"663","2009-08-19",5.61
"664","2009-08-20",5.64
"665","2009-08-21",5.83
"666","2009-08-24",5.64
"667","2009-08-25",5.7
"668","2009-08-26",5.72
"669","2009-08-27",5.78
"670","2009-08-28",6.17
"671","2009-08-31",5.93
"672","2009-09-01",5.68
"673","2009-09-02",5.64
"674","2009-09-03",5.91
"675","2009-09-04",6.06
"676","2009-09-08",5.97
"677","2009-09-09",6.23
"678","2009-09-10",6.57
"679","2009-09-11",6.58
"680","2009-09-14",6.63
"681","2009-09-15",6.92
"682","2009-09-16",7.46
"683","2009-09-17",7.29
"684","2009-09-18",7.37
"685","2009-09-21",7.32
"686","2009-09-22",7.52
"687","2009-09-23",7.41
"688","2009-09-24",7.1
"689","2009-09-25",6.92
"690","2009-09-28",7.18
"691","2009-09-29",7.19
"692","2009-09-30",7.47
"693","2009-10-01",6.97
"694","2009-10-02",6.94
"695","2009-10-05",7.1
"696","2009-10-06",7.26
"697","2009-10-07",7.27
"698","2009-10-08",7.39
"699","2009-10-09",7.49
"700","2009-10-12",7.63
"701","2009-10-13",7.64
"702","2009-10-14",7.85
"703","2009-10-15",7.84
"704","2009-10-16",7.58
"705","2009-10-19",7.76
"706","2009-10-20",7.51
"707","2009-10-21",7.47
"708","2009-10-22",7.51
"709","2009-10-23",7.24
"710","2009-10-26",7.11
"711","2009-10-27",6.73
"712","2009-10-28",6.43
"713","2009-10-29",6.75
"714","2009-10-30",6.48
"715","2009-11-02",6.44
"716","2009-11-03",6.72
"717","2009-11-04",6.73
"718","2009-11-05",7.1
"719","2009-11-06",6.94
"720","2009-11-09",7.05
"721","2009-11-10",7.15
"722","2009-11-11",7.18
"723","2009-11-12",7.12
"724","2009-11-13",7.09
"725","2009-11-16",7.31
"726","2009-11-17",7.32
"727","2009-11-18",7.35
"728","2009-11-19",7.2
"729","2009-11-20",7.17
"730","2009-11-23",7.47
"731","2009-11-24",7.3
"732","2009-11-25",7.4
"733","2009-11-27",7.14
"734","2009-11-30",7.07
"735","2009-12-01",7.38
"736","2009-12-02",7.51
"737","2009-12-03",7.28
"738","2009-12-04",7.28
"739","2009-12-07",7.3
"740","2009-12-08",7.11
"741","2009-12-09",7.26
"742","2009-12-10",7.14
"743","2009-12-11",7.06
"744","2009-12-14",7.1
"745","2009-12-15",7.09
"746","2009-12-16",7.2
"747","2009-12-17",7.07
"748","2009-12-18",7.05
"749","2009-12-21",7.3
"750","2009-12-22",7.55
"751","2009-12-23",7.41
"752","2009-12-24",7.52
"753","2009-12-28",7.47
"754","2009-12-29",7.42
"755","2009-12-30",7.4
"756","2009-12-31",7.31
"757","2010-01-04",7.36
"758","2010-01-05",7.29
"759","2010-01-06",7.27
"760","2010-01-07",7.23
"761","2010-01-08",7.26
"762","2010-01-11",7.14
"763","2010-01-12",7.04
"764","2010-01-13",7.25
"765","2010-01-14",7.22
"766","2010-01-15",7.08
"767","2010-01-19",7.26
"768","2010-01-20",7.04
"769","2010-01-21",7.11
"770","2010-01-22",6.82
"771","2010-01-25",6.91
"772","2010-01-26",6.57
"773","2010-01-27",7.1
"774","2010-01-28",6.6
"775","2010-01-29",6.34
"776","2010-02-01",6.58
"777","2010-02-02",6.83
"778","2010-02-03",6.88
"779","2010-02-04",6.6
"780","2010-02-05",6.53
"781","2010-02-08",6.48
"782","2010-02-09",6.64
"783","2010-02-10",6.71
"784","2010-02-11",6.87
"785","2010-02-12",6.79
"786","2010-02-16",6.91
"787","2010-02-17",7.04
"788","2010-02-18",7.22
"789","2010-02-19",7.27
"790","2010-02-22",7.2
"791","2010-02-23",7.04
"792","2010-02-24",7.13
"793","2010-02-25",6.96
"794","2010-02-26",6.96
"795","2010-03-01",7.16
"796","2010-03-02",7.1
"797","2010-03-03",7.15
"798","2010-03-04",7.21
"799","2010-03-05",7.28
"800","2010-03-08",7.23
"801","2010-03-09",7.22
"802","2010-03-10",7.46
"803","2010-03-11",7.44
"804","2010-03-12",7.39
"805","2010-03-15",7.44
"806","2010-03-16",7.67
"807","2010-03-17",7.74
"808","2010-03-18",7.68
"809","2010-03-19",7.75
"810","2010-03-22",7.84
"811","2010-03-23",8.23
"812","2010-03-24",8.03
"813","2010-03-25",7.91
"814","2010-03-26",7.86
"815","2010-03-29",7.95
"816","2010-03-30",7.95
"817","2010-03-31",7.84
"818","2010-04-01",7.81
"819","2010-04-05",7.97
"820","2010-04-06",7.94
"821","2010-04-07",7.84
"822","2010-04-08",7.91
"823","2010-04-09",7.92
"824","2010-04-12",8.11
"825","2010-04-13",7.93
"826","2010-04-14",8.14
"827","2010-04-15",8.02
"828","2010-04-16",7.92
"829","2010-04-19",7.77
"830","2010-04-20",7.87
"831","2010-04-21",7.81
"832","2010-04-22",8
"833","2010-04-23",8.25
"834","2010-04-26",8.12
"835","2010-04-27",7.94
"836","2010-04-28",7.91
"837","2010-04-29",8.08
"838","2010-04-30",7.74
"839","2010-05-03",7.89
"840","2010-05-04",7.49
"841","2010-05-05",7.47
"842","2010-05-06",7.1
"843","2010-05-07",6.97
"844","2010-05-10",7.25
"845","2010-05-11",7.22
"846","2010-05-12",7.35
"847","2010-05-13",7.22
"848","2010-05-14",6.95
"849","2010-05-17",6.98
"850","2010-05-18",6.79
"851","2010-05-19",6.67
"852","2010-05-20",6.36
"853","2010-05-21",6.42
"854","2010-05-24",6.43
"855","2010-05-25",6.4
"856","2010-05-26",6.4
"857","2010-05-27",6.74
"858","2010-05-28",6.56
"859","2010-06-01",6.35
"860","2010-06-02",6.53
"861","2010-06-03",6.8
"862","2010-06-04",6.38
"863","2010-06-07",6.15
"864","2010-06-08",6.32
"865","2010-06-09",6.47
"866","2010-06-10",6.61
"867","2010-06-11",6.67
"868","2010-06-14",6.63
"869","2010-06-15",6.91
"870","2010-06-16",6.73
"871","2010-06-17",6.68
"872","2010-06-18",6.72
"873","2010-06-21",6.61
"874","2010-06-22",6.34
"875","2010-06-23",6.45
"876","2010-06-24",6.28
"877","2010-06-25",6.29
"878","2010-06-28",6.17
"879","2010-06-29",5.52
"880","2010-06-30",5.6
"881","2010-07-01",5.71
"882","2010-07-02",5.68
"883","2010-07-06",5.71
"884","2010-07-07",5.88
"885","2010-07-08",5.95
"886","2010-07-09",6.07
"887","2010-07-12",6.15
"888","2010-07-13",6.52
"889","2010-07-14",6.71
"890","2010-07-15",6.66
"891","2010-07-16",6.4
"892","2010-07-19",6.58
"893","2010-07-20",6.27
"894","2010-07-21",6.19
"895","2010-07-22",6.56
"896","2010-07-23",6.25
"897","2010-07-26",6.35
"898","2010-07-27",6.31
"899","2010-07-28",6.21
"900","2010-07-29",6.21
"901","2010-07-30",6.22
"902","2010-08-02",6.3
"903","2010-08-03",6.16
"904","2010-08-04",6.08
"905","2010-08-05",6.13
"906","2010-08-06",6.17
"907","2010-08-09",6.18
"908","2010-08-10",5.85
"909","2010-08-11",5.7
"910","2010-08-12",5.32
"911","2010-08-13",5.31
"912","2010-08-16",5.18
"913","2010-08-17",5.35
"914","2010-08-18",5.52
"915","2010-08-19",5.37
"916","2010-08-20",5.35
"917","2010-08-23",5.36
"918","2010-08-24",5.06
"919","2010-08-25",5.23
"920","2010-08-26",5.03
"921","2010-08-27",5.11
"922","2010-08-30",5.03
"923","2010-08-31",4.93
"924","2010-09-01",5.18
"925","2010-09-02",5.48
"926","2010-09-03",5.47
"927","2010-09-07",5.26
"928","2010-09-08",5.46
"929","2010-09-09",5.56
"930","2010-09-10",5.52
"931","2010-09-13",5.63
"932","2010-09-14",5.58
"933","2010-09-15",5.71
"934","2010-09-16",5.62
"935","2010-09-17",5.55
"936","2010-09-20",5.87
"937","2010-09-21",5.84
"938","2010-09-22",5.69
"939","2010-09-23",5.67
"940","2010-09-24",5.96
"941","2010-09-27",5.99
"942","2010-09-28",5.96
"943","2010-09-29",6.07
"944","2010-09-30",6.04
"945","2010-10-01",6.04
"946","2010-10-04",5.97
"947","2010-10-05",6.15
"948","2010-10-06",6.06
"949","2010-10-07",6.14
"950","2010-10-08",5.99
"951","2010-10-11",6.07
"952","2010-10-12",6.08
"953","2010-10-13",6.22
"954","2010-10-14",6.13
"955","2010-10-15",6.13
"956","2010-10-18",6.13
"957","2010-10-19",6.11
"958","2010-10-20",6.14
"959","2010-10-21",6.15
"960","2010-10-22",6.23
"961","2010-10-25",6.36
"962","2010-10-26",6.37
"963","2010-10-27",6.4
"964","2010-10-28",7.11
"965","2010-10-29",7.17
"966","2010-11-01",7.03
"967","2010-11-02",7.05
"968","2010-11-03",7.02
"969","2010-11-04",7.21
"970","2010-11-05",7.21
"971","2010-11-08",7.17
"972","2010-11-09",7.11
"973","2010-11-10",7
"974","2010-11-11",6.91
"975","2010-11-12",6.75
"976","2010-11-15",6.87
"977","2010-11-16",6.84
"978","2010-11-17",6.91
"979","2010-11-18",7.12
"980","2010-11-19",7.1
"981","2010-11-22",7.1
"982","2010-11-23",7
"983","2010-11-24",7.15
"984","2010-11-26",7.11
"985","2010-11-29",7
"986","2010-11-30",7.22
"987","2010-12-01",7.37
"988","2010-12-02",7.47
"989","2010-12-03",7.48
"990","2010-12-06",7.74
"991","2010-12-07",7.78
"992","2010-12-08",7.86
"993","2010-12-09",7.8
"994","2010-12-10",7.87
"995","2010-12-13",7.72
"996","2010-12-14",7.8
"997","2010-12-15",7.59
"998","2010-12-16",7.71
"999","2010-12-17",7.66
