"","date","CTB"
"1","2007-01-03",15.15
"2","2007-01-04",14.57
"3","2007-01-05",14.74
"4","2007-01-08",14.59
"5","2007-01-09",14.9
"6","2007-01-10",15.2
"7","2007-01-11",14.72
"8","2007-01-12",15.04
"9","2007-01-16",14.95
"10","2007-01-17",14.94
"11","2007-01-18",15.05
"12","2007-01-19",15.12
"13","2007-01-22",14.69
"14","2007-01-23",14.9
"15","2007-01-24",15.6
"16","2007-01-25",15.73
"17","2007-01-26",15.94
"18","2007-01-29",15.99
"19","2007-01-30",16
"20","2007-01-31",15.99
"21","2007-02-01",15.91
"22","2007-02-02",16.059999
"23","2007-02-05",16
"24","2007-02-06",15.99
"25","2007-02-07",16.02
"26","2007-02-08",15.99
"27","2007-02-09",15.99
"28","2007-02-12",16.08
"29","2007-02-13",15.81
"30","2007-02-14",16.09
"31","2007-02-15",16.6
"32","2007-02-16",16.559999
"33","2007-02-20",16.92
"34","2007-02-21",16.77
"35","2007-02-22",16.48
"36","2007-02-23",16.33
"37","2007-02-26",15.89
"38","2007-02-27",14.7
"39","2007-02-28",14.69
"40","2007-03-01",17.049999
"41","2007-03-02",18.629999
"42","2007-03-05",18.549999
"43","2007-03-06",18.639999
"44","2007-03-07",18.08
"45","2007-03-08",18.17
"46","2007-03-09",18.08
"47","2007-03-12",18.200001
"48","2007-03-13",17.75
"49","2007-03-14",17.73
"50","2007-03-15",17.92
"51","2007-03-16",17.57
"52","2007-03-19",17.91
"53","2007-03-20",17.92
"54","2007-03-21",18
"55","2007-03-22",17.9
"56","2007-03-23",18.530001
"57","2007-03-26",18.59
"58","2007-03-27",18.4
"59","2007-03-28",18.08
"60","2007-03-29",18.129999
"61","2007-03-30",18.290001
"62","2007-04-02",18.809999
"63","2007-04-03",19.379999
"64","2007-04-04",19.35
"65","2007-04-05",19.309999
"66","2007-04-09",19.18
"67","2007-04-10",19.379999
"68","2007-04-11",19.110001
"69","2007-04-12",19.15
"70","2007-04-13",19.1
"71","2007-04-16",19.540001
"72","2007-04-17",19.32
"73","2007-04-18",19.35
"74","2007-04-19",19.43
"75","2007-04-20",19.48
"76","2007-04-23",19.459999
"77","2007-04-24",19.360001
"78","2007-04-25",19.77
"79","2007-04-26",19.940001
"80","2007-04-27",19.879999
"81","2007-04-30",19.33
"82","2007-05-01",19.33
"83","2007-05-02",22.32
"84","2007-05-03",22.32
"85","2007-05-04",22.27
"86","2007-05-07",23.799999
"87","2007-05-08",23.889999
"88","2007-05-09",23.98
"89","2007-05-10",23.75
"90","2007-05-11",24.129999
"91","2007-05-14",24.02
"92","2007-05-15",24.18
"93","2007-05-16",24.24
"94","2007-05-17",24.379999
"95","2007-05-18",24.49
"96","2007-05-21",24.35
"97","2007-05-22",23.92
"98","2007-05-23",24.290001
"99","2007-05-24",23.870001
"100","2007-05-25",24.15
"101","2007-05-29",24.67
"102","2007-05-30",24.49
"103","2007-05-31",24.07
"104","2007-06-01",24.540001
"105","2007-06-04",25.549999
"106","2007-06-05",25.82
"107","2007-06-06",25.299999
"108","2007-06-07",24.98
"109","2007-06-08",25.959999
"110","2007-06-11",25.870001
"111","2007-06-12",26.27
"112","2007-06-13",26.700001
"113","2007-06-14",26.629999
"114","2007-06-15",27.34
"115","2007-06-18",27.030001
"116","2007-06-19",27.040001
"117","2007-06-20",27.25
"118","2007-06-21",27.440001
"119","2007-06-22",27.120001
"120","2007-06-25",26.780001
"121","2007-06-26",27.01
"122","2007-06-27",27.15
"123","2007-06-28",27.309999
"124","2007-06-29",27.620001
"125","2007-07-02",27.76
"126","2007-07-03",27.48
"127","2007-07-05",28.02
"128","2007-07-06",27.92
"129","2007-07-09",27.76
"130","2007-07-10",26.530001
"131","2007-07-11",27.030001
"132","2007-07-12",27.4
"133","2007-07-13",27.93
"134","2007-07-16",27.809999
"135","2007-07-17",28.02
"136","2007-07-18",27.23
"137","2007-07-19",27.530001
"138","2007-07-20",26.309999
"139","2007-07-23",26.4
"140","2007-07-24",24.84
"141","2007-07-25",23.48
"142","2007-07-26",22.209999
"143","2007-07-27",22
"144","2007-07-30",22.469999
"145","2007-07-31",22.99
"146","2007-08-01",22.209999
"147","2007-08-02",22.379999
"148","2007-08-03",21.18
"149","2007-08-06",22.25
"150","2007-08-07",23.860001
"151","2007-08-08",21.879999
"152","2007-08-09",20.059999
"153","2007-08-10",23.09
"154","2007-08-13",23.209999
"155","2007-08-14",23.030001
"156","2007-08-15",22
"157","2007-08-16",21.83
"158","2007-08-17",21.870001
"159","2007-08-20",22.4
"160","2007-08-21",23.360001
"161","2007-08-22",24.25
"162","2007-08-23",25.530001
"163","2007-08-24",25.299999
"164","2007-08-27",24.940001
"165","2007-08-28",24.08
"166","2007-08-29",25.02
"167","2007-08-30",24.26
"168","2007-08-31",24.440001
"169","2007-09-04",24.620001
"170","2007-09-05",24.469999
"171","2007-09-06",24.33
"172","2007-09-07",23.18
"173","2007-09-10",22.66
"174","2007-09-11",23.25
"175","2007-09-12",23.02
"176","2007-09-13",23.049999
"177","2007-09-14",22.93
"178","2007-09-17",22.790001
"179","2007-09-18",24.540001
"180","2007-09-19",25.34
"181","2007-09-20",24.790001
"182","2007-09-21",25.17
"183","2007-09-24",25.049999
"184","2007-09-25",24.450001
"185","2007-09-26",24.459999
"186","2007-09-27",24.860001
"187","2007-09-28",24.4
"188","2007-10-01",25.209999
"189","2007-10-02",25.48
"190","2007-10-03",24.35
"191","2007-10-04",23.75
"192","2007-10-05",24.4
"193","2007-10-08",24.35
"194","2007-10-09",24
"195","2007-10-10",24.73
"196","2007-10-11",24.290001
