"","date","IQ"
"291","2019-05-24",18.700001
"292","2019-05-28",19.07
"293","2019-05-29",18.9
"294","2019-05-30",19.120001
"295","2019-05-31",18.23
"296","2019-06-03",18
"297","2019-06-04",18.209999
"298","2019-06-05",17.66
"299","2019-06-06",17.91
"300","2019-06-07",17.879999
"301","2019-06-10",18.190001
"302","2019-06-11",18.309999
"303","2019-06-12",18.219999
"304","2019-06-13",18.33
"305","2019-06-14",17.889999
"306","2019-06-17",18.040001
"307","2019-06-18",18.48
"308","2019-06-19",18.16
"309","2019-06-20",18.26
"310","2019-06-21",18.15
"311","2019-06-24",18.4
"312","2019-06-25",18.01
"313","2019-06-26",18.18
"314","2019-06-27",20.030001
"315","2019-06-28",20.65
"316","2019-07-01",20.73
"317","2019-07-02",21.190001
"318","2019-07-03",20.75
"319","2019-07-05",20.209999
"320","2019-07-08",19.610001
"321","2019-07-09",19.99
"322","2019-07-10",19.91
"323","2019-07-11",19.57
"324","2019-07-12",19.65
"325","2019-07-15",19.49
"326","2019-07-16",18.809999
"327","2019-07-17",18.67
"328","2019-07-18",18.290001
"329","2019-07-19",18.700001
"330","2019-07-22",18.530001
"331","2019-07-23",18.969999
"332","2019-07-24",19.110001
"333","2019-07-25",19.040001
"334","2019-07-26",19.01
"335","2019-07-29",19.030001
"336","2019-07-30",18.93
"337","2019-07-31",18.59
"338","2019-08-01",17.860001
"339","2019-08-02",17.465
"340","2019-08-05",16.73
"341","2019-08-06",17.17
"342","2019-08-07",16.860001
"343","2019-08-08",17.49
"344","2019-08-09",17.209999
"345","2019-08-12",17.07
"346","2019-08-13",17.450001
"347","2019-08-14",16.93
"348","2019-08-15",16.969999
"349","2019-08-16",17.08
"350","2019-08-19",18.08
"351","2019-08-20",17.879999
"352","2019-08-21",18.690001
"353","2019-08-22",18.18
"354","2019-08-23",17.65
"355","2019-08-26",18.17
"356","2019-08-27",17.26
"357","2019-08-28",17.290001
"358","2019-08-29",17.91
"359","2019-08-30",18.290001
"360","2019-09-03",17.24
"361","2019-09-04",17.139999
"362","2019-09-05",17.82
"363","2019-09-06",18.059999
"364","2019-09-09",18.33
"365","2019-09-10",18.049999
"366","2019-09-11",19.32
"367","2019-09-12",19.709999
"368","2019-09-13",19.75
"369","2019-09-16",18.84
"370","2019-09-17",19.08
"371","2019-09-18",18.940001
"372","2019-09-19",18.99
"373","2019-09-20",18.530001
"374","2019-09-23",18.08
"375","2019-09-24",17.15
"376","2019-09-25",17.73
"377","2019-09-26",17.32
"378","2019-09-27",16.610001
"379","2019-09-30",16.129999
"380","2019-10-01",15.92
"381","2019-10-02",15.72
"382","2019-10-03",16.059999
"383","2019-10-04",16.389999
"384","2019-10-07",16.18
"385","2019-10-08",15.69
"386","2019-10-09",15.74
"387","2019-10-10",15.71
"388","2019-10-11",16.459999
"389","2019-10-14",16.190001
"390","2019-10-15",16.58
"391","2019-10-16",16.16
"392","2019-10-17",16.299999
"393","2019-10-18",16.09
"394","2019-10-21",16.530001
"395","2019-10-22",16.5
"396","2019-10-23",16.67
"397","2019-10-24",17.139999
"398","2019-10-25",17.360001
"399","2019-10-28",17.889999
"400","2019-10-29",17.370001
"401","2019-10-30",17.620001
"402","2019-10-31",17.43
"403","2019-11-01",17.73
"404","2019-11-04",17.99
"405","2019-11-05",17.790001
"406","2019-11-06",17.459999
"407","2019-11-07",20
"408","2019-11-08",19.52
"409","2019-11-11",19.15
"410","2019-11-12",19.110001
"411","2019-11-13",18.280001
"412","2019-11-14",17.190001
"413","2019-11-15",17.49
"414","2019-11-18",18
"415","2019-11-19",17.950001
"416","2019-11-20",17.98
"417","2019-11-21",18.01
"418","2019-11-22",18.41
"419","2019-11-25",19.08
"420","2019-11-26",19.209999
"421","2019-11-27",19.6
"422","2019-11-29",19.15
"423","2019-12-02",19.52
"424","2019-12-03",19.4
"425","2019-12-04",19.43
"426","2019-12-05",19.5
"427","2019-12-06",20.290001
"428","2019-12-09",20.200001
"429","2019-12-10",19.870001
"430","2019-12-11",19.99
"431","2019-12-12",19.99
"432","2019-12-13",20.4
"433","2019-12-16",19.74
"434","2019-12-17",19.950001
"435","2019-12-18",19.879999
"436","2019-12-19",20.700001
"437","2019-12-20",21.08
"438","2019-12-23",21.309999
"439","2019-12-24",21.18
"440","2019-12-26",21.610001
"441","2019-12-27",21.540001
"442","2019-12-30",21.27
"443","2019-12-31",21.110001
"444","2020-01-02",22.969999
"445","2020-01-03",23.040001
"446","2020-01-06",23.120001
"447","2020-01-07",23.360001
"448","2020-01-08",24.02
"449","2020-01-09",24.52
"450","2020-01-10",23.9
"451","2020-01-13",23.98
"452","2020-01-14",23.870001
"453","2020-01-15",23.68
"454","2020-01-16",23.780001
"455","2020-01-17",23.91
"456","2020-01-21",23.91
"457","2020-01-22",24.16
"458","2020-01-23",23.93
"459","2020-01-24",21.889999
"460","2020-01-27",21.99
"461","2020-01-28",22.51
"462","2020-01-29",22.530001
"463","2020-01-30",22.43
"464","2020-01-31",22.24
"465","2020-02-03",23.85
"466","2020-02-04",24.139999
"467","2020-02-05",23.780001
"468","2020-02-06",24.799999
"469","2020-02-07",24.620001
"470","2020-02-10",25.35
"471","2020-02-11",26.27
"472","2020-02-12",27.07
"473","2020-02-13",27.18
"474","2020-02-14",26.93
"475","2020-02-18",25.299999
"476","2020-02-19",25.049999
"477","2020-02-20",24.719999
"478","2020-02-21",24.1
"479","2020-02-24",24.18
"480","2020-02-25",23.98
"481","2020-02-26",24.26
"482","2020-02-27",24.42
"483","2020-02-28",22.43
"484","2020-03-02",23.790001
"485","2020-03-03",23.360001
"486","2020-03-04",23.93
"487","2020-03-05",23.43
"488","2020-03-06",21.5
"489","2020-03-09",20.01
"490","2020-03-10",20.85
"491","2020-03-11",19.76
"492","2020-03-12",18.540001
"493","2020-03-13",18.690001
"494","2020-03-16",17.57
"495","2020-03-17",18.190001
"496","2020-03-18",17.02
"497","2020-03-19",17.15
"498","2020-03-20",17.540001
"499","2020-03-23",17.469999
"500","2020-03-24",18.709999
"501","2020-03-25",18.549999
"502","2020-03-26",19.51
"503","2020-03-27",18.58
"504","2020-03-30",18.66
"505","2020-03-31",17.799999
"506","2020-04-01",18.18
"507","2020-04-02",17.9
"508","2020-04-03",17.059999
"509","2020-04-06",16.76
"510","2020-04-07",17.299999
"511","2020-04-08",16.51
"512","2020-04-09",17.370001
"513","2020-04-13",17.43
"514","2020-04-14",18.049999
"515","2020-04-15",18.450001
"516","2020-04-16",19.24
"517","2020-04-17",19.280001
"518","2020-04-20",19.25
"519","2020-04-21",18.57
"520","2020-04-22",18.43
"521","2020-04-23",18.139999
"522","2020-04-24",17.76
"523","2020-04-27",17.219999
"524","2020-04-28",16.65
"525","2020-04-29",17.219999
"526","2020-04-30",16.969999
"527","2020-05-01",16.360001
"528","2020-05-04",16.43
"529","2020-05-05",16.57
"530","2020-05-06",16.959999
"531","2020-05-07",16.83
"532","2020-05-08",17.530001
"533","2020-05-11",17.9
"534","2020-05-12",17.799999
"535","2020-05-13",17.33
"536","2020-05-14",17.48
"537","2020-05-15",17.950001
"538","2020-05-18",18.33
"539","2020-05-19",17.66
"540","2020-05-20",16.76
"541","2020-05-21",16.5
"542","2020-05-22",15.5
"543","2020-05-26",15.87
"544","2020-05-27",15.93
"545","2020-05-28",15.77
"546","2020-05-29",16.59
"547","2020-06-01",16.700001
"548","2020-06-02",17.200001
"549","2020-06-03",17.860001
"550","2020-06-04",17.75
"551","2020-06-05",18.059999
"552","2020-06-08",17.51
"553","2020-06-09",18.09
"554","2020-06-10",18.25
"555","2020-06-11",17.84
"556","2020-06-12",17.799999
"557","2020-06-15",19.15
"558","2020-06-16",24.1
"559","2020-06-17",24.73
"560","2020-06-18",24.82
"561","2020-06-19",24.459999
"562","2020-06-22",24.27
"563","2020-06-23",23.75
"564","2020-06-24",22.92
"565","2020-06-25",22.57
"566","2020-06-26",22.719999
"567","2020-06-29",23.26
"568","2020-06-30",23.190001
"569","2020-07-01",23.139999
"570","2020-07-02",23.82
"571","2020-07-06",23.940001
"572","2020-07-07",23.33
"573","2020-07-08",22.889999
"574","2020-07-09",23.139999
"575","2020-07-10",22.99
"576","2020-07-13",22.860001
"577","2020-07-14",23.25
"578","2020-07-15",23.02
"579","2020-07-16",22.59
"580","2020-07-17",22.309999
"581","2020-07-20",22.68
"582","2020-07-21",22.65
"583","2020-07-22",22.530001
"584","2020-07-23",21.18
"585","2020-07-24",20.4
"586","2020-07-27",20.709999
"587","2020-07-28",20.66
"588","2020-07-29",20.75
"589","2020-07-30",20.66
"590","2020-07-31",21.1
"591","2020-08-03",21.700001
"592","2020-08-04",22.719999
"593","2020-08-05",22.77
"594","2020-08-06",22.92
"595","2020-08-07",22.610001
"596","2020-08-10",22.5
"597","2020-08-11",22.110001
"598","2020-08-12",22.219999
"599","2020-08-13",21.68
"600","2020-08-14",19.26
"601","2020-08-17",19.27
"602","2020-08-18",19.129999
"603","2020-08-19",18.83
"604","2020-08-20",18.91
"605","2020-08-21",19.02
"606","2020-08-24",19.459999
"607","2020-08-25",19.629999
"608","2020-08-26",19.559999
"609","2020-08-27",19.610001
"610","2020-08-28",21.43
"611","2020-08-31",21.65
"612","2020-09-01",22.73
"613","2020-09-02",22.209999
"614","2020-09-03",22.09
"615","2020-09-04",22.01
"616","2020-09-08",21.24
"617","2020-09-09",21.08
"618","2020-09-10",21.4
"619","2020-09-11",21.32
"620","2020-09-14",22.309999
"621","2020-09-15",22.26
"622","2020-09-16",22.75
"623","2020-09-17",22.879999
"624","2020-09-18",23.200001
"625","2020-09-21",23.51
"626","2020-09-22",23.58
"627","2020-09-23",23.66
"628","2020-09-24",23.799999
"629","2020-09-25",23.290001
"630","2020-09-28",22.58
"631","2020-09-29",22.799999
"632","2020-09-30",22.58
"633","2020-10-01",23.18
"634","2020-10-02",22.85
"635","2020-10-05",23.4
"636","2020-10-06",23.77
"637","2020-10-07",24.4
"638","2020-10-08",23.73
"639","2020-10-09",23.93
"640","2020-10-12",23.66
"641","2020-10-13",23.450001
"642","2020-10-14",23
"643","2020-10-15",22.969999
"644","2020-10-16",22.389999
"645","2020-10-19",22.52
"646","2020-10-20",22.51
"647","2020-10-21",22.940001
"648","2020-10-22",23.02
"649","2020-10-23",23.190001
"650","2020-10-26",23.1
"651","2020-10-27",23.98
"652","2020-10-28",24.6
"653","2020-10-29",25.040001
"654","2020-10-30",24.700001
"655","2020-11-02",25.190001
"656","2020-11-03",24.92
"657","2020-11-04",26.26
"658","2020-11-05",25.799999
"659","2020-11-06",25.799999
"660","2020-11-09",26.969999
"661","2020-11-10",26.360001
"662","2020-11-11",26.129999
"663","2020-11-12",26.17
"664","2020-11-13",26.700001
"665","2020-11-16",27.77
"666","2020-11-17",23.709999
"667","2020-11-18",22.58
"668","2020-11-19",22.6
"669","2020-11-20",22.629999
"670","2020-11-23",22.139999
"671","2020-11-24",22.25
"672","2020-11-25",22.389999
"673","2020-11-27",22.01
