"","date","POLA"
"276","2018-01-11",5.04
"277","2018-01-12",4.89
"278","2018-01-16",4.9
"279","2018-01-17",4.93
"280","2018-01-18",4.81
"281","2018-01-19",4.82
"282","2018-01-22",4.85
"283","2018-01-23",4.8
"284","2018-01-24",4.72
"285","2018-01-25",4.6
"286","2018-01-26",4.7
"287","2018-01-29",4.68
"288","2018-01-30",4.45
"289","2018-01-31",4.46
"290","2018-02-01",4.3
"291","2018-02-02",4.36
"292","2018-02-05",4.15
"293","2018-02-06",4.29
"294","2018-02-07",4.3
"295","2018-02-08",4.55
"296","2018-02-09",4.2
"297","2018-02-12",4.42
"298","2018-02-13",4.59
"299","2018-02-14",4.38
"300","2018-02-15",4.3
"301","2018-02-16",4.47
"302","2018-02-20",4.42
"303","2018-02-21",4.41
"304","2018-02-22",4.3
"305","2018-02-23",4.43
"306","2018-02-26",4.24
"307","2018-02-27",4.21
"308","2018-02-28",4.17
"309","2018-03-01",4.15
"310","2018-03-02",4.35
"311","2018-03-05",4.34
"312","2018-03-06",4.22
"313","2018-03-07",4.22
"314","2018-03-08",4.27
"315","2018-03-09",4.47
"316","2018-03-12",4.9
"317","2018-03-13",4.84
"318","2018-03-14",4.63
"319","2018-03-15",4.82
"320","2018-03-16",4.71
"321","2018-03-19",4.71
"322","2018-03-20",4.78
"323","2018-03-21",4.81
"324","2018-03-22",4.76
"325","2018-03-23",4.98
"326","2018-03-26",5.16
"327","2018-03-27",5.13
"328","2018-03-28",4.93
"329","2018-03-29",4.99
"330","2018-04-02",5.09
"331","2018-04-03",5.05
"332","2018-04-04",4.95
"333","2018-04-05",5.01
"334","2018-04-06",5.02
"335","2018-04-09",5.25
"336","2018-04-10",5.34
"337","2018-04-11",5.91
"338","2018-04-12",6.15
"339","2018-04-13",6.06
"340","2018-04-16",6.07
"341","2018-04-17",6.22
"342","2018-04-18",6.31
"343","2018-04-19",6.23
"344","2018-04-20",6.26
"345","2018-04-23",6.07
"346","2018-04-24",6.01
"347","2018-04-25",6.18
"348","2018-04-26",6.27
"349","2018-04-27",6.19
"350","2018-04-30",5.95
"351","2018-05-01",6.03
"352","2018-05-02",6.2
"353","2018-05-03",6.11
"354","2018-05-04",6
"355","2018-05-07",5.95
"356","2018-05-08",5.96
"357","2018-05-09",6.12
"358","2018-05-10",5.88
"359","2018-05-11",6.04
"360","2018-05-14",6.07
"361","2018-05-15",6.02
"362","2018-05-16",6.08
"363","2018-05-17",6.34
"364","2018-05-18",6.49
"365","2018-05-21",6.3
"366","2018-05-22",6.36
"367","2018-05-23",6.09
"368","2018-05-24",6.1
"369","2018-05-25",6.09
"370","2018-05-29",6.2
"371","2018-05-30",6.05
"372","2018-05-31",6.23
"373","2018-06-01",6.23
"374","2018-06-04",6.15
"375","2018-06-05",6.19
"376","2018-06-06",6.02
"377","2018-06-07",6.22
"378","2018-06-08",6.14
"379","2018-06-11",6.27
"380","2018-06-12",6.44
"381","2018-06-13",6.36
"382","2018-06-14",6.23
"383","2018-06-15",6.12
"384","2018-06-18",6.29
"385","2018-06-19",6.35
"386","2018-06-20",6.35
"387","2018-06-21",6.37
"388","2018-06-22",6.38
"389","2018-06-25",6.3
"390","2018-06-26",6.27
"391","2018-06-27",6.3
"392","2018-06-28",6.21
"393","2018-06-29",6.11
"394","2018-07-02",6.02
"395","2018-07-03",6.12
"396","2018-07-05",6.03
"397","2018-07-06",6.15
"398","2018-07-09",6.24
"399","2018-07-10",6.11
"400","2018-07-11",6.1
"401","2018-07-12",6.34
"402","2018-07-13",6.3
"403","2018-07-16",6.28
"404","2018-07-17",6.3
"405","2018-07-18",6.42
"406","2018-07-19",6.26
"407","2018-07-20",6.39
"408","2018-07-23",6.39
"409","2018-07-24",6.39
"410","2018-07-25",6.37
"411","2018-07-26",6.13
"412","2018-07-27",6.03
"413","2018-07-30",6.25
"414","2018-07-31",6.03
"415","2018-08-01",6.39
"416","2018-08-02",6.36
"417","2018-08-03",6.35
"418","2018-08-06",6.26
"419","2018-08-07",6.15
"420","2018-08-08",6.24
"421","2018-08-09",6.4
"422","2018-08-10",6.42
"423","2018-08-13",6.6
"424","2018-08-14",6.27
"425","2018-08-15",6.31
"426","2018-08-16",6.32
"427","2018-08-17",6.23
"428","2018-08-20",6.23
"429","2018-08-21",6.25
"430","2018-08-22",6.3
"431","2018-08-23",6.43
"432","2018-08-24",6.29
"433","2018-08-27",6.26
"434","2018-08-28",6.12
"435","2018-08-29",6.19
"436","2018-08-30",6.1
"437","2018-08-31",6.2
"438","2018-09-04",6.15
"439","2018-09-05",6.1
"440","2018-09-06",5.97
"441","2018-09-07",5.96
"442","2018-09-10",5.95
"443","2018-09-11",5.71
"444","2018-09-12",5.63
"445","2018-09-13",5.56
"446","2018-09-14",5.62
"447","2018-09-17",5.57
"448","2018-09-18",5.76
"449","2018-09-19",5.5
"450","2018-09-20",5.31
"451","2018-09-21",5.32
"452","2018-09-24",5.15
"453","2018-09-25",5.07
"454","2018-09-26",5.2
"455","2018-09-27",5.2
"456","2018-09-28",5.12
"457","2018-10-01",5.45
"458","2018-10-02",5.53
"459","2018-10-03",5.75
"460","2018-10-04",5.75
"461","2018-10-05",5.71
"462","2018-10-08",5.8
"463","2018-10-09",5.67
"464","2018-10-10",5.61
"465","2018-10-11",5.49
"466","2018-10-12",5.38
"467","2018-10-15",5.41
"468","2018-10-16",5.7
"469","2018-10-17",5.7
"470","2018-10-18",5.8
"471","2018-10-19",5.8
"472","2018-10-22",5.72
"473","2018-10-23",5.97
"474","2018-10-24",5.73
"475","2018-10-25",5.67
"476","2018-10-26",5.43
"477","2018-10-29",5.61
"478","2018-10-30",5.89
"479","2018-10-31",5.69
"480","2018-11-01",5.89
"481","2018-11-02",5.92
"482","2018-11-05",5.93
"483","2018-11-06",6.09
"484","2018-11-07",6.09
"485","2018-11-08",5.95
"486","2018-11-09",6
"487","2018-11-12",5.99
"488","2018-11-13",6.12
"489","2018-11-14",5.43
"490","2018-11-15",5.57
"491","2018-11-16",5.82
"492","2018-11-19",5.78
"493","2018-11-20",5.71
"494","2018-11-21",5.79
"495","2018-11-23",5.95
"496","2018-11-26",5.8
"497","2018-11-27",6
"498","2018-11-28",6.05
"499","2018-11-29",5.92
"500","2018-11-30",5.85
"501","2018-12-03",6
"502","2018-12-04",5.61
"503","2018-12-06",5.4
"504","2018-12-07",5.29
"505","2018-12-10",5.4
"506","2018-12-11",5.25
"507","2018-12-12",5.18
"508","2018-12-13",5.24
"509","2018-12-14",5.15
"510","2018-12-17",5
"511","2018-12-18",5.05
"512","2018-12-19",4.99
"513","2018-12-20",4.97
"514","2018-12-21",4.74
"515","2018-12-24",4.55
"516","2018-12-26",4.7
"517","2018-12-27",4.75
"518","2018-12-28",4.81
"519","2018-12-31",4.83
"520","2019-01-02",5
"521","2019-01-03",4.9
"522","2019-01-04",5.05
"523","2019-01-07",5
"524","2019-01-08",4.97
"525","2019-01-09",4.92
"526","2019-01-10",4.9
"527","2019-01-11",4.91
"528","2019-01-14",4.95
"529","2019-01-15",5.09
"530","2019-01-16",5.1
"531","2019-01-17",4.96
"532","2019-01-18",5.02
"533","2019-01-22",4.88
"534","2019-01-23",4.95
"535","2019-01-24",4.91
"536","2019-01-25",5.06
"537","2019-01-28",5.05
"538","2019-01-29",5.1
"539","2019-01-30",5.02
"540","2019-01-31",4.97
"541","2019-02-01",5.05
"542","2019-02-04",4.94
"543","2019-02-05",4.94
"544","2019-02-06",4.94
"545","2019-02-07",4.9
"546","2019-02-08",4.9
"547","2019-02-11",4.9
"548","2019-02-12",4.86
"549","2019-02-13",4.92
"550","2019-02-14",4.87
"551","2019-02-15",4.71
"552","2019-02-19",4.76
"553","2019-02-20",4.74
"554","2019-02-21",4.76
"555","2019-02-22",4.75
"556","2019-02-25",4.76
"557","2019-02-26",4.73
"558","2019-02-27",4.74
"559","2019-02-28",4.85
"560","2019-03-01",4.77
"561","2019-03-04",4.74
"562","2019-03-05",4.85
"563","2019-03-06",4.75
"564","2019-03-07",4.97
"565","2019-03-08",4.85
"566","2019-03-11",5.01
"567","2019-03-12",5.2
"568","2019-03-13",5.1
"569","2019-03-14",4.88
"570","2019-03-15",5
"571","2019-03-18",5.07
"572","2019-03-19",5.13
"573","2019-03-20",5.15
"574","2019-03-21",5.06
"575","2019-03-22",4.89
"576","2019-03-25",5.15
"577","2019-03-26",5.11
"578","2019-03-27",4.75
"579","2019-03-28",4.73
"580","2019-03-29",4.51
"581","2019-04-01",5
"582","2019-04-02",4.77
"583","2019-04-03",4.83
"584","2019-04-04",4.95
"585","2019-04-05",4.8
"586","2019-04-08",4.74
"587","2019-04-09",4.77
"588","2019-04-10",4.65
"589","2019-04-11",4.64
"590","2019-04-12",4.67
"591","2019-04-15",4.59
"592","2019-04-16",4.6
"593","2019-04-17",4.57
"594","2019-04-18",4.59
"595","2019-04-22",4.66
"596","2019-04-23",4.67
"597","2019-04-24",4.56
"598","2019-04-25",4.66
"599","2019-04-26",4.47
"600","2019-04-29",4.36
"601","2019-04-30",4.36
"602","2019-05-01",4.32
"603","2019-05-02",4.33
"604","2019-05-03",4.43
"605","2019-05-06",4.3
"606","2019-05-07",4.22
"607","2019-05-08",4.15
"608","2019-05-09",4.12
"609","2019-05-10",4.17
"610","2019-05-13",4.25
"611","2019-05-14",4.25
"612","2019-05-15",4.35
"613","2019-05-16",4.35
"614","2019-05-17",4.4
"615","2019-05-20",4.3
"616","2019-05-21",4.18
"617","2019-05-22",4.26
"618","2019-05-23",4.28
"619","2019-05-24",4.6
"620","2019-05-28",4.3
"621","2019-05-29",4.3
"622","2019-05-30",4.2
"623","2019-05-31",4.05
"624","2019-06-03",3.96
"625","2019-06-04",3.75
"626","2019-06-05",3.56
"627","2019-06-06",3.55
"628","2019-06-07",3.55
"629","2019-06-10",3.52
"630","2019-06-11",3.65
"631","2019-06-12",3.78
"632","2019-06-13",3.81
"633","2019-06-14",3.9
"634","2019-06-17",4.2
"635","2019-06-18",4.21
"636","2019-06-19",4.02
"637","2019-06-20",4.12
"638","2019-06-21",4
"639","2019-06-24",4
"640","2019-06-25",4.01
"641","2019-06-26",4.14
"642","2019-06-27",4.12
"643","2019-06-28",4.16
"644","2019-07-01",4.29
"645","2019-07-02",4.35
"646","2019-07-03",4.5
"647","2019-07-05",4.55
"648","2019-07-08",4.69
"649","2019-07-09",4.6
"650","2019-07-10",4.73
"651","2019-07-11",4.61
"652","2019-07-12",4.5
"653","2019-07-15",4.55
"654","2019-07-16",4.59
"655","2019-07-17",4.51
"656","2019-07-18",4.6
"657","2019-07-19",4.6
"658","2019-07-22",4.6
"659","2019-07-23",4.46
"660","2019-07-24",4.45
"661","2019-07-25",4.48
"662","2019-07-26",4.48
"663","2019-07-29",4.49
"664","2019-07-30",4.37
"665","2019-07-31",4.41
"666","2019-08-01",4.32
"667","2019-08-02",4.25
"668","2019-08-05",4.24
"669","2019-08-06",4.2
"670","2019-08-07",4.17
"671","2019-08-08",4.23
"672","2019-08-09",4.08
"673","2019-08-12",5
"674","2019-08-13",4
"675","2019-08-14",3.61
"676","2019-08-15",3.41
"677","2019-08-16",3.6
"678","2019-08-19",3.3
"679","2019-08-20",3.4
"680","2019-08-21",3.3
"681","2019-08-22",3.23
"682","2019-08-23",3.22
"683","2019-08-26",3.14
"684","2019-08-27",3.07
"685","2019-08-28",3.3
"686","2019-08-29",3.68
"687","2019-08-30",3.54
"688","2019-09-03",3.35
"689","2019-09-04",3.46
"690","2019-09-05",3.6
"691","2019-09-06",3.66
"692","2019-09-09",3.56
"693","2019-09-10",3.57
"694","2019-09-11",3.67
"695","2019-09-12",3.67
"696","2019-09-13",3.73
"697","2019-09-16",3.64
"698","2019-09-17",3.65
"699","2019-09-18",3.62
"700","2019-09-19",3.42
"701","2019-09-20",3.16
"702","2019-09-23",3.19
"703","2019-09-24",3.18
"704","2019-09-25",3.1
"705","2019-09-26",3.08
"706","2019-09-27",3.08
"707","2019-09-30",3.14
"708","2019-10-01",3.1
"709","2019-10-02",3.05
"710","2019-10-03",3.04
"711","2019-10-04",3.03
"712","2019-10-07",3
"713","2019-10-08",3
"714","2019-10-09",2.93
"715","2019-10-10",3.04
"716","2019-10-11",3.1
"717","2019-10-14",2.97
"718","2019-10-15",2.98
"719","2019-10-16",2.92
"720","2019-10-17",2.97
"721","2019-10-18",2.99
"722","2019-10-21",2.95
"723","2019-10-22",2.92
"724","2019-10-23",3
"725","2019-10-24",2.99
"726","2019-10-25",2.89
"727","2019-10-28",2.84
"728","2019-10-29",2.84
"729","2019-10-30",2.84
"730","2019-10-31",2.93
"731","2019-11-01",2.92
"732","2019-11-04",3.07
"733","2019-11-05",3.02
"734","2019-11-06",3
"735","2019-11-07",2.87
"736","2019-11-08",2.78
"737","2019-11-11",2.84
"738","2019-11-12",2.84
"739","2019-11-13",2.22
"740","2019-11-14",2.39
"741","2019-11-15",2.2
"742","2019-11-18",2.11
"743","2019-11-19",2.11
"744","2019-11-20",2.33
"745","2019-11-21",2.38
"746","2019-11-22",2.3
"747","2019-11-25",2.45
"748","2019-11-26",2.35
"749","2019-11-27",2.25
"750","2019-11-29",2.44
"751","2019-12-02",2.3
"752","2019-12-03",2.3
"753","2019-12-04",2.34
"754","2019-12-05",2.35
"755","2019-12-06",2.4
"756","2019-12-09",2.33
"757","2019-12-10",2.39
"758","2019-12-11",2.39
"759","2019-12-12",2.32
"760","2019-12-13",2.35
"761","2019-12-16",2.38
"762","2019-12-17",2.36
"763","2019-12-18",2.35
"764","2019-12-19",2.38
"765","2019-12-20",2.39
"766","2019-12-23",2.29
"767","2019-12-24",2.38
"768","2019-12-26",2.39
"769","2019-12-27",2.46
"770","2019-12-30",2.37
"771","2019-12-31",2.38
"772","2020-01-02",2.58
"773","2020-01-03",2.55
"774","2020-01-06",2.72
"775","2020-01-07",2.75
"776","2020-01-08",2.7
"777","2020-01-09",2.68
"778","2020-01-10",2.65
"779","2020-01-13",2.57
"780","2020-01-14",2.52
"781","2020-01-15",2.62
"782","2020-01-16",2.67
"783","2020-01-17",2.98
"784","2020-01-21",3.09
"785","2020-01-22",3.14
"786","2020-01-23",3.12
"787","2020-01-24",3.08
"788","2020-01-27",2.96
"789","2020-01-28",3
"790","2020-01-29",3.07
"791","2020-01-30",2.99
"792","2020-01-31",3.03
"793","2020-02-03",2.73
"794","2020-02-04",2.83
"795","2020-02-05",2.73
"796","2020-02-06",2.85
"797","2020-02-07",2.74
"798","2020-02-10",2.7
"799","2020-02-11",2.68
"800","2020-02-12",2.73
"801","2020-02-13",2.74
"802","2020-02-14",2.78
"803","2020-02-18",2.89
"804","2020-02-19",2.98
"805","2020-02-20",2.93
"806","2020-02-21",2.85
"807","2020-02-24",2.8
"808","2020-02-25",2.71
"809","2020-02-26",2.77
"810","2020-02-27",2.66
"811","2020-02-28",2.56
"812","2020-03-02",2.49
"813","2020-03-03",2.31
"814","2020-03-04",2.51
"815","2020-03-05",2.32
"816","2020-03-06",2.1
"817","2020-03-09",1.9
"818","2020-03-10",1.81
"819","2020-03-11",1.75
"820","2020-03-12",1.55
"821","2020-03-13",1.5
"822","2020-03-16",1.38
"823","2020-03-17",1.24
"824","2020-03-18",1.1
"825","2020-03-19",1.23
"826","2020-03-20",1
"827","2020-03-23",1.12
"828","2020-03-24",1.32
"829","2020-03-25",1.49
"830","2020-03-26",1.26
"831","2020-03-27",1.39
"832","2020-03-30",1.18
"833","2020-03-31",1.24
"834","2020-04-01",1.19
"835","2020-04-02",1.14
"836","2020-04-03",1.09
"837","2020-04-06",1.18
"838","2020-04-07",1.13
"839","2020-04-08",1.14
"840","2020-04-09",1.24
"841","2020-04-13",1.24
"842","2020-04-14",1.28
"843","2020-04-15",1.2
"844","2020-04-16",1.15
"845","2020-04-17",1.17
"846","2020-04-20",1.25
"847","2020-04-21",1.19
"848","2020-04-22",1.74
"849","2020-04-23",1.63
"850","2020-04-24",1.57
"851","2020-04-27",1.67
"852","2020-04-28",1.51
"853","2020-04-29",1.49
"854","2020-04-30",1.54
"855","2020-05-01",1.48
"856","2020-05-04",1.36
"857","2020-05-05",1.44
"858","2020-05-06",1.44
"859","2020-05-07",1.4
"860","2020-05-08",1.43
"861","2020-05-11",1.42
"862","2020-05-12",1.34
"863","2020-05-13",1.36
"864","2020-05-14",1.27
"865","2020-05-15",1.18
"866","2020-05-18",1.2
"867","2020-05-19",1.25
"868","2020-05-20",1.33
"869","2020-05-21",1.28
"870","2020-05-22",1.29
"871","2020-05-26",1.27
"872","2020-05-27",1.34
"873","2020-05-28",1.37
"874","2020-05-29",1.32
"875","2020-06-01",1.36
"876","2020-06-02",1.37
"877","2020-06-03",1.33
"878","2020-06-04",1.34
"879","2020-06-05",1.46
"880","2020-06-08",1.65
"881","2020-06-09",1.56
"882","2020-06-10",1.47
"883","2020-06-11",1.35
"884","2020-06-12",1.44
"885","2020-06-15",1.42
"886","2020-06-16",1.52
"887","2020-06-17",1.54
"888","2020-06-18",1.48
"889","2020-06-19",1.48
"890","2020-06-22",1.43
"891","2020-06-23",1.37
"892","2020-06-24",1.38
"893","2020-06-25",1.35
"894","2020-06-26",1.26
"895","2020-06-29",1.37
"896","2020-06-30",4.96
"897","2020-07-01",3.13
"898","2020-07-02",2.58
"899","2020-07-06",2.97
"900","2020-07-07",3
"901","2020-07-08",3.07
"902","2020-07-09",3.33
"903","2020-07-10",3.33
"904","2020-07-13",3.14
"905","2020-07-14",3.12
"906","2020-07-15",3
"907","2020-07-16",2.98
"908","2020-07-17",3.49
"909","2020-07-20",3.31
"910","2020-07-21",3.12
"911","2020-07-22",3.18
"912","2020-07-23",3.12
"913","2020-07-24",3.06
"914","2020-07-27",2.91
"915","2020-07-28",2.74
"916","2020-07-29",2.95
"917","2020-07-30",3.08
"918","2020-07-31",2.91
"919","2020-08-03",2.95
"920","2020-08-04",3.01
"921","2020-08-05",3
"922","2020-08-06",2.8
"923","2020-08-07",2.74
"924","2020-08-10",2.72
"925","2020-08-11",2.36
"926","2020-08-12",2.28
"927","2020-08-13",2.22
"928","2020-08-14",1.97
"929","2020-08-17",1.76
"930","2020-08-18",1.86
"931","2020-08-19",1.71
"932","2020-08-20",1.77
"933","2020-08-21",1.7
"934","2020-08-24",1.68
"935","2020-08-25",1.78
"936","2020-08-26",2.08
"937","2020-08-27",1.92
"938","2020-08-28",1.72
"939","2020-08-31",1.66
"940","2020-09-01",1.6
"941","2020-09-02",1.5
"942","2020-09-03",1.52
"943","2020-09-04",1.62
"944","2020-09-08",1.51
"945","2020-09-09",1.53
"946","2020-09-10",1.5
"947","2020-09-11",1.45
"948","2020-09-14",1.6
"949","2020-09-15",1.65
"950","2020-09-16",1.74
"951","2020-09-17",1.72
"952","2020-09-18",1.85
"953","2020-09-21",1.84
"954","2020-09-22",1.72
"955","2020-09-23",1.92
"956","2020-09-24",3.69
"957","2020-09-25",3.1
"958","2020-09-28",3.65
"959","2020-09-29",3.39
"960","2020-09-30",3.16
"961","2020-10-01",3.13
"962","2020-10-02",3.38
"963","2020-10-05",3.81
"964","2020-10-06",4.05
"965","2020-10-07",4.25
"966","2020-10-08",3.93
"967","2020-10-09",3.72
"968","2020-10-12",3.49
"969","2020-10-13",3.32
"970","2020-10-14",3.24
"971","2020-10-15",3.18
"972","2020-10-16",3.14
"973","2020-10-19",3.04
"974","2020-10-20",2.76
"975","2020-10-21",2.65
"976","2020-10-22",2.73
"977","2020-10-23",2.65
"978","2020-10-26",2.47
"979","2020-10-27",2.39
"980","2020-10-28",2.33
"981","2020-10-29",3.7
"982","2020-10-30",2.94
"983","2020-11-02",2.74
"984","2020-11-03",2.8
"985","2020-11-04",2.67
"986","2020-11-05",2.65
"987","2020-11-06",2.6
"988","2020-11-09",2.99
"989","2020-11-10",2.8
"990","2020-11-11",2.74
"991","2020-11-12",2.83
"992","2020-11-13",3.33
"993","2020-11-16",3.58
"994","2020-11-17",3.31
"995","2020-11-18",3.58
"996","2020-11-19",4.13
"997","2020-11-20",4.69
"998","2020-11-23",6.46
"999","2020-11-24",5.05
"1000","2020-11-25",4.96
"1001","2020-11-27",5.21
