"","date","JBLU"
"193","2007-10-08",9.39
"194","2007-10-09",9.26
"195","2007-10-10",9.28
"196","2007-10-11",9.28
"197","2007-10-12",9.17
"198","2007-10-15",9.17
"199","2007-10-16",9.12
"200","2007-10-17",9.27
"201","2007-10-18",9.19
"202","2007-10-19",9.07
"203","2007-10-22",9.08
"204","2007-10-23",9.45
"205","2007-10-24",9.46
"206","2007-10-25",9.27
"207","2007-10-26",9.18
"208","2007-10-29",9.16
"209","2007-10-30",9.27
"210","2007-10-31",9.13
"211","2007-11-01",8.88
"212","2007-11-02",8.74
"213","2007-11-05",8.55
"214","2007-11-06",8.36
"215","2007-11-07",8.08
"216","2007-11-08",7.72
"217","2007-11-09",7.03
"218","2007-11-12",7.24
"219","2007-11-13",7.76
"220","2007-11-14",7.67
"221","2007-11-15",7.41
"222","2007-11-16",7.44
"223","2007-11-19",7.01
"224","2007-11-20",6.89
"225","2007-11-21",6.85
"226","2007-11-23",7.1
"227","2007-11-26",6.78
"228","2007-11-27",6.77
"229","2007-11-28",6.92
"230","2007-11-29",6.79
"231","2007-11-30",7
"232","2007-12-03",6.93
"233","2007-12-04",6.72
"234","2007-12-05",6.57
"235","2007-12-06",6.63
"236","2007-12-07",6.94
"237","2007-12-10",7
"238","2007-12-11",6.66
"239","2007-12-12",6.25
"240","2007-12-13",7.15
"241","2007-12-14",7.09
"242","2007-12-17",6.89
"243","2007-12-18",6.89
"244","2007-12-19",6.67
"245","2007-12-20",6.33
"246","2007-12-21",6.4
"247","2007-12-24",6.3
"248","2007-12-26",6.26
"249","2007-12-27",6.09
"250","2007-12-28",6
"251","2007-12-31",5.9
"252","2008-01-02",5.44
"253","2008-01-03",5.44
"254","2008-01-04",5.32
"255","2008-01-07",5.17
"256","2008-01-08",4.96
"257","2008-01-09",4.8
"258","2008-01-10",4.89
"259","2008-01-11",4.74
"260","2008-01-14",4.67
"261","2008-01-15",4.57
"262","2008-01-16",4.78
"263","2008-01-17",4.84
"264","2008-01-18",4.63
"265","2008-01-22",4.7
"266","2008-01-23",5.18
"267","2008-01-24",4.95
"268","2008-01-25",4.75
"269","2008-01-28",4.94
"270","2008-01-29",5.94
"271","2008-01-30",6.36
"272","2008-01-31",6.91
"273","2008-02-01",6.89
"274","2008-02-04",6.6
"275","2008-02-05",6.32
"276","2008-02-06",6.57
"277","2008-02-07",7.23
"278","2008-02-08",6.9
"279","2008-02-11",6.86
"280","2008-02-12",6.72
"281","2008-02-13",6.82
"282","2008-02-14",6.35
"283","2008-02-15",6.26
"284","2008-02-19",6.11
"285","2008-02-20",6.24
"286","2008-02-21",6.08
"287","2008-02-22",6.06
"288","2008-02-25",6.17
"289","2008-02-26",6.11
"290","2008-02-27",5.8
"291","2008-02-28",5.68
"292","2008-02-29",5.45
"293","2008-03-03",5.22
"294","2008-03-04",5.29
"295","2008-03-05",5.29
"296","2008-03-06",5.15
"297","2008-03-07",5.01
"298","2008-03-10",4.71
"299","2008-03-11",5
"300","2008-03-12",4.76
"301","2008-03-13",4.79
"302","2008-03-14",4.67
"303","2008-03-17",4.69
"304","2008-03-18",5
"305","2008-03-19",5
"306","2008-03-20",5.56
"307","2008-03-24",5.97
"308","2008-03-25",5.86
"309","2008-03-26",5.57
"310","2008-03-27",5.65
"311","2008-03-28",5.45
"312","2008-03-31",5.8
"313","2008-04-01",5.79
"314","2008-04-02",5.71
"315","2008-04-03",5.66
"316","2008-04-04",5.67
"317","2008-04-07",5.72
"318","2008-04-08",5.61
"319","2008-04-09",5.25
"320","2008-04-10",5.35
"321","2008-04-11",5.32
"322","2008-04-14",5.18
"323","2008-04-15",4.98
"324","2008-04-16",4.94
"325","2008-04-17",4.91
"326","2008-04-18",5
"327","2008-04-21",4.93
"328","2008-04-22",4.65
"329","2008-04-23",4.65
"330","2008-04-24",4.92
"331","2008-04-25",5.01
"332","2008-04-28",4.97
"333","2008-04-29",5.1
"334","2008-04-30",5.04
"335","2008-05-01",5.06
"336","2008-05-02",4.91
"337","2008-05-05",4.79
"338","2008-05-06",4.75
"339","2008-05-07",4.63
"340","2008-05-08",4.58
"341","2008-05-09",4.58
"342","2008-05-12",4.82
"343","2008-05-13",4.74
"344","2008-05-14",4.82
"345","2008-05-15",4.88
"346","2008-05-16",4.88
"347","2008-05-19",4.87
"348","2008-05-20",4.72
"349","2008-05-21",4.36
"350","2008-05-22",4.45
"351","2008-05-23",4.2
"352","2008-05-27",4.41
"353","2008-05-28",4.11
"354","2008-05-29",4.15
"355","2008-05-30",3.97
"356","2008-06-02",3.87
"357","2008-06-03",4.02
"358","2008-06-04",4.16
"359","2008-06-05",4.32
"360","2008-06-06",4.04
"361","2008-06-09",3.97
"362","2008-06-10",3.89
"363","2008-06-11",3.67
"364","2008-06-12",3.8
"365","2008-06-13",3.88
"366","2008-06-16",3.89
"367","2008-06-17",4.09
"368","2008-06-18",3.95
"369","2008-06-19",4.3
"370","2008-06-20",3.95
"371","2008-06-23",3.69
"372","2008-06-24",3.72
"373","2008-06-25",3.78
"374","2008-06-26",3.7
"375","2008-06-27",3.64
"376","2008-06-30",3.73
"377","2008-07-01",3.68
"378","2008-07-02",3.4
"379","2008-07-03",3.34
"380","2008-07-07",3.38
"381","2008-07-08",3.52
"382","2008-07-09",3.44
"383","2008-07-10",3.42
"384","2008-07-11",3.14
"385","2008-07-14",3.21
"386","2008-07-15",3.18
"387","2008-07-16",3.86
"388","2008-07-17",4.07
"389","2008-07-18",4.22
"390","2008-07-21",3.89
"391","2008-07-22",4.5
"392","2008-07-23",5.25
"393","2008-07-24",4.86
"394","2008-07-25",5.04
"395","2008-07-28",4.9
"396","2008-07-29",5.28
"397","2008-07-30",5.18
"398","2008-07-31",5.27
"399","2008-08-01",5.26
"400","2008-08-04",5.45
"401","2008-08-05",5.77
"402","2008-08-06",5.61
"403","2008-08-07",5.48
"404","2008-08-08",5.68
"405","2008-08-11",5.83
"406","2008-08-12",5.87
"407","2008-08-13",5.58
"408","2008-08-14",5.74
"409","2008-08-15",5.96
"410","2008-08-18",5.93
"411","2008-08-19",5.66
"412","2008-08-20",5.46
"413","2008-08-21",5.36
"414","2008-08-22",5.63
"415","2008-08-25",5.5
"416","2008-08-26",5.37
"417","2008-08-27",5.39
"418","2008-08-28",6.05
"419","2008-08-29",6.07
"420","2008-09-02",6.32
"421","2008-09-03",6.24
"422","2008-09-04",6.18
"423","2008-09-05",6.04
"424","2008-09-08",6.14
"425","2008-09-09",5.99
"426","2008-09-10",5.78
"427","2008-09-11",6.07
"428","2008-09-12",6
"429","2008-09-15",5.89
"430","2008-09-16",6.21
"431","2008-09-17",5.84
"432","2008-09-18",5.44
"433","2008-09-19",5.78
"434","2008-09-22",5.29
"435","2008-09-23",5.27
"436","2008-09-24",5.08
"437","2008-09-25",5.11
"438","2008-09-26",4.89
"439","2008-09-29",4.58
"440","2008-09-30",4.95
"441","2008-10-01",5.05
"442","2008-10-02",4.65
"443","2008-10-03",4.52
"444","2008-10-06",4.41
"445","2008-10-07",3.89
"446","2008-10-08",3.71
"447","2008-10-09",3.44
"448","2008-10-10",3.86
"449","2008-10-13",4.41
"450","2008-10-14",4.41
"451","2008-10-15",4.26
"452","2008-10-16",5
"453","2008-10-17",4.83
"454","2008-10-20",5
"455","2008-10-21",4.99
"456","2008-10-22",5.01
"457","2008-10-23",5.02
"458","2008-10-24",4.88
"459","2008-10-27",4.46
"460","2008-10-28",4.81
"461","2008-10-29",4.51
"462","2008-10-30",5.21
"463","2008-10-31",5.55
"464","2008-11-03",5.79
"465","2008-11-04",5.85
"466","2008-11-05",5.84
"467","2008-11-06",5.65
"468","2008-11-07",5.74
"469","2008-11-10",5.47
"470","2008-11-11",5.49
"471","2008-11-12",4.89
"472","2008-11-13",5.77
"473","2008-11-14",5.42
"474","2008-11-17",5.49
"475","2008-11-18",5.5
"476","2008-11-19",4.45
"477","2008-11-20",3.99
"478","2008-11-21",3.97
"479","2008-11-24",4.32
"480","2008-11-25",4.96
"481","2008-11-26",5.1
"482","2008-11-28",5.24
"483","2008-12-01",4.76
"484","2008-12-02",5
"485","2008-12-03",5.18
"486","2008-12-04",5.44
"487","2008-12-05",5.65
"488","2008-12-08",5.9
"489","2008-12-09",5.57
"490","2008-12-10",5.53
"491","2008-12-11",5.29
"492","2008-12-12",5.55
"493","2008-12-15",5.36
"494","2008-12-16",5.92
"495","2008-12-17",6.04
"496","2008-12-18",6.19
"497","2008-12-19",6.37
"498","2008-12-22",6.27
"499","2008-12-23",6.26
"500","2008-12-24",6.6
"501","2008-12-26",6.59
"502","2008-12-29",6.59
"503","2008-12-30",6.82
"504","2008-12-31",7.1
"505","2009-01-02",7.23
"506","2009-01-05",7.12
"507","2009-01-06",7.3
"508","2009-01-07",7.61
"509","2009-01-08",7.73
"510","2009-01-09",6.97
"511","2009-01-12",7.05
"512","2009-01-13",7.05
"513","2009-01-14",6.44
"514","2009-01-15",6.77
"515","2009-01-16",6.96
"516","2009-01-20",7.09
"517","2009-01-21",6.34
"518","2009-01-22",6.78
"519","2009-01-23",6.64
"520","2009-01-26",6.7
"521","2009-01-27",6.25
"522","2009-01-28",6.56
"523","2009-01-29",6.38
"524","2009-01-30",5.63
"525","2009-02-02",5.59
"526","2009-02-03",5.6
"527","2009-02-04",5.53
"528","2009-02-05",5.78
"529","2009-02-06",6.21
"530","2009-02-09",6
"531","2009-02-10",5.85
"532","2009-02-11",5.63
"533","2009-02-12",5.78
"534","2009-02-13",5.84
"535","2009-02-17",5.6
"536","2009-02-18",4.81
"537","2009-02-19",4.53
"538","2009-02-20",4.25
"539","2009-02-23",4.28
"540","2009-02-24",4.56
"541","2009-02-25",4.26
"542","2009-02-26",4.16
"543","2009-02-27",3.81
"544","2009-03-02",3.29
"545","2009-03-03",3.02
"546","2009-03-04",3.19
"547","2009-03-05",2.84
"548","2009-03-06",2.96
"549","2009-03-09",3.06
"550","2009-03-10",3.45
"551","2009-03-11",3.84
"552","2009-03-12",4.18
"553","2009-03-13",4.29
"554","2009-03-16",3.92
"555","2009-03-17",4.15
"556","2009-03-18",4.24
"557","2009-03-19",3.77
"558","2009-03-20",3.56
"559","2009-03-23",3.98
"560","2009-03-24",3.85
"561","2009-03-25",4.07
"562","2009-03-26",4.36
"563","2009-03-27",4.16
"564","2009-03-30",3.84
"565","2009-03-31",3.65
"566","2009-04-01",3.64
"567","2009-04-02",4.35
"568","2009-04-03",4.41
"569","2009-04-06",4.41
"570","2009-04-07",4.16
"571","2009-04-08",4.41
"572","2009-04-09",4.93
"573","2009-04-13",4.93
"574","2009-04-14",4.59
"575","2009-04-15",5.15
"576","2009-04-16",5.36
"577","2009-04-17",5.41
"578","2009-04-20",5.1
"579","2009-04-21",5.47
"580","2009-04-22",5.58
"581","2009-04-23",5.65
"582","2009-04-24",5.53
"583","2009-04-27",4.98
"584","2009-04-28",4.94
"585","2009-04-29",5.15
"586","2009-04-30",4.93
"587","2009-05-01",5.03
"588","2009-05-04",5.5
"589","2009-05-05",6.05
"590","2009-05-06",6.04
"591","2009-05-07",5.85
"592","2009-05-08",6.23
"593","2009-05-11",5.96
"594","2009-05-12",5.37
"595","2009-05-13",5.09
"596","2009-05-14",5.2
"597","2009-05-15",5.06
"598","2009-05-18",5.16
"599","2009-05-19",5.1
"600","2009-05-20",4.95
"601","2009-05-21",4.91
"602","2009-05-22",4.57
"603","2009-05-26",4.66
"604","2009-05-27",4.39
"605","2009-05-28",4.3
"606","2009-05-29",4.53
"607","2009-06-01",4.86
"608","2009-06-02",5.03
"609","2009-06-03",4.29
"610","2009-06-04",4.42
"611","2009-06-05",4.36
"612","2009-06-08",4.26
"613","2009-06-09",4.49
"614","2009-06-10",4.32
"615","2009-06-11",4.26
"616","2009-06-12",4.2
"617","2009-06-15",4.14
"618","2009-06-16",4.02
"619","2009-06-17",4.13
"620","2009-06-18",4.2
"621","2009-06-19",4.1
"622","2009-06-22",3.88
"623","2009-06-23",3.78
"624","2009-06-24",3.97
"625","2009-06-25",4.14
"626","2009-06-26",4.31
"627","2009-06-29",4.32
"628","2009-06-30",4.27
"629","2009-07-01",4.36
"630","2009-07-02",4.19
"631","2009-07-06",4.14
"632","2009-07-07",4.1
"633","2009-07-08",4.18
"634","2009-07-09",4.29
"635","2009-07-10",4.36
"636","2009-07-13",4.5
"637","2009-07-14",4.63
"638","2009-07-15",4.8
"639","2009-07-16",4.68
"640","2009-07-17",4.61
"641","2009-07-20",4.75
"642","2009-07-21",4.57
"643","2009-07-22",4.78
"644","2009-07-23",4.92
"645","2009-07-24",5.03
"646","2009-07-27",5.1
"647","2009-07-28",5.19
"648","2009-07-29",5.18
"649","2009-07-30",5.14
"650","2009-07-31",5.11
"651","2009-08-03",5.11
"652","2009-08-04",5.25
"653","2009-08-05",5.31
"654","2009-08-06",5.23
"655","2009-08-07",5.25
"656","2009-08-10",5.11
"657","2009-08-11",5.33
"658","2009-08-12",5.48
"659","2009-08-13",5.48
"660","2009-08-14",5.39
"661","2009-08-17",5.1
"662","2009-08-18",5.17
"663","2009-08-19",5.08
"664","2009-08-20",5.24
"665","2009-08-21",5.5
"666","2009-08-24",5.5
"667","2009-08-25",5.69
"668","2009-08-26",5.74
"669","2009-08-27",5.61
"670","2009-08-28",5.75
"671","2009-08-31",5.81
"672","2009-09-01",5.5
"673","2009-09-02",5.75
"674","2009-09-03",5.84
"675","2009-09-04",5.95
"676","2009-09-08",5.85
"677","2009-09-09",6.06
"678","2009-09-10",6.19
"679","2009-09-11",6.14
"680","2009-09-14",6.19
"681","2009-09-15",6.55
"682","2009-09-16",6.51
"683","2009-09-17",6.47
"684","2009-09-18",6.46
"685","2009-09-21",6.59
"686","2009-09-22",6.44
"687","2009-09-23",6.18
"688","2009-09-24",6.07
"689","2009-09-25",6.01
"690","2009-09-28",6
"691","2009-09-29",5.92
"692","2009-09-30",5.98
"693","2009-10-01",5.47
"694","2009-10-02",5.63
"695","2009-10-05",5.66
"696","2009-10-06",5.71
"697","2009-10-07",5.6
"698","2009-10-08",5.65
"699","2009-10-09",5.67
"700","2009-10-12",5.66
"701","2009-10-13",5.68
"702","2009-10-14",5.76
"703","2009-10-15",5.75
"704","2009-10-16",5.76
"705","2009-10-19",5.94
"706","2009-10-20",6.02
"707","2009-10-21",5.74
"708","2009-10-22",5.61
"709","2009-10-23",5.38
"710","2009-10-26",5.32
"711","2009-10-27",5.28
"712","2009-10-28",5.09
"713","2009-10-29",5.18
"714","2009-10-30",4.96
"715","2009-11-02",4.97
"716","2009-11-03",4.89
"717","2009-11-04",4.76
"718","2009-11-05",4.83
"719","2009-11-06",5.24
"720","2009-11-09",5.2
"721","2009-11-10",5.16
"722","2009-11-11",5.35
"723","2009-11-12",5.3
"724","2009-11-13",5.39
"725","2009-11-16",5.45
"726","2009-11-17",5.5
"727","2009-11-18",5.47
"728","2009-11-19",5.21
"729","2009-11-20",5.2
"730","2009-11-23",5.3
"731","2009-11-24",5.29
"732","2009-11-25",5.42
"733","2009-11-27",5.4
"734","2009-11-30",5.51
"735","2009-12-01",5.64
"736","2009-12-02",5.64
"737","2009-12-03",5.7
"738","2009-12-04",5.83
"739","2009-12-07",5.74
"740","2009-12-08",5.75
"741","2009-12-09",5.7
"742","2009-12-10",5.71
"743","2009-12-11",5.92
"744","2009-12-14",5.81
"745","2009-12-15",5.7
"746","2009-12-16",5.72
"747","2009-12-17",5.59
"748","2009-12-18",5.47
"749","2009-12-21",5.51
"750","2009-12-22",5.74
"751","2009-12-23",5.72
"752","2009-12-24",5.64
"753","2009-12-28",5.53
"754","2009-12-29",5.53
"755","2009-12-30",5.5
"756","2009-12-31",5.45
"757","2010-01-04",5.56
"758","2010-01-05",5.86
"759","2010-01-06",5.73
"760","2010-01-07",5.86
"761","2010-01-08",5.8
"762","2010-01-11",5.61
"763","2010-01-12",5.55
"764","2010-01-13",5.7
"765","2010-01-14",5.74
"766","2010-01-15",5.63
"767","2010-01-19",5.7
"768","2010-01-20",5.73
"769","2010-01-21",5.63
"770","2010-01-22",5.58
"771","2010-01-25",5.62
"772","2010-01-26",5.49
"773","2010-01-27",5.55
"774","2010-01-28",5.11
"775","2010-01-29",4.94
"776","2010-02-01",5.02
"777","2010-02-02",5.07
"778","2010-02-03",4.98
"779","2010-02-04",4.72
"780","2010-02-05",4.78
"781","2010-02-08",4.73
"782","2010-02-09",5.16
"783","2010-02-10",4.96
"784","2010-02-11",5.09
"785","2010-02-12",5.17
"786","2010-02-16",5.32
"787","2010-02-17",5.28
"788","2010-02-18",5.26
"789","2010-02-19",5.4
"790","2010-02-22",5.35
"791","2010-02-23",5.27
"792","2010-02-24",5.26
"793","2010-02-25",5.21
"794","2010-02-26",5.28
"795","2010-03-01",5.31
"796","2010-03-02",5.19
"797","2010-03-03",5.2
"798","2010-03-04",5.13
"799","2010-03-05",5.12
"800","2010-03-08",5.14
"801","2010-03-09",5.28
"802","2010-03-10",5.27
"803","2010-03-11",5.28
"804","2010-03-12",5.41
"805","2010-03-15",5.45
"806","2010-03-16",5.42
"807","2010-03-17",5.45
"808","2010-03-18",5.39
"809","2010-03-19",5.34
"810","2010-03-22",5.49
"811","2010-03-23",5.47
"812","2010-03-24",5.47
"813","2010-03-25",5.45
"814","2010-03-26",5.52
"815","2010-03-29",5.51
"816","2010-03-30",5.5
"817","2010-03-31",5.58
"818","2010-04-01",5.73
"819","2010-04-05",5.66
"820","2010-04-06",5.76
"821","2010-04-07",5.73
"822","2010-04-08",5.85
"823","2010-04-09",5.84
"824","2010-04-12",5.88
"825","2010-04-13",6.35
"826","2010-04-14",6.71
"827","2010-04-15",6.66
"828","2010-04-16",6.63
"829","2010-04-19",6.7
"830","2010-04-20",6.71
"831","2010-04-21",6.5
"832","2010-04-22",6.45
"833","2010-04-23",6.52
"834","2010-04-26",6.65
"835","2010-04-27",6.52
"836","2010-04-28",5.77
"837","2010-04-29",5.68
"838","2010-04-30",5.59
"839","2010-05-03",5.7
"840","2010-05-04",5.54
"841","2010-05-05",5.59
"842","2010-05-06",5.47
"843","2010-05-07",5.32
"844","2010-05-10",5.68
"845","2010-05-11",5.7
"846","2010-05-12",5.89
"847","2010-05-13",5.81
"848","2010-05-14",5.71
"849","2010-05-17",5.88
"850","2010-05-18",5.73
"851","2010-05-19",5.78
"852","2010-05-20",5.45
"853","2010-05-21",5.62
"854","2010-05-24",5.73
"855","2010-05-25",5.9
"856","2010-05-26",6.06
"857","2010-05-27",6.33
"858","2010-05-28",6.2
"859","2010-06-01",6.17
"860","2010-06-02",6.48
"861","2010-06-03",6.54
"862","2010-06-04",6.25
"863","2010-06-07",6.07
"864","2010-06-08",6.12
"865","2010-06-09",6.13
"866","2010-06-10",6.36
"867","2010-06-11",6.5
"868","2010-06-14",6.63
"869","2010-06-15",6.6
"870","2010-06-16",6.5
"871","2010-06-17",6.4
"872","2010-06-18",6.51
"873","2010-06-21",6.24
"874","2010-06-22",5.99
"875","2010-06-23",6.02
"876","2010-06-24",5.95
"877","2010-06-25",5.82
"878","2010-06-28",5.8
"879","2010-06-29",5.56
"880","2010-06-30",5.49
"881","2010-07-01",5.48
"882","2010-07-02",5.38
"883","2010-07-06",5.46
"884","2010-07-07",5.72
"885","2010-07-08",5.67
"886","2010-07-09",5.95
"887","2010-07-12",5.89
"888","2010-07-13",6.2
"889","2010-07-14",6.2
"890","2010-07-15",6.03
"891","2010-07-16",5.87
"892","2010-07-19",5.86
"893","2010-07-20",5.9
"894","2010-07-21",5.88
"895","2010-07-22",6.38
"896","2010-07-23",6.4
"897","2010-07-26",6.48
"898","2010-07-27",6.35
"899","2010-07-28",6.36
"900","2010-07-29",6.33
"901","2010-07-30",6.43
"902","2010-08-02",6.55
"903","2010-08-03",6.37
"904","2010-08-04",6.31
"905","2010-08-05",6.32
"906","2010-08-06",6.24
"907","2010-08-09",6.5
"908","2010-08-10",6.43
"909","2010-08-11",6.06
"910","2010-08-12",5.97
"911","2010-08-13",5.98
"912","2010-08-16",5.96
"913","2010-08-17",6.04
"914","2010-08-18",6.02
"915","2010-08-19",5.8
"916","2010-08-20",5.74
"917","2010-08-23",5.62
"918","2010-08-24",5.53
"919","2010-08-25",5.66
"920","2010-08-26",5.5
"921","2010-08-27",5.5
"922","2010-08-30",5.53
"923","2010-08-31",5.71
"924","2010-09-01",5.99
"925","2010-09-02",6
"926","2010-09-03",6.11
"927","2010-09-07",5.98
"928","2010-09-08",5.88
"929","2010-09-09",5.73
"930","2010-09-10",5.69
"931","2010-09-13",5.76
"932","2010-09-14",5.77
"933","2010-09-15",5.84
"934","2010-09-16",5.81
"935","2010-09-17",5.74
"936","2010-09-20",5.87
"937","2010-09-21",5.93
"938","2010-09-22",5.76
"939","2010-09-23",5.66
"940","2010-09-24",5.94
"941","2010-09-27",6.36
"942","2010-09-28",6.53
"943","2010-09-29",6.66
"944","2010-09-30",6.69
"945","2010-10-01",6.64
"946","2010-10-04",6.35
"947","2010-10-05",6.59
"948","2010-10-06",6.54
"949","2010-10-07",6.55
"950","2010-10-08",6.72
"951","2010-10-11",6.47
"952","2010-10-12",6.47
"953","2010-10-13",6.6
"954","2010-10-14",6.58
"955","2010-10-15",6.59
"956","2010-10-18",6.63
"957","2010-10-19",6.51
"958","2010-10-20",6.95
"959","2010-10-21",6.62
"960","2010-10-22",6.84
"961","2010-10-25",7.07
"962","2010-10-26",7.22
"963","2010-10-27",7.14
"964","2010-10-28",7.05
"965","2010-10-29",6.98
"966","2010-11-01",7.13
"967","2010-11-02",7.16
"968","2010-11-03",7.3
"969","2010-11-04",7.29
"970","2010-11-05",7.54
"971","2010-11-08",7.59
"972","2010-11-09",7.14
"973","2010-11-10",6.99
"974","2010-11-11",6.87
"975","2010-11-12",6.81
"976","2010-11-15",6.76
"977","2010-11-16",6.57
"978","2010-11-17",6.65
"979","2010-11-18",6.71
"980","2010-11-19",6.78
"981","2010-11-22",6.79
"982","2010-11-23",6.6
"983","2010-11-24",6.88
"984","2010-11-26",6.88
"985","2010-11-29",6.9
"986","2010-11-30",6.8
"987","2010-12-01",6.96
"988","2010-12-02",6.86
"989","2010-12-03",6.9
"990","2010-12-06",7.1
"991","2010-12-07",6.96
"992","2010-12-08",6.69
"993","2010-12-09",6.71
"994","2010-12-10",6.75
"995","2010-12-13",6.77
"996","2010-12-14",6.69
"997","2010-12-15",6.62
"998","2010-12-16",6.71
"999","2010-12-17",6.6
"1000","2010-12-20",6.65
