"","date","HALL"
"238","2007-12-11",15.14
"239","2007-12-12",16.129999
"240","2007-12-13",15.92
"241","2007-12-14",15.67
"242","2007-12-17",15.86
"243","2007-12-18",16.16
"244","2007-12-19",16.309999
"245","2007-12-20",16.32
"246","2007-12-21",16.120001
"247","2007-12-24",16.200001
"248","2007-12-26",15.98
"249","2007-12-27",15.9
"250","2007-12-28",15.9
"251","2007-12-31",15.86
"252","2008-01-02",16.389999
"253","2008-01-03",16.25
"254","2008-01-04",15.23
"255","2008-01-07",15.38
"256","2008-01-08",15.25
"257","2008-01-09",14.98
"258","2008-01-10",15.07
"259","2008-01-11",14.79
"260","2008-01-14",14.98
"261","2008-01-15",14.75
"262","2008-01-16",13.68
"263","2008-01-17",12.29
"264","2008-01-18",12.49
"265","2008-01-22",11.68
"266","2008-01-23",11.73
"267","2008-01-24",12.16
"268","2008-01-25",12.6
"269","2008-01-28",12.99
"270","2008-01-29",12.94
"271","2008-01-30",13.01
"272","2008-01-31",13.01
"273","2008-02-01",12.97
"274","2008-02-04",13.46
"275","2008-02-05",13.81
"276","2008-02-06",13.98
"277","2008-02-07",13.55
"278","2008-02-08",13.21
"279","2008-02-11",12.84
"280","2008-02-12",12.62
"281","2008-02-13",12.69
"282","2008-02-14",12.1
"283","2008-02-15",11.55
"284","2008-02-19",11.93
"285","2008-02-20",11.22
"286","2008-02-21",11.2
"287","2008-02-22",11.37
"288","2008-02-25",11.72
"289","2008-02-26",11.94
"290","2008-02-27",12.41
"291","2008-02-28",11.72
"292","2008-02-29",11.78
"293","2008-03-03",11.75
"294","2008-03-04",11.67
"295","2008-03-05",11.82
"296","2008-03-06",11.58
"297","2008-03-07",12.11
"298","2008-03-10",11.81
"299","2008-03-11",12.18
"300","2008-03-12",12.42
"301","2008-03-13",12.63
"302","2008-03-14",13.05
"303","2008-03-17",11.44
"304","2008-03-18",11.08
"305","2008-03-19",10.41
"306","2008-03-20",11.03
"307","2008-03-24",11.2
"308","2008-03-25",11.41
"309","2008-03-26",12.02
"310","2008-03-27",11.87
"311","2008-03-28",11.51
"312","2008-03-31",11.16
"313","2008-04-01",11.81
"314","2008-04-02",12.03
"315","2008-04-03",11.83
"316","2008-04-04",11.63
"317","2008-04-07",11.17
"318","2008-04-08",11.17
"319","2008-04-09",10.71
"320","2008-04-10",10.75
"321","2008-04-11",9.89
"322","2008-04-14",9.49
"323","2008-04-15",8.76
"324","2008-04-16",9.85
"325","2008-04-17",9.96
"326","2008-04-18",9.97
"327","2008-04-21",10.51
"328","2008-04-22",10.24
"329","2008-04-23",10.58
"330","2008-04-24",10.59
"331","2008-04-25",10.75
"332","2008-04-28",11
"333","2008-04-29",11.11
"334","2008-04-30",10.83
"335","2008-05-01",11.22
"336","2008-05-02",11
"337","2008-05-05",10.82
"338","2008-05-06",11.37
"339","2008-05-07",11.76
"340","2008-05-08",11.68
"341","2008-05-09",11.58
"342","2008-05-12",11.59
"343","2008-05-13",11.66
"344","2008-05-14",11.54
"345","2008-05-15",11.53
"346","2008-05-16",11.67
"347","2008-05-19",11.19
"348","2008-05-20",11.05
"349","2008-05-21",11.21
"350","2008-05-22",11.46
"351","2008-05-23",11.25
"352","2008-05-27",11.44
"353","2008-05-28",11.75
"354","2008-05-29",12.16
"355","2008-05-30",12.7
"356","2008-06-02",11.71
"357","2008-06-03",11.65
"358","2008-06-04",11.42
"359","2008-06-05",11.98
"360","2008-06-06",11.4
"361","2008-06-09",11.2
"362","2008-06-10",11.4
"363","2008-06-11",11.26
"364","2008-06-12",11.24
"365","2008-06-13",11.74
"366","2008-06-16",11.53
"367","2008-06-17",11.18
"368","2008-06-18",11.22
"369","2008-06-19",11.55
"370","2008-06-20",10.76
"371","2008-06-23",10.5
"372","2008-06-24",10.31
"373","2008-06-25",10.49
"374","2008-06-26",10.31
"375","2008-06-27",10.01
"376","2008-06-30",9.67
"377","2008-07-01",10.39
"378","2008-07-02",9.74
"379","2008-07-03",9.42
"380","2008-07-07",9.42
"381","2008-07-08",9.4
"382","2008-07-09",9.05
"383","2008-07-10",9.11
"384","2008-07-11",9.33
"385","2008-07-14",8.68
"386","2008-07-15",9
"387","2008-07-16",9.33
"388","2008-07-17",9.83
"389","2008-07-18",9.72
"390","2008-07-21",9.7
"391","2008-07-22",9.8
"392","2008-07-23",9.42
"393","2008-07-24",9.27
"394","2008-07-25",9.56
"395","2008-07-28",9.15
"396","2008-07-29",9.63
"397","2008-07-30",9.66
"398","2008-07-31",9.67
"399","2008-08-01",9.7
"400","2008-08-04",9.53
"401","2008-08-05",9.65
"402","2008-08-06",9.53
"403","2008-08-07",9.26
"404","2008-08-08",9.79
"405","2008-08-11",10.2
"406","2008-08-12",9.53
"407","2008-08-13",9.27
"408","2008-08-14",9.12
"409","2008-08-15",8.9
"410","2008-08-18",8.88
"411","2008-08-19",8.92
"412","2008-08-20",8.94
"413","2008-08-21",8.9
"414","2008-08-22",9.1
"415","2008-08-25",9.13
"416","2008-08-26",9.35
"417","2008-08-27",9.22
"418","2008-08-28",9.24
"419","2008-08-29",9.23
"420","2008-09-02",9.29
"421","2008-09-03",9.45
"422","2008-09-04",9.23
"423","2008-09-05",9.34
"424","2008-09-08",9.33
"425","2008-09-09",9.25
"426","2008-09-10",9.26
"427","2008-09-11",9.13
"428","2008-09-12",9.14
"429","2008-09-15",9.15
"430","2008-09-16",9.44
"431","2008-09-17",8.95
"432","2008-09-18",8.83
"433","2008-09-19",9.72
"434","2008-09-22",9.49
"435","2008-09-23",9.27
"436","2008-09-24",9.29
"437","2008-09-25",9.36
"438","2008-09-26",9.46
"439","2008-09-29",9.29
"440","2008-09-30",9.09
"441","2008-10-01",9.14
"442","2008-10-02",9.03
"443","2008-10-03",9
"444","2008-10-06",8.91
"445","2008-10-07",8.71
"446","2008-10-08",8.52
"447","2008-10-09",8.35
"448","2008-10-10",8.82
"449","2008-10-13",8.97
"450","2008-10-14",8.62
"451","2008-10-15",8.37
"452","2008-10-16",9.07
"453","2008-10-17",8.48
"454","2008-10-20",8.5
"455","2008-10-21",8.17
"456","2008-10-22",7.54
"457","2008-10-23",7
"458","2008-10-24",6.91
"459","2008-10-27",6.45
"460","2008-10-28",6.5
"461","2008-10-29",6.45
"462","2008-10-30",6.39
"463","2008-10-31",6.5
"464","2008-11-03",6.71
"465","2008-11-04",6.58
"466","2008-11-05",6.33
"467","2008-11-06",6.33
"468","2008-11-07",6.32
"469","2008-11-10",6.26
"470","2008-11-11",6.2
"471","2008-11-12",6.14
"472","2008-11-13",6.34
"473","2008-11-14",6.13
"474","2008-11-17",6.11
"475","2008-11-18",6.18
"476","2008-11-19",6.12
"477","2008-11-20",6.18
"478","2008-11-21",6.24
"479","2008-11-24",6.17
"480","2008-11-25",5.94
"481","2008-11-26",6.11
"482","2008-11-28",6.14
"483","2008-12-01",5.99
"484","2008-12-02",6.27
"485","2008-12-03",6.93
"486","2008-12-04",6.38
"487","2008-12-05",6.41
"488","2008-12-08",6.2
"489","2008-12-09",6.36
"490","2008-12-10",6.43
"491","2008-12-11",6.35
"492","2008-12-12",6.49
"493","2008-12-15",6.47
"494","2008-12-16",7.24
"495","2008-12-17",8.15
"496","2008-12-18",7.98
"497","2008-12-19",8.59
"498","2008-12-22",8.63
"499","2008-12-23",8.7
"500","2008-12-24",8.02
"501","2008-12-26",8.83
"502","2008-12-29",8.64
"503","2008-12-30",8.54
"504","2008-12-31",8.77
"505","2009-01-02",8.86
"506","2009-01-05",8.88
"507","2009-01-06",9.49
"508","2009-01-07",9.26
"509","2009-01-08",8.81
"510","2009-01-09",7.58
"511","2009-01-12",7.19
"512","2009-01-13",7.1
"513","2009-01-14",7.1
"514","2009-01-15",7.8
"515","2009-01-16",7.65
"516","2009-01-20",7.17
"517","2009-01-21",7.31
"518","2009-01-22",7.02
"519","2009-01-23",7.32
"520","2009-01-26",7.8
"521","2009-01-27",7.77
"522","2009-01-28",8.4
"523","2009-01-29",8.04
"524","2009-01-30",7.74
"525","2009-02-02",7.38
"526","2009-02-03",7.32
"527","2009-02-04",7.22
"528","2009-02-05",7.35
"529","2009-02-06",7.52
"530","2009-02-09",7.38
"531","2009-02-10",7.3
"532","2009-02-11",7.31
"533","2009-02-12",7.25
"534","2009-02-13",7.25
"535","2009-02-17",6.99
"536","2009-02-18",7.01
"537","2009-02-19",7.04
"538","2009-02-20",7.05
"539","2009-02-23",6.94
"540","2009-02-24",7.07
"541","2009-02-25",6.85
"542","2009-02-26",6.9
"543","2009-02-27",6.85
"544","2009-03-02",6.84
"545","2009-03-03",6.82
"546","2009-03-04",6.87
"547","2009-03-05",6.6
"548","2009-03-06",6.5
"549","2009-03-09",6.06
"550","2009-03-10",6.44
"551","2009-03-11",6.17
"552","2009-03-12",6.67
"553","2009-03-13",7.08
"554","2009-03-16",7.29
"555","2009-03-17",7.5
"556","2009-03-18",7.72
"557","2009-03-19",7.73
"558","2009-03-20",7.92
"559","2009-03-23",8.1
"560","2009-03-24",7.57
"561","2009-03-25",7.48
"562","2009-03-26",7.72
"563","2009-03-27",6.99
"564","2009-03-30",6.93
"565","2009-03-31",6.93
"566","2009-04-01",6.61
"567","2009-04-02",6.8
"568","2009-04-03",6.8
"569","2009-04-06",6.79
"570","2009-04-07",6.65
"571","2009-04-08",6.77
"572","2009-04-09",6.8
"573","2009-04-13",6.8
"574","2009-04-14",6.8
"575","2009-04-15",6.96
"576","2009-04-16",7
"577","2009-04-17",6.82
"578","2009-04-20",6.8
"579","2009-04-21",6.9
"580","2009-04-22",6.91
"581","2009-04-23",7
"582","2009-04-24",6.99
"583","2009-04-27",6.85
"584","2009-04-28",6.86
"585","2009-04-29",6.76
"586","2009-04-30",6.72
"587","2009-05-01",6.6
"588","2009-05-04",6.65
"589","2009-05-05",6.59
"590","2009-05-06",6.62
"591","2009-05-07",6.74
"592","2009-05-08",6.89
"593","2009-05-11",6.88
"594","2009-05-12",6.75
"595","2009-05-13",6.5
"596","2009-05-14",6.79
"597","2009-05-15",6.55
"598","2009-05-18",6.87
"599","2009-05-19",7.08
"600","2009-05-20",6.87
"601","2009-05-21",6.97
"602","2009-05-22",6.82
"603","2009-05-26",7
"604","2009-05-27",6.82
"605","2009-05-28",6.86
"606","2009-05-29",6.96
"607","2009-06-01",6.99
"608","2009-06-02",7
"609","2009-06-03",6.88
"610","2009-06-04",6.93
"611","2009-06-05",6.98
"612","2009-06-08",6.86
"613","2009-06-09",6.79
"614","2009-06-10",6.69
"615","2009-06-11",6.8
"616","2009-06-12",6.95
"617","2009-06-15",7.03
"618","2009-06-16",6.89
"619","2009-06-17",6.96
"620","2009-06-18",6.94
"621","2009-06-19",6.9
"622","2009-06-22",6.83
"623","2009-06-23",6.86
"624","2009-06-24",7.06
"625","2009-06-25",7.25
"626","2009-06-26",7.2
"627","2009-06-29",6.89
"628","2009-06-30",7.15
"629","2009-07-01",7.95
"630","2009-07-02",7.5
"631","2009-07-06",7.88
"632","2009-07-07",7.5
"633","2009-07-08",7.21
"634","2009-07-09",7.13
"635","2009-07-10",7.02
"636","2009-07-13",7
"637","2009-07-14",7.02
"638","2009-07-15",7.06
"639","2009-07-16",7.02
"640","2009-07-17",7
"641","2009-07-20",6.98
"642","2009-07-21",7.01
"643","2009-07-22",6.94
"644","2009-07-23",6.8
"645","2009-07-24",6.75
"646","2009-07-27",6.71
"647","2009-07-28",6.78
"648","2009-07-29",6.64
"649","2009-07-30",6.7
"650","2009-07-31",6.58
"651","2009-08-03",6.69
"652","2009-08-04",6.71
"653","2009-08-05",6.66
"654","2009-08-06",6.65
"655","2009-08-07",6.69
"656","2009-08-10",6.87
"657","2009-08-11",6.94
"658","2009-08-12",6.92
"659","2009-08-13",6.95
"660","2009-08-14",7.02
"661","2009-08-17",6.9
"662","2009-08-18",6.95
"663","2009-08-19",7.17
"664","2009-08-20",7.17
"665","2009-08-21",7.28
"666","2009-08-24",7.31
"667","2009-08-25",7.35
"668","2009-08-26",7.24
"669","2009-08-27",7.29
"670","2009-08-28",7.38
"671","2009-08-31",7.3
"672","2009-09-01",7.08
"673","2009-09-02",6.99
"674","2009-09-03",6.89
"675","2009-09-04",7.1
"676","2009-09-08",7.54
"677","2009-09-09",7.61
"678","2009-09-10",8.24
"679","2009-09-11",8.04
"680","2009-09-14",8.07
"681","2009-09-15",8.37
"682","2009-09-16",8.16
"683","2009-09-17",8.14
"684","2009-09-18",8.12
"685","2009-09-21",8.1
"686","2009-09-22",8.13
"687","2009-09-23",8.22
"688","2009-09-24",8.1
"689","2009-09-25",8.15
"690","2009-09-28",8.18
"691","2009-09-29",8.41
"692","2009-09-30",8.05
"693","2009-10-01",8
"694","2009-10-02",8.18
"695","2009-10-05",8.19
"696","2009-10-06",8.21
"697","2009-10-07",8.29
"698","2009-10-08",8.26
"699","2009-10-09",8.31
"700","2009-10-12",8.35
"701","2009-10-13",8.28
"702","2009-10-14",8.41
"703","2009-10-15",8.38
"704","2009-10-16",8.42
"705","2009-10-19",8.45
"706","2009-10-20",8.32
"707","2009-10-21",8.25
"708","2009-10-22",8.33
"709","2009-10-23",8.23
"710","2009-10-26",8.23
"711","2009-10-27",8.24
"712","2009-10-28",8.03
"713","2009-10-29",8
"714","2009-10-30",7.67
"715","2009-11-02",7.61
"716","2009-11-03",7.58
"717","2009-11-04",7.37
"718","2009-11-05",7.7
"719","2009-11-06",7.73
"720","2009-11-09",7.82
"721","2009-11-10",7.88
"722","2009-11-11",8.01
"723","2009-11-12",7.85
"724","2009-11-13",7.53
"725","2009-11-16",7.71
"726","2009-11-17",7.74
"727","2009-11-18",7.85
"728","2009-11-19",7.85
"729","2009-11-20",7.85
"730","2009-11-23",7.92
"731","2009-11-24",7.93
"732","2009-11-25",7.73
"733","2009-11-27",7.44
"734","2009-11-30",7.69
"735","2009-12-01",7.77
"736","2009-12-02",7.76
"737","2009-12-03",7.65
"738","2009-12-04",7.87
"739","2009-12-07",7.96
"740","2009-12-08",8.02
"741","2009-12-09",8.2
"742","2009-12-10",8.02
"743","2009-12-11",8.13
"744","2009-12-14",8.06
"745","2009-12-15",7.97
"746","2009-12-16",8.08
"747","2009-12-17",8.01
"748","2009-12-18",8.09
"749","2009-12-21",8.07
"750","2009-12-22",8
"751","2009-12-23",8.07
"752","2009-12-24",8.03
"753","2009-12-28",8.06
"754","2009-12-29",8.14
"755","2009-12-30",8.17
"756","2009-12-31",7.96
"757","2010-01-04",7.96
"758","2010-01-05",7.92
"759","2010-01-06",7.71
"760","2010-01-07",7.78
"761","2010-01-08",7.77
"762","2010-01-11",7.7
"763","2010-01-12",7.7
"764","2010-01-13",7.82
"765","2010-01-14",7.92
"766","2010-01-15",7.69
"767","2010-01-19",7.83
"768","2010-01-20",7.7
"769","2010-01-21",7.7
"770","2010-01-22",7.75
"771","2010-01-25",7.8
"772","2010-01-26",7.79
"773","2010-01-27",7.8
"774","2010-01-28",7.82
"775","2010-01-29",7.85
"776","2010-02-01",7.81
"777","2010-02-02",7.75
"778","2010-02-03",7.64
"779","2010-02-04",7.53
"780","2010-02-05",7.6
"781","2010-02-08",7.41
"782","2010-02-09",7.46
"783","2010-02-10",7.48
"784","2010-02-11",7.53
"785","2010-02-12",7.63
"786","2010-02-16",7.69
"787","2010-02-17",7.7
"788","2010-02-18",7.79
"789","2010-02-19",7.81
"790","2010-02-22",7.94
"791","2010-02-23",7.91
"792","2010-02-24",7.93
"793","2010-02-25",8.03
"794","2010-02-26",7.95
"795","2010-03-01",8
"796","2010-03-02",8.06
"797","2010-03-03",8.07
"798","2010-03-04",8.1
"799","2010-03-05",8.08
"800","2010-03-08",8.07
"801","2010-03-09",8.12
"802","2010-03-10",8.14
"803","2010-03-11",8.13
"804","2010-03-12",8.09
"805","2010-03-15",8.1
"806","2010-03-16",8.12
"807","2010-03-17",8.1
"808","2010-03-18",8.08
"809","2010-03-19",8.12
"810","2010-03-22",8.16
"811","2010-03-23",8.17
"812","2010-03-24",8.14
"813","2010-03-25",8.47
"814","2010-03-26",8.69
"815","2010-03-29",9.27
"816","2010-03-30",9.02
"817","2010-03-31",9
"818","2010-04-01",9.12
"819","2010-04-05",9.49
"820","2010-04-06",9.51
"821","2010-04-07",9.54
"822","2010-04-08",9.51
"823","2010-04-09",9.69
"824","2010-04-12",9.59
"825","2010-04-13",10.01
"826","2010-04-14",10.01
"827","2010-04-15",10.02
"828","2010-04-16",10.23
"829","2010-04-19",11
"830","2010-04-20",11.14
"831","2010-04-21",11.1
"832","2010-04-22",11.09
"833","2010-04-23",11.36
"834","2010-04-26",11.73
"835","2010-04-27",11.25
"836","2010-04-28",11.7
"837","2010-04-29",11.86
"838","2010-04-30",11.71
"839","2010-05-03",11.82
"840","2010-05-04",11.67
"841","2010-05-05",11.45
"842","2010-05-06",10.67
"843","2010-05-07",10.19
"844","2010-05-10",10.83
"845","2010-05-11",11.26
"846","2010-05-12",11.55
"847","2010-05-13",11.69
"848","2010-05-14",11.24
"849","2010-05-17",11.09
"850","2010-05-18",10.96
"851","2010-05-19",10.67
"852","2010-05-20",10.34
"853","2010-05-21",10.17
"854","2010-05-24",9.68
"855","2010-05-25",9.76
"856","2010-05-26",9.68
"857","2010-05-27",10.44
"858","2010-05-28",10.17
"859","2010-06-01",10.01
"860","2010-06-02",10.33
"861","2010-06-03",10.55
"862","2010-06-04",9.97
"863","2010-06-07",9.97
"864","2010-06-08",9.7
"865","2010-06-09",9.64
"866","2010-06-10",10.18
"867","2010-06-11",10.62
"868","2010-06-14",10.77
"869","2010-06-15",10.93
"870","2010-06-16",10.72
"871","2010-06-17",10.88
"872","2010-06-18",10.86
"873","2010-06-21",10.79
"874","2010-06-22",10.82
"875","2010-06-23",10.76
"876","2010-06-24",10.69
"877","2010-06-25",11.11
"878","2010-06-28",10.94
"879","2010-06-29",10.4
"880","2010-06-30",9.95
"881","2010-07-01",9.85
"882","2010-07-02",9.92
"883","2010-07-06",9.67
"884","2010-07-07",9.82
"885","2010-07-08",10.18
"886","2010-07-09",10.23
"887","2010-07-12",10.03
"888","2010-07-13",10.94
"889","2010-07-14",10.96
"890","2010-07-15",10.49
"891","2010-07-16",9.91
"892","2010-07-19",9.37
"893","2010-07-20",9.71
"894","2010-07-21",9.71
"895","2010-07-22",9.97
"896","2010-07-23",9.99
"897","2010-07-26",10.27
"898","2010-07-27",10.25
"899","2010-07-28",10.1
"900","2010-07-29",10.27
"901","2010-07-30",10.14
"902","2010-08-02",10.03
"903","2010-08-03",10
"904","2010-08-04",10.04
"905","2010-08-05",10.01
"906","2010-08-06",10
"907","2010-08-09",9.88
"908","2010-08-10",9.63
"909","2010-08-11",9.23
"910","2010-08-12",9.18
"911","2010-08-13",9.29
"912","2010-08-16",9.48
"913","2010-08-17",8.76
"914","2010-08-18",8.76
"915","2010-08-19",8.35
"916","2010-08-20",8.51
"917","2010-08-23",8.25
"918","2010-08-24",8.25
"919","2010-08-25",8.34
"920","2010-08-26",8.29
"921","2010-08-27",8.66
"922","2010-08-30",8.58
"923","2010-08-31",8.34
"924","2010-09-01",8.88
"925","2010-09-02",8.74
"926","2010-09-03",9.32
"927","2010-09-07",8.71
"928","2010-09-08",8.84
"929","2010-09-09",8.71
"930","2010-09-10",8.61
"931","2010-09-13",9.09
"932","2010-09-14",8.81
"933","2010-09-15",8.78
"934","2010-09-16",8.65
"935","2010-09-17",8.59
"936","2010-09-20",8.84
"937","2010-09-21",8.81
"938","2010-09-22",8.69
"939","2010-09-23",8.6
"940","2010-09-24",8.91
"941","2010-09-27",8.66
"942","2010-09-28",8.86
"943","2010-09-29",8.82
"944","2010-09-30",8.74
"945","2010-10-01",8.75
"946","2010-10-04",8.66
"947","2010-10-05",9.05
"948","2010-10-06",9.05
"949","2010-10-07",8.78
"950","2010-10-08",8.64
"951","2010-10-11",8.77
"952","2010-10-12",8.78
"953","2010-10-13",8.86
"954","2010-10-14",8.99
"955","2010-10-15",8.99
"956","2010-10-18",9.12
"957","2010-10-19",8.93
"958","2010-10-20",8.9
"959","2010-10-21",8.89
"960","2010-10-22",8.86
"961","2010-10-25",9
"962","2010-10-26",9.12
"963","2010-10-27",8.98
"964","2010-10-28",8.96
"965","2010-10-29",8.94
"966","2010-11-01",9
"967","2010-11-02",9.19
"968","2010-11-03",9.29
"969","2010-11-04",9.45
"970","2010-11-05",9.47
"971","2010-11-08",9.64
"972","2010-11-09",9.47
"973","2010-11-10",9.54
"974","2010-11-11",8.61
"975","2010-11-12",8.5
"976","2010-11-15",8.6
"977","2010-11-16",8.59
"978","2010-11-17",8.64
"979","2010-11-18",8.84
"980","2010-11-19",8.89
"981","2010-11-22",8.8
"982","2010-11-23",8.74
"983","2010-11-24",8.99
"984","2010-11-26",8.85
"985","2010-11-29",8.86
"986","2010-11-30",8.78
"987","2010-12-01",8.81
"988","2010-12-02",8.91
"989","2010-12-03",8.99
"990","2010-12-06",9.01
"991","2010-12-07",9.03
"992","2010-12-08",8.98
"993","2010-12-09",8.99
"994","2010-12-10",8.98
"995","2010-12-13",9.04
"996","2010-12-14",9.07
"997","2010-12-15",9.15
"998","2010-12-16",9.32
"999","2010-12-17",9.24
"1000","2010-12-20",9.12
"1001","2010-12-21",9.26
