"","date","GMRE"
"621","2018-12-17",8.96
"622","2018-12-18",8.94
"623","2018-12-19",8.93
"624","2018-12-20",8.57
"625","2018-12-21",9
"626","2018-12-24",8.61
"627","2018-12-26",8.47
"628","2018-12-27",8.63
"629","2018-12-28",8.79
"630","2018-12-31",8.89
"631","2019-01-02",8.94
"632","2019-01-03",8.98
"633","2019-01-04",9.06
"634","2019-01-07",9.14
"635","2019-01-08",9.29
"636","2019-01-09",9.29
"637","2019-01-10",9.4
"638","2019-01-11",9.51
"639","2019-01-14",9.33
"640","2019-01-15",9.28
"641","2019-01-16",9.43
"642","2019-01-17",9.54
"643","2019-01-18",9.54
"644","2019-01-22",9.55
"645","2019-01-23",9.65
"646","2019-01-24",9.64
"647","2019-01-25",9.63
"648","2019-01-28",9.62
"649","2019-01-29",9.62
"650","2019-01-30",9.71
"651","2019-01-31",9.59
"652","2019-02-01",9.65
"653","2019-02-04",9.85
"654","2019-02-05",9.91
"655","2019-02-06",9.91
"656","2019-02-07",9.97
"657","2019-02-08",9.98
"658","2019-02-11",10.45
"659","2019-02-12",10.13
"660","2019-02-13",10.28
"661","2019-02-14",10.42
"662","2019-02-15",10.45
"663","2019-02-19",10.59
"664","2019-02-20",10.59
"665","2019-02-21",10.36
"666","2019-02-22",10.53
"667","2019-02-25",10.55
"668","2019-02-26",10.27
"669","2019-02-27",10.41
"670","2019-02-28",10.3
"671","2019-03-01",10.15
"672","2019-03-04",10.05
"673","2019-03-05",10.07
"674","2019-03-06",10.07
"675","2019-03-07",10.15
"676","2019-03-08",10.22
"677","2019-03-11",10.33
"678","2019-03-12",10.42
"679","2019-03-13",10.76
"680","2019-03-14",9.88
"681","2019-03-15",9.78
"682","2019-03-18",9.76
"683","2019-03-19",9.64
"684","2019-03-20",9.76
"685","2019-03-21",9.81
"686","2019-03-22",9.63
"687","2019-03-25",9.55
"688","2019-03-26",9.67
"689","2019-03-27",9.57
"690","2019-03-28",9.84
"691","2019-03-29",9.82
"692","2019-04-01",9.82
"693","2019-04-02",9.86
"694","2019-04-03",9.81
"695","2019-04-04",9.82
"696","2019-04-05",9.87
"697","2019-04-08",9.79
"698","2019-04-09",9.75
"699","2019-04-10",9.86
"700","2019-04-11",9.88
"701","2019-04-12",9.74
"702","2019-04-15",9.86
"703","2019-04-16",9.95
"704","2019-04-17",9.8
"705","2019-04-18",10.09
"706","2019-04-22",9.91
"707","2019-04-23",10.02
"708","2019-04-24",10.15
"709","2019-04-25",10.01
"710","2019-04-26",9.96
"711","2019-04-29",10.04
"712","2019-04-30",10.2
"713","2019-05-01",10.36
"714","2019-05-02",10.23
"715","2019-05-03",10.37
"716","2019-05-06",10.24
"717","2019-05-07",10.18
"718","2019-05-08",10.07
"719","2019-05-09",10.32
"720","2019-05-10",10.7
"721","2019-05-13",10.64
"722","2019-05-14",10.7
"723","2019-05-15",10.85
"724","2019-05-16",10.7
"725","2019-05-17",10.71
"726","2019-05-20",10.72
"727","2019-05-21",10.95
"728","2019-05-22",10.97
"729","2019-05-23",10.85
"730","2019-05-24",10.8
"731","2019-05-28",10.72
"732","2019-05-29",10.5
"733","2019-05-30",10.52
"734","2019-05-31",10.66
"735","2019-06-03",10.69
"736","2019-06-04",10.49
"737","2019-06-05",10.71
"738","2019-06-06",10.86
"739","2019-06-07",10.9
"740","2019-06-10",10.73
"741","2019-06-11",10.82
"742","2019-06-12",10.78
"743","2019-06-13",10.79
"744","2019-06-14",10.9
"745","2019-06-17",11.13
"746","2019-06-18",11.12
"747","2019-06-19",11.3
"748","2019-06-20",11.33
"749","2019-06-21",11.29
"750","2019-06-24",11
"751","2019-06-25",10.73
"752","2019-06-26",10.41
"753","2019-06-27",10.5
"754","2019-06-28",10.5
"755","2019-07-01",10.55
"756","2019-07-02",10.6
"757","2019-07-03",10.75
"758","2019-07-05",10.69
"759","2019-07-08",10.8
"760","2019-07-09",10.73
"761","2019-07-10",10.85
"762","2019-07-11",10.72
"763","2019-07-12",10.78
"764","2019-07-15",10.67
"765","2019-07-16",10.64
"766","2019-07-17",10.52
"767","2019-07-18",10.56
"768","2019-07-19",10.32
"769","2019-07-22",10.22
"770","2019-07-23",10.23
"771","2019-07-24",10.32
"772","2019-07-25",10.23
"773","2019-07-26",10.3
"774","2019-07-29",10.4
"775","2019-07-30",10.51
"776","2019-07-31",10.33
"777","2019-08-01",10.16
"778","2019-08-02",10.21
"779","2019-08-05",10.27
"780","2019-08-06",10.38
"781","2019-08-07",10.48
"782","2019-08-08",10.31
"783","2019-08-09",10.36
"784","2019-08-12",10.57
"785","2019-08-13",10.69
"786","2019-08-14",10.6
"787","2019-08-15",10.79
"788","2019-08-16",11.01
"789","2019-08-19",10.96
"790","2019-08-20",10.9
"791","2019-08-21",10.85
"792","2019-08-22",10.79
"793","2019-08-23",10.55
"794","2019-08-26",10.67
"795","2019-08-27",10.77
"796","2019-08-28",10.98
"797","2019-08-29",11.01
"798","2019-08-30",10.93
"799","2019-09-03",10.98
"800","2019-09-04",10.91
"801","2019-09-05",10.83
"802","2019-09-06",10.9
"803","2019-09-09",10.97
"804","2019-09-10",10.8
"805","2019-09-11",10.85
"806","2019-09-12",10.83
"807","2019-09-13",10.97
"808","2019-09-16",11.34
"809","2019-09-17",11.48
"810","2019-09-18",11.41
"811","2019-09-19",11.66
"812","2019-09-20",11.46
"813","2019-09-23",11.43
"814","2019-09-24",11.39
"815","2019-09-25",11.5
"816","2019-09-26",11.58
"817","2019-09-27",11.52
"818","2019-09-30",11.4
"819","2019-10-01",11.33
"820","2019-10-02",11.43
"821","2019-10-03",11.74
"822","2019-10-04",11.7
"823","2019-10-07",11.66
"824","2019-10-08",11.51
"825","2019-10-09",11.6
"826","2019-10-10",11.59
"827","2019-10-11",11.5
"828","2019-10-14",11.55
"829","2019-10-15",11.53
"830","2019-10-16",11.43
"831","2019-10-17",11.7
"832","2019-10-18",11.85
"833","2019-10-21",11.99
"834","2019-10-22",11.96
"835","2019-10-23",12.22
"836","2019-10-24",12.07
"837","2019-10-25",12
"838","2019-10-28",11.98
"839","2019-10-29",11.91
"840","2019-10-30",12.21
"841","2019-10-31",12.1
"842","2019-11-01",12.01
"843","2019-11-04",11.79
"844","2019-11-05",11.41
"845","2019-11-06",11.38
"846","2019-11-07",11.67
"847","2019-11-08",12.23
"848","2019-11-11",12.49
"849","2019-11-12",12.36
"850","2019-11-13",12.51
"851","2019-11-14",12.93
"852","2019-11-15",13.04
"853","2019-11-18",13.05
"854","2019-11-19",13.23
"855","2019-11-20",13.36
"856","2019-11-21",13.31
"857","2019-11-22",13.36
"858","2019-11-25",13.13
"859","2019-11-26",13.32
"860","2019-11-27",13.7
"861","2019-11-29",13.92
"862","2019-12-02",13.65
"863","2019-12-03",13.76
"864","2019-12-04",13.64
"865","2019-12-05",13.7
"866","2019-12-06",13.97
"867","2019-12-09",14.15
"868","2019-12-10",14.13
"869","2019-12-11",13
"870","2019-12-12",12.85
"871","2019-12-13",12.81
"872","2019-12-16",12.82
"873","2019-12-17",13.06
"874","2019-12-18",13.15
"875","2019-12-19",13.22
"876","2019-12-20",13.19
"877","2019-12-23",13.13
"878","2019-12-24",12.91
"879","2019-12-26",13.08
"880","2019-12-27",12.92
"881","2019-12-30",13.03
"882","2019-12-31",13.23
"883","2020-01-02",12.97
"884","2020-01-03",13.21
"885","2020-01-06",13.41
"886","2020-01-07",13.34
"887","2020-01-08",13.54
"888","2020-01-09",13.45
"889","2020-01-10",13.4
"890","2020-01-13",13.61
"891","2020-01-14",13.83
"892","2020-01-15",14.3
"893","2020-01-16",14.73
"894","2020-01-17",14.8
"895","2020-01-21",14.9
"896","2020-01-22",14.79
"897","2020-01-23",14.94
"898","2020-01-24",14.77
"899","2020-01-27",14.73
"900","2020-01-28",14.65
"901","2020-01-29",14.75
"902","2020-01-30",14.77
"903","2020-01-31",14.6
"904","2020-02-03",14.94
"905","2020-02-04",15
"906","2020-02-05",14.93
"907","2020-02-06",14.95
"908","2020-02-07",15.02
"909","2020-02-10",15.34
"910","2020-02-11",15.18
"911","2020-02-12",15.29
"912","2020-02-13",15.6
"913","2020-02-14",15.69
"914","2020-02-18",15.72
"915","2020-02-19",15.56
"916","2020-02-20",15.92
"917","2020-02-21",15.85
"918","2020-02-24",15.6
"919","2020-02-25",14.8
"920","2020-02-26",15.07
"921","2020-02-27",14.21
"922","2020-02-28",13.97
"923","2020-03-02",14.41
"924","2020-03-03",14.34
"925","2020-03-04",14.39
"926","2020-03-05",15.02
"927","2020-03-06",14.52
"928","2020-03-09",13.31
"929","2020-03-10",13.77
"930","2020-03-11",12.41
"931","2020-03-12",9.82
"932","2020-03-13",10.75
"933","2020-03-16",8.69
"934","2020-03-17",8.86
"935","2020-03-18",8.03
"936","2020-03-19",9.24
"937","2020-03-20",9.47
"938","2020-03-23",9.06
"939","2020-03-24",9.69
"940","2020-03-25",10.17
"941","2020-03-26",10.78
"942","2020-03-27",10.99
"943","2020-03-30",10.58
"944","2020-03-31",10.12
"945","2020-04-01",9.58
"946","2020-04-02",9.02
"947","2020-04-03",8.45
"948","2020-04-06",8.8
"949","2020-04-07",9.48
"950","2020-04-08",11.02
"951","2020-04-09",11.68
"952","2020-04-13",10.92
"953","2020-04-14",11.13
"954","2020-04-15",10.71
"955","2020-04-16",10.57
"956","2020-04-17",11.23
"957","2020-04-20",10.59
"958","2020-04-21",10.54
"959","2020-04-22",10.47
"960","2020-04-23",10.19
"961","2020-04-24",10.37
"962","2020-04-27",10.86
"963","2020-04-28",10.97
"964","2020-04-29",10.78
"965","2020-04-30",10.42
"966","2020-05-01",9.66
"967","2020-05-04",9.54
"968","2020-05-05",9.59
"969","2020-05-06",9.93
"970","2020-05-07",10.26
"971","2020-05-08",10.51
"972","2020-05-11",10.48
"973","2020-05-12",9.86
"974","2020-05-13",8.9
"975","2020-05-14",9.5
"976","2020-05-15",9.53
"977","2020-05-18",11.08
"978","2020-05-19",11.12
"979","2020-05-20",11.31
"980","2020-05-21",11.09
"981","2020-05-22",11.12
"982","2020-05-26",11.47
"983","2020-05-27",11.23
"984","2020-05-28",11.25
"985","2020-05-29",10.72
"986","2020-06-01",11.23
"987","2020-06-02",11.23
"988","2020-06-03",11.37
"989","2020-06-04",11.8
"990","2020-06-05",12.08
"991","2020-06-08",12.88
"992","2020-06-09",12.59
"993","2020-06-10",11.75
"994","2020-06-11",11.06
"995","2020-06-12",11.85
"996","2020-06-15",12.19
"997","2020-06-16",12.19
"998","2020-06-17",11.94
"999","2020-06-18",12.35
"1000","2020-06-19",12.07
