"","date","GMRE"
"1","2016-06-30",10.11
"2","2016-07-01",10.15
"3","2016-07-05",10.16
"4","2016-07-06",10.12
"5","2016-07-07",10.11
"6","2016-07-08",10.3
"7","2016-07-11",10.46
"8","2016-07-12",10.4
"9","2016-07-13",10.31
"10","2016-07-14",10.23
"11","2016-07-15",10.35
"12","2016-07-18",10.47
"13","2016-07-19",10.43
"14","2016-07-20",10.49
"15","2016-07-21",10.52
"16","2016-07-22",10.73
"17","2016-07-25",10.79
"18","2016-07-26",10.76
"19","2016-07-27",10.67
"20","2016-07-28",10.81
"21","2016-07-29",10.92
"22","2016-08-01",10.87
"23","2016-08-02",10.81
"24","2016-08-03",10.73
"25","2016-08-04",10.76
"26","2016-08-05",10.64
"27","2016-08-08",10.67
"28","2016-08-09",10.67
"29","2016-08-10",10.74
"30","2016-08-11",10.88
"31","2016-08-12",10.86
"32","2016-08-15",10.98
"33","2016-08-16",10.99
"34","2016-08-17",10.82
"35","2016-08-18",10.91
"36","2016-08-19",11.12
"37","2016-08-22",10.89
"38","2016-08-23",10.74
"39","2016-08-24",10.73
"40","2016-08-25",10.75
"41","2016-08-26",10.72
"42","2016-08-29",10.84
"43","2016-08-30",10.77
"44","2016-08-31",10.75
"45","2016-09-01",10.59
"46","2016-09-02",10.73
"47","2016-09-06",10.49
"48","2016-09-07",10.25
"49","2016-09-08",10.24
"50","2016-09-09",10.2
"51","2016-09-12",10.12
"52","2016-09-13",9.75
"53","2016-09-14",10
"54","2016-09-15",10.13
"55","2016-09-16",10.1
"56","2016-09-19",10.43
"57","2016-09-20",10.15
"58","2016-09-21",10.15
"59","2016-09-22",10.37
"60","2016-09-23",10.14
"61","2016-09-26",9.95
"62","2016-09-27",9.7
"63","2016-09-28",9.96
"64","2016-09-29",9.75
"65","2016-09-30",9.76
"66","2016-10-03",9.65
"67","2016-10-04",9.2
"68","2016-10-05",9.41
"69","2016-10-06",9.3
"70","2016-10-07",9.24
"71","2016-10-10",9.4
"72","2016-10-11",9.4
"73","2016-10-12",9.21
"74","2016-10-13",9.27
"75","2016-10-14",9.39
"76","2016-10-17",9.46
"77","2016-10-18",9.44
"78","2016-10-19",9.4
"79","2016-10-20",9.21
"80","2016-10-21",9.2
"81","2016-10-24",9.26
"82","2016-10-25",9.22
"83","2016-10-26",9.21
"84","2016-10-27",9.1
"85","2016-10-28",9.2
"86","2016-10-31",9.75
"87","2016-11-01",9.22
"88","2016-11-02",8.78
"89","2016-11-03",8.44
"90","2016-11-04",8.32
"91","2016-11-07",8.5
"92","2016-11-08",8.56
"93","2016-11-09",8.51
"94","2016-11-10",7.82
"95","2016-11-11",7.79
"96","2016-11-14",7.6
"97","2016-11-15",7.24
"98","2016-11-16",7.23
"99","2016-11-17",7.23
"100","2016-11-18",7.25
"101","2016-11-21",7.23
"102","2016-11-22",7.52
"103","2016-11-23",7.36
"104","2016-11-25",7.42
"105","2016-11-28",7.32
"106","2016-11-29",7.33
"107","2016-11-30",7.31
"108","2016-12-01",7.21
"109","2016-12-02",7.21
"110","2016-12-05",7.81
"111","2016-12-06",8.25
"112","2016-12-07",8.3
"113","2016-12-08",8.55
"114","2016-12-09",8.49
"115","2016-12-12",9.16
"116","2016-12-13",9.51
"117","2016-12-14",9.5
"118","2016-12-15",9.5
"119","2016-12-16",9.88
"120","2016-12-19",9.56
"121","2016-12-20",9.63
"122","2016-12-21",9.35
"123","2016-12-22",9.04
"124","2016-12-23",9.31
"125","2016-12-27",9.19
"126","2016-12-28",8.67
"127","2016-12-29",9.16
"128","2016-12-30",8.92
"129","2017-01-03",8.93
"130","2017-01-04",9.11
"131","2017-01-05",8.71
"132","2017-01-06",9.03
"133","2017-01-09",9.06
"134","2017-01-10",9.15
"135","2017-01-11",8.96
"136","2017-01-12",9.18
"137","2017-01-13",8.87
"138","2017-01-17",8.95
"139","2017-01-18",8.91
"140","2017-01-19",8.8
"141","2017-01-20",8.84
"142","2017-01-23",8.82
"143","2017-01-24",8.91
"144","2017-01-25",8.88
"145","2017-01-26",9.1
"146","2017-01-27",8.99
"147","2017-01-30",8.88
"148","2017-01-31",8.85
"149","2017-02-01",8.5
"150","2017-02-02",8.39
"151","2017-02-03",8.41
"152","2017-02-06",8.25
"153","2017-02-07",8.15
"154","2017-02-08",8.27
"155","2017-02-09",8.45
"156","2017-02-10",8.69
"157","2017-02-13",8.97
"158","2017-02-14",9.08
"159","2017-02-15",8.8
"160","2017-02-16",8.7
"161","2017-02-17",8.5
"162","2017-02-21",8.42
"163","2017-02-22",8.48
"164","2017-02-23",8.62
"165","2017-02-24",8.5
"166","2017-02-27",8.4
"167","2017-02-28",8.4
"168","2017-03-01",8.43
"169","2017-03-02",8.62
"170","2017-03-03",8.56
"171","2017-03-06",8.38
"172","2017-03-07",8.17
"173","2017-03-08",8.23
"174","2017-03-09",8.21
"175","2017-03-10",8.21
"176","2017-03-13",8.35
"177","2017-03-14",8.33
"178","2017-03-15",8.19
"179","2017-03-16",8.19
"180","2017-03-17",8.34
"181","2017-03-20",8.32
"182","2017-03-21",8.25
"183","2017-03-22",8.57
"184","2017-03-23",8.38
"185","2017-03-24",8.31
"186","2017-03-27",8.34
"187","2017-03-28",8.92
"188","2017-03-29",9.01
"189","2017-03-30",9.12
"190","2017-03-31",9.08
"191","2017-04-03",9.22
"192","2017-04-04",8.61
"193","2017-04-05",8.22
"194","2017-04-06",8.93
"195","2017-04-07",9.11
"196","2017-04-10",9.03
"197","2017-04-11",9.22
"198","2017-04-12",9.01
"199","2017-04-13",9.08
"200","2017-04-17",9.1
"201","2017-04-18",9.44
"202","2017-04-19",9.24
"203","2017-04-20",9.42
"204","2017-04-21",9.73
"205","2017-04-24",9.83
"206","2017-04-25",9.79
"207","2017-04-26",9.73
"208","2017-04-27",9.67
"209","2017-04-28",9.27
"210","2017-05-01",9.34
"211","2017-05-02",9.21
"212","2017-05-03",9.11
"213","2017-05-04",9.2
"214","2017-05-05",9.41
"215","2017-05-08",9.56
"216","2017-05-09",9.54
"217","2017-05-10",9.47
"218","2017-05-11",9.08
"219","2017-05-12",9.36
"220","2017-05-15",9.45
"221","2017-05-16",9.47
"222","2017-05-17",9.37
"223","2017-05-18",9.51
"224","2017-05-19",9.6
"225","2017-05-22",9.63
"226","2017-05-23",9.6
"227","2017-05-24",9.66
"228","2017-05-25",9.57
"229","2017-05-26",9.64
"230","2017-05-30",9.43
"231","2017-05-31",9.29
"232","2017-06-01",9.5
"233","2017-06-02",9.51
"234","2017-06-05",9.69
"235","2017-06-06",9.45
"236","2017-06-07",9.44
"237","2017-06-08",9.49
"238","2017-06-09",9.5
"239","2017-06-12",9.45
"240","2017-06-13",9.39
"241","2017-06-14",9.41
"242","2017-06-15",9.46
"243","2017-06-16",9.33
"244","2017-06-19",9.66
"245","2017-06-20",9.72
"246","2017-06-21",9.92
"247","2017-06-22",9.96
"248","2017-06-23",10.23
"249","2017-06-26",9.76
"250","2017-06-27",9.83
"251","2017-06-28",8.85
"252","2017-06-29",8.99
"253","2017-06-30",8.94
"254","2017-07-03",8.92
"255","2017-07-05",8.75
"256","2017-07-06",8.77
"257","2017-07-07",8.85
"258","2017-07-10",8.86
"259","2017-07-11",8.82
"260","2017-07-12",8.86
"261","2017-07-13",9.09
"262","2017-07-14",9.08
"263","2017-07-17",9.12
"264","2017-07-18",9.2
"265","2017-07-19",9.35
"266","2017-07-20",9.29
"267","2017-07-21",9.3
"268","2017-07-24",9.29
"269","2017-07-25",9.45
"270","2017-07-26",9.3
"271","2017-07-27",9.24
"272","2017-07-28",9.29
"273","2017-07-31",9.3
"274","2017-08-01",9.3
"275","2017-08-02",8.99
"276","2017-08-03",8.9
"277","2017-08-04",9.01
"278","2017-08-07",9.05
"279","2017-08-08",8.94
"280","2017-08-09",8.93
"281","2017-08-10",8.78
"282","2017-08-11",8.99
"283","2017-08-14",9.25
"284","2017-08-15",9.18
"285","2017-08-16",9.28
"286","2017-08-17",9.21
"287","2017-08-18",9.14
"288","2017-08-21",8.98
"289","2017-08-22",8.36
"290","2017-08-23",8.37
"291","2017-08-24",8.47
"292","2017-08-25",8.79
"293","2017-08-28",8.43
"294","2017-08-29",8.54
"295","2017-08-30",8.47
"296","2017-08-31",8.45
"297","2017-09-01",8.62
"298","2017-09-05",8.9
"299","2017-09-06",8.94
"300","2017-09-07",9.03
"301","2017-09-08",9.18
"302","2017-09-11",9.22
"303","2017-09-12",9.36
"304","2017-09-13",9.4
"305","2017-09-14",9.36
"306","2017-09-15",9.21
"307","2017-09-18",8.76
"308","2017-09-19",8.6
"309","2017-09-20",8.72
"310","2017-09-21",8.83
"311","2017-09-22",8.99
"312","2017-09-25",8.88
"313","2017-09-26",8.86
"314","2017-09-27",9.1
"315","2017-09-28",9.15
"316","2017-09-29",8.98
"317","2017-10-02",9.22
"318","2017-10-03",9.16
"319","2017-10-04",9.21
"320","2017-10-05",9.24
"321","2017-10-06",9.15
"322","2017-10-09",9.12
"323","2017-10-10",9.11
"324","2017-10-11",9.15
"325","2017-10-12",9.22
"326","2017-10-13",9.05
"327","2017-10-16",9.08
"328","2017-10-17",9.13
"329","2017-10-18",9.11
"330","2017-10-19",9.09
"331","2017-10-20",9.12
"332","2017-10-23",8.96
"333","2017-10-24",8.78
"334","2017-10-25",8.65
"335","2017-10-26",8.64
"336","2017-10-27",8.75
"337","2017-10-30",8.43
"338","2017-10-31",8.46
"339","2017-11-01",8.55
"340","2017-11-02",8.71
"341","2017-11-03",8.8
"342","2017-11-06",8.97
"343","2017-11-07",9
"344","2017-11-08",9
"345","2017-11-09",9.15
"346","2017-11-10",9.28
"347","2017-11-13",9.22
"348","2017-11-14",9.33
"349","2017-11-15",9.27
"350","2017-11-16",9.39
"351","2017-11-17",9.34
"352","2017-11-20",9.56
"353","2017-11-21",9.59
"354","2017-11-22",9.59
"355","2017-11-24",9.75
"356","2017-11-27",9.37
"357","2017-11-28",9.57
"358","2017-11-29",9.61
"359","2017-11-30",9.54
"360","2017-12-01",9.34
"361","2017-12-04",9.06
"362","2017-12-05",8.88
"363","2017-12-06",8.91
"364","2017-12-07",8.93
"365","2017-12-08",8.75
"366","2017-12-11",8.79
"367","2017-12-12",8.6
"368","2017-12-13",8.44
"369","2017-12-14",8.35
"370","2017-12-15",8.25
"371","2017-12-18",8.6
"372","2017-12-19",8.25
"373","2017-12-20",8.19
"374","2017-12-21",8.36
"375","2017-12-22",8.28
"376","2017-12-26",8.43
"377","2017-12-27",8.25
"378","2017-12-28",8.36
"379","2017-12-29",8.2
"380","2018-01-02",8.49
"381","2018-01-03",8.4
"382","2018-01-04",8.4
"383","2018-01-05",8.47
"384","2018-01-08",8.57
"385","2018-01-09",8.24
"386","2018-01-10",8.31
"387","2018-01-11",8.38
"388","2018-01-12",8.16
"389","2018-01-16",8.09
"390","2018-01-17",8.12
"391","2018-01-18",7.83
"392","2018-01-19",7.87
"393","2018-01-22",8.02
"394","2018-01-23",8.18
"395","2018-01-24",8.09
"396","2018-01-25",8.06
"397","2018-01-26",8.02
"398","2018-01-29",8
"399","2018-01-30",8.02
"400","2018-01-31",8.02
"401","2018-02-01",7.67
"402","2018-02-02",7.49
"403","2018-02-05",7.29
"404","2018-02-06",7.11
"405","2018-02-07",7.23
"406","2018-02-08",6.97
"407","2018-02-09",7.19
"408","2018-02-12",7.25
"409","2018-02-13",7.2
"410","2018-02-14",7.2
"411","2018-02-15",7.59
"412","2018-02-16",7.58
"413","2018-02-20",7.31
"414","2018-02-21",7.14
"415","2018-02-22",7.27
"416","2018-02-23",7.21
"417","2018-02-26",7.14
"418","2018-02-27",6.78
"419","2018-02-28",6.5
"420","2018-03-01",6.57
"421","2018-03-02",6.67
"422","2018-03-05",6.59
"423","2018-03-06",6.71
"424","2018-03-07",6.79
"425","2018-03-08",7.1
"426","2018-03-09",7.08
"427","2018-03-12",7.13
"428","2018-03-13",7.21
"429","2018-03-14",7.45
"430","2018-03-15",7.3
"431","2018-03-16",7.32
"432","2018-03-19",7.24
"433","2018-03-20",6.98
"434","2018-03-21",6.84
"435","2018-03-22",6.88
"436","2018-03-23",6.59
"437","2018-03-26",6.57
"438","2018-03-27",6.59
"439","2018-03-28",6.94
"440","2018-03-29",6.95
"441","2018-04-02",6.86
"442","2018-04-03",6.77
"443","2018-04-04",6.99
"444","2018-04-05",7
"445","2018-04-06",6.97
"446","2018-04-09",7
"447","2018-04-10",7.1
"448","2018-04-11",7.28
"449","2018-04-12",7.24
"450","2018-04-13",7.31
"451","2018-04-16",7.55
"452","2018-04-17",7.73
"453","2018-04-18",7.74
"454","2018-04-19",7.76
"455","2018-04-20",7.76
"456","2018-04-23",7.79
"457","2018-04-24",8.06
"458","2018-04-25",7.82
"459","2018-04-26",7.59
"460","2018-04-27",7.75
"461","2018-04-30",7.79
"462","2018-05-01",7.95
"463","2018-05-02",8.16
"464","2018-05-03",8.13
"465","2018-05-04",8.37
"466","2018-05-07",8.43
"467","2018-05-08",8.43
"468","2018-05-09",8.65
"469","2018-05-10",8.35
"470","2018-05-11",8.42
"471","2018-05-14",8.48
"472","2018-05-15",8.55
"473","2018-05-16",8.56
"474","2018-05-17",8.43
"475","2018-05-18",8.38
"476","2018-05-21",8.62
"477","2018-05-22",8.56
"478","2018-05-23",8.66
"479","2018-05-24",8.68
"480","2018-05-25",8.83
"481","2018-05-29",8.93
"482","2018-05-30",8.8
"483","2018-05-31",8.94
"484","2018-06-01",8.96
"485","2018-06-04",8.95
"486","2018-06-05",8.96
"487","2018-06-06",8.98
"488","2018-06-07",8.82
"489","2018-06-08",8.8
"490","2018-06-11",8.87
"491","2018-06-12",9.01
"492","2018-06-13",8.91
"493","2018-06-14",9.02
"494","2018-06-15",9.13
"495","2018-06-18",9.11
"496","2018-06-19",9.08
"497","2018-06-20",9.21
"498","2018-06-21",9.2
"499","2018-06-22",9.53
"500","2018-06-25",9.24
"501","2018-06-26",9.28
"502","2018-06-27",9.07
"503","2018-06-28",9
"504","2018-06-29",8.86
"505","2018-07-02",8.7
"506","2018-07-03",8.86
"507","2018-07-05",9
"508","2018-07-06",9.05
"509","2018-07-09",8.84
"510","2018-07-10",8.85
"511","2018-07-11",8.81
"512","2018-07-12",8.72
"513","2018-07-13",8.57
"514","2018-07-16",8.58
"515","2018-07-17",8.51
"516","2018-07-18",8.41
"517","2018-07-19",8.65
"518","2018-07-20",8.42
"519","2018-07-23",8.4
"520","2018-07-24",8.32
"521","2018-07-25",8.32
"522","2018-07-26",8.33
"523","2018-07-27",8.19
"524","2018-07-30",8.28
"525","2018-07-31",8.45
"526","2018-08-01",8.43
"527","2018-08-02",8.47
"528","2018-08-03",8.57
"529","2018-08-06",8.53
"530","2018-08-07",8.53
"531","2018-08-08",8.9
"532","2018-08-09",8.96
"533","2018-08-10",9.1
"534","2018-08-13",9.22
"535","2018-08-14",9.29
"536","2018-08-15",9.19
"537","2018-08-16",9.25
"538","2018-08-17",9.4
"539","2018-08-20",9.35
"540","2018-08-21",9.5
"541","2018-08-22",9.58
"542","2018-08-23",9.68
"543","2018-08-24",9.49
"544","2018-08-27",9.39
"545","2018-08-28",9.45
"546","2018-08-29",9.44
"547","2018-08-30",9.46
"548","2018-08-31",9.57
"549","2018-09-04",9.4
"550","2018-09-05",9.62
"551","2018-09-06",9.57
"552","2018-09-07",9.35
"553","2018-09-10",9.37
"554","2018-09-11",9.44
"555","2018-09-12",9.47
"556","2018-09-13",9.63
"557","2018-09-14",9.66
"558","2018-09-17",9.87
"559","2018-09-18",9.92
"560","2018-09-19",9.49
"561","2018-09-20",9.42
"562","2018-09-21",9.26
"563","2018-09-24",9.11
"564","2018-09-25",9.05
"565","2018-09-26",8.91
"566","2018-09-27",9.18
"567","2018-09-28",9.42
"568","2018-10-01",9.27
"569","2018-10-02",9.07
"570","2018-10-03",9.09
"571","2018-10-04",9.03
"572","2018-10-05",9.04
"573","2018-10-08",9.21
"574","2018-10-09",9.23
"575","2018-10-10",9.07
"576","2018-10-11",8.94
"577","2018-10-12",8.85
"578","2018-10-15",8.99
"579","2018-10-16",9.24
"580","2018-10-17",9.19
"581","2018-10-18",9.14
"582","2018-10-19",9.12
"583","2018-10-22",9.14
"584","2018-10-23",9.17
"585","2018-10-24",9.11
"586","2018-10-25",9.21
"587","2018-10-26",9
"588","2018-10-29",9.11
"589","2018-10-30",9.1
"590","2018-10-31",9.16
"591","2018-11-01",9.11
"592","2018-11-02",9.1
"593","2018-11-05",9.06
"594","2018-11-06",9.3
"595","2018-11-07",9.34
"596","2018-11-08",9.47
"597","2018-11-09",9.28
"598","2018-11-12",9.37
"599","2018-11-13",9.4
"600","2018-11-14",9.38
"601","2018-11-15",9.49
"602","2018-11-16",9.25
"603","2018-11-19",9.25
"604","2018-11-20",9.28
"605","2018-11-21",9.36
"606","2018-11-23",9.54
"607","2018-11-26",9.44
"608","2018-11-27",9.45
"609","2018-11-28",9.5
"610","2018-11-29",9.52
"611","2018-11-30",9.47
"612","2018-12-03",9.62
"613","2018-12-04",9.68
"614","2018-12-06",9.89
"615","2018-12-07",9.71
"616","2018-12-10",9.64
"617","2018-12-11",9.54
"618","2018-12-12",9
"619","2018-12-13",8.97
"620","2018-12-14",9.08
