"","date","HMY"
"172","2007-09-07",10.19
"173","2007-09-10",10.43
"174","2007-09-11",10.66
"175","2007-09-12",11.05
"176","2007-09-13",11.13
"177","2007-09-14",11.21
"178","2007-09-17",11.13
"179","2007-09-18",11.61
"180","2007-09-19",11.78
"181","2007-09-20",12.22
"182","2007-09-21",12.31
"183","2007-09-24",12.15
"184","2007-09-25",12.18
"185","2007-09-26",12.09
"186","2007-09-27",12.11
"187","2007-09-28",11.91
"188","2007-10-01",11.9
"189","2007-10-02",11.07
"190","2007-10-03",10.46
"191","2007-10-04",10.76
"192","2007-10-05",10.79
"193","2007-10-08",10.39
"194","2007-10-09",10.31
"195","2007-10-10",10.19
"196","2007-10-11",10.16
"197","2007-10-12",10.12
"198","2007-10-15",9.91
"199","2007-10-16",9.75
"200","2007-10-17",9.62
"201","2007-10-18",9.65
"202","2007-10-19",9.58
"203","2007-10-22",9.63
"204","2007-10-23",10
"205","2007-10-24",10.06
"206","2007-10-25",10.25
"207","2007-10-26",10.7
"208","2007-10-29",10.75
"209","2007-10-30",10.8
"210","2007-10-31",11.2
"211","2007-11-01",10.8
"212","2007-11-02",11.18
"213","2007-11-05",11.05
"214","2007-11-06",11.38
"215","2007-11-07",11.21
"216","2007-11-08",11.45
"217","2007-11-09",11.15
"218","2007-11-12",10.4
"219","2007-11-13",10.61
"220","2007-11-14",10.79
"221","2007-11-15",10.24
"222","2007-11-16",10.33
"223","2007-11-19",10.06
"224","2007-11-20",10.09
"225","2007-11-21",9.74
"226","2007-11-23",10.31
"227","2007-11-26",9.74
"228","2007-11-27",9.92
"229","2007-11-28",10.4
"230","2007-11-29",10.47
"231","2007-11-30",10.44
"232","2007-12-03",10.6
"233","2007-12-04",10.44
"234","2007-12-05",10.54
"235","2007-12-06",10.97
"236","2007-12-07",10.85
"237","2007-12-10",10.85
"238","2007-12-11",10.59
"239","2007-12-12",10.5
"240","2007-12-13",10.15
"241","2007-12-14",9.7
"242","2007-12-17",9.46
"243","2007-12-18",9.77
"244","2007-12-19",9.5
"245","2007-12-20",9.52
"246","2007-12-21",10
"247","2007-12-24",10.15
"248","2007-12-26",10.38
"249","2007-12-27",10.62
"250","2007-12-28",10.63
"251","2007-12-31",10.31
"252","2008-01-02",10.75
"253","2008-01-03",11.58
"254","2008-01-04",11.63
"255","2008-01-07",11.63
"256","2008-01-08",11.96
"257","2008-01-09",12.17
"258","2008-01-10",12.36
"259","2008-01-11",12.65
"260","2008-01-14",12.86
"261","2008-01-15",12.42
"262","2008-01-16",11.35
"263","2008-01-17",10.98
"264","2008-01-18",11.06
"265","2008-01-22",11.47
"266","2008-01-23",11.32
"267","2008-01-24",11.74
"268","2008-01-25",10.87
"269","2008-01-28",10.28
"270","2008-01-29",10.34
"271","2008-01-30",10.19
"272","2008-01-31",10.11
"273","2008-02-01",9.77
"274","2008-02-04",9.79
"275","2008-02-05",9.52
"276","2008-02-06",9.59
"277","2008-02-07",9.96
"278","2008-02-08",9.94
"279","2008-02-11",9.74
"280","2008-02-12",9.57
"281","2008-02-13",9.52
"282","2008-02-14",9.98
"283","2008-02-15",10.11
"284","2008-02-19",11.11
"285","2008-02-20",11.84
"286","2008-02-21",11.96
"287","2008-02-22",12.17
"288","2008-02-25",12.37
"289","2008-02-26",12.43
"290","2008-02-27",12.93
"291","2008-02-28",12.64
"292","2008-02-29",12.14
"293","2008-03-03",13.22
"294","2008-03-04",12.98
"295","2008-03-05",13.32
"296","2008-03-06",13.48
"297","2008-03-07",13.47
"298","2008-03-10",12.95
"299","2008-03-11",13.54
"300","2008-03-12",13.7
"301","2008-03-13",14.06
"302","2008-03-14",14.43
"303","2008-03-17",14.01
"304","2008-03-18",13.24
"305","2008-03-19",12.28
"306","2008-03-20",11.89
"307","2008-03-24",11.87
"308","2008-03-25",12.22
"309","2008-03-26",12.52
"310","2008-03-27",12.42
"311","2008-03-28",12.08
"312","2008-03-31",11.84
"313","2008-04-01",11.51
"314","2008-04-02",12.14
"315","2008-04-03",12.06
"316","2008-04-04",11.64
"317","2008-04-07",11.5
"318","2008-04-08",11.27
"319","2008-04-09",11.39
"320","2008-04-10",11.25
"321","2008-04-11",11.41
"322","2008-04-14",11.36
"323","2008-04-15",11.1
"324","2008-04-16",11.92
"325","2008-04-17",11.99
"326","2008-04-18",11.99
"327","2008-04-21",11.82
"328","2008-04-22",12.36
"329","2008-04-23",11.94
"330","2008-04-24",11.76
"331","2008-04-25",11.89
"332","2008-04-28",11.94
"333","2008-04-29",11.22
"334","2008-04-30",11.69
"335","2008-05-01",11.46
"336","2008-05-02",11.53
"337","2008-05-05",11.87
"338","2008-05-06",12.03
"339","2008-05-07",11.59
"340","2008-05-08",12.4
"341","2008-05-09",12.34
"342","2008-05-12",12.55
"343","2008-05-13",12.62
"344","2008-05-14",12.26
"345","2008-05-15",12.62
"346","2008-05-16",12.55
"347","2008-05-19",12.93
"348","2008-05-20",12.79
"349","2008-05-21",12.61
"350","2008-05-22",13.09
"351","2008-05-23",12.86
"352","2008-05-27",12.1
"353","2008-05-28",12.16
"354","2008-05-29",11.93
"355","2008-05-30",11.9
"356","2008-06-02",11.57
"357","2008-06-03",11.48
"358","2008-06-04",11.54
"359","2008-06-05",11.89
"360","2008-06-06",12
"361","2008-06-09",12.13
"362","2008-06-10",11.31
"363","2008-06-11",11.06
"364","2008-06-12",11.04
"365","2008-06-13",11.11
"366","2008-06-16",11.35
"367","2008-06-17",11.34
"368","2008-06-18",11.11
"369","2008-06-19",11.27
"370","2008-06-20",11.1
"371","2008-06-23",10.77
"372","2008-06-24",10.82
"373","2008-06-25",10.78
"374","2008-06-26",11.29
"375","2008-06-27",12.3
"376","2008-06-30",12.25
"377","2008-07-01",12.38
"378","2008-07-02",12.12
"379","2008-07-03",11.98
"380","2008-07-07",11.48
"381","2008-07-08",11.35
"382","2008-07-09",11.22
"383","2008-07-10",11.34
"384","2008-07-11",12.19
"385","2008-07-14",12.51
"386","2008-07-15",12.35
"387","2008-07-16",12.22
"388","2008-07-17",12.27
"389","2008-07-18",11.71
"390","2008-07-21",11.97
"391","2008-07-22",11.4
"392","2008-07-23",10.77
"393","2008-07-24",10.38
"394","2008-07-25",10.51
"395","2008-07-28",10.57
"396","2008-07-29",10.45
"397","2008-07-30",10.51
"398","2008-07-31",10.81
"399","2008-08-01",10.28
"400","2008-08-04",9.54
"401","2008-08-05",9.27
"402","2008-08-06",9.25
"403","2008-08-07",9.2
"404","2008-08-08",8.33
"405","2008-08-11",7.76
"406","2008-08-12",7.77
"407","2008-08-13",8.24
"408","2008-08-14",7.82
"409","2008-08-15",7.62
"410","2008-08-18",7.52
"411","2008-08-19",7.85
"412","2008-08-20",7.88
"413","2008-08-21",8.51
"414","2008-08-22",8.4
"415","2008-08-25",8.37
"416","2008-08-26",8.45
"417","2008-08-27",8.66
"418","2008-08-28",8.81
"419","2008-08-29",8.71
"420","2008-09-02",7.98
"421","2008-09-03",7.79
"422","2008-09-04",7.59
"423","2008-09-05",7.76
"424","2008-09-08",7.44
"425","2008-09-09",6.39
"426","2008-09-10",6.89
"427","2008-09-11",6.8
"428","2008-09-12",7.67
"429","2008-09-15",7.73
"430","2008-09-16",8.17
"431","2008-09-17",9.17
"432","2008-09-18",9.67
"433","2008-09-19",9.38
"434","2008-09-22",10.46
"435","2008-09-23",10.18
"436","2008-09-24",10.3
"437","2008-09-25",10.28
"438","2008-09-26",10.15
"439","2008-09-29",9.53
"440","2008-09-30",9.68
"441","2008-10-01",9.6
"442","2008-10-02",7.8
"443","2008-10-03",8.06
"444","2008-10-06",7.74
"445","2008-10-07",7.91
"446","2008-10-08",10.66
"447","2008-10-09",9.55
"448","2008-10-10",9.26
"449","2008-10-13",10.03
"450","2008-10-14",10.03
"451","2008-10-15",9.04
"452","2008-10-16",8.52
"453","2008-10-17",7.97
"454","2008-10-20",8.33
"455","2008-10-21",7.13
"456","2008-10-22",6.2
"457","2008-10-23",6.16
"458","2008-10-24",6.57
"459","2008-10-27",6.16
"460","2008-10-28",7.51
"461","2008-10-29",7.83
"462","2008-10-30",7.53
"463","2008-10-31",7.31
"464","2008-11-03",7.3
"465","2008-11-04",7.66
"466","2008-11-05",7.08
"467","2008-11-06",6.54
"468","2008-11-07",6.89
"469","2008-11-10",7.04
"470","2008-11-11",6.58
"471","2008-11-12",6.01
"472","2008-11-13",6.61
"473","2008-11-14",6.24
"474","2008-11-17",6.12
"475","2008-11-18",6.21
"476","2008-11-19",6.03
"477","2008-11-20",5.58
"478","2008-11-21",7.16
"479","2008-11-24",8.07
"480","2008-11-25",8.31
"481","2008-11-26",8.67
"482","2008-11-28",8.64
"483","2008-12-01",7.25
"484","2008-12-02",8.17
"485","2008-12-03",8.57
"486","2008-12-04",8.34
"487","2008-12-05",8.9
"488","2008-12-08",9.72
"489","2008-12-09",9.43
"490","2008-12-10",10.21
"491","2008-12-11",9.84
"492","2008-12-12",10.15
"493","2008-12-15",10.17
"494","2008-12-16",10.68
"495","2008-12-17",10.3
"496","2008-12-18",9.14
"497","2008-12-19",8.95
"498","2008-12-22",9.18
"499","2008-12-23",9.74
"500","2008-12-24",9.7
"501","2008-12-26",10.42
"502","2008-12-29",10.46
"503","2008-12-30",10.42
"504","2008-12-31",10.97
"505","2009-01-02",10.69
"506","2009-01-05",10.4
"507","2009-01-06",10.84
"508","2009-01-07",10.11
"509","2009-01-08",10.36
"510","2009-01-09",10.08
"511","2009-01-12",9.49
"512","2009-01-13",9.55
"513","2009-01-14",9.12
"514","2009-01-15",9.4
"515","2009-01-16",10.23
"516","2009-01-20",9.85
"517","2009-01-21",10.14
"518","2009-01-22",10.38
"519","2009-01-23",11.11
"520","2009-01-26",11.32
"521","2009-01-27",11.32
"522","2009-01-28",11.28
"523","2009-01-29",11.85
"524","2009-01-30",11.8
"525","2009-02-02",11.51
"526","2009-02-03",11.6
"527","2009-02-04",11.57
"528","2009-02-05",11.49
"529","2009-02-06",11.97
"530","2009-02-09",11.31
"531","2009-02-10",11.09
"532","2009-02-11",12.38
"533","2009-02-12",12.2
"534","2009-02-13",12.02
"535","2009-02-17",12.55
"536","2009-02-18",13.06
"537","2009-02-19",12.73
"538","2009-02-20",13.05
"539","2009-02-23",12.88
"540","2009-02-24",12.19
"541","2009-02-25",12.36
"542","2009-02-26",12.41
"543","2009-02-27",11.98
"544","2009-03-02",11.3
"545","2009-03-03",11.42
"546","2009-03-04",11.04
"547","2009-03-05",11.34
"548","2009-03-06",11.41
"549","2009-03-09",10.98
"550","2009-03-10",10.47
"551","2009-03-11",11.07
"552","2009-03-12",11.42
"553","2009-03-13",11.08
"554","2009-03-16",11.46
"555","2009-03-17",11.21
"556","2009-03-18",11.8
"557","2009-03-19",12.15
"558","2009-03-20",12.12
"559","2009-03-23",11.75
"560","2009-03-24",11.45
"561","2009-03-25",11.53
"562","2009-03-26",11.66
"563","2009-03-27",11.35
"564","2009-03-30",10.89
"565","2009-03-31",10.94
"566","2009-04-01",11.54
"567","2009-04-02",10.94
"568","2009-04-03",9.77
"569","2009-04-06",9.24
"570","2009-04-07",9.34
"571","2009-04-08",9.3
"572","2009-04-09",9.07
"573","2009-04-13",9.32
"574","2009-04-14",9
"575","2009-04-15",9.26
"576","2009-04-16",8.76
"577","2009-04-17",8.17
"578","2009-04-20",8.47
"579","2009-04-21",8.5
"580","2009-04-22",8.54
"581","2009-04-23",9.1
"582","2009-04-24",9.76
"583","2009-04-27",9.6
"584","2009-04-28",9.66
"585","2009-04-29",9.75
"586","2009-04-30",9.32
"587","2009-05-01",9.33
"588","2009-05-04",9.4
"589","2009-05-05",9.45
"590","2009-05-06",10.22
"591","2009-05-07",9.98
"592","2009-05-08",10.12
"593","2009-05-11",10.4
"594","2009-05-12",10.9
"595","2009-05-13",10.43
"596","2009-05-14",10.61
"597","2009-05-15",10.63
"598","2009-05-18",10.6
"599","2009-05-19",10.68
"600","2009-05-20",10.76
"601","2009-05-21",11.42
"602","2009-05-22",11.56
"603","2009-05-26",11.69
"604","2009-05-27",11.37
"605","2009-05-28",11.91
"606","2009-05-29",12.1
"607","2009-06-01",11.6
"608","2009-06-02",11.99
"609","2009-06-03",11.39
"610","2009-06-04",11.63
"611","2009-06-05",11.01
"612","2009-06-08",10.91
"613","2009-06-09",10.76
"614","2009-06-10",10.7
"615","2009-06-11",10.75
"616","2009-06-12",10.48
"617","2009-06-15",10.44
"618","2009-06-16",10.41
"619","2009-06-17",10.54
"620","2009-06-18",10.63
"621","2009-06-19",11.2
"622","2009-06-22",10.17
"623","2009-06-23",10.24
"624","2009-06-24",10.65
"625","2009-06-25",11.17
"626","2009-06-26",10.81
"627","2009-06-29",10.75
"628","2009-06-30",10.32
"629","2009-07-01",10.35
"630","2009-07-02",9.66
"631","2009-07-06",8.98
"632","2009-07-07",9
"633","2009-07-08",8.68
"634","2009-07-09",8.61
"635","2009-07-10",8.5
"636","2009-07-13",8.76
"637","2009-07-14",8.85
"638","2009-07-15",9.26
"639","2009-07-16",9.2
"640","2009-07-17",9.2
"641","2009-07-20",9.56
"642","2009-07-21",9.24
"643","2009-07-22",9.34
"644","2009-07-23",9.52
"645","2009-07-24",9.4
"646","2009-07-27",9.19
"647","2009-07-28",8.91
"648","2009-07-29",8.66
"649","2009-07-30",8.87
"650","2009-07-31",9.26
"651","2009-08-03",9.34
"652","2009-08-04",9.49
"653","2009-08-05",9.62
"654","2009-08-06",9.47
"655","2009-08-07",9.17
"656","2009-08-10",8.99
"657","2009-08-11",8.93
"658","2009-08-12",9.13
"659","2009-08-13",9.49
"660","2009-08-14",9.11
"661","2009-08-17",8.99
"662","2009-08-18",9.14
"663","2009-08-19",9.26
"664","2009-08-20",9.23
"665","2009-08-21",9.38
"666","2009-08-24",9.05
"667","2009-08-25",9.37
"668","2009-08-26",9.06
"669","2009-08-27",9.38
"670","2009-08-28",9.37
"671","2009-08-31",9.4
"672","2009-09-01",9.03
"673","2009-09-02",10.01
"674","2009-09-03",10.51
"675","2009-09-04",10.68
"676","2009-09-08",11.26
"677","2009-09-09",10.98
"678","2009-09-10",11.21
"679","2009-09-11",11.43
"680","2009-09-14",11.19
"681","2009-09-15",11.38
"682","2009-09-16",11.75
"683","2009-09-17",11.29
"684","2009-09-18",11.37
"685","2009-09-21",11.11
"686","2009-09-22",11.26
"687","2009-09-23",10.7
"688","2009-09-24",10.61
"689","2009-09-25",10.51
"690","2009-09-28",10.51
"691","2009-09-29",10.66
"692","2009-09-30",10.94
"693","2009-10-01",10.37
"694","2009-10-02",10.23
"695","2009-10-05",10.77
"696","2009-10-06",11.75
"697","2009-10-07",11.64
"698","2009-10-08",11.81
"699","2009-10-09",11.63
"700","2009-10-12",11.62
"701","2009-10-13",11.98
"702","2009-10-14",11.75
"703","2009-10-15",11.52
"704","2009-10-16",11.52
"705","2009-10-19",11.59
"706","2009-10-20",11.52
"707","2009-10-21",11.42
"708","2009-10-22",11.17
"709","2009-10-23",11.03
"710","2009-10-26",10.55
"711","2009-10-27",10.58
"712","2009-10-28",9.94
"713","2009-10-29",10.36
"714","2009-10-30",9.96
"715","2009-11-02",9.83
"716","2009-11-03",10.37
"717","2009-11-04",10.51
"718","2009-11-05",10.5
"719","2009-11-06",10.69
"720","2009-11-09",10.9
"721","2009-11-10",10.94
"722","2009-11-11",10.79
"723","2009-11-12",10.26
"724","2009-11-13",10.55
"725","2009-11-16",10.97
"726","2009-11-17",10.9
"727","2009-11-18",10.73
"728","2009-11-19",10.77
"729","2009-11-20",10.59
"730","2009-11-23",10.75
"731","2009-11-24",10.7
"732","2009-11-25",11.3
"733","2009-11-27",10.89
"734","2009-11-30",11.1
"735","2009-12-01",11.68
"736","2009-12-02",11.69
"737","2009-12-03",11.43
"738","2009-12-04",11.12
"739","2009-12-07",10.66
"740","2009-12-08",10.09
"741","2009-12-09",10.33
"742","2009-12-10",10.37
"743","2009-12-11",10.19
"744","2009-12-14",10.6
"745","2009-12-15",10.42
"746","2009-12-16",10.47
"747","2009-12-17",9.73
"748","2009-12-18",9.92
"749","2009-12-21",9.81
"750","2009-12-22",9.83
"751","2009-12-23",9.99
"752","2009-12-24",10.01
"753","2009-12-28",10.08
"754","2009-12-29",9.98
"755","2009-12-30",10.01
"756","2009-12-31",10.17
"757","2010-01-04",10.48
"758","2010-01-05",10.72
"759","2010-01-06",11.03
"760","2010-01-07",10.89
"761","2010-01-08",10.98
"762","2010-01-11",11.11
"763","2010-01-12",10.6
"764","2010-01-13",10.73
"765","2010-01-14",10.54
"766","2010-01-15",10.39
"767","2010-01-19",10.42
"768","2010-01-20",10.06
"769","2010-01-21",9.73
"770","2010-01-22",9.83
"771","2010-01-25",9.89
"772","2010-01-26",9.76
"773","2010-01-27",9.69
"774","2010-01-28",9.68
"775","2010-01-29",9.17
"776","2010-02-01",9.76
"777","2010-02-02",10.01
"778","2010-02-03",9.9
"779","2010-02-04",9.33
"780","2010-02-05",9.46
"781","2010-02-08",9.21
"782","2010-02-09",9.49
"783","2010-02-10",9.19
"784","2010-02-11",9.58
"785","2010-02-12",9.33
"786","2010-02-16",9.76
"787","2010-02-17",9.39
"788","2010-02-18",9.34
"789","2010-02-19",9.28
"790","2010-02-22",9.14
"791","2010-02-23",8.79
"792","2010-02-24",8.89
"793","2010-02-25",9.13
"794","2010-02-26",9.13
"795","2010-03-01",9.43
"796","2010-03-02",9.75
"797","2010-03-03",9.99
"798","2010-03-04",9.82
"799","2010-03-05",9.9
"800","2010-03-08",9.81
"801","2010-03-09",9.6
"802","2010-03-10",9.5
"803","2010-03-11",9.62
"804","2010-03-12",9.59
"805","2010-03-15",9.59
"806","2010-03-16",9.77
"807","2010-03-17",9.62
"808","2010-03-18",9.85
"809","2010-03-19",9.56
"810","2010-03-22",9.64
"811","2010-03-23",9.61
"812","2010-03-24",9.3
"813","2010-03-25",9.27
"814","2010-03-26",9.45
"815","2010-03-29",9.59
"816","2010-03-30",9.4
"817","2010-03-31",9.48
"818","2010-04-01",9.93
"819","2010-04-05",10.14
"820","2010-04-06",10.19
"821","2010-04-07",10.22
"822","2010-04-08",10.05
"823","2010-04-09",10.19
"824","2010-04-12",9.96
"825","2010-04-13",9.7
"826","2010-04-14",9.76
"827","2010-04-15",9.69
"828","2010-04-16",9.38
"829","2010-04-19",9.4
"830","2010-04-20",9.3
"831","2010-04-21",9.35
"832","2010-04-22",9.3
"833","2010-04-23",9.55
"834","2010-04-26",9.55
"835","2010-04-27",9.47
"836","2010-04-28",9.7
"837","2010-04-29",9.64
"838","2010-04-30",9.77
"839","2010-05-03",9.64
"840","2010-05-04",9.6
"841","2010-05-05",9.43
"842","2010-05-06",9.56
"843","2010-05-07",9.36
"844","2010-05-10",9.41
"845","2010-05-11",10.24
"846","2010-05-12",10.43
"847","2010-05-13",10.27
"848","2010-05-14",10.38
"849","2010-05-17",10.27
"850","2010-05-18",10.1
"851","2010-05-19",9.67
"852","2010-05-20",9.24
"853","2010-05-21",9.04
"854","2010-05-24",9.19
"855","2010-05-25",9.66
"856","2010-05-26",9.68
"857","2010-05-27",9.71
"858","2010-05-28",9.68
"859","2010-06-01",9.71
"860","2010-06-02",9.82
"861","2010-06-03",9.7
"862","2010-06-04",9.51
"863","2010-06-07",9.71
"864","2010-06-08",9.77
"865","2010-06-09",9.77
"866","2010-06-10",9.74
"867","2010-06-11",9.77
"868","2010-06-14",9.65
"869","2010-06-15",9.92
"870","2010-06-16",9.91
"871","2010-06-17",10.15
"872","2010-06-18",10.32
"873","2010-06-21",10.14
"874","2010-06-22",10.23
"875","2010-06-23",10.24
"876","2010-06-24",10.26
"877","2010-06-25",10.53
"878","2010-06-28",10.41
"879","2010-06-29",10.35
"880","2010-06-30",10.57
"881","2010-07-01",10.19
"882","2010-07-02",10.31
"883","2010-07-06",10.36
"884","2010-07-07",10.64
"885","2010-07-08",10.5
"886","2010-07-09",10.58
"887","2010-07-12",10.44
"888","2010-07-13",10.52
"889","2010-07-14",10.67
"890","2010-07-15",10.71
"891","2010-07-16",10.31
"892","2010-07-19",10.03
"893","2010-07-20",9.94
"894","2010-07-21",9.78
"895","2010-07-22",9.98
"896","2010-07-23",10.02
"897","2010-07-26",10.01
"898","2010-07-27",9.75
"899","2010-07-28",9.72
"900","2010-07-29",9.74
"901","2010-07-30",10
"902","2010-08-02",9.99
"903","2010-08-03",10.46
"904","2010-08-04",10.69
"905","2010-08-05",10.66
"906","2010-08-06",10.89
"907","2010-08-09",10.77
"908","2010-08-10",10.85
"909","2010-08-11",11.02
"910","2010-08-12",11.01
"911","2010-08-13",10.89
"912","2010-08-16",10.79
"913","2010-08-17",10.46
"914","2010-08-18",10.39
"915","2010-08-19",10.25
"916","2010-08-20",10.06
"917","2010-08-23",9.95
"918","2010-08-24",9.97
"919","2010-08-25",10.31
"920","2010-08-26",10.34
"921","2010-08-27",10.33
"922","2010-08-30",10.25
"923","2010-08-31",10.18
"924","2010-09-01",10.1
"925","2010-09-02",10.52
"926","2010-09-03",10.62
"927","2010-09-07",10.82
"928","2010-09-08",10.74
"929","2010-09-09",10.88
"930","2010-09-10",11.07
"931","2010-09-13",11.19
"932","2010-09-14",11.44
"933","2010-09-15",11.55
"934","2010-09-16",11.74
"935","2010-09-17",11.06
"936","2010-09-20",11.14
"937","2010-09-21",11.24
"938","2010-09-22",11.31
"939","2010-09-23",11.2
"940","2010-09-24",11.42
"941","2010-09-27",11.31
"942","2010-09-28",11.55
"943","2010-09-29",11.41
"944","2010-09-30",11.29
"945","2010-10-01",11.32
"946","2010-10-04",11.24
"947","2010-10-05",11.84
"948","2010-10-06",11.87
"949","2010-10-07",11.41
"950","2010-10-08",11.48
"951","2010-10-11",11.49
"952","2010-10-12",11.41
"953","2010-10-13",11.42
"954","2010-10-14",11.39
"955","2010-10-15",11.25
"956","2010-10-18",11.2
"957","2010-10-19",10.75
"958","2010-10-20",11.01
"959","2010-10-21",10.95
"960","2010-10-22",11.25
"961","2010-10-25",11.26
"962","2010-10-26",11.27
"963","2010-10-27",11.25
"964","2010-10-28",11.28
"965","2010-10-29",11.53
"966","2010-11-01",11.33
"967","2010-11-02",11.57
"968","2010-11-03",11.41
"969","2010-11-04",12.36
"970","2010-11-05",12.35
"971","2010-11-08",12.51
"972","2010-11-09",12.02
"973","2010-11-10",12.41
"974","2010-11-11",12.41
"975","2010-11-12",12.18
"976","2010-11-15",12.01
"977","2010-11-16",11.69
"978","2010-11-17",11.75
"979","2010-11-18",11.76
"980","2010-11-19",11.87
"981","2010-11-22",11.95
"982","2010-11-23",11.64
"983","2010-11-24",11.73
"984","2010-11-26",11.37
"985","2010-11-29",11.32
"986","2010-11-30",11.33
"987","2010-12-01",11.41
"988","2010-12-02",11.52
"989","2010-12-03",12.41
"990","2010-12-06",12.69
"991","2010-12-07",12.09
"992","2010-12-08",12.16
"993","2010-12-09",12.37
"994","2010-12-10",12.36
"995","2010-12-13",12.64
"996","2010-12-14",12.75
"997","2010-12-15",12.52
"998","2010-12-16",12.34
"999","2010-12-17",12.34
