"","date","FIXX"
"95","2018-08-10",15.54
"96","2018-08-13",15.67
"97","2018-08-14",16.83
"98","2018-08-15",16.6
"99","2018-08-16",17.35
"100","2018-08-17",16.190001
"101","2018-08-20",15.66
"102","2018-08-21",16.620001
"103","2018-08-22",16.17
"104","2018-08-23",16.959999
"105","2018-08-24",16
"106","2018-08-27",15.62
"107","2018-08-28",15.92
"108","2018-08-29",15.94
"109","2018-08-30",16.42
"110","2018-08-31",16.65
"111","2018-09-04",16.469999
"112","2018-09-05",17.059999
"113","2018-09-06",15.96
"114","2018-09-07",16.35
"115","2018-09-10",17.92
"116","2018-09-11",17.83
"117","2018-09-12",18.98
"118","2018-09-13",20.02
"119","2018-09-14",20.51
"120","2018-09-17",20.01
"121","2018-09-18",20.65
"122","2018-09-19",20.379999
"123","2018-09-20",20.41
"124","2018-09-21",21.57
"125","2018-09-24",22.85
"126","2018-09-25",22.709999
"127","2018-09-26",22.530001
"128","2018-09-27",22.57
"129","2018-09-28",22.860001
"130","2018-10-01",22.219999
"131","2018-10-02",21.93
"132","2018-10-03",21.959999
"133","2018-10-04",21.790001
"134","2018-10-05",20.540001
"135","2018-10-08",20.040001
"136","2018-10-09",20.08
"137","2018-10-10",19.93
"138","2018-10-11",19.879999
"139","2018-10-12",19.98
"140","2018-10-15",19.799999
"141","2018-10-16",20.040001
"142","2018-10-17",19.91
"143","2018-10-18",20.049999
"144","2018-10-19",19.93
"145","2018-10-22",19.75
"146","2018-10-23",19.43
"147","2018-10-24",19.07
"148","2018-10-25",18.9
"149","2018-10-26",19.040001
"150","2018-10-29",18.91
"151","2018-10-30",18.389999
"152","2018-10-31",18.82
"153","2018-11-01",20.35
"154","2018-11-02",20.1
"155","2018-11-05",19.950001
"156","2018-11-06",20.200001
"157","2018-11-07",20.200001
"158","2018-11-08",20.27
"159","2018-11-09",20.139999
"160","2018-11-12",20
"161","2018-11-13",19.959999
"162","2018-11-14",19.92
"163","2018-11-15",20.02
"164","2018-11-16",20.5
"165","2018-11-19",19.200001
"166","2018-11-20",18.4
"167","2018-11-21",19.59
"168","2018-11-23",20.190001
"169","2018-11-26",20.559999
"170","2018-11-27",20.32
"171","2018-11-28",22.07
"172","2018-11-29",21.93
"173","2018-11-30",21.99
"174","2018-12-03",23.52
"175","2018-12-04",23.709999
"176","2018-12-06",24.51
"177","2018-12-07",24.98
"178","2018-12-10",26.299999
"179","2018-12-11",24.23
"180","2018-12-12",24.49
"181","2018-12-13",23.93
"182","2018-12-14",24.280001
"183","2018-12-17",23.709999
"184","2018-12-18",23.450001
"185","2018-12-19",22.969999
"186","2018-12-20",20.709999
"187","2018-12-21",19.48
"188","2018-12-24",20.059999
"189","2018-12-26",21.49
"190","2018-12-27",21.280001
"191","2018-12-28",21.83
"192","2018-12-31",22.360001
"193","2019-01-02",24.51
"194","2019-01-03",24.35
"195","2019-01-04",24.469999
"196","2019-01-07",24.51
"197","2019-01-08",25.52
"198","2019-01-09",24.98
"199","2019-01-10",24.780001
"200","2019-01-11",24.870001
"201","2019-01-14",23.77
"202","2019-01-15",23.860001
"203","2019-01-16",24.57
"204","2019-01-17",23.799999
"205","2019-01-18",22.85
"206","2019-01-22",23.09
"207","2019-01-23",21.57
"208","2019-01-24",21.700001
"209","2019-01-25",21.700001
"210","2019-01-28",20.77
"211","2019-01-29",19.76
"212","2019-01-30",20.25
"213","2019-01-31",20.27
"214","2019-02-01",20.83
"215","2019-02-04",21.549999
"216","2019-02-05",21.389999
"217","2019-02-06",21.450001
"218","2019-02-07",20.879999
"219","2019-02-08",21.43
"220","2019-02-11",21.889999
"221","2019-02-12",23.709999
"222","2019-02-13",24.1
"223","2019-02-14",23.440001
"224","2019-02-15",24.42
"225","2019-02-19",24.030001
"226","2019-02-20",24.799999
"227","2019-02-21",24.08
"228","2019-02-22",24.24
"229","2019-02-25",27.02
"230","2019-02-26",28.99
"231","2019-02-27",29.57
"232","2019-02-28",29.48
"233","2019-03-01",29
"234","2019-03-04",28.709999
"235","2019-03-05",28.129999
"236","2019-03-06",26.610001
"237","2019-03-07",28.110001
"238","2019-03-08",26.4
"239","2019-03-11",27.209999
"240","2019-03-12",25.99
"241","2019-03-13",25.780001
"242","2019-03-14",26.26
"243","2019-03-15",26.49
"244","2019-03-18",27.91
"245","2019-03-19",27.120001
"246","2019-03-20",27.48
"247","2019-03-21",28.35
"248","2019-03-22",25.76
"249","2019-03-25",26.299999
"250","2019-03-26",27.040001
"251","2019-03-27",27.23
"252","2019-03-28",27.959999
"253","2019-03-29",27.73
"254","2019-04-01",29.139999
"255","2019-04-02",29.440001
"256","2019-04-03",29.08
"257","2019-04-04",29.27
"258","2019-04-05",30.34
"259","2019-04-08",29.559999
"260","2019-04-09",23.57
"261","2019-04-10",22.110001
"262","2019-04-11",22.049999
"263","2019-04-12",22.389999
"264","2019-04-15",22.43
"265","2019-04-16",22.77
"266","2019-04-17",22.780001
"267","2019-04-18",22.16
"268","2019-04-22",21.82
"269","2019-04-23",23.26
"270","2019-04-24",22.08
"271","2019-04-25",22.440001
"272","2019-04-26",22.32
"273","2019-04-29",22.209999
"274","2019-04-30",21.52
"275","2019-05-01",21.42
"276","2019-05-02",21.690001
"277","2019-05-03",22.32
"278","2019-05-06",22.700001
"279","2019-05-07",22.540001
"280","2019-05-08",22.18
"281","2019-05-09",22.370001
"282","2019-05-10",22.73
"283","2019-05-13",22.219999
"284","2019-05-14",22.65
"285","2019-05-15",22.52
"286","2019-05-16",22.35
"287","2019-05-17",22.4
"288","2019-05-20",22.129999
"289","2019-05-21",22.65
"290","2019-05-22",21.91
"291","2019-05-23",20.48
"292","2019-05-24",20.049999
"293","2019-05-28",20.42
"294","2019-05-29",20.6
"295","2019-05-30",20.4
"296","2019-05-31",20.24
"297","2019-06-03",19.67
"298","2019-06-04",19.93
"299","2019-06-05",19.83
"300","2019-06-06",19.51
"301","2019-06-07",19.799999
"302","2019-06-10",19.190001
"303","2019-06-11",18.67
"304","2019-06-12",18.4
"305","2019-06-13",18.450001
"306","2019-06-14",18.549999
"307","2019-06-17",19.129999
"308","2019-06-18",20.110001
"309","2019-06-19",19.139999
"310","2019-06-20",19.219999
"311","2019-06-21",19.59
"312","2019-06-24",18.35
"313","2019-06-25",18.860001
"314","2019-06-26",18.469999
"315","2019-06-27",19.309999
"316","2019-06-28",19.57
"317","2019-07-01",18.74
"318","2019-07-02",18.690001
"319","2019-07-03",18.82
"320","2019-07-05",18.219999
"321","2019-07-08",18.49
"322","2019-07-09",20.51
"323","2019-07-10",19.41
"324","2019-07-11",19.25
"325","2019-07-12",19.51
"326","2019-07-15",19.6
"327","2019-07-16",20.58
"328","2019-07-17",20.540001
"329","2019-07-18",20.879999
"330","2019-07-19",20.799999
"331","2019-07-22",22.129999
"332","2019-07-23",22.059999
"333","2019-07-24",22.280001
"334","2019-07-25",17.799999
"335","2019-07-26",17.709999
"336","2019-07-29",18.4
"337","2019-07-30",18.690001
"338","2019-07-31",17.780001
"339","2019-08-01",17.549999
"340","2019-08-02",16.469999
"341","2019-08-05",15.92
"342","2019-08-06",15.98
"343","2019-08-07",15.68
"344","2019-08-08",15.79
"345","2019-08-09",15.8
"346","2019-08-12",14.74
"347","2019-08-13",15.25
"348","2019-08-14",15.55
"349","2019-08-15",15.75
"350","2019-08-16",16.780001
"351","2019-08-19",17.59
"352","2019-08-20",17.5
"353","2019-08-21",17.950001
"354","2019-08-22",18.719999
"355","2019-08-23",19.110001
"356","2019-08-26",18.889999
"357","2019-08-27",18.540001
"358","2019-08-28",19.059999
"359","2019-08-29",19.299999
"360","2019-08-30",18.91
"361","2019-09-03",19
"362","2019-09-04",19.290001
"363","2019-09-05",20.08
"364","2019-09-06",20.209999
"365","2019-09-09",21.059999
"366","2019-09-10",21.700001
"367","2019-09-11",21.23
"368","2019-09-12",20.48
"369","2019-09-13",20.6
"370","2019-09-16",20.67
"371","2019-09-17",21.559999
"372","2019-09-18",21.450001
"373","2019-09-19",20.4
"374","2019-09-20",20.98
"375","2019-09-23",19.57
"376","2019-09-24",18.51
"377","2019-09-25",19.309999
"378","2019-09-26",18.629999
"379","2019-09-27",18.059999
"380","2019-09-30",18.1
"381","2019-10-01",17.200001
"382","2019-10-02",17.02
"383","2019-10-03",17.190001
"384","2019-10-04",16.379999
"385","2019-10-07",15.59
"386","2019-10-08",14.92
"387","2019-10-09",14.2
"388","2019-10-10",14.16
"389","2019-10-11",13.85
"390","2019-10-14",13.8
"391","2019-10-15",14.29
"392","2019-10-16",13.67
"393","2019-10-17",13.39
"394","2019-10-18",13.02
"395","2019-10-21",13.65
"396","2019-10-22",13.74
"397","2019-10-23",13.19
"398","2019-10-24",13.43
"399","2019-10-25",13.23
"400","2019-10-28",12.82
"401","2019-10-29",12.97
"402","2019-10-30",12.84
"403","2019-10-31",13.13
"404","2019-11-01",12.73
"405","2019-11-04",12.6
"406","2019-11-05",12.38
"407","2019-11-06",11.78
"408","2019-11-07",11.89
"409","2019-11-08",11.45
"410","2019-11-11",11.42
"411","2019-11-12",11.47
"412","2019-11-13",12.09
"413","2019-11-14",13.33
"414","2019-11-15",13.45
"415","2019-11-18",13.67
"416","2019-11-19",14.15
"417","2019-11-20",14.42
"418","2019-11-21",14.35
"419","2019-11-22",14.93
"420","2019-11-25",15.075
"421","2019-11-26",15.25
"422","2019-11-27",15.55
"423","2019-11-29",16
"424","2019-12-02",17.139999
"425","2019-12-03",18.32
"426","2019-12-04",17.959999
"427","2019-12-05",17.77
"428","2019-12-06",18.17
"429","2019-12-09",17.57
"430","2019-12-10",18.57
"431","2019-12-11",19.92
"432","2019-12-12",20.15
"433","2019-12-13",20.709999
"434","2019-12-16",21.940001
"435","2019-12-17",21.75
"436","2019-12-18",20.754999
"437","2019-12-19",21.360001
"438","2019-12-20",21.42
"439","2019-12-23",22.01
"440","2019-12-24",22.190001
"441","2019-12-26",21.85
"442","2019-12-27",21.59
"443","2019-12-30",20.790001
"444","2019-12-31",20.700001
"445","2020-01-02",20.530001
"446","2020-01-03",18.690001
"447","2020-01-06",18.41
"448","2020-01-07",18.35
"449","2020-01-08",17.969999
"450","2020-01-09",17.83
"451","2020-01-10",17.870001
"452","2020-01-13",17.34
"453","2020-01-14",17.24
"454","2020-01-15",17.389999
"455","2020-01-16",17.610001
"456","2020-01-17",17.34
"457","2020-01-21",16.48
"458","2020-01-22",16.17
"459","2020-01-23",16.475
"460","2020-01-24",15.71
"461","2020-01-27",15.51
"462","2020-01-28",15.4
"463","2020-01-29",15.32
"464","2020-01-30",15.99
"465","2020-01-31",15.65
"466","2020-02-03",16.76
"467","2020-02-04",17.49
"468","2020-02-05",17.93
"469","2020-02-06",17.469999
"470","2020-02-07",17.379999
"471","2020-02-10",18.42
"472","2020-02-11",18.91
"473","2020-02-12",19.4
"474","2020-02-13",18.48
"475","2020-02-14",18.84
"476","2020-02-18",18.73
"477","2020-02-19",18.77
"478","2020-02-20",17.83
"479","2020-02-21",17.674999
"480","2020-02-24",17.08
"481","2020-02-25",15.82
"482","2020-02-26",16.059999
"483","2020-02-27",15.51
"484","2020-02-28",16
"485","2020-03-02",17
"486","2020-03-03",19.809999
"487","2020-03-04",22.040001
"488","2020-03-05",21.75
"489","2020-03-06",20.780001
"490","2020-03-09",18.629999
"491","2020-03-10",18.68
"492","2020-03-11",17.91
"493","2020-03-12",14.06
"494","2020-03-13",14.89
"495","2020-03-16",12.5
"496","2020-03-17",13.22
"497","2020-03-18",12.54
"498","2020-03-19",13.93
"499","2020-03-20",13.72
"500","2020-03-23",15.18
"501","2020-03-24",15.82
"502","2020-03-25",15.91
"503","2020-03-26",16.99
"504","2020-03-27",14.01
"505","2020-03-30",16.139999
"506","2020-03-31",15.54
"507","2020-04-01",14.7
"508","2020-04-02",16.23
"509","2020-04-03",16.639999
"510","2020-04-06",17.32
"511","2020-04-07",16.43
"512","2020-04-08",17.780001
"513","2020-04-09",18.68
"514","2020-04-13",18.040001
"515","2020-04-14",19.34
"516","2020-04-15",13.97
"517","2020-04-16",14.22
"518","2020-04-17",13.42
"519","2020-04-20",13.2
"520","2020-04-21",12.85
"521","2020-04-22",13.2
"522","2020-04-23",12.88
"523","2020-04-24",13.2
"524","2020-04-27",13.15
"525","2020-04-28",12.62
"526","2020-04-29",13.17
"527","2020-04-30",12.07
"528","2020-05-01",12.9
"529","2020-05-04",12.715
"530","2020-05-05",12.66
"531","2020-05-06",12.72
"532","2020-05-07",12.39
"533","2020-05-08",12.69
"534","2020-05-11",13.49
"535","2020-05-12",13.66
"536","2020-05-13",13.36
"537","2020-05-14",12.85
"538","2020-05-15",13.41
"539","2020-05-18",13.35
"540","2020-05-19",13.32
"541","2020-05-20",15.31
"542","2020-05-21",15.59
"543","2020-05-22",15.67
"544","2020-05-26",16.215
"545","2020-05-27",14.8
"546","2020-05-28",14.82
"547","2020-05-29",14.24
"548","2020-06-01",15.06
"549","2020-06-02",15.93
"550","2020-06-03",15.92
"551","2020-06-04",15.8
"552","2020-06-05",15.75
"553","2020-06-08",16.58
"554","2020-06-09",16.379999
"555","2020-06-10",16.32
"556","2020-06-11",14.61
"557","2020-06-12",14.85
"558","2020-06-15",15.28
"559","2020-06-16",15.5
"560","2020-06-17",15.58
"561","2020-06-18",15.78
"562","2020-06-19",15.4
"563","2020-06-22",15.5
"564","2020-06-23",15.69
"565","2020-06-24",15.58
"566","2020-06-25",16.299999
"567","2020-06-26",15.57
"568","2020-06-29",15.01
"569","2020-06-30",15.19
"570","2020-07-01",15.25
"571","2020-07-02",15.34
"572","2020-07-06",15.36
"573","2020-07-07",16.59
"574","2020-07-08",15.58
"575","2020-07-09",15.53
"576","2020-07-10",14.85
"577","2020-07-13",14.08
"578","2020-07-14",13.94
"579","2020-07-15",14.28
"580","2020-07-16",14.85
"581","2020-07-17",15.24
"582","2020-07-20",16.469999
"583","2020-07-21",16.48
"584","2020-07-22",16.040001
"585","2020-07-23",15.3
"586","2020-07-24",14.77
"587","2020-07-27",15.03
"588","2020-07-28",15.22
"589","2020-07-29",13.88
"590","2020-07-30",13.94
"591","2020-07-31",13.15
"592","2020-08-03",14.25
"593","2020-08-04",13.7
"594","2020-08-05",13.04
"595","2020-08-06",12.51
"596","2020-08-07",12.59
"597","2020-08-10",12.64
"598","2020-08-11",11.09
"599","2020-08-12",11.05
"600","2020-08-13",11.19
"601","2020-08-14",11.12
"602","2020-08-17",11.53
"603","2020-08-18",11.18
"604","2020-08-19",10.83
"605","2020-08-20",10.92
"606","2020-08-21",10.75
"607","2020-08-24",10.74
"608","2020-08-25",11.12
"609","2020-08-26",10.88
"610","2020-08-27",10.64
"611","2020-08-28",10.65
"612","2020-08-31",10.63
"613","2020-09-01",10.93
"614","2020-09-02",10.55
"615","2020-09-03",10.1
"616","2020-09-04",9.94
"617","2020-09-08",10.18
"618","2020-09-09",10.25
"619","2020-09-10",10.12
"620","2020-09-11",9.99
"621","2020-09-14",10.68
"622","2020-09-15",10.635
"623","2020-09-16",10.62
"624","2020-09-17",10.5
"625","2020-09-18",11.525
"626","2020-09-21",10.66
"627","2020-09-22",11.25
"628","2020-09-23",10.74
"629","2020-09-24",10.8
"630","2020-09-25",11.015
"631","2020-09-28",10.765
"632","2020-09-29",10.6
"633","2020-09-30",10.7
"634","2020-10-01",11.065
"635","2020-10-02",10.95
"636","2020-10-05",11.83
"637","2020-10-06",11.15
"638","2020-10-07",11.4
"639","2020-10-08",11.38
"640","2020-10-09",10.89
"641","2020-10-12",11.24
"642","2020-10-13",11.35
"643","2020-10-14",10.72
"644","2020-10-15",10.76
"645","2020-10-16",10.95
"646","2020-10-19",10.67
"647","2020-10-20",10.78
"648","2020-10-21",10.57
"649","2020-10-22",11.25
"650","2020-10-23",11.23
"651","2020-10-26",11
"652","2020-10-27",11.18
"653","2020-10-28",10.61
"654","2020-10-29",11.1
"655","2020-10-30",10.57
"656","2020-11-02",10.32
"657","2020-11-03",10.51
"658","2020-11-04",11.03
"659","2020-11-05",12
"660","2020-11-06",9.5
"661","2020-11-09",9.87
"662","2020-11-10",9.61
"663","2020-11-11",9.78
"664","2020-11-12",9.91
"665","2020-11-13",9.95
"666","2020-11-16",10.01
"667","2020-11-17",10
"668","2020-11-18",9.64
"669","2020-11-19",9.72
"670","2020-11-20",9.86
"671","2020-11-23",9.61
"672","2020-11-24",9.6
"673","2020-11-25",9.6
"674","2020-11-27",9.77
