"","date","TDW"
"1","2007-01-03",1508.064575
"2","2007-01-04",1492.258057
"3","2007-01-05",1495.806396
"4","2007-01-08",1487.096802
"5","2007-01-09",1509.677368
"6","2007-01-10",1500
"7","2007-01-11",1412.258057
"8","2007-01-12",1468.709717
"9","2007-01-16",1478.387085
"10","2007-01-17",1534.838745
"11","2007-01-18",1510.645142
"12","2007-01-19",1575.806396
"13","2007-01-22",1556.77417
"14","2007-01-23",1594.193604
"15","2007-01-24",1606.129028
"16","2007-01-25",1560.967773
"17","2007-01-26",1550
"18","2007-01-29",1560.322632
"19","2007-01-30",1652.580688
"20","2007-01-31",1663.54834
"21","2007-02-01",1659.032227
"22","2007-02-02",1670.645142
"23","2007-02-05",1669.032227
"24","2007-02-06",1668.709717
"25","2007-02-07",1669.032227
"26","2007-02-08",1684.193604
"27","2007-02-09",1662.258057
"28","2007-02-12",1647.741943
"29","2007-02-13",1690
"30","2007-02-14",1707.096802
"31","2007-02-15",1708.387085
"32","2007-02-16",1710
"33","2007-02-20",1706.77417
"34","2007-02-21",1743.870972
"35","2007-02-22",1764.516113
"36","2007-02-23",1758.387085
"37","2007-02-26",1754.193604
"38","2007-02-27",1699.032227
"39","2007-02-28",1676.45166
"40","2007-03-01",1689.032227
"41","2007-03-02",1656.77417
"42","2007-03-05",1672.580688
"43","2007-03-06",1706.129028
"44","2007-03-07",1745.806396
"45","2007-03-08",1728.387085
"46","2007-03-09",1735.161255
"47","2007-03-12",1750.322632
"48","2007-03-13",1715.806396
"49","2007-03-14",1733.22583
"50","2007-03-15",1741.290283
"51","2007-03-16",1730.322632
"52","2007-03-19",1794.516113
"53","2007-03-20",1798.387085
"54","2007-03-21",1859.677368
"55","2007-03-22",1864.516113
"56","2007-03-23",1878.709717
"57","2007-03-26",1900
"58","2007-03-27",1883.54834
"59","2007-03-28",1898.709717
"60","2007-03-29",1908.064575
"61","2007-03-30",1889.677368
"62","2007-04-02",1918.709717
"63","2007-04-03",1917.741943
"64","2007-04-04",1908.064575
"65","2007-04-05",1900
"66","2007-04-09",1910
"67","2007-04-10",1949.354858
"68","2007-04-11",1949.032227
"69","2007-04-12",1980
"70","2007-04-13",1978.709717
"71","2007-04-16",1990.967773
"72","2007-04-17",2000.967773
"73","2007-04-18",1985.161255
"74","2007-04-19",1974.193604
"75","2007-04-20",1988.064575
"76","2007-04-23",1990.322632
"77","2007-04-24",2020.322632
"78","2007-04-25",2093.54834
"79","2007-04-26",2111.935547
"80","2007-04-27",2137.419434
"81","2007-04-30",2039.032227
"82","2007-05-01",2038.387085
"83","2007-05-02",2071.935547
"84","2007-05-03",2097.419434
"85","2007-05-04",2069.354736
"86","2007-05-07",2068.387207
"87","2007-05-08",2072.580566
"88","2007-05-09",2085.483887
"89","2007-05-10",2033.22583
"90","2007-05-11",2090.32251
"91","2007-05-14",2086.45166
"92","2007-05-15",2080.967773
"93","2007-05-16",2093.54834
"94","2007-05-17",2125.161377
"95","2007-05-18",2167.09668
"96","2007-05-21",2173.22583
"97","2007-05-22",2132.90332
"98","2007-05-23",2141.935547
"99","2007-05-24",2072.258057
"100","2007-05-25",2101.612793
"101","2007-05-29",2098.064453
"102","2007-05-30",2142.258057
"103","2007-05-31",2129.032227
"104","2007-06-01",2154.516113
"105","2007-06-04",2212.580566
"106","2007-06-05",2220.32251
"107","2007-06-06",2156.77417
"108","2007-06-07",2122.90332
"109","2007-06-08",2137.419434
"110","2007-06-11",2155.806396
"111","2007-06-12",2099.354736
"112","2007-06-13",2169.032227
"113","2007-06-14",2232.580566
"114","2007-06-15",2260.645264
"115","2007-06-18",2267.09668
"116","2007-06-19",2273.54834
"117","2007-06-20",2209.67749
"118","2007-06-21",2303.54834
"119","2007-06-22",2312.258057
"120","2007-06-25",2295.483887
"121","2007-06-26",2256.45166
"122","2007-06-27",2283.22583
"123","2007-06-28",2255.806396
"124","2007-06-29",2286.45166
"125","2007-07-02",2309.032227
"126","2007-07-03",2326.77417
"127","2007-07-05",2353.54834
"128","2007-07-06",2383.87085
"129","2007-07-09",2426.12915
"130","2007-07-10",2427.419434
"131","2007-07-11",2437.741943
"132","2007-07-12",2440.967773
"133","2007-07-13",2459.354736
"134","2007-07-16",2439.354736
"135","2007-07-17",2436.77417
"136","2007-07-18",2506.45166
"137","2007-07-19",2557.741943
"138","2007-07-20",2493.22583
"139","2007-07-23",2512.258057
"140","2007-07-24",2434.516113
"141","2007-07-25",2480.645264
"142","2007-07-26",2302.90332
"143","2007-07-27",2254.193604
"144","2007-07-30",2239.032227
"145","2007-07-31",2207.09668
"146","2007-08-01",2141.290283
"147","2007-08-02",2145.483887
"148","2007-08-03",2080
"149","2007-08-06",2064.838623
"150","2007-08-07",2091.290283
"151","2007-08-08",2111.612793
"152","2007-08-09",2015.483887
"153","2007-08-10",2101.612793
"154","2007-08-13",2143.54834
"155","2007-08-14",2075.806396
"156","2007-08-15",2004.516113
"157","2007-08-16",1896.45166
"158","2007-08-17",1989.354858
"159","2007-08-20",2007.741943
"160","2007-08-21",1969.354858
"161","2007-08-22",2024.516113
"162","2007-08-23",2068.387207
"163","2007-08-24",2090.967773
"164","2007-08-27",2095.483887
"165","2007-08-28",2049.67749
"166","2007-08-29",2102.258057
"167","2007-08-30",2089.67749
"168","2007-08-31",2111.290283
"169","2007-09-04",2152.580566
"170","2007-09-05",2168.387207
"171","2007-09-06",2183.87085
"172","2007-09-07",2144.838623
"173","2007-09-10",2120.32251
"174","2007-09-11",2097.419434
"175","2007-09-12",2085.806396
"176","2007-09-13",2092.580566
"177","2007-09-14",2070.967773
"178","2007-09-17",2039.677368
"179","2007-09-18",2067.741943
"180","2007-09-19",2135.161377
"181","2007-09-20",2153.87085
"182","2007-09-21",2161.290283
"183","2007-09-24",2119.032227
"184","2007-09-25",2090.32251
"185","2007-09-26",2064.516113
"186","2007-09-27",2063.22583
"187","2007-09-28",2027.096802
"188","2007-10-01",2038.709717
"189","2007-10-02",2043.54834
"190","2007-10-03",2059.032227
"191","2007-10-04",2057.419434
"192","2007-10-05",2063.87085
"193","2007-10-08",1999.677368
"194","2007-10-09",2052.580566
"195","2007-10-10",2063.22583
"196","2007-10-11",2086.45166
"197","2007-10-12",2064.838623
"198","2007-10-15",2077.09668
"199","2007-10-16",1935.483887
"200","2007-10-17",1933.22583
"201","2007-10-18",1905.806396
"202","2007-10-19",1823.54834
"203","2007-10-22",1829.032227
"204","2007-10-23",1826.45166
"205","2007-10-24",1839.677368
