"","date","PUK"
"1","2007-01-03",28.360001
"2","2007-01-04",28.379999
"3","2007-01-05",27.870001
"4","2007-01-08",27.9
"5","2007-01-09",28
"6","2007-01-10",27.719999
"7","2007-01-11",28.4
"8","2007-01-12",28.719999
"9","2007-01-16",28.549999
"10","2007-01-17",28.809999
"11","2007-01-18",28.76
"12","2007-01-19",28.58
"13","2007-01-22",28.65
"14","2007-01-23",28.610001
"15","2007-01-24",28.59
"16","2007-01-25",27.98
"17","2007-01-26",27.879999
"18","2007-01-29",27.629999
"19","2007-01-30",27.620001
"20","2007-01-31",27.35
"21","2007-02-01",27.58
"22","2007-02-02",28.08
"23","2007-02-05",28.24
"24","2007-02-06",28.67
"25","2007-02-07",28.629999
"26","2007-02-08",28.370001
"27","2007-02-09",27.99
"28","2007-02-12",28.01
"29","2007-02-13",28.190001
"30","2007-02-14",28.48
"31","2007-02-15",28.25
"32","2007-02-16",28.219999
"33","2007-02-20",28.32
"34","2007-02-21",27.98
"35","2007-02-22",27.969999
"36","2007-02-23",27.629999
"37","2007-02-26",27.690001
"38","2007-02-27",26.4
"39","2007-02-28",26.6
"40","2007-03-01",26.040001
"41","2007-03-02",25.52
"42","2007-03-05",24.77
"43","2007-03-06",25.620001
"44","2007-03-07",25.889999
"45","2007-03-08",26.120001
"46","2007-03-09",26.65
"47","2007-03-12",26.299999
"48","2007-03-13",25.719999
"49","2007-03-14",25.41
"50","2007-03-15",26.139999
"51","2007-03-16",26.450001
"52","2007-03-19",27.67
"53","2007-03-20",28.85
"54","2007-03-21",29.450001
"55","2007-03-22",28.93
"56","2007-03-23",29.49
"57","2007-03-26",28.959999
"58","2007-03-27",28.780001
"59","2007-03-28",28.18
"60","2007-03-29",28.299999
"61","2007-03-30",28.34
"62","2007-04-02",28.889999
"63","2007-04-03",29.17
"64","2007-04-04",29.57
"65","2007-04-05",29.41
"66","2007-04-09",29.309999
"67","2007-04-10",29.83
"68","2007-04-11",29.73
"69","2007-04-12",29.540001
"70","2007-04-13",29.57
"71","2007-04-16",29.959999
"72","2007-04-17",29.799999
"73","2007-04-18",29.709999
"74","2007-04-19",30
"75","2007-04-20",29.940001
"76","2007-04-23",30.26
"77","2007-04-24",29.940001
"78","2007-04-25",30.540001
"79","2007-04-26",29.940001
"80","2007-04-27",29.790001
"81","2007-04-30",30.01
"82","2007-05-01",30.030001
"83","2007-05-02",30.120001
"84","2007-05-03",31.83
"85","2007-05-04",32.560001
"86","2007-05-07",33.240002
"87","2007-05-08",32.16
"88","2007-05-09",31.530001
"89","2007-05-10",30.940001
"90","2007-05-11",31.43
"91","2007-05-14",30.91
"92","2007-05-15",30.9
"93","2007-05-16",31.01
"94","2007-05-17",31.16
"95","2007-05-18",31.040001
"96","2007-05-21",30.66
"97","2007-05-22",30.540001
"98","2007-05-23",30.950001
"99","2007-05-24",30.059999
"100","2007-05-25",30.299999
"101","2007-05-29",30.370001
"102","2007-05-30",30.200001
"103","2007-05-31",30.16
"104","2007-06-01",30.43
"105","2007-06-04",30.639999
"106","2007-06-05",30.309999
"107","2007-06-06",29.68
"108","2007-06-07",28.66
"109","2007-06-08",28.879999
"110","2007-06-11",29.07
"111","2007-06-12",28.73
"112","2007-06-13",29.209999
"113","2007-06-14",29.25
"114","2007-06-15",29.82
"115","2007-06-18",30.049999
"116","2007-06-19",30.1
"117","2007-06-20",29.959999
"118","2007-06-21",29.700001
"119","2007-06-22",29.01
"120","2007-06-25",29.17
"121","2007-06-26",28.799999
"122","2007-06-27",28.57
"123","2007-06-28",28.74
"124","2007-06-29",28.6
"125","2007-07-02",28.629999
"126","2007-07-03",29.459999
"127","2007-07-05",29.4
"128","2007-07-06",29.6
"129","2007-07-09",29.610001
"130","2007-07-10",28.610001
"131","2007-07-11",29.17
"132","2007-07-12",29.620001
"133","2007-07-13",30.1
"134","2007-07-16",29.889999
"135","2007-07-17",29.82
"136","2007-07-18",29.6
"137","2007-07-19",29.85
"138","2007-07-20",30.01
"139","2007-07-23",30.25
"140","2007-07-24",29.23
"141","2007-07-25",29.059999
"142","2007-07-26",27.41
"143","2007-07-27",26.9
"144","2007-07-30",26.73
"145","2007-07-31",28.950001
"146","2007-08-01",28.32
"147","2007-08-02",28.860001
"148","2007-08-03",27.85
"149","2007-08-06",28.67
"150","2007-08-07",28.91
"151","2007-08-08",29.280001
"152","2007-08-09",27.82
"153","2007-08-10",26.870001
"154","2007-08-13",27.139999
"155","2007-08-14",26.5
"156","2007-08-15",25.74
"157","2007-08-16",25.18
"158","2007-08-17",26.17
"159","2007-08-20",26.35
"160","2007-08-21",26.209999
"161","2007-08-22",27.5
"162","2007-08-23",27.799999
"163","2007-08-24",28.09
"164","2007-08-27",27.82
"165","2007-08-28",26.75
"166","2007-08-29",27.77
"167","2007-08-30",27.84
"168","2007-08-31",28.57
"169","2007-09-04",29.370001
"170","2007-09-05",28.809999
"171","2007-09-06",28.969999
"172","2007-09-07",28.030001
"173","2007-09-10",27.48
"174","2007-09-11",28.26
"175","2007-09-12",27.73
"176","2007-09-13",27.99
"177","2007-09-14",27.299999
"178","2007-09-17",25.67
"179","2007-09-18",27.200001
"180","2007-09-19",28.1
"181","2007-09-20",27.73
"182","2007-09-21",28.48
"183","2007-09-24",29.049999
"184","2007-09-25",28.74
"185","2007-09-26",29.74
"186","2007-09-27",30.66
"187","2007-09-28",30.85
"188","2007-10-01",31.84
"189","2007-10-02",31.049999
"190","2007-10-03",30.92
"191","2007-10-04",31.41
"192","2007-10-05",31.450001
"193","2007-10-08",31.85
"194","2007-10-09",31.82
"195","2007-10-10",31.959999
"196","2007-10-11",31.559999
"197","2007-10-12",31.709999
"198","2007-10-15",30.700001
"199","2007-10-16",29.969999
"200","2007-10-17",30.65
"201","2007-10-18",30.299999
"202","2007-10-19",30.030001
"203","2007-10-22",30.190001
"204","2007-10-23",30.889999
"205","2007-10-24",31.120001
"206","2007-10-25",32.310001
"207","2007-10-26",32.599998
"208","2007-10-29",32.34
"209","2007-10-30",31.98
"210","2007-10-31",32.82
"211","2007-11-01",31.299999
"212","2007-11-02",31.950001
"213","2007-11-05",30.940001
"214","2007-11-06",31.6
"215","2007-11-07",29.77
"216","2007-11-08",29.780001
"217","2007-11-09",28.48
"218","2007-11-12",27.9
"219","2007-11-13",29.16
"220","2007-11-14",28.4
"221","2007-11-15",27.549999
"222","2007-11-16",27.360001
"223","2007-11-19",25.93
"224","2007-11-20",26.799999
"225","2007-11-21",25.6
"226","2007-11-23",27.25
"227","2007-11-26",25.809999
"228","2007-11-27",26.01
"229","2007-11-28",27.75
"230","2007-11-29",27.1
"231","2007-11-30",27.959999
"232","2007-12-03",27.309999
"233","2007-12-04",26.57
"234","2007-12-05",27.360001
"235","2007-12-06",27.950001
"236","2007-12-07",28.360001
"237","2007-12-10",29.58
"238","2007-12-11",29.290001
"239","2007-12-12",29.200001
"240","2007-12-13",28.219999
"241","2007-12-14",27.940001
"242","2007-12-17",26.48
"243","2007-12-18",27.219999
"244","2007-12-19",26.99
"245","2007-12-20",27.469999
"246","2007-12-21",28.049999
"247","2007-12-24",28.65
"248","2007-12-26",28.6
"249","2007-12-27",28.76
"250","2007-12-28",28.66
"251","2007-12-31",28.639999
"252","2008-01-02",28.23
"253","2008-01-03",28.6
"254","2008-01-04",27.370001
"255","2008-01-07",27.780001
"256","2008-01-08",26.559999
"257","2008-01-09",27.57
"258","2008-01-10",27.15
"259","2008-01-11",26.559999
"260","2008-01-14",27.91
"261","2008-01-15",26.73
"262","2008-01-16",25.68
"263","2008-01-17",24.809999
"264","2008-01-18",23.59
"265","2008-01-22",24.65
"266","2008-01-23",25.610001
"267","2008-01-24",26.16
"268","2008-01-25",25.26
"269","2008-01-28",25.6
"270","2008-01-29",26.5
"271","2008-01-30",26
"272","2008-01-31",25.9
"273","2008-02-01",26.5
"274","2008-02-04",26.280001
"275","2008-02-05",24.639999
"276","2008-02-06",24.370001
"277","2008-02-07",23.43
"278","2008-02-08",23.73
"279","2008-02-11",23.4
"280","2008-02-12",24.469999
"281","2008-02-13",24.360001
"282","2008-02-14",23.32
"283","2008-02-15",23.75
"284","2008-02-19",24.5
"285","2008-02-20",24.49
"286","2008-02-21",24.58
"287","2008-02-22",24.610001
"288","2008-02-25",25.17
"289","2008-02-26",25.83
"290","2008-02-27",25.65
"291","2008-02-28",25.35
"292","2008-02-29",24.18
"293","2008-03-03",24.129999
"294","2008-03-04",24.32
"295","2008-03-05",25.639999
"296","2008-03-06",24.780001
"297","2008-03-07",25.299999
"298","2008-03-10",25.6
"299","2008-03-11",26.299999
"300","2008-03-12",26.65
"301","2008-03-13",26.950001
"302","2008-03-14",24.549999
"303","2008-03-17",24.02
"304","2008-03-18",25.950001
"305","2008-03-19",24.950001
"306","2008-03-20",25.9
"307","2008-03-24",26.33
"308","2008-03-25",26.74
"309","2008-03-26",26.4
"310","2008-03-27",26.360001
"311","2008-03-28",26.76
"312","2008-03-31",26.68
"313","2008-04-01",28.01
"314","2008-04-02",28
"315","2008-04-03",27.450001
"316","2008-04-04",27.379999
"317","2008-04-07",27.93
"318","2008-04-08",27.209999
"319","2008-04-09",26.91
"320","2008-04-10",26.549999
"321","2008-04-11",26.07
"322","2008-04-14",25.799999
"323","2008-04-15",25.92
"324","2008-04-16",27.200001
"325","2008-04-17",26.950001
"326","2008-04-18",28.059999
"327","2008-04-21",27.77
"328","2008-04-22",27.219999
"329","2008-04-23",27.799999
"330","2008-04-24",28.02
"331","2008-04-25",28.209999
"332","2008-04-28",28.49
"333","2008-04-29",27.34
"334","2008-04-30",27.440001
"335","2008-05-01",28.280001
"336","2008-05-02",28.780001
"337","2008-05-05",28.67
"338","2008-05-06",28.6
"339","2008-05-07",27.610001
"340","2008-05-08",27.780001
"341","2008-05-09",27.49
"342","2008-05-12",27.780001
"343","2008-05-13",27.68
"344","2008-05-14",27.120001
"345","2008-05-15",27.43
"346","2008-05-16",27.65
"347","2008-05-19",27.370001
"348","2008-05-20",26.700001
"349","2008-05-21",25.83
