"","date","DPZ"
"1","2007-01-03",28.040001
"2","2007-01-04",28.360001
"3","2007-01-05",28
"4","2007-01-08",28
"5","2007-01-09",28.5
"6","2007-01-10",28.620001
"7","2007-01-11",28.940001
"8","2007-01-12",28.9
"9","2007-01-16",28.77
"10","2007-01-17",28.790001
"11","2007-01-18",28.780001
"12","2007-01-19",28.700001
"13","2007-01-22",28.76
"14","2007-01-23",28.639999
"15","2007-01-24",28.799999
"16","2007-01-25",28.610001
"17","2007-01-26",28.610001
"18","2007-01-29",28.43
"19","2007-01-30",28.440001
"20","2007-01-31",28.57
"21","2007-02-01",28.5
"22","2007-02-02",28.91
"23","2007-02-05",28.68
"24","2007-02-06",28.700001
"25","2007-02-07",32.380001
"26","2007-02-08",31.950001
"27","2007-02-09",31.75
"28","2007-02-12",31.709999
"29","2007-02-13",31.82
"30","2007-02-14",31.76
"31","2007-02-15",31.969999
"32","2007-02-16",32.049999
"33","2007-02-20",32.09
"34","2007-02-21",32.299999
"35","2007-02-22",32.299999
"36","2007-02-23",31.950001
"37","2007-02-26",31.700001
"38","2007-02-27",31.08
"39","2007-02-28",30.860001
"40","2007-03-01",31.17
"41","2007-03-02",30.83
"42","2007-03-05",30.459999
"43","2007-03-06",30.83
"44","2007-03-07",30.93
"45","2007-03-08",31.27
"46","2007-03-09",31.35
"47","2007-03-12",31.5
"48","2007-03-13",30.85
"49","2007-03-14",30.9
"50","2007-03-15",31.49
"51","2007-03-16",31.299999
"52","2007-03-19",31.809999
"53","2007-03-20",31.969999
"54","2007-03-21",31.93
"55","2007-03-22",31.85
"56","2007-03-23",32.080002
"57","2007-03-26",32
"58","2007-03-27",32
"59","2007-03-28",32
"60","2007-03-29",32.09
"61","2007-03-30",32.470001
"62","2007-04-02",32.970001
"63","2007-04-03",33.490002
"64","2007-04-04",33.540001
"65","2007-04-05",33.52
"66","2007-04-09",33.57
"67","2007-04-10",33.560001
"68","2007-04-11",33.16
"69","2007-04-12",33.16
"70","2007-04-13",33.099998
"71","2007-04-16",33.66
"72","2007-04-17",33.509998
"73","2007-04-18",33.630001
"74","2007-04-19",32.619999
"75","2007-04-20",33.259998
"76","2007-04-23",33.209999
"77","2007-04-24",32.700001
"78","2007-04-25",32.810001
"79","2007-04-26",33.060001
"80","2007-04-27",32.919998
"81","2007-04-30",32.25
"82","2007-05-01",32.599998
"83","2007-05-02",32.07
"84","2007-05-03",31.99
"85","2007-05-04",32.369999
"86","2007-05-07",19.629999
"87","2007-05-08",19.860001
"88","2007-05-09",20.120001
"89","2007-05-10",19.75
"90","2007-05-11",20.01
"91","2007-05-14",20.209999
"92","2007-05-15",19.940001
"93","2007-05-16",19.889999
"94","2007-05-17",19.639999
"95","2007-05-18",19.59
"96","2007-05-21",19.700001
"97","2007-05-22",19.790001
"98","2007-05-23",19.67
"99","2007-05-24",19.58
"100","2007-05-25",19.629999
"101","2007-05-29",19.57
"102","2007-05-30",19.450001
"103","2007-05-31",19.620001
"104","2007-06-01",19.700001
"105","2007-06-04",19.879999
"106","2007-06-05",19.809999
"107","2007-06-06",19.6
"108","2007-06-07",19.33
"109","2007-06-08",19.459999
"110","2007-06-11",19.27
"111","2007-06-12",19.1
"112","2007-06-13",19.08
"113","2007-06-14",18.82
"114","2007-06-15",18.82
"115","2007-06-18",18.629999
"116","2007-06-19",18.860001
"117","2007-06-20",18.67
"118","2007-06-21",18.33
"119","2007-06-22",18.370001
"120","2007-06-25",18
"121","2007-06-26",18.040001
"122","2007-06-27",18.309999
"123","2007-06-28",18.360001
"124","2007-06-29",18.27
"125","2007-07-02",18.379999
"126","2007-07-03",18.43
"127","2007-07-05",18.620001
"128","2007-07-06",18.799999
"129","2007-07-09",18.76
"130","2007-07-10",18.469999
"131","2007-07-11",18.73
"132","2007-07-12",18.83
"133","2007-07-13",18.790001
"134","2007-07-16",18.690001
"135","2007-07-17",18.620001
"136","2007-07-18",18.389999
"137","2007-07-19",18.52
"138","2007-07-20",18.309999
"139","2007-07-23",18.280001
"140","2007-07-24",21.209999
"141","2007-07-25",20.709999
"142","2007-07-26",19.959999
"143","2007-07-27",19.5
"144","2007-07-30",19.290001
"145","2007-07-31",19.15
"146","2007-08-01",18.969999
"147","2007-08-02",19.02
"148","2007-08-03",17.73
"149","2007-08-06",18.049999
"150","2007-08-07",17.76
"151","2007-08-08",16.950001
"152","2007-08-09",15.8
"153","2007-08-10",17.129999
"154","2007-08-13",17.66
"155","2007-08-14",17.389999
"156","2007-08-15",16.99
"157","2007-08-16",17.59
"158","2007-08-17",17.719999
"159","2007-08-20",17.690001
"160","2007-08-21",17.540001
"161","2007-08-22",17.809999
"162","2007-08-23",17.35
"163","2007-08-24",17.74
"164","2007-08-27",17.35
"165","2007-08-28",16.93
"166","2007-08-29",17.52
"167","2007-08-30",17.27
"168","2007-08-31",17.59
"169","2007-09-04",17.66
"170","2007-09-05",17.610001
"171","2007-09-06",17.67
"172","2007-09-07",17.139999
"173","2007-09-10",16.84
"174","2007-09-11",17.030001
"175","2007-09-12",16.83
"176","2007-09-13",16.809999
"177","2007-09-14",16.940001
"178","2007-09-17",16.65
"179","2007-09-18",17.200001
"180","2007-09-19",17.559999
"181","2007-09-20",17.190001
"182","2007-09-21",17.18
"183","2007-09-24",16.84
"184","2007-09-25",16.57
"185","2007-09-26",16.719999
"186","2007-09-27",16.65
"187","2007-09-28",16.59
"188","2007-10-01",17.17
"189","2007-10-02",17.25
"190","2007-10-03",17.25
"191","2007-10-04",16.940001
"192","2007-10-05",17.209999
"193","2007-10-08",16.889999
"194","2007-10-09",16.940001
"195","2007-10-10",16.879999
"196","2007-10-11",16.809999
"197","2007-10-12",16.75
"198","2007-10-15",16.559999
"199","2007-10-16",14.29
"200","2007-10-17",14.63
"201","2007-10-18",14.74
"202","2007-10-19",14.46
"203","2007-10-22",14.48
"204","2007-10-23",15.02
"205","2007-10-24",15.3
"206","2007-10-25",15.17
"207","2007-10-26",15.18
"208","2007-10-29",14.82
"209","2007-10-30",14.68
"210","2007-10-31",15.44
"211","2007-11-01",15.05
"212","2007-11-02",14.74
"213","2007-11-05",14.51
"214","2007-11-06",14.41
"215","2007-11-07",13.68
"216","2007-11-08",14.18
"217","2007-11-09",13.76
"218","2007-11-12",14.01
"219","2007-11-13",14.26
"220","2007-11-14",14.06
"221","2007-11-15",13.86
"222","2007-11-16",13.89
"223","2007-11-19",13.83
"224","2007-11-20",13.56
"225","2007-11-21",13.25
"226","2007-11-23",13.54
"227","2007-11-26",13.44
"228","2007-11-27",13.34
"229","2007-11-28",13.8
"230","2007-11-29",13.79
"231","2007-11-30",13.86
"232","2007-12-03",13.57
"233","2007-12-04",13.31
"234","2007-12-05",13.25
"235","2007-12-06",13.79
"236","2007-12-07",13.73
"237","2007-12-10",13.84
"238","2007-12-11",13.45
"239","2007-12-12",13.35
"240","2007-12-13",13.11
