"","date","SLS"
"616","2010-08-19",61500
"617","2010-08-20",60000
"618","2010-08-23",60000
"619","2010-08-24",57300
"620","2010-08-25",52500
"621","2010-08-26",53400
"622","2010-08-27",54000
"623","2010-08-30",57000
"624","2010-08-31",52500
"625","2010-09-01",53700
"626","2010-09-02",57000
"627","2010-09-03",56700
"628","2010-09-07",58500
"629","2010-09-08",62700
"630","2010-09-09",69000
"631","2010-09-10",67800
"632","2010-09-13",79800
"633","2010-09-14",82500
"634","2010-09-15",77100
"635","2010-09-16",74400
"636","2010-09-17",80100
"637","2010-09-20",81000
"638","2010-09-21",78300
"639","2010-09-22",78900
"640","2010-09-23",78300
"641","2010-09-24",76800
"642","2010-09-27",79800
"643","2010-09-28",78600
"644","2010-09-29",79500
"645","2010-09-30",85500
"646","2010-10-01",84900
"647","2010-10-04",84600
"648","2010-10-05",87600
"649","2010-10-06",85200
"650","2010-10-07",85200
"651","2010-10-08",85200
"652","2010-10-11",85200
"653","2010-10-12",96300
"654","2010-10-13",97500
"655","2010-10-14",96000
"656","2010-10-15",93900
"657","2010-10-18",94800
"658","2010-10-19",95700
"659","2010-10-20",100200
"660","2010-10-21",108000
"661","2010-10-22",105000
"662","2010-10-25",100500
"663","2010-10-26",99300
"664","2010-10-27",100800
"665","2010-10-28",100800
"666","2010-10-29",100200
"667","2010-11-01",99900
"668","2010-11-02",96900
"669","2010-11-03",96900
"670","2010-11-04",96000
"671","2010-11-05",100500
"672","2010-11-08",98400
"673","2010-11-09",91500
"674","2010-11-10",97200
"675","2010-11-11",93600
"676","2010-11-12",94500
"677","2010-11-15",96300
"678","2010-11-16",92400
"679","2010-11-17",94500
"680","2010-11-18",101400
"681","2010-11-19",99900
"682","2010-11-22",94200
"683","2010-11-23",93900
"684","2010-11-24",93900
"685","2010-11-26",98700
"686","2010-11-29",101400
"687","2010-11-30",106200
"688","2010-12-01",105900
"689","2010-12-02",105900
"690","2010-12-03",104400
"691","2010-12-06",114900
"692","2010-12-07",115500
"693","2010-12-08",103500
"694","2010-12-09",104100
"695","2010-12-10",111000
"696","2010-12-13",112500
"697","2010-12-14",115500
"698","2010-12-15",111600
"699","2010-12-16",108300
"700","2010-12-17",94500
"701","2010-12-20",82500
"702","2010-12-21",82500
"703","2010-12-22",79500
"704","2010-12-23",78600
"705","2010-12-27",77700
"706","2010-12-28",72300
"707","2010-12-29",75000
"708","2010-12-30",79200
"709","2010-12-31",77400
"710","2011-01-03",77700
"711","2011-01-04",73800
"712","2011-01-05",74100
"713","2011-01-06",76800
"714","2011-01-07",75300
"715","2011-01-10",72300
"716","2011-01-11",74400
"717","2011-01-12",72600
"718","2011-01-13",69300
"719","2011-01-14",66000
"720","2011-01-18",64500
"721","2011-01-19",61500
"722","2011-01-20",56400
"723","2011-01-21",56100
"724","2011-01-24",63300
"725","2011-01-25",57900
"726","2011-01-26",59400
"727","2011-01-27",60000
"728","2011-01-28",56400
"729","2011-01-31",56400
"730","2011-02-01",55800
"731","2011-02-02",54600
"732","2011-02-03",54600
"733","2011-02-04",55800
"734","2011-02-07",52800
"735","2011-02-08",54000
"736","2011-02-09",53100
"737","2011-02-10",51000
"738","2011-02-11",51300
"739","2011-02-14",50100
"740","2011-02-15",52500
"741","2011-02-16",56700
"742","2011-02-17",62400
"743","2011-02-18",58500
"744","2011-02-22",54000
"745","2011-02-23",54000
"746","2011-02-24",54300
"747","2011-02-25",53700
"748","2011-02-28",51000
"749","2011-03-01",36900
"750","2011-03-02",37800
"751","2011-03-03",37200
"752","2011-03-04",37500
"753","2011-03-07",37800
"754","2011-03-08",37200
"755","2011-03-09",36900
"756","2011-03-10",37200
"757","2011-03-11",36600
"758","2011-03-14",35700
"759","2011-03-15",34800
"760","2011-03-16",33600
"761","2011-03-17",33600
"762","2011-03-18",33600
"763","2011-03-21",36300
"764","2011-03-22",36300
"765","2011-03-23",35400
"766","2011-03-24",35100
"767","2011-03-25",35400
"768","2011-03-28",35400
"769","2011-03-29",37800
"770","2011-03-30",45000
"771","2011-03-31",41400
"772","2011-04-01",44700
"773","2011-04-04",44100
"774","2011-04-05",43500
"775","2011-04-06",43500
"776","2011-04-07",41400
"777","2011-04-08",39300
"778","2011-04-11",40200
"779","2011-04-12",39000
"780","2011-04-13",38400
"781","2011-04-14",34800
"782","2011-04-15",28200
"783","2011-04-18",27000
"784","2011-04-19",26700
"785","2011-04-20",27600
"786","2011-04-21",27600
"787","2011-04-25",27600
"788","2011-04-26",28200
"789","2011-04-27",27600
"790","2011-04-28",27600
"791","2011-04-29",27900
"792","2011-05-02",29100
"793","2011-05-03",27900
"794","2011-05-04",27900
"795","2011-05-05",27300
"796","2011-05-06",26700
"797","2011-05-09",27300
"798","2011-05-10",26400
"799","2011-05-11",25200
"800","2011-05-12",23700
"801","2011-05-13",26100
"802","2011-05-16",27000
"803","2011-05-17",26400
"804","2011-05-18",27600
"805","2011-05-19",28500
"806","2011-05-20",29400
"807","2011-05-23",29400
"808","2011-05-24",28800
"809","2011-05-25",29100
"810","2011-05-26",32700
"811","2011-05-27",36300
"812","2011-05-31",40500
"813","2011-06-01",38400
"814","2011-06-02",39300
"815","2011-06-03",39000
"816","2011-06-06",35700
"817","2011-06-07",36600
"818","2011-06-08",35100
"819","2011-06-09",33600
"820","2011-06-10",31200
"821","2011-06-13",28500
"822","2011-06-14",30000
"823","2011-06-15",28500
"824","2011-06-16",30000
"825","2011-06-17",29400
"826","2011-06-20",28500
"827","2011-06-21",29400
"828","2011-06-22",28500
"829","2011-06-23",29400
"830","2011-06-24",30300
"831","2011-06-27",30300
"832","2011-06-28",30300
"833","2011-06-29",30000
"834","2011-06-30",29400
"835","2011-07-01",32100
"836","2011-07-05",37800
"837","2011-07-06",38100
"838","2011-07-07",36000
"839","2011-07-08",36600
"840","2011-07-11",37200
"841","2011-07-12",41400
"842","2011-07-13",40200
"843","2011-07-14",40200
"844","2011-07-15",38400
"845","2011-07-18",37200
"846","2011-07-19",33600
"847","2011-07-20",36300
"848","2011-07-21",36000
"849","2011-07-22",38700
"850","2011-07-25",39000
"851","2011-07-26",40200
"852","2011-07-27",36000
"853","2011-07-28",36000
"854","2011-07-29",35100
"855","2011-08-01",34800
"856","2011-08-02",35400
"857","2011-08-03",36600
"858","2011-08-04",33300
"859","2011-08-05",32700
"860","2011-08-08",30300
"861","2011-08-09",34500
"862","2011-08-10",31500
"863","2011-08-11",32700
"864","2011-08-12",32100
"865","2011-08-15",32700
"866","2011-08-16",32700
"867","2011-08-17",33000
"868","2011-08-18",31200
"869","2011-08-19",31800
"870","2011-08-22",31500
"871","2011-08-23",30600
"872","2011-08-24",31200
"873","2011-08-25",29400
"874","2011-08-26",30300
"875","2011-08-29",30600
"876","2011-08-30",31200
"877","2011-08-31",30600
"878","2011-09-01",30600
"879","2011-09-02",31500
"880","2011-09-06",30000
"881","2011-09-07",30000
"882","2011-09-08",30300
"883","2011-09-09",30000
"884","2011-09-12",34200
"885","2011-09-13",33000
"886","2011-09-14",32100
"887","2011-09-15",33300
"888","2011-09-16",33600
"889","2011-09-19",33000
"890","2011-09-20",31500
"891","2011-09-21",30600
"892","2011-09-22",30000
"893","2011-09-23",29700
"894","2011-09-26",19500
"895","2011-09-27",25500
"896","2011-09-28",27000
"897","2011-09-29",30000
"898","2011-09-30",30300
"899","2011-10-03",28800
"900","2011-10-04",26700
"901","2011-10-05",27000
"902","2011-10-06",27000
"903","2011-10-07",25500
"904","2011-10-10",25500
"905","2011-10-11",23700
"906","2011-10-12",23100
"907","2011-10-13",24000
"908","2011-10-14",23100
"909","2011-10-17",22800
"910","2011-10-18",23100
"911","2011-10-19",22800
"912","2011-10-20",22500
"913","2011-10-21",23400
"914","2011-10-24",23400
"915","2011-10-25",24000
"916","2011-10-26",22500
"917","2011-10-27",22800
"918","2011-10-28",22500
"919","2011-10-31",22200
"920","2011-11-01",21900
"921","2011-11-02",21300
"922","2011-11-03",24000
"923","2011-11-04",23400
"924","2011-11-07",21600
"925","2011-11-08",21000
"926","2011-11-09",21300
"927","2011-11-10",21600
"928","2011-11-11",21000
"929","2011-11-14",21000
"930","2011-11-15",21000
"931","2011-11-16",21000
"932","2011-11-17",21300
"933","2011-11-18",20400
"934","2011-11-21",19200
"935","2011-11-22",18300
"936","2011-11-23",16800
"937","2011-11-25",15300
"938","2011-11-28",19200
"939","2011-11-29",19500
"940","2011-11-30",18000
"941","2011-12-01",20400
"942","2011-12-02",20100
"943","2011-12-05",20700
"944","2011-12-06",16200
"945","2011-12-07",18000
"946","2011-12-08",16800
"947","2011-12-09",17100
"948","2011-12-12",16200
"949","2011-12-13",15000
"950","2011-12-14",14400
"951","2011-12-15",12300
"952","2011-12-16",11700
"953","2011-12-19",11100
"954","2011-12-20",11400
"955","2011-12-21",11700
"956","2011-12-22",13500
"957","2011-12-23",14100
"958","2011-12-27",13200
"959","2011-12-28",12900
"960","2011-12-29",14400
"961","2011-12-30",14100
"962","2012-01-03",14100
"963","2012-01-04",13800
"964","2012-01-05",13200
"965","2012-01-06",17100
"966","2012-01-09",19800
"967","2012-01-10",22500
"968","2012-01-11",20700
"969","2012-01-12",21600
"970","2012-01-13",20400
"971","2012-01-17",21000
"972","2012-01-18",22800
"973","2012-01-19",21300
"974","2012-01-20",20700
"975","2012-01-23",20700
"976","2012-01-24",20400
"977","2012-01-25",19800
"978","2012-01-26",19200
"979","2012-01-27",19500
"980","2012-01-30",19500
"981","2012-01-31",18900
"982","2012-02-01",19200
"983","2012-02-02",23700
"984","2012-02-03",31200
"985","2012-02-06",37800
"986","2012-02-07",30300
"987","2012-02-08",31200
"988","2012-02-09",33000
"989","2012-02-10",32700
"990","2012-02-13",31500
"991","2012-02-14",31200
"992","2012-02-15",27900
"993","2012-02-16",28200
"994","2012-02-17",30900
"995","2012-02-21",33900
"996","2012-02-22",32100
"997","2012-02-23",31500
"998","2012-02-24",32100
"999","2012-02-27",35400
"1000","2012-02-28",33900
"1001","2012-02-29",32100
"1002","2012-03-01",38400
"1003","2012-03-02",43500
"1004","2012-03-05",50400
"1005","2012-03-06",47100
"1006","2012-03-07",40500
"1007","2012-03-08",38100
"1008","2012-03-09",39600
"1009","2012-03-12",39000
"1010","2012-03-13",44100
"1011","2012-03-14",46200
"1012","2012-03-15",43500
"1013","2012-03-16",48300
"1014","2012-03-19",46500
"1015","2012-03-20",58500
"1016","2012-03-21",83100
"1017","2012-03-22",69300
"1018","2012-03-23",67800
"1019","2012-03-26",63000
"1020","2012-03-27",56400
"1021","2012-03-28",60000
"1022","2012-03-29",68100
"1023","2012-03-30",66600
"1024","2012-04-02",63300
"1025","2012-04-03",59100
"1026","2012-04-04",56100
"1027","2012-04-05",57000
"1028","2012-04-09",54000
"1029","2012-04-10",52200
"1030","2012-04-11",50700
"1031","2012-04-12",52800
"1032","2012-04-13",51900
"1033","2012-04-16",52800
"1034","2012-04-17",49500
"1035","2012-04-18",50100
"1036","2012-04-19",48900
"1037","2012-04-20",48600
"1038","2012-04-23",47700
"1039","2012-04-24",37500
"1040","2012-04-25",39900
"1041","2012-04-26",39600
"1042","2012-04-27",36300
"1043","2012-04-30",36300
"1044","2012-05-01",41100
"1045","2012-05-02",41100
"1046","2012-05-03",39300
"1047","2012-05-04",36900
"1048","2012-05-07",35700
"1049","2012-05-08",36300
"1050","2012-05-09",38100
"1051","2012-05-10",39000
"1052","2012-05-11",38400
"1053","2012-05-14",36900
"1054","2012-05-15",33600
"1055","2012-05-16",37500
"1056","2012-05-17",48000
"1057","2012-05-18",44700
"1058","2012-05-21",43800
"1059","2012-05-22",41400
"1060","2012-05-23",37800
"1061","2012-05-24",39300
"1062","2012-05-25",39300
"1063","2012-05-29",39300
"1064","2012-05-30",37200
"1065","2012-05-31",42000
"1066","2012-06-01",38700
"1067","2012-06-04",40500
"1068","2012-06-05",40800
"1069","2012-06-06",39300
