"","date","SLS"
"1","2008-03-12",315300
"2","2008-03-13",408000
"3","2008-03-14",318000
"4","2008-03-17",227400
"5","2008-03-18",277800
"6","2008-03-19",3e+05
"7","2008-03-20",285000
"8","2008-03-24",289500
"9","2008-03-25",295800
"10","2008-03-26",289800
"11","2008-03-27",316800
"12","2008-03-28",285000
"13","2008-03-31",285000
"14","2008-04-01",271800
"15","2008-04-02",279900
"16","2008-04-03",285000
"17","2008-04-04",287700
"18","2008-04-07",293100
"19","2008-04-08",290100
"20","2008-04-09",282000
"21","2008-04-10",285000
"22","2008-04-11",282300
"23","2008-04-14",258600
"24","2008-04-15",236400
"25","2008-04-16",252900
"26","2008-04-17",241500
"27","2008-04-18",225000
"28","2008-04-21",223500
"29","2008-04-22",223500
"30","2008-04-23",225000
"31","2008-04-24",223200
"32","2008-04-25",218100
"33","2008-04-28",214500
"34","2008-04-29",211500
"35","2008-04-30",210300
"36","2008-05-01",205800
"37","2008-05-02",194700
"38","2008-05-05",189900
"39","2008-05-06",177600
"40","2008-05-07",179700
"41","2008-05-08",174000
"42","2008-05-09",166500
"43","2008-05-12",174000
"44","2008-05-13",173400
"45","2008-05-14",172500
"46","2008-05-15",165300
"47","2008-05-16",175200
"48","2008-05-19",166200
"49","2008-05-20",222000
"50","2008-05-21",222000
"51","2008-05-22",214800
"52","2008-05-23",187800
"53","2008-05-27",184500
"54","2008-05-28",199500
"55","2008-05-29",219300
"56","2008-05-30",296700
"57","2008-06-02",286800
"58","2008-06-03",270300
"59","2008-06-04",275100
"60","2008-06-05",279000
"61","2008-06-06",259800
"62","2008-06-09",239400
"63","2008-06-10",231000
"64","2008-06-11",238800
"65","2008-06-12",231300
"66","2008-06-13",218100
"67","2008-06-16",240000
"68","2008-06-17",251100
"69","2008-06-18",246000
"70","2008-06-19",256200
"71","2008-06-20",270900
"72","2008-06-23",271200
"73","2008-06-24",256500
"74","2008-06-25",235500
"75","2008-06-26",234000
"76","2008-06-27",234000
"77","2008-06-30",240000
"78","2008-07-01",231000
"79","2008-07-02",211200
"80","2008-07-03",230700
"81","2008-07-07",225000
"82","2008-07-08",225000
"83","2008-07-09",223800
"84","2008-07-10",221100
"85","2008-07-11",209700
"86","2008-07-14",207600
"87","2008-07-15",194100
"88","2008-07-16",195900
"89","2008-07-17",210000
"90","2008-07-18",222000
"91","2008-07-21",209400
"92","2008-07-22",215400
"93","2008-07-23",207300
"94","2008-07-24",205500
"95","2008-07-25",210300
"96","2008-07-28",205800
"97","2008-07-29",209100
"98","2008-07-30",205800
"99","2008-07-31",217500
"100","2008-08-01",222000
"101","2008-08-04",221400
"102","2008-08-05",214500
"103","2008-08-06",210300
"104","2008-08-07",208500
"105","2008-08-08",207000
"106","2008-08-11",205800
"107","2008-08-12",210600
"108","2008-08-13",209700
"109","2008-08-14",228000
"110","2008-08-15",218100
"111","2008-08-18",209400
"112","2008-08-19",200400
"113","2008-08-20",196200
"114","2008-08-21",196800
"115","2008-08-22",205800
"116","2008-08-25",210000
"117","2008-08-26",201000
"118","2008-08-27",198600
"119","2008-08-28",208500
"120","2008-08-29",206400
"121","2008-09-02",206700
"122","2008-09-03",210000
"123","2008-09-04",216000
"124","2008-09-05",209700
"125","2008-09-08",207300
"126","2008-09-09",204900
"127","2008-09-10",204000
"128","2008-09-11",207600
"129","2008-09-12",216000
"130","2008-09-15",208500
"131","2008-09-16",210000
"132","2008-09-17",210000
"133","2008-09-18",219300
"134","2008-09-19",246900
"135","2008-09-22",270000
"136","2008-09-23",240300
"137","2008-09-24",257700
"138","2008-09-25",249000
"139","2008-09-26",246300
"140","2008-09-29",240000
"141","2008-09-30",244800
"142","2008-10-01",259500
"143","2008-10-02",255600
"144","2008-10-03",259200
"145","2008-10-06",242700
"146","2008-10-07",263100
"147","2008-10-08",280500
"148","2008-10-09",309000
"149","2008-10-10",324000
"150","2008-10-13",341100
"151","2008-10-14",318300
"152","2008-10-15",288600
"153","2008-10-16",304800
"154","2008-10-17",312900
"155","2008-10-20",307500
"156","2008-10-21",313800
"157","2008-10-22",307500
"158","2008-10-23",268800
"159","2008-10-24",273900
"160","2008-10-27",255600
"161","2008-10-28",279000
"162","2008-10-29",272100
"163","2008-10-30",273300
"164","2008-10-31",276000
"165","2008-11-03",276000
"166","2008-11-04",286500
"167","2008-11-05",307500
"168","2008-11-06",297000
"169","2008-11-07",288900
"170","2008-11-10",296400
"171","2008-11-11",285000
"172","2008-11-12",270300
"173","2008-11-13",252600
"174","2008-11-14",262800
"175","2008-11-17",261000
"176","2008-11-18",262500
"177","2008-11-19",270000
"178","2008-11-20",262500
"179","2008-11-21",235500
"180","2008-11-24",225600
"181","2008-11-25",222300
"182","2008-11-26",229500
"183","2008-11-28",217500
"184","2008-12-01",223200
"185","2008-12-02",235500
"186","2008-12-03",234000
"187","2008-12-04",247800
"188","2008-12-05",258900
"189","2008-12-08",272400
"190","2008-12-09",278100
"191","2008-12-10",259800
"192","2008-12-11",262500
"193","2008-12-12",278100
"194","2008-12-15",279000
"195","2008-12-16",256500
"196","2008-12-17",257700
"197","2008-12-18",212400
"198","2008-12-19",224100
"199","2008-12-22",215700
"200","2008-12-23",210000
"201","2008-12-24",211500
"202","2008-12-26",184500
"203","2008-12-29",170700
"204","2008-12-30",171600
"205","2008-12-31",172500
"206","2009-01-02",180000
"207","2009-01-05",171000
"208","2009-01-06",169500
"209","2009-01-07",169500
"210","2009-01-08",172500
"211","2009-01-09",162000
"212","2009-01-12",157200
"213","2009-01-13",146100
"214","2009-01-14",129000
"215","2009-01-15",125700
"216","2009-01-16",120300
"217","2009-01-20",125700
"218","2009-01-21",126000
"219","2009-01-22",123300
"220","2009-01-23",120600
"221","2009-01-26",137400
"222","2009-01-27",123000
"223","2009-01-28",141900
"224","2009-01-29",126000
"225","2009-01-30",144300
"226","2009-02-02",162000
"227","2009-02-03",169500
"228","2009-02-04",177300
"229","2009-02-05",183000
"230","2009-02-06",200400
"231","2009-02-09",201000
"232","2009-02-10",195300
"233","2009-02-11",189000
"234","2009-02-12",179700
"235","2009-02-13",171300
"236","2009-02-17",173700
"237","2009-02-18",168000
"238","2009-02-19",165600
"239","2009-02-20",147300
"240","2009-02-23",135000
"241","2009-02-24",129300
"242","2009-02-25",127500
"243","2009-02-26",125700
"244","2009-02-27",122400
"245","2009-03-02",107700
"246","2009-03-03",108900
"247","2009-03-04",107100
"248","2009-03-05",98700
"249","2009-03-06",99000
"250","2009-03-09",88200
"251","2009-03-10",106200
"252","2009-03-11",99000
"253","2009-03-12",102000
"254","2009-03-13",99000
"255","2009-03-16",99000
"256","2009-03-17",112800
"257","2009-03-18",114300
"258","2009-03-19",105900
"259","2009-03-20",117600
"260","2009-03-23",114000
"261","2009-03-24",115800
"262","2009-03-25",117300
"263","2009-03-26",123900
"264","2009-03-27",149400
"265","2009-03-30",153900
"266","2009-03-31",152700
"267","2009-04-01",143400
"268","2009-04-02",144000
"269","2009-04-03",149700
"270","2009-04-06",140100
"271","2009-04-07",135000
"272","2009-04-08",146100
"273","2009-04-09",149700
"274","2009-04-13",150000
"275","2009-04-14",150000
"276","2009-04-15",141300
"277","2009-04-16",148800
"278","2009-04-17",147000
"279","2009-04-20",145500
"280","2009-04-21",149400
"281","2009-04-22",147000
"282","2009-04-23",138000
"283","2009-04-24",142800
"284","2009-04-27",142200
"285","2009-04-28",138000
"286","2009-04-29",138900
"287","2009-04-30",136500
"288","2009-05-01",145500
"289","2009-05-04",142500
"290","2009-05-05",126000
"291","2009-05-06",131400
"292","2009-05-07",142200
"293","2009-05-08",146100
"294","2009-05-11",144000
"295","2009-05-12",174000
"296","2009-05-13",146100
"297","2009-05-14",174000
"298","2009-05-15",181500
"299","2009-05-18",221700
"300","2009-05-19",199200
"301","2009-05-20",183900
"302","2009-05-21",184200
"303","2009-05-22",186900
"304","2009-05-26",183300
"305","2009-05-27",183600
"306","2009-05-28",181500
"307","2009-05-29",157200
"308","2009-06-01",158100
"309","2009-06-02",156000
"310","2009-06-03",154200
"311","2009-06-04",150900
"312","2009-06-05",145200
"313","2009-06-08",152700
"314","2009-06-09",147600
"315","2009-06-10",152100
"316","2009-06-11",161700
"317","2009-06-12",147900
"318","2009-06-15",142800
"319","2009-06-16",143400
"320","2009-06-17",142500
"321","2009-06-18",149100
"322","2009-06-19",145500
"323","2009-06-22",135900
"324","2009-06-23",137100
"325","2009-06-24",142500
"326","2009-06-25",138000
"327","2009-06-26",135000
"328","2009-06-29",138000
"329","2009-06-30",136200
"330","2009-07-01",134400
"331","2009-07-02",126600
"332","2009-07-06",120000
"333","2009-07-07",117600
"334","2009-07-08",107400
"335","2009-07-09",105900
"336","2009-07-10",105900
"337","2009-07-13",102000
"338","2009-07-14",103500
"339","2009-07-15",98700
"340","2009-07-16",95400
"341","2009-07-17",99900
"342","2009-07-20",104400
"343","2009-07-21",112800
"344","2009-07-22",120600
"345","2009-07-23",118200
"346","2009-07-24",126000
"347","2009-07-27",131400
"348","2009-07-28",143700
"349","2009-07-29",137700
"350","2009-07-30",128100
"351","2009-07-31",111000
"352","2009-08-03",107400
"353","2009-08-04",107100
"354","2009-08-05",108000
"355","2009-08-06",103500
"356","2009-08-07",101400
"357","2009-08-10",106800
"358","2009-08-11",106800
"359","2009-08-12",101700
"360","2009-08-13",102600
"361","2009-08-14",102900
"362","2009-08-17",96300
"363","2009-08-18",95400
"364","2009-08-19",93600
"365","2009-08-20",95400
"366","2009-08-21",91200
"367","2009-08-24",91800
"368","2009-08-25",90300
"369","2009-08-26",91200
"370","2009-08-27",91200
"371","2009-08-28",91800
"372","2009-08-31",88200
"373","2009-09-01",85500
"374","2009-09-02",82200
"375","2009-09-03",79500
"376","2009-09-04",81000
"377","2009-09-08",80700
"378","2009-09-09",80100
"379","2009-09-10",81600
"380","2009-09-11",84900
"381","2009-09-14",83400
"382","2009-09-15",84900
"383","2009-09-16",82800
"384","2009-09-17",83400
"385","2009-09-18",83100
"386","2009-09-21",81900
"387","2009-09-22",87600
"388","2009-09-23",79800
"389","2009-09-24",78000
"390","2009-09-25",74100
"391","2009-09-28",77100
"392","2009-09-29",75000
"393","2009-09-30",73500
"394","2009-10-01",75000
"395","2009-10-02",76500
"396","2009-10-05",72600
"397","2009-10-06",71100
"398","2009-10-07",71700
"399","2009-10-08",71100
"400","2009-10-09",67200
"401","2009-10-12",67500
"402","2009-10-13",67500
"403","2009-10-14",68400
"404","2009-10-15",70500
"405","2009-10-16",66900
"406","2009-10-19",68700
"407","2009-10-20",68700
"408","2009-10-21",65700
"409","2009-10-22",66000
"410","2009-10-23",65700
"411","2009-10-26",58500
"412","2009-10-27",54000
"413","2009-10-28",47400
"414","2009-10-29",50100
"415","2009-10-30",62700
"416","2009-11-02",65400
"417","2009-11-03",65100
"418","2009-11-04",65700
"419","2009-11-05",65700
"420","2009-11-06",61500
"421","2009-11-09",63000
"422","2009-11-10",62700
"423","2009-11-11",64500
"424","2009-11-12",61500
"425","2009-11-13",65700
"426","2009-11-16",65400
"427","2009-11-17",62700
"428","2009-11-18",63900
"429","2009-11-19",62100
"430","2009-11-20",62700
"431","2009-11-23",62700
"432","2009-11-24",62100
"433","2009-11-25",67200
"434","2009-11-27",63900
"435","2009-11-30",66000
"436","2009-12-01",66600
"437","2009-12-02",66000
"438","2009-12-03",74100
"439","2009-12-04",76200
"440","2009-12-07",77100
"441","2009-12-08",73200
"442","2009-12-09",74700
"443","2009-12-10",73200
"444","2009-12-11",80400
"445","2009-12-14",91800
"446","2009-12-15",102300
"447","2009-12-16",114300
"448","2009-12-17",113100
"449","2009-12-18",123600
"450","2009-12-21",141900
"451","2009-12-22",135000
"452","2009-12-23",138900
"453","2009-12-24",138600
"454","2009-12-28",129300
"455","2009-12-29",137100
"456","2009-12-30",131100
"457","2009-12-31",137400
"458","2010-01-04",123000
"459","2010-01-05",115200
"460","2010-01-06",111600
"461","2010-01-07",126000
"462","2010-01-08",129000
"463","2010-01-11",134700
"464","2010-01-12",147000
"465","2010-01-13",160500
"466","2010-01-14",169800
"467","2010-01-15",166500
"468","2010-01-19",154500
"469","2010-01-20",170100
"470","2010-01-21",164700
"471","2010-01-22",154800
"472","2010-01-25",150300
"473","2010-01-26",153600
"474","2010-01-27",150300
"475","2010-01-28",150000
"476","2010-01-29",159900
"477","2010-02-01",153000
"478","2010-02-02",156300
"479","2010-02-03",159000
"480","2010-02-04",160500
"481","2010-02-05",158400
"482","2010-02-08",159600
"483","2010-02-09",160500
"484","2010-02-10",156000
"485","2010-02-11",152700
"486","2010-02-12",159000
"487","2010-02-16",156600
"488","2010-02-17",156600
"489","2010-02-18",153900
"490","2010-02-19",156000
"491","2010-02-22",156600
"492","2010-02-23",162900
"493","2010-02-24",160800
"494","2010-02-25",160500
"495","2010-02-26",154800
"496","2010-03-01",155400
"497","2010-03-02",158400
"498","2010-03-03",157500
"499","2010-03-04",156900
"500","2010-03-05",159000
"501","2010-03-08",156600
"502","2010-03-09",155700
"503","2010-03-10",163800
"504","2010-03-11",189900
"505","2010-03-12",179400
"506","2010-03-15",197700
"507","2010-03-16",196200
"508","2010-03-17",208200
"509","2010-03-18",205200
"510","2010-03-19",231000
"511","2010-03-22",243300
"512","2010-03-23",178800
"513","2010-03-24",171900
"514","2010-03-25",171900
"515","2010-03-26",156300
"516","2010-03-29",156600
"517","2010-03-30",143100
"518","2010-03-31",136800
"519","2010-04-01",138600
"520","2010-04-05",130500
"521","2010-04-06",125700
"522","2010-04-07",126900
"523","2010-04-08",141300
"524","2010-04-09",138900
"525","2010-04-12",135900
"526","2010-04-13",128100
"527","2010-04-14",124800
"528","2010-04-15",132300
"529","2010-04-16",132000
"530","2010-04-19",131100
"531","2010-04-20",129900
"532","2010-04-21",129600
"533","2010-04-22",129600
"534","2010-04-23",129300
"535","2010-04-26",129300
"536","2010-04-27",132000
"537","2010-04-28",129900
"538","2010-04-29",132300
"539","2010-04-30",128100
"540","2010-05-03",128400
"541","2010-05-04",125100
"542","2010-05-05",117000
"543","2010-05-06",111600
"544","2010-05-07",110700
"545","2010-05-10",123000
"546","2010-05-11",135000
"547","2010-05-12",136200
"548","2010-05-13",132600
"549","2010-05-14",126900
"550","2010-05-17",132600
"551","2010-05-18",133500
"552","2010-05-19",125100
"553","2010-05-20",114000
"554","2010-05-21",119100
"555","2010-05-24",111000
"556","2010-05-25",108900
"557","2010-05-26",105000
"558","2010-05-27",107700
"559","2010-05-28",116100
"560","2010-06-01",112200
"561","2010-06-02",113100
"562","2010-06-03",100200
"563","2010-06-04",84000
"564","2010-06-07",76800
"565","2010-06-08",84600
"566","2010-06-09",79500
"567","2010-06-10",87000
"568","2010-06-11",87000
"569","2010-06-14",87900
"570","2010-06-15",92100
"571","2010-06-16",88500
"572","2010-06-17",88500
"573","2010-06-18",90900
"574","2010-06-21",88200
"575","2010-06-22",87900
"576","2010-06-23",89700
"577","2010-06-24",85200
"578","2010-06-25",82800
"579","2010-06-28",86400
"580","2010-06-29",81000
"581","2010-06-30",78000
"582","2010-07-01",75000
"583","2010-07-02",70500
"584","2010-07-06",67500
"585","2010-07-07",65400
"586","2010-07-08",60900
"587","2010-07-09",69600
"588","2010-07-12",68100
"589","2010-07-13",69300
"590","2010-07-14",70500
"591","2010-07-15",69600
"592","2010-07-16",65100
"593","2010-07-19",67800
"594","2010-07-20",65700
"595","2010-07-21",63300
"596","2010-07-22",63600
"597","2010-07-23",63000
"598","2010-07-26",67200
"599","2010-07-27",70500
"600","2010-07-28",71100
"601","2010-07-29",69000
"602","2010-07-30",67500
"603","2010-08-02",69000
"604","2010-08-03",69300
"605","2010-08-04",69300
"606","2010-08-05",67200
"607","2010-08-06",69300
"608","2010-08-09",68700
"609","2010-08-10",66000
"610","2010-08-11",63900
"611","2010-08-12",64800
"612","2010-08-13",65100
"613","2010-08-16",64500
"614","2010-08-17",61800
"615","2010-08-18",62700
