"","date","AMSC"
"1","2007-01-03",97.300003
"2","2007-01-04",99.099998
"3","2007-01-05",96.400002
"4","2007-01-08",96.300003
"5","2007-01-09",97
"6","2007-01-10",95.800003
"7","2007-01-11",92.5
"8","2007-01-12",94.5
"9","2007-01-16",96
"10","2007-01-17",94.699997
"11","2007-01-18",93
"12","2007-01-19",94.900002
"13","2007-01-22",94.5
"14","2007-01-23",97.800003
"15","2007-01-24",99.599998
"16","2007-01-25",97.199997
"17","2007-01-26",98.800003
"18","2007-01-29",98.5
"19","2007-01-30",102.900002
"20","2007-01-31",100.699997
"21","2007-02-01",99.599998
"22","2007-02-02",101.699997
"23","2007-02-05",99.5
"24","2007-02-06",104.400002
"25","2007-02-07",104.199997
"26","2007-02-08",104.800003
"27","2007-02-09",103.199997
"28","2007-02-12",102.199997
"29","2007-02-13",101.800003
"30","2007-02-14",104.300003
"31","2007-02-15",104.900002
"32","2007-02-16",108.800003
"33","2007-02-20",116.099998
"34","2007-02-21",114.599998
"35","2007-02-22",119.5
"36","2007-02-23",116.099998
"37","2007-02-26",127.5
"38","2007-02-27",115.5
"39","2007-02-28",134.399994
"40","2007-03-01",140.600006
"41","2007-03-02",143.300003
"42","2007-03-05",126.900002
"43","2007-03-06",130.699997
"44","2007-03-07",131.199997
"45","2007-03-08",132.399994
"46","2007-03-09",132
"47","2007-03-12",134
"48","2007-03-13",138
"49","2007-03-14",135
"50","2007-03-15",135
"51","2007-03-16",140.399994
"52","2007-03-19",143.800003
"53","2007-03-20",141.100006
"54","2007-03-21",144
"55","2007-03-22",143.699997
"56","2007-03-23",150.100006
"57","2007-03-26",149.399994
"58","2007-03-27",146.100006
"59","2007-03-28",139.699997
"60","2007-03-29",132.100006
"61","2007-03-30",134.699997
"62","2007-04-02",134.699997
"63","2007-04-03",134.600006
"64","2007-04-04",133.600006
"65","2007-04-05",134
"66","2007-04-09",132.300003
"67","2007-04-10",140.600006
"68","2007-04-11",140
"69","2007-04-12",144.699997
"70","2007-04-13",143
"71","2007-04-16",149.399994
"72","2007-04-17",146.300003
"73","2007-04-18",141.5
"74","2007-04-19",143.5
"75","2007-04-20",149
"76","2007-04-23",146.399994
"77","2007-04-24",148.399994
"78","2007-04-25",149
"79","2007-04-26",147.699997
"80","2007-04-27",149.600006
"81","2007-04-30",144.399994
"82","2007-05-01",142.199997
"83","2007-05-02",144.300003
"84","2007-05-03",145.5
"85","2007-05-04",147.699997
"86","2007-05-07",144.600006
"87","2007-05-08",143.100006
"88","2007-05-09",146.300003
"89","2007-05-10",143.800003
"90","2007-05-11",149
"91","2007-05-14",147.600006
"92","2007-05-15",145.5
"93","2007-05-16",147.800003
"94","2007-05-17",147.600006
"95","2007-05-18",150
"96","2007-05-21",177.600006
"97","2007-05-22",170.399994
"98","2007-05-23",163.100006
"99","2007-05-24",159.5
"100","2007-05-25",171.300003
"101","2007-05-29",174.199997
"102","2007-05-30",171.300003
"103","2007-05-31",173.399994
"104","2007-06-01",170.399994
"105","2007-06-04",169.699997
"106","2007-06-05",170
"107","2007-06-06",165.100006
"108","2007-06-07",161.899994
"109","2007-06-08",167.699997
"110","2007-06-11",169.399994
"111","2007-06-12",171.699997
"112","2007-06-13",177.300003
"113","2007-06-14",185.5
"114","2007-06-15",180.100006
"115","2007-06-18",193.899994
"116","2007-06-19",194.199997
"117","2007-06-20",181.100006
"118","2007-06-21",186.199997
"119","2007-06-22",192.399994
"120","2007-06-25",189
"121","2007-06-26",188.800003
"122","2007-06-27",195.399994
"123","2007-06-28",192.5
"124","2007-06-29",193.100006
"125","2007-07-02",200.800003
"126","2007-07-03",207.300003
"127","2007-07-05",214.899994
"128","2007-07-06",222.600006
"129","2007-07-09",218.699997
"130","2007-07-10",213.699997
"131","2007-07-11",218.5
"132","2007-07-12",223.199997
"133","2007-07-13",224.399994
"134","2007-07-16",231.100006
"135","2007-07-17",231.300003
"136","2007-07-18",225.100006
"137","2007-07-19",223.399994
"138","2007-07-20",212.800003
"139","2007-07-23",195.800003
"140","2007-07-24",206.800003
"141","2007-07-25",205.800003
"142","2007-07-26",195.199997
"143","2007-07-27",200
"144","2007-07-30",210
"145","2007-07-31",190.899994
"146","2007-08-01",190.600006
"147","2007-08-02",192.5
"148","2007-08-03",187.199997
"149","2007-08-06",200.699997
"150","2007-08-07",216.800003
"151","2007-08-08",254.399994
"152","2007-08-09",267.700012
"153","2007-08-10",224.899994
"154","2007-08-13",213.5
"155","2007-08-14",207.600006
"156","2007-08-15",204.600006
"157","2007-08-16",200.600006
"158","2007-08-17",212.899994
"159","2007-08-20",199.899994
"160","2007-08-21",199.699997
"161","2007-08-22",201.699997
"162","2007-08-23",196.399994
"163","2007-08-24",196.800003
"164","2007-08-27",190.399994
"165","2007-08-28",175.300003
"166","2007-08-29",181.800003
"167","2007-08-30",182.199997
"168","2007-08-31",180.199997
"169","2007-09-04",195.100006
"170","2007-09-05",187.600006
"171","2007-09-06",197.800003
"172","2007-09-07",191.5
"173","2007-09-10",189.699997
"174","2007-09-11",198
"175","2007-09-12",195.600006
"176","2007-09-13",182.600006
"177","2007-09-14",179.199997
"178","2007-09-17",178
"179","2007-09-18",190.5
"180","2007-09-19",184.600006
"181","2007-09-20",180.100006
"182","2007-09-21",182.699997
"183","2007-09-24",179.399994
"184","2007-09-25",178.399994
"185","2007-09-26",192.800003
"186","2007-09-27",201.199997
"187","2007-09-28",204.800003
"188","2007-10-01",206.399994
"189","2007-10-02",212.600006
"190","2007-10-03",227
"191","2007-10-04",228.100006
"192","2007-10-05",242.899994
"193","2007-10-08",238.899994
"194","2007-10-09",254.800003
"195","2007-10-10",256
"196","2007-10-11",252
"197","2007-10-12",257.700012
"198","2007-10-15",247.699997
"199","2007-10-16",241.899994
"200","2007-10-17",249
"201","2007-10-18",258.5
"202","2007-10-19",258.100006
"203","2007-10-22",266.700012
"204","2007-10-23",268.399994
"205","2007-10-24",268.700012
"206","2007-10-25",271.600006
"207","2007-10-26",282.5
"208","2007-10-29",279.200012
"209","2007-10-30",276.700012
"210","2007-10-31",271.5
"211","2007-11-01",251.699997
"212","2007-11-02",261.299988
"213","2007-11-05",265.700012
"214","2007-11-06",287.700012
"215","2007-11-07",284.399994
"216","2007-11-08",287.299988
"217","2007-11-09",260.899994
"218","2007-11-12",240.600006
"219","2007-11-13",255.100006
"220","2007-11-14",254.899994
"221","2007-11-15",252.600006
"222","2007-11-16",258.899994
"223","2007-11-19",235.100006
"224","2007-11-20",224.5
"225","2007-11-21",206.199997
"226","2007-11-23",216
"227","2007-11-26",213.899994
"228","2007-11-27",216.600006
"229","2007-11-28",233.800003
"230","2007-11-29",246.300003
"231","2007-11-30",241.399994
"232","2007-12-03",243.100006
"233","2007-12-04",239.300003
"234","2007-12-05",256.100006
"235","2007-12-06",270.799988
"236","2007-12-07",270.700012
"237","2007-12-10",269.299988
"238","2007-12-11",255.5
"239","2007-12-12",263.700012
"240","2007-12-13",260.399994
"241","2007-12-14",267.200012
"242","2007-12-17",238.100006
"243","2007-12-18",257
"244","2007-12-19",271.200012
"245","2007-12-20",278.5
"246","2007-12-21",300.5
"247","2007-12-24",305.899994
"248","2007-12-26",320.399994
"249","2007-12-27",305.200012
"250","2007-12-28",289.799988
"251","2007-12-31",273.399994
"252","2008-01-02",275.299988
"253","2008-01-03",284.799988
"254","2008-01-04",262
"255","2008-01-07",255.899994
"256","2008-01-08",249
"257","2008-01-09",251.699997
"258","2008-01-10",240.399994
"259","2008-01-11",231.300003
"260","2008-01-14",238.399994
"261","2008-01-15",225.600006
"262","2008-01-16",214.300003
"263","2008-01-17",189.5
"264","2008-01-18",183.100006
"265","2008-01-22",186
"266","2008-01-23",192.600006
"267","2008-01-24",184.399994
"268","2008-01-25",191
"269","2008-01-28",186.300003
"270","2008-01-29",193.100006
"271","2008-01-30",194.600006
"272","2008-01-31",202.5
"273","2008-02-01",215.800003
