"","date","SIGA"
"1","2007-01-03",3.58
"2","2007-01-04",3.79
"3","2007-01-05",3.69
"4","2007-01-08",3.61
"5","2007-01-09",3.44
"6","2007-01-10",3.41
"7","2007-01-11",3.59
"8","2007-01-12",3.56
"9","2007-01-16",3.46
"10","2007-01-17",3.42
"11","2007-01-18",3.41
"12","2007-01-19",3.76
"13","2007-01-22",3.72
"14","2007-01-23",3.73
"15","2007-01-24",3.7
"16","2007-01-25",3.71
"17","2007-01-26",3.76
"18","2007-01-29",3.72
"19","2007-01-30",3.57
"20","2007-01-31",3.75
"21","2007-02-01",3.89
"22","2007-02-02",3.99
"23","2007-02-05",4.04
"24","2007-02-06",3.97
"25","2007-02-07",3.97
"26","2007-02-08",4
"27","2007-02-09",4.14
"28","2007-02-12",4.48
"29","2007-02-13",4.13
"30","2007-02-14",4
"31","2007-02-15",4.05
"32","2007-02-16",4.01
"33","2007-02-20",4.01
"34","2007-02-21",4.03
"35","2007-02-22",3.98
"36","2007-02-23",4.02
"37","2007-02-26",4.02
"38","2007-02-27",3.79
"39","2007-02-28",3.96
"40","2007-03-01",3.92
"41","2007-03-02",3.81
"42","2007-03-05",3.62
"43","2007-03-06",3.78
"44","2007-03-07",3.75
"45","2007-03-08",4.28
"46","2007-03-09",4.41
"47","2007-03-12",4.86
"48","2007-03-13",4.75
"49","2007-03-14",4.33
"50","2007-03-15",4.38
"51","2007-03-16",4.52
"52","2007-03-19",5.15
"53","2007-03-20",5
"54","2007-03-21",4.85
"55","2007-03-22",5.2
"56","2007-03-23",5.13
"57","2007-03-26",5.08
"58","2007-03-27",5.05
"59","2007-03-28",4.86
"60","2007-03-29",4.79
"61","2007-03-30",4.83
"62","2007-04-02",4.74
"63","2007-04-03",4.83
"64","2007-04-04",5.09
"65","2007-04-05",5.25
"66","2007-04-09",5.64
"67","2007-04-10",5.4
"68","2007-04-11",5.21
"69","2007-04-12",5.43
"70","2007-04-13",5.75
"71","2007-04-16",5.62
"72","2007-04-17",5.5
"73","2007-04-18",5.45
"74","2007-04-19",5.29
"75","2007-04-20",5.14
"76","2007-04-23",4.95
"77","2007-04-24",5.01
"78","2007-04-25",5.08
"79","2007-04-26",4.98
"80","2007-04-27",4.9
"81","2007-04-30",4.52
"82","2007-05-01",4.74
"83","2007-05-02",4.75
"84","2007-05-03",4.82
"85","2007-05-04",4.83
"86","2007-05-07",4.92
"87","2007-05-08",4.26
"88","2007-05-09",3.99
"89","2007-05-10",3.69
"90","2007-05-11",3.87
"91","2007-05-14",3.69
"92","2007-05-15",3.87
"93","2007-05-16",3.75
"94","2007-05-17",3.74
"95","2007-05-18",3.76
"96","2007-05-21",3.76
"97","2007-05-22",3.74
"98","2007-05-23",3.86
"99","2007-05-24",3.88
"100","2007-05-25",3.85
"101","2007-05-29",3.8
"102","2007-05-30",3.73
"103","2007-05-31",3.77
"104","2007-06-01",3.76
"105","2007-06-04",3.62
"106","2007-06-05",3.66
"107","2007-06-06",3.6
"108","2007-06-07",3.42
"109","2007-06-08",3.31
"110","2007-06-11",3.58
"111","2007-06-12",3.45
"112","2007-06-13",3.33
"113","2007-06-14",3.48
"114","2007-06-15",3.46
"115","2007-06-18",3.48
"116","2007-06-19",3.74
"117","2007-06-20",3.59
"118","2007-06-21",3.51
"119","2007-06-22",3.45
"120","2007-06-25",3.39
"121","2007-06-26",3.29
"122","2007-06-27",3.29
"123","2007-06-28",3.33
"124","2007-06-29",3.29
"125","2007-07-02",3.33
"126","2007-07-03",3.34
"127","2007-07-05",3.31
"128","2007-07-06",3.33
"129","2007-07-09",3.46
"130","2007-07-10",3.31
"131","2007-07-11",3.26
"132","2007-07-12",3.25
"133","2007-07-13",3.22
"134","2007-07-16",3.11
"135","2007-07-17",3.06
"136","2007-07-18",2.89
"137","2007-07-19",2.97
"138","2007-07-20",2.85
"139","2007-07-23",2.8
"140","2007-07-24",2.68
"141","2007-07-25",3.27
"142","2007-07-26",3.1
"143","2007-07-27",3.08
"144","2007-07-30",2.91
"145","2007-07-31",2.95
"146","2007-08-01",2.81
"147","2007-08-02",2.85
"148","2007-08-03",3.25
"149","2007-08-06",3.21
"150","2007-08-07",3.16
"151","2007-08-08",3.28
"152","2007-08-09",3.3
"153","2007-08-10",3.4
"154","2007-08-13",3.65
"155","2007-08-14",3.4
"156","2007-08-15",3.37
"157","2007-08-16",3.15
"158","2007-08-17",3.17
"159","2007-08-20",3.44
"160","2007-08-21",3.43
"161","2007-08-22",3.52
"162","2007-08-23",3.45
"163","2007-08-24",3.74
"164","2007-08-27",4.01
"165","2007-08-28",3.8
"166","2007-08-29",3.86
"167","2007-08-30",3.88
"168","2007-08-31",3.89
"169","2007-09-04",3.89
"170","2007-09-05",3.9
"171","2007-09-06",3.89
"172","2007-09-07",3.87
"173","2007-09-10",3.9
"174","2007-09-11",3.88
"175","2007-09-12",3.85
"176","2007-09-13",3.77
"177","2007-09-14",3.8
"178","2007-09-17",3.78
"179","2007-09-18",3.86
"180","2007-09-19",3.77
"181","2007-09-20",3.71
"182","2007-09-21",3.76
"183","2007-09-24",3.65
"184","2007-09-25",3.58
"185","2007-09-26",3.61
"186","2007-09-27",4.2
"187","2007-09-28",4
"188","2007-10-01",4.19
"189","2007-10-02",4.07
"190","2007-10-03",4.05
"191","2007-10-04",4.09
"192","2007-10-05",4.1
"193","2007-10-08",4.11
"194","2007-10-09",4.18
"195","2007-10-10",4.24
"196","2007-10-11",4.16
"197","2007-10-12",4.17
"198","2007-10-15",4.23
"199","2007-10-16",4.25
"200","2007-10-17",4.08
"201","2007-10-18",4.08
"202","2007-10-19",4.06
"203","2007-10-22",4.03
"204","2007-10-23",3.97
"205","2007-10-24",3.98
"206","2007-10-25",3.97
"207","2007-10-26",4
"208","2007-10-29",4
"209","2007-10-30",4.02
"210","2007-10-31",4.03
"211","2007-11-01",3.98
"212","2007-11-02",3.99
"213","2007-11-05",3.99
"214","2007-11-06",4.04
"215","2007-11-07",4.04
"216","2007-11-08",3.97
"217","2007-11-09",3.86
"218","2007-11-12",3.57
"219","2007-11-13",3.52
"220","2007-11-14",3.35
"221","2007-11-15",3.37
"222","2007-11-16",3.4
"223","2007-11-19",3.37
"224","2007-11-20",3.35
"225","2007-11-21",3.25
"226","2007-11-23",3.28
"227","2007-11-26",3.25
"228","2007-11-27",3.24
"229","2007-11-28",3.62
"230","2007-11-29",3.63
"231","2007-11-30",3.49
"232","2007-12-03",3.3
"233","2007-12-04",3.3
"234","2007-12-05",3.45
"235","2007-12-06",3.75
"236","2007-12-07",3.69
"237","2007-12-10",3.71
"238","2007-12-11",3.61
"239","2007-12-12",3.6
"240","2007-12-13",3.6
"241","2007-12-14",3.49
"242","2007-12-17",3.6
"243","2007-12-18",3.4
"244","2007-12-19",3.29
"245","2007-12-20",3.31
"246","2007-12-21",3.2
"247","2007-12-24",3.11
"248","2007-12-26",3.13
"249","2007-12-27",3.07
"250","2007-12-28",3.06
"251","2007-12-31",3.08
"252","2008-01-02",3.05
"253","2008-01-03",2.99
"254","2008-01-04",2.89
"255","2008-01-07",2.97
"256","2008-01-08",3.06
"257","2008-01-09",3.02
"258","2008-01-10",3.03
"259","2008-01-11",2.95
"260","2008-01-14",2.78
"261","2008-01-15",2.67
"262","2008-01-16",2.4
"263","2008-01-17",2.39
"264","2008-01-18",2.25
"265","2008-01-22",2.03
"266","2008-01-23",2.09
"267","2008-01-24",2.05
"268","2008-01-25",1.96
"269","2008-01-28",1.93
"270","2008-01-29",1.98
"271","2008-01-30",2.05
"272","2008-01-31",2.1
"273","2008-02-01",1.98
"274","2008-02-04",1.94
"275","2008-02-05",1.94
"276","2008-02-06",1.94
"277","2008-02-07",1.95
"278","2008-02-08",2.03
"279","2008-02-11",2
"280","2008-02-12",1.97
"281","2008-02-13",2.43
"282","2008-02-14",2.4
"283","2008-02-15",2.38
"284","2008-02-19",2.38
"285","2008-02-20",2.43
"286","2008-02-21",2.32
"287","2008-02-22",2.33
"288","2008-02-25",2.38
"289","2008-02-26",2.3
"290","2008-02-27",2.28
"291","2008-02-28",2.24
"292","2008-02-29",2.3
"293","2008-03-03",2.21
"294","2008-03-04",2.12
"295","2008-03-05",2.14
"296","2008-03-06",2.08
"297","2008-03-07",2.05
"298","2008-03-10",1.93
"299","2008-03-11",2
"300","2008-03-12",1.97
"301","2008-03-13",1.98
"302","2008-03-14",1.99
"303","2008-03-17",1.99
"304","2008-03-18",1.99
"305","2008-03-19",1.95
"306","2008-03-20",1.98
"307","2008-03-24",2
"308","2008-03-25",2.02
"309","2008-03-26",2
"310","2008-03-27",2.19
"311","2008-03-28",2.2
"312","2008-03-31",2.3
"313","2008-04-01",2.18
"314","2008-04-02",2.2
"315","2008-04-03",2.2
"316","2008-04-04",2.87
"317","2008-04-07",2.88
"318","2008-04-08",2.83
"319","2008-04-09",2.74
"320","2008-04-10",2.97
"321","2008-04-11",2.76
"322","2008-04-14",2.84
"323","2008-04-15",2.9
"324","2008-04-16",2.97
"325","2008-04-17",3.34
"326","2008-04-18",3.64
"327","2008-04-21",3.63
"328","2008-04-22",3.48
"329","2008-04-23",3.46
"330","2008-04-24",3.49
"331","2008-04-25",3.5
"332","2008-04-28",3.4
"333","2008-04-29",3.39
"334","2008-04-30",3.41
"335","2008-05-01",3.41
"336","2008-05-02",3.4
"337","2008-05-05",3.36
"338","2008-05-06",3.39
"339","2008-05-07",3.43
"340","2008-05-08",3.8
"341","2008-05-09",3.76
"342","2008-05-12",3.62
"343","2008-05-13",3.5
"344","2008-05-14",3.53
"345","2008-05-15",3.55
"346","2008-05-16",3.46
"347","2008-05-19",3.44
"348","2008-05-20",3.22
"349","2008-05-21",3.03
"350","2008-05-22",2.86
"351","2008-05-23",2.77
"352","2008-05-27",2.94
"353","2008-05-28",2.88
"354","2008-05-29",2.9
"355","2008-05-30",3.01
"356","2008-06-02",3.01
"357","2008-06-03",2.96
"358","2008-06-04",2.84
"359","2008-06-05",2.91
"360","2008-06-06",2.92
"361","2008-06-09",2.92
"362","2008-06-10",2.97
"363","2008-06-11",2.9
"364","2008-06-12",3.08
"365","2008-06-13",3.11
"366","2008-06-16",3.12
"367","2008-06-17",3.19
"368","2008-06-18",3.19
"369","2008-06-19",3.17
"370","2008-06-20",3.27
"371","2008-06-23",3.41
"372","2008-06-24",3.37
"373","2008-06-25",3.34
"374","2008-06-26",3.24
"375","2008-06-27",3.06
"376","2008-06-30",3.12
"377","2008-07-01",2.92
"378","2008-07-02",2.84
"379","2008-07-03",2.92
"380","2008-07-07",2.69
"381","2008-07-08",2.73
"382","2008-07-09",2.78
"383","2008-07-10",2.72
"384","2008-07-11",2.64
"385","2008-07-14",2.63
"386","2008-07-15",2.55
"387","2008-07-16",2.55
"388","2008-07-17",2.5
"389","2008-07-18",2.46
"390","2008-07-21",2.44
"391","2008-07-22",2.46
"392","2008-07-23",2.48
"393","2008-07-24",2.57
"394","2008-07-25",2.77
"395","2008-07-28",2.85
"396","2008-07-29",2.84
"397","2008-07-30",2.85
"398","2008-07-31",2.94
"399","2008-08-01",2.69
"400","2008-08-04",2.53
"401","2008-08-05",2.36
"402","2008-08-06",2.4
"403","2008-08-07",2.5
"404","2008-08-08",2.45
"405","2008-08-11",2.51
"406","2008-08-12",2.42
"407","2008-08-13",2.48
"408","2008-08-14",2.45
"409","2008-08-15",2.64
"410","2008-08-18",2.69
"411","2008-08-19",2.86
"412","2008-08-20",2.77
"413","2008-08-21",2.65
"414","2008-08-22",2.63
"415","2008-08-25",2.66
"416","2008-08-26",2.73
"417","2008-08-27",2.68
"418","2008-08-28",2.7
"419","2008-08-29",3.65
"420","2008-09-02",3.77
"421","2008-09-03",3.5
"422","2008-09-04",3.38
"423","2008-09-05",3.4
"424","2008-09-08",3.39
"425","2008-09-09",3.18
"426","2008-09-10",3.15
"427","2008-09-11",3.31
"428","2008-09-12",3.52
"429","2008-09-15",3.49
"430","2008-09-16",3.35
"431","2008-09-17",3.24
"432","2008-09-18",3.84
"433","2008-09-19",3.77
"434","2008-09-22",3.89
"435","2008-09-23",3.94
"436","2008-09-24",4
"437","2008-09-25",3.94
"438","2008-09-26",3.89
"439","2008-09-29",3.78
"440","2008-09-30",3.75
"441","2008-10-01",3.57
"442","2008-10-02",3.39
"443","2008-10-03",3.33
"444","2008-10-06",3.03
"445","2008-10-07",2.93
"446","2008-10-08",2.82
"447","2008-10-09",2.69
"448","2008-10-10",2.51
"449","2008-10-13",2.5
"450","2008-10-14",2.6
"451","2008-10-15",2.38
"452","2008-10-16",2.72
"453","2008-10-17",2.86
"454","2008-10-20",2.97
"455","2008-10-21",3.1
"456","2008-10-22",3.18
"457","2008-10-23",3.12
"458","2008-10-24",3.06
"459","2008-10-27",2.97
"460","2008-10-28",3.02
"461","2008-10-29",3.23
"462","2008-10-30",3.14
"463","2008-10-31",3.29
"464","2008-11-03",3.4
"465","2008-11-04",3.39
"466","2008-11-05",3.35
"467","2008-11-06",3.29
"468","2008-11-07",3
"469","2008-11-10",2.93
"470","2008-11-11",2.75
"471","2008-11-12",2.6
"472","2008-11-13",2.65
"473","2008-11-14",2.49
"474","2008-11-17",2.6
"475","2008-11-18",2.46
"476","2008-11-19",2.34
"477","2008-11-20",2.25
"478","2008-11-21",2.2
"479","2008-11-24",2.25
"480","2008-11-25",2.3
"481","2008-11-26",2.45
"482","2008-11-28",2.27
"483","2008-12-01",2.19
"484","2008-12-02",2.3
"485","2008-12-03",2.48
"486","2008-12-04",2.69
"487","2008-12-05",2.85
"488","2008-12-08",2.99
"489","2008-12-09",2.88
"490","2008-12-10",2.97
"491","2008-12-11",2.86
"492","2008-12-12",2.81
"493","2008-12-15",2.94
"494","2008-12-16",3.06
"495","2008-12-17",3.05
"496","2008-12-18",3.11
"497","2008-12-19",3.26
"498","2008-12-22",3.3
"499","2008-12-23",3.19
"500","2008-12-24",3.12
"501","2008-12-26",3.22
"502","2008-12-29",3.23
"503","2008-12-30",3.34
"504","2008-12-31",3.27
"505","2009-01-02",3.21
"506","2009-01-05",3.28
"507","2009-01-06",3.28
"508","2009-01-07",3.54
"509","2009-01-08",3.59
"510","2009-01-09",3.57
"511","2009-01-12",3.44
"512","2009-01-13",3.45
"513","2009-01-14",3.54
"514","2009-01-15",3.44
"515","2009-01-16",3.52
"516","2009-01-20",3.55
"517","2009-01-21",3.65
"518","2009-01-22",3.71
"519","2009-01-23",4.04
"520","2009-01-26",4
"521","2009-01-27",4.01
"522","2009-01-28",4.29
"523","2009-01-29",4.16
"524","2009-01-30",4.04
"525","2009-02-02",4.02
"526","2009-02-03",4.02
"527","2009-02-04",3.85
"528","2009-02-05",4
"529","2009-02-06",3.95
"530","2009-02-09",3.96
"531","2009-02-10",4.36
"532","2009-02-11",4.92
"533","2009-02-12",5.01
"534","2009-02-13",5.11
"535","2009-02-17",5.64
"536","2009-02-18",5.76
"537","2009-02-19",5.4
"538","2009-02-20",5.1
"539","2009-02-23",5.2
"540","2009-02-24",5.1
"541","2009-02-25",4.96
"542","2009-02-26",5.09
"543","2009-02-27",4.88
"544","2009-03-02",4.28
"545","2009-03-03",4.48
"546","2009-03-04",4.32
"547","2009-03-05",4.7
"548","2009-03-06",4.66
"549","2009-03-09",4.6
"550","2009-03-10",4.68
"551","2009-03-11",4.74
"552","2009-03-12",4.95
"553","2009-03-13",5.07
"554","2009-03-16",5.11
"555","2009-03-17",5.07
"556","2009-03-18",5.33
"557","2009-03-19",5.26
"558","2009-03-20",5.15
"559","2009-03-23",5.03
"560","2009-03-24",4.95
"561","2009-03-25",5.02
"562","2009-03-26",5.07
"563","2009-03-27",5
