"","date","SIGA"
"564","2009-03-30",5
"565","2009-03-31",5.07
"566","2009-04-01",5.17
"567","2009-04-02",5.15
"568","2009-04-03",5.12
"569","2009-04-06",4.95
"570","2009-04-07",4.87
"571","2009-04-08",5.58
"572","2009-04-09",5.8
"573","2009-04-13",6
"574","2009-04-14",6.2
"575","2009-04-15",6.27
"576","2009-04-16",6.16
"577","2009-04-17",6.19
"578","2009-04-20",6.03
"579","2009-04-21",5.96
"580","2009-04-22",6.65
"581","2009-04-23",6.2
"582","2009-04-24",6.16
"583","2009-04-27",6.09
"584","2009-04-28",6.08
"585","2009-04-29",6.24
"586","2009-04-30",6.2
"587","2009-05-01",5.95
"588","2009-05-04",6.14
"589","2009-05-05",6.79
"590","2009-05-06",6.69
"591","2009-05-07",6.33
"592","2009-05-08",6.45
"593","2009-05-11",6.5
"594","2009-05-12",6.23
"595","2009-05-13",6.17
"596","2009-05-14",6.11
"597","2009-05-15",6
"598","2009-05-18",6.21
"599","2009-05-19",6.27
"600","2009-05-20",6.1
"601","2009-05-21",6.17
"602","2009-05-22",6.17
"603","2009-05-26",6.39
"604","2009-05-27",6.29
"605","2009-05-28",7.06
"606","2009-05-29",7.29
"607","2009-06-01",7.89
"608","2009-06-02",8.29
"609","2009-06-03",8.1
"610","2009-06-04",8.14
"611","2009-06-05",8.29
"612","2009-06-08",8.11
"613","2009-06-09",8.31
"614","2009-06-10",8.17
"615","2009-06-11",7.7
"616","2009-06-12",7.53
"617","2009-06-15",7.74
"618","2009-06-16",7.32
"619","2009-06-17",7.23
"620","2009-06-18",7.23
"621","2009-06-19",7.29
"622","2009-06-22",6.71
"623","2009-06-23",7.03
"624","2009-06-24",7.28
"625","2009-06-25",7.34
"626","2009-06-26",8.26
"627","2009-06-29",8.2
"628","2009-06-30",8.44
"629","2009-07-01",8.4
"630","2009-07-02",8.1
"631","2009-07-06",8.06
"632","2009-07-07",7.82
"633","2009-07-08",7.42
"634","2009-07-09",7.44
"635","2009-07-10",7.4
"636","2009-07-13",7.42
"637","2009-07-14",7.44
"638","2009-07-15",7.49
"639","2009-07-16",7.36
"640","2009-07-17",7.96
"641","2009-07-20",8
"642","2009-07-21",8.12
"643","2009-07-22",8.07
"644","2009-07-23",8.1
"645","2009-07-24",8.32
"646","2009-07-27",8.28
"647","2009-07-28",7.85
"648","2009-07-29",7.77
"649","2009-07-30",7.91
"650","2009-07-31",7.78
"651","2009-08-03",7.74
"652","2009-08-04",7.96
"653","2009-08-05",7.88
"654","2009-08-06",7.55
"655","2009-08-07",7.19
"656","2009-08-10",7.33
"657","2009-08-11",7.25
"658","2009-08-12",7.26
"659","2009-08-13",7.21
"660","2009-08-14",7
"661","2009-08-17",6.78
"662","2009-08-18",7.09
"663","2009-08-19",7.69
"664","2009-08-20",7.58
"665","2009-08-21",7.7
"666","2009-08-24",7.69
"667","2009-08-25",7.73
"668","2009-08-26",7.62
"669","2009-08-27",7.58
"670","2009-08-28",7.52
"671","2009-08-31",7.32
"672","2009-09-01",6.4
"673","2009-09-02",6.72
"674","2009-09-03",6.63
"675","2009-09-04",7.51
"676","2009-09-08",7.88
"677","2009-09-09",8.07
"678","2009-09-10",8.28
"679","2009-09-11",8.17
"680","2009-09-14",7.9
"681","2009-09-15",8.1
"682","2009-09-16",8.11
"683","2009-09-17",7.82
"684","2009-09-18",7.7
"685","2009-09-21",8.39
"686","2009-09-22",8.25
"687","2009-09-23",8.1
"688","2009-09-24",7.88
"689","2009-09-25",7.82
"690","2009-09-28",8.11
"691","2009-09-29",8.07
"692","2009-09-30",7.89
"693","2009-10-01",7.27
"694","2009-10-02",7.34
"695","2009-10-05",7.66
"696","2009-10-06",7.85
"697","2009-10-07",7.72
"698","2009-10-08",7.61
"699","2009-10-09",7.72
"700","2009-10-12",7.68
"701","2009-10-13",7.47
"702","2009-10-14",7.68
"703","2009-10-15",7.75
"704","2009-10-16",7.54
"705","2009-10-19",7.4
"706","2009-10-20",7.15
"707","2009-10-21",7.2
"708","2009-10-22",7.09
"709","2009-10-23",6.99
"710","2009-10-26",6.9
"711","2009-10-27",6.76
"712","2009-10-28",6.23
"713","2009-10-29",6.46
"714","2009-10-30",6.38
"715","2009-11-02",6.28
"716","2009-11-03",6.42
"717","2009-11-04",6.61
"718","2009-11-05",7.07
"719","2009-11-06",6.98
"720","2009-11-09",6.89
"721","2009-11-10",6.94
"722","2009-11-11",7.1
"723","2009-11-12",6.83
"724","2009-11-13",6.84
"725","2009-11-16",7.23
"726","2009-11-17",7.1
"727","2009-11-18",6.99
"728","2009-11-19",6.84
"729","2009-11-20",7.2
"730","2009-11-23",7.59
"731","2009-11-24",8.4
"732","2009-11-25",8.65
"733","2009-11-27",9.1
"734","2009-11-30",9.05
"735","2009-12-01",8.98
"736","2009-12-02",9.32
"737","2009-12-03",9
"738","2009-12-04",9.06
"739","2009-12-07",8.97
"740","2009-12-08",8.63
"741","2009-12-09",8.66
"742","2009-12-10",7.32
"743","2009-12-11",5.24
"744","2009-12-14",6.01
"745","2009-12-15",5.95
"746","2009-12-16",6.31
"747","2009-12-17",6.06
"748","2009-12-18",6.23
"749","2009-12-21",6.14
"750","2009-12-22",6.07
"751","2009-12-23",6
"752","2009-12-24",5.95
"753","2009-12-28",5.75
"754","2009-12-29",5.59
"755","2009-12-30",5.98
"756","2009-12-31",5.8
"757","2010-01-04",6.08
"758","2010-01-05",6.28
"759","2010-01-06",6.79
"760","2010-01-07",6.75
"761","2010-01-08",6.79
"762","2010-01-11",6.58
"763","2010-01-12",6.31
"764","2010-01-13",6.22
"765","2010-01-14",6.12
"766","2010-01-15",5.94
"767","2010-01-19",6.2
"768","2010-01-20",6.23
"769","2010-01-21",5.95
"770","2010-01-22",5.91
"771","2010-01-25",5.92
"772","2010-01-26",6.1
"773","2010-01-27",6.2
"774","2010-01-28",6.42
"775","2010-01-29",6.24
"776","2010-02-01",6.16
"777","2010-02-02",6.14
"778","2010-02-03",5.9
"779","2010-02-04",5.51
"780","2010-02-05",5.96
"781","2010-02-08",5.73
"782","2010-02-09",5.74
"783","2010-02-10",5.89
"784","2010-02-11",5.96
"785","2010-02-12",5.98
"786","2010-02-16",6.15
"787","2010-02-17",6.2
"788","2010-02-18",6.3
"789","2010-02-19",6.56
"790","2010-02-22",6.39
"791","2010-02-23",6.36
"792","2010-02-24",6.47
"793","2010-02-25",6.65
"794","2010-02-26",6.62
"795","2010-03-01",6.68
"796","2010-03-02",6.79
"797","2010-03-03",7
"798","2010-03-04",7.02
"799","2010-03-05",6.96
"800","2010-03-08",6.96
"801","2010-03-09",6.98
"802","2010-03-10",7.13
"803","2010-03-11",7.46
"804","2010-03-12",7.43
"805","2010-03-15",7.33
"806","2010-03-16",7.24
"807","2010-03-17",7.2
"808","2010-03-18",7.18
"809","2010-03-19",6.99
"810","2010-03-22",7.11
"811","2010-03-23",7.14
"812","2010-03-24",7.07
"813","2010-03-25",6.89
"814","2010-03-26",6.79
"815","2010-03-29",6.64
"816","2010-03-30",6.58
"817","2010-03-31",6.63
"818","2010-04-01",6.47
"819","2010-04-05",6.71
"820","2010-04-06",6.75
"821","2010-04-07",6.7
"822","2010-04-08",6.75
"823","2010-04-09",6.58
"824","2010-04-12",6.56
"825","2010-04-13",6.41
"826","2010-04-14",6.71
"827","2010-04-15",6.7
"828","2010-04-16",6.57
"829","2010-04-19",6.4
"830","2010-04-20",6.58
"831","2010-04-21",6.6
"832","2010-04-22",7.07
"833","2010-04-23",6.88
"834","2010-04-26",6.99
"835","2010-04-27",6.99
"836","2010-04-28",6.88
"837","2010-04-29",6.9
"838","2010-04-30",6.87
"839","2010-05-03",7
"840","2010-05-04",6.87
"841","2010-05-05",6.9
"842","2010-05-06",6.95
"843","2010-05-07",7
"844","2010-05-10",7.37
"845","2010-05-11",7.49
"846","2010-05-12",7.62
"847","2010-05-13",7.71
"848","2010-05-14",7.8
"849","2010-05-17",7.75
"850","2010-05-18",7.55
"851","2010-05-19",7.5
"852","2010-05-20",7.07
"853","2010-05-21",7.23
"854","2010-05-24",6.84
"855","2010-05-25",7.13
"856","2010-05-26",6.76
"857","2010-05-27",7.09
"858","2010-05-28",6.95
"859","2010-06-01",6.69
"860","2010-06-02",6.99
"861","2010-06-03",6.99
"862","2010-06-04",6.66
"863","2010-06-07",6.35
"864","2010-06-08",6.15
"865","2010-06-09",6.24
"866","2010-06-10",6.46
"867","2010-06-11",6.51
"868","2010-06-14",6.64
"869","2010-06-15",6.89
"870","2010-06-16",6.82
"871","2010-06-17",6.84
"872","2010-06-18",6.8
"873","2010-06-21",6.69
"874","2010-06-22",6.64
"875","2010-06-23",6.87
"876","2010-06-24",6.57
"877","2010-06-25",7.36
"878","2010-06-28",7.75
"879","2010-06-29",7.69
"880","2010-06-30",7.7
"881","2010-07-01",7.6
"882","2010-07-02",7.65
"883","2010-07-06",7.76
"884","2010-07-07",7.65
"885","2010-07-08",7.92
"886","2010-07-09",8.04
"887","2010-07-12",7.93
"888","2010-07-13",8.05
"889","2010-07-14",8.01
"890","2010-07-15",8.06
"891","2010-07-16",7.92
"892","2010-07-19",7.79
"893","2010-07-20",7.83
"894","2010-07-21",7.56
"895","2010-07-22",7.63
"896","2010-07-23",7.84
"897","2010-07-26",8.06
"898","2010-07-27",8.45
"899","2010-07-28",8.29
"900","2010-07-29",8.28
"901","2010-07-30",8.38
"902","2010-08-02",8.46
"903","2010-08-03",8.49
"904","2010-08-04",8.48
"905","2010-08-05",8.37
"906","2010-08-06",8.52
"907","2010-08-09",8.79
"908","2010-08-10",8.65
"909","2010-08-11",8.33
"910","2010-08-12",8.33
"911","2010-08-13",7.94
"912","2010-08-16",8.01
"913","2010-08-17",7.96
"914","2010-08-18",7.86
"915","2010-08-19",7.65
"916","2010-08-20",7.6
"917","2010-08-23",7.37
"918","2010-08-24",7.32
"919","2010-08-25",7.52
"920","2010-08-26",7.5
"921","2010-08-27",7.73
"922","2010-08-30",7.53
"923","2010-08-31",7.5
"924","2010-09-01",7.73
"925","2010-09-02",7.77
"926","2010-09-03",7.73
"927","2010-09-07",7.6
"928","2010-09-08",7.7
"929","2010-09-09",7.6
"930","2010-09-10",8.35
"931","2010-09-13",8.76
"932","2010-09-14",8.86
"933","2010-09-15",8.85
"934","2010-09-16",8.64
"935","2010-09-17",9.1
"936","2010-09-20",8.84
"937","2010-09-21",8.65
"938","2010-09-22",8.32
"939","2010-09-23",8.4
"940","2010-09-24",8.79
"941","2010-09-27",8.74
"942","2010-09-28",8.35
"943","2010-09-29",8.35
"944","2010-09-30",8.46
"945","2010-10-01",8.12
"946","2010-10-04",7.98
"947","2010-10-05",8.37
"948","2010-10-06",8.3
"949","2010-10-07",8.39
"950","2010-10-08",8.49
"951","2010-10-11",8.41
"952","2010-10-12",8.56
"953","2010-10-13",12.47
"954","2010-10-14",12.84
"955","2010-10-15",13.23
"956","2010-10-18",14.06
"957","2010-10-19",14.1
"958","2010-10-20",13.75
"959","2010-10-21",13.28
"960","2010-10-22",13.78
"961","2010-10-25",13.71
"962","2010-10-26",13.82
"963","2010-10-27",13.52
"964","2010-10-28",13.33
"965","2010-10-29",13.25
"966","2010-11-01",13.25
"967","2010-11-02",13.55
"968","2010-11-03",12.89
"969","2010-11-04",13.48
"970","2010-11-05",13.22
"971","2010-11-08",12.92
"972","2010-11-09",12.2
"973","2010-11-10",12.26
"974","2010-11-11",12.19
"975","2010-11-12",12.1
"976","2010-11-15",12
"977","2010-11-16",11.71
"978","2010-11-17",11.27
"979","2010-11-18",12.68
"980","2010-11-19",12.35
"981","2010-11-22",12.82
"982","2010-11-23",12.6
"983","2010-11-24",12.99
"984","2010-11-26",12.85
"985","2010-11-29",12.59
"986","2010-11-30",12.6
"987","2010-12-01",12.43
"988","2010-12-02",12.55
"989","2010-12-03",12.7
"990","2010-12-06",12.61
"991","2010-12-07",12.61
"992","2010-12-08",12.65
"993","2010-12-09",12.65
"994","2010-12-10",12.72
"995","2010-12-13",12.74
"996","2010-12-14",12.85
"997","2010-12-15",13.5
"998","2010-12-16",13.5
"999","2010-12-17",13.36
"1000","2010-12-20",13.53
"1001","2010-12-21",13.75
"1002","2010-12-22",13.32
