"","date","HSIC"
"1","2007-01-03",19.172548
"2","2007-01-04",19.17647
"3","2007-01-05",18.984314
"4","2007-01-08",18.890196
"5","2007-01-09",18.274509
"6","2007-01-10",18.313726
"7","2007-01-11",18.274509
"8","2007-01-12",18.145098
"9","2007-01-16",18.192158
"10","2007-01-17",18.498039
"11","2007-01-18",18.490196
"12","2007-01-19",18.807842
"13","2007-01-22",18.90196
"14","2007-01-23",19.043137
"15","2007-01-24",19.200001
"16","2007-01-25",19.407843
"17","2007-01-26",19.541176
"18","2007-01-29",19.670588
"19","2007-01-30",19.878431
"20","2007-01-31",19.909803
"21","2007-02-01",20.062746
"22","2007-02-02",20.101961
"23","2007-02-05",20.152941
"24","2007-02-06",20.227451
"25","2007-02-07",20.403921
"26","2007-02-08",20.490196
"27","2007-02-09",20.407843
"28","2007-02-12",20.274509
"29","2007-02-13",20.376471
"30","2007-02-14",20.486275
"31","2007-02-15",20.55294
"32","2007-02-16",20.55294
"33","2007-02-20",20.592157
"34","2007-02-21",21.207844
"35","2007-02-22",20.972549
"36","2007-02-23",21.121569
"37","2007-02-26",21.043137
"38","2007-02-27",20.631372
"39","2007-02-28",20.458824
"40","2007-03-01",20.290195
"41","2007-03-02",20.156862
"42","2007-03-05",20.090197
"43","2007-03-06",20.164705
"44","2007-03-07",20.231373
"45","2007-03-08",20.305882
"46","2007-03-09",20.309803
"47","2007-03-12",20.341177
"48","2007-03-13",19.988235
"49","2007-03-14",20.113726
"50","2007-03-15",20.345098
"51","2007-03-16",20.439217
"52","2007-03-19",20.545097
"53","2007-03-20",20.819609
"54","2007-03-21",20.854902
"55","2007-03-22",21.074511
"56","2007-03-23",21.215687
"57","2007-03-26",21.247059
"58","2007-03-27",21.254902
"59","2007-03-28",21.419607
"60","2007-03-29",21.494118
"61","2007-03-30",21.639215
"62","2007-04-02",21.745098
"63","2007-04-03",21.717648
"64","2007-04-04",21.627451
"65","2007-04-05",21.549019
"66","2007-04-09",21.611765
"67","2007-04-10",21.643137
"68","2007-04-11",21.470589
"69","2007-04-12",21.603922
"70","2007-04-13",21.705883
"71","2007-04-16",21.921568
"72","2007-04-17",21.09804
"73","2007-04-18",20.862745
"74","2007-04-19",21.141176
"75","2007-04-20",20.678431
"76","2007-04-23",20.925489
"77","2007-04-24",20.90196
"78","2007-04-25",21.062746
"79","2007-04-26",20.784313
"80","2007-04-27",20.623529
"81","2007-04-30",20.443138
"82","2007-05-01",20.6
"83","2007-05-02",20.87451
"84","2007-05-03",20.803921
"85","2007-05-04",21.309803
"86","2007-05-07",21.341177
"87","2007-05-08",20.886274
"88","2007-05-09",20.996078
"89","2007-05-10",20.654902
"90","2007-05-11",20.721569
"91","2007-05-14",20.596079
"92","2007-05-15",20.529411
"93","2007-05-16",20.603922
"94","2007-05-17",20.392157
"95","2007-05-18",20.549019
"96","2007-05-21",20.607843
"97","2007-05-22",20.819609
"98","2007-05-23",20.788235
"99","2007-05-24",20.513725
"100","2007-05-25",20.541176
"101","2007-05-29",20.529411
"102","2007-05-30",20.733334
"103","2007-05-31",20.992157
"104","2007-06-01",21.180391
"105","2007-06-04",21.043137
"106","2007-06-05",20.937254
"107","2007-06-06",20.799999
"108","2007-06-07",20.721569
"109","2007-06-08",20.760784
"110","2007-06-11",20.596079
"111","2007-06-12",20.568628
"112","2007-06-13",20.635294
"113","2007-06-14",20.815687
"114","2007-06-15",21.074511
"115","2007-06-18",21.011765
"116","2007-06-19",21.043137
"117","2007-06-20",21.145098
"118","2007-06-21",21.035294
"119","2007-06-22",20.717648
"120","2007-06-25",20.709805
"121","2007-06-26",20.890196
"122","2007-06-27",21.133333
"123","2007-06-28",21.039215
"124","2007-06-29",20.952942
"125","2007-07-02",21.337255
"126","2007-07-03",21.486275
"127","2007-07-05",21.4
"128","2007-07-06",21.537254
"129","2007-07-09",21.709805
"130","2007-07-10",21.470589
"131","2007-07-11",21.505882
"132","2007-07-12",21.87451
"133","2007-07-13",22.031372
"134","2007-07-16",21.796078
"135","2007-07-17",21.870588
"136","2007-07-18",21.850981
"137","2007-07-19",21.803921
"138","2007-07-20",21.607843
"139","2007-07-23",21.737255
"140","2007-07-24",21.768627
"141","2007-07-25",21.925489
"142","2007-07-26",21.513725
"143","2007-07-27",21.243137
"144","2007-07-30",21.69804
"145","2007-07-31",21.309803
"146","2007-08-01",21.603922
"147","2007-08-02",21.827452
"148","2007-08-03",21.501961
"149","2007-08-06",22.235294
"150","2007-08-07",23.764706
"151","2007-08-08",23.847059
"152","2007-08-09",23.780392
"153","2007-08-10",22.682352
"154","2007-08-13",22.705883
"155","2007-08-14",22.329412
"156","2007-08-15",21.882353
"157","2007-08-16",21.941177
"158","2007-08-17",22.270588
"159","2007-08-20",22.549019
"160","2007-08-21",22.717648
"161","2007-08-22",22.764706
"162","2007-08-23",22.57255
"163","2007-08-24",22.862745
"164","2007-08-27",22.792156
"165","2007-08-28",22.494118
"166","2007-08-29",22.717648
"167","2007-08-30",22.764706
"168","2007-08-31",22.819609
"169","2007-09-04",22.82353
"170","2007-09-05",22.501961
"171","2007-09-06",22.658823
"172","2007-09-07",22.549019
"173","2007-09-10",22.313726
"174","2007-09-11",22.498039
"175","2007-09-12",22.807842
"176","2007-09-13",23.160784
"177","2007-09-14",23.333334
"178","2007-09-17",23.305882
"179","2007-09-18",23.435293
"180","2007-09-19",23.360785
"181","2007-09-20",23.278431
"182","2007-09-21",23.325491
"183","2007-09-24",23.227451
"184","2007-09-25",23.666666
"185","2007-09-26",23.752941
"186","2007-09-27",23.937254
"187","2007-09-28",23.858824
"188","2007-10-01",24.435293
"189","2007-10-02",24.607843
"190","2007-10-03",24.643137
"191","2007-10-04",24.513725
"192","2007-10-05",24.764706
"193","2007-10-08",24.745098
"194","2007-10-09",24.784313
"195","2007-10-10",24.835295
"196","2007-10-11",24.443138
"197","2007-10-12",24.682352
"198","2007-10-15",24.266666
"199","2007-10-16",24.341177
"200","2007-10-17",24.156862
"201","2007-10-18",24.533333
"202","2007-10-19",24.129412
"203","2007-10-22",24.549019
"204","2007-10-23",24.207844
"205","2007-10-24",24.254902
"206","2007-10-25",23.239216
"207","2007-10-26",22.941177
"208","2007-10-29",23.47451
"209","2007-10-30",22.835295
"210","2007-10-31",23.490196
"211","2007-11-01",24.058823
"212","2007-11-02",24.458824
"213","2007-11-05",24.505882
"214","2007-11-06",24.239216
"215","2007-11-07",23.69804
"216","2007-11-08",23.631372
"217","2007-11-09",23.172548
"218","2007-11-12",23.529411
"219","2007-11-13",23.09804
"220","2007-11-14",22.674509
"221","2007-11-15",22.784313
"222","2007-11-16",22.850981
"223","2007-11-19",22.909803
"224","2007-11-20",22.780392
"225","2007-11-21",22.094118
"226","2007-11-23",22.160784
"227","2007-11-26",21.870588
"228","2007-11-27",22.670588
"229","2007-11-28",22.921568
"230","2007-11-29",22.843138
"231","2007-11-30",23.196079
"232","2007-12-03",22.521568
"233","2007-12-04",22.788235
"234","2007-12-05",23.17647
"235","2007-12-06",23.686274
"236","2007-12-07",23.941177
"237","2007-12-10",24.22353
"238","2007-12-11",23.858824
"239","2007-12-12",23.894117
"240","2007-12-13",24.254902
"241","2007-12-14",23.933332
"242","2007-12-17",23.278431
"243","2007-12-18",23.811764
"244","2007-12-19",23.592157
"245","2007-12-20",23.831373
"246","2007-12-21",24.266666
"247","2007-12-24",24.478432
"248","2007-12-26",24.501961
"249","2007-12-27",24.325491
"250","2007-12-28",24.333334
"251","2007-12-31",24.078432
"252","2008-01-02",23.243137
"253","2008-01-03",23.356863
"254","2008-01-04",23.105883
"255","2008-01-07",23.113726
"256","2008-01-08",23.615686
"257","2008-01-09",23.933332
