"","date","SCWX"
"1089","2020-08-17",12.44
"1090","2020-08-18",12.44
"1091","2020-08-19",12.26
"1092","2020-08-20",12.29
"1093","2020-08-21",12
"1094","2020-08-24",12.26
"1095","2020-08-25",12.19
"1096","2020-08-26",12.37
"1097","2020-08-27",12.18
"1098","2020-08-28",12.8
"1099","2020-08-31",12.93
"1100","2020-09-01",13.37
"1101","2020-09-02",13.18
"1102","2020-09-03",12.55
"1103","2020-09-04",11.97
"1104","2020-09-08",11.74
"1105","2020-09-09",12.49
"1106","2020-09-10",12.06
"1107","2020-09-11",11.88
"1108","2020-09-14",12.11
"1109","2020-09-15",12.03
"1110","2020-09-16",12.06
"1111","2020-09-17",11.77
"1112","2020-09-18",12.48
"1113","2020-09-21",11.95
"1114","2020-09-22",12
"1115","2020-09-23",11.54
"1116","2020-09-24",12.47
"1117","2020-09-25",11.68
"1118","2020-09-28",11.81
"1119","2020-09-29",11.65
"1120","2020-09-30",11.39
"1121","2020-10-01",11.76
"1122","2020-10-02",11.5
"1123","2020-10-05",11.54
"1124","2020-10-06",11.27
"1125","2020-10-07",11.69
"1126","2020-10-08",11.56
"1127","2020-10-09",11.78
"1128","2020-10-12",11.97
"1129","2020-10-13",12.08
"1130","2020-10-14",11.82
"1131","2020-10-15",12.05
"1132","2020-10-16",11.7
"1133","2020-10-19",11.58
"1134","2020-10-20",11.3
"1135","2020-10-21",11.16
"1136","2020-10-22",11.28
"1137","2020-10-23",11.12
"1138","2020-10-26",10.9
"1139","2020-10-27",10.6
"1140","2020-10-28",10.28
"1141","2020-10-29",10.17
"1142","2020-10-30",10.4
"1143","2020-11-02",10.56
"1144","2020-11-03",10.75
"1145","2020-11-04",10.5
"1146","2020-11-05",10.67
"1147","2020-11-06",10.41
"1148","2020-11-09",11.2
"1149","2020-11-10",11.11
"1150","2020-11-11",11.05
"1151","2020-11-12",10.86
"1152","2020-11-13",11.23
"1153","2020-11-16",11.56
"1154","2020-11-17",11.39
"1155","2020-11-18",11.25
"1156","2020-11-19",11.66
"1157","2020-11-20",11.36
"1158","2020-11-23",11.48
"1159","2020-11-24",11.95
"1160","2020-11-25",11.25
"1161","2020-11-27",11.64
