"","date","BKNG"
"1","2007-01-03",43.970001
"2","2007-01-04",44.439999
"3","2007-01-05",43.869999
"4","2007-01-08",43.759998
"5","2007-01-09",44.060001
"6","2007-01-10",44.84
"7","2007-01-11",44.650002
"8","2007-01-12",44.5
"9","2007-01-16",44.549999
"10","2007-01-17",44.029999
"11","2007-01-18",43.150002
"12","2007-01-19",42.990002
"13","2007-01-22",42.740002
"14","2007-01-23",42.720001
"15","2007-01-24",43.09
"16","2007-01-25",42.380001
"17","2007-01-26",42.290001
"18","2007-01-29",42.57
"19","2007-01-30",42.700001
"20","2007-01-31",42.619999
"21","2007-02-01",43.169998
"22","2007-02-02",44.009998
"23","2007-02-05",44.560001
"24","2007-02-06",44.580002
"25","2007-02-07",45.639999
"26","2007-02-08",45
"27","2007-02-09",45.59
"28","2007-02-12",45.93
"29","2007-02-13",50.799999
"30","2007-02-14",51.009998
"31","2007-02-15",50.82
"32","2007-02-16",51.869999
"33","2007-02-20",53.5
"34","2007-02-21",54.16
"35","2007-02-22",53.619999
"36","2007-02-23",54
"37","2007-02-26",53.759998
"38","2007-02-27",52.279999
"39","2007-02-28",52.41
"40","2007-03-01",53.16
"41","2007-03-02",51.93
"42","2007-03-05",51.32
"43","2007-03-06",52.02
"44","2007-03-07",52.150002
"45","2007-03-08",52.810001
"46","2007-03-09",52.27
"47","2007-03-12",52.889999
"48","2007-03-13",51.34
"49","2007-03-14",51.77
"50","2007-03-15",51.66
"51","2007-03-16",51.709999
"52","2007-03-19",52.330002
"53","2007-03-20",53.349998
"54","2007-03-21",53.98
"55","2007-03-22",55.259998
"56","2007-03-23",54.200001
"57","2007-03-26",53.610001
"58","2007-03-27",52.939999
"59","2007-03-28",52.419998
"60","2007-03-29",52.59
"61","2007-03-30",53.259998
"62","2007-04-02",54.540001
"63","2007-04-03",54.349998
"64","2007-04-04",54.41
"65","2007-04-05",54.540001
"66","2007-04-09",54.209999
"67","2007-04-10",54.889999
"68","2007-04-11",55.27
"69","2007-04-12",55.07
"70","2007-04-13",55.57
"71","2007-04-16",56.299999
"72","2007-04-17",56.740002
"73","2007-04-18",56.169998
"74","2007-04-19",54.439999
"75","2007-04-20",54.389999
"76","2007-04-23",54.310001
"77","2007-04-24",54.720001
"78","2007-04-25",55.389999
"79","2007-04-26",57.099998
"80","2007-04-27",57
"81","2007-04-30",55.639999
"82","2007-05-01",56.619999
"83","2007-05-02",56.459999
"84","2007-05-03",57.5
"85","2007-05-04",62.360001
"86","2007-05-07",62.540001
"87","2007-05-08",64.050003
"88","2007-05-09",58.279999
"89","2007-05-10",56.52
"90","2007-05-11",56.75
"91","2007-05-14",55.759998
"92","2007-05-15",54.610001
"93","2007-05-16",55.220001
"94","2007-05-17",57.34
"95","2007-05-18",60.889999
"96","2007-05-21",60.279999
"97","2007-05-22",61.07
"98","2007-05-23",61.5
"99","2007-05-24",59.689999
"100","2007-05-25",60.360001
"101","2007-05-29",60.939999
"102","2007-05-30",60.419998
"103","2007-05-31",61.84
"104","2007-06-01",61.57
"105","2007-06-04",62.23
"106","2007-06-05",61.700001
"107","2007-06-06",61.040001
"108","2007-06-07",59.330002
"109","2007-06-08",59.310001
"110","2007-06-11",60.279999
"111","2007-06-12",61.400002
"112","2007-06-13",61.689999
"113","2007-06-14",63.029999
"114","2007-06-15",64.949997
"115","2007-06-18",64.190002
"116","2007-06-19",66.419998
"117","2007-06-20",65.699997
"118","2007-06-21",65.849998
"119","2007-06-22",64.849998
"120","2007-06-25",64.5
"121","2007-06-26",64.160004
"122","2007-06-27",64.860001
"123","2007-06-28",64.269997
"124","2007-06-29",68.739998
"125","2007-07-02",68.309998
"126","2007-07-03",68.059998
"127","2007-07-05",69.32
"128","2007-07-06",70.830002
"129","2007-07-09",70.25
"130","2007-07-10",67.459999
"131","2007-07-11",68.510002
"132","2007-07-12",68.699997
"133","2007-07-13",69.290001
"134","2007-07-16",67.970001
"135","2007-07-17",67.779999
"136","2007-07-18",68.510002
"137","2007-07-19",70.010002
"138","2007-07-20",70.68
"139","2007-07-23",68.529999
"140","2007-07-24",67.080002
"141","2007-07-25",66.849998
"142","2007-07-26",64.879997
"143","2007-07-27",62.939999
"144","2007-07-30",64.82
"145","2007-07-31",63.799999
"146","2007-08-01",62.27
"147","2007-08-02",64.099998
"148","2007-08-03",61.560001
"149","2007-08-06",61.720001
"150","2007-08-07",65.089996
"151","2007-08-08",79.559998
"152","2007-08-09",75.980003
"153","2007-08-10",76.82
"154","2007-08-13",77.650002
"155","2007-08-14",73.529999
"156","2007-08-15",75.370003
"157","2007-08-16",72.400002
"158","2007-08-17",73.309998
"159","2007-08-20",75.830002
"160","2007-08-21",77.199997
"161","2007-08-22",79.169998
"162","2007-08-23",80.980003
"163","2007-08-24",81.400002
"164","2007-08-27",80.889999
"165","2007-08-28",76.620003
"166","2007-08-29",78.599998
"167","2007-08-30",79.260002
"168","2007-08-31",82.980003
"169","2007-09-04",82.160004
"170","2007-09-05",81.18
"171","2007-09-06",82.440002
"172","2007-09-07",77.910004
"173","2007-09-10",76.459999
"174","2007-09-11",81.43
"175","2007-09-12",83.349998
"176","2007-09-13",86.169998
"177","2007-09-14",86.660004
"178","2007-09-17",86.970001
"179","2007-09-18",89.949997
"180","2007-09-19",89.870003
"181","2007-09-20",86.779999
"182","2007-09-21",89.32
"183","2007-09-24",87.580002
"184","2007-09-25",89.470001
