"","date","CMTL"
"1","2007-01-03",38.810001
"2","2007-01-04",39.189999
"3","2007-01-05",38.34
"4","2007-01-08",37.82
"5","2007-01-09",37.240002
"6","2007-01-10",37.34
"7","2007-01-11",37.799999
"8","2007-01-12",37.68
"9","2007-01-16",37.290001
"10","2007-01-17",36.5
"11","2007-01-18",35.790001
"12","2007-01-19",36.139999
"13","2007-01-22",35.860001
"14","2007-01-23",35.720001
"15","2007-01-24",35.82
"16","2007-01-25",35.16
"17","2007-01-26",35
"18","2007-01-29",35.119999
"19","2007-01-30",35.139999
"20","2007-01-31",36
"21","2007-02-01",35.299999
"22","2007-02-02",35.470001
"23","2007-02-05",35.380001
"24","2007-02-06",35.540001
"25","2007-02-07",35.799999
"26","2007-02-08",35.959999
"27","2007-02-09",35.25
"28","2007-02-12",35
"29","2007-02-13",35.23
"30","2007-02-14",35.41
"31","2007-02-15",35.369999
"32","2007-02-16",35.23
"33","2007-02-20",35.82
"34","2007-02-21",36.34
"35","2007-02-22",36.529999
"36","2007-02-23",36.43
"37","2007-02-26",35.759998
"38","2007-02-27",34.799999
"39","2007-02-28",34.349998
"40","2007-03-01",34.330002
"41","2007-03-02",34
"42","2007-03-05",33.209999
"43","2007-03-06",33.75
"44","2007-03-07",34.619999
"45","2007-03-08",35.380001
"46","2007-03-09",35.889999
"47","2007-03-12",37.09
"48","2007-03-13",36.540001
"49","2007-03-14",37.029999
"50","2007-03-15",36.91
"51","2007-03-16",36.91
"52","2007-03-19",36.91
"53","2007-03-20",37.169998
"54","2007-03-21",37.400002
"55","2007-03-22",37.310001
"56","2007-03-23",37.560001
"57","2007-03-26",38.09
"58","2007-03-27",38.09
"59","2007-03-28",38.189999
"60","2007-03-29",38.060001
"61","2007-03-30",38.73
"62","2007-04-02",38.689999
"63","2007-04-03",39.349998
"64","2007-04-04",39.16
"65","2007-04-05",38.830002
"66","2007-04-09",39.459999
"67","2007-04-10",39.900002
"68","2007-04-11",38.830002
"69","2007-04-12",39.189999
"70","2007-04-13",39.48
"71","2007-04-16",40.029999
"72","2007-04-17",40.119999
"73","2007-04-18",40.009998
"74","2007-04-19",39.57
"75","2007-04-20",39.740002
"76","2007-04-23",39.810001
"77","2007-04-24",39.860001
"78","2007-04-25",39.900002
"79","2007-04-26",39.950001
"80","2007-04-27",39.57
"81","2007-04-30",37.849998
"82","2007-05-01",38.970001
"83","2007-05-02",39.75
"84","2007-05-03",39.599998
"85","2007-05-04",39.75
"86","2007-05-07",39.700001
"87","2007-05-08",41.779999
"88","2007-05-09",42.689999
"89","2007-05-10",42.5
"90","2007-05-11",42.59
"91","2007-05-14",42.919998
"92","2007-05-15",43.25
"93","2007-05-16",44.029999
"94","2007-05-17",44.139999
"95","2007-05-18",44.650002
"96","2007-05-21",45.299999
"97","2007-05-22",45.689999
"98","2007-05-23",44.580002
"99","2007-05-24",43.369999
"100","2007-05-25",44.16
"101","2007-05-29",44.32
"102","2007-05-30",44.279999
"103","2007-05-31",44.77
"104","2007-06-01",44.889999
"105","2007-06-04",45.040001
"106","2007-06-05",44.75
"107","2007-06-06",44.93
"108","2007-06-07",40.73
"109","2007-06-08",41.639999
"110","2007-06-11",41.5
"111","2007-06-12",42.73
"112","2007-06-13",42.810001
"113","2007-06-14",43
"114","2007-06-15",42.900002
"115","2007-06-18",42.580002
"116","2007-06-19",44
"117","2007-06-20",44.049999
"118","2007-06-21",44.869999
"119","2007-06-22",44.029999
"120","2007-06-25",43.599998
"121","2007-06-26",45.040001
"122","2007-06-27",44.490002
"123","2007-06-28",46.490002
"124","2007-06-29",46.419998
"125","2007-07-02",46.919998
"126","2007-07-03",47.099998
"127","2007-07-05",47
"128","2007-07-06",48.110001
"129","2007-07-09",48.369999
"130","2007-07-10",47.43
"131","2007-07-11",47.299999
"132","2007-07-12",47.419998
"133","2007-07-13",47.32
"134","2007-07-16",46.900002
"135","2007-07-17",47.68
"136","2007-07-18",47.549999
"137","2007-07-19",48.27
"138","2007-07-20",47.029999
"139","2007-07-23",47.330002
"140","2007-07-24",46.470001
"141","2007-07-25",46.02
"142","2007-07-26",43.560001
"143","2007-07-27",42.869999
"144","2007-07-30",43.799999
"145","2007-07-31",43.470001
"146","2007-08-01",43.619999
"147","2007-08-02",44.23
"148","2007-08-03",42.18
"149","2007-08-06",42.650002
"150","2007-08-07",42.470001
"151","2007-08-08",40.34
"152","2007-08-09",37.459999
"153","2007-08-10",42.650002
"154","2007-08-13",41.77
"155","2007-08-14",41.009998
"156","2007-08-15",40.529999
"157","2007-08-16",40.939999
"158","2007-08-17",41.790001
"159","2007-08-20",42.119999
"160","2007-08-21",41.790001
"161","2007-08-22",41.779999
"162","2007-08-23",41.98
"163","2007-08-24",42.389999
"164","2007-08-27",42.02
"165","2007-08-28",40.950001
"166","2007-08-29",41.830002
