"","date","CABO"
"1","2015-06-11",399.839996
"2","2015-06-12",376.910004
"3","2015-06-15",376.910004
"4","2015-06-16",376.910004
"5","2015-06-17",395
"6","2015-06-18",396
"7","2015-06-19",397.200012
"8","2015-06-22",420
"9","2015-06-23",430
"10","2015-06-24",430
"11","2015-06-25",430
"12","2015-06-26",430
"13","2015-06-29",430
"14","2015-06-30",425.5
"15","2015-07-01",399
"16","2015-07-02",399.709991
"17","2015-07-06",395.75
"18","2015-07-07",393.809998
"19","2015-07-08",380.5
"20","2015-07-09",382.730011
"21","2015-07-10",383.799988
"22","2015-07-13",387.899994
"23","2015-07-14",390.359985
"24","2015-07-15",394.679993
"25","2015-07-16",396.5
"26","2015-07-17",399.839996
"27","2015-07-20",393.559998
"28","2015-07-21",399.98999
"29","2015-07-22",397.160004
"30","2015-07-23",400.48999
"31","2015-07-24",422.720001
"32","2015-07-27",412.649994
"33","2015-07-28",409.609985
"34","2015-07-29",416.040009
"35","2015-07-30",412.730011
"36","2015-07-31",415.220001
"37","2015-08-03",416.600006
"38","2015-08-04",414.619995
"39","2015-08-05",417
"40","2015-08-06",415.529999
"41","2015-08-07",415.420013
"42","2015-08-10",430.299988
"43","2015-08-11",427.540009
"44","2015-08-12",425.609985
"45","2015-08-13",424.950012
"46","2015-08-14",424.25
"47","2015-08-17",440
"48","2015-08-18",439.029999
"49","2015-08-19",432.880005
"50","2015-08-20",424.899994
"51","2015-08-21",419.75
"52","2015-08-24",409.98999
"53","2015-08-25",413.230011
"54","2015-08-26",413.920013
"55","2015-08-27",416.01001
"56","2015-08-28",418.179993
"57","2015-08-31",415.339996
"58","2015-09-01",410.730011
"59","2015-09-02",405.929993
"60","2015-09-03",408.910004
"61","2015-09-04",415.630005
"62","2015-09-08",425
"63","2015-09-09",427.429993
"64","2015-09-10",412.859985
"65","2015-09-11",417.570007
"66","2015-09-14",420.079987
"67","2015-09-15",420.079987
"68","2015-09-16",422.01001
"69","2015-09-17",424.359985
"70","2015-09-18",423.920013
"71","2015-09-21",426.859985
"72","2015-09-22",433.51001
"73","2015-09-23",434.700012
"74","2015-09-24",424.51001
"75","2015-09-25",426.850006
"76","2015-09-28",427.980011
"77","2015-09-29",427.709991
"78","2015-09-30",419.420013
"79","2015-10-01",428.359985
"80","2015-10-02",431
"81","2015-10-05",429
"82","2015-10-06",416.589996
"83","2015-10-07",427.859985
"84","2015-10-08",421.959991
"85","2015-10-09",429.160004
"86","2015-10-12",438.279999
"87","2015-10-13",433.26001
"88","2015-10-14",435.01001
"89","2015-10-15",440
"90","2015-10-16",443.480011
"91","2015-10-19",442.399994
"92","2015-10-20",434.970001
"93","2015-10-21",425.089996
"94","2015-10-22",421.420013
"95","2015-10-23",424.279999
"96","2015-10-26",432.429993
"97","2015-10-27",427.76001
"98","2015-10-28",436.329987
"99","2015-10-29",434.100006
"100","2015-10-30",433.440002
"101","2015-11-02",444.609985
"102","2015-11-03",439.559998
"103","2015-11-04",439.350006
"104","2015-11-05",437.01001
"105","2015-11-06",457.950012
"106","2015-11-09",474.5
"107","2015-11-10",490.480011
"108","2015-11-11",478.570007
"109","2015-11-12",474.51001
"110","2015-11-13",468.98999
"111","2015-11-16",471.459991
"112","2015-11-17",469.829987
"113","2015-11-18",465.350006
"114","2015-11-19",454.540009
"115","2015-11-20",440.640015
"116","2015-11-23",450.970001
"117","2015-11-24",449.779999
"118","2015-11-25",441.179993
"119","2015-11-27",446.470001
"120","2015-11-30",446.26001
"121","2015-12-01",451.100006
"122","2015-12-02",456.880005
"123","2015-12-03",432.970001
"124","2015-12-04",441.559998
"125","2015-12-07",443.480011
"126","2015-12-08",436.049988
"127","2015-12-09",431.950012
"128","2015-12-10",437.220001
"129","2015-12-11",440.420013
"130","2015-12-14",438.209991
"131","2015-12-15",430.320007
"132","2015-12-16",435.390015
"133","2015-12-17",448.98999
"134","2015-12-18",436.559998
"135","2015-12-21",436.929993
"136","2015-12-22",431
"137","2015-12-23",429.589996
"138","2015-12-24",435.029999
"139","2015-12-28",449.619995
"140","2015-12-29",440.25
"141","2015-12-30",438.179993
"142","2015-12-31",433.660004
"143","2016-01-04",431.670013
"144","2016-01-05",429.73999
"145","2016-01-06",434
"146","2016-01-07",424.179993
"147","2016-01-08",423.399994
"148","2016-01-11",427.399994
"149","2016-01-12",425
"150","2016-01-13",419.619995
"151","2016-01-14",420.5
"152","2016-01-15",421.359985
"153","2016-01-19",420.829987
"154","2016-01-20",410.040009
"155","2016-01-21",408.890015
"156","2016-01-22",421.950012
"157","2016-01-25",425
"158","2016-01-26",420.570007
"159","2016-01-27",418.929993
"160","2016-01-28",420.670013
"161","2016-01-29",429.98999
"162","2016-02-01",428.76001
"163","2016-02-02",420.070007
"164","2016-02-03",424.589996
"165","2016-02-04",428.040009
"166","2016-02-05",413.26001
"167","2016-02-08",415.910004
"168","2016-02-09",412.269989
"169","2016-02-10",408.290009
"170","2016-02-11",396.519989
"171","2016-02-12",404.309998
"172","2016-02-16",404.600006
"173","2016-02-17",405.950012
"174","2016-02-18",411.119995
"175","2016-02-19",417.230011
"176","2016-02-22",413.350006
"177","2016-02-23",408.5
"178","2016-02-24",415.839996
"179","2016-02-25",423.329987
"180","2016-02-26",422.540009
"181","2016-02-29",428.570007
"182","2016-03-01",428
"183","2016-03-02",419.410004
"184","2016-03-03",449.899994
"185","2016-03-04",442.179993
"186","2016-03-07",435
"187","2016-03-08",445.769989
"188","2016-03-09",442.230011
"189","2016-03-10",442.130005
"190","2016-03-11",436.910004
"191","2016-03-14",436.929993
"192","2016-03-15",438.720001
"193","2016-03-16",438.929993
"194","2016-03-17",438.559998
"195","2016-03-18",435.029999
"196","2016-03-21",437.649994
"197","2016-03-22",435
"198","2016-03-23",435.390015
"199","2016-03-24",437.160004
"200","2016-03-28",435.179993
"201","2016-03-29",436.029999
"202","2016-03-30",439.51001
"203","2016-03-31",437.130005
"204","2016-04-01",441.51001
"205","2016-04-04",434.839996
"206","2016-04-05",436.549988
"207","2016-04-06",438.410004
"208","2016-04-07",438.51001
"209","2016-04-08",441.029999
"210","2016-04-11",447.450012
"211","2016-04-12",444.769989
"212","2016-04-13",450.829987
"213","2016-04-14",450.799988
"214","2016-04-15",453.579987
"215","2016-04-18",452.01001
"216","2016-04-19",453.75
"217","2016-04-20",452.5
"218","2016-04-21",448.779999
"219","2016-04-22",458.019989
"220","2016-04-25",458.880005
"221","2016-04-26",460.799988
"222","2016-04-27",462.440002
"223","2016-04-28",460.640015
"224","2016-04-29",458.959991
"225","2016-05-02",464.940002
"226","2016-05-03",461.450012
"227","2016-05-04",461.589996
"228","2016-05-05",478.820007
"229","2016-05-06",485.48999
"230","2016-05-09",488.670013
"231","2016-05-10",495.75
"232","2016-05-11",487.970001
"233","2016-05-12",498.399994
"234","2016-05-13",498.51001
"235","2016-05-16",486.829987
"236","2016-05-17",486
"237","2016-05-18",485.829987
"238","2016-05-19",485.160004
"239","2016-05-20",491.279999
"240","2016-05-23",486.320007
"241","2016-05-24",484.070007
"242","2016-05-25",484.109985
"243","2016-05-26",481
"244","2016-05-27",487.01001
"245","2016-05-31",489.98999
"246","2016-06-01",500.339996
"247","2016-06-02",511.839996
"248","2016-06-03",508.130005
"249","2016-06-06",509.230011
"250","2016-06-07",508.980011
"251","2016-06-08",504.369995
"252","2016-06-09",500.679993
"253","2016-06-10",496.339996
"254","2016-06-13",490.470001
"255","2016-06-14",495.410004
"256","2016-06-15",494.820007
"257","2016-06-16",500.869995
"258","2016-06-17",492.559998
"259","2016-06-20",502.480011
"260","2016-06-21",497.619995
"261","2016-06-22",502.540009
"262","2016-06-23",509.01001
"263","2016-06-24",490.559998
"264","2016-06-27",481.540009
"265","2016-06-28",489.269989
"266","2016-06-29",498.540009
"267","2016-06-30",511.410004
"268","2016-07-01",511.940002
"269","2016-07-05",511.660004
"270","2016-07-06",520.070007
"271","2016-07-07",542.599976
"272","2016-07-08",523.22998
"273","2016-07-11",527.900024
"274","2016-07-12",533.429993
"275","2016-07-13",532.059998
"276","2016-07-14",533.820007
"277","2016-07-15",520.659973
"278","2016-07-18",521.869995
"279","2016-07-19",525.150024
"280","2016-07-20",522.900024
"281","2016-07-21",521.280029
"282","2016-07-22",534.130005
"283","2016-07-25",528.960022
"284","2016-07-26",526.159973
"285","2016-07-27",528.75
"286","2016-07-28",526.059998
"287","2016-07-29",523.880005
"288","2016-08-01",519.98999
"289","2016-08-02",512.150024
"290","2016-08-03",524.440002
"291","2016-08-04",521.789978
"292","2016-08-05",514.460022
"293","2016-08-08",520.859985
"294","2016-08-09",521.570007
"295","2016-08-10",523.179993
"296","2016-08-11",533.390015
"297","2016-08-12",533.22998
"298","2016-08-15",534.72998
"299","2016-08-16",537.799988
"300","2016-08-17",542.340027
"301","2016-08-18",547.599976
"302","2016-08-19",546.719971
"303","2016-08-22",545.169983
"304","2016-08-23",542
"305","2016-08-24",538.359985
"306","2016-08-25",535.48999
