"","date","CYH"
"1","2007-01-03",30.057852
"2","2007-01-04",30.198347
"3","2007-01-05",29.710743
"4","2007-01-08",29.776859
"5","2007-01-09",29.809917
"6","2007-01-10",29.801653
"7","2007-01-11",29.958677
"8","2007-01-12",29.834711
"9","2007-01-16",30.47934
"10","2007-01-17",30.14876
"11","2007-01-18",29.859505
"12","2007-01-19",30.008265
"13","2007-01-22",30.041323
"14","2007-01-23",29.991735
"15","2007-01-24",29.801653
"16","2007-01-25",29.38843
"17","2007-01-26",29.438017
"18","2007-01-29",29.322313
"19","2007-01-30",29.322313
"20","2007-01-31",29.545454
"21","2007-02-01",29.528925
"22","2007-02-02",29.628099
"23","2007-02-05",30.702478
"24","2007-02-06",30.619835
"25","2007-02-07",30.809917
"26","2007-02-08",30.743801
"27","2007-02-09",30.826447
"28","2007-02-12",31.173553
"29","2007-02-13",31.289257
"30","2007-02-14",31.446281
"31","2007-02-15",31.644629
"32","2007-02-16",31.628099
"33","2007-02-20",31.735537
"34","2007-02-21",31.942148
"35","2007-02-22",32.099174
"36","2007-02-23",32.099174
"37","2007-02-26",31.561983
"38","2007-02-27",31.066116
"39","2007-02-28",30.752066
"40","2007-03-01",30.809917
"41","2007-03-02",30.677687
"42","2007-03-05",30.47934
"43","2007-03-06",30.132231
"44","2007-03-07",30.363636
"45","2007-03-08",30.380165
"46","2007-03-09",30.363636
"47","2007-03-12",30.396694
"48","2007-03-13",30.305784
"49","2007-03-14",30.371901
"50","2007-03-15",30.545454
"51","2007-03-16",30.413223
"52","2007-03-19",28.743801
"53","2007-03-20",27.991735
"54","2007-03-21",28.247934
"55","2007-03-22",28.925619
"56","2007-03-23",28.942148
"57","2007-03-26",29.190083
"58","2007-03-27",29.09091
"59","2007-03-28",29.322313
"60","2007-03-29",29.140495
"61","2007-03-30",29.132231
"62","2007-04-02",29.330578
"63","2007-04-03",29.462811
"64","2007-04-04",29.264463
"65","2007-04-05",29.380165
"66","2007-04-09",29.355371
"67","2007-04-10",29.214876
"68","2007-04-11",29.347107
"69","2007-04-12",29.752066
"70","2007-04-13",29.669422
"71","2007-04-16",29.900826
"72","2007-04-17",29.578512
"73","2007-04-18",29.322313
"74","2007-04-19",29.272728
"75","2007-04-20",29.247934
"76","2007-04-23",29.157024
"77","2007-04-24",29.074381
"78","2007-04-25",29.132231
"79","2007-04-26",30.123966
"80","2007-04-27",30.280993
"81","2007-04-30",30.413223
"82","2007-05-01",30.380165
"83","2007-05-02",30.578512
"84","2007-05-03",30.380165
"85","2007-05-04",30.743801
"86","2007-05-07",31.190083
"87","2007-05-08",31.057852
"88","2007-05-09",31.165289
"89","2007-05-10",30.925619
"90","2007-05-11",30.925619
"91","2007-05-14",30.743801
"92","2007-05-15",30.785124
"93","2007-05-16",30.966942
"94","2007-05-17",30.553719
"95","2007-05-18",30.595041
"96","2007-05-21",30.801653
"97","2007-05-22",30.743801
"98","2007-05-23",30.884298
"99","2007-05-24",30.768595
"100","2007-05-25",30.785124
"101","2007-05-29",31.074381
"102","2007-05-30",31.206612
"103","2007-05-31",31.504131
"104","2007-06-01",31.719007
"105","2007-06-04",31.776859
"106","2007-06-05",31.652893
"107","2007-06-06",31.272728
"108","2007-06-07",31.247934
"109","2007-06-08",31.735537
"110","2007-06-11",31.586777
"111","2007-06-12",31.404959
"112","2007-06-13",31.446281
"113","2007-06-14",32.438015
"114","2007-06-15",32.801651
"115","2007-06-18",32.628098
"116","2007-06-19",32.81818
"117","2007-06-20",32.743801
"118","2007-06-21",33.512398
"119","2007-06-22",33.636364
"120","2007-06-25",33.925621
"121","2007-06-26",32.752068
"122","2007-06-27",32.280991
"123","2007-06-28",32.545456
"124","2007-06-29",33.429752
"125","2007-07-02",33.29752
"126","2007-07-03",33.570248
"127","2007-07-05",33.652893
"128","2007-07-06",33.958679
"129","2007-07-09",33.826447
"130","2007-07-10",33.553719
"131","2007-07-11",33.743801
"132","2007-07-12",34.685951
"133","2007-07-13",34.768597
"134","2007-07-16",35.173553
"135","2007-07-17",35.371902
"136","2007-07-18",35.570248
"137","2007-07-19",35.537189
"138","2007-07-20",35.380165
"139","2007-07-23",34.024792
"140","2007-07-24",33.578514
"141","2007-07-25",33.396694
"142","2007-07-26",32.132233
"143","2007-07-27",31.983471
"144","2007-07-30",31.652893
"145","2007-07-31",32.148762
"146","2007-08-01",30.528925
"147","2007-08-02",30.107437
"148","2007-08-03",29.322313
"149","2007-08-06",28.512396
"150","2007-08-07",27.644629
"151","2007-08-08",28.809917
"152","2007-08-09",27.661158
"153","2007-08-10",28.314049
"154","2007-08-13",28.561983
