"","date","TCPC"
"188","2013-01-03",14.74
"189","2013-01-04",14.69
"190","2013-01-07",14.79
"191","2013-01-08",14.8
"192","2013-01-09",14.71
"193","2013-01-10",14.68
"194","2013-01-11",14.69
"195","2013-01-14",14.66
"196","2013-01-15",14.64
"197","2013-01-16",14.8
"198","2013-01-17",14.9
"199","2013-01-18",14.85
"200","2013-01-22",14.86
"201","2013-01-23",14.79
"202","2013-01-24",14.76
"203","2013-01-25",14.78
"204","2013-01-28",14.76
"205","2013-01-29",14.86
"206","2013-01-30",14.77
"207","2013-01-31",14.83
"208","2013-02-01",14.94
"209","2013-02-04",14.95
"210","2013-02-05",14.99
"211","2013-02-06",14.93
"212","2013-02-07",14.78
"213","2013-02-08",14.91
"214","2013-02-11",14.86
"215","2013-02-12",14.89
"216","2013-02-13",15.12
"217","2013-02-14",15.43
"218","2013-02-15",15.48
"219","2013-02-19",15.5
"220","2013-02-20",15.3
"221","2013-02-21",15.35
"222","2013-02-22",15.5
"223","2013-02-25",15.26
"224","2013-02-26",15.34
"225","2013-02-27",15.43
"226","2013-02-28",15.68
"227","2013-03-01",15.96
"228","2013-03-04",15.79
"229","2013-03-05",15.9
"230","2013-03-06",15.55
"231","2013-03-07",15.88
"232","2013-03-08",15.68
"233","2013-03-11",15.69
"234","2013-03-12",15.88
"235","2013-03-13",15.87
"236","2013-03-14",15.84
"237","2013-03-15",16.16
"238","2013-03-18",15.98
"239","2013-03-19",15.69
"240","2013-03-20",16.030001
"241","2013-03-21",15.94
"242","2013-03-22",15.75
"243","2013-03-25",15.86
"244","2013-03-26",15.7
"245","2013-03-27",15.71
"246","2013-03-28",15.96
"247","2013-04-01",15.8
"248","2013-04-02",15.86
"249","2013-04-03",15.49
"250","2013-04-04",15.33
"251","2013-04-05",15.24
"252","2013-04-08",15.39
"253","2013-04-09",15.18
"254","2013-04-10",15.52
"255","2013-04-11",15.28
"256","2013-04-12",15.33
"257","2013-04-15",15.19
"258","2013-04-16",15.47
"259","2013-04-17",15.15
"260","2013-04-18",15.01
"261","2013-04-19",15.4
"262","2013-04-22",15.41
"263","2013-04-23",15.54
"264","2013-04-24",15.69
"265","2013-04-25",15.78
"266","2013-04-26",15.66
"267","2013-04-29",15.83
"268","2013-04-30",15.67
"269","2013-05-01",15.47
"270","2013-05-02",15.65
"271","2013-05-03",15.58
"272","2013-05-06",15.73
"273","2013-05-07",15.64
"274","2013-05-08",15.67
"275","2013-05-09",15.55
"276","2013-05-10",15.7
"277","2013-05-13",15.64
"278","2013-05-14",15.91
"279","2013-05-15",15.81
"280","2013-05-16",15.87
"281","2013-05-17",15.73
"282","2013-05-20",16.200001
"283","2013-05-21",15.63
"284","2013-05-22",15.68
"285","2013-05-23",15.93
"286","2013-05-24",15.97
"287","2013-05-28",16.120001
"288","2013-05-29",16.26
"289","2013-05-30",16.18
"290","2013-05-31",16
"291","2013-06-03",15.93
"292","2013-06-04",16.049999
"293","2013-06-05",15.64
"294","2013-06-06",15.76
"295","2013-06-07",16.02
"296","2013-06-10",16.02
"297","2013-06-11",15.97
"298","2013-06-12",15.62
"299","2013-06-13",15.94
"300","2013-06-14",16.02
"301","2013-06-17",16.309999
"302","2013-06-18",16.23
"303","2013-06-19",16.219999
"304","2013-06-20",16.219999
"305","2013-06-21",16.08
"306","2013-06-24",15.97
"307","2013-06-25",16.190001
"308","2013-06-26",16.23
"309","2013-06-27",16.51
"310","2013-06-28",16.77
"311","2013-07-01",16.34
"312","2013-07-02",16.18
"313","2013-07-03",16.299999
"314","2013-07-05",16.110001
"315","2013-07-08",16.25
"316","2013-07-09",16.41
"317","2013-07-10",16.65
"318","2013-07-11",16.68
"319","2013-07-12",16.67
"320","2013-07-15",16.799999
"321","2013-07-16",16.68
"322","2013-07-17",16.65
"323","2013-07-18",16.690001
"324","2013-07-19",16.799999
"325","2013-07-22",16.5
"326","2013-07-23",16.48
"327","2013-07-24",16.23
"328","2013-07-25",16.35
"329","2013-07-26",16.200001
"330","2013-07-29",16.27
"331","2013-07-30",16.16
"332","2013-07-31",15.89
"333","2013-08-01",15.95
"334","2013-08-02",16.02
"335","2013-08-05",15.96
"336","2013-08-06",15.84
"337","2013-08-07",15.6
"338","2013-08-08",15.57
"339","2013-08-09",15.39
"340","2013-08-12",15.29
"341","2013-08-13",15.24
"342","2013-08-14",15.26
"343","2013-08-15",15.05
"344","2013-08-16",15.11
"345","2013-08-19",14.99
"346","2013-08-20",15.22
"347","2013-08-21",15.28
"348","2013-08-22",15.45
"349","2013-08-23",15.5
"350","2013-08-26",15.64
"351","2013-08-27",15.43
"352","2013-08-28",15.47
"353","2013-08-29",15.65
"354","2013-08-30",15.58
"355","2013-09-03",15.74
"356","2013-09-04",15.99
"357","2013-09-05",15.33
"358","2013-09-06",15.43
"359","2013-09-09",15.56
"360","2013-09-10",15.81
"361","2013-09-11",15.87
"362","2013-09-12",15.9
"363","2013-09-13",15.98
"364","2013-09-16",16.01
"365","2013-09-17",16.040001
"366","2013-09-18",16.049999
"367","2013-09-19",16.129999
"368","2013-09-20",16
"369","2013-09-23",15.9
"370","2013-09-24",16.219999
"371","2013-09-25",16.25
"372","2013-09-26",15.64
"373","2013-09-27",16.07
"374","2013-09-30",16.23
"375","2013-10-01",16.280001
"376","2013-10-02",16.26
"377","2013-10-03",16.09
"378","2013-10-04",16.120001
"379","2013-10-07",16.280001
"380","2013-10-08",16.059999
"381","2013-10-09",15.98
"382","2013-10-10",16.26
"383","2013-10-11",16.32
"384","2013-10-14",16.35
"385","2013-10-15",16.190001
"386","2013-10-16",16.309999
"387","2013-10-17",16.5
"388","2013-10-18",16.51
"389","2013-10-21",16.790001
"390","2013-10-22",16.799999
"391","2013-10-23",16.84
"392","2013-10-24",16.85
"393","2013-10-25",16.9
"394","2013-10-28",16.85
"395","2013-10-29",16.780001
"396","2013-10-30",16.709999
"397","2013-10-31",16.67
"398","2013-11-01",16.889999
"399","2013-11-04",17.01
"400","2013-11-05",16.950001
"401","2013-11-06",16.92
"402","2013-11-07",16.879999
"403","2013-11-08",17.27
"404","2013-11-11",17.309999
"405","2013-11-12",17.18
"406","2013-11-13",17.26
"407","2013-11-14",17.27
"408","2013-11-15",17.299999
"409","2013-11-18",17.42
"410","2013-11-19",17.110001
"411","2013-11-20",17.049999
"412","2013-11-21",17.15
"413","2013-11-22",17.209999
"414","2013-11-25",17.33
"415","2013-11-26",16.91
"416","2013-11-27",17.059999
"417","2013-11-29",17.299999
"418","2013-12-02",16.93
"419","2013-12-03",16.870001
"420","2013-12-04",16.98
"421","2013-12-05",16.809999
"422","2013-12-06",16.620001
"423","2013-12-09",16.68
"424","2013-12-10",16.52
"425","2013-12-11",16.57
"426","2013-12-12",16.49
"427","2013-12-13",16.110001
"428","2013-12-16",16.450001
"429","2013-12-17",16.85
"430","2013-12-18",17.049999
"431","2013-12-19",16.809999
"432","2013-12-20",16.860001
"433","2013-12-23",16.91
"434","2013-12-24",16.809999
"435","2013-12-26",16.84
"436","2013-12-27",16.98
"437","2013-12-30",16.74
"438","2013-12-31",16.780001
"439","2014-01-02",16.709999
"440","2014-01-03",16.870001
"441","2014-01-06",16.98
"442","2014-01-07",17.09
"443","2014-01-08",17.09
"444","2014-01-09",17.440001
"445","2014-01-10",17.309999
"446","2014-01-13",17.049999
"447","2014-01-14",17.049999
"448","2014-01-15",17.15
"449","2014-01-16",17.309999
"450","2014-01-17",17.33
"451","2014-01-21",17.440001
"452","2014-01-22",17.52
"453","2014-01-23",17.52
"454","2014-01-24",17.23
"455","2014-01-27",17.25
"456","2014-01-28",17.23
"457","2014-01-29",17.07
"458","2014-01-30",17.299999
"459","2014-01-31",17.32
"460","2014-02-03",17.190001
"461","2014-02-04",17.219999
"462","2014-02-05",16.98
"463","2014-02-06",17.040001
"464","2014-02-07",17.209999
"465","2014-02-10",17.379999
"466","2014-02-11",17.469999
"467","2014-02-12",17.370001
"468","2014-02-13",17.48
"469","2014-02-14",17.59
"470","2014-02-18",17.84
"471","2014-02-19",17.549999
"472","2014-02-20",17.940001
"473","2014-02-21",17.969999
"474","2014-02-24",17.83
"475","2014-02-25",17.15
"476","2014-02-26",17.49
"477","2014-02-27",17.690001
"478","2014-02-28",17.68
"479","2014-03-03",17.610001
"480","2014-03-04",17.18
"481","2014-03-05",17.379999
"482","2014-03-06",17.530001
"483","2014-03-07",17.219999
"484","2014-03-10",16.959999
"485","2014-03-11",16.780001
"486","2014-03-12",16.690001
"487","2014-03-13",16.389999
"488","2014-03-14",16.540001
"489","2014-03-17",16.52
"490","2014-03-18",16.51
"491","2014-03-19",16.52
"492","2014-03-20",16.57
"493","2014-03-21",16.629999
"494","2014-03-24",16.74
"495","2014-03-25",16.67
"496","2014-03-26",16.360001
"497","2014-03-27",16.440001
"498","2014-03-28",16.68
"499","2014-03-31",16.549999
"500","2014-04-01",16.68
"501","2014-04-02",16.709999
"502","2014-04-03",16.84
"503","2014-04-04",16.719999
"504","2014-04-07",16.5
"505","2014-04-08",16.57
"506","2014-04-09",16.65
"507","2014-04-10",16.370001
"508","2014-04-11",16.23
"509","2014-04-14",16.33
"510","2014-04-15",16.32
"511","2014-04-16",16.540001
"512","2014-04-17",16.620001
"513","2014-04-21",16.629999
"514","2014-04-22",16.629999
"515","2014-04-23",16.719999
"516","2014-04-24",16.469999
"517","2014-04-25",16.52
"518","2014-04-28",16.299999
"519","2014-04-29",16.139999
"520","2014-04-30",16.190001
"521","2014-05-01",16.049999
"522","2014-05-02",16.1
"523","2014-05-05",16.030001
"524","2014-05-06",15.91
"525","2014-05-07",15.8
"526","2014-05-08",15.84
"527","2014-05-09",15.8
"528","2014-05-12",15.89
"529","2014-05-13",15.8
"530","2014-05-14",15.86
"531","2014-05-15",16.01
"532","2014-05-16",16.18
"533","2014-05-19",16.299999
"534","2014-05-20",16.280001
"535","2014-05-21",16.34
"536","2014-05-22",16.76
"537","2014-05-23",16.93
"538","2014-05-27",17.030001
"539","2014-05-28",17.030001
"540","2014-05-29",17.08
"541","2014-05-30",17.16
"542","2014-06-02",17.059999
"543","2014-06-03",17.16
"544","2014-06-04",17.190001
"545","2014-06-05",17.4
"546","2014-06-06",17.51
"547","2014-06-09",17.549999
"548","2014-06-10",17.57
"549","2014-06-11",17.459999
"550","2014-06-12",17.48
"551","2014-06-13",17.950001
"552","2014-06-16",17.280001
"553","2014-06-17",17.620001
"554","2014-06-18",17.66
"555","2014-06-19",17.66
"556","2014-06-20",17.65
"557","2014-06-23",17.76
"558","2014-06-24",17.709999
"559","2014-06-25",17.870001
"560","2014-06-26",18.309999
"561","2014-06-27",18.219999
"562","2014-06-30",18.209999
"563","2014-07-01",18.290001
"564","2014-07-02",18.309999
"565","2014-07-03",18.24
"566","2014-07-07",18.01
"567","2014-07-08",17.76
"568","2014-07-09",17.83
"569","2014-07-10",17.73
"570","2014-07-11",17.700001
"571","2014-07-14",17.790001
"572","2014-07-15",17.780001
"573","2014-07-16",17.68
"574","2014-07-17",17.57
"575","2014-07-18",17.59
"576","2014-07-21",17.68
"577","2014-07-22",17.629999
"578","2014-07-23",17.67
"579","2014-07-24",17.77
"580","2014-07-25",17.690001
"581","2014-07-28",17.77
"582","2014-07-29",17.25
"583","2014-07-30",17.24
"584","2014-07-31",17.1
"585","2014-08-01",17.190001
"586","2014-08-04",17.200001
"587","2014-08-05",17.17
"588","2014-08-06",17
"589","2014-08-07",17.120001
"590","2014-08-08",17.33
"591","2014-08-11",17.24
"592","2014-08-12",17.17
"593","2014-08-13",17.219999
"594","2014-08-14",17.09
"595","2014-08-15",17.15
"596","2014-08-18",17.290001
"597","2014-08-19",17.309999
"598","2014-08-20",17.23
"599","2014-08-21",17.280001
"600","2014-08-22",17.32
"601","2014-08-25",17.6
"602","2014-08-26",17.57
"603","2014-08-27",17.459999
"604","2014-08-28",17.59
"605","2014-08-29",17.629999
"606","2014-09-02",17.57
"607","2014-09-03",17.58
"608","2014-09-04",17.620001
"609","2014-09-05",17.48
"610","2014-09-08",17.389999
"611","2014-09-09",17.52
"612","2014-09-10",17.51
"613","2014-09-11",17.52
"614","2014-09-12",17.049999
"615","2014-09-15",16.77
"616","2014-09-16",16.57
"617","2014-09-17",16.76
"618","2014-09-18",16.73
"619","2014-09-19",16.639999
"620","2014-09-22",16.42
"621","2014-09-23",16.4
"622","2014-09-24",16.51
"623","2014-09-25",16.4
"624","2014-09-26",16.43
"625","2014-09-29",16.389999
"626","2014-09-30",16.07
"627","2014-10-01",16.24
"628","2014-10-02",16.02
"629","2014-10-03",16.02
"630","2014-10-06",15.97
"631","2014-10-07",15.99
"632","2014-10-08",15.9
"633","2014-10-09",15.82
"634","2014-10-10",15.42
"635","2014-10-13",15.43
"636","2014-10-14",15.38
"637","2014-10-15",15.25
"638","2014-10-16",16.09
"639","2014-10-17",16.18
"640","2014-10-20",15.97
"641","2014-10-21",16.049999
"642","2014-10-22",16.07
"643","2014-10-23",15.93
"644","2014-10-24",16.08
"645","2014-10-27",16.209999
"646","2014-10-28",16.299999
"647","2014-10-29",16.42
"648","2014-10-30",16.51
"649","2014-10-31",16.889999
"650","2014-11-03",16.700001
"651","2014-11-04",16.620001
"652","2014-11-05",16.610001
"653","2014-11-06",16.65
"654","2014-11-07",16.93
"655","2014-11-10",17.190001
"656","2014-11-11",17.040001
"657","2014-11-12",17.129999
"658","2014-11-13",17.120001
"659","2014-11-14",17.139999
"660","2014-11-17",17.110001
"661","2014-11-18",17.059999
"662","2014-11-19",17.07
"663","2014-11-20",17.469999
"664","2014-11-21",16.75
"665","2014-11-24",16.85
"666","2014-11-25",17
"667","2014-11-26",17.01
"668","2014-11-28",17.059999
"669","2014-12-01",16.870001
"670","2014-12-02",16.860001
"671","2014-12-03",16.860001
"672","2014-12-04",16.5
"673","2014-12-05",16.450001
"674","2014-12-08",16.209999
"675","2014-12-09",16.58
"676","2014-12-10",16.23
"677","2014-12-11",16.07
"678","2014-12-12",15.89
"679","2014-12-15",15.68
"680","2014-12-16",15.48
"681","2014-12-17",15.59
"682","2014-12-18",16.469999
"683","2014-12-19",16.610001
"684","2014-12-22",16.290001
"685","2014-12-23",16.469999
"686","2014-12-24",16.24
"687","2014-12-26",16.25
"688","2014-12-29",16.200001
"689","2014-12-30",16.450001
"690","2014-12-31",16.780001
"691","2015-01-02",16.790001
"692","2015-01-05",16.799999
"693","2015-01-06",16.370001
"694","2015-01-07",16.059999
"695","2015-01-08",16.24
"696","2015-01-09",16.17
"697","2015-01-12",16.01
"698","2015-01-13",15.95
"699","2015-01-14",15.84
"700","2015-01-15",16.030001
"701","2015-01-16",15.7
"702","2015-01-20",15.48
"703","2015-01-21",15.22
"704","2015-01-22",15.54
"705","2015-01-23",15.66
"706","2015-01-26",16.059999
"707","2015-01-27",15.92
"708","2015-01-28",15.81
"709","2015-01-29",15.87
"710","2015-01-30",15.76
"711","2015-02-02",15.87
"712","2015-02-03",16.209999
"713","2015-02-04",15.82
"714","2015-02-05",16.02
"715","2015-02-06",16.25
"716","2015-02-09",16.219999
"717","2015-02-10",15.98
"718","2015-02-11",15.83
"719","2015-02-12",16.219999
"720","2015-02-13",16.389999
"721","2015-02-17",16.450001
"722","2015-02-18",16.52
"723","2015-02-19",16.629999
"724","2015-02-20",16.790001
"725","2015-02-23",16.67
"726","2015-02-24",16.629999
"727","2015-02-25",16.51
"728","2015-02-26",16.67
"729","2015-02-27",16.6
"730","2015-03-02",16.91
"731","2015-03-03",16.58
"732","2015-03-04",16.5
"733","2015-03-05",16.5
"734","2015-03-06",16.5
"735","2015-03-09",16.139999
"736","2015-03-10",16.139999
"737","2015-03-11",16.139999
"738","2015-03-12",16.15
"739","2015-03-13",16.17
"740","2015-03-16",16.139999
"741","2015-03-17",15.81
"742","2015-03-18",15.73
"743","2015-03-19",15.83
"744","2015-03-20",16.08
"745","2015-03-23",15.96
"746","2015-03-24",15.93
"747","2015-03-25",15.96
"748","2015-03-26",15.96
"749","2015-03-27",16.08
"750","2015-03-30",16.18
"751","2015-03-31",16.02
"752","2015-04-01",15.98
"753","2015-04-02",16
"754","2015-04-06",16
"755","2015-04-07",15.96
"756","2015-04-08",15.85
"757","2015-04-09",16.08
"758","2015-04-10",15.9
"759","2015-04-13",16.049999
"760","2015-04-14",16.1
"761","2015-04-15",16.08
"762","2015-04-16",16.15
"763","2015-04-17",16.07
"764","2015-04-20",16.120001
"765","2015-04-21",16.129999
"766","2015-04-22",16.1
"767","2015-04-23",16.200001
"768","2015-04-24",16.1
"769","2015-04-27",15.98
"770","2015-04-28",16.16
"771","2015-04-29",16
"772","2015-04-30",15.93
"773","2015-05-01",15.87
"774","2015-05-04",15.97
"775","2015-05-05",15.81
"776","2015-05-06",15.65
"777","2015-05-07",15.77
"778","2015-05-08",15.56
"779","2015-05-11",15.61
"780","2015-05-12",15.75
"781","2015-05-13",15.73
"782","2015-05-14",16.040001
"783","2015-05-15",16.049999
"784","2015-05-18",16.040001
"785","2015-05-19",16.16
"786","2015-05-20",16.07
"787","2015-05-21",16.030001
"788","2015-05-22",16.129999
"789","2015-05-26",16.1
"790","2015-05-27",16.1
"791","2015-05-28",16.23
"792","2015-05-29",16.219999
"793","2015-06-01",16.23
"794","2015-06-02",16.33
"795","2015-06-03",16.49
"796","2015-06-04",16.26
"797","2015-06-05",16.25
"798","2015-06-08",16.35
"799","2015-06-09",16.200001
"800","2015-06-10",16.16
"801","2015-06-11",16.4
"802","2015-06-12",15.65
"803","2015-06-15",15.38
"804","2015-06-16",15.45
"805","2015-06-17",15.5
"806","2015-06-18",15.57
"807","2015-06-19",15.57
"808","2015-06-22",15.55
"809","2015-06-23",15.61
"810","2015-06-24",15.49
"811","2015-06-25",15.41
"812","2015-06-26",15.45
"813","2015-06-29",15.4
"814","2015-06-30",15.29
"815","2015-07-01",15.6
"816","2015-07-02",15.62
"817","2015-07-06",15.66
"818","2015-07-07",15.69
"819","2015-07-08",15.6
"820","2015-07-09",15.54
"821","2015-07-10",15.53
"822","2015-07-13",15.58
"823","2015-07-14",15.67
"824","2015-07-15",15.7
"825","2015-07-16",15.87
"826","2015-07-17",15.72
"827","2015-07-20",15.59
"828","2015-07-21",15.57
"829","2015-07-22",15.53
"830","2015-07-23",15.21
"831","2015-07-24",14.91
"832","2015-07-27",14.56
"833","2015-07-28",15.01
"834","2015-07-29",15.22
"835","2015-07-30",15.43
"836","2015-07-31",15.21
"837","2015-08-03",15.19
"838","2015-08-04",15.26
"839","2015-08-05",15.27
"840","2015-08-06",15.36
"841","2015-08-07",15.16
"842","2015-08-10",15.43
"843","2015-08-11",15.4
"844","2015-08-12",15.35
"845","2015-08-13",15.35
"846","2015-08-14",15.67
"847","2015-08-17",15.85
"848","2015-08-18",15.74
"849","2015-08-19",15.65
"850","2015-08-20",15.57
"851","2015-08-21",15.41
"852","2015-08-24",14.8
"853","2015-08-25",15.05
"854","2015-08-26",15.23
"855","2015-08-27",15.48
"856","2015-08-28",15.51
"857","2015-08-31",15.62
"858","2015-09-01",15.31
"859","2015-09-02",15.62
"860","2015-09-03",15.5
"861","2015-09-04",15.42
"862","2015-09-08",15.58
"863","2015-09-09",15.64
"864","2015-09-10",15.46
"865","2015-09-11",15.42
"866","2015-09-14",14.91
"867","2015-09-15",14.9
"868","2015-09-16",14.88
"869","2015-09-17",14.74
"870","2015-09-18",14.77
"871","2015-09-21",14.84
"872","2015-09-22",14.75
"873","2015-09-23",14.78
"874","2015-09-24",14.76
"875","2015-09-25",15.03
"876","2015-09-28",14.24
"877","2015-09-29",13.5
"878","2015-09-30",13.56
"879","2015-10-01",14.22
"880","2015-10-02",14.04
"881","2015-10-05",14.41
"882","2015-10-06",14.38
"883","2015-10-07",14.65
"884","2015-10-08",14.56
"885","2015-10-09",14.5
"886","2015-10-12",14.53
"887","2015-10-13",14.49
"888","2015-10-14",14.44
"889","2015-10-15",14.53
"890","2015-10-16",14.6
"891","2015-10-19",14.63
"892","2015-10-20",14.68
"893","2015-10-21",14.6
"894","2015-10-22",14.62
"895","2015-10-23",14.78
"896","2015-10-26",14.57
"897","2015-10-27",14.37
"898","2015-10-28",14.7
"899","2015-10-29",14.5
"900","2015-10-30",14.55
"901","2015-11-02",14.73
"902","2015-11-03",14.91
"903","2015-11-04",14.86
"904","2015-11-05",15.27
"905","2015-11-06",15.3
"906","2015-11-09",15.13
"907","2015-11-10",15.15
"908","2015-11-11",15.07
"909","2015-11-12",15.19
"910","2015-11-13",15.22
"911","2015-11-16",15.26
"912","2015-11-17",15.1
"913","2015-11-18",15.04
"914","2015-11-19",14.99
"915","2015-11-20",14.99
"916","2015-11-23",15.15
"917","2015-11-24",15.06
"918","2015-11-25",15.09
"919","2015-11-27",15.1
"920","2015-11-30",15.29
"921","2015-12-01",15.24
"922","2015-12-02",15.4
"923","2015-12-03",15.17
"924","2015-12-04",15.22
"925","2015-12-07",15.03
"926","2015-12-08",14.82
"927","2015-12-09",14.71
"928","2015-12-10",14.66
"929","2015-12-11",14.25
"930","2015-12-14",13.8
"931","2015-12-15",13.87
"932","2015-12-16",13.99
"933","2015-12-17",14.11
"934","2015-12-18",13.85
"935","2015-12-21",14
"936","2015-12-22",14.07
"937","2015-12-23",14.34
"938","2015-12-24",14.38
"939","2015-12-28",14.15
"940","2015-12-29",14.25
"941","2015-12-30",14.19
"942","2015-12-31",13.93
"943","2016-01-04",14.24
"944","2016-01-05",14.22
"945","2016-01-06",14.25
"946","2016-01-07",13.85
"947","2016-01-08",13.73
"948","2016-01-11",13.5
"949","2016-01-12",13.67
"950","2016-01-13",13.42
"951","2016-01-14",13.37
"952","2016-01-15",13.47
"953","2016-01-19",12.99
"954","2016-01-20",12.36
"955","2016-01-21",12.77
"956","2016-01-22",13.14
"957","2016-01-25",13.1
"958","2016-01-26",13.19
"959","2016-01-27",13.27
"960","2016-01-28",13.19
"961","2016-01-29",13.37
"962","2016-02-01",13.53
"963","2016-02-02",13.23
"964","2016-02-03",13.6
"965","2016-02-04",13.74
"966","2016-02-05",13.32
"967","2016-02-08",13.25
"968","2016-02-09",13.13
"969","2016-02-10",13.18
"970","2016-02-11",12.99
"971","2016-02-12",13.1
"972","2016-02-16",13.18
"973","2016-02-17",13.3
"974","2016-02-18",13.26
"975","2016-02-19",13.18
"976","2016-02-22",13
"977","2016-02-23",12.98
"978","2016-02-24",13.1
"979","2016-02-25",13.37
"980","2016-02-26",13.48
"981","2016-02-29",13.92
"982","2016-03-01",13.73
"983","2016-03-02",13.65
"984","2016-03-03",13.94
"985","2016-03-04",14
"986","2016-03-07",14.2
"987","2016-03-08",14
