"","date","WNEB"
"169","2007-09-04",10.16
"170","2007-09-05",10.08
"171","2007-09-06",10.14
"172","2007-09-07",9.91
"173","2007-09-10",9.77
"174","2007-09-11",9.65
"175","2007-09-12",9.58
"176","2007-09-13",9.8
"177","2007-09-14",9.99
"178","2007-09-17",9.93
"179","2007-09-18",9.95
"180","2007-09-19",10.1
"181","2007-09-20",10.07
"182","2007-09-21",10.04
"183","2007-09-24",10
"184","2007-09-25",9.89
"185","2007-09-26",9.81
"186","2007-09-27",9.9
"187","2007-09-28",9.71
"188","2007-10-01",9.98
"189","2007-10-02",9.96
"190","2007-10-03",9.56
"191","2007-10-04",9.9
"192","2007-10-05",9.94
"193","2007-10-08",10
"194","2007-10-09",9.99
"195","2007-10-10",10
"196","2007-10-11",9.89
"197","2007-10-12",9.91
"198","2007-10-15",9.75
"199","2007-10-16",9.72
"200","2007-10-17",9.6
"201","2007-10-18",9.61
"202","2007-10-19",9.49
"203","2007-10-22",9.74
"204","2007-10-23",9.79
"205","2007-10-24",9.99
"206","2007-10-25",9.96
"207","2007-10-26",10.06
"208","2007-10-29",10.02
"209","2007-10-30",9.98
"210","2007-10-31",10.18
"211","2007-11-01",9.92
"212","2007-11-02",9.76
"213","2007-11-05",9.69
"214","2007-11-06",10.06
"215","2007-11-07",9.97
"216","2007-11-08",9.85
"217","2007-11-09",9.9
"218","2007-11-12",9.95
"219","2007-11-13",10.04
"220","2007-11-14",10.06
"221","2007-11-15",9.94
"222","2007-11-16",9.89
"223","2007-11-19",9.75
"224","2007-11-20",9.9
"225","2007-11-21",9.85
"226","2007-11-23",10.02
"227","2007-11-26",9.91
"228","2007-11-27",9.78
"229","2007-11-28",9.91
"230","2007-11-29",9.93
"231","2007-11-30",9.66
"232","2007-12-03",9.75
"233","2007-12-04",9.8
"234","2007-12-05",9.88
"235","2007-12-06",9.99
"236","2007-12-07",9.93
"237","2007-12-10",9.96
"238","2007-12-11",10
"239","2007-12-12",9.95
"240","2007-12-13",9.91
"241","2007-12-14",9.87
"242","2007-12-17",9.55
"243","2007-12-18",9.62
"244","2007-12-19",9.73
"245","2007-12-20",9.88
"246","2007-12-21",10
"247","2007-12-24",9.9
"248","2007-12-26",10
"249","2007-12-27",9.72
"250","2007-12-28",9.51
"251","2007-12-31",9.7
"252","2008-01-02",9.64
"253","2008-01-03",9.6
"254","2008-01-04",9.5
"255","2008-01-07",9.5
"256","2008-01-08",9.49
"257","2008-01-09",9.35
"258","2008-01-10",9.49
"259","2008-01-11",9.25
"260","2008-01-14",9.33
"261","2008-01-15",9.2
"262","2008-01-16",9.35
"263","2008-01-17",9.29
"264","2008-01-18",9.21
"265","2008-01-22",8.95
"266","2008-01-23",9.73
"267","2008-01-24",10.07
"268","2008-01-25",10.08
"269","2008-01-28",10.2
"270","2008-01-29",10.19
"271","2008-01-30",10.07
"272","2008-01-31",10.24
"273","2008-02-01",10.53
"274","2008-02-04",10.42
"275","2008-02-05",10.24
"276","2008-02-06",10.06
"277","2008-02-07",10.27
"278","2008-02-08",10.25
"279","2008-02-11",10.23
"280","2008-02-12",10.32
"281","2008-02-13",10.35
"282","2008-02-14",10.15
"283","2008-02-15",10.23
"284","2008-02-19",10.2
"285","2008-02-20",10.21
"286","2008-02-21",10.17
"287","2008-02-22",10.21
"288","2008-02-25",10.28
"289","2008-02-26",10.2
"290","2008-02-27",10.25
"291","2008-02-28",10.01
"292","2008-02-29",10.02
"293","2008-03-03",10.02
"294","2008-03-04",9.98
"295","2008-03-05",9.88
"296","2008-03-06",9.6
"297","2008-03-07",9.65
"298","2008-03-10",9.59
"299","2008-03-11",10.05
"300","2008-03-12",9.92
"301","2008-03-13",10.03
"302","2008-03-14",9.8
"303","2008-03-17",9.88
"304","2008-03-18",10.1
"305","2008-03-19",9.82
"306","2008-03-20",9.82
"307","2008-03-24",9.8
"308","2008-03-25",9.85
"309","2008-03-26",9.8
"310","2008-03-27",9.79
"311","2008-03-28",9.71
"312","2008-03-31",9.77
"313","2008-04-01",9.78
"314","2008-04-02",9.86
"315","2008-04-03",9.81
"316","2008-04-04",9.81
"317","2008-04-07",9.79
"318","2008-04-08",9.78
"319","2008-04-09",9.78
"320","2008-04-10",9.73
"321","2008-04-11",9.61
"322","2008-04-14",9.63
"323","2008-04-15",9.74
"324","2008-04-16",9.75
"325","2008-04-17",9.76
"326","2008-04-18",9.85
"327","2008-04-21",9.81
"328","2008-04-22",9.83
"329","2008-04-23",9.71
"330","2008-04-24",9.81
"331","2008-04-25",9.79
"332","2008-04-28",9.65
"333","2008-04-29",9.66
"334","2008-04-30",9.72
"335","2008-05-01",9.73
"336","2008-05-02",9.7
"337","2008-05-05",9.75
"338","2008-05-06",9.78
"339","2008-05-07",9.6
"340","2008-05-08",9.59
"341","2008-05-09",9.57
"342","2008-05-12",9.58
"343","2008-05-13",9.76
"344","2008-05-14",9.76
"345","2008-05-15",9.58
"346","2008-05-16",9.56
"347","2008-05-19",9.5
"348","2008-05-20",9.4
"349","2008-05-21",9.36
"350","2008-05-22",9.5
"351","2008-05-23",9.55
"352","2008-05-27",9.72
"353","2008-05-28",9.64
"354","2008-05-29",9.79
"355","2008-05-30",9.82
"356","2008-06-02",9.75
"357","2008-06-03",9.79
"358","2008-06-04",9.71
"359","2008-06-05",9.84
"360","2008-06-06",9.78
"361","2008-06-09",9.77
"362","2008-06-10",9.74
"363","2008-06-11",9.7
"364","2008-06-12",9.74
"365","2008-06-13",9.65
"366","2008-06-16",9.79
"367","2008-06-17",9.7
"368","2008-06-18",9.68
"369","2008-06-19",9.76
"370","2008-06-20",9.73
"371","2008-06-23",9.5
"372","2008-06-24",9.36
"373","2008-06-25",9.26
"374","2008-06-26",9.23
"375","2008-06-27",9.12
"376","2008-06-30",9.05
"377","2008-07-01",9.34
"378","2008-07-02",9.13
"379","2008-07-03",9.01
"380","2008-07-07",8.76
"381","2008-07-08",9.38
"382","2008-07-09",9.04
"383","2008-07-10",9.19
"384","2008-07-11",9.22
"385","2008-07-14",8.96
"386","2008-07-15",8.97
"387","2008-07-16",9.25
"388","2008-07-17",9.26
"389","2008-07-18",9.36
"390","2008-07-21",9.26
"391","2008-07-22",9.31
"392","2008-07-23",9.44
"393","2008-07-24",9.65
"394","2008-07-25",9.8
"395","2008-07-28",9.58
"396","2008-07-29",9.75
"397","2008-07-30",9.89
"398","2008-07-31",9.85
"399","2008-08-01",9.93
"400","2008-08-04",9.87
"401","2008-08-05",9.94
"402","2008-08-06",9.92
"403","2008-08-07",9.78
"404","2008-08-08",9.96
"405","2008-08-11",10.06
"406","2008-08-12",10
"407","2008-08-13",10.15
"408","2008-08-14",10.08
"409","2008-08-15",10.03
"410","2008-08-18",10.17
"411","2008-08-19",10.16
"412","2008-08-20",10.16
"413","2008-08-21",10.04
"414","2008-08-22",10.1
"415","2008-08-25",9.92
"416","2008-08-26",10.1
"417","2008-08-27",10.15
"418","2008-08-28",10.28
"419","2008-08-29",10.22
"420","2008-09-02",10.26
"421","2008-09-03",10.53
"422","2008-09-04",10.18
"423","2008-09-05",10.18
"424","2008-09-08",10.08
"425","2008-09-09",9.83
"426","2008-09-10",9.88
"427","2008-09-11",9.99
"428","2008-09-12",9.99
"429","2008-09-15",9.59
"430","2008-09-16",10.12
"431","2008-09-17",9.74
"432","2008-09-18",10.29
"433","2008-09-19",11.3
"434","2008-09-22",10
"435","2008-09-23",9.79
"436","2008-09-24",9.93
"437","2008-09-25",10
"438","2008-09-26",10.17
"439","2008-09-29",10.3
"440","2008-09-30",10.3
"441","2008-10-01",10.24
"442","2008-10-02",10.02
"443","2008-10-03",9.93
"444","2008-10-06",10.08
"445","2008-10-07",9.7
"446","2008-10-08",9.8
"447","2008-10-09",9.03
"448","2008-10-10",10.06
"449","2008-10-13",10.32
"450","2008-10-14",9.88
"451","2008-10-15",9.05
"452","2008-10-16",10
"453","2008-10-17",9.61
"454","2008-10-20",9.74
"455","2008-10-21",9.63
"456","2008-10-22",9.5
"457","2008-10-23",9.43
"458","2008-10-24",9.18
"459","2008-10-27",8.89
"460","2008-10-28",9.55
"461","2008-10-29",9.48
"462","2008-10-30",10
"463","2008-10-31",10.35
"464","2008-11-03",10.36
"465","2008-11-04",10.27
"466","2008-11-05",9.55
"467","2008-11-06",9.3
"468","2008-11-07",9.94
"469","2008-11-10",9.47
"470","2008-11-11",9.28
"471","2008-11-12",9.29
"472","2008-11-13",10.26
"473","2008-11-14",9.5
"474","2008-11-17",9.02
"475","2008-11-18",9.72
"476","2008-11-19",9.24
"477","2008-11-20",8.97
"478","2008-11-21",9.76
"479","2008-11-24",10.19
"480","2008-11-25",10.2
"481","2008-11-26",10.25
"482","2008-11-28",10.32
"483","2008-12-01",9.25
"484","2008-12-02",9.93
"485","2008-12-03",10.17
"486","2008-12-04",10.2
"487","2008-12-05",10
"488","2008-12-08",10.2
"489","2008-12-09",9.98
"490","2008-12-10",10
"491","2008-12-11",10
"492","2008-12-12",10
"493","2008-12-15",9.87
"494","2008-12-16",9.9
"495","2008-12-17",9.79
"496","2008-12-18",9.82
"497","2008-12-19",9.87
"498","2008-12-22",9.98
"499","2008-12-23",10.1
"500","2008-12-24",10.2
"501","2008-12-26",10.24
"502","2008-12-29",10.13
"503","2008-12-30",10.33
"504","2008-12-31",10.32
"505","2009-01-02",10.22
"506","2009-01-05",10.17
"507","2009-01-06",10.34
"508","2009-01-07",10.26
"509","2009-01-08",10.3
"510","2009-01-09",9.99
"511","2009-01-12",10.03
"512","2009-01-13",10.22
"513","2009-01-14",9.84
"514","2009-01-15",10.02
"515","2009-01-16",10
"516","2009-01-20",9.54
"517","2009-01-21",9.95
"518","2009-01-22",9.67
"519","2009-01-23",9.64
"520","2009-01-26",9.77
"521","2009-01-27",9.89
"522","2009-01-28",10.11
"523","2009-01-29",9.83
"524","2009-01-30",9.63
"525","2009-02-02",10.12
"526","2009-02-03",10.06
"527","2009-02-04",10.07
"528","2009-02-05",10.17
"529","2009-02-06",10.25
"530","2009-02-09",10.23
"531","2009-02-10",9.65
"532","2009-02-11",9.91
"533","2009-02-12",10.05
"534","2009-02-13",9.81
"535","2009-02-17",9.9
"536","2009-02-18",9.62
"537","2009-02-19",9.62
"538","2009-02-20",9.49
"539","2009-02-23",9.5
"540","2009-02-24",9.49
"541","2009-02-25",9.33
"542","2009-02-26",9.51
"543","2009-02-27",9.42
"544","2009-03-02",9.33
"545","2009-03-03",9.18
"546","2009-03-04",9.35
"547","2009-03-05",8.97
"548","2009-03-06",8.87
"549","2009-03-09",8.5
"550","2009-03-10",8.7
"551","2009-03-11",8.41
"552","2009-03-12",8.97
"553","2009-03-13",8.83
"554","2009-03-16",8.27
"555","2009-03-17",9
"556","2009-03-18",9.03
"557","2009-03-19",8.87
"558","2009-03-20",8.66
"559","2009-03-23",9.29
"560","2009-03-24",8.57
"561","2009-03-25",9
"562","2009-03-26",9.3
"563","2009-03-27",8.59
"564","2009-03-30",8.44
"565","2009-03-31",8.8
"566","2009-04-01",9.27
"567","2009-04-02",9.5
"568","2009-04-03",9.2
"569","2009-04-06",8.96
"570","2009-04-07",9.02
"571","2009-04-08",9.19
"572","2009-04-09",9.68
"573","2009-04-13",9.86
"574","2009-04-14",9.12
"575","2009-04-15",9.63
"576","2009-04-16",9.65
"577","2009-04-17",9.68
"578","2009-04-20",9.08
"579","2009-04-21",9.6
"580","2009-04-22",9.29
"581","2009-04-23",8.8
"582","2009-04-24",9.15
"583","2009-04-27",9.01
"584","2009-04-28",9.23
"585","2009-04-29",9.6
"586","2009-04-30",9.34
"587","2009-05-01",8.93
"588","2009-05-04",9.42
"589","2009-05-05",9.02
"590","2009-05-06",9.03
"591","2009-05-07",9.05
"592","2009-05-08",9.3
"593","2009-05-11",9.08
"594","2009-05-12",9.05
"595","2009-05-13",8.95
"596","2009-05-14",9.23
"597","2009-05-15",9.02
"598","2009-05-18",9.3
"599","2009-05-19",9.01
"600","2009-05-20",9.06
"601","2009-05-21",9.04
"602","2009-05-22",8.99
"603","2009-05-26",9.3
"604","2009-05-27",9
"605","2009-05-28",9.12
"606","2009-05-29",9.2
"607","2009-06-01",9.4
"608","2009-06-02",9.3
"609","2009-06-03",9.35
"610","2009-06-04",9.61
"611","2009-06-05",9.2
"612","2009-06-08",9.27
"613","2009-06-09",9.22
"614","2009-06-10",9.03
"615","2009-06-11",8.92
"616","2009-06-12",9.1
"617","2009-06-15",8.98
"618","2009-06-16",8.85
"619","2009-06-17",9.04
"620","2009-06-18",8.97
"621","2009-06-19",9.04
"622","2009-06-22",8.76
"623","2009-06-23",8.62
"624","2009-06-24",8.62
"625","2009-06-25",8.92
"626","2009-06-26",9.09
"627","2009-06-29",8.83
"628","2009-06-30",9.06
"629","2009-07-01",9.14
"630","2009-07-02",8.78
"631","2009-07-06",8.87
"632","2009-07-07",8.7
"633","2009-07-08",8.81
"634","2009-07-09",8.87
"635","2009-07-10",8.95
"636","2009-07-13",9.16
"637","2009-07-14",9.07
"638","2009-07-15",9.3
"639","2009-07-16",9.45
"640","2009-07-17",9.45
"641","2009-07-20",9.4
"642","2009-07-21",9.38
"643","2009-07-22",9.47
"644","2009-07-23",9.7
"645","2009-07-24",9.68
"646","2009-07-27",9.5
"647","2009-07-28",9.82
"648","2009-07-29",9.77
"649","2009-07-30",9.75
"650","2009-07-31",9.72
"651","2009-08-03",9.59
"652","2009-08-04",9.57
"653","2009-08-05",9.18
"654","2009-08-06",9.16
"655","2009-08-07",9.15
"656","2009-08-10",9.1
"657","2009-08-11",9.14
"658","2009-08-12",9.37
"659","2009-08-13",9.16
"660","2009-08-14",9.03
"661","2009-08-17",9.02
"662","2009-08-18",9.03
"663","2009-08-19",9.21
"664","2009-08-20",9.32
"665","2009-08-21",9.67
"666","2009-08-24",9.52
"667","2009-08-25",9.45
"668","2009-08-26",9.46
"669","2009-08-27",9.48
"670","2009-08-28",9.22
"671","2009-08-31",9.15
"672","2009-09-01",8.91
"673","2009-09-02",8.85
"674","2009-09-03",8.94
"675","2009-09-04",9
"676","2009-09-08",9.09
"677","2009-09-09",9.08
"678","2009-09-10",9.14
"679","2009-09-11",8.92
"680","2009-09-14",9.06
"681","2009-09-15",8.84
"682","2009-09-16",8.95
"683","2009-09-17",8.95
"684","2009-09-18",8.93
"685","2009-09-21",8.9
"686","2009-09-22",8.87
"687","2009-09-23",8.75
"688","2009-09-24",8.7
"689","2009-09-25",8.66
"690","2009-09-28",8.74
"691","2009-09-29",8.43
"692","2009-09-30",8.47
"693","2009-10-01",8.36
"694","2009-10-02",8.29
"695","2009-10-05",8.45
"696","2009-10-06",8.48
"697","2009-10-07",8.32
"698","2009-10-08",8.36
"699","2009-10-09",8.5
"700","2009-10-12",8.36
"701","2009-10-13",8.42
"702","2009-10-14",8.45
"703","2009-10-15",8.35
"704","2009-10-16",8.16
"705","2009-10-19",8.17
"706","2009-10-20",8.4
"707","2009-10-21",8.22
"708","2009-10-22",8.36
"709","2009-10-23",8.15
"710","2009-10-26",8.05
"711","2009-10-27",8.12
"712","2009-10-28",8.15
"713","2009-10-29",8.21
"714","2009-10-30",8.05
"715","2009-11-02",8.15
"716","2009-11-03",8.34
"717","2009-11-04",8.21
"718","2009-11-05",8.12
"719","2009-11-06",7.99
"720","2009-11-09",8.14
"721","2009-11-10",8.09
"722","2009-11-11",8.13
"723","2009-11-12",8
"724","2009-11-13",8.19
"725","2009-11-16",8.39
"726","2009-11-17",8.42
"727","2009-11-18",8.3
"728","2009-11-19",8.15
"729","2009-11-20",8.34
"730","2009-11-23",8.4
"731","2009-11-24",8.39
"732","2009-11-25",8.38
"733","2009-11-27",8.05
"734","2009-11-30",8.27
"735","2009-12-01",8.33
"736","2009-12-02",8.32
"737","2009-12-03",8.18
"738","2009-12-04",8.22
"739","2009-12-07",8.14
"740","2009-12-08",8.16
"741","2009-12-09",8.22
"742","2009-12-10",8.2
"743","2009-12-11",8.1
"744","2009-12-14",8.13
"745","2009-12-15",8.04
"746","2009-12-16",8.02
"747","2009-12-17",7.91
"748","2009-12-18",8.01
"749","2009-12-21",7.85
"750","2009-12-22",8.05
"751","2009-12-23",8.03
"752","2009-12-24",8.05
"753","2009-12-28",8.15
"754","2009-12-29",8.18
"755","2009-12-30",8.21
"756","2009-12-31",8.25
"757","2010-01-04",8.39
"758","2010-01-05",8.23
"759","2010-01-06",8.08
"760","2010-01-07",8.21
"761","2010-01-08",8.2
"762","2010-01-11",8.16
"763","2010-01-12",8.2
"764","2010-01-13",8.16
"765","2010-01-14",8.22
"766","2010-01-15",8.19
"767","2010-01-19",8.39
"768","2010-01-20",8.35
"769","2010-01-21",8.16
"770","2010-01-22",8.16
"771","2010-01-25",8.15
"772","2010-01-26",7.98
"773","2010-01-27",8.34
"774","2010-01-28",8.06
"775","2010-01-29",8.16
"776","2010-02-01",8.08
"777","2010-02-02",8.09
"778","2010-02-03",8.1
"779","2010-02-04",8.1
"780","2010-02-05",8.22
"781","2010-02-08",8.12
"782","2010-02-09",8.32
"783","2010-02-10",8.22
"784","2010-02-11",8.34
"785","2010-02-12",8.25
"786","2010-02-16",8.33
"787","2010-02-17",8.35
"788","2010-02-18",8.36
"789","2010-02-19",8.34
"790","2010-02-22",8.32
"791","2010-02-23",8.29
"792","2010-02-24",8.3
"793","2010-02-25",8.26
"794","2010-02-26",8.29
"795","2010-03-01",8.34
"796","2010-03-02",8.45
"797","2010-03-03",8.36
"798","2010-03-04",8.37
"799","2010-03-05",8.49
"800","2010-03-08",8.56
"801","2010-03-09",8.67
"802","2010-03-10",8.65
"803","2010-03-11",8.75
"804","2010-03-12",8.78
"805","2010-03-15",8.78
"806","2010-03-16",8.81
"807","2010-03-17",8.92
"808","2010-03-18",8.91
"809","2010-03-19",9.1
"810","2010-03-22",9.17
"811","2010-03-23",9.25
"812","2010-03-24",9.07
"813","2010-03-25",9.01
"814","2010-03-26",9.04
"815","2010-03-29",9.11
"816","2010-03-30",9.12
"817","2010-03-31",9.19
"818","2010-04-01",9.28
"819","2010-04-05",9.38
"820","2010-04-06",9.43
"821","2010-04-07",9.55
"822","2010-04-08",9.46
"823","2010-04-09",9.44
"824","2010-04-12",9.17
"825","2010-04-13",9.26
"826","2010-04-14",9.62
"827","2010-04-15",9.7
"828","2010-04-16",9.68
"829","2010-04-19",9.55
"830","2010-04-20",9.94
"831","2010-04-21",9.87
"832","2010-04-22",10.05
"833","2010-04-23",10.12
"834","2010-04-26",10.09
"835","2010-04-27",10.01
"836","2010-04-28",9.51
"837","2010-04-29",9.24
"838","2010-04-30",9.1
"839","2010-05-03",9.27
"840","2010-05-04",9.04
"841","2010-05-05",8.72
"842","2010-05-06",8.45
"843","2010-05-07",8.25
"844","2010-05-10",8.46
"845","2010-05-11",8.86
"846","2010-05-12",9.04
"847","2010-05-13",8.62
"848","2010-05-14",8.69
"849","2010-05-17",8.73
"850","2010-05-18",8.58
"851","2010-05-19",8.57
"852","2010-05-20",8.05
"853","2010-05-21",8.19
"854","2010-05-24",8.06
"855","2010-05-25",8.04
"856","2010-05-26",8.3
"857","2010-05-27",8.64
"858","2010-05-28",8.51
"859","2010-06-01",8.03
"860","2010-06-02",8.32
"861","2010-06-03",8.32
"862","2010-06-04",7.95
"863","2010-06-07",8.13
"864","2010-06-08",8.14
"865","2010-06-09",8.23
"866","2010-06-10",8.33
"867","2010-06-11",8.28
"868","2010-06-14",8.22
"869","2010-06-15",8.41
"870","2010-06-16",8.36
"871","2010-06-17",8.43
"872","2010-06-18",8.4
"873","2010-06-21",8.34
"874","2010-06-22",8.2
"875","2010-06-23",8.28
"876","2010-06-24",8.26
"877","2010-06-25",8.45
"878","2010-06-28",8.35
"879","2010-06-29",8.25
"880","2010-06-30",8.33
"881","2010-07-01",8.4
"882","2010-07-02",8.25
"883","2010-07-06",8.23
"884","2010-07-07",8.35
"885","2010-07-08",8.32
"886","2010-07-09",8.35
"887","2010-07-12",8.36
"888","2010-07-13",8.84
"889","2010-07-14",8.55
"890","2010-07-15",8.47
"891","2010-07-16",8.27
"892","2010-07-19",8.24
"893","2010-07-20",8.43
"894","2010-07-21",8.07
"895","2010-07-22",8.36
"896","2010-07-23",8.44
"897","2010-07-26",8.45
"898","2010-07-27",8.35
"899","2010-07-28",8.22
"900","2010-07-29",8.18
"901","2010-07-30",8.21
"902","2010-08-02",8.16
"903","2010-08-03",8.09
"904","2010-08-04",8.12
"905","2010-08-05",8.1
"906","2010-08-06",8.02
"907","2010-08-09",8.17
"908","2010-08-10",8.08
"909","2010-08-11",7.77
"910","2010-08-12",7.67
"911","2010-08-13",7.61
"912","2010-08-16",7.78
"913","2010-08-17",7.93
"914","2010-08-18",7.8
"915","2010-08-19",7.54
"916","2010-08-20",7.48
"917","2010-08-23",7.4
"918","2010-08-24",7.33
"919","2010-08-25",7.56
"920","2010-08-26",7.48
"921","2010-08-27",7.82
"922","2010-08-30",7.58
"923","2010-08-31",7.58
"924","2010-09-01",7.85
"925","2010-09-02",7.68
"926","2010-09-03",7.84
"927","2010-09-07",7.6
"928","2010-09-08",7.6
"929","2010-09-09",7.65
"930","2010-09-10",7.65
"931","2010-09-13",7.75
"932","2010-09-14",7.64
"933","2010-09-15",7.71
"934","2010-09-16",7.65
"935","2010-09-17",7.71
"936","2010-09-20",7.9
"937","2010-09-21",7.85
"938","2010-09-22",7.72
"939","2010-09-23",7.69
"940","2010-09-24",7.91
"941","2010-09-27",7.7
"942","2010-09-28",7.67
"943","2010-09-29",7.75
"944","2010-09-30",7.8
"945","2010-10-01",7.85
"946","2010-10-04",7.74
"947","2010-10-05",7.85
"948","2010-10-06",7.82
"949","2010-10-07",7.7
"950","2010-10-08",7.77
"951","2010-10-11",7.84
"952","2010-10-12",8
"953","2010-10-13",8.01
"954","2010-10-14",8.1
"955","2010-10-15",8.01
"956","2010-10-18",8.28
"957","2010-10-19",8.14
"958","2010-10-20",8.19
"959","2010-10-21",8
"960","2010-10-22",8.15
"961","2010-10-25",8.27
"962","2010-10-26",8.26
"963","2010-10-27",8.28
"964","2010-10-28",8.35
"965","2010-10-29",8.45
"966","2010-11-01",8.23
"967","2010-11-02",8.38
"968","2010-11-03",8.36
"969","2010-11-04",8.56
"970","2010-11-05",8.38
"971","2010-11-08",8.17
"972","2010-11-09",8.05
"973","2010-11-10",8.15
"974","2010-11-11",8.06
"975","2010-11-12",7.99
"976","2010-11-15",7.96
"977","2010-11-16",7.99
"978","2010-11-17",7.89
"979","2010-11-18",7.85
"980","2010-11-19",7.75
"981","2010-11-22",7.74
"982","2010-11-23",7.92
"983","2010-11-24",8.23
"984","2010-11-26",8.12
"985","2010-11-29",8.38
"986","2010-11-30",8.22
"987","2010-12-01",8.25
"988","2010-12-02",8.3
"989","2010-12-03",8.3
"990","2010-12-06",8.39
"991","2010-12-07",8.67
"992","2010-12-08",8.61
"993","2010-12-09",8.57
"994","2010-12-10",8.72
"995","2010-12-13",8.71
"996","2010-12-14",8.8
"997","2010-12-15",8.9
"998","2010-12-16",8.94
"999","2010-12-17",8.79
"1000","2010-12-20",8.92
"1001","2010-12-21",9
"1002","2010-12-22",9.21
