"","date","NVT"
"1","2018-04-24",22.51
"2","2018-04-25",23.02
"3","2018-04-26",23.25
"4","2018-04-27",22.85
"5","2018-04-30",NA
"6","2018-05-01",22.719999
"7","2018-05-02",22.76
"8","2018-05-03",23.51
"9","2018-05-04",24.9
"10","2018-05-07",25.34
"11","2018-05-08",24.629999
"12","2018-05-09",24.48
"13","2018-05-10",24.98
"14","2018-05-11",25.59
"15","2018-05-14",25.65
"16","2018-05-15",25.24
"17","2018-05-16",24.959999
"18","2018-05-17",24.99
"19","2018-05-18",25.280001
"20","2018-05-21",25.459999
"21","2018-05-22",26.01
"22","2018-05-23",26.299999
"23","2018-05-24",26.57
"24","2018-05-25",26.360001
"25","2018-05-29",26.6
"26","2018-05-30",26.73
"27","2018-05-31",27.08
"28","2018-06-01",26.799999
"29","2018-06-04",27.629999
"30","2018-06-05",28.48
"31","2018-06-06",28.1
"32","2018-06-07",27.459999
"33","2018-06-08",27.48
"34","2018-06-11",27.459999
"35","2018-06-12",27
"36","2018-06-13",27.110001
"37","2018-06-14",26.74
"38","2018-06-15",26.799999
"39","2018-06-18",26.9
"40","2018-06-19",27.280001
"41","2018-06-20",27.07
"42","2018-06-21",27.16
"43","2018-06-22",26.790001
"44","2018-06-25",25.66
"45","2018-06-26",25.32
"46","2018-06-27",24.969999
"47","2018-06-28",24.82
"48","2018-06-29",25.1
"49","2018-07-02",24.76
"50","2018-07-03",24.77
"51","2018-07-05",24.75
"52","2018-07-06",24.68
"53","2018-07-09",25.59
"54","2018-07-10",25.110001
"55","2018-07-11",24.27
"56","2018-07-12",24.35
"57","2018-07-13",24.99
"58","2018-07-16",24.860001
"59","2018-07-17",24.530001
"60","2018-07-18",24.93
"61","2018-07-19",25.33
"62","2018-07-20",24.59
"63","2018-07-23",25.23
"64","2018-07-24",25.450001
"65","2018-07-25",26.83
"66","2018-07-26",27.200001
"67","2018-07-27",26.92
"68","2018-07-30",26.92
"69","2018-07-31",27.4
"70","2018-08-01",27.23
"71","2018-08-02",27.24
"72","2018-08-03",28.059999
"73","2018-08-06",28.540001
"74","2018-08-07",28.99
"75","2018-08-08",28.52
"76","2018-08-09",28.459999
"77","2018-08-10",27.950001
"78","2018-08-13",27.190001
"79","2018-08-14",27.25
"80","2018-08-15",26.879999
"81","2018-08-16",27.209999
"82","2018-08-17",27.299999
"83","2018-08-20",27.389999
"84","2018-08-21",27.9
"85","2018-08-22",28.120001
"86","2018-08-23",28
"87","2018-08-24",27.98
"88","2018-08-27",28.07
"89","2018-08-28",27.959999
"90","2018-08-29",28.73
"91","2018-08-30",28.08
"92","2018-08-31",28.09
"93","2018-09-04",28.24
"94","2018-09-05",28.440001
"95","2018-09-06",28.6
"96","2018-09-07",27.940001
"97","2018-09-10",28.32
"98","2018-09-11",28.110001
"99","2018-09-12",28.09
"100","2018-09-13",28.07
"101","2018-09-14",28.41
"102","2018-09-17",28.549999
"103","2018-09-18",28.65
"104","2018-09-19",29.23
"105","2018-09-20",29.18
"106","2018-09-21",29.42
"107","2018-09-24",29.370001
"108","2018-09-25",28.57
"109","2018-09-26",27.57
"110","2018-09-27",27
"111","2018-09-28",27.16
"112","2018-10-01",27.549999
"113","2018-10-02",27
"114","2018-10-03",27.25
"115","2018-10-04",27.1
"116","2018-10-05",26.67
"117","2018-10-08",27.290001
"118","2018-10-09",26.629999
"119","2018-10-10",25.780001
"120","2018-10-11",24.690001
"121","2018-10-12",24.129999
"122","2018-10-15",24.059999
"123","2018-10-16",25.360001
"124","2018-10-17",25.52
"125","2018-10-18",24.75
"126","2018-10-19",24.4
"127","2018-10-22",23.42
"128","2018-10-23",22.780001
"129","2018-10-24",21.290001
"130","2018-10-25",23.620001
"131","2018-10-26",23.92
"132","2018-10-29",23.639999
"133","2018-10-30",24.01
"134","2018-10-31",24.42
"135","2018-11-01",24.91
"136","2018-11-02",25.42
"137","2018-11-05",25.4
"138","2018-11-06",26.02
"139","2018-11-07",26.809999
"140","2018-11-08",26.52
"141","2018-11-09",25.690001
"142","2018-11-12",24.51
"143","2018-11-13",24.48
"144","2018-11-14",24.620001
"145","2018-11-15",24.719999
"146","2018-11-16",24.59
"147","2018-11-19",24.57
"148","2018-11-20",24.23
"149","2018-11-21",24.6
"150","2018-11-23",25.200001
"151","2018-11-26",25.719999
"152","2018-11-27",24.959999
"153","2018-11-28",25.01
"154","2018-11-29",25.059999
"155","2018-11-30",25.02
"156","2018-12-03",25.299999
"157","2018-12-04",24.1
"158","2018-12-06",23.67
"159","2018-12-07",23.1
"160","2018-12-10",22.57
"161","2018-12-11",22.559999
"162","2018-12-12",22.84
"163","2018-12-13",22.540001
"164","2018-12-14",22.559999
"165","2018-12-17",21.59
"166","2018-12-18",20.950001
"167","2018-12-19",20.93
"168","2018-12-20",20.85
"169","2018-12-21",20.370001
"170","2018-12-24",20.309999
"171","2018-12-26",21.34
"172","2018-12-27",21.5
"173","2018-12-28",21.98
"174","2018-12-31",22.459999
"175","2019-01-02",22.51
"176","2019-01-03",21.65
"177","2019-01-04",22.35
"178","2019-01-07",22.08
"179","2019-01-08",22.77
"180","2019-01-09",23.15
"181","2019-01-10",23.360001
"182","2019-01-11",23.25
"183","2019-01-14",23.379999
"184","2019-01-15",23.309999
"185","2019-01-16",23.610001
"186","2019-01-17",24.1
"187","2019-01-18",24.66
"188","2019-01-22",24.389999
"189","2019-01-23",24.43
"190","2019-01-24",24.27
"191","2019-01-25",24.91
"192","2019-01-28",24.66
"193","2019-01-29",24.809999
"194","2019-01-30",24.99
"195","2019-01-31",25.02
"196","2019-02-01",24.940001
"197","2019-02-04",25.41
"198","2019-02-05",25.1
"199","2019-02-06",25
"200","2019-02-07",25.1
"201","2019-02-08",25.4
"202","2019-02-11",25.68
"203","2019-02-12",26.02
"204","2019-02-13",26.309999
"205","2019-02-14",26.370001
"206","2019-02-15",26.950001
"207","2019-02-19",27
"208","2019-02-20",27.43
"209","2019-02-21",27.120001
"210","2019-02-22",27.42
"211","2019-02-25",27.450001
"212","2019-02-26",27.299999
"213","2019-02-27",27.440001
"214","2019-02-28",27.48
"215","2019-03-01",27.77
"216","2019-03-04",27.51
"217","2019-03-05",27.17
"218","2019-03-06",27.059999
"219","2019-03-07",26.959999
"220","2019-03-08",26.719999
"221","2019-03-11",26.969999
"222","2019-03-12",27
"223","2019-03-13",27.469999
"224","2019-03-14",27.16
"225","2019-03-15",27.01
"226","2019-03-18",27.26
"227","2019-03-19",27.23
"228","2019-03-20",26.940001
"229","2019-03-21",26.940001
"230","2019-03-22",25.77
"231","2019-03-25",26.209999
"232","2019-03-26",26.120001
"233","2019-03-27",26.58
"234","2019-03-28",26.889999
"235","2019-03-29",26.98
"236","2019-04-01",27.5
"237","2019-04-02",27.67
"238","2019-04-03",27.65
"239","2019-04-04",27.959999
"240","2019-04-05",27.940001
"241","2019-04-08",27.85
"242","2019-04-09",27.09
"243","2019-04-10",27.209999
"244","2019-04-11",27.799999
"245","2019-04-12",28
"246","2019-04-15",28.07
"247","2019-04-16",28.07
"248","2019-04-17",28.030001
"249","2019-04-18",28.139999
"250","2019-04-22",28.01
"251","2019-04-23",28.200001
"252","2019-04-24",28.4
"253","2019-04-25",27.610001
"254","2019-04-26",27.469999
"255","2019-04-29",27.950001
"256","2019-04-30",27.950001
"257","2019-05-01",27.84
"258","2019-05-02",27.33
"259","2019-05-03",27.309999
"260","2019-05-06",27.190001
"261","2019-05-07",26.49
"262","2019-05-08",26.24
"263","2019-05-09",26.26
"264","2019-05-10",26.02
"265","2019-05-13",25.1
"266","2019-05-14",25.370001
"267","2019-05-15",25.139999
"268","2019-05-16",25.290001
"269","2019-05-17",25.110001
"270","2019-05-20",24.32
"271","2019-05-21",24.49
"272","2019-05-22",24.17
"273","2019-05-23",23.950001
"274","2019-05-24",24.01
"275","2019-05-28",23.65
"276","2019-05-29",23.559999
"277","2019-05-30",23.34
"278","2019-05-31",23.059999
"279","2019-06-03",23.360001
"280","2019-06-04",24.049999
"281","2019-06-05",23.809999
"282","2019-06-06",23.860001
"283","2019-06-07",23.959999
"284","2019-06-10",24.459999
"285","2019-06-11",23.709999
"286","2019-06-12",23.870001
"287","2019-06-13",24.09
"288","2019-06-14",23.9
"289","2019-06-17",23.98
"290","2019-06-18",24.129999
"291","2019-06-19",23.969999
"292","2019-06-20",24.370001
"293","2019-06-21",24.290001
"294","2019-06-24",24.299999
"295","2019-06-25",24.459999
"296","2019-06-26",24.780001
"297","2019-06-27",24.690001
"298","2019-06-28",24.790001
"299","2019-07-01",25.02
"300","2019-07-02",25.110001
"301","2019-07-03",25.450001
"302","2019-07-05",25.35
"303","2019-07-08",25.280001
"304","2019-07-09",24.700001
"305","2019-07-10",24.299999
"306","2019-07-11",24.209999
"307","2019-07-12",24.719999
"308","2019-07-15",24.84
"309","2019-07-16",24.85
"310","2019-07-17",24.540001
"311","2019-07-18",24.209999
"312","2019-07-19",24.190001
"313","2019-07-22",24.27
"314","2019-07-23",24.91
"315","2019-07-24",25.219999
"316","2019-07-25",24.77
"317","2019-07-26",24.93
"318","2019-07-29",24.84
"319","2019-07-30",25.07
"320","2019-07-31",24.790001
"321","2019-08-01",22.59
"322","2019-08-02",21.57
"323","2019-08-05",20.790001
"324","2019-08-06",21.040001
"325","2019-08-07",20.950001
"326","2019-08-08",21.42
"327","2019-08-09",21.24
"328","2019-08-12",21.120001
"329","2019-08-13",21.58
"330","2019-08-14",20.84
"331","2019-08-15",20.59
"332","2019-08-16",20.969999
"333","2019-08-19",21.110001
"334","2019-08-20",20.620001
"335","2019-08-21",20.74
"336","2019-08-22",20.629999
"337","2019-08-23",20.139999
"338","2019-08-26",20.049999
"339","2019-08-27",19.610001
"340","2019-08-28",19.799999
"341","2019-08-29",20.01
"342","2019-08-30",20.26
"343","2019-09-03",19.91
"344","2019-09-04",20.370001
"345","2019-09-05",20.85
"346","2019-09-06",21.299999
"347","2019-09-09",21.74
"348","2019-09-10",22.33
"349","2019-09-11",22.959999
"350","2019-09-12",22.35
"351","2019-09-13",22.299999
"352","2019-09-16",22.209999
"353","2019-09-17",22.110001
"354","2019-09-18",22.1
"355","2019-09-19",21.83
"356","2019-09-20",21.879999
"357","2019-09-23",21.790001
"358","2019-09-24",21.59
"359","2019-09-25",21.889999
"360","2019-09-26",21.76
"361","2019-09-27",21.9
"362","2019-09-30",22.040001
"363","2019-10-01",20.110001
"364","2019-10-02",19.940001
"365","2019-10-03",19.860001
"366","2019-10-04",19.6
"367","2019-10-07",19.620001
"368","2019-10-08",19.059999
"369","2019-10-09",19.15
"370","2019-10-10",19.200001
"371","2019-10-11",20.18
"372","2019-10-14",20.35
"373","2019-10-15",20.700001
"374","2019-10-16",20.879999
"375","2019-10-17",21.030001
"376","2019-10-18",21.120001
"377","2019-10-21",21.549999
"378","2019-10-22",21.83
"379","2019-10-23",21.790001
"380","2019-10-24",21.889999
"381","2019-10-25",21.799999
"382","2019-10-28",21.91
"383","2019-10-29",21.879999
"384","2019-10-30",23.27
"385","2019-10-31",23.059999
"386","2019-11-01",23.299999
"387","2019-11-04",24.200001
"388","2019-11-05",23.969999
"389","2019-11-06",23.67
"390","2019-11-07",23.73
"391","2019-11-08",23.93
"392","2019-11-11",23.889999
"393","2019-11-12",23.950001
"394","2019-11-13",23.700001
"395","2019-11-14",23.6
"396","2019-11-15",23.969999
"397","2019-11-18",24.01
"398","2019-11-19",24.23
"399","2019-11-20",24.219999
"400","2019-11-21",24.389999
"401","2019-11-22",24.67
"402","2019-11-25",24.93
"403","2019-11-26",25.07
"404","2019-11-27",24.959999
"405","2019-11-29",24.709999
