"","date","REKR"
"100","2018-01-22",4.44
"101","2018-01-23",4.44
"102","2018-01-24",3.96
"103","2018-01-25",4.4
"104","2018-01-26",4.1
"105","2018-01-29",3.75
"106","2018-01-30",3.73
"107","2018-01-31",3.75
"108","2018-02-01",3.87
"109","2018-02-02",3.92
"110","2018-02-05",3.99
"111","2018-02-06",4
"112","2018-02-07",3.998
"113","2018-02-08",3.55
"114","2018-02-09",3.55
"115","2018-02-12",3.55
"116","2018-02-13",3.5
"117","2018-02-14",3.5
"118","2018-02-15",3.5
"119","2018-02-16",3.5
"120","2018-02-20",3.13
"121","2018-02-21",3.5
"122","2018-02-22",3.5
"123","2018-02-23",3.733
"124","2018-02-26",3.75
"125","2018-02-27",3.899
"126","2018-02-28",3.654
"127","2018-03-01",3.62
"128","2018-03-02",3.62
"129","2018-03-05",3.62
"130","2018-03-06",3.62
"131","2018-03-07",3.62
"132","2018-03-08",3.5
"133","2018-03-09",3.5
"134","2018-03-12",3.95
"135","2018-03-13",3.9
"136","2018-03-14",3.29
"137","2018-03-15",3.84
"138","2018-03-16",3.4
"139","2018-03-19",3.7
"140","2018-03-20",3.4
"141","2018-03-21",3.4
"142","2018-03-22",3.4
"143","2018-03-23",3.43
"144","2018-03-26",3.67
"145","2018-03-27",3.4
"146","2018-03-28",3.4
"147","2018-03-29",3.4
"148","2018-04-02",3.58
"149","2018-04-03",3.6
"150","2018-04-04",3.4
"151","2018-04-05",3.315
"152","2018-04-06",3.6
"153","2018-04-09",3.75
"154","2018-04-10",3.75
"155","2018-04-11",3.1
"156","2018-04-12",3.01
"157","2018-04-13",3.39
"158","2018-04-16",2.75
"159","2018-04-17",2.4
"160","2018-04-18",2.498
"161","2018-04-19",2.58
"162","2018-04-20",2.55
"163","2018-04-23",2.55
"164","2018-04-24",2.94
"165","2018-04-25",3.03
"166","2018-04-26",3.2
"167","2018-04-27",2.86
"168","2018-04-30",2.926
"169","2018-05-01",2.86
"170","2018-05-02",2.86
"171","2018-05-03",2.824
"172","2018-05-04",2.65
"173","2018-05-07",2.72
"174","2018-05-08",2.65
"175","2018-05-09",2.61
"176","2018-05-10",2.51
"177","2018-05-11",2.5
"178","2018-05-14",2.59
"179","2018-05-15",2.69
"180","2018-05-16",2.43
"181","2018-05-17",2.05
"182","2018-05-18",2.19
"183","2018-05-21",1.95
"184","2018-05-22",1.67
"185","2018-05-23",1.721
"186","2018-05-24",1.84
"187","2018-05-25",1.56
"188","2018-05-29",1.68
"189","2018-05-30",1.62
"190","2018-05-31",1.665
"191","2018-06-01",1.68
"192","2018-06-04",1.842
"193","2018-06-05",1.67
"194","2018-06-06",1.949
"195","2018-06-07",1.905
"196","2018-06-08",2
"197","2018-06-11",1.959
"198","2018-06-12",1.79
"199","2018-06-13",1.86
"200","2018-06-14",1.88
"201","2018-06-15",1.89
"202","2018-06-18",1.62
"203","2018-06-19",1.59
"204","2018-06-20",1.74
"205","2018-06-21",1.67
"206","2018-06-22",1.62
"207","2018-06-25",1.75
"208","2018-06-26",1.63
"209","2018-06-27",1.7
"210","2018-06-28",1.75
"211","2018-06-29",1.63
"212","2018-07-02",1.659
"213","2018-07-03",1.7
"214","2018-07-05",1.6
"215","2018-07-06",1.685
"216","2018-07-09",1.69
"217","2018-07-10",1.7
"218","2018-07-11",1.762
"219","2018-07-12",1.721
"220","2018-07-13",1.67
"221","2018-07-16",1.67
"222","2018-07-17",1.81
"223","2018-07-18",1.751
"224","2018-07-19",1.764
"225","2018-07-20",1.79
"226","2018-07-23",1.791
"227","2018-07-24",1.55
"228","2018-07-25",1.453
"229","2018-07-26",1.353
"230","2018-07-27",1.35
"231","2018-07-30",1.35
"232","2018-07-31",1.303
"233","2018-08-01",1.25
"234","2018-08-02",1.3
"235","2018-08-03",1.3
"236","2018-08-06",1.37
"237","2018-08-07",1.629
"238","2018-08-08",1.762
"239","2018-08-09",1.7
"240","2018-08-10",1.676
"241","2018-08-13",1.85
"242","2018-08-14",1.795
"243","2018-08-15",1.722
"244","2018-08-16",1.39
"245","2018-08-17",1.31
"246","2018-08-20",1.4
"247","2018-08-21",1.313
"248","2018-08-22",1.31
"249","2018-08-23",1.35
"250","2018-08-24",1.43
"251","2018-08-27",1.31
"252","2018-08-28",1.35
"253","2018-08-29",1.39
"254","2018-08-30",1.293
"255","2018-08-31",1.35
"256","2018-09-04",1.302
"257","2018-09-05",1.32
"258","2018-09-06",1.34
"259","2018-09-07",1.41
"260","2018-09-10",1.5
"261","2018-09-11",1.35
"262","2018-09-12",1.44
"263","2018-09-13",1.22
"264","2018-09-14",1.21
"265","2018-09-17",1.21
"266","2018-09-18",1.3
"267","2018-09-19",1.18
"268","2018-09-20",1.6
"269","2018-09-21",1.32
"270","2018-09-24",1.25
"271","2018-09-25",1.21
"272","2018-09-26",1.49
"273","2018-09-27",1.25
"274","2018-09-28",1.22
"275","2018-10-01",1.3
"276","2018-10-02",1.25
"277","2018-10-03",1.397
"278","2018-10-04",1.366
"279","2018-10-05",1.25
"280","2018-10-08",1.36
"281","2018-10-09",1.5
"282","2018-10-10",1.55
"283","2018-10-11",1.64
"284","2018-10-12",1.58
"285","2018-10-15",1.38
"286","2018-10-16",1.42
"287","2018-10-17",1.43
"288","2018-10-18",1.6
"289","2018-10-19",1.92
"290","2018-10-22",2.42
"291","2018-10-23",2.4
"292","2018-10-24",2.32
"293","2018-10-25",1.85
"294","2018-10-26",1.55
"295","2018-10-29",1.3
"296","2018-10-30",0.74
"297","2018-10-31",0.79
"298","2018-11-01",0.715
"299","2018-11-02",0.74
"300","2018-11-05",0.721
"301","2018-11-06",0.72
"302","2018-11-07",0.74
"303","2018-11-08",0.73
"304","2018-11-09",0.675
"305","2018-11-12",0.7
"306","2018-11-13",0.699
"307","2018-11-14",0.665
"308","2018-11-15",0.75
"309","2018-11-16",0.77
"310","2018-11-19",0.681
"311","2018-11-20",0.66
"312","2018-11-21",0.679
"313","2018-11-23",0.65
"314","2018-11-26",0.65
"315","2018-11-27",0.651
"316","2018-11-28",0.66
"317","2018-11-29",0.65
"318","2018-11-30",0.65
"319","2018-12-03",0.58
"320","2018-12-04",0.54
"321","2018-12-06",0.56
"322","2018-12-07",0.58
"323","2018-12-10",0.55
"324","2018-12-11",0.552
"325","2018-12-12",0.551
"326","2018-12-13",0.617
"327","2018-12-14",0.621
"328","2018-12-17",0.555
"329","2018-12-18",0.54
"330","2018-12-19",0.541
"331","2018-12-20",0.525
"332","2018-12-21",0.554
"333","2018-12-24",0.598
"334","2018-12-26",0.55
"335","2018-12-27",0.56
"336","2018-12-28",0.57
"337","2018-12-31",0.65
"338","2019-01-02",0.622
"339","2019-01-03",0.61
"340","2019-01-04",0.675
"341","2019-01-07",0.678
"342","2019-01-08",0.595
"343","2019-01-09",0.569
"344","2019-01-10",0.62
"345","2019-01-11",0.622
"346","2019-01-14",0.64
"347","2019-01-15",0.587
"348","2019-01-16",0.6
"349","2019-01-17",0.677
"350","2019-01-18",0.69
"351","2019-01-22",0.715
"352","2019-01-23",0.68
"353","2019-01-24",0.7
"354","2019-01-25",0.66
"355","2019-01-28",0.6
"356","2019-01-29",0.64
"357","2019-01-30",0.647
"358","2019-01-31",0.667
"359","2019-02-01",0.67
"360","2019-02-04",0.71
"361","2019-02-05",0.72
"362","2019-02-06",0.727
"363","2019-02-07",0.702
"364","2019-02-08",0.71
"365","2019-02-11",0.73
"366","2019-02-12",0.73
"367","2019-02-13",0.74
"368","2019-02-14",0.77
"369","2019-02-15",0.75
"370","2019-02-19",0.78
"371","2019-02-20",0.78
"372","2019-02-21",0.786
"373","2019-02-22",0.79
"374","2019-02-25",0.77
"375","2019-02-26",0.74
"376","2019-02-27",0.74
"377","2019-02-28",0.73
"378","2019-03-01",0.735
"379","2019-03-04",0.74
"380","2019-03-05",0.77
"381","2019-03-06",0.7
"382","2019-03-07",0.72
"383","2019-03-08",0.73
"384","2019-03-11",0.69
"385","2019-03-12",0.661
"386","2019-03-13",0.74
"387","2019-03-14",0.74
"388","2019-03-15",0.73
"389","2019-03-18",0.727
"390","2019-03-19",0.72
"391","2019-03-20",0.69
"392","2019-03-21",0.697
"393","2019-03-22",0.65
"394","2019-03-25",0.67
"395","2019-03-26",0.678
"396","2019-03-27",0.663
"397","2019-03-28",0.664
"398","2019-03-29",0.7
"399","2019-04-01",0.65
"400","2019-04-02",0.64
"401","2019-04-03",0.62
"402","2019-04-04",0.68
"403","2019-04-05",0.67
"404","2019-04-08",0.7
"405","2019-04-09",0.7
"406","2019-04-10",0.7
"407","2019-04-11",0.66
"408","2019-04-12",0.7
"409","2019-04-15",0.69
"410","2019-04-16",0.66
"411","2019-04-17",0.688
"412","2019-04-18",0.68
"413","2019-04-22",0.677
"414","2019-04-23",0.686
"415","2019-04-24",0.69
"416","2019-04-25",0.69
"417","2019-04-26",0.687
"418","2019-04-29",0.69
"419","2019-04-30",0.72
"420","2019-05-01",0.66
"421","2019-05-02",0.69
"422","2019-05-03",0.696
"423","2019-05-06",0.705
"424","2019-05-07",0.78
"425","2019-05-08",0.8
"426","2019-05-09",0.79
"427","2019-05-10",0.799
"428","2019-05-13",0.78
"429","2019-05-14",0.794
"430","2019-05-15",0.78
"431","2019-05-16",0.793
"432","2019-05-17",0.85
"433","2019-05-20",0.86
"434","2019-05-21",0.923
"435","2019-05-22",0.96
"436","2019-05-23",0.926
"437","2019-05-24",0.856
"438","2019-05-28",0.923
"439","2019-05-29",0.984
"440","2019-05-30",0.979
"441","2019-05-31",0.922
"442","2019-06-03",0.94
"443","2019-06-04",0.957
"444","2019-06-05",0.945
"445","2019-06-06",0.95
"446","2019-06-07",0.966
"447","2019-06-10",1.1
"448","2019-06-11",1.19
"449","2019-06-12",1.18
"450","2019-06-13",1.27
"451","2019-06-14",1.26
"452","2019-06-17",1.44
"453","2019-06-18",1.4
"454","2019-06-19",1.49
"455","2019-06-20",1.55
"456","2019-06-21",1.59
"457","2019-06-24",1.95
"458","2019-06-25",1.91
"459","2019-06-26",2
"460","2019-06-27",1.891
"461","2019-06-28",1.87
"462","2019-07-01",1.91
"463","2019-07-02",1.65
"464","2019-07-03",1.8
"465","2019-07-05",1.9
"466","2019-07-08",1.83
"467","2019-07-09",1.83
"468","2019-07-10",1.72
"469","2019-07-11",1.92
"470","2019-07-12",2
"471","2019-07-15",2.37
"472","2019-07-16",2.574
"473","2019-07-17",3.1
"474","2019-07-18",2.86
"475","2019-07-19",3.03
"476","2019-07-22",3.74
"477","2019-07-23",3.64
"478","2019-07-24",4
"479","2019-07-25",4.57
"480","2019-07-26",5.34
"481","2019-07-29",4.39
"482","2019-07-30",3.85
"483","2019-07-31",4.32
"484","2019-08-01",4.4
"485","2019-08-02",4.19
"486","2019-08-05",4.15
"487","2019-08-06",4.2
"488","2019-08-07",4.2
"489","2019-08-08",4.03
"490","2019-08-09",3.65
"491","2019-08-12",3.12
"492","2019-08-13",3.2
"493","2019-08-14",2.83
"494","2019-08-15",2.87
"495","2019-08-16",3.04
"496","2019-08-19",3.4
"497","2019-08-20",3.54
"498","2019-08-21",3.66
"499","2019-08-22",3.3
"500","2019-08-23",3.43
"501","2019-08-26",3.21
"502","2019-08-27",3.31
"503","2019-08-28",3.26
"504","2019-08-29",3.17
"505","2019-08-30",3.2
"506","2019-09-03",3.13
"507","2019-09-04",3.12
"508","2019-09-05",3.01
"509","2019-09-06",3
"510","2019-09-09",2.92
"511","2019-09-10",2.73
"512","2019-09-11",2.55
"513","2019-09-12",2.59
"514","2019-09-13",2.48
"515","2019-09-16",2.73
"516","2019-09-17",2.75
"517","2019-09-18",2.6
"518","2019-09-19",2.54
"519","2019-09-20",2.42
"520","2019-09-23",2.3
"521","2019-09-24",2.4
"522","2019-09-25",2.43
"523","2019-09-26",2.38
"524","2019-09-27",2.24
"525","2019-09-30",2.16
"526","2019-10-01",2.12
"527","2019-10-02",2
"528","2019-10-03",2.12
"529","2019-10-04",2.13
"530","2019-10-07",2.08
"531","2019-10-08",2
"532","2019-10-09",2
"533","2019-10-10",2.05
"534","2019-10-11",2.19
"535","2019-10-14",2.28
"536","2019-10-15",2.25
"537","2019-10-16",2.185
"538","2019-10-17",2.13
"539","2019-10-18",2.02
"540","2019-10-21",1.97
"541","2019-10-22",2
"542","2019-10-23",2.13
"543","2019-10-24",2.05
"544","2019-10-25",2.14
"545","2019-10-28",2.12
"546","2019-10-29",2.06
"547","2019-10-30",2.065
"548","2019-10-31",2.1
"549","2019-11-01",2.29
"550","2019-11-04",2.34
"551","2019-11-05",2.35
"552","2019-11-06",2.26
"553","2019-11-07",2.37
"554","2019-11-08",2.45
"555","2019-11-11",2.42
"556","2019-11-12",2.42
"557","2019-11-13",2.4
"558","2019-11-14",2.41
"559","2019-11-15",2.19
"560","2019-11-18",2.3
"561","2019-11-19",2.22
"562","2019-11-20",2.25
"563","2019-11-21",2.22
"564","2019-11-22",2.27
"565","2019-11-25",2.33
"566","2019-11-26",2.36
"567","2019-11-27",2.31
"568","2019-11-29",2.45
"569","2019-12-02",2.67
"570","2019-12-03",2.56
"571","2019-12-04",2.52
"572","2019-12-05",2.6
"573","2019-12-06",2.55
"574","2019-12-09",3
"575","2019-12-10",3.08
"576","2019-12-11",3.4
"577","2019-12-12",3.48
"578","2019-12-13",3.24
"579","2019-12-16",3.18
"580","2019-12-17",3.21
"581","2019-12-18",3.34
"582","2019-12-19",3.21
"583","2019-12-20",3.13
"584","2019-12-23",3.2
"585","2019-12-24",3.15
"586","2019-12-26",3.01
"587","2019-12-27",3.08
"588","2019-12-30",3.46
"589","2019-12-31",3.82
"590","2020-01-02",3.485
"591","2020-01-03",3.41
"592","2020-01-06",3.76
"593","2020-01-07",4.16
"594","2020-01-08",4.25
"595","2020-01-09",3.98
"596","2020-01-10",3.83
"597","2020-01-13",4.02
"598","2020-01-14",3.95
"599","2020-01-15",3.87
"600","2020-01-16",3.92
"601","2020-01-17",3.96
"602","2020-01-21",4
"603","2020-01-22",4.25
"604","2020-01-23",4.25
"605","2020-01-24",4.22
"606","2020-01-27",4.47
"607","2020-01-28",4.73
"608","2020-01-29",4.63
"609","2020-01-30",4.75
"610","2020-01-31",4.62
"611","2020-02-03",4.66
"612","2020-02-04",4.7
"613","2020-02-05",4.51
"614","2020-02-06",4.46
"615","2020-02-07",4.43
"616","2020-02-10",4.24
"617","2020-02-11",4.07
"618","2020-02-12",3.95
"619","2020-02-13",4.23
"620","2020-02-14",4.47
"621","2020-02-18",4.4
"622","2020-02-19",4.35
"623","2020-02-20",4.43
"624","2020-02-21",4.74
"625","2020-02-24",4.32
"626","2020-02-25",4.05
"627","2020-02-26",3.97
"628","2020-02-27",4.08
"629","2020-02-28",3.88
"630","2020-03-02",4.11
"631","2020-03-03",4.01
"632","2020-03-04",4.3
"633","2020-03-05",4.14
"634","2020-03-06",3.93
"635","2020-03-09",3.6
"636","2020-03-10",3.7
"637","2020-03-11",3.33
"638","2020-03-12",3.12
"639","2020-03-13",3.42
"640","2020-03-16",2.86
"641","2020-03-17",2.98
"642","2020-03-18",2.68
"643","2020-03-19",2.76
"644","2020-03-20",2.51
"645","2020-03-23",2.53
"646","2020-03-24",2.77
"647","2020-03-25",2.99
"648","2020-03-26",3.2
"649","2020-03-27",3.17
"650","2020-03-30",3.56
"651","2020-03-31",3.7
"652","2020-04-01",3.41
"653","2020-04-02",3.49
"654","2020-04-03",3.3
"655","2020-04-06",3.26
"656","2020-04-07",3.29
"657","2020-04-08",3.4
"658","2020-04-09",3.39
"659","2020-04-13",3.4
"660","2020-04-14",3.42
"661","2020-04-15",3.29
"662","2020-04-16",3.2
"663","2020-04-17",3.42
"664","2020-04-20",3.35
"665","2020-04-21",3.24
"666","2020-04-22",3.3
"667","2020-04-23",3.34
"668","2020-04-24",3.3
"669","2020-04-27",3.39
"670","2020-04-28",3.48
"671","2020-04-29",3.8
"672","2020-04-30",3.89
"673","2020-05-01",3.61
"674","2020-05-04",3.7
"675","2020-05-05",3.88
"676","2020-05-06",3.95
"677","2020-05-07",4.01
"678","2020-05-08",4.15
"679","2020-05-11",4
"680","2020-05-12",4
"681","2020-05-13",3.44
"682","2020-05-14",3.56
"683","2020-05-15",3.38
"684","2020-05-18",3.42
"685","2020-05-19",3.34
"686","2020-05-20",3.38
"687","2020-05-21",3.36
"688","2020-05-22",3.46
"689","2020-05-26",3.58
"690","2020-05-27",3.54
"691","2020-05-28",3.51
"692","2020-05-29",3.5
"693","2020-06-01",3.61
"694","2020-06-02",3.78
"695","2020-06-03",3.87
"696","2020-06-04",3.82
"697","2020-06-05",3.79
"698","2020-06-08",3.74
"699","2020-06-09",3.62
"700","2020-06-10",3.66
"701","2020-06-11",3.39
"702","2020-06-12",3.38
"703","2020-06-15",3.43
"704","2020-06-16",3.44
"705","2020-06-17",3.61
"706","2020-06-18",3.6
"707","2020-06-19",3.69
"708","2020-06-22",3.75
"709","2020-06-23",3.81
"710","2020-06-24",3.97
"711","2020-06-25",3.95
"712","2020-06-26",4
"713","2020-06-29",3.92
"714","2020-06-30",4
"715","2020-07-01",4.33
"716","2020-07-02",4.08
"717","2020-07-06",3.81
"718","2020-07-07",3.7
"719","2020-07-08",3.68
"720","2020-07-09",3.48
"721","2020-07-10",3.45
"722","2020-07-13",3.45
"723","2020-07-14",3.5
"724","2020-07-15",3.54
"725","2020-07-16",3.67
"726","2020-07-17",3.85
"727","2020-07-20",3.93
"728","2020-07-21",3.8
"729","2020-07-22",3.95
"730","2020-07-23",3.75
"731","2020-07-24",3.8
"732","2020-07-27",3.72
"733","2020-07-28",3.74
"734","2020-07-29",3.76
"735","2020-07-30",4.02
"736","2020-07-31",3.97
"737","2020-08-03",3.78
"738","2020-08-04",3.8
"739","2020-08-05",3.76
"740","2020-08-06",4.04
"741","2020-08-07",4.16
"742","2020-08-10",4.16
"743","2020-08-11",3.94
"744","2020-08-12",4
"745","2020-08-13",4.03
"746","2020-08-14",4.35
"747","2020-08-17",4.21
"748","2020-08-18",4.25
"749","2020-08-19",4.59
"750","2020-08-20",4.55
"751","2020-08-21",4.59
"752","2020-08-24",4.61
"753","2020-08-25",5
"754","2020-08-26",5.35
"755","2020-08-27",6.74
"756","2020-08-28",6.61
"757","2020-08-31",6.5
"758","2020-09-01",6.56
"759","2020-09-02",6.45
"760","2020-09-03",6.44
"761","2020-09-04",6.45
"762","2020-09-08",6.57
"763","2020-09-09",6.55
"764","2020-09-10",6.5
"765","2020-09-11",6.25
"766","2020-09-14",6.48
"767","2020-09-15",6.51
"768","2020-09-16",6.8
"769","2020-09-17",7.22
"770","2020-09-18",7.75
"771","2020-09-21",7.08
"772","2020-09-22",7.03
"773","2020-09-23",6.55
"774","2020-09-24",5.54
"775","2020-09-25",5.67
"776","2020-09-28",5.75
"777","2020-09-29",5.81
"778","2020-09-30",5.76
"779","2020-10-01",5.74
"780","2020-10-02",5.77
"781","2020-10-05",5.72
"782","2020-10-06",5.77
"783","2020-10-07",6.18
"784","2020-10-08",6.27
"785","2020-10-09",6.7
"786","2020-10-12",6.46
"787","2020-10-13",6.6
"788","2020-10-14",6.39
"789","2020-10-15",5.99
"790","2020-10-16",5.92
"791","2020-10-19",5.7
"792","2020-10-20",5.65
"793","2020-10-21",5.22
"794","2020-10-22",5.25
"795","2020-10-23",5.14
"796","2020-10-26",4.75
"797","2020-10-27",4.8
"798","2020-10-28",3.32
"799","2020-10-29",4.33
"800","2020-10-30",4.16
"801","2020-11-02",3.95
"802","2020-11-03",4.02
"803","2020-11-04",3.83
"804","2020-11-05",3.74
"805","2020-11-06",3.77
"806","2020-11-09",4.01
"807","2020-11-10",3.91
"808","2020-11-11",4.07
"809","2020-11-12",4.14
"810","2020-11-13",4.12
"811","2020-11-16",3.95
"812","2020-11-17",4
"813","2020-11-18",4.07
"814","2020-11-19",4.06
"815","2020-11-20",4.3
"816","2020-11-23",4.77
"817","2020-11-24",4.46
"818","2020-11-25",4.78
"819","2020-11-27",4.79
