"","date","DEA"
"71","2015-05-19",15.93
"72","2015-05-20",16
"73","2015-05-21",16
"74","2015-05-22",15.99
"75","2015-05-26",15.97
"76","2015-05-27",16.1
"77","2015-05-28",15.73
"78","2015-05-29",15.53
"79","2015-06-01",16.01
"80","2015-06-02",15.65
"81","2015-06-03",15.8
"82","2015-06-04",15.73
"83","2015-06-05",15.57
"84","2015-06-08",15.46
"85","2015-06-09",15.46
"86","2015-06-10",15.5
"87","2015-06-11",15.7
"88","2015-06-12",15.93
"89","2015-06-15",15.82
"90","2015-06-16",15.71
"91","2015-06-17",15.78
"92","2015-06-18",16.07
"93","2015-06-19",15.87
"94","2015-06-22",15.91
"95","2015-06-23",15.83
"96","2015-06-24",15.87
"97","2015-06-25",15.81
"98","2015-06-26",16
"99","2015-06-29",15.83
"100","2015-06-30",15.92
"101","2015-07-01",15.9
"102","2015-07-02",15.74
"103","2015-07-06",15.68
"104","2015-07-07",15.72
"105","2015-07-08",15.7
"106","2015-07-09",15.68
"107","2015-07-10",15.74
"108","2015-07-13",15.78
"109","2015-07-14",15.77
"110","2015-07-15",15.69
"111","2015-07-16",15.7
"112","2015-07-17",15.64
"113","2015-07-20",15.7
"114","2015-07-21",15.63
"115","2015-07-22",15.69
"116","2015-07-23",15.62
"117","2015-07-24",15.61
"118","2015-07-27",15.67
"119","2015-07-28",15.61
"120","2015-07-29",15.68
"121","2015-07-30",15.64
"122","2015-07-31",15.8
"123","2015-08-03",15.73
"124","2015-08-04",15.66
"125","2015-08-05",15.63
"126","2015-08-06",15.55
"127","2015-08-07",15.58
"128","2015-08-10",15.7
"129","2015-08-11",15.71
"130","2015-08-12",15.8
"131","2015-08-13",15.87
"132","2015-08-14",15.83
"133","2015-08-17",15.9
"134","2015-08-18",15.81
"135","2015-08-19",15.84
"136","2015-08-20",15.74
"137","2015-08-21",15.64
"138","2015-08-24",15.31
"139","2015-08-25",15.29
"140","2015-08-26",15.57
"141","2015-08-27",15.75
"142","2015-08-28",15.69
"143","2015-08-31",15.68
"144","2015-09-01",15.7
"145","2015-09-02",15.78
"146","2015-09-03",15.78
"147","2015-09-04",15.59
"148","2015-09-08",15.7
"149","2015-09-09",15.71
"150","2015-09-10",15.83
"151","2015-09-11",15.94
"152","2015-09-14",15.91
"153","2015-09-15",15.95
"154","2015-09-16",16.02
"155","2015-09-17",16.059999
"156","2015-09-18",16.139999
"157","2015-09-21",16.200001
"158","2015-09-22",16.040001
"159","2015-09-23",16.02
"160","2015-09-24",16.1
"161","2015-09-25",15.98
"162","2015-09-28",16
"163","2015-09-29",16.01
"164","2015-09-30",15.95
"165","2015-10-01",15.95
"166","2015-10-02",15.95
"167","2015-10-05",16
"168","2015-10-06",16.01
"169","2015-10-07",16.200001
"170","2015-10-08",16.219999
"171","2015-10-09",16.370001
"172","2015-10-12",17
"173","2015-10-13",17.02
"174","2015-10-14",17.040001
"175","2015-10-15",17.379999
"176","2015-10-16",17.68
"177","2015-10-19",17.68
"178","2015-10-20",17.700001
"179","2015-10-21",17.57
"180","2015-10-22",17.5
"181","2015-10-23",17.389999
"182","2015-10-26",17.41
"183","2015-10-27",17.35
"184","2015-10-28",17.780001
"185","2015-10-29",17.73
"186","2015-10-30",17.48
"187","2015-11-02",17.5
"188","2015-11-03",17.700001
"189","2015-11-04",17.700001
"190","2015-11-05",17.68
"191","2015-11-06",16.620001
"192","2015-11-09",16.870001
"193","2015-11-10",17.139999
"194","2015-11-11",17.280001
"195","2015-11-12",16.92
"196","2015-11-13",17.26
"197","2015-11-16",17.690001
"198","2015-11-17",17.629999
"199","2015-11-18",17.690001
"200","2015-11-19",17.709999
"201","2015-11-20",17.709999
"202","2015-11-23",17.940001
"203","2015-11-24",18
"204","2015-11-25",17.9
"205","2015-11-27",18.27
"206","2015-11-30",17.860001
"207","2015-12-01",17.860001
"208","2015-12-02",17.35
"209","2015-12-03",17.110001
"210","2015-12-04",17.32
"211","2015-12-07",17.139999
"212","2015-12-08",16.98
"213","2015-12-09",17.1
"214","2015-12-10",17.190001
"215","2015-12-11",17.459999
"216","2015-12-14",17.209999
"217","2015-12-15",17.540001
"218","2015-12-16",17.85
"219","2015-12-17",17.540001
"220","2015-12-18",17.23
"221","2015-12-21",17
"222","2015-12-22",16.99
"223","2015-12-23",17.1
"224","2015-12-24",17
"225","2015-12-28",17
"226","2015-12-29",17.120001
"227","2015-12-30",17.040001
"228","2015-12-31",17.18
"229","2016-01-04",16.809999
"230","2016-01-05",17.51
"231","2016-01-06",17.559999
"232","2016-01-07",17.58
"233","2016-01-08",17.27
"234","2016-01-11",17.309999
"235","2016-01-12",17.07
"236","2016-01-13",17.370001
"237","2016-01-14",17.209999
"238","2016-01-15",17.15
"239","2016-01-19",17.25
"240","2016-01-20",16.59
"241","2016-01-21",16.530001
"242","2016-01-22",16.93
"243","2016-01-25",16.809999
"244","2016-01-26",17.129999
"245","2016-01-27",17.02
"246","2016-01-28",17.139999
"247","2016-01-29",17.82
"248","2016-02-01",17.92
"249","2016-02-02",17.92
"250","2016-02-03",17.450001
"251","2016-02-04",17.290001
"252","2016-02-05",17.07
"253","2016-02-08",16.959999
"254","2016-02-09",16.610001
"255","2016-02-10",17
"256","2016-02-11",16.76
"257","2016-02-12",17.16
"258","2016-02-16",17.190001
"259","2016-02-17",17.219999
"260","2016-02-18",17.120001
"261","2016-02-19",16.959999
"262","2016-02-22",17.110001
"263","2016-02-23",16.91
"264","2016-02-24",17
"265","2016-02-25",16.99
"266","2016-02-26",17.200001
"267","2016-02-29",17.1
"268","2016-03-01",17.5
"269","2016-03-02",17.49
"270","2016-03-03",17.690001
"271","2016-03-04",17.389999
"272","2016-03-07",17.459999
"273","2016-03-08",17.52
"274","2016-03-09",17.629999
"275","2016-03-10",17.209999
"276","2016-03-11",18.049999
"277","2016-03-14",17.75
"278","2016-03-15",17.719999
"279","2016-03-16",17.870001
"280","2016-03-17",18
"281","2016-03-18",17.950001
"282","2016-03-21",17.799999
"283","2016-03-22",18.26
"284","2016-03-23",18
"285","2016-03-24",17.99
"286","2016-03-28",17.92
"287","2016-03-29",18.309999
"288","2016-03-30",19
"289","2016-03-31",18.52
"290","2016-04-01",18.01
"291","2016-04-04",17.99
"292","2016-04-05",18.120001
"293","2016-04-06",18.33
"294","2016-04-07",18.27
"295","2016-04-08",18.639999
"296","2016-04-11",18.51
"297","2016-04-12",18.73
"298","2016-04-13",18.58
"299","2016-04-14",18.530001
"300","2016-04-15",18.690001
"301","2016-04-18",18.68
"302","2016-04-19",18.620001
"303","2016-04-20",18.610001
"304","2016-04-21",18.48
"305","2016-04-22",18.440001
"306","2016-04-25",18.299999
"307","2016-04-26",18.5
"308","2016-04-27",18.49
"309","2016-04-28",18.370001
"310","2016-04-29",18.450001
"311","2016-05-02",18.5
"312","2016-05-03",18.469999
"313","2016-05-04",18.870001
"314","2016-05-05",18.65
"315","2016-05-06",18.83
"316","2016-05-09",18.639999
"317","2016-05-10",18.690001
"318","2016-05-11",18.200001
"319","2016-05-12",18.77
"320","2016-05-13",18.639999
"321","2016-05-16",18.6
"322","2016-05-17",18.040001
"323","2016-05-18",17.879999
"324","2016-05-19",17.799999
"325","2016-05-20",18.1
"326","2016-05-23",18.57
"327","2016-05-24",18.440001
"328","2016-05-25",18.57
"329","2016-05-26",18.67
"330","2016-05-27",18.83
"331","2016-05-31",18.719999
"332","2016-06-01",18.98
"333","2016-06-02",18.639999
"334","2016-06-03",19.15
"335","2016-06-06",19.17
"336","2016-06-07",18.65
"337","2016-06-08",18.91
"338","2016-06-09",18.950001
"339","2016-06-10",18.9
"340","2016-06-13",18.860001
"341","2016-06-14",19.01
"342","2016-06-15",18.83
"343","2016-06-16",18.98
"344","2016-06-17",18.85
"345","2016-06-20",18.67
"346","2016-06-21",18.85
"347","2016-06-22",18.68
"348","2016-06-23",18.700001
"349","2016-06-24",19.290001
"350","2016-06-27",18.9
"351","2016-06-28",19.57
"352","2016-06-29",19.49
"353","2016-06-30",19.73
"354","2016-07-01",19.66
"355","2016-07-05",19.65
"356","2016-07-06",19.639999
"357","2016-07-07",19.67
"358","2016-07-08",20.18
"359","2016-07-11",20.110001
"360","2016-07-12",19.879999
"361","2016-07-13",19.99
"362","2016-07-14",19.709999
"363","2016-07-15",19.92
"364","2016-07-18",19.91
"365","2016-07-19",19.889999
"366","2016-07-20",20.049999
"367","2016-07-21",19.82
"368","2016-07-22",20.08
"369","2016-07-25",20.379999
"370","2016-07-26",20.139999
"371","2016-07-27",19.99
"372","2016-07-28",20.34
"373","2016-07-29",20.49
"374","2016-08-01",20.6
"375","2016-08-02",20.1
"376","2016-08-03",19.969999
"377","2016-08-04",19.870001
"378","2016-08-05",19.950001
"379","2016-08-08",19.6
"380","2016-08-09",19.66
"381","2016-08-10",19.950001
"382","2016-08-11",19.65
"383","2016-08-12",19.6
"384","2016-08-15",19.65
"385","2016-08-16",19.25
"386","2016-08-17",19.24
"387","2016-08-18",19.51
"388","2016-08-19",19.280001
"389","2016-08-22",19.49
"390","2016-08-23",19.540001
"391","2016-08-24",19.16
"392","2016-08-25",19.17
"393","2016-08-26",19.200001
"394","2016-08-29",19.57
"395","2016-08-30",19.5
"396","2016-08-31",19.49
"397","2016-09-01",19.549999
"398","2016-09-02",19.57
"399","2016-09-06",19.65
"400","2016-09-07",20.1
"401","2016-09-08",19.9
"402","2016-09-09",19.1
"403","2016-09-12",19.34
"404","2016-09-13",18.860001
"405","2016-09-14",19.34
"406","2016-09-15",19.25
"407","2016-09-16",19.450001
"408","2016-09-19",19.530001
"409","2016-09-20",19.41
"410","2016-09-21",19.450001
"411","2016-09-22",19.700001
"412","2016-09-23",19.700001
"413","2016-09-26",19.780001
"414","2016-09-27",19.450001
"415","2016-09-28",19.6
"416","2016-09-29",19.25
"417","2016-09-30",19.08
"418","2016-10-03",18.68
"419","2016-10-04",18.4
"420","2016-10-05",18.459999
"421","2016-10-06",18.299999
"422","2016-10-07",18.35
"423","2016-10-10",18.51
"424","2016-10-11",18.469999
"425","2016-10-12",18.620001
"426","2016-10-13",18.84
"427","2016-10-14",18.790001
"428","2016-10-17",18.84
"429","2016-10-18",19.110001
"430","2016-10-19",19.34
"431","2016-10-20",19.379999
"432","2016-10-21",19.360001
"433","2016-10-24",19.42
"434","2016-10-25",19.440001
"435","2016-10-26",19.290001
"436","2016-10-27",18.83
"437","2016-10-28",18.67
"438","2016-10-31",18.969999
"439","2016-11-01",18.32
"440","2016-11-02",18.15
"441","2016-11-03",18.049999
"442","2016-11-04",18.09
"443","2016-11-07",18.6
"444","2016-11-08",18.57
"445","2016-11-09",18.709999
"446","2016-11-10",18.26
"447","2016-11-11",18.629999
"448","2016-11-14",18.85
"449","2016-11-15",18.799999
"450","2016-11-16",18.65
"451","2016-11-17",18.6
"452","2016-11-18",18.879999
"453","2016-11-21",18.799999
"454","2016-11-22",18.98
"455","2016-11-23",19.15
"456","2016-11-25",19.49
"457","2016-11-28",19.33
"458","2016-11-29",19.459999
"459","2016-11-30",19.4
"460","2016-12-01",19.33
"461","2016-12-02",19.32
"462","2016-12-05",19.4
"463","2016-12-06",19.5
"464","2016-12-07",19.559999
"465","2016-12-08",19.74
"466","2016-12-09",20.120001
"467","2016-12-12",20.42
"468","2016-12-13",20.18
"469","2016-12-14",19.83
"470","2016-12-15",19.379999
"471","2016-12-16",19.67
"472","2016-12-19",19.66
"473","2016-12-20",19.76
"474","2016-12-21",19.43
"475","2016-12-22",19.43
"476","2016-12-23",19.639999
"477","2016-12-27",19.66
"478","2016-12-28",19.559999
"479","2016-12-29",19.780001
"480","2016-12-30",20.02
"481","2017-01-03",20.219999
"482","2017-01-04",20.49
"483","2017-01-05",20.49
"484","2017-01-06",20.18
"485","2017-01-09",19.799999
"486","2017-01-10",19.76
"487","2017-01-11",19.92
"488","2017-01-12",19.84
"489","2017-01-13",19.870001
"490","2017-01-17",19.9
"491","2017-01-18",20.139999
"492","2017-01-19",20.02
"493","2017-01-20",19.98
"494","2017-01-23",20.059999
"495","2017-01-24",20.16
"496","2017-01-25",20.110001
"497","2017-01-26",20.07
"498","2017-01-27",19.969999
"499","2017-01-30",19.610001
"500","2017-01-31",19.700001
"501","2017-02-01",19.450001
"502","2017-02-02",19.389999
"503","2017-02-03",19.51
"504","2017-02-06",19.51
"505","2017-02-07",19.379999
"506","2017-02-08",19.77
"507","2017-02-09",19.68
"508","2017-02-10",20.18
"509","2017-02-13",20.280001
"510","2017-02-14",20.25
"511","2017-02-15",20.16
"512","2017-02-16",20.280001
"513","2017-02-17",20.360001
"514","2017-02-21",20.6
"515","2017-02-22",20.65
"516","2017-02-23",20.690001
"517","2017-02-24",20.790001
"518","2017-02-27",20.709999
"519","2017-02-28",20.67
"520","2017-03-01",20.799999
"521","2017-03-02",20.719999
"522","2017-03-03",20.48
"523","2017-03-06",20.34
"524","2017-03-07",20.27
"525","2017-03-08",19.790001
"526","2017-03-09",19.469999
"527","2017-03-10",19.42
"528","2017-03-13",19.4
"529","2017-03-14",19.280001
"530","2017-03-15",19.52
"531","2017-03-16",19.57
"532","2017-03-17",19.65
"533","2017-03-20",19.57
"534","2017-03-21",19.73
"535","2017-03-22",19.5
"536","2017-03-23",19.459999
"537","2017-03-24",19.43
"538","2017-03-27",19.25
"539","2017-03-28",19.309999
"540","2017-03-29",19.469999
"541","2017-03-30",19.58
"542","2017-03-31",19.790001
"543","2017-04-03",19.91
"544","2017-04-04",19.940001
"545","2017-04-05",19.93
"546","2017-04-06",20.23
"547","2017-04-07",20.700001
"548","2017-04-10",20.790001
"549","2017-04-11",21.290001
"550","2017-04-12",21.26
"551","2017-04-13",20.85
"552","2017-04-17",21.200001
"553","2017-04-18",21.120001
"554","2017-04-19",20.870001
"555","2017-04-20",20.68
"556","2017-04-21",20.68
"557","2017-04-24",20.389999
"558","2017-04-25",20.42
"559","2017-04-26",20.200001
"560","2017-04-27",20.290001
"561","2017-04-28",20.120001
"562","2017-05-01",20.23
"563","2017-05-02",20.139999
"564","2017-05-03",19.84
"565","2017-05-04",19.67
"566","2017-05-05",19.85
"567","2017-05-08",19.700001
"568","2017-05-09",19.469999
"569","2017-05-10",19.709999
"570","2017-05-11",19.49
"571","2017-05-12",19.77
"572","2017-05-15",19.67
"573","2017-05-16",19.559999
"574","2017-05-17",19.700001
"575","2017-05-18",19.879999
"576","2017-05-19",19.879999
"577","2017-05-22",19.98
"578","2017-05-23",20.01
"579","2017-05-24",19.969999
"580","2017-05-25",20.09
"581","2017-05-26",19.84
"582","2017-05-30",19.77
"583","2017-05-31",19.860001
"584","2017-06-01",20.25
"585","2017-06-02",20.5
"586","2017-06-05",20.5
"587","2017-06-06",20.540001
"588","2017-06-07",20.780001
"589","2017-06-08",20.799999
"590","2017-06-09",20.940001
"591","2017-06-12",21.09
"592","2017-06-13",21
"593","2017-06-14",20.91
"594","2017-06-15",21.219999
"595","2017-06-16",21.01
"596","2017-06-19",20.959999
"597","2017-06-20",20.91
"598","2017-06-21",20.940001
"599","2017-06-22",20.98
"600","2017-06-23",21.35
"601","2017-06-26",21.610001
"602","2017-06-27",21.6
"603","2017-06-28",21.41
"604","2017-06-29",20.889999
"605","2017-06-30",20.950001
"606","2017-07-03",21.129999
"607","2017-07-05",20.559999
"608","2017-07-06",20.16
"609","2017-07-07",20.4
"610","2017-07-10",20.01
"611","2017-07-11",20.040001
"612","2017-07-12",20.32
"613","2017-07-13",20.219999
"614","2017-07-14",20.379999
"615","2017-07-17",20.450001
"616","2017-07-18",20.299999
"617","2017-07-19",20.49
"618","2017-07-20",20.370001
"619","2017-07-21",20.32
"620","2017-07-24",20.190001
"621","2017-07-25",20.08
"622","2017-07-26",20.07
"623","2017-07-27",19.99
"624","2017-07-28",19.889999
"625","2017-07-31",19.99
"626","2017-08-01",20
"627","2017-08-02",19.92
"628","2017-08-03",19.82
"629","2017-08-04",20.110001
"630","2017-08-07",20.09
"631","2017-08-08",19.879999
"632","2017-08-09",19.799999
"633","2017-08-10",19.9
"634","2017-08-11",19.77
"635","2017-08-14",19.870001
"636","2017-08-15",19.610001
"637","2017-08-16",19.799999
"638","2017-08-17",19.790001
"639","2017-08-18",19.700001
"640","2017-08-21",20.01
"641","2017-08-22",19.780001
"642","2017-08-23",19.77
"643","2017-08-24",19.790001
"644","2017-08-25",19.84
"645","2017-08-28",19.75
"646","2017-08-29",19.620001
"647","2017-08-30",19.75
"648","2017-08-31",20.059999
"649","2017-09-01",20.07
"650","2017-09-05",20.1
"651","2017-09-06",20.059999
"652","2017-09-07",19.870001
"653","2017-09-08",20.040001
"654","2017-09-11",20.110001
"655","2017-09-12",19.93
"656","2017-09-13",19.879999
"657","2017-09-14",20.15
"658","2017-09-15",19.99
"659","2017-09-18",19.950001
"660","2017-09-19",20.030001
"661","2017-09-20",20.26
"662","2017-09-21",20.34
"663","2017-09-22",20.360001
"664","2017-09-25",20.530001
"665","2017-09-26",20.620001
"666","2017-09-27",20.629999
"667","2017-09-28",20.66
"668","2017-09-29",20.67
"669","2017-10-02",20.610001
"670","2017-10-03",20.66
"671","2017-10-04",20.629999
"672","2017-10-05",20.690001
"673","2017-10-06",20.58
"674","2017-10-09",20.639999
"675","2017-10-10",20.610001
"676","2017-10-11",20.690001
"677","2017-10-12",20.76
"678","2017-10-13",20.77
"679","2017-10-16",20.74
"680","2017-10-17",20.700001
"681","2017-10-18",20.76
"682","2017-10-19",20.629999
"683","2017-10-20",20.32
"684","2017-10-23",20.200001
"685","2017-10-24",20.09
"686","2017-10-25",19.889999
"687","2017-10-26",19.82
"688","2017-10-27",20.030001
"689","2017-10-30",19.98
"690","2017-10-31",20.120001
"691","2017-11-01",20.25
"692","2017-11-02",20.51
"693","2017-11-03",20.41
"694","2017-11-06",20.540001
"695","2017-11-07",20.700001
"696","2017-11-08",20.799999
"697","2017-11-09",20.65
"698","2017-11-10",20.58
"699","2017-11-13",20.74
"700","2017-11-14",20.799999
"701","2017-11-15",20.639999
"702","2017-11-16",20.879999
"703","2017-11-17",20.82
"704","2017-11-20",20.889999
"705","2017-11-21",21.040001
"706","2017-11-22",21.059999
"707","2017-11-24",21.110001
"708","2017-11-27",21.120001
"709","2017-11-28",20.99
"710","2017-11-29",21.139999
"711","2017-11-30",21.190001
"712","2017-12-01",21.200001
"713","2017-12-04",21.27
"714","2017-12-05",20.83
"715","2017-12-06",20.809999
"716","2017-12-07",20.99
"717","2017-12-08",21.6
"718","2017-12-11",21.780001
"719","2017-12-12",21.67
"720","2017-12-13",21.74
"721","2017-12-14",21.83
"722","2017-12-15",22.09
"723","2017-12-18",22.07
"724","2017-12-19",21.559999
"725","2017-12-20",21.280001
"726","2017-12-21",21.18
"727","2017-12-22",21.139999
"728","2017-12-26",21.280001
"729","2017-12-27",21.25
"730","2017-12-28",21.370001
"731","2017-12-29",21.34
"732","2018-01-02",21.280001
"733","2018-01-03",21.030001
"734","2018-01-04",20.73
"735","2018-01-05",20.85
"736","2018-01-08",20.809999
"737","2018-01-09",20.700001
"738","2018-01-10",20.620001
"739","2018-01-11",20.629999
"740","2018-01-12",20.52
"741","2018-01-16",20.58
"742","2018-01-17",20.73
"743","2018-01-18",20.309999
"744","2018-01-19",20.5
"745","2018-01-22",20.67
"746","2018-01-23",20.889999
"747","2018-01-24",20.92
"748","2018-01-25",20.98
"749","2018-01-26",20.870001
"750","2018-01-29",20.559999
"751","2018-01-30",20.559999
"752","2018-01-31",20.83
"753","2018-02-01",20.48
"754","2018-02-02",20.43
"755","2018-02-05",19.82
"756","2018-02-06",19.73
"757","2018-02-07",19.74
"758","2018-02-08",19.4
"759","2018-02-09",20.030001
"760","2018-02-12",19.809999
"761","2018-02-13",19.860001
"762","2018-02-14",19.59
"763","2018-02-15",19.610001
"764","2018-02-16",19.67
"765","2018-02-20",19.51
"766","2018-02-21",19.110001
"767","2018-02-22",19.200001
"768","2018-02-23",19.6
"769","2018-02-26",19.700001
"770","2018-02-27",19.200001
"771","2018-02-28",19.040001
"772","2018-03-01",19.440001
"773","2018-03-02",19.530001
"774","2018-03-05",19.629999
"775","2018-03-06",19.92
"776","2018-03-07",19.940001
"777","2018-03-08",19.83
"778","2018-03-09",19.93
"779","2018-03-12",19.74
"780","2018-03-13",19.73
"781","2018-03-14",19.879999
"782","2018-03-15",19.84
"783","2018-03-16",20.120001
"784","2018-03-19",20.01
"785","2018-03-20",20.01
"786","2018-03-21",20
"787","2018-03-22",19.99
"788","2018-03-23",19.620001
"789","2018-03-26",19.790001
"790","2018-03-27",19.969999
"791","2018-03-28",20.34
"792","2018-03-29",20.4
"793","2018-04-02",20.139999
"794","2018-04-03",20.450001
"795","2018-04-04",20.290001
"796","2018-04-05",20.33
"797","2018-04-06",20.16
"798","2018-04-09",19.92
"799","2018-04-10",19.809999
"800","2018-04-11",19.98
"801","2018-04-12",19.84
"802","2018-04-13",19.860001
"803","2018-04-16",20.129999
"804","2018-04-17",20.27
"805","2018-04-18",20.43
"806","2018-04-19",20.219999
"807","2018-04-20",20.120001
"808","2018-04-23",20.15
"809","2018-04-24",20.24
"810","2018-04-25",20.27
"811","2018-04-26",20.610001
"812","2018-04-27",20.73
"813","2018-04-30",20.610001
"814","2018-05-01",20.85
"815","2018-05-02",20.99
"816","2018-05-03",21.110001
"817","2018-05-04",21.139999
"818","2018-05-07",21.4
"819","2018-05-08",20.780001
"820","2018-05-09",20.93
"821","2018-05-10",20.950001
"822","2018-05-11",20.83
"823","2018-05-14",20.57
"824","2018-05-15",20.15
"825","2018-05-16",19.84
"826","2018-05-17",19.799999
"827","2018-05-18",19.860001
"828","2018-05-21",20.09
"829","2018-05-22",19.99
"830","2018-05-23",20
"831","2018-05-24",19.92
"832","2018-05-25",19.950001
"833","2018-05-29",19.98
"834","2018-05-30",20.440001
"835","2018-05-31",20.25
"836","2018-06-01",20
"837","2018-06-04",20.26
"838","2018-06-05",20.299999
"839","2018-06-06",20.280001
"840","2018-06-07",20.389999
"841","2018-06-08",19.91
"842","2018-06-11",19.860001
"843","2018-06-12",19.950001
"844","2018-06-13",19.67
"845","2018-06-14",19.76
"846","2018-06-15",20.030001
"847","2018-06-18",20.17
"848","2018-06-19",19.51
"849","2018-06-20",19.65
"850","2018-06-21",19.450001
"851","2018-06-22",19.48
"852","2018-06-25",19.43
"853","2018-06-26",19.49
"854","2018-06-27",19.360001
"855","2018-06-28",19.49
"856","2018-06-29",19.76
"857","2018-07-02",19.42
"858","2018-07-03",19.65
"859","2018-07-05",19.9
"860","2018-07-06",19.940001
"861","2018-07-09",19.889999
"862","2018-07-10",19.98
"863","2018-07-11",20.01
"864","2018-07-12",20.040001
"865","2018-07-13",19.860001
"866","2018-07-16",19.719999
"867","2018-07-17",19.469999
"868","2018-07-18",19.459999
"869","2018-07-19",19.629999
"870","2018-07-20",19.48
"871","2018-07-23",19.25
"872","2018-07-24",19.25
"873","2018-07-25",19.299999
"874","2018-07-26",19.33
"875","2018-07-27",18.85
"876","2018-07-30",18.799999
"877","2018-07-31",18.950001
"878","2018-08-01",19.139999
"879","2018-08-02",19.200001
"880","2018-08-03",19.32
"881","2018-08-06",19.25
"882","2018-08-07",19.82
"883","2018-08-08",19.76
"884","2018-08-09",19.91
"885","2018-08-10",19.629999
"886","2018-08-13",19.68
"887","2018-08-14",19.9
"888","2018-08-15",19.969999
"889","2018-08-16",20.030001
"890","2018-08-17",20.450001
"891","2018-08-20",19.98
"892","2018-08-21",20.07
"893","2018-08-22",20
"894","2018-08-23",19.950001
"895","2018-08-24",20.08
"896","2018-08-27",20.09
"897","2018-08-28",20.280001
"898","2018-08-29",20.280001
"899","2018-08-30",20.190001
"900","2018-08-31",20.25
"901","2018-09-04",20
"902","2018-09-05",20.120001
"903","2018-09-06",20.09
"904","2018-09-07",19.84
"905","2018-09-10",19.950001
"906","2018-09-11",19.790001
"907","2018-09-12",19.9
"908","2018-09-13",19.709999
"909","2018-09-14",19.77
"910","2018-09-17",19.940001
"911","2018-09-18",19.68
"912","2018-09-19",19.34
"913","2018-09-20",19.719999
"914","2018-09-21",19.719999
"915","2018-09-24",19.309999
"916","2018-09-25",19.370001
"917","2018-09-26",19.049999
"918","2018-09-27",19.1
"919","2018-09-28",19.370001
"920","2018-10-01",19.17
"921","2018-10-02",18.959999
"922","2018-10-03",18.700001
"923","2018-10-04",18.24
"924","2018-10-05",18.24
"925","2018-10-08",18.52
"926","2018-10-09",18.549999
"927","2018-10-10",18.34
"928","2018-10-11",18.1
"929","2018-10-12",17.700001
"930","2018-10-15",18.07
"931","2018-10-16",18.469999
"932","2018-10-17",18.35
"933","2018-10-18",18.26
"934","2018-10-19",18.24
"935","2018-10-22",18.030001
"936","2018-10-23",18.18
"937","2018-10-24",18.190001
"938","2018-10-25",18.41
"939","2018-10-26",18.07
"940","2018-10-29",18.25
"941","2018-10-30",18.370001
"942","2018-10-31",18.17
"943","2018-11-01",18.33
"944","2018-11-02",18
"945","2018-11-05",17.610001
"946","2018-11-06",17.799999
"947","2018-11-07",18.07
"948","2018-11-08",18.139999
"949","2018-11-09",18.059999
"950","2018-11-12",18.120001
"951","2018-11-13",18.059999
"952","2018-11-14",17.93
"953","2018-11-15",17.77
"954","2018-11-16",17.98
"955","2018-11-19",17.52
"956","2018-11-20",17.73
"957","2018-11-21",17.82
"958","2018-11-23",17.780001
"959","2018-11-26",17.780001
"960","2018-11-27",17.67
"961","2018-11-28",17.969999
"962","2018-11-29",18.110001
"963","2018-11-30",18.219999
"964","2018-12-03",18.280001
"965","2018-12-04",18.040001
"966","2018-12-06",18.5
"967","2018-12-07",18.379999
"968","2018-12-10",18.309999
"969","2018-12-11",18.32
"970","2018-12-12",17.360001
"971","2018-12-13",17.41
"972","2018-12-14",17.459999
"973","2018-12-17",16.9
"974","2018-12-18",16.82
