"","date","ONCT"
"1","2007-01-03",1206.800049
"2","2007-01-04",1163.400024
"3","2007-01-05",1148
"4","2007-01-08",1115.099976
"5","2007-01-09",1108.099976
"6","2007-01-10",1122.800049
"7","2007-01-11",1122.099976
"8","2007-01-12",1155
"9","2007-01-16",1190.699951
"10","2007-01-17",1208.199951
"11","2007-01-18",1211.699951
"12","2007-01-19",1243.199951
"13","2007-01-22",1265.599976
"14","2007-01-23",1261.400024
"15","2007-01-24",1262.099976
"16","2007-01-25",1260.699951
"17","2007-01-26",1263.5
"18","2007-01-29",1270.5
"19","2007-01-30",1274.699951
"20","2007-01-31",1302
"21","2007-02-01",1333.5
"22","2007-02-02",1344.699951
"23","2007-02-05",1339.800049
"24","2007-02-06",1283.800049
"25","2007-02-07",1320.199951
"26","2007-02-08",1311.800049
"27","2007-02-09",1294.300049
"28","2007-02-12",1302
"29","2007-02-13",1325.800049
"30","2007-02-14",1320.900024
"31","2007-02-15",1314.599976
"32","2007-02-16",1318.099976
"33","2007-02-20",1342.599976
"34","2007-02-21",1438.5
"35","2007-02-22",1453.900024
"36","2007-02-23",1458.099976
"37","2007-02-26",1586.900024
"38","2007-02-27",1549.800049
"39","2007-02-28",1528.099976
"40","2007-03-01",1540.699951
"41","2007-03-02",1502.199951
"42","2007-03-05",1513.400024
"43","2007-03-06",1544.199951
"44","2007-03-07",1556.099976
"45","2007-03-08",1558.199951
"46","2007-03-09",1582
"47","2007-03-12",1606.5
"48","2007-03-13",1572.900024
"49","2007-03-14",1442
"50","2007-03-15",1442.699951
"51","2007-03-16",1425.900024
"52","2007-03-19",1403.5
"53","2007-03-20",1417.5
"54","2007-03-21",1463
"55","2007-03-22",1477
"56","2007-03-23",1488.900024
"57","2007-03-26",1463
"58","2007-03-27",1384.599976
"59","2007-03-28",1414
"60","2007-03-29",1407
"61","2007-03-30",1428
"62","2007-04-02",1431.5
"63","2007-04-03",1488.199951
"64","2007-04-04",1491
"65","2007-04-05",1509.900024
"66","2007-04-09",1474.199951
"67","2007-04-10",1449.699951
"68","2007-04-11",1454.599976
"69","2007-04-12",1523.900024
"70","2007-04-13",1540
"71","2007-04-16",1581.300049
"72","2007-04-17",1614.199951
"73","2007-04-18",1554
"74","2007-04-19",1531.599976
"75","2007-04-20",1557.5
"76","2007-04-23",1582.699951
"77","2007-04-24",1628.199951
"78","2007-04-25",1636.599976
"79","2007-04-26",1618.400024
"80","2007-04-27",1572.900024
"81","2007-04-30",1365.699951
"82","2007-05-01",1382.5
"83","2007-05-02",1397.900024
"84","2007-05-03",1399.300049
"85","2007-05-04",1398.599976
"86","2007-05-07",1391.599976
"87","2007-05-08",1353.099976
"88","2007-05-09",1358
"89","2007-05-10",1255.800049
"90","2007-05-11",1302.699951
"91","2007-05-14",1288.699951
"92","2007-05-15",1267.699951
"93","2007-05-16",1269.099976
"94","2007-05-17",1269.099976
"95","2007-05-18",1306.900024
"96","2007-05-21",1348.199951
"97","2007-05-22",1349.599976
"98","2007-05-23",1369.900024
"99","2007-05-24",1322.300049
"100","2007-05-25",1323.699951
"101","2007-05-29",1329.300049
"102","2007-05-30",1385.300049
"103","2007-05-31",1397.199951
"104","2007-06-01",1387.400024
"105","2007-06-04",1383.199951
"106","2007-06-05",1323.699951
"107","2007-06-06",1317.400024
"108","2007-06-07",1298.5
"109","2007-06-08",1277.5
"110","2007-06-11",1275.400024
"111","2007-06-12",1230.599976
"112","2007-06-13",1267
"113","2007-06-14",1292.199951
"114","2007-06-15",1334.199951
"115","2007-06-18",1268.400024
"116","2007-06-19",1309.699951
"117","2007-06-20",1259.300049
"118","2007-06-21",1218.699951
"119","2007-06-22",1157.099976
"120","2007-06-25",1148
"121","2007-06-26",1155
"122","2007-06-27",1185.099976
"123","2007-06-28",1187.900024
"124","2007-06-29",1133.300049
"125","2007-07-02",1144.5
"126","2007-07-03",1138.900024
"127","2007-07-05",1173.900024
"128","2007-07-06",1159.199951
"129","2007-07-09",1152.199951
"130","2007-07-10",1110.900024
"131","2007-07-11",1085
"132","2007-07-12",1085
"133","2007-07-13",1081.5
"134","2007-07-16",1082.900024
"135","2007-07-17",1086.400024
"136","2007-07-18",1087.099976
"137","2007-07-19",1090.599976
"138","2007-07-20",1064.699951
"139","2007-07-23",1091.300049
"140","2007-07-24",1033.900024
"141","2007-07-25",1039.5
"142","2007-07-26",1023.400024
"143","2007-07-27",1011.5
"144","2007-07-30",997.5
"145","2007-07-31",1075.900024
"146","2007-08-01",1033.900024
"147","2007-08-02",1066.099976
"148","2007-08-03",1027.599976
"149","2007-08-06",1073.800049
"150","2007-08-07",1109.5
"151","2007-08-08",1119.300049
"152","2007-08-09",1117.900024
"153","2007-08-10",1159.199951
"154","2007-08-13",1176.699951
"155","2007-08-14",1195.599976
"156","2007-08-15",1183.699951
"157","2007-08-16",1239
"158","2007-08-17",1271.900024
"159","2007-08-20",1285.199951
"160","2007-08-21",1281.699951
"161","2007-08-22",1229.900024
"162","2007-08-23",1229.199951
"163","2007-08-24",1225.699951
"164","2007-08-27",1134.699951
"165","2007-08-28",1073.099976
"166","2007-08-29",1120
