"","date","SSRM"
"1","2007-01-03",30.129999
"2","2007-01-04",29.280001
"3","2007-01-05",28.57
"4","2007-01-08",28.98
"5","2007-01-09",28.459999
"6","2007-01-10",28.1
"7","2007-01-11",28.790001
"8","2007-01-12",30.059999
"9","2007-01-16",29.639999
"10","2007-01-17",29.99
"11","2007-01-18",29.280001
"12","2007-01-19",29.879999
"13","2007-01-22",29.790001
"14","2007-01-23",31.49
"15","2007-01-24",32.689999
"16","2007-01-25",32.639999
"17","2007-01-26",33
"18","2007-01-29",32.919998
"19","2007-01-30",33.299999
"20","2007-01-31",33.759998
"21","2007-02-01",33.939999
"22","2007-02-02",33.450001
"23","2007-02-05",33.990002
"24","2007-02-06",34.77
"25","2007-02-07",34.59
"26","2007-02-08",34.98
"27","2007-02-09",34.470001
"28","2007-02-12",34.34
"29","2007-02-13",34.73
"30","2007-02-14",35.040001
"31","2007-02-15",35.18
"32","2007-02-16",34.91
"33","2007-02-20",34.41
"34","2007-02-21",35.580002
"35","2007-02-22",35.779999
"36","2007-02-23",36.049999
"37","2007-02-26",35.860001
"38","2007-02-27",33.02
"39","2007-02-28",33.810001
"40","2007-03-01",32.759998
"41","2007-03-02",30.559999
"42","2007-03-05",29.950001
"43","2007-03-06",31.66
"44","2007-03-07",32.040001
"45","2007-03-08",32.200001
"46","2007-03-09",31.700001
"47","2007-03-12",32.18
"48","2007-03-13",30.35
"49","2007-03-14",30.92
"50","2007-03-15",31.65
"51","2007-03-16",32.189999
"52","2007-03-19",32.639999
"53","2007-03-20",32.82
"54","2007-03-21",34.080002
"55","2007-03-22",34.130001
"56","2007-03-23",34.349998
"57","2007-03-26",35.029999
"58","2007-03-27",34.220001
"59","2007-03-28",34.669998
"60","2007-03-29",34.66
"61","2007-03-30",34.860001
"62","2007-04-02",35.849998
"63","2007-04-03",36.18
"64","2007-04-04",37.34
"65","2007-04-05",37.349998
"66","2007-04-09",37.689999
"67","2007-04-10",38.650002
"68","2007-04-11",38.900002
"69","2007-04-12",39
"70","2007-04-13",39.57
"71","2007-04-16",40.040001
"72","2007-04-17",39.540001
"73","2007-04-18",39.060001
"74","2007-04-19",37.330002
"75","2007-04-20",38.16
"76","2007-04-23",37.799999
"77","2007-04-24",36.919998
"78","2007-04-25",37.619999
"79","2007-04-26",36.610001
"80","2007-04-27",37.389999
"81","2007-04-30",36.43
"82","2007-05-01",35.700001
"83","2007-05-02",36.389999
"84","2007-05-03",37.220001
"85","2007-05-04",37.369999
"86","2007-05-07",38.34
"87","2007-05-08",37.869999
"88","2007-05-09",38.299999
"89","2007-05-10",36.790001
"90","2007-05-11",37.349998
"91","2007-05-14",36.209999
"92","2007-05-15",36.150002
"93","2007-05-16",36.049999
"94","2007-05-17",36.080002
"95","2007-05-18",36.860001
"96","2007-05-21",38.380001
"97","2007-05-22",37.82
"98","2007-05-23",38.34
"99","2007-05-24",36.099998
"100","2007-05-25",36.669998
"101","2007-05-29",36.099998
"102","2007-05-30",36.330002
"103","2007-05-31",37.77
"104","2007-06-01",38.209999
"105","2007-06-04",38.5
"106","2007-06-05",38.16
"107","2007-06-06",37.599998
"108","2007-06-07",36.59
"109","2007-06-08",36.57
"110","2007-06-11",36.48
"111","2007-06-12",35.060001
"112","2007-06-13",36.09
"113","2007-06-14",36.279999
"114","2007-06-15",37.130001
"115","2007-06-18",37.049999
"116","2007-06-19",37.310001
"117","2007-06-20",36.16
"118","2007-06-21",36.369999
"119","2007-06-22",35.740002
"120","2007-06-25",34.889999
"121","2007-06-26",33.360001
"122","2007-06-27",34.040001
"123","2007-06-28",34.040001
"124","2007-06-29",34.369999
"125","2007-07-02",34.939999
"126","2007-07-03",34.25
"127","2007-07-05",34.779999
"128","2007-07-06",36.009998
"129","2007-07-09",36.849998
"130","2007-07-10",36.18
"131","2007-07-11",36.529999
"132","2007-07-12",37.849998
"133","2007-07-13",37.529999
"134","2007-07-16",36.830002
"135","2007-07-17",36.299999
"136","2007-07-18",37.529999
"137","2007-07-19",38.279999
"138","2007-07-20",38.259998
"139","2007-07-23",38.029999
"140","2007-07-24",37.09
"141","2007-07-25",36.189999
"142","2007-07-26",34.610001
"143","2007-07-27",33.919998
"144","2007-07-30",35.029999
"145","2007-07-31",34.57
"146","2007-08-01",33.869999
"147","2007-08-02",34.32
"148","2007-08-03",35.490002
"149","2007-08-06",35.740002
"150","2007-08-07",36.919998
"151","2007-08-08",37.639999
"152","2007-08-09",37.09
"153","2007-08-10",36.689999
"154","2007-08-13",35.799999
"155","2007-08-14",34.299999
"156","2007-08-15",31.120001
"157","2007-08-16",28.360001
"158","2007-08-17",28.620001
"159","2007-08-20",28.43
"160","2007-08-21",28.469999
"161","2007-08-22",30.620001
"162","2007-08-23",28.809999
"163","2007-08-24",29.540001
"164","2007-08-27",28.74
"165","2007-08-28",27.959999
"166","2007-08-29",28.98
"167","2007-08-30",28.549999
"168","2007-08-31",29.209999
"169","2007-09-04",31.02
"170","2007-09-05",30.42
"171","2007-09-06",33.91
"172","2007-09-07",32.950001
"173","2007-09-10",33.389999
"174","2007-09-11",34.900002
"175","2007-09-12",34.540001
"176","2007-09-13",34.150002
"177","2007-09-14",33.970001
"178","2007-09-17",33.84
"179","2007-09-18",34.599998
"180","2007-09-19",34.669998
"181","2007-09-20",36.639999
"182","2007-09-21",36.459999
"183","2007-09-24",36.52
"184","2007-09-25",36.189999
"185","2007-09-26",35.23
"186","2007-09-27",37.02
"187","2007-09-28",37.290001
"188","2007-10-01",37.459999
"189","2007-10-02",36.110001
"190","2007-10-03",35.439999
"191","2007-10-04",36.040001
"192","2007-10-05",37.060001
"193","2007-10-08",36.209999
"194","2007-10-09",37.830002
"195","2007-10-10",38.32
"196","2007-10-11",37.98
"197","2007-10-12",37.740002
"198","2007-10-15",39.630001
"199","2007-10-16",38.419998
"200","2007-10-17",37.68
"201","2007-10-18",38.82
"202","2007-10-19",37.779999
"203","2007-10-22",36.310001
"204","2007-10-23",37.34
"205","2007-10-24",37.509998
"206","2007-10-25",38.560001
"207","2007-10-26",39.900002
"208","2007-10-29",41.880001
"209","2007-10-30",41.150002
"210","2007-10-31",42.459999
"211","2007-11-01",41.419998
"212","2007-11-02",42.689999
"213","2007-11-05",42.669998
"214","2007-11-06",45.700001
"215","2007-11-07",44.990002
"216","2007-11-08",44.98
"217","2007-11-09",43.119999
"218","2007-11-12",39.759998
"219","2007-11-13",40.580002
"220","2007-11-14",40.740002
"221","2007-11-15",39.07
"222","2007-11-16",40.470001
"223","2007-11-19",38.619999
"224","2007-11-20",39.990002
"225","2007-11-21",38.869999
"226","2007-11-23",40.57
"227","2007-11-26",37.900002
"228","2007-11-27",36.439999
"229","2007-11-28",37.549999
"230","2007-11-29",36.720001
"231","2007-11-30",36.25
"232","2007-12-03",37.400002
"233","2007-12-04",36.400002
"234","2007-12-05",36.450001
"235","2007-12-06",39.389999
"236","2007-12-07",39.169998
"237","2007-12-10",38.740002
