"","date","ICL"
"531","2009-02-10",8.25
"532","2009-02-11",8.5
"533","2009-02-12",8.5
"534","2009-02-13",8.5
"535","2009-02-17",7.5
"536","2009-02-18",7.5
"537","2009-02-19",7.5
"538","2009-02-20",7.4
"539","2009-02-23",7.5
"540","2009-02-24",7.4
"541","2009-02-25",7.4
"542","2009-02-26",7.4
"543","2009-02-27",7.4
"544","2009-03-02",7.25
"545","2009-03-03",7.25
"546","2009-03-04",7.5
"547","2009-03-05",7.5
"548","2009-03-06",7.25
"549","2009-03-09",7.25
"550","2009-03-10",7.9
"551","2009-03-11",7.5
"552","2009-03-12",7.25
"553","2009-03-13",7.3
"554","2009-03-16",7.75
"555","2009-03-17",7.75
"556","2009-03-18",7.75
"557","2009-03-19",8.25
"558","2009-03-20",8.25
"559","2009-03-23",8.25
"560","2009-03-24",8.25
"561","2009-03-25",8.6
"562","2009-03-26",8.8
"563","2009-03-27",8.75
"564","2009-03-30",8.75
"565","2009-03-31",8.4
"566","2009-04-01",8.4
"567","2009-04-02",8.4
"568","2009-04-03",8.4
"569","2009-04-06",9
"570","2009-04-07",8.75
"571","2009-04-08",8.2
"572","2009-04-09",8.2
"573","2009-04-13",8.5
"574","2009-04-14",9
"575","2009-04-15",8.5
"576","2009-04-16",8.5
"577","2009-04-17",8.85
"578","2009-04-20",8.25
"579","2009-04-21",8.25
"580","2009-04-22",8.4
"581","2009-04-23",8.4
"582","2009-04-24",8.4
"583","2009-04-27",8.4
"584","2009-04-28",8.4
"585","2009-04-29",7.9
"586","2009-04-30",8.2
"587","2009-05-01",8.2
"588","2009-05-04",9.3
"589","2009-05-05",9.3
"590","2009-05-06",9.85
"591","2009-05-07",9.5
"592","2009-05-08",9.5
"593","2009-05-11",9.5
"594","2009-05-12",9.5
"595","2009-05-13",9.6
"596","2009-05-14",9.6
"597","2009-05-15",9.6
"598","2009-05-18",9.6
"599","2009-05-19",10.45
"600","2009-05-20",10.75
"601","2009-05-21",10.75
"602","2009-05-22",10.75
"603","2009-05-26",11
"604","2009-05-27",11
"605","2009-05-28",11
"606","2009-05-29",11
"607","2009-06-01",11.7
"608","2009-06-02",11.5
"609","2009-06-03",11.5
"610","2009-06-04",11.6
"611","2009-06-05",12
"612","2009-06-08",11.25
"613","2009-06-09",11.75
"614","2009-06-10",11.75
"615","2009-06-11",11.75
"616","2009-06-12",11.25
"617","2009-06-15",11.25
"618","2009-06-16",10.95
"619","2009-06-17",10.5
"620","2009-06-18",10.2
"621","2009-06-19",10.2
"622","2009-06-22",10.428
"623","2009-06-23",10.428
"624","2009-06-24",10.25
"625","2009-06-25",9.65
"626","2009-06-26",10.1
"627","2009-06-29",10.25
"628","2009-06-30",10.2
"629","2009-07-01",10
"630","2009-07-02",10
"631","2009-07-06",10.2
"632","2009-07-07",10.2
"633","2009-07-08",9.798
"634","2009-07-09",9.798
"635","2009-07-10",9.798
"636","2009-07-13",9.2
"637","2009-07-14",8.9
"638","2009-07-15",9.5
"639","2009-07-16",9.5
"640","2009-07-17",9.5
"641","2009-07-20",9.6
"642","2009-07-21",9.65
"643","2009-07-22",9.65
"644","2009-07-23",10
"645","2009-07-24",10
"646","2009-07-27",10
"647","2009-07-28",11
"648","2009-07-29",11.1
"649","2009-07-30",11.2
"650","2009-07-31",11.2
"651","2009-08-03",11.2
"652","2009-08-04",12.1
"653","2009-08-05",12.1
"654","2009-08-06",12.4
"655","2009-08-07",12.4
"656","2009-08-10",12.3
"657","2009-08-11",11.3
"658","2009-08-12",11.3
"659","2009-08-13",11.3
"660","2009-08-14",11.3
"661","2009-08-17",11.3
"662","2009-08-18",11.3
"663","2009-08-19",11.2
"664","2009-08-20",11.2
"665","2009-08-21",11.2
"666","2009-08-24",11.826
"667","2009-08-25",12
"668","2009-08-26",12
"669","2009-08-27",12
"670","2009-08-28",12
"671","2009-08-31",12
"672","2009-09-01",11.8
"673","2009-09-02",11.8
"674","2009-09-03",11.85
"675","2009-09-04",11.85
"676","2009-09-08",11.65
"677","2009-09-09",11.25
"678","2009-09-10",11.6
"679","2009-09-11",11.6
"680","2009-09-14",11.079
"681","2009-09-15",10.85
"682","2009-09-16",11
"683","2009-09-17",11.3
"684","2009-09-18",11.3
"685","2009-09-21",11.05
"686","2009-09-22",11.05
"687","2009-09-23",11.05
"688","2009-09-24",11
"689","2009-09-25",11
"690","2009-09-28",11
"691","2009-09-29",11
"692","2009-09-30",11
"693","2009-10-01",11.55
"694","2009-10-02",11.55
"695","2009-10-05",11.55
"696","2009-10-06",11.75
"697","2009-10-07",11.7
"698","2009-10-08",11.7
"699","2009-10-09",11.7
"700","2009-10-12",12.1
"701","2009-10-13",11.9
"702","2009-10-14",11.8
"703","2009-10-15",11.8
"704","2009-10-16",11.8
"705","2009-10-19",12.1
"706","2009-10-20",12.2
"707","2009-10-21",12.45
"708","2009-10-22",12.45
"709","2009-10-23",12.45
"710","2009-10-26",12.6
"711","2009-10-27",12.4
"712","2009-10-28",11.8
"713","2009-10-29",11.8
"714","2009-10-30",11.6
"715","2009-11-02",11.6
"716","2009-11-03",11.6
"717","2009-11-04",11.5
"718","2009-11-05",11.25
"719","2009-11-06",11.25
"720","2009-11-09",12.9
"721","2009-11-10",12.9
"722","2009-11-11",12.5
"723","2009-11-12",12.75
"724","2009-11-13",12.9
"725","2009-11-16",12.9
"726","2009-11-17",12.9
"727","2009-11-18",12.9
"728","2009-11-19",13.25
"729","2009-11-20",13.25
"730","2009-11-23",13.4
"731","2009-11-24",13
"732","2009-11-25",13.5
"733","2009-11-27",13.5
"734","2009-11-30",13.5
"735","2009-12-01",13.5
"736","2009-12-02",13.8
"737","2009-12-03",14.3
"738","2009-12-04",14.4
"739","2009-12-07",14.4
"740","2009-12-08",14.4
"741","2009-12-09",14.4
"742","2009-12-10",14.4
"743","2009-12-11",14.3
"744","2009-12-14",14.3
"745","2009-12-15",14.4
"746","2009-12-16",14.4
"747","2009-12-17",14.4
"748","2009-12-18",13.65
"749","2009-12-21",13.65
"750","2009-12-22",13.75
"751","2009-12-23",13.75
"752","2009-12-24",13.5
"753","2009-12-28",13.5
"754","2009-12-29",12.75
"755","2009-12-30",13.2
"756","2009-12-31",13
"757","2010-01-04",13
"758","2010-01-05",13
"759","2010-01-06",14.5
"760","2010-01-07",14.5
"761","2010-01-08",14.3
"762","2010-01-11",14.75
"763","2010-01-12",14.75
"764","2010-01-13",14.75
"765","2010-01-14",14.75
"766","2010-01-15",14.75
"767","2010-01-19",13.85
"768","2010-01-20",13.85
"769","2010-01-21",13.85
"770","2010-01-22",13.85
"771","2010-01-25",13.85
"772","2010-01-26",13.1
"773","2010-01-27",13
"774","2010-01-28",13
"775","2010-01-29",13.1
"776","2010-02-01",12.65
"777","2010-02-02",12.65
"778","2010-02-03",12.65
"779","2010-02-04",12.65
"780","2010-02-05",12.6
"781","2010-02-08",12.8
"782","2010-02-09",12.4
"783","2010-02-10",12.4
"784","2010-02-11",12.4
"785","2010-02-12",12.4
"786","2010-02-16",12.4
"787","2010-02-17",12.4
"788","2010-02-18",12.4
"789","2010-02-19",13
"790","2010-02-22",13
"791","2010-02-23",13
"792","2010-02-24",12.6
"793","2010-02-25",12.3
"794","2010-02-26",12.25
"795","2010-03-01",12.3
"796","2010-03-02",12.5
"797","2010-03-03",13
"798","2010-03-04",13
"799","2010-03-05",13
"800","2010-03-08",13.04
"801","2010-03-09",12.95
"802","2010-03-10",12.8
"803","2010-03-11",13.1
"804","2010-03-12",13.5
"805","2010-03-15",13.65
"806","2010-03-16",13.55
"807","2010-03-17",13.55
"808","2010-03-18",13.7
"809","2010-03-19",13.8
"810","2010-03-22",13.8
"811","2010-03-23",13.8
"812","2010-03-24",13.6
"813","2010-03-25",13.6
"814","2010-03-26",13.3
"815","2010-03-29",13.3
"816","2010-03-30",13.6
"817","2010-03-31",13.8
"818","2010-04-01",13.8
"819","2010-04-05",13.35
"820","2010-04-06",13.1
"821","2010-04-07",13.1
"822","2010-04-08",12.7
"823","2010-04-09",12.71
"824","2010-04-12",12.98
"825","2010-04-13",12.98
"826","2010-04-14",12.98
"827","2010-04-15",12.75
"828","2010-04-16",12.75
"829","2010-04-19",12.35
"830","2010-04-20",12.75
"831","2010-04-21",12.2
"832","2010-04-22",12.2
"833","2010-04-23",12.2
"834","2010-04-26",12.5
"835","2010-04-27",12.5
"836","2010-04-28",12.5
"837","2010-04-29",12.3
"838","2010-04-30",12.15
"839","2010-05-03",12.05
"840","2010-05-04",11.93
"841","2010-05-05",11.6
"842","2010-05-06",11.6
"843","2010-05-07",11.6
"844","2010-05-10",11.8
"845","2010-05-11",11.6
"846","2010-05-12",11.8
"847","2010-05-13",11.8
"848","2010-05-14",11.45
"849","2010-05-17",11.45
"850","2010-05-18",11.57
"851","2010-05-19",11.05
"852","2010-05-20",11.05
"853","2010-05-21",11.05
"854","2010-05-24",11.05
"855","2010-05-25",11.05
"856","2010-05-26",11.03
"857","2010-05-27",11.03
"858","2010-05-28",11.03
"859","2010-06-01",10.7
"860","2010-06-02",10.6
"861","2010-06-03",11.1
"862","2010-06-04",11
"863","2010-06-07",11.2
"864","2010-06-08",10.75
"865","2010-06-09",11.1
"866","2010-06-10",11.6
"867","2010-06-11",11.51
"868","2010-06-14",11.9
"869","2010-06-15",11.9
"870","2010-06-16",11.25
"871","2010-06-17",11.4
"872","2010-06-18",11.3
"873","2010-06-21",12
"874","2010-06-22",12
"875","2010-06-23",11.4
"876","2010-06-24",11.4
"877","2010-06-25",11.4
"878","2010-06-28",11.35
"879","2010-06-29",10.5
"880","2010-06-30",10.3
"881","2010-07-01",10.386
"882","2010-07-02",10.386
"883","2010-07-06",10.386
"884","2010-07-07",10.55
"885","2010-07-08",11.25
"886","2010-07-09",11.25
"887","2010-07-12",11.2
"888","2010-07-13",11.6
"889","2010-07-14",11.5
"890","2010-07-15",11.8
"891","2010-07-16",11.8
"892","2010-07-19",11.65
"893","2010-07-20",11.5
"894","2010-07-21",11.5
"895","2010-07-22",11.75
"896","2010-07-23",11.75
"897","2010-07-26",11.85
"898","2010-07-27",11.85
"899","2010-07-28",12.1
"900","2010-07-29",12
"901","2010-07-30",12
"902","2010-08-02",12
"903","2010-08-03",12
"904","2010-08-04",12
"905","2010-08-05",12
"906","2010-08-06",12
"907","2010-08-09",12
"908","2010-08-10",12.8
"909","2010-08-11",12.6
"910","2010-08-12",12.6
"911","2010-08-13",12.6
"912","2010-08-16",12.6
"913","2010-08-17",13.531
"914","2010-08-18",13.45
"915","2010-08-19",13.45
"916","2010-08-20",13.15
"917","2010-08-23",13.25
"918","2010-08-24",12.9
"919","2010-08-25",12.75
"920","2010-08-26",12.75
"921","2010-08-27",12.75
"922","2010-08-30",12.85
"923","2010-08-31",12.75
"924","2010-09-01",12.75
"925","2010-09-02",12.75
"926","2010-09-03",12.8
"927","2010-09-07",12.8
"928","2010-09-08",13.1
"929","2010-09-09",13.01
"930","2010-09-10",13.01
"931","2010-09-13",13.8
"932","2010-09-14",13.8
"933","2010-09-15",13.45
"934","2010-09-16",13.45
"935","2010-09-17",13.45
"936","2010-09-20",13.65
"937","2010-09-21",14.3
"938","2010-09-22",14.25
"939","2010-09-23",14.25
"940","2010-09-24",14.45
"941","2010-09-27",13.75
"942","2010-09-28",13.75
"943","2010-09-29",13.75
"944","2010-09-30",13.75
"945","2010-10-01",13.75
"946","2010-10-04",14.05
"947","2010-10-05",14.7
"948","2010-10-06",14.65
"949","2010-10-07",14.65
"950","2010-10-08",14.8
"951","2010-10-11",15.02
"952","2010-10-12",14.95
"953","2010-10-13",15.7
"954","2010-10-14",15.7
"955","2010-10-15",15.58
"956","2010-10-18",15.7
"957","2010-10-19",15.41
"958","2010-10-20",15.41
"959","2010-10-21",15.41
"960","2010-10-22",15.41
"961","2010-10-25",15.41
"962","2010-10-26",15.41
"963","2010-10-27",15.37
"964","2010-10-28",15.37
"965","2010-10-29",15.37
"966","2010-11-01",15.52
"967","2010-11-02",15.23
"968","2010-11-03",15.44
"969","2010-11-04",15.9
"970","2010-11-05",15.6
"971","2010-11-08",15.3
"972","2010-11-09",15.3
"973","2010-11-10",15.61
"974","2010-11-11",15.11
"975","2010-11-12",15.11
"976","2010-11-15",14.8
"977","2010-11-16",14.4
"978","2010-11-17",14.37
"979","2010-11-18",14.64
"980","2010-11-19",14.95
"981","2010-11-22",14.95
"982","2010-11-23",14.53
"983","2010-11-24",14.85
"984","2010-11-26",14.85
"985","2010-11-29",14.4
"986","2010-11-30",14.6
"987","2010-12-01",14.57
"988","2010-12-02",14.85
"989","2010-12-03",14.65
"990","2010-12-06",15.5
"991","2010-12-07",16.09
"992","2010-12-08",15.9
"993","2010-12-09",15.5
"994","2010-12-10",15.9
"995","2010-12-13",16.200001
"996","2010-12-14",16.48
"997","2010-12-15",16.469999
"998","2010-12-16",16.799999
"999","2010-12-17",17
"1000","2010-12-20",17.129999
"1001","2010-12-21",17.15
"1002","2010-12-22",17.15
"1003","2010-12-23",16.99
"1004","2010-12-27",16.700001
"1005","2010-12-28",16.65
"1006","2010-12-29",17.299999
"1007","2010-12-30",17.450001
"1008","2010-12-31",16.799999
"1009","2011-01-03",16.950001
"1010","2011-01-04",16.9
"1011","2011-01-05",17.4
"1012","2011-01-06",17.549999
"1013","2011-01-07",17.549999
"1014","2011-01-10",17.450001
"1015","2011-01-11",17.6
