"","date","ADVM"
"1","2014-07-31",27.99
"2","2014-08-01",25.16
"3","2014-08-04",24.25
"4","2014-08-05",22.6
"5","2014-08-06",23.370001
"6","2014-08-07",23
"7","2014-08-08",23.540001
"8","2014-08-11",23.75
"9","2014-08-12",23.91
"10","2014-08-13",24.379999
"11","2014-08-14",26.17
"12","2014-08-15",27.26
"13","2014-08-18",28.299999
"14","2014-08-19",30.85
"15","2014-08-20",31.58
"16","2014-08-21",30.15
"17","2014-08-22",30.52
"18","2014-08-25",30.25
"19","2014-08-26",29.27
"20","2014-08-27",29.48
"21","2014-08-28",29.43
"22","2014-08-29",29.629999
"23","2014-09-02",30.24
"24","2014-09-03",30.6
"25","2014-09-04",30.549999
"26","2014-09-05",31.049999
"27","2014-09-08",29.85
"28","2014-09-09",29.99
"29","2014-09-10",30.74
"30","2014-09-11",32.43
"31","2014-09-12",35.700001
"32","2014-09-15",33.029999
"33","2014-09-16",32.450001
"34","2014-09-17",32.779999
"35","2014-09-18",31.549999
"36","2014-09-19",31.1
"37","2014-09-22",32.880001
"38","2014-09-23",33.59
"39","2014-09-24",34.259998
"40","2014-09-25",35.259998
"41","2014-09-26",36
"42","2014-09-29",36.349998
"43","2014-09-30",34.189999
"44","2014-10-01",32.27
"45","2014-10-02",34.27
"46","2014-10-03",33.700001
"47","2014-10-06",33.990002
"48","2014-10-07",31.540001
"49","2014-10-08",31.35
"50","2014-10-09",30.35
"51","2014-10-10",29.9
"52","2014-10-13",30.27
"53","2014-10-14",29.969999
"54","2014-10-15",30.59
"55","2014-10-16",30.41
"56","2014-10-17",30.209999
"57","2014-10-20",30.209999
"58","2014-10-21",32.669998
"59","2014-10-22",32.639999
"60","2014-10-23",33.900002
"61","2014-10-24",34.220001
"62","2014-10-27",33.59
"63","2014-10-28",33.400002
"64","2014-10-29",33.529999
"65","2014-10-30",35.689999
"66","2014-10-31",35.880001
"67","2014-11-03",35.98
"68","2014-11-04",36.389999
"69","2014-11-05",33.509998
"70","2014-11-06",34.75
"71","2014-11-07",35
"72","2014-11-10",34.400002
"73","2014-11-11",33.119999
"74","2014-11-12",33.650002
"75","2014-11-13",34.599998
"76","2014-11-14",33.959999
"77","2014-11-17",32.810001
"78","2014-11-18",33.790001
"79","2014-11-19",32.639999
"80","2014-11-20",33.810001
"81","2014-11-21",34.639999
"82","2014-11-24",35.669998
"83","2014-11-25",38.689999
"84","2014-11-26",40.169998
"85","2014-11-28",39.490002
"86","2014-12-01",37.939999
"87","2014-12-02",39.849998
"88","2014-12-03",41.169998
"89","2014-12-04",42.189999
"90","2014-12-05",43.5
"91","2014-12-08",44.259998
"92","2014-12-09",46.959999
"93","2014-12-10",46.77
"94","2014-12-11",49.91
"95","2014-12-12",50.490002
"96","2014-12-15",51.27
"97","2014-12-16",50.790001
"98","2014-12-17",50.450001
"99","2014-12-18",50.360001
"100","2014-12-19",51.560001
"101","2014-12-22",51.700001
"102","2014-12-23",48.5
"103","2014-12-24",47.299999
"104","2014-12-26",48.639999
"105","2014-12-29",51.919998
"106","2014-12-30",55.889999
"107","2014-12-31",54
"108","2015-01-02",58.919998
"109","2015-01-05",58.945
"110","2015-01-06",53.950001
"111","2015-01-07",60.080002
"112","2015-01-08",59.169998
"113","2015-01-09",58.66
"114","2015-01-12",58.849998
"115","2015-01-13",58.880001
"116","2015-01-14",56.950001
"117","2015-01-15",51.560001
"118","2015-01-16",48.369999
"119","2015-01-20",47.639999
"120","2015-01-21",41.610001
"121","2015-01-22",43.290001
"122","2015-01-23",39.919998
"123","2015-01-26",43.950001
"124","2015-01-27",42.049999
"125","2015-01-28",41.009998
"126","2015-01-29",39.490002
"127","2015-01-30",39.68
"128","2015-02-02",37.610001
"129","2015-02-03",35.98
"130","2015-02-04",33.560001
"131","2015-02-05",33.279999
"132","2015-02-06",33.27
"133","2015-02-09",36.240002
"134","2015-02-10",38.880001
"135","2015-02-11",36.150002
"136","2015-02-12",36.279999
"137","2015-02-13",36.290001
"138","2015-02-17",36.830002
"139","2015-02-18",39.740002
"140","2015-02-19",39.950001
"141","2015-02-20",40.060001
"142","2015-02-23",36.880001
"143","2015-02-24",36.689999
"144","2015-02-25",36.959999
"145","2015-02-26",36.75
"146","2015-02-27",36.18
"147","2015-03-02",36.799999
"148","2015-03-03",34.689999
"149","2015-03-04",36.610001
"150","2015-03-05",37.939999
"151","2015-03-06",35.959999
"152","2015-03-09",37.080002
"153","2015-03-10",37.91
"154","2015-03-11",38.580002
"155","2015-03-12",40.509998
"156","2015-03-13",43.240002
"157","2015-03-16",41.75
"158","2015-03-17",42.099998
"159","2015-03-18",41.419998
"160","2015-03-19",44.25
"161","2015-03-20",44.610001
"162","2015-03-23",43.07
"163","2015-03-24",43.669998
"164","2015-03-25",41.040001
"165","2015-03-26",38.400002
"166","2015-03-27",38.599998
"167","2015-03-30",39.41
"168","2015-03-31",40.52
"169","2015-04-01",39.060001
"170","2015-04-02",38
"171","2015-04-06",38.5
"172","2015-04-07",38.849998
"173","2015-04-08",40.48
"174","2015-04-09",39.419998
"175","2015-04-10",40.689999
"176","2015-04-13",39.209999
"177","2015-04-14",40.049999
"178","2015-04-15",41.459999
"179","2015-04-16",42.09
"180","2015-04-17",40.330002
"181","2015-04-20",39.52
"182","2015-04-21",39.349998
"183","2015-04-22",38.93
"184","2015-04-23",38.490002
"185","2015-04-24",37.57
"186","2015-04-27",35.360001
"187","2015-04-28",36.32
"188","2015-04-29",35.040001
"189","2015-04-30",31.860001
"190","2015-05-01",33.169998
"191","2015-05-04",31
"192","2015-05-05",29.440001
"193","2015-05-06",33.389999
"194","2015-05-07",33.040001
"195","2015-05-08",32.470001
"196","2015-05-11",34.849998
"197","2015-05-12",33.880001
"198","2015-05-13",35.650002
"199","2015-05-14",35.950001
"200","2015-05-15",35.099998
"201","2015-05-18",36.669998
"202","2015-05-19",38.240002
"203","2015-05-20",39.049999
"204","2015-05-21",38.830002
"205","2015-05-22",38.029999
"206","2015-05-26",37.02
"207","2015-05-27",39.130001
"208","2015-05-28",37.259998
"209","2015-05-29",37.279999
"210","2015-06-01",37.240002
"211","2015-06-02",37.52
"212","2015-06-03",37.509998
"213","2015-06-04",38.82
"214","2015-06-05",40.279999
"215","2015-06-08",37.700001
"216","2015-06-09",37.029999
"217","2015-06-10",39.73
"218","2015-06-11",40.790001
"219","2015-06-12",41.400002
"220","2015-06-15",38.880001
"221","2015-06-16",17.049999
"222","2015-06-17",16.92
"223","2015-06-18",16.110001
"224","2015-06-19",15.65
"225","2015-06-22",16.24
"226","2015-06-23",16.34
"227","2015-06-24",16.700001
"228","2015-06-25",16.26
"229","2015-06-26",15.85
"230","2015-06-29",15.28
"231","2015-06-30",16.24
"232","2015-07-01",16.07
"233","2015-07-02",16.030001
"234","2015-07-06",16.32
"235","2015-07-07",15.96
"236","2015-07-08",15.46
"237","2015-07-09",15.63
"238","2015-07-10",16.25
"239","2015-07-13",16.440001
"240","2015-07-14",16.709999
"241","2015-07-15",16.49
"242","2015-07-16",16.51
"243","2015-07-17",16.68
"244","2015-07-20",16.780001
"245","2015-07-21",16.620001
"246","2015-07-22",16.5
"247","2015-07-23",16.16
"248","2015-07-24",14.73
"249","2015-07-27",14.29
"250","2015-07-28",14.3
"251","2015-07-29",14.29
"252","2015-07-30",14.28
"253","2015-07-31",14.72
