"","date","NSCO"
"141","2018-05-01",9.79
"142","2018-05-02",9.79
"143","2018-05-03",9.79
"144","2018-05-04",9.79
"145","2018-05-07",9.8
"146","2018-05-08",9.8
"147","2018-05-09",9.8
"148","2018-05-10",9.8
"149","2018-05-11",9.8
"150","2018-05-14",9.8
"151","2018-05-15",9.8
"152","2018-05-16",9.8
"153","2018-05-17",9.8
"154","2018-05-18",9.8
"155","2018-05-21",9.79
"156","2018-05-22",9.82
"157","2018-05-23",9.8
"158","2018-05-24",9.8
"159","2018-05-25",9.8
"160","2018-05-29",9.8
"161","2018-05-30",9.8
"162","2018-05-31",9.8
"163","2018-06-01",9.8
"164","2018-06-04",9.8
"165","2018-06-05",9.76
"166","2018-06-06",9.76
"167","2018-06-07",9.76
"168","2018-06-08",9.76
"169","2018-06-11",9.76
"170","2018-06-12",9.78
"171","2018-06-13",9.78
"172","2018-06-14",9.78
"173","2018-06-15",9.79
"174","2018-06-18",9.8
"175","2018-06-19",9.81
"176","2018-06-20",9.8
"177","2018-06-21",9.85
"178","2018-06-22",9.85
"179","2018-06-25",9.86
"180","2018-06-26",9.85
"181","2018-06-27",9.85
"182","2018-06-28",9.87
"183","2018-06-29",9.87
"184","2018-07-02",9.86
"185","2018-07-03",9.9
"186","2018-07-05",9.9
"187","2018-07-06",9.9
"188","2018-07-09",9.87
"189","2018-07-10",9.87
"190","2018-07-11",9.87
"191","2018-07-12",9.87
"192","2018-07-13",9.86
"193","2018-07-16",9.86
"194","2018-07-17",9.86
"195","2018-07-18",9.9
"196","2018-07-19",9.85
"197","2018-07-20",9.85
"198","2018-07-23",9.85
"199","2018-07-24",9.83
"200","2018-07-25",9.85
"201","2018-07-26",9.849
"202","2018-07-27",9.849
"203","2018-07-30",9.849
"204","2018-07-31",9.849
"205","2018-08-01",9.85
"206","2018-08-02",9.87
"207","2018-08-03",9.87
"208","2018-08-06",9.87
"209","2018-08-07",9.87
"210","2018-08-08",9.87
"211","2018-08-09",9.87
"212","2018-08-10",9.87
"213","2018-08-13",9.87
"214","2018-08-14",9.87
"215","2018-08-15",9.84
"216","2018-08-16",9.84
"217","2018-08-17",9.84
"218","2018-08-20",9.85
"219","2018-08-21",9.85
"220","2018-08-22",9.85
"221","2018-08-23",9.85
"222","2018-08-24",9.87
"223","2018-08-27",9.87
"224","2018-08-28",9.87
"225","2018-08-29",9.87
"226","2018-08-30",9.86
"227","2018-08-31",9.86
"228","2018-09-04",9.86
"229","2018-09-05",9.87
"230","2018-09-06",9.87
"231","2018-09-07",9.88
"232","2018-09-10",9.88
"233","2018-09-11",9.88
"234","2018-09-12",9.88
"235","2018-09-13",9.88
"236","2018-09-14",9.88
"237","2018-09-17",9.879
"238","2018-09-18",9.9
"239","2018-09-19",9.9
"240","2018-09-20",9.9
"241","2018-09-21",9.9
"242","2018-09-24",9.9
"243","2018-09-25",9.9
"244","2018-09-26",9.91
"245","2018-09-27",9.91
"246","2018-09-28",9.91
"247","2018-10-01",9.91
"248","2018-10-02",9.91
"249","2018-10-03",9.91
"250","2018-10-04",9.92
"251","2018-10-05",9.91
"252","2018-10-08",9.91
"253","2018-10-09",9.91
"254","2018-10-10",9.92
"255","2018-10-11",9.95
"256","2018-10-12",9.95
"257","2018-10-15",9.95
"258","2018-10-16",9.95
"259","2018-10-17",9.95
"260","2018-10-18",9.95
"261","2018-10-19",9.97
"262","2018-10-22",9.99
"263","2018-10-23",9.97
"264","2018-10-24",9.97
"265","2018-10-25",9.981
"266","2018-10-26",9.981
"267","2018-10-29",9.981
"268","2018-10-30",9.981
"269","2018-10-31",9.968
"270","2018-11-01",10
"271","2018-11-02",10
"272","2018-11-05",10
"273","2018-11-06",10
"274","2018-11-07",10
"275","2018-11-08",10
"276","2018-11-09",10
"277","2018-11-12",10
"278","2018-11-13",10
"279","2018-11-14",10
"280","2018-11-15",10
"281","2018-11-16",10
"282","2018-11-19",9.98
"283","2018-11-20",9.98
"284","2018-11-21",9.98
"285","2018-11-23",9.98
"286","2018-11-26",9.98
"287","2018-11-27",9.98
"288","2018-11-28",9.98
"289","2018-11-29",9.98
"290","2018-11-30",10
"291","2018-12-03",10
"292","2018-12-04",10.01
"293","2018-12-06",10.01
"294","2018-12-07",10.02
"295","2018-12-10",10
"296","2018-12-11",10
"297","2018-12-12",10
"298","2018-12-13",10
"299","2018-12-14",10
"300","2018-12-17",9.95
"301","2018-12-18",9.95
"302","2018-12-19",9.95
"303","2018-12-20",9.99
"304","2018-12-21",9.98
"305","2018-12-24",9.98
"306","2018-12-26",9.99
"307","2018-12-27",9.99
"308","2018-12-28",9.99
"309","2018-12-31",9.996
"310","2019-01-02",9.996
"311","2019-01-03",9.996
"312","2019-01-04",10
"313","2019-01-07",10
"314","2019-01-08",9.99
"315","2019-01-09",10.005
"316","2019-01-10",9.99
"317","2019-01-11",9.99
"318","2019-01-14",10
"319","2019-01-15",10.04
"320","2019-01-16",10
"321","2019-01-17",10.029
"322","2019-01-18",10.029
"323","2019-01-22",10.03
"324","2019-01-23",10.026
"325","2019-01-24",10.02
"326","2019-01-25",10.1
"327","2019-01-28",10.1
"328","2019-01-29",10.1
"329","2019-01-30",10.1
"330","2019-01-31",10.08
"331","2019-02-01",10.08
"332","2019-02-04",10.08
"333","2019-02-05",10.12
"334","2019-02-06",10.12
"335","2019-02-07",10.1
"336","2019-02-08",10.12
"337","2019-02-11",10.07
"338","2019-02-12",10.07
"339","2019-02-13",10.07
"340","2019-02-14",10.07
"341","2019-02-15",10.12
"342","2019-02-19",10.12
"343","2019-02-20",10.08
"344","2019-02-21",10.07
"345","2019-02-22",10.07
"346","2019-02-25",10.07
"347","2019-02-26",10.09
"348","2019-02-27",10.09
"349","2019-02-28",10.1
"350","2019-03-01",10.1
"351","2019-03-04",10.2
"352","2019-03-05",10.17
"353","2019-03-06",10.163
"354","2019-03-07",10.17
"355","2019-03-08",10.17
"356","2019-03-11",10.16
"357","2019-03-12",10.13
"358","2019-03-13",10.14
"359","2019-03-14",10.13
"360","2019-03-15",10.15
"361","2019-03-18",10.15
"362","2019-03-19",10.12
"363","2019-03-20",10.14
"364","2019-03-21",10.13
"365","2019-03-22",10.15
"366","2019-03-25",10.15
"367","2019-03-26",10.14
"368","2019-03-27",10.15
"369","2019-03-28",10.17
"370","2019-03-29",10.18
"371","2019-04-01",10.2
"372","2019-04-02",10.2
"373","2019-04-03",10.14
"374","2019-04-04",10.16
"375","2019-04-05",10.18
"376","2019-04-08",10.28
"377","2019-04-09",10.27
"378","2019-04-10",10.29
"379","2019-04-11",10.29
"380","2019-04-12",10.42
"381","2019-04-15",10.4
"382","2019-04-16",10.37
"383","2019-04-17",10.4
"384","2019-04-18",10.36
"385","2019-04-22",10.38
"386","2019-04-23",10.38
"387","2019-04-24",10.37
"388","2019-04-25",10.26
"389","2019-04-26",10.3
"390","2019-04-29",10.32
"391","2019-04-30",10.31
"392","2019-05-01",10.32
"393","2019-05-02",10.33
"394","2019-05-03",10.28
"395","2019-05-06",10.3
"396","2019-05-07",10.27
"397","2019-05-08",10.26
"398","2019-05-09",10.27
"399","2019-05-10",10.26
"400","2019-05-13",10.28
"401","2019-05-14",10.28
"402","2019-05-15",10.29
"403","2019-05-16",10.27
"404","2019-05-17",10.3
"405","2019-05-20",10.28
"406","2019-05-21",10.28
"407","2019-05-22",10.27
"408","2019-05-23",10.27
"409","2019-05-24",10.27
"410","2019-05-28",10.24
"411","2019-05-29",10.2
"412","2019-05-30",10.22
"413","2019-05-31",10.24
"414","2019-06-03",10.23
"415","2019-06-04",10.23
"416","2019-06-05",10.19
"417","2019-06-06",10.22
"418","2019-06-07",10.21
"419","2019-06-10",10.24
"420","2019-06-11",10.23
"421","2019-06-12",10.23
"422","2019-06-13",10.21
"423","2019-06-14",10.21
"424","2019-06-17",10.22
"425","2019-06-18",10.23
"426","2019-06-19",10.23
"427","2019-06-20",10.22
"428","2019-06-21",10.23
"429","2019-06-24",10.23
"430","2019-06-25",10.2
"431","2019-06-26",10.21
"432","2019-06-27",10.21
"433","2019-06-28",10.23
"434","2019-07-01",10.21
"435","2019-07-02",10.22
"436","2019-07-03",10.22
"437","2019-07-05",10.22
"438","2019-07-08",10.22
"439","2019-07-09",10.21
"440","2019-07-10",10.22
"441","2019-07-11",10.2
"442","2019-07-12",10.23
"443","2019-07-15",10.22
"444","2019-07-16",10.18
"445","2019-07-17",10.05
"446","2019-07-18",9.71
"447","2019-07-19",9.51
"448","2019-07-22",8.95
"449","2019-07-23",8.8
"450","2019-07-24",9.11
"451","2019-07-25",9.11
"452","2019-07-26",8.76
"453","2019-07-29",8.8
"454","2019-07-30",8.66
"455","2019-07-31",9.05
"456","2019-08-01",8.75
"457","2019-08-02",8.8
"458","2019-08-05",8.27
"459","2019-08-06",8.21
"460","2019-08-07",7.72
"461","2019-08-08",7.72
"462","2019-08-09",7.42
"463","2019-08-12",7.79
"464","2019-08-13",7.19
"465","2019-08-14",6.97
"466","2019-08-15",7
"467","2019-08-16",6.83
"468","2019-08-19",6.53
"469","2019-08-20",6.78
"470","2019-08-21",6.98
"471","2019-08-22",6.83
"472","2019-08-23",6.75
"473","2019-08-26",6.55
"474","2019-08-27",6.57
"475","2019-08-28",5.89
"476","2019-08-29",6.2
"477","2019-08-30",6.28
"478","2019-09-03",6.1
"479","2019-09-04",6.16
"480","2019-09-05",6.26
"481","2019-09-06",6.49
"482","2019-09-09",6.55
"483","2019-09-10",6.8
"484","2019-09-11",6.92
"485","2019-09-12",6.95
"486","2019-09-13",7.02
"487","2019-09-16",6.77
"488","2019-09-17",6.72
"489","2019-09-18",6.88
"490","2019-09-19",6.8
"491","2019-09-20",6.72
"492","2019-09-23",6.68
"493","2019-09-24",6.15
"494","2019-09-25",5.99
"495","2019-09-26",5.58
"496","2019-09-27",6
"497","2019-09-30",5.98
"498","2019-10-01",5.74
"499","2019-10-02",5.4
"500","2019-10-03",5.51
"501","2019-10-04",5.41
"502","2019-10-07",5.6
"503","2019-10-08",5.54
"504","2019-10-09",5.53
"505","2019-10-10",5.4
"506","2019-10-11",5.29
"507","2019-10-14",5.36
"508","2019-10-15",5.3
"509","2019-10-16",5.33
"510","2019-10-17",5.61
"511","2019-10-18",5.39
"512","2019-10-21",5.39
"513","2019-10-22",5.27
"514","2019-10-23",5.16
"515","2019-10-24",5.2
"516","2019-10-25",5.2
"517","2019-10-28",4.9
"518","2019-10-29",4.95
"519","2019-10-30",4.82
"520","2019-10-31",4.64
"521","2019-11-01",4.58
"522","2019-11-04",4.65
"523","2019-11-05",4.78
"524","2019-11-06",4.65
"525","2019-11-07",4.81
"526","2019-11-08",4.75
"527","2019-11-11",4.95
"528","2019-11-12",3.95
"529","2019-11-13",3.97
"530","2019-11-14",3.65
"531","2019-11-15",3.39
"532","2019-11-18",3.54
"533","2019-11-19",3.65
"534","2019-11-20",3.44
"535","2019-11-21",3.3
"536","2019-11-22",3.25
"537","2019-11-25",3.35
"538","2019-11-26",3.25
"539","2019-11-27",3.03
"540","2019-11-29",3
"541","2019-12-02",3.03
"542","2019-12-03",3.04
"543","2019-12-04",3
"544","2019-12-05",3.18
"545","2019-12-06",3.53
"546","2019-12-09",3.81
"547","2019-12-10",3.79
"548","2019-12-11",3.86
"549","2019-12-12",3.87
"550","2019-12-13",3.89
"551","2019-12-16",3.98
"552","2019-12-17",3.91
"553","2019-12-18",3.98
"554","2019-12-19",4.03
"555","2019-12-20",4.06
"556","2019-12-23",4.23
"557","2019-12-24",4.37
"558","2019-12-26",4.23
"559","2019-12-27",4.05
"560","2019-12-30",4.3
"561","2019-12-31",4.11
"562","2020-01-02",4.39
"563","2020-01-03",4.53
"564","2020-01-06",4.63
"565","2020-01-07",4.38
"566","2020-01-08",4.47
"567","2020-01-09",4.26
"568","2020-01-10",4.82
"569","2020-01-13",5.15
"570","2020-01-14",5.07
"571","2020-01-15",5.03
"572","2020-01-16",5.07
"573","2020-01-17",5.11
"574","2020-01-21",4.6
"575","2020-01-22",4.835
"576","2020-01-23",4.63
"577","2020-01-24",4.56
"578","2020-01-27",4.48
"579","2020-01-28",4.35
"580","2020-01-29",4.04
"581","2020-01-30",3.86
"582","2020-01-31",4.3
"583","2020-02-03",4.48
"584","2020-02-04",4.45
"585","2020-02-05",4.34
"586","2020-02-06",4.21
"587","2020-02-07",4.13
"588","2020-02-10",3.93
"589","2020-02-11",3.9
"590","2020-02-12",3.87
"591","2020-02-13",4.02
"592","2020-02-14",4.1
"593","2020-02-18",4.1
"594","2020-02-19",3.95
"595","2020-02-20",3.89
"596","2020-02-21",4
"597","2020-02-24",3.85
"598","2020-02-25",3.75
"599","2020-02-26",3.53
"600","2020-02-27",3.02
"601","2020-02-28",3.05
"602","2020-03-02",3.08
"603","2020-03-03",3.29
"604","2020-03-04",3.69
"605","2020-03-05",3.65
"606","2020-03-06",3.41
"607","2020-03-09",3.19
"608","2020-03-10",3.17
"609","2020-03-11",2.85
"610","2020-03-12",2.6
"611","2020-03-13",2.85
"612","2020-03-16",2.6
"613","2020-03-17",2.5
"614","2020-03-18",1.78
"615","2020-03-19",2.11
"616","2020-03-20",2.3
"617","2020-03-23",2.28
"618","2020-03-24",2.4
"619","2020-03-25",2.85
"620","2020-03-26",2.84
"621","2020-03-27",3.55
"622","2020-03-30",3.5
"623","2020-03-31",3.28
"624","2020-04-01",2.96
"625","2020-04-02",2.96
"626","2020-04-03",2.9
"627","2020-04-06",2.9
"628","2020-04-07",2.84
"629","2020-04-08",2.87
"630","2020-04-09",2.7
"631","2020-04-13",2.68
"632","2020-04-14",2.44
"633","2020-04-15",2.44
"634","2020-04-16",2.35
"635","2020-04-17",2.4
"636","2020-04-20",2.35
"637","2020-04-21",2.36
"638","2020-04-22",2.52
"639","2020-04-23",2.6
"640","2020-04-24",2.5
"641","2020-04-27",2.25
"642","2020-04-28",2.25
"643","2020-04-29",2.34
"644","2020-04-30",2.37
"645","2020-05-01",2.34
"646","2020-05-04",2.5
"647","2020-05-05",2.71
"648","2020-05-06",2.57
"649","2020-05-07",2.62
"650","2020-05-08",2.54
"651","2020-05-11",2.25
"652","2020-05-12",1.89
"653","2020-05-13",2.12
"654","2020-05-14",1.98
"655","2020-05-15",2.06
"656","2020-05-18",2.43
"657","2020-05-19",2.57
"658","2020-05-20",2.67
"659","2020-05-21",2.73
"660","2020-05-22",2.76
"661","2020-05-26",2.89
"662","2020-05-27",2.87
"663","2020-05-28",2.89
"664","2020-05-29",2.48
"665","2020-06-01",2.29
"666","2020-06-02",2.72
"667","2020-06-03",2.82
"668","2020-06-04",2.64
"669","2020-06-05",3.05
"670","2020-06-08",3.02
"671","2020-06-09",3.26
"672","2020-06-10",3.12
"673","2020-06-11",3.04
"674","2020-06-12",3.47
"675","2020-06-15",3.49
"676","2020-06-16",3.9
"677","2020-06-17",3.85
"678","2020-06-18",3.75
"679","2020-06-19",4.22
"680","2020-06-22",4.08
"681","2020-06-23",4.46
"682","2020-06-24",4.44
"683","2020-06-25",4.57
"684","2020-06-26",4.66
"685","2020-06-29",4.48
"686","2020-06-30",4.02
"687","2020-07-01",3.84
"688","2020-07-02",3.87
"689","2020-07-06",4.34
"690","2020-07-07",3.95
"691","2020-07-08",3.65
"692","2020-07-09",3.65
"693","2020-07-10",3.78
"694","2020-07-13",3.7
"695","2020-07-14",3.92
"696","2020-07-15",4.14
"697","2020-07-16",3.97
"698","2020-07-17",4.23
"699","2020-07-20",3.96
"700","2020-07-21",3.84
"701","2020-07-22",3.9
"702","2020-07-23",3.8
"703","2020-07-24",3.65
"704","2020-07-27",3.69
"705","2020-07-28",3.62
"706","2020-07-29",3.6
"707","2020-07-30",3.45
"708","2020-07-31",3.36
"709","2020-08-03",3.4
"710","2020-08-04",3.41
"711","2020-08-05",3.4
"712","2020-08-06",3.48
"713","2020-08-07",3.39
"714","2020-08-10",3.46
"715","2020-08-11",3.64
"716","2020-08-12",3.59
"717","2020-08-13",3.85
"718","2020-08-14",3.88
"719","2020-08-17",3.85
"720","2020-08-18",3.88
"721","2020-08-19",3.63
"722","2020-08-20",3.79
"723","2020-08-21",3.76
"724","2020-08-24",3.82
"725","2020-08-25",3.81
"726","2020-08-26",3.83
"727","2020-08-27",4.08
"728","2020-08-28",4.02
"729","2020-08-31",4
"730","2020-09-01",4.03
"731","2020-09-02",4.1
"732","2020-09-03",3.94
"733","2020-09-04",4.04
"734","2020-09-08",4.01
"735","2020-09-09",4.02
"736","2020-09-10",4.2
"737","2020-09-11",4.12
"738","2020-09-14",4.05
"739","2020-09-15",4.11
"740","2020-09-16",4.04
"741","2020-09-17",4.12
"742","2020-09-18",4.25
"743","2020-09-21",4.09
"744","2020-09-22",4.08
"745","2020-09-23",3.98
"746","2020-09-24",4.09
"747","2020-09-25",4.05
"748","2020-09-28",4.09
"749","2020-09-29",4.06
"750","2020-09-30",4.15
"751","2020-10-01",4.11
"752","2020-10-02",4.13
"753","2020-10-05",4.25
"754","2020-10-06",4.1
"755","2020-10-07",4.17
"756","2020-10-08",4.3
"757","2020-10-09",4.35
"758","2020-10-12",4.44
"759","2020-10-13",4.27
"760","2020-10-14",4.35
"761","2020-10-15",4.48
"762","2020-10-16",4.48
"763","2020-10-19",4.51
"764","2020-10-20",4.55
"765","2020-10-21",4.54
"766","2020-10-22",4.55
"767","2020-10-23",4.54
"768","2020-10-26",4.33
"769","2020-10-27",4.35
"770","2020-10-28",4.24
"771","2020-10-29",4.21
"772","2020-10-30",4.15
"773","2020-11-02",4.24
"774","2020-11-03",4.23
"775","2020-11-04",4.15
"776","2020-11-05",4.2
"777","2020-11-06",3.99
"778","2020-11-09",4.18
"779","2020-11-10",4.35
"780","2020-11-11",4.45
"781","2020-11-12",4.37
"782","2020-11-13",4.52
"783","2020-11-16",4.48
"784","2020-11-17",4.27
"785","2020-11-18",4.23
"786","2020-11-19",4.33
"787","2020-11-20",4.41
"788","2020-11-23",4.53
"789","2020-11-24",4.65
"790","2020-11-25",4.65
"791","2020-11-27",4.64
