"","date","WHR"
"1","2007-01-03",84.660004
"2","2007-01-04",84.75
"3","2007-01-05",84.730003
"4","2007-01-08",84.599998
"5","2007-01-09",84.709999
"6","2007-01-10",85.870003
"7","2007-01-11",86.089996
"8","2007-01-12",85.800003
"9","2007-01-16",84.25
"10","2007-01-17",84.440002
"11","2007-01-18",85.970001
"12","2007-01-19",87.089996
"13","2007-01-22",86.519997
"14","2007-01-23",87.379997
"15","2007-01-24",88.849998
"16","2007-01-25",88.389999
"17","2007-01-26",88.559998
"18","2007-01-29",88.760002
"19","2007-01-30",88.809998
"20","2007-01-31",91.43
"21","2007-02-01",92.25
"22","2007-02-02",92.349998
"23","2007-02-05",93.589996
"24","2007-02-06",94.900002
"25","2007-02-07",92.360001
"26","2007-02-08",90.5
"27","2007-02-09",89.989998
"28","2007-02-12",89.779999
"29","2007-02-13",91.32
"30","2007-02-14",92.059998
"31","2007-02-15",92.599998
"32","2007-02-16",96.199997
"33","2007-02-20",95.839996
"34","2007-02-21",94.400002
"35","2007-02-22",93.610001
"36","2007-02-23",93.349998
"37","2007-02-26",93.550003
"38","2007-02-27",89.949997
"39","2007-02-28",88.209999
"40","2007-03-01",88.360001
"41","2007-03-02",86.919998
"42","2007-03-05",86.239998
"43","2007-03-06",86.809998
"44","2007-03-07",88.220001
"45","2007-03-08",88.82
"46","2007-03-09",87.849998
"47","2007-03-12",86.769997
"48","2007-03-13",84.790001
"49","2007-03-14",84.190002
"50","2007-03-15",84.510002
"51","2007-03-16",84.089996
"52","2007-03-19",84.779999
"53","2007-03-20",86.510002
"54","2007-03-21",88.269997
"55","2007-03-22",87.129997
"56","2007-03-23",87.629997
"57","2007-03-26",86.879997
"58","2007-03-27",85.360001
"59","2007-03-28",84.370003
"60","2007-03-29",84.489998
"61","2007-03-30",84.910004
"62","2007-04-02",84.839996
"63","2007-04-03",85.120003
"64","2007-04-04",85.150002
"65","2007-04-05",86.269997
"66","2007-04-09",87.260002
"67","2007-04-10",87.800003
"68","2007-04-11",87.879997
"69","2007-04-12",88.260002
"70","2007-04-13",88.769997
"71","2007-04-16",88.300003
"72","2007-04-17",88.220001
"73","2007-04-18",89.269997
"74","2007-04-19",89.68
"75","2007-04-20",90.470001
"76","2007-04-23",90.349998
"77","2007-04-24",102.849998
"78","2007-04-25",107.400002
"79","2007-04-26",107.050003
"80","2007-04-27",106.410004
"81","2007-04-30",106.029999
"82","2007-05-01",108.099998
"83","2007-05-02",113.139999
"84","2007-05-03",112.82
"85","2007-05-04",111.209999
"86","2007-05-07",111.849998
"87","2007-05-08",112.330002
"88","2007-05-09",114
"89","2007-05-10",111.370003
"90","2007-05-11",112.400002
"91","2007-05-14",111.830002
"92","2007-05-15",111.68
"93","2007-05-16",111.589996
"94","2007-05-17",113.139999
"95","2007-05-18",113.830002
"96","2007-05-21",113.480003
"97","2007-05-22",113.129997
"98","2007-05-23",112.529999
"99","2007-05-24",111.18
"100","2007-05-25",111.220001
"101","2007-05-29",110.870003
"102","2007-05-30",111.830002
"103","2007-05-31",111.650002
"104","2007-06-01",111.389999
"105","2007-06-04",112.059998
"106","2007-06-05",111.720001
"107","2007-06-06",111.769997
"108","2007-06-07",107.639999
"109","2007-06-08",110.830002
"110","2007-06-11",111.720001
"111","2007-06-12",111.32
"112","2007-06-13",112.139999
"113","2007-06-14",112.18
"114","2007-06-15",114.699997
"115","2007-06-18",116.660004
"116","2007-06-19",116.849998
"117","2007-06-20",114.599998
"118","2007-06-21",114.769997
"119","2007-06-22",112.980003
"120","2007-06-25",112.830002
"121","2007-06-26",111
"122","2007-06-27",112.650002
"123","2007-06-28",112.550003
"124","2007-06-29",111.199997
"125","2007-07-02",112.199997
"126","2007-07-03",112.360001
"127","2007-07-05",112.089996
"128","2007-07-06",113.919998
"129","2007-07-09",112.449997
"130","2007-07-10",107.730003
"131","2007-07-11",108.949997
"132","2007-07-12",111.089996
"133","2007-07-13",111.309998
"134","2007-07-16",111.919998
"135","2007-07-17",115
"136","2007-07-18",114.470001
"137","2007-07-19",116.660004
"138","2007-07-20",110.43
"139","2007-07-23",112.220001
"140","2007-07-24",109
"141","2007-07-25",109.800003
"142","2007-07-26",104.709999
"143","2007-07-27",102.629997
"144","2007-07-30",102.589996
"145","2007-07-31",102.110001
"146","2007-08-01",100.349998
"147","2007-08-02",100.839996
"148","2007-08-03",97.769997
"149","2007-08-06",98.959999
"150","2007-08-07",98.839996
"151","2007-08-08",99.779999
"152","2007-08-09",96.779999
"153","2007-08-10",94.309998
"154","2007-08-13",93.980003
"155","2007-08-14",91.610001
"156","2007-08-15",89.25
"157","2007-08-16",92.800003
"158","2007-08-17",93.629997
"159","2007-08-20",94.620003
"160","2007-08-21",95.290001
"161","2007-08-22",96.709999
"162","2007-08-23",96.959999
"163","2007-08-24",98.07
"164","2007-08-27",98.209999
"165","2007-08-28",93.459999
"166","2007-08-29",95.440002
"167","2007-08-30",95.150002
"168","2007-08-31",96.410004
"169","2007-09-04",96.760002
"170","2007-09-05",95.089996
"171","2007-09-06",96.07
"172","2007-09-07",92.769997
"173","2007-09-10",90.459999
"174","2007-09-11",90.400002
"175","2007-09-12",90.239998
"176","2007-09-13",91.57
"177","2007-09-14",91.199997
"178","2007-09-17",91.279999
"179","2007-09-18",93.980003
"180","2007-09-19",95.120003
"181","2007-09-20",93
"182","2007-09-21",92.209999
"183","2007-09-24",91.300003
"184","2007-09-25",86.830002
"185","2007-09-26",86.699997
"186","2007-09-27",88.269997
"187","2007-09-28",89.099998
"188","2007-10-01",92.019997
"189","2007-10-02",92.07
"190","2007-10-03",93.360001
"191","2007-10-04",91.93
"192","2007-10-05",94.290001
"193","2007-10-08",93.209999
"194","2007-10-09",93.449997
"195","2007-10-10",92.279999
"196","2007-10-11",90.239998
"197","2007-10-12",89.269997
"198","2007-10-15",88.93
"199","2007-10-16",89.419998
"200","2007-10-17",90.050003
"201","2007-10-18",88.419998
"202","2007-10-19",86.139999
"203","2007-10-22",87.989998
"204","2007-10-23",83.739998
"205","2007-10-24",84.720001
"206","2007-10-25",83.949997
"207","2007-10-26",83.57
"208","2007-10-29",83.919998
"209","2007-10-30",81.760002
"210","2007-10-31",79.18
"211","2007-11-01",77.769997
"212","2007-11-02",79.129997
"213","2007-11-05",77.639999
"214","2007-11-06",77.010002
"215","2007-11-07",75.099998
"216","2007-11-08",73.860001
"217","2007-11-09",75.440002
"218","2007-11-12",78.639999
"219","2007-11-13",80.040001
"220","2007-11-14",80.150002
"221","2007-11-15",78.349998
"222","2007-11-16",76.160004
"223","2007-11-19",75.919998
"224","2007-11-20",74.699997
"225","2007-11-21",76.029999
"226","2007-11-23",77.879997
"227","2007-11-26",75.550003
"228","2007-11-27",77.650002
"229","2007-11-28",79.639999
"230","2007-11-29",79.349998
"231","2007-11-30",80.959999
"232","2007-12-03",80.800003
"233","2007-12-04",81.25
"234","2007-12-05",83.419998
"235","2007-12-06",85.660004
"236","2007-12-07",85.779999
"237","2007-12-10",88.540001
"238","2007-12-11",83.239998
"239","2007-12-12",83.980003
"240","2007-12-13",83.440002
"241","2007-12-14",81.290001
"242","2007-12-17",80.419998
"243","2007-12-18",81.470001
"244","2007-12-19",80.610001
"245","2007-12-20",81.550003
"246","2007-12-21",82.57
"247","2007-12-24",83.459999
"248","2007-12-26",83.230003
"249","2007-12-27",81.480003
"250","2007-12-28",80.790001
"251","2007-12-31",81.629997
"252","2008-01-02",79.879997
"253","2008-01-03",79.120003
"254","2008-01-04",75.639999
"255","2008-01-07",76.150002
"256","2008-01-08",74.650002
"257","2008-01-09",73.919998
"258","2008-01-10",74.849998
"259","2008-01-11",73.540001
"260","2008-01-14",72.75
"261","2008-01-15",70.870003
"262","2008-01-16",70.400002
"263","2008-01-17",69.800003
"264","2008-01-18",71.529999
"265","2008-01-22",74.489998
"266","2008-01-23",81.010002
"267","2008-01-24",78.889999
"268","2008-01-25",77.779999
"269","2008-01-28",79.989998
"270","2008-01-29",82.489998
"271","2008-01-30",82.25
"272","2008-01-31",85.290001
"273","2008-02-01",85.720001
"274","2008-02-04",81.589996
"275","2008-02-05",90
"276","2008-02-06",90.489998
"277","2008-02-07",91.389999
"278","2008-02-08",89.029999
"279","2008-02-11",89.18
"280","2008-02-12",91.339996
"281","2008-02-13",91.68
"282","2008-02-14",89.580002
"283","2008-02-15",88.489998
"284","2008-02-19",88.489998
"285","2008-02-20",88.82
"286","2008-02-21",89.370003
"287","2008-02-22",88.720001
"288","2008-02-25",88.900002
"289","2008-02-26",91.529999
"290","2008-02-27",93.900002
"291","2008-02-28",90.379997
"292","2008-02-29",84.370003
"293","2008-03-03",87.849998
"294","2008-03-04",87.870003
"295","2008-03-05",84.339996
"296","2008-03-06",82.379997
"297","2008-03-07",83.739998
"298","2008-03-10",82.260002
"299","2008-03-11",85.050003
"300","2008-03-12",85.099998
"301","2008-03-13",84.980003
"302","2008-03-14",82.93
"303","2008-03-17",80.919998
"304","2008-03-18",85.470001
"305","2008-03-19",85.449997
"306","2008-03-20",88.75
"307","2008-03-24",88.379997
"308","2008-03-25",87.669998
"309","2008-03-26",86.25
"310","2008-03-27",85.489998
"311","2008-03-28",85.400002
"312","2008-03-31",86.779999
"313","2008-04-01",91.279999
"314","2008-04-02",91.32
"315","2008-04-03",91.559998
"316","2008-04-04",91.209999
"317","2008-04-07",89.900002
"318","2008-04-08",89.489998
"319","2008-04-09",87.050003
"320","2008-04-10",85.209999
"321","2008-04-11",82.730003
"322","2008-04-14",81.139999
"323","2008-04-15",80.169998
"324","2008-04-16",80.870003
"325","2008-04-17",81.440002
"326","2008-04-18",82.010002
"327","2008-04-21",82.970001
"328","2008-04-22",80.839996
"329","2008-04-23",82.209999
"330","2008-04-24",73.889999
"331","2008-04-25",76.400002
"332","2008-04-28",75.269997
"333","2008-04-29",74.449997
"334","2008-04-30",72.779999
"335","2008-05-01",74.980003
"336","2008-05-02",75.599998
"337","2008-05-05",73.68
"338","2008-05-06",73.779999
"339","2008-05-07",73.199997
"340","2008-05-08",71.830002
"341","2008-05-09",72.43
"342","2008-05-12",74.769997
"343","2008-05-13",74.900002
"344","2008-05-14",76.690002
"345","2008-05-15",75.889999
"346","2008-05-16",74.870003
"347","2008-05-19",74.43
"348","2008-05-20",73.220001
"349","2008-05-21",72.150002
"350","2008-05-22",72.389999
"351","2008-05-23",71.769997
"352","2008-05-27",72.900002
"353","2008-05-28",72.110001
"354","2008-05-29",74.339996
"355","2008-05-30",73.68
"356","2008-06-02",71.389999
"357","2008-06-03",70.75
"358","2008-06-04",70.559998
"359","2008-06-05",71.010002
"360","2008-06-06",68.739998
"361","2008-06-09",68.419998
