"","date","LBTYA"
"1","2007-01-03",14.997445
"2","2007-01-04",14.874808
"3","2007-01-05",14.83904
"4","2007-01-08",14.992335
"5","2007-01-09",15.094532
"6","2007-01-10",15.477772
"7","2007-01-11",15.666837
"8","2007-01-12",15.717936
"9","2007-01-16",15.682167
"10","2007-01-17",15.646398
"11","2007-01-18",15.656617
"12","2007-01-19",15.615738
"13","2007-01-22",15.55953
"14","2007-01-23",15.707716
"15","2007-01-24",15.717936
"16","2007-01-25",15.442003
"17","2007-01-26",15.19673
"18","2007-01-29",15.18651
"19","2007-01-30",15.304037
"20","2007-01-31",15.360246
"21","2007-02-01",15.217169
"22","2007-02-02",15.258048
"23","2007-02-05",15.365355
"24","2007-02-06",15.396014
"25","2007-02-07",15.385795
"26","2007-02-08",15.334696
"27","2007-02-09",15.099643
"28","2007-02-12",14.977006
"29","2007-02-13",15.171181
"30","2007-02-14",15.314257
"31","2007-02-15",15.304037
"32","2007-02-16",15.273377
"33","2007-02-20",15.314257
"34","2007-02-21",15.380685
"35","2007-02-22",15.360246
"36","2007-02-23",15.212059
"37","2007-02-26",15.19162
"38","2007-02-27",14.747062
"39","2007-02-28",14.711293
"40","2007-03-01",15.283597
"41","2007-03-02",15.56975
"42","2007-03-05",15.18651
"43","2007-03-06",15.370465
"44","2007-03-07",15.54931
"45","2007-03-08",15.712826
"46","2007-03-09",15.53398
"47","2007-03-12",15.809913
"48","2007-03-13",15.671947
"49","2007-03-14",15.472662
"50","2007-03-15",15.784364
"51","2007-03-16",15.743484
"52","2007-03-19",15.91722
"53","2007-03-20",16.259581
"54","2007-03-21",16.474195
"55","2007-03-22",16.550842
"56","2007-03-23",16.463976
"57","2007-03-26",16.66326
"58","2007-03-27",16.821667
"59","2007-03-28",16.69903
"60","2007-03-29",16.591722
"61","2007-03-30",16.826777
"62","2007-04-02",17.03628
"63","2007-04-03",17.475729
"64","2007-04-04",17.542156
"65","2007-04-05",17.797649
"66","2007-04-09",17.838528
"67","2007-04-10",17.823198
"68","2007-04-11",17.741442
"69","2007-04-12",17.884518
"70","2007-04-13",17.884518
"71","2007-04-16",17.884518
"72","2007-04-17",17.77721
"73","2007-04-18",17.77721
"74","2007-04-19",17.7721
"75","2007-04-20",17.884518
"76","2007-04-23",17.920286
"77","2007-04-24",17.915176
"78","2007-04-25",18.722534
"79","2007-04-26",18.702095
"80","2007-04-27",18.359734
"81","2007-04-30",18.339294
"82","2007-05-01",18.625446
"83","2007-05-02",18.932039
"84","2007-05-03",18.947369
"85","2007-05-04",18.814512
"86","2007-05-07",19.115993
"87","2007-05-08",19.218191
"88","2007-05-09",18.840061
"89","2007-05-10",18.952478
"90","2007-05-11",19.24374
"91","2007-05-14",19.25396
"92","2007-05-15",19.141542
"93","2007-05-16",19.356157
"94","2007-05-17",19.23863
"95","2007-05-18",19.325499
"96","2007-05-21",19.565662
"97","2007-05-22",19.417477
"98","2007-05-23",19.361267
"99","2007-05-24",19.29484
"100","2007-05-25",19.335718
"101","2007-05-29",19.279509
"102","2007-05-30",19.550333
"103","2007-05-31",19.62187
"104","2007-06-01",19.923351
