"","date","SAN"
"1","2007-01-03",19.01
"2","2007-01-04",19.1
"3","2007-01-05",18.85
"4","2007-01-08",18.870001
"5","2007-01-09",18.809999
"6","2007-01-10",18.370001
"7","2007-01-11",18.48
"8","2007-01-12",18.58
"9","2007-01-16",18.42
"10","2007-01-17",18.309999
"11","2007-01-18",18.219999
"12","2007-01-19",18.57
"13","2007-01-22",18.35
"14","2007-01-23",18.540001
"15","2007-01-24",18.85
"16","2007-01-25",18.59
"17","2007-01-26",18.559999
"18","2007-01-29",18.58
"19","2007-01-30",18.93
"20","2007-01-31",18.870001
"21","2007-02-01",18.860001
"22","2007-02-02",18.700001
"23","2007-02-05",18.540001
"24","2007-02-06",18.719999
"25","2007-02-07",18.790001
"26","2007-02-08",18.950001
"27","2007-02-09",18.799999
"28","2007-02-12",18.67
"29","2007-02-13",19.01
"30","2007-02-14",19.219999
"31","2007-02-15",19.18
"32","2007-02-16",19.059999
"33","2007-02-20",19.34
"34","2007-02-21",19.110001
"35","2007-02-22",19.24
"36","2007-02-23",19.15
"37","2007-02-26",19.15
"38","2007-02-27",18.200001
"39","2007-02-28",18.540001
"40","2007-03-01",18.139999
"41","2007-03-02",17.83
"42","2007-03-05",17.35
"43","2007-03-06",17.85
"44","2007-03-07",17.809999
"45","2007-03-08",18.08
"46","2007-03-09",18.209999
"47","2007-03-12",18.129999
"48","2007-03-13",17.43
"49","2007-03-14",17.290001
"50","2007-03-15",17.450001
"51","2007-03-16",17.360001
"52","2007-03-19",17.700001
"53","2007-03-20",17.870001
"54","2007-03-21",18.299999
"55","2007-03-22",18.18
"56","2007-03-23",18.02
"57","2007-03-26",17.879999
"58","2007-03-27",17.969999
"59","2007-03-28",17.629999
"60","2007-03-29",17.799999
"61","2007-03-30",17.83
"62","2007-04-02",17.92
"63","2007-04-03",18.18
"64","2007-04-04",18.34
"65","2007-04-05",18.450001
"66","2007-04-09",18.43
"67","2007-04-10",18.709999
"68","2007-04-11",18.559999
"69","2007-04-12",18.65
"70","2007-04-13",18.690001
"71","2007-04-16",18.91
"72","2007-04-17",18.75
"73","2007-04-18",18.67
"74","2007-04-19",18.530001
"75","2007-04-20",18.799999
"76","2007-04-23",18.620001
"77","2007-04-24",18.24
"78","2007-04-25",18.52
"79","2007-04-26",18.08
"80","2007-04-27",17.780001
"81","2007-04-30",17.690001
"82","2007-05-01",17.67
"83","2007-05-02",17.799999
"84","2007-05-03",17.93
"85","2007-05-04",18.299999
"86","2007-05-07",18.209999
"87","2007-05-08",18.059999
"88","2007-05-09",18.219999
"89","2007-05-10",17.870001
"90","2007-05-11",18.360001
"91","2007-05-14",18.08
"92","2007-05-15",18.209999
"93","2007-05-16",18.32
"94","2007-05-17",18.209999
"95","2007-05-18",18.67
"96","2007-05-21",18.35
"97","2007-05-22",18.34
"98","2007-05-23",18.43
"99","2007-05-24",18.27
"100","2007-05-25",18.450001
"101","2007-05-29",18.67
"102","2007-05-30",18.75
"103","2007-05-31",19.200001
"104","2007-06-01",19.450001
"105","2007-06-04",19.459999
"106","2007-06-05",19.24
"107","2007-06-06",18.93
"108","2007-06-07",18.34
"109","2007-06-08",18.76
"110","2007-06-11",18.809999
"111","2007-06-12",18.139999
"112","2007-06-13",18.299999
"113","2007-06-14",18.57
"114","2007-06-15",18.700001
"115","2007-06-18",18.6
"116","2007-06-19",18.6
"117","2007-06-20",18.41
"118","2007-06-21",18.4
"119","2007-06-22",18.26
"120","2007-06-25",18.309999
"121","2007-06-26",18.25
"122","2007-06-27",18.41
"123","2007-06-28",18.42
"124","2007-06-29",18.379999
"125","2007-07-02",18.65
"126","2007-07-03",18.790001
"127","2007-07-05",18.799999
"128","2007-07-06",19.1
"129","2007-07-09",19.08
"130","2007-07-10",18.809999
"131","2007-07-11",19.040001
"132","2007-07-12",19.49
"133","2007-07-13",19.51
"134","2007-07-16",19.540001
"135","2007-07-17",19.610001
"136","2007-07-18",19.549999
"137","2007-07-19",19.790001
"138","2007-07-20",19.200001
"139","2007-07-23",19.370001
"140","2007-07-24",19.01
"141","2007-07-25",19.139999
"142","2007-07-26",18.469999
"143","2007-07-27",18.370001
"144","2007-07-30",18.540001
"145","2007-07-31",18.6
"146","2007-08-01",18.889999
"147","2007-08-02",18.74
"148","2007-08-03",18.41
"149","2007-08-06",18.950001
"150","2007-08-07",18.940001
"151","2007-08-08",19.389999
"152","2007-08-09",18.74
"153","2007-08-10",18.5
"154","2007-08-13",18.540001
"155","2007-08-14",18.200001
"156","2007-08-15",17.74
"157","2007-08-16",17.799999
"158","2007-08-17",18.4
"159","2007-08-20",18.15
"160","2007-08-21",18.040001
"161","2007-08-22",18.27
"162","2007-08-23",18.190001
"163","2007-08-24",18.5
"164","2007-08-27",18.280001
"165","2007-08-28",17.66
"166","2007-08-29",18.280001
"167","2007-08-30",17.950001
"168","2007-08-31",18.27
"169","2007-09-04",18.52
"170","2007-09-05",18.059999
"171","2007-09-06",18.129999
"172","2007-09-07",17.73
"173","2007-09-10",17.58
"174","2007-09-11",17.84
"175","2007-09-12",17.610001
"176","2007-09-13",17.879999
"177","2007-09-14",17.719999
"178","2007-09-17",17.379999
"179","2007-09-18",18.559999
"180","2007-09-19",18.65
"181","2007-09-20",18.719999
"182","2007-09-21",18.82
"183","2007-09-24",18.85
"184","2007-09-25",18.969999
"185","2007-09-26",19
"186","2007-09-27",19.34
"187","2007-09-28",19.309999
"188","2007-10-01",19.49
"189","2007-10-02",19.66
