"","date","JNJ"
"1","2007-01-03",66.400002
"2","2007-01-04",67.230003
"3","2007-01-05",66.620003
"4","2007-01-08",66.510002
"5","2007-01-09",66.260002
"6","2007-01-10",66.150002
"7","2007-01-11",66.730003
"8","2007-01-12",66.639999
"9","2007-01-16",66.540001
"10","2007-01-17",66.870003
"11","2007-01-18",67.709999
"12","2007-01-19",67.760002
"13","2007-01-22",67.18
"14","2007-01-23",66.5
"15","2007-01-24",67.010002
"16","2007-01-25",66.68
"17","2007-01-26",66.07
"18","2007-01-29",66.150002
"19","2007-01-30",66.389999
"20","2007-01-31",66.800003
"21","2007-02-01",67.010002
"22","2007-02-02",66.580002
"23","2007-02-05",66.300003
"24","2007-02-06",66
"25","2007-02-07",65.800003
"26","2007-02-08",65.760002
"27","2007-02-09",65.599998
"28","2007-02-12",65.459999
"29","2007-02-13",65.379997
"30","2007-02-14",65.849998
"31","2007-02-15",65.790001
"32","2007-02-16",65.510002
"33","2007-02-20",65.459999
"34","2007-02-21",65
"35","2007-02-22",64.779999
"36","2007-02-23",64.150002
"37","2007-02-26",64.300003
"38","2007-02-27",63.049999
"39","2007-02-28",62.93
"40","2007-03-01",62.450001
"41","2007-03-02",61.950001
"42","2007-03-05",61.830002
"43","2007-03-06",61.700001
"44","2007-03-07",61.860001
"45","2007-03-08",61.720001
"46","2007-03-09",62.139999
"47","2007-03-12",61.790001
"48","2007-03-13",60.77
"49","2007-03-14",60.709999
"50","2007-03-15",60.529999
"51","2007-03-16",60.509998
"52","2007-03-19",60.73
"53","2007-03-20",61.07
"54","2007-03-21",61.220001
"55","2007-03-22",60.860001
"56","2007-03-23",60.509998
"57","2007-03-26",60.25
"58","2007-03-27",60.029999
"59","2007-03-28",60
"60","2007-03-29",60.34
"61","2007-03-30",60.259998
"62","2007-04-02",60.099998
"63","2007-04-03",60.639999
"64","2007-04-04",61.290001
"65","2007-04-05",61.549999
"66","2007-04-09",61.630001
"67","2007-04-10",61.669998
"68","2007-04-11",61.889999
"69","2007-04-12",61.919998
"70","2007-04-13",62.349998
"71","2007-04-16",63.02
"72","2007-04-17",64.550003
"73","2007-04-18",64.43
"74","2007-04-19",64.940002
"75","2007-04-20",65.120003
"76","2007-04-23",64.75
"77","2007-04-24",64.489998
"78","2007-04-25",64.68
"79","2007-04-26",64.239998
"80","2007-04-27",64.169998
"81","2007-04-30",64.220001
"82","2007-05-01",64.559998
"83","2007-05-02",64.480003
"84","2007-05-03",64.32
"85","2007-05-04",64.480003
"86","2007-05-07",64.260002
"87","2007-05-08",63.700001
"88","2007-05-09",64.110001
"89","2007-05-10",62.5
"90","2007-05-11",62.27
"91","2007-05-14",62.610001
"92","2007-05-15",61.82
"93","2007-05-16",63.049999
"94","2007-05-17",62.740002
"95","2007-05-18",63.419998
"96","2007-05-21",63.52
"97","2007-05-22",63.580002
"98","2007-05-23",63.810001
"99","2007-05-24",63.48
"100","2007-05-25",63.189999
"101","2007-05-29",63.049999
"102","2007-05-30",63.220001
"103","2007-05-31",63.27
"104","2007-06-01",63.41
"105","2007-06-04",63.599998
"106","2007-06-05",63.310001
"107","2007-06-06",62.900002
"108","2007-06-07",62
"109","2007-06-08",62.130001
"110","2007-06-11",62.27
"111","2007-06-12",61.830002
"112","2007-06-13",62.18
"113","2007-06-14",62.450001
"114","2007-06-15",62.77
"115","2007-06-18",62.330002
"116","2007-06-19",62.419998
"117","2007-06-20",62.040001
"118","2007-06-21",62.110001
"119","2007-06-22",60.73
"120","2007-06-25",61.110001
"121","2007-06-26",61.650002
"122","2007-06-27",61.450001
"123","2007-06-28",61.5
"124","2007-06-29",61.619999
"125","2007-07-02",61.849998
"126","2007-07-03",61.950001
"127","2007-07-05",62.279999
"128","2007-07-06",62.130001
"129","2007-07-09",62.720001
"130","2007-07-10",62.200001
"131","2007-07-11",62.860001
"132","2007-07-12",63.360001
"133","2007-07-13",63.43
"134","2007-07-16",63.799999
"135","2007-07-17",62.740002
"136","2007-07-18",62.200001
"137","2007-07-19",62.389999
"138","2007-07-20",61.790001
"139","2007-07-23",62
"140","2007-07-24",61.470001
"141","2007-07-25",61.529999
"142","2007-07-26",60.959999
"143","2007-07-27",59.77
"144","2007-07-30",60.07
"145","2007-07-31",60.5
"146","2007-08-01",60.959999
"147","2007-08-02",61.029999
"148","2007-08-03",60.549999
"149","2007-08-06",62.299999
"150","2007-08-07",62.080002
"151","2007-08-08",62.490002
"152","2007-08-09",60.830002
"153","2007-08-10",61.150002
"154","2007-08-13",61.450001
"155","2007-08-14",61.130001
"156","2007-08-15",61.299999
"157","2007-08-16",61.630001
"158","2007-08-17",62.02
"159","2007-08-20",61.830002
"160","2007-08-21",61.669998
"161","2007-08-22",62.009998
"162","2007-08-23",62.110001
"163","2007-08-24",61.880001
"164","2007-08-27",61.599998
"165","2007-08-28",61.25
"166","2007-08-29",61.860001
"167","2007-08-30",61.599998
"168","2007-08-31",61.790001
"169","2007-09-04",61.98
"170","2007-09-05",61.650002
"171","2007-09-06",61.66
"172","2007-09-07",61.68
"173","2007-09-10",61.84
"174","2007-09-11",62.049999
"175","2007-09-12",62.509998
"176","2007-09-13",63.110001
"177","2007-09-14",63.200001
"178","2007-09-17",62.939999
"179","2007-09-18",63.830002
"180","2007-09-19",64.489998
"181","2007-09-20",64.790001
"182","2007-09-21",65.120003
"183","2007-09-24",65.199997
"184","2007-09-25",64.970001
"185","2007-09-26",65.389999
"186","2007-09-27",65.540001
"187","2007-09-28",65.699997
"188","2007-10-01",66.139999
"189","2007-10-02",66.050003
"190","2007-10-03",66.099998
"191","2007-10-04",66.110001
"192","2007-10-05",66.25
"193","2007-10-08",66.019997
"194","2007-10-09",66.25
"195","2007-10-10",65.830002
"196","2007-10-11",65.949997
"197","2007-10-12",65.940002
"198","2007-10-15",65.650002
"199","2007-10-16",65.07
"200","2007-10-17",64.849998
"201","2007-10-18",64.900002
"202","2007-10-19",64.230003
"203","2007-10-22",64.339996
"204","2007-10-23",64.550003
"205","2007-10-24",64.440002
"206","2007-10-25",63.950001
"207","2007-10-26",64.300003
"208","2007-10-29",64.980003
"209","2007-10-30",64.82
"210","2007-10-31",65.169998
"211","2007-11-01",64.660004
"212","2007-11-02",64.779999
"213","2007-11-05",64.489998
"214","2007-11-06",64.610001
"215","2007-11-07",63.91
"216","2007-11-08",64.589996
"217","2007-11-09",65.160004
"218","2007-11-12",66.309998
"219","2007-11-13",67.309998
"220","2007-11-14",66.889999
"221","2007-11-15",66.879997
"222","2007-11-16",67.75
"223","2007-11-19",67.589996
"224","2007-11-20",67.639999
"225","2007-11-21",67.139999
"226","2007-11-23",66.879997
"227","2007-11-26",67.370003
"228","2007-11-27",67.730003
"229","2007-11-28",68.349998
"230","2007-11-29",68.400002
"231","2007-11-30",67.739998
"232","2007-12-03",67.709999
"233","2007-12-04",67.940002
"234","2007-12-05",68.209999
"235","2007-12-06",68.300003
"236","2007-12-07",67.68
"237","2007-12-10",67.790001
"238","2007-12-11",67.550003
"239","2007-12-12",67.699997
"240","2007-12-13",67.870003
"241","2007-12-14",67.589996
"242","2007-12-17",67.550003
"243","2007-12-18",67.709999
"244","2007-12-19",67.32
"245","2007-12-20",67.330002
"246","2007-12-21",68.029999
"247","2007-12-24",67.870003
"248","2007-12-26",67.559998
"249","2007-12-27",67.330002
"250","2007-12-28",67.379997
"251","2007-12-31",66.699997
"252","2008-01-02",65.910004
"253","2008-01-03",65.93
"254","2008-01-04",65.839996
"255","2008-01-07",66.860001
"256","2008-01-08",66.940002
"257","2008-01-09",67.800003
"258","2008-01-10",67.910004
"259","2008-01-11",67.879997
"260","2008-01-14",67.949997
"261","2008-01-15",67.760002
"262","2008-01-16",68.309998
"263","2008-01-17",67.830002
"264","2008-01-18",66.290001
"265","2008-01-22",65.269997
"266","2008-01-23",64.199997
"267","2008-01-24",63.509998
"268","2008-01-25",62.459999
"269","2008-01-28",63.07
"270","2008-01-29",62.970001
"271","2008-01-30",62.18
"272","2008-01-31",63.139999
"273","2008-02-01",63.360001
"274","2008-02-04",63.470001
"275","2008-02-05",62.869999
"276","2008-02-06",63.049999
"277","2008-02-07",62.810001
"278","2008-02-08",62.029999
"279","2008-02-11",61.880001
"280","2008-02-12",62.970001
"281","2008-02-13",63.41
"282","2008-02-14",62.790001
"283","2008-02-15",62.900002
"284","2008-02-19",63.66
"285","2008-02-20",63.23
"286","2008-02-21",62.98
"287","2008-02-22",63.18
"288","2008-02-25",63.849998
"289","2008-02-26",63.720001
"290","2008-02-27",63.040001
"291","2008-02-28",62.709999
"292","2008-02-29",61.959999
"293","2008-03-03",62.23
"294","2008-03-04",62.639999
"295","2008-03-05",63.130001
"296","2008-03-06",62.630001
"297","2008-03-07",61.509998
"298","2008-03-10",61.330002
"299","2008-03-11",62.439999
"300","2008-03-12",62.549999
"301","2008-03-13",62.810001
"302","2008-03-14",62.650002
"303","2008-03-17",64.040001
"304","2008-03-18",65.309998
"305","2008-03-19",64.879997
"306","2008-03-20",65.379997
"307","2008-03-24",64.889999
"308","2008-03-25",64.550003
"309","2008-03-26",64.699997
"310","2008-03-27",64.620003
"311","2008-03-28",64.18
"312","2008-03-31",64.870003
"313","2008-04-01",65.870003
"314","2008-04-02",65.309998
"315","2008-04-03",65.269997
"316","2008-04-04",65.730003
"317","2008-04-07",66.139999
"318","2008-04-08",66.32
"319","2008-04-09",66.290001
"320","2008-04-10",66.330002
"321","2008-04-11",66
"322","2008-04-14",65.739998
"323","2008-04-15",65.650002
"324","2008-04-16",65.699997
"325","2008-04-17",65.760002
"326","2008-04-18",66.510002
"327","2008-04-21",66.32
"328","2008-04-22",66.989998
"329","2008-04-23",67.260002
"330","2008-04-24",67.370003
"331","2008-04-25",67.309998
"332","2008-04-28",67.32
"333","2008-04-29",67.190002
"334","2008-04-30",67.089996
"335","2008-05-01",67.809998
"336","2008-05-02",68.260002
"337","2008-05-05",67.900002
"338","2008-05-06",67.580002
"339","2008-05-07",66.910004
"340","2008-05-08",66.900002
"341","2008-05-09",66.550003
"342","2008-05-12",66.709999
"343","2008-05-13",66.410004
"344","2008-05-14",66.809998
"345","2008-05-15",66.68
"346","2008-05-16",66.68
"347","2008-05-19",66.629997
"348","2008-05-20",66.150002
"349","2008-05-21",65.730003
"350","2008-05-22",65.410004
"351","2008-05-23",64.919998
"352","2008-05-27",65.150002
"353","2008-05-28",64.879997
"354","2008-05-29",66.419998
"355","2008-05-30",66.739998
"356","2008-06-02",66.510002
"357","2008-06-03",66.760002
"358","2008-06-04",66.550003
"359","2008-06-05",66.959999
"360","2008-06-06",65.760002
"361","2008-06-09",65.629997
"362","2008-06-10",65.620003
"363","2008-06-11",65.199997
"364","2008-06-12",65.690002
"365","2008-06-13",66.269997
"366","2008-06-16",65.839996
"367","2008-06-17",65.589996
"368","2008-06-18",64.440002
"369","2008-06-19",64.620003
"370","2008-06-20",64.059998
"371","2008-06-23",64.290001
"372","2008-06-24",64.720001
"373","2008-06-25",65.279999
"374","2008-06-26",64.260002
"375","2008-06-27",63.57
"376","2008-06-30",64.339996
"377","2008-07-01",64.690002
"378","2008-07-02",64.639999
"379","2008-07-03",65.120003
"380","2008-07-07",65.25
