"","date","SFM"
"1","2013-08-01",40.110001
"2","2013-08-02",39.98
"3","2013-08-05",41.130001
"4","2013-08-06",39.77
"5","2013-08-07",39.299999
"6","2013-08-08",39.110001
"7","2013-08-09",38.84
"8","2013-08-12",37.599998
"9","2013-08-13",37.889999
"10","2013-08-14",38.900002
"11","2013-08-15",39.169998
"12","2013-08-16",39.34
"13","2013-08-19",38.360001
"14","2013-08-20",38.290001
"15","2013-08-21",37.220001
"16","2013-08-22",38.59
"17","2013-08-23",39.060001
"18","2013-08-26",38.990002
"19","2013-08-27",37.880001
"20","2013-08-28",37.470001
"21","2013-08-29",37.380001
"22","2013-08-30",36.959999
"23","2013-09-03",36.75
"24","2013-09-04",36.799999
"25","2013-09-05",36.869999
"26","2013-09-06",38.84
"27","2013-09-09",39.029999
"28","2013-09-10",38.220001
"29","2013-09-11",38.209999
"30","2013-09-12",38.619999
"31","2013-09-13",38.889999
"32","2013-09-16",39.43
"33","2013-09-17",39.560001
"34","2013-09-18",40.560001
"35","2013-09-19",41.860001
"36","2013-09-20",42.990002
"37","2013-09-23",44.540001
"38","2013-09-24",45.380001
"39","2013-09-25",44.23
"40","2013-09-26",44.849998
"41","2013-09-27",45.169998
"42","2013-09-30",44.389999
"43","2013-10-01",44.939999
"44","2013-10-02",46.349998
"45","2013-10-03",46.02
"46","2013-10-04",48.119999
"47","2013-10-07",45.689999
"48","2013-10-08",42.84
"49","2013-10-09",44.790001
"50","2013-10-10",46.48
"51","2013-10-11",46.200001
"52","2013-10-14",46.400002
"53","2013-10-15",46.419998
"54","2013-10-16",47
"55","2013-10-17",47.470001
"56","2013-10-18",48.099998
"57","2013-10-21",49.110001
"58","2013-10-22",47.529999
"59","2013-10-23",46.220001
"60","2013-10-24",46.619999
"61","2013-10-25",46.580002
"62","2013-10-28",47.540001
"63","2013-10-29",46.599998
"64","2013-10-30",46.299999
"65","2013-10-31",46.060001
"66","2013-11-01",45.34
"67","2013-11-04",46.900002
"68","2013-11-05",47.450001
"69","2013-11-06",48.040001
"70","2013-11-07",46.580002
"71","2013-11-08",45.689999
"72","2013-11-11",45.139999
"73","2013-11-12",44.669998
"74","2013-11-13",44.66
"75","2013-11-14",43.650002
"76","2013-11-15",43.049999
"77","2013-11-18",40.59
"78","2013-11-19",39.66
"79","2013-11-20",38.18
"80","2013-11-21",38.310001
"81","2013-11-22",37.860001
"82","2013-11-25",37.52
"83","2013-11-26",38
"84","2013-11-27",38.099998
"85","2013-11-29",37.84
"86","2013-12-02",38.200001
"87","2013-12-03",38.299999
"88","2013-12-04",38.299999
"89","2013-12-05",37.580002
"90","2013-12-06",37.849998
"91","2013-12-09",37.490002
"92","2013-12-10",36.599998
"93","2013-12-11",36.889999
"94","2013-12-12",36.560001
"95","2013-12-13",36.290001
"96","2013-12-16",36.009998
"97","2013-12-17",37.060001
"98","2013-12-18",37.439999
"99","2013-12-19",37.57
"100","2013-12-20",37.810001
"101","2013-12-23",37.810001
"102","2013-12-24",37.970001
"103","2013-12-26",38.23
"104","2013-12-27",38.189999
"105","2013-12-30",38.029999
"106","2013-12-31",38.43
"107","2014-01-02",37.509998
"108","2014-01-03",37.599998
"109","2014-01-06",36.790001
"110","2014-01-07",37.52
"111","2014-01-08",38.450001
"112","2014-01-09",38.200001
"113","2014-01-10",38.34
"114","2014-01-13",37.650002
"115","2014-01-14",39.630001
"116","2014-01-15",39.23
"117","2014-01-16",39.549999
"118","2014-01-17",38.060001
"119","2014-01-21",37.349998
"120","2014-01-22",37.700001
"121","2014-01-23",37.150002
"122","2014-01-24",35.560001
"123","2014-01-27",36.279999
"124","2014-01-28",35.549999
"125","2014-01-29",35.150002
"126","2014-01-30",35.099998
"127","2014-01-31",35.740002
"128","2014-02-03",34.630001
"129","2014-02-04",34.98
"130","2014-02-05",34.91
"131","2014-02-06",35.279999
"132","2014-02-07",35.060001
"133","2014-02-10",34.619999
"134","2014-02-11",34.59
"135","2014-02-12",35.040001
"136","2014-02-13",34.849998
"137","2014-02-14",35
"138","2014-02-18",35.5
"139","2014-02-19",36.439999
"140","2014-02-20",35.98
"141","2014-02-21",35.950001
"142","2014-02-24",35.93
"143","2014-02-25",35.959999
"144","2014-02-26",36.849998
"145","2014-02-27",37.459999
"146","2014-02-28",38.970001
"147","2014-03-03",38.509998
"148","2014-03-04",39.009998
"149","2014-03-05",39.240002
"150","2014-03-06",39
"151","2014-03-07",38.66
"152","2014-03-10",37.900002
"153","2014-03-11",37.099998
"154","2014-03-12",38.119999
"155","2014-03-13",38.5
"156","2014-03-14",37.950001
"157","2014-03-17",37.830002
"158","2014-03-18",37.16
"159","2014-03-19",37.310001
"160","2014-03-20",37.130001
"161","2014-03-21",36.959999
"162","2014-03-24",35.939999
"163","2014-03-25",35.490002
"164","2014-03-26",35.279999
"165","2014-03-27",34.169998
"166","2014-03-28",36.470001
"167","2014-03-31",36.029999
"168","2014-04-01",37.209999
"169","2014-04-02",38.119999
"170","2014-04-03",38.23
"171","2014-04-04",36.68
"172","2014-04-07",35.419998
"173","2014-04-08",36.560001
"174","2014-04-09",36.869999
