"","date","EGLE"
"1","2007-01-03",177521.234375
"2","2007-01-04",184552.78125
"3","2007-01-05",183737.53125
"4","2007-01-08",189953.828125
"5","2007-01-09",191482.421875
"6","2007-01-10",176909.78125
"7","2007-01-11",181495.578125
"8","2007-01-12",181393.671875
"9","2007-01-16",180374.609375
"10","2007-01-17",177317.421875
"11","2007-01-18",178336.484375
"12","2007-01-19",177623.140625
"13","2007-01-22",177215.515625
"14","2007-01-23",179355.546875
"15","2007-01-24",181087.953125
"16","2007-01-25",182820.375
"17","2007-01-26",181495.578125
"18","2007-01-29",183635.625
"19","2007-01-30",183941.34375
"20","2007-01-31",184960.40625
"21","2007-02-01",190667.171875
"22","2007-02-02",191176.703125
"23","2007-02-05",194641.53125
"24","2007-02-06",193724.375
"25","2007-02-07",195864.40625
"26","2007-02-08",194437.71875
"27","2007-02-09",197902.546875
"28","2007-02-12",200246.390625
"29","2007-02-13",202895.96875
"30","2007-02-14",202794.046875
"31","2007-02-15",203405.5
"32","2007-02-16",207889.375
"33","2007-02-20",212067.546875
"34","2007-02-21",218997.203125
"35","2007-02-22",220525.796875
"36","2007-02-23",217060.96875
"37","2007-02-26",209112.265625
"38","2007-02-27",193622.46875
"39","2007-02-28",203813.125
"40","2007-03-01",194437.71875
"41","2007-03-02",194132
"42","2007-03-05",192705.3125
"43","2007-03-06",196781.5625
"44","2007-03-07",196781.5625
"45","2007-03-08",198513.984375
"46","2007-03-09",197698.71875
"47","2007-03-12",199736.859375
"48","2007-03-13",194641.53125
"49","2007-03-14",192807.21875
"50","2007-03-15",192807.21875
"51","2007-03-16",194947.25
"52","2007-03-19",194539.625
"53","2007-03-20",196170.125
"54","2007-03-21",198717.796875
"55","2007-03-22",201876.890625
"56","2007-03-23",203099.78125
"57","2007-03-26",206462.6875
"58","2007-03-27",205239.8125
"59","2007-03-28",203711.21875
"60","2007-03-29",196577.75
"61","2007-03-30",197596.8125
"62","2007-04-02",200246.390625
"63","2007-04-03",202080.703125
"64","2007-04-04",205137.90625
"65","2007-04-05",207685.5625
"66","2007-04-09",208908.453125
"67","2007-04-10",208908.453125
"68","2007-04-11",206156.96875
"69","2007-04-12",208806.546875
"70","2007-04-13",212984.703125
"71","2007-04-16",214717.125
"72","2007-04-17",214309.5
"73","2007-04-18",221544.859375
"74","2007-04-19",220220.078125
"75","2007-04-20",221137.234375
"76","2007-04-23",226538.28125
"77","2007-04-24",229187.859375
"78","2007-04-25",231735.515625
"79","2007-04-26",231327.890625
"80","2007-04-27",234181.28125
"81","2007-04-30",229493.578125
"82","2007-05-01",218589.578125
"83","2007-05-02",222156.296875
"84","2007-05-03",224602.0625
"85","2007-05-04",229901.203125
"86","2007-05-07",233366.015625
"87","2007-05-08",229289.765625
"88","2007-05-09",225723.03125
"89","2007-05-10",223481.09375
"90","2007-05-11",229697.390625
"91","2007-05-14",228270.6875
"92","2007-05-15",228270.6875
"93","2007-05-16",229289.765625
"94","2007-05-17",227353.53125
"95","2007-05-18",223277.265625
"96","2007-05-21",225621.125
"97","2007-05-22",226130.65625
"98","2007-05-23",222971.546875
"99","2007-05-24",216653.34375
"100","2007-05-25",219099.109375
"101","2007-05-29",220831.515625
"102","2007-05-30",222971.546875
"103","2007-05-31",227047.8125
"104","2007-06-01",228678.328125
"105","2007-06-04",230716.453125
"106","2007-06-05",230716.453125
"107","2007-06-06",228882.140625
"108","2007-06-07",211048.484375
