"","date","TTOO"
"79","2014-11-26",18.08
"80","2014-11-28",17.92
"81","2014-12-01",17.01
"82","2014-12-02",18.76
"83","2014-12-03",19.15
"84","2014-12-04",18.91
"85","2014-12-05",18.559999
"86","2014-12-08",17.01
"87","2014-12-09",17.940001
"88","2014-12-10",17.91
"89","2014-12-11",16.73
"90","2014-12-12",17.18
"91","2014-12-15",17.4
"92","2014-12-16",17.73
"93","2014-12-17",18.110001
"94","2014-12-18",18.129999
"95","2014-12-19",17.75
"96","2014-12-22",17.690001
"97","2014-12-23",17.99
"98","2014-12-24",18.799999
"99","2014-12-26",18.67
"100","2014-12-29",19.02
"101","2014-12-30",18.799999
"102","2014-12-31",19.24
"103","2015-01-02",19.32
"104","2015-01-05",19.940001
"105","2015-01-06",18.639999
"106","2015-01-07",18.52
"107","2015-01-08",19.98
"108","2015-01-09",21.129999
"109","2015-01-12",21.790001
"110","2015-01-13",22.9
"111","2015-01-14",23.4
"112","2015-01-15",22.73
"113","2015-01-16",22.299999
"114","2015-01-20",22.09
"115","2015-01-21",21.49
"116","2015-01-22",21.5
"117","2015-01-23",20.07
"118","2015-01-26",21.530001
"119","2015-01-27",21.42
"120","2015-01-28",21.809999
"121","2015-01-29",22.219999
"122","2015-01-30",21.629999
"123","2015-02-02",21.379999
"124","2015-02-03",21
"125","2015-02-04",19.52
"126","2015-02-05",20.91
"127","2015-02-06",20.389999
"128","2015-02-09",20.32
"129","2015-02-10",19.58
"130","2015-02-11",19.74
"131","2015-02-12",20.1
"132","2015-02-13",19.950001
"133","2015-02-17",20.01
"134","2015-02-18",19.84
"135","2015-02-19",18.65
"136","2015-02-20",17.52
"137","2015-02-23",16.51
"138","2015-02-24",16.93
"139","2015-02-25",16.82
"140","2015-02-26",16.74
"141","2015-02-27",16.58
"142","2015-03-02",15.76
"143","2015-03-03",15.2
"144","2015-03-04",15.06
"145","2015-03-05",15.13
"146","2015-03-06",15.09
"147","2015-03-09",15.56
"148","2015-03-10",15.11
"149","2015-03-11",15.27
"150","2015-03-12",14.98
"151","2015-03-13",15.01
"152","2015-03-16",15.04
"153","2015-03-17",15.94
"154","2015-03-18",16.709999
"155","2015-03-19",16.959999
"156","2015-03-20",16.77
"157","2015-03-23",16.530001
"158","2015-03-24",16.700001
"159","2015-03-25",16.01
"160","2015-03-26",15.66
"161","2015-03-27",15.98
"162","2015-03-30",15.79
"163","2015-03-31",15.52
"164","2015-04-01",16.200001
"165","2015-04-02",16.879999
"166","2015-04-06",17.65
"167","2015-04-07",17.25
"168","2015-04-08",18.459999
"169","2015-04-09",18.99
"170","2015-04-10",18.639999
"171","2015-04-13",19.25
"172","2015-04-14",19.07
"173","2015-04-15",19.49
"174","2015-04-16",19.32
"175","2015-04-17",18.950001
"176","2015-04-20",17.57
"177","2015-04-21",17.25
"178","2015-04-22",16.1
"179","2015-04-23",17.48
"180","2015-04-24",16.92
"181","2015-04-27",16.59
"182","2015-04-28",16.16
"183","2015-04-29",15.86
"184","2015-04-30",15.47
"185","2015-05-01",15.13
"186","2015-05-04",15.39
"187","2015-05-05",14.92
"188","2015-05-06",16.190001
"189","2015-05-07",15.77
"190","2015-05-08",15.92
"191","2015-05-11",16.639999
"192","2015-05-12",17.09
"193","2015-05-13",16.879999
"194","2015-05-14",16.99
"195","2015-05-15",17.08
"196","2015-05-18",17.4
"197","2015-05-19",16.450001
"198","2015-05-20",16.440001
"199","2015-05-21",17.25
"200","2015-05-22",17.18
"201","2015-05-26",16.620001
"202","2015-05-27",17.08
"203","2015-05-28",17.030001
"204","2015-05-29",16.790001
"205","2015-06-01",17.219999
"206","2015-06-02",17.5
"207","2015-06-03",17.85
"208","2015-06-04",18.059999
"209","2015-06-05",18.120001
"210","2015-06-08",17.99
"211","2015-06-09",18.07
"212","2015-06-10",18.32
"213","2015-06-11",18.709999
"214","2015-06-12",19
"215","2015-06-15",18
"216","2015-06-16",18.25
"217","2015-06-17",18.75
"218","2015-06-18",18.709999
"219","2015-06-19",18.59
"220","2015-06-22",18.32
"221","2015-06-23",18.219999
"222","2015-06-24",17.41
"223","2015-06-25",16.93
"224","2015-06-26",16.860001
"225","2015-06-29",16.18
"226","2015-06-30",16.23
"227","2015-07-01",15.7
"228","2015-07-02",15.52
"229","2015-07-06",16.26
"230","2015-07-07",16.379999
"231","2015-07-08",15.9
"232","2015-07-09",15.99
"233","2015-07-10",16.83
"234","2015-07-13",16.879999
"235","2015-07-14",16.5
"236","2015-07-15",16.08
"237","2015-07-16",16.26
"238","2015-07-17",16.6
"239","2015-07-20",16.110001
"240","2015-07-21",15.6
"241","2015-07-22",15.35
"242","2015-07-23",15.04
"243","2015-07-24",14.45
"244","2015-07-27",13.81
"245","2015-07-28",14.11
"246","2015-07-29",14.49
"247","2015-07-30",14.28
"248","2015-07-31",14.41
"249","2015-08-03",14.3
"250","2015-08-04",14.36
"251","2015-08-05",14.94
"252","2015-08-06",14.04
"253","2015-08-07",13.06
"254","2015-08-10",12.76
"255","2015-08-11",12.6
"256","2015-08-12",12.86
"257","2015-08-13",12.9
"258","2015-08-14",12.99
"259","2015-08-17",13.51
"260","2015-08-18",13.25
"261","2015-08-19",12.46
"262","2015-08-20",12.5
"263","2015-08-21",12.46
"264","2015-08-24",11.96
"265","2015-08-25",11.3
"266","2015-08-26",12.06
"267","2015-08-27",12.06
"268","2015-08-28",12.1
"269","2015-08-31",11.88
"270","2015-09-01",11.42
"271","2015-09-02",11.02
"272","2015-09-03",11.06
"273","2015-09-04",11.18
"274","2015-09-08",12
"275","2015-09-09",11.99
"276","2015-09-10",12.02
"277","2015-09-11",12.19
"278","2015-09-14",12.1
"279","2015-09-15",12.48
"280","2015-09-16",12.3
"281","2015-09-17",12.65
"282","2015-09-18",12.54
"283","2015-09-21",12.17
"284","2015-09-22",11.27
"285","2015-09-23",11.18
"286","2015-09-24",10.99
"287","2015-09-25",10.19
"288","2015-09-28",9.26
"289","2015-09-29",8.85
"290","2015-09-30",8.76
"291","2015-10-01",8.92
"292","2015-10-02",9.53
"293","2015-10-05",10.92
"294","2015-10-06",11.51
"295","2015-10-07",12.12
"296","2015-10-08",11.98
"297","2015-10-09",11.67
"298","2015-10-12",11.47
"299","2015-10-13",10.88
"300","2015-10-14",10.82
"301","2015-10-15",11.31
"302","2015-10-16",10.81
"303","2015-10-19",11.29
"304","2015-10-20",11.24
"305","2015-10-21",11.72
"306","2015-10-22",11.7
"307","2015-10-23",11.83
"308","2015-10-26",11.24
"309","2015-10-27",11.44
"310","2015-10-28",11.67
"311","2015-10-29",11.12
"312","2015-10-30",11.12
"313","2015-11-02",11.48
"314","2015-11-03",11.07
"315","2015-11-04",11
"316","2015-11-05",10.89
"317","2015-11-06",10.91
"318","2015-11-09",10.92
"319","2015-11-10",10.94
"320","2015-11-11",10.67
"321","2015-11-12",10.2
"322","2015-11-13",10.87
"323","2015-11-16",10.8
"324","2015-11-17",10.24
"325","2015-11-18",10.49
"326","2015-11-19",10.27
"327","2015-11-20",10.54
"328","2015-11-23",11.08
"329","2015-11-24",11.33
"330","2015-11-25",11.58
"331","2015-11-27",11.64
"332","2015-11-30",11.79
"333","2015-12-01",11.77
"334","2015-12-02",10.99
"335","2015-12-03",10.06
"336","2015-12-04",9.25
"337","2015-12-07",9
"338","2015-12-08",9.25
"339","2015-12-09",9.18
"340","2015-12-10",9.75
"341","2015-12-11",9.57
"342","2015-12-14",9.35
"343","2015-12-15",9.7
"344","2015-12-16",10.62
"345","2015-12-17",10.43
"346","2015-12-18",10.75
"347","2015-12-21",10.7
"348","2015-12-22",10.67
"349","2015-12-23",10.77
"350","2015-12-24",10.5
"351","2015-12-28",10.55
"352","2015-12-29",10.74
"353","2015-12-30",10.96
"354","2015-12-31",10.94
"355","2016-01-04",10.96
"356","2016-01-05",10.75
"357","2016-01-06",10.46
"358","2016-01-07",10.08
"359","2016-01-08",9.88
"360","2016-01-11",9.11
"361","2016-01-12",8.88
"362","2016-01-13",8.33
"363","2016-01-14",8.84
"364","2016-01-15",8.78
"365","2016-01-19",8.36
"366","2016-01-20",9.02
"367","2016-01-21",8.91
"368","2016-01-22",9.31
"369","2016-01-25",9.47
"370","2016-01-26",9.57
"371","2016-01-27",9.69
"372","2016-01-28",9.09
"373","2016-01-29",8.87
"374","2016-02-01",9.12
"375","2016-02-02",8.71
"376","2016-02-03",8.86
"377","2016-02-04",9.5
"378","2016-02-05",8.59
"379","2016-02-08",8.28
"380","2016-02-09",7.56
"381","2016-02-10",7.95
"382","2016-02-11",7.96
"383","2016-02-12",8.22
"384","2016-02-16",8.42
"385","2016-02-17",8.28
"386","2016-02-18",8.02
"387","2016-02-19",8.5
"388","2016-02-22",8.93
"389","2016-02-23",8.16
"390","2016-02-24",8.09
"391","2016-02-25",7.98
"392","2016-02-26",8.37
"393","2016-02-29",7.99
"394","2016-03-01",8.14
"395","2016-03-02",8.98
"396","2016-03-03",9.05
"397","2016-03-04",8.73
"398","2016-03-07",9.35
"399","2016-03-08",8.95
"400","2016-03-09",8.92
"401","2016-03-10",8.67
"402","2016-03-11",8.79
"403","2016-03-14",8.67
"404","2016-03-15",8.26
"405","2016-03-16",8.25
"406","2016-03-17",8.6
"407","2016-03-18",8.51
"408","2016-03-21",8.92
"409","2016-03-22",8.91
"410","2016-03-23",8.51
"411","2016-03-24",8.66
"412","2016-03-28",8.51
"413","2016-03-29",8.96
"414","2016-03-30",9.01
"415","2016-03-31",9.86
"416","2016-04-01",9.76
"417","2016-04-04",9.75
"418","2016-04-05",9.49
"419","2016-04-06",10.21
"420","2016-04-07",10.91
"421","2016-04-08",10.92
"422","2016-04-11",10.6
"423","2016-04-12",9.15
"424","2016-04-13",9.77
"425","2016-04-14",9.51
"426","2016-04-15",9.75
"427","2016-04-18",9.97
"428","2016-04-19",9.88
"429","2016-04-20",9.97
"430","2016-04-21",9.84
"431","2016-04-22",9.84
"432","2016-04-25",9.32
"433","2016-04-26",9.23
"434","2016-04-27",9.21
"435","2016-04-28",9.25
"436","2016-04-29",9.17
"437","2016-05-02",9.31
"438","2016-05-03",9.09
"439","2016-05-04",8.95
"440","2016-05-05",8.62
"441","2016-05-06",8.6
"442","2016-05-09",8.75
"443","2016-05-10",8.47
"444","2016-05-11",8.44
"445","2016-05-12",8.24
"446","2016-05-13",8.29
"447","2016-05-16",8.88
"448","2016-05-17",8.46
"449","2016-05-18",8.48
"450","2016-05-19",8.21
"451","2016-05-20",8.48
"452","2016-05-23",8.41
"453","2016-05-24",8.65
"454","2016-05-25",8.53
"455","2016-05-26",8.44
"456","2016-05-27",8.5
"457","2016-05-31",8.62
"458","2016-06-01",8.84
"459","2016-06-02",9.1
"460","2016-06-03",9.26
"461","2016-06-06",9.17
"462","2016-06-07",9.11
"463","2016-06-08",9.11
"464","2016-06-09",9.16
"465","2016-06-10",8.9
"466","2016-06-13",8.5
"467","2016-06-14",8.25
"468","2016-06-15",8.62
"469","2016-06-16",8.53
"470","2016-06-17",8.56
"471","2016-06-20",8.76
"472","2016-06-21",8.48
"473","2016-06-22",8.88
"474","2016-06-23",9.12
"475","2016-06-24",8.5
"476","2016-06-27",8.46
"477","2016-06-28",8.32
"478","2016-06-29",8.39
"479","2016-06-30",7.89
"480","2016-07-01",7.85
"481","2016-07-05",7.95
"482","2016-07-06",7.87
"483","2016-07-07",7.61
"484","2016-07-08",5.32
"485","2016-07-11",5.22
"486","2016-07-12",4.96
"487","2016-07-13",5.11
"488","2016-07-14",5.21
"489","2016-07-15",5.12
"490","2016-07-18",5.27
"491","2016-07-19",4.98
"492","2016-07-20",5.42
"493","2016-07-21",5.63
"494","2016-07-22",5.43
"495","2016-07-25",5.23
"496","2016-07-26",5.26
"497","2016-07-27",5.76
"498","2016-07-28",5.59
"499","2016-07-29",5.66
"500","2016-08-01",7.04
"501","2016-08-02",6.11
"502","2016-08-03",6.14
"503","2016-08-04",6.79
"504","2016-08-05",7.48
"505","2016-08-08",7.1
"506","2016-08-09",7.02
"507","2016-08-10",6.68
"508","2016-08-11",7.04
"509","2016-08-12",7.18
"510","2016-08-15",7.21
"511","2016-08-16",6.95
"512","2016-08-17",6.91
"513","2016-08-18",7.04
"514","2016-08-19",6.89
"515","2016-08-22",6.98
"516","2016-08-23",7.35
"517","2016-08-24",6.82
"518","2016-08-25",6.77
"519","2016-08-26",6.68
"520","2016-08-29",6.68
"521","2016-08-30",6.69
"522","2016-08-31",6.64
"523","2016-09-01",6.71
"524","2016-09-02",6.72
"525","2016-09-06",6.84
"526","2016-09-07",6.89
"527","2016-09-08",7.03
"528","2016-09-09",6.57
"529","2016-09-12",6.79
"530","2016-09-13",6.66
"531","2016-09-14",6.72
"532","2016-09-15",6.59
"533","2016-09-16",6.57
"534","2016-09-19",6.5
"535","2016-09-20",6.56
"536","2016-09-21",6.5
"537","2016-09-22",7.46
"538","2016-09-23",7.9
"539","2016-09-26",7.62
"540","2016-09-27",7.4
"541","2016-09-28",7.29
"542","2016-09-29",7.22
"543","2016-09-30",7.24
"544","2016-10-03",7.25
"545","2016-10-04",7.22
"546","2016-10-05",7.27
"547","2016-10-06",7.2
"548","2016-10-07",7.08
"549","2016-10-10",7.08
"550","2016-10-11",6.7
"551","2016-10-12",6.43
"552","2016-10-13",6.44
"553","2016-10-14",6.71
"554","2016-10-17",6.73
"555","2016-10-18",7.07
"556","2016-10-19",7.07
"557","2016-10-20",7.08
"558","2016-10-21",6.99
"559","2016-10-24",6.99
"560","2016-10-25",6.8
"561","2016-10-26",6.58
"562","2016-10-27",6.42
"563","2016-10-28",6.48
"564","2016-10-31",6.32
"565","2016-11-01",6.15
"566","2016-11-02",5.77
"567","2016-11-03",5.28
"568","2016-11-04",5.58
"569","2016-11-07",6
"570","2016-11-08",6.06
"571","2016-11-09",6.31
"572","2016-11-10",6.55
"573","2016-11-11",6.89
"574","2016-11-14",6.89
"575","2016-11-15",6.78
"576","2016-11-16",6.79
"577","2016-11-17",6.61
"578","2016-11-18",6.67
"579","2016-11-21",6.62
"580","2016-11-22",6.54
"581","2016-11-23",6.64
"582","2016-11-25",6.73
"583","2016-11-28",6.35
"584","2016-11-29",6.09
"585","2016-11-30",5.83
"586","2016-12-01",5.46
"587","2016-12-02",5.27
"588","2016-12-05",5.47
"589","2016-12-06",5.4
"590","2016-12-07",5.3
"591","2016-12-08",5.24
"592","2016-12-09",5.15
"593","2016-12-12",4.89
"594","2016-12-13",5
"595","2016-12-14",5
"596","2016-12-15",5.05
"597","2016-12-16",4.92
"598","2016-12-19",5.28
"599","2016-12-20",5.28
"600","2016-12-21",5.34
"601","2016-12-22",5.13
"602","2016-12-23",5.69
"603","2016-12-27",5.98
"604","2016-12-28",5.61
"605","2016-12-29",5.45
"606","2016-12-30",5.26
"607","2017-01-03",5.23
"608","2017-01-04",5.35
"609","2017-01-05",5.19
"610","2017-01-06",5.07
"611","2017-01-09",5.26
"612","2017-01-10",5.5
"613","2017-01-11",5.25
"614","2017-01-12",5.38
"615","2017-01-13",5.57
"616","2017-01-17",5.47
"617","2017-01-18",5.44
"618","2017-01-19",5.28
"619","2017-01-20",5.19
"620","2017-01-23",5.09
"621","2017-01-24",5.16
"622","2017-01-25",5.47
"623","2017-01-26",5.4
"624","2017-01-27",5.55
"625","2017-01-30",5.49
"626","2017-01-31",5.4
"627","2017-02-01",5.52
"628","2017-02-02",5.45
"629","2017-02-03",5.58
"630","2017-02-06",5.6
"631","2017-02-07",5.64
"632","2017-02-08",5.61
"633","2017-02-09",5.67
"634","2017-02-10",5.84
"635","2017-02-13",5.77
"636","2017-02-14",5.64
"637","2017-02-15",5.75
"638","2017-02-16",6.23
"639","2017-02-17",6.07
"640","2017-02-21",6.01
"641","2017-02-22",5.79
"642","2017-02-23",5.76
"643","2017-02-24",5.55
"644","2017-02-27",5.68
"645","2017-02-28",5.65
"646","2017-03-01",5.97
"647","2017-03-02",5.9
"648","2017-03-03",6
"649","2017-03-06",5.91
"650","2017-03-07",5.98
"651","2017-03-08",6.08
"652","2017-03-09",6.25
"653","2017-03-10",6.06
"654","2017-03-13",6.07
"655","2017-03-14",6.07
"656","2017-03-15",6.05
"657","2017-03-16",5.84
"658","2017-03-17",6.06
"659","2017-03-20",5.88
"660","2017-03-21",5.73
"661","2017-03-22",5.54
"662","2017-03-23",5.22
"663","2017-03-24",5.28
"664","2017-03-27",5.54
"665","2017-03-28",5.51
"666","2017-03-29",5.62
"667","2017-03-30",5.28
"668","2017-03-31",5.26
"669","2017-04-03",5.26
"670","2017-04-04",5.1
"671","2017-04-05",5.12
"672","2017-04-06",5.08
"673","2017-04-07",4.97
"674","2017-04-10",5.04
"675","2017-04-11",5.16
"676","2017-04-12",5.01
"677","2017-04-13",4.96
"678","2017-04-17",5.08
"679","2017-04-18",5.1
"680","2017-04-19",5.09
"681","2017-04-20",5.06
"682","2017-04-21",4.99
"683","2017-04-24",4.96
"684","2017-04-25",5.04
"685","2017-04-26",5.19
"686","2017-04-27",5.14
"687","2017-04-28",4.81
"688","2017-05-01",4.74
"689","2017-05-02",4.53
"690","2017-05-03",3.97
"691","2017-05-04",3.81
"692","2017-05-05",3.98
"693","2017-05-08",3.74
"694","2017-05-09",3.61
"695","2017-05-10",3.52
"696","2017-05-11",3.45
"697","2017-05-12",3.47
"698","2017-05-15",3.49
"699","2017-05-16",3.44
"700","2017-05-17",3.23
"701","2017-05-18",3.23
"702","2017-05-19",3.23
"703","2017-05-22",3.31
"704","2017-05-23",3.37
"705","2017-05-24",3.26
"706","2017-05-25",3.15
"707","2017-05-26",3.22
"708","2017-05-30",3.23
"709","2017-05-31",3.31
"710","2017-06-01",3.72
"711","2017-06-02",3.55
"712","2017-06-05",3.46
"713","2017-06-06",3.49
"714","2017-06-07",3.41
"715","2017-06-08",3.43
"716","2017-06-09",3.36
"717","2017-06-12",3.3
"718","2017-06-13",3.44
"719","2017-06-14",3.49
"720","2017-06-15",3.45
"721","2017-06-16",3.48
"722","2017-06-19",3.5
"723","2017-06-20",3.52
"724","2017-06-21",4.43
"725","2017-06-22",4
"726","2017-06-23",3.87
"727","2017-06-26",3.65
"728","2017-06-27",3.47
"729","2017-06-28",3.47
"730","2017-06-29",3.26
"731","2017-06-30",3.21
"732","2017-07-03",3.09
"733","2017-07-05",3.15
"734","2017-07-06",3.02
"735","2017-07-07",2.95
"736","2017-07-10",2.91
"737","2017-07-11",2.72
"738","2017-07-12",2.52
"739","2017-07-13",2.62
"740","2017-07-14",2.65
"741","2017-07-17",2.66
"742","2017-07-18",2.99
"743","2017-07-19",2.86
"744","2017-07-20",2.86
"745","2017-07-21",2.71
"746","2017-07-24",2.69
"747","2017-07-25",2.82
"748","2017-07-26",2.67
"749","2017-07-27",2.68
"750","2017-07-28",2.62
"751","2017-07-31",2.63
"752","2017-08-01",2.63
"753","2017-08-02",2.62
"754","2017-08-03",2.58
"755","2017-08-04",2.98
"756","2017-08-07",3.1
"757","2017-08-08",2.96
"758","2017-08-09",2.98
"759","2017-08-10",3.07
"760","2017-08-11",3.27
"761","2017-08-14",3.91
"762","2017-08-15",4.14
"763","2017-08-16",4.1
"764","2017-08-17",3.9
"765","2017-08-18",3.99
"766","2017-08-21",4.18
"767","2017-08-22",3.99
"768","2017-08-23",3.95
"769","2017-08-24",4.12
"770","2017-08-25",4
"771","2017-08-28",4.21
"772","2017-08-29",4.15
"773","2017-08-30",4.16
"774","2017-08-31",4.19
"775","2017-09-01",4.35
"776","2017-09-05",4.36
"777","2017-09-06",4.52
"778","2017-09-07",4.86
"779","2017-09-08",4.74
"780","2017-09-11",5.19
"781","2017-09-12",5.62
"782","2017-09-13",6.78
"783","2017-09-14",6.08
"784","2017-09-15",4.52
"785","2017-09-18",4.6
"786","2017-09-19",4.45
"787","2017-09-20",4.26
"788","2017-09-21",4.16
"789","2017-09-22",4.29
"790","2017-09-25",4.48
"791","2017-09-26",4.58
"792","2017-09-27",4.49
"793","2017-09-28",4.49
"794","2017-09-29",4.2
"795","2017-10-02",4.31
"796","2017-10-03",4.52
"797","2017-10-04",4.54
"798","2017-10-05",4.6
"799","2017-10-06",4.47
"800","2017-10-09",4.32
"801","2017-10-10",4.27
"802","2017-10-11",4.36
"803","2017-10-12",4.2
"804","2017-10-13",4.21
"805","2017-10-16",4.26
"806","2017-10-17",4.21
"807","2017-10-18",4.19
"808","2017-10-19",4.07
"809","2017-10-20",4.05
"810","2017-10-23",3.8
"811","2017-10-24",4.02
"812","2017-10-25",4.09
"813","2017-10-26",4.03
"814","2017-10-27",3.96
"815","2017-10-30",3.85
"816","2017-10-31",3.73
"817","2017-11-01",3.82
"818","2017-11-02",3.8
"819","2017-11-03",4.17
"820","2017-11-06",4.2
"821","2017-11-07",4.15
"822","2017-11-08",4.2
"823","2017-11-09",4.12
"824","2017-11-10",4.15
"825","2017-11-13",3.97
"826","2017-11-14",3.9
"827","2017-11-15",4.05
"828","2017-11-16",4.08
"829","2017-11-17",3.99
"830","2017-11-20",4.05
"831","2017-11-21",4.05
"832","2017-11-22",4.02
"833","2017-11-24",4.3
"834","2017-11-27",4.33
"835","2017-11-28",4.29
"836","2017-11-29",4.2
"837","2017-11-30",4.18
"838","2017-12-01",4.1
"839","2017-12-04",4.08
"840","2017-12-05",4.03
"841","2017-12-06",4
"842","2017-12-07",4.09
"843","2017-12-08",4
"844","2017-12-11",3.98
"845","2017-12-12",4
"846","2017-12-13",4.06
"847","2017-12-14",4.26
"848","2017-12-15",4.15
"849","2017-12-18",4.14
"850","2017-12-19",4.19
"851","2017-12-20",4.2
"852","2017-12-21",4.08
"853","2017-12-22",4.24
"854","2017-12-26",4.17
"855","2017-12-27",4.06
"856","2017-12-28",4.1
"857","2017-12-29",4.12
"858","2018-01-02",4.43
"859","2018-01-03",4.64
"860","2018-01-04",4.67
"861","2018-01-05",5.01
"862","2018-01-08",5.09
"863","2018-01-09",5.11
"864","2018-01-10",5.56
"865","2018-01-11",5.42
"866","2018-01-12",5.2
"867","2018-01-16",4.99
"868","2018-01-17",4.8
"869","2018-01-18",5.12
"870","2018-01-19",5.23
"871","2018-01-22",5.09
"872","2018-01-23",5.06
"873","2018-01-24",5.06
"874","2018-01-25",5.19
"875","2018-01-26",5.23
"876","2018-01-29",5.02
"877","2018-01-30",4.96
"878","2018-01-31",4.95
"879","2018-02-01",4.92
"880","2018-02-02",4.67
"881","2018-02-05",4.51
"882","2018-02-06",4.62
"883","2018-02-07",4.69
"884","2018-02-08",4.54
"885","2018-02-09",4.28
"886","2018-02-12",4.41
"887","2018-02-13",4.44
"888","2018-02-14",4.77
"889","2018-02-15",4.86
"890","2018-02-16",4.57
"891","2018-02-20",4.46
"892","2018-02-21",4.42
"893","2018-02-22",4.21
"894","2018-02-23",4.51
"895","2018-02-26",4.46
"896","2018-02-27",5.18
"897","2018-02-28",5.25
"898","2018-03-01",5.08
"899","2018-03-02",6.36
"900","2018-03-05",6.15
"901","2018-03-06",6.19
"902","2018-03-07",5.73
"903","2018-03-08",6.38
"904","2018-03-09",6.8
"905","2018-03-12",7
"906","2018-03-13",6.85
"907","2018-03-14",6.65
"908","2018-03-15",6.38
"909","2018-03-16",6.75
"910","2018-03-19",6.91
"911","2018-03-20",6.57
"912","2018-03-21",6.52
"913","2018-03-22",6.72
"914","2018-03-23",6.31
"915","2018-03-26",6.3
"916","2018-03-27",6.24
"917","2018-03-28",6.5
"918","2018-03-29",6.49
"919","2018-04-02",6.32
"920","2018-04-03",6.62
"921","2018-04-04",6.89
"922","2018-04-05",6.8
"923","2018-04-06",6.54
"924","2018-04-09",6.57
"925","2018-04-10",6.69
"926","2018-04-11",7.13
"927","2018-04-12",7.14
"928","2018-04-13",6.92
"929","2018-04-16",6.82
"930","2018-04-17",6.83
"931","2018-04-18",7.16
"932","2018-04-19",6.98
"933","2018-04-20",6.97
"934","2018-04-23",6.95
"935","2018-04-24",6.83
"936","2018-04-25",6.66
"937","2018-04-26",6.66
"938","2018-04-27",6.46
"939","2018-04-30",6.42
"940","2018-05-01",5.97
"941","2018-05-02",6.19
"942","2018-05-03",6.28
"943","2018-05-04",6.38
"944","2018-05-07",6.2
"945","2018-05-08",6.1
"946","2018-05-09",6.91
"947","2018-05-10",7.08
"948","2018-05-11",7.31
"949","2018-05-14",7.17
"950","2018-05-15",7.04
"951","2018-05-16",7.35
"952","2018-05-17",7.2
"953","2018-05-18",8.2
"954","2018-05-21",8.53
"955","2018-05-22",8.77
"956","2018-05-23",8.76
"957","2018-05-24",8.69
"958","2018-05-25",8.87
"959","2018-05-29",8.06
"960","2018-05-30",7.74
"961","2018-05-31",7.41
"962","2018-06-01",8.19
"963","2018-06-04",8.85
"964","2018-06-05",8.7
"965","2018-06-06",8.53
"966","2018-06-07",8.46
"967","2018-06-08",9.42
"968","2018-06-11",9.32
"969","2018-06-12",9.14
"970","2018-06-13",9.08
"971","2018-06-14",9.44
"972","2018-06-15",9.58
"973","2018-06-18",9.25
"974","2018-06-19",8.91
"975","2018-06-20",8.16
"976","2018-06-21",7.83
"977","2018-06-22",8.48
"978","2018-06-25",8.08
"979","2018-06-26",8.12
"980","2018-06-27",7.92
"981","2018-06-28",8
"982","2018-06-29",7.74
"983","2018-07-02",7.82
"984","2018-07-03",7.62
"985","2018-07-05",7.83
"986","2018-07-06",7.77
"987","2018-07-09",7.59
"988","2018-07-10",7.59
"989","2018-07-11",7.49
"990","2018-07-12",7.5
"991","2018-07-13",7.65
"992","2018-07-16",7.2
"993","2018-07-17",7.05
"994","2018-07-18",7.01
"995","2018-07-19",6.9
"996","2018-07-20",6.63
