"","date","EFX"
"1","2007-01-03",40.009998
"2","2007-01-04",40.360001
"3","2007-01-05",39.740002
"4","2007-01-08",39.880001
"5","2007-01-09",39.73
"6","2007-01-10",39.82
"7","2007-01-11",39.849998
"8","2007-01-12",40.049999
"9","2007-01-16",40.25
"10","2007-01-17",40.630001
"11","2007-01-18",40.369999
"12","2007-01-19",40.560001
"13","2007-01-22",40.68
"14","2007-01-23",40.619999
"15","2007-01-24",40.779999
"16","2007-01-25",40.470001
"17","2007-01-26",40.049999
"18","2007-01-29",40.48
"19","2007-01-30",40.540001
"20","2007-01-31",41.529999
"21","2007-02-01",40.450001
"22","2007-02-02",41.049999
"23","2007-02-05",40.75
"24","2007-02-06",40.91
"25","2007-02-07",41.220001
"26","2007-02-08",41.599998
"27","2007-02-09",41.599998
"28","2007-02-12",41.619999
"29","2007-02-13",41.689999
"30","2007-02-14",41.91
"31","2007-02-15",39.630001
"32","2007-02-16",39.73
"33","2007-02-20",40.32
"34","2007-02-21",40.049999
"35","2007-02-22",40.049999
"36","2007-02-23",39.529999
"37","2007-02-26",38.849998
"38","2007-02-27",37.66
"39","2007-02-28",38.68
"40","2007-03-01",38.619999
"41","2007-03-02",37.73
"42","2007-03-05",36.52
"43","2007-03-06",37.27
"44","2007-03-07",37.169998
"45","2007-03-08",37.490002
"46","2007-03-09",37.259998
"47","2007-03-12",37.27
"48","2007-03-13",36.880001
"49","2007-03-14",36.880001
"50","2007-03-15",36.950001
"51","2007-03-16",36.970001
"52","2007-03-19",37.02
"53","2007-03-20",37.02
"54","2007-03-21",37.23
"55","2007-03-22",37.75
"56","2007-03-23",37.759998
"57","2007-03-26",37.650002
"58","2007-03-27",37.400002
"59","2007-03-28",36.669998
"60","2007-03-29",36.549999
"61","2007-03-30",36.450001
"62","2007-04-02",37.119999
"63","2007-04-03",37.459999
"64","2007-04-04",37.049999
"65","2007-04-05",37.139999
"66","2007-04-09",37.279999
"67","2007-04-10",37.349998
"68","2007-04-11",37.240002
"69","2007-04-12",37.610001
"70","2007-04-13",37.619999
"71","2007-04-16",38.009998
"72","2007-04-17",38.23
"73","2007-04-18",38.389999
"74","2007-04-19",38.68
"75","2007-04-20",39.43
"76","2007-04-23",39.439999
"77","2007-04-24",40.57
"78","2007-04-25",40.75
"79","2007-04-26",40.310001
"80","2007-04-27",40.119999
"81","2007-04-30",39.799999
"82","2007-05-01",40.18
"83","2007-05-02",40.299999
"84","2007-05-03",40.790001
"85","2007-05-04",40.950001
"86","2007-05-07",40.919998
"87","2007-05-08",40.919998
"88","2007-05-09",41.09
"89","2007-05-10",41
"90","2007-05-11",41.150002
"91","2007-05-14",41.25
"92","2007-05-15",41.32
"93","2007-05-16",41.52
"94","2007-05-17",41.419998
"95","2007-05-18",41.57
"96","2007-05-21",41.540001
"97","2007-05-22",41.369999
"98","2007-05-23",41.360001
"99","2007-05-24",41.09
"100","2007-05-25",41.23
"101","2007-05-29",41.279999
"102","2007-05-30",41.810001
"103","2007-05-31",42.029999
"104","2007-06-01",42.34
"105","2007-06-04",42.330002
"106","2007-06-05",43.75
"107","2007-06-06",43.740002
"108","2007-06-07",43.299999
"109","2007-06-08",44.009998
"110","2007-06-11",43.509998
"111","2007-06-12",43.299999
"112","2007-06-13",44.18
"113","2007-06-14",44.490002
"114","2007-06-15",44.23
"115","2007-06-18",44.200001
"116","2007-06-19",44.490002
"117","2007-06-20",43.889999
"118","2007-06-21",44.299999
"119","2007-06-22",43.950001
"120","2007-06-25",44
"121","2007-06-26",44.34
"122","2007-06-27",44.43
"123","2007-06-28",44.400002
"124","2007-06-29",44.419998
"125","2007-07-02",45
"126","2007-07-03",45.25
"127","2007-07-05",45.25
"128","2007-07-06",45.110001
"129","2007-07-09",45.599998
"130","2007-07-10",44.849998
"131","2007-07-11",46.07
"132","2007-07-12",46.259998
"133","2007-07-13",46
"134","2007-07-16",45.82
"135","2007-07-17",46.139999
"136","2007-07-18",45.59
"137","2007-07-19",45.509998
"138","2007-07-20",44.98
"139","2007-07-23",45.18
"140","2007-07-24",42.59
"141","2007-07-25",42.380001
"142","2007-07-26",40.150002
"143","2007-07-27",40.040001
"144","2007-07-30",40.549999
"145","2007-07-31",40.459999
"146","2007-08-01",40.16
"147","2007-08-02",40.139999
"148","2007-08-03",39.48
"149","2007-08-06",39.75
"150","2007-08-07",39.25
"151","2007-08-08",39.25
"152","2007-08-09",38.299999
"153","2007-08-10",37.66
"154","2007-08-13",38.66
"155","2007-08-14",38.139999
"156","2007-08-15",37.740002
"157","2007-08-16",37.439999
"158","2007-08-17",38.779999
"159","2007-08-20",38.959999
"160","2007-08-21",38.43
"161","2007-08-22",39.169998
"162","2007-08-23",39.360001
"163","2007-08-24",39.119999
"164","2007-08-27",39.59
"165","2007-08-28",38.240002
"166","2007-08-29",38.400002
"167","2007-08-30",37.939999
"168","2007-08-31",38.52
"169","2007-09-04",38.950001
"170","2007-09-05",38.23
"171","2007-09-06",38.16
"172","2007-09-07",37.380001
"173","2007-09-10",36.880001
"174","2007-09-11",37.630001
"175","2007-09-12",37.360001
"176","2007-09-13",36.849998
"177","2007-09-14",36.889999
"178","2007-09-17",36.580002
"179","2007-09-18",37.450001
"180","2007-09-19",37.810001
"181","2007-09-20",38.599998
"182","2007-09-21",38.75
"183","2007-09-24",38.450001
"184","2007-09-25",38.130001
"185","2007-09-26",38.299999
"186","2007-09-27",38.610001
"187","2007-09-28",38.119999
"188","2007-10-01",38.209999
"189","2007-10-02",38.259998
"190","2007-10-03",38.18
"191","2007-10-04",37.880001
"192","2007-10-05",38.970001
"193","2007-10-08",38.939999
"194","2007-10-09",39.400002
"195","2007-10-10",36.860001
"196","2007-10-11",36.970001
"197","2007-10-12",37.369999
"198","2007-10-15",36.470001
"199","2007-10-16",36.779999
"200","2007-10-17",36.32
"201","2007-10-18",35.990002
"202","2007-10-19",35.330002
"203","2007-10-22",35.900002
"204","2007-10-23",37.52
"205","2007-10-24",37.93
"206","2007-10-25",37.450001
"207","2007-10-26",37.650002
"208","2007-10-29",37.98
"209","2007-10-30",38.060001
"210","2007-10-31",38.5
"211","2007-11-01",38.049999
"212","2007-11-02",38.189999
"213","2007-11-05",37.919998
"214","2007-11-06",38.439999
"215","2007-11-07",38.009998
"216","2007-11-08",38.02
"217","2007-11-09",38.470001
"218","2007-11-12",38.52
"219","2007-11-13",39.68
"220","2007-11-14",39.759998
"221","2007-11-15",37.849998
