"","date","OVV"
"1","2007-01-03",226.699997
"2","2007-01-04",220.800003
"3","2007-01-05",224.350006
"4","2007-01-08",227.050003
"5","2007-01-09",226.399994
"6","2007-01-10",225.800003
"7","2007-01-11",223.699997
"8","2007-01-12",230.75
"9","2007-01-16",230.449997
"10","2007-01-17",233.300003
"11","2007-01-18",228.649994
"12","2007-01-19",233.199997
"13","2007-01-22",231.100006
"14","2007-01-23",237.050003
"15","2007-01-24",237.800003
"16","2007-01-25",234.050003
"17","2007-01-26",234.75
"18","2007-01-29",232.149994
"19","2007-01-30",240.649994
"20","2007-01-31",240.149994
"21","2007-02-01",242.100006
"22","2007-02-02",240.949997
"23","2007-02-05",244.100006
"24","2007-02-06",243.75
"25","2007-02-07",241.850006
"26","2007-02-08",243.949997
"27","2007-02-09",243.350006
"28","2007-02-12",238.949997
"29","2007-02-13",245.800003
"30","2007-02-14",245.850006
"31","2007-02-15",246.100006
"32","2007-02-16",244.699997
"33","2007-02-20",240.5
"34","2007-02-21",241.149994
"35","2007-02-22",239.199997
"36","2007-02-23",241.449997
"37","2007-02-26",246.75
"38","2007-02-27",241.449997
"39","2007-02-28",242.850006
"40","2007-03-01",241.449997
"41","2007-03-02",234.949997
"42","2007-03-05",233.550003
"43","2007-03-06",236.600006
"44","2007-03-07",236.399994
"45","2007-03-08",237.399994
"46","2007-03-09",239.449997
"47","2007-03-12",236.949997
"48","2007-03-13",232.899994
"49","2007-03-14",235.149994
"50","2007-03-15",234.899994
"51","2007-03-16",229.600006
"52","2007-03-19",238.25
"53","2007-03-20",238.800003
"54","2007-03-21",242.649994
"55","2007-03-22",247.649994
"56","2007-03-23",249.949997
"57","2007-03-26",253.850006
"58","2007-03-27",254.5
"59","2007-03-28",254.350006
"60","2007-03-29",256.299988
"61","2007-03-30",253.149994
"62","2007-04-02",257
"63","2007-04-03",257
"64","2007-04-04",258.799988
"65","2007-04-05",260.350006
"66","2007-04-09",259.549988
"67","2007-04-10",261.450012
"68","2007-04-11",262.350006
"69","2007-04-12",269.25
"70","2007-04-13",270.25
"71","2007-04-16",272.200012
"72","2007-04-17",268.700012
"73","2007-04-18",272.950012
"74","2007-04-19",266.399994
"75","2007-04-20",267.350006
"76","2007-04-23",267.649994
"77","2007-04-24",267.350006
"78","2007-04-25",271.25
"79","2007-04-26",266.700012
"80","2007-04-27",267.5
"81","2007-04-30",262.25
"82","2007-05-01",265.200012
"83","2007-05-02",269.25
"84","2007-05-03",274.700012
"85","2007-05-04",282.75
"86","2007-05-07",282.899994
"87","2007-05-08",284.75
"88","2007-05-09",281.899994
"89","2007-05-10",281.549988
"90","2007-05-11",295.75
"91","2007-05-14",294.950012
"92","2007-05-15",298.350006
"93","2007-05-16",302.149994
"94","2007-05-17",308.5
"95","2007-05-18",312.350006
"96","2007-05-21",313.549988
"97","2007-05-22",308.100006
"98","2007-05-23",307.700012
"99","2007-05-24",300.600006
"100","2007-05-25",306.399994
"101","2007-05-29",301.399994
"102","2007-05-30",309.299988
"103","2007-05-31",307
"104","2007-06-01",311.850006
"105","2007-06-04",319.049988
"106","2007-06-05",320.799988
"107","2007-06-06",318.75
"108","2007-06-07",311.149994
"109","2007-06-08",314.100006
"110","2007-06-11",314.5
"111","2007-06-12",311.700012
"112","2007-06-13",315.149994
"113","2007-06-14",324.700012
"114","2007-06-15",328.5
"115","2007-06-18",329.799988
"116","2007-06-19",331.75
"117","2007-06-20",323.299988
"118","2007-06-21",328.850006
"119","2007-06-22",327.5
"120","2007-06-25",315.149994
"121","2007-06-26",305.549988
"122","2007-06-27",310.75
"123","2007-06-28",304.75
"124","2007-06-29",307.25
"125","2007-07-02",314.549988
"126","2007-07-03",314.700012
"127","2007-07-05",310.549988
"128","2007-07-06",312.600006
"129","2007-07-09",316.350006
"130","2007-07-10",315
"131","2007-07-11",313.399994
"132","2007-07-12",318.049988
"133","2007-07-13",320.549988
"134","2007-07-16",314.149994
"135","2007-07-17",312.649994
"136","2007-07-18",319.299988
"137","2007-07-19",323.5
"138","2007-07-20",318.5
"139","2007-07-23",314.100006
"140","2007-07-24",302.399994
"141","2007-07-25",310.299988
"142","2007-07-26",300.399994
"143","2007-07-27",302.350006
"144","2007-07-30",301.649994
"145","2007-07-31",304.899994
"146","2007-08-01",308.100006
"147","2007-08-02",314.100006
"148","2007-08-03",307.299988
"149","2007-08-06",298.75
"150","2007-08-07",299.950012
"151","2007-08-08",304.899994
"152","2007-08-09",296.799988
"153","2007-08-10",299.5
"154","2007-08-13",301
"155","2007-08-14",294.899994
"156","2007-08-15",289.299988
"157","2007-08-16",284.950012
"158","2007-08-17",293.149994
"159","2007-08-20",292.5
"160","2007-08-21",289.049988
"161","2007-08-22",289.799988
"162","2007-08-23",293.75
"163","2007-08-24",297.100006
"164","2007-08-27",290.649994
"165","2007-08-28",287.049988
