"","date","NCMI"
"1","2007-02-08",25.67
"2","2007-02-09",26
"3","2007-02-12",26
"4","2007-02-13",25.719999
"5","2007-02-14",25.99
"6","2007-02-15",26.110001
"7","2007-02-16",27
"8","2007-02-20",27.629999
"9","2007-02-21",27.959999
"10","2007-02-22",27.85
"11","2007-02-23",27.700001
"12","2007-02-26",27.379999
"13","2007-02-27",26.4
"14","2007-02-28",26.219999
"15","2007-03-01",25.76
"16","2007-03-02",25.41
"17","2007-03-05",25.1
"18","2007-03-06",25.629999
"19","2007-03-07",26.51
"20","2007-03-08",27.23
"21","2007-03-09",26.93
"22","2007-03-12",25.99
"23","2007-03-13",25.67
"24","2007-03-14",25.559999
"25","2007-03-15",25.93
"26","2007-03-16",25.940001
"27","2007-03-19",27.01
"28","2007-03-20",26.27
"29","2007-03-21",26.129999
"30","2007-03-22",25.540001
"31","2007-03-23",25.65
"32","2007-03-26",25.66
"33","2007-03-27",25.74
"34","2007-03-28",26.389999
"35","2007-03-29",26.790001
"36","2007-03-30",26.700001
"37","2007-04-02",25.700001
"38","2007-04-03",25.889999
"39","2007-04-04",26.030001
"40","2007-04-05",26.700001
"41","2007-04-09",26.33
"42","2007-04-10",26.200001
"43","2007-04-11",25.84
"44","2007-04-12",26.219999
"45","2007-04-13",26.6
"46","2007-04-16",26.32
"47","2007-04-17",26.15
"48","2007-04-18",26.32
"49","2007-04-19",26.040001
"50","2007-04-20",26.870001
"51","2007-04-23",27.32
"52","2007-04-24",26.959999
"53","2007-04-25",26.719999
"54","2007-04-26",26.85
"55","2007-04-27",26.889999
"56","2007-04-30",26.290001
"57","2007-05-01",26.190001
"58","2007-05-02",26.41
"59","2007-05-03",25.93
"60","2007-05-04",26.15
"61","2007-05-07",26.15
"62","2007-05-08",26.309999
"63","2007-05-09",26.610001
"64","2007-05-10",26.299999
"65","2007-05-11",26.49
"66","2007-05-14",26.389999
"67","2007-05-15",26.040001
"68","2007-05-16",26.15
"69","2007-05-17",26.110001
"70","2007-05-18",26.75
"71","2007-05-21",28
"72","2007-05-22",28.01
"73","2007-05-23",28.469999
"74","2007-05-24",28.110001
"75","2007-05-25",27.99
"76","2007-05-29",28.23
"77","2007-05-30",28.51
"78","2007-05-31",28.549999
"79","2007-06-01",29.02
"80","2007-06-04",29.049999
"81","2007-06-05",29.59
"82","2007-06-06",28.93
"83","2007-06-07",28.26
"84","2007-06-08",29.18
"85","2007-06-11",29.15
"86","2007-06-12",28.379999
"87","2007-06-13",28.93
"88","2007-06-14",29.139999
"89","2007-06-15",29.25
"90","2007-06-18",29
"91","2007-06-19",28.709999
"92","2007-06-20",28.02
"93","2007-06-21",28.030001
"94","2007-06-22",27.709999
"95","2007-06-25",27.950001
"96","2007-06-26",27.690001
"97","2007-06-27",28.219999
"98","2007-06-28",28.17
"99","2007-06-29",28.01
"100","2007-07-02",28.9
"101","2007-07-03",28.83
"102","2007-07-05",28.5
"103","2007-07-06",28.67
"104","2007-07-09",28.690001
"105","2007-07-10",28.1
"106","2007-07-11",27.68
"107","2007-07-12",28.5
"108","2007-07-13",28.110001
"109","2007-07-16",28.41
"110","2007-07-17",28.379999
"111","2007-07-18",28.1
"112","2007-07-19",28.120001
"113","2007-07-20",27.26
"114","2007-07-23",28.129999
"115","2007-07-24",26.76
"116","2007-07-25",26.74
"117","2007-07-26",25.299999
"118","2007-07-27",24.389999
"119","2007-07-30",24.68
"120","2007-07-31",24.9
"121","2007-08-01",26.120001
"122","2007-08-02",26.030001
"123","2007-08-03",23.219999
"124","2007-08-06",22.559999
"125","2007-08-07",24.549999
"126","2007-08-08",24.74
"127","2007-08-09",23.959999
"128","2007-08-10",22.809999
"129","2007-08-13",24.52
"130","2007-08-14",22.870001
"131","2007-08-15",22.629999
"132","2007-08-16",22.610001
"133","2007-08-17",23.879999
"134","2007-08-20",24.49
"135","2007-08-21",24.940001
"136","2007-08-22",25.049999
"137","2007-08-23",24.879999
"138","2007-08-24",25.440001
"139","2007-08-27",25.1
"140","2007-08-28",24.889999
"141","2007-08-29",25.049999
"142","2007-08-30",24.719999
"143","2007-08-31",24.629999
"144","2007-09-04",24.17
"145","2007-09-05",24.190001
"146","2007-09-06",24.66
"147","2007-09-07",24.559999
"148","2007-09-10",24.08
"149","2007-09-11",24.780001
"150","2007-09-12",24.459999
"151","2007-09-13",24.110001
"152","2007-09-14",22.67
"153","2007-09-17",22.780001
"154","2007-09-18",24.02
"155","2007-09-19",24.139999
"156","2007-09-20",23.98
"157","2007-09-21",23.889999
"158","2007-09-24",22.879999
"159","2007-09-25",22.59
"160","2007-09-26",23.030001
"161","2007-09-27",22.549999
"162","2007-09-28",22.4
"163","2007-10-01",23.049999
"164","2007-10-02",24.9
"165","2007-10-03",26.67
"166","2007-10-04",26.110001
"167","2007-10-05",26.92
"168","2007-10-08",26.67
"169","2007-10-09",25.6
"170","2007-10-10",25.6
"171","2007-10-11",25.799999
"172","2007-10-12",26.790001
"173","2007-10-15",26.299999
"174","2007-10-16",26.26
"175","2007-10-17",26.530001
"176","2007-10-18",26.91
"177","2007-10-19",25.92
"178","2007-10-22",26.879999
"179","2007-10-23",27.879999
"180","2007-10-24",28.41
"181","2007-10-25",28.85
"182","2007-10-26",29.4
"183","2007-10-29",28.059999
"184","2007-10-30",27.43
"185","2007-10-31",26.92
"186","2007-11-01",26.41
"187","2007-11-02",26.030001
"188","2007-11-05",25.959999
"189","2007-11-06",26.9
"190","2007-11-07",25.530001
"191","2007-11-08",25.879999
"192","2007-11-09",26.49
"193","2007-11-12",24.07
"194","2007-11-13",25.290001
"195","2007-11-14",25.51
"196","2007-11-15",25.51
"197","2007-11-16",28.790001
"198","2007-11-19",27.48
"199","2007-11-20",26.76
"200","2007-11-21",24.92
"201","2007-11-23",24.75
"202","2007-11-26",23.790001
"203","2007-11-27",24.85
"204","2007-11-28",27.33
"205","2007-11-29",27.540001
"206","2007-11-30",27.68
"207","2007-12-03",27.66
"208","2007-12-04",25.950001
"209","2007-12-05",24.309999
"210","2007-12-06",25.030001
"211","2007-12-07",25.33
"212","2007-12-10",25.690001
"213","2007-12-11",24.940001
"214","2007-12-12",25.1
"215","2007-12-13",24.9
"216","2007-12-14",24.280001
"217","2007-12-17",24.030001
"218","2007-12-18",24.389999
"219","2007-12-19",24.24
"220","2007-12-20",24.190001
"221","2007-12-21",24.57
"222","2007-12-24",25.629999
"223","2007-12-26",25.450001
"224","2007-12-27",24.41
"225","2007-12-28",25.280001
"226","2007-12-31",25.209999
"227","2008-01-02",20.870001
"228","2008-01-03",20.219999
"229","2008-01-04",19.290001
"230","2008-01-07",19.98
"231","2008-01-08",19.370001
"232","2008-01-09",21.32
"233","2008-01-10",23
"234","2008-01-11",22.15
"235","2008-01-14",23.110001
"236","2008-01-15",22.459999
"237","2008-01-16",22.65
"238","2008-01-17",21.620001
"239","2008-01-18",21.9
"240","2008-01-22",21.780001
"241","2008-01-23",20.9
"242","2008-01-24",20.780001
"243","2008-01-25",21.1
"244","2008-01-28",22.940001
"245","2008-01-29",22.93
"246","2008-01-30",22.93
"247","2008-01-31",22.790001
"248","2008-02-01",24.059999
"249","2008-02-04",24.219999
"250","2008-02-05",24.17
"251","2008-02-06",23.42
"252","2008-02-07",23.48
"253","2008-02-08",22.709999
"254","2008-02-11",22.65
"255","2008-02-12",23.49
"256","2008-02-13",23.75
"257","2008-02-14",23.32
"258","2008-02-15",22.18
"259","2008-02-19",21.969999
"260","2008-02-20",21.940001
"261","2008-02-21",21.190001
"262","2008-02-22",21.43
"263","2008-02-25",20.99
"264","2008-02-26",21.48
"265","2008-02-27",22.120001
"266","2008-02-28",22.23
"267","2008-02-29",21.549999
"268","2008-03-03",22.610001
"269","2008-03-04",23.200001
"270","2008-03-05",24.02
"271","2008-03-06",23.23
"272","2008-03-07",22.18
"273","2008-03-10",21.92
"274","2008-03-11",22.549999
"275","2008-03-12",22.040001
"276","2008-03-13",22.15
"277","2008-03-14",21.16
"278","2008-03-17",20.280001
"279","2008-03-18",21.07
"280","2008-03-19",21
"281","2008-03-20",21.549999
"282","2008-03-24",22.530001
"283","2008-03-25",22.629999
"284","2008-03-26",22.98
"285","2008-03-27",22.690001
"286","2008-03-28",22.290001
"287","2008-03-31",22.48
"288","2008-04-01",22.82
"289","2008-04-02",22.48
"290","2008-04-03",22.65
"291","2008-04-04",22.530001
"292","2008-04-07",22.32
"293","2008-04-08",21.99
"294","2008-04-09",21.09
"295","2008-04-10",21.469999
"296","2008-04-11",20.65
"297","2008-04-14",20.74
"298","2008-04-15",21.5
"299","2008-04-16",22.27
"300","2008-04-17",21.83
"301","2008-04-18",21.799999
"302","2008-04-21",21.16
"303","2008-04-22",20.35
"304","2008-04-23",20.190001
"305","2008-04-24",20.700001
"306","2008-04-25",20.190001
"307","2008-04-28",20.27
"308","2008-04-29",19.49
"309","2008-04-30",19.16
"310","2008-05-01",20.42
"311","2008-05-02",20.91
"312","2008-05-05",20.16
"313","2008-05-06",20.709999
"314","2008-05-07",19.65
"315","2008-05-08",19.299999
"316","2008-05-09",19.030001
"317","2008-05-12",19.639999
"318","2008-05-13",19.93
"319","2008-05-14",19.76
"320","2008-05-15",19.809999
"321","2008-05-16",19.48
"322","2008-05-19",19.879999
"323","2008-05-20",19.27
"324","2008-05-21",19.389999
"325","2008-05-22",19.59
"326","2008-05-23",19.17
"327","2008-05-27",19.389999
"328","2008-05-28",19.41
"329","2008-05-29",19.690001
"330","2008-05-30",19.9
"331","2008-06-02",19.700001
"332","2008-06-03",19.129999
"333","2008-06-04",19.860001
"334","2008-06-05",20.219999
"335","2008-06-06",19.969999
"336","2008-06-09",19.25
"337","2008-06-10",18.969999
"338","2008-06-11",18.459999
"339","2008-06-12",14
"340","2008-06-13",13.91
"341","2008-06-16",13.53
"342","2008-06-17",13.17
"343","2008-06-18",12.7
"344","2008-06-19",12.91
"345","2008-06-20",12.59
"346","2008-06-23",12.54
"347","2008-06-24",11.78
"348","2008-06-25",11.88
"349","2008-06-26",11.28
"350","2008-06-27",11.08
"351","2008-06-30",10.66
"352","2008-07-01",10.97
"353","2008-07-02",10.95
"354","2008-07-03",11.29
"355","2008-07-07",11.33
"356","2008-07-08",11.67
"357","2008-07-09",11.48
"358","2008-07-10",11.64
"359","2008-07-11",11.58
"360","2008-07-14",10.89
"361","2008-07-15",10.82
"362","2008-07-16",11.27
"363","2008-07-17",12.2
"364","2008-07-18",11.77
"365","2008-07-21",11.92
"366","2008-07-22",12.45
"367","2008-07-23",13.47
"368","2008-07-24",12.29
"369","2008-07-25",12.54
"370","2008-07-28",12.56
"371","2008-07-29",12.61
"372","2008-07-30",12.82
"373","2008-07-31",12.79
"374","2008-08-01",12.9
"375","2008-08-04",12.33
"376","2008-08-05",12.34
"377","2008-08-06",12.2
"378","2008-08-07",12.6
