"","date","RFIL"
"169","2007-09-04",2.925
"170","2007-09-05",2.975
"171","2007-09-06",3.055
"172","2007-09-07",3.03
"173","2007-09-10",3.005
"174","2007-09-11",3.02
"175","2007-09-12",3.045
"176","2007-09-13",3.095
"177","2007-09-14",3.095
"178","2007-09-17",3.265
"179","2007-09-18",3.25
"180","2007-09-19",3.275
"181","2007-09-20",3.375
"182","2007-09-21",3.425
"183","2007-09-24",3.28
"184","2007-09-25",3.295
"185","2007-09-26",3.31
"186","2007-09-27",3.295
"187","2007-09-28",3.3
"188","2007-10-01",3.41
"189","2007-10-02",3.495
"190","2007-10-03",3.465
"191","2007-10-04",3.51
"192","2007-10-05",3.5
"193","2007-10-08",3.525
"194","2007-10-09",3.54
"195","2007-10-10",3.505
"196","2007-10-11",3.495
"197","2007-10-12",3.52
"198","2007-10-15",3.52
"199","2007-10-16",3.575
"200","2007-10-17",3.605
"201","2007-10-18",3.585
"202","2007-10-19",3.44
"203","2007-10-22",3.5
"204","2007-10-23",3.815
"205","2007-10-24",3.695
"206","2007-10-25",3.65
"207","2007-10-26",3.65
"208","2007-10-29",3.75
"209","2007-10-30",3.745
"210","2007-10-31",3.78
"211","2007-11-01",3.675
"212","2007-11-02",3.505
"213","2007-11-05",3.65
"214","2007-11-06",3.65
"215","2007-11-07",3.53
"216","2007-11-08",3.46
"217","2007-11-09",3.5
"218","2007-11-12",3.385
"219","2007-11-13",3.55
"220","2007-11-14",3.525
"221","2007-11-15",3.395
"222","2007-11-16",3.4
"223","2007-11-19",3.425
"224","2007-11-20",3.4
"225","2007-11-21",3.375
"226","2007-11-23",3.31
"227","2007-11-26",3.15
"228","2007-11-27",3.35
"229","2007-11-28",3.28
"230","2007-11-29",3.295
"231","2007-11-30",3.5
"232","2007-12-03",3.4
"233","2007-12-04",3.49
"234","2007-12-05",3.325
"235","2007-12-06",3.31
"236","2007-12-07",3.31
"237","2007-12-10",3.475
"238","2007-12-11",3.44
"239","2007-12-12",3.475
"240","2007-12-13",3.445
"241","2007-12-14",3.3
"242","2007-12-17",3.3
"243","2007-12-18",3.4
"244","2007-12-19",3.325
"245","2007-12-20",3.355
"246","2007-12-21",3.315
"247","2007-12-24",3.315
"248","2007-12-26",3.395
"249","2007-12-27",3.34
"250","2007-12-28",3.33
"251","2007-12-31",3.35
"252","2008-01-02",3.345
"253","2008-01-03",3.325
"254","2008-01-04",3.3
"255","2008-01-07",3.26
"256","2008-01-08",3.2
"257","2008-01-09",3.07
"258","2008-01-10",3.21
"259","2008-01-11",3.075
"260","2008-01-14",3.025
"261","2008-01-15",3.075
"262","2008-01-16",3.075
"263","2008-01-17",2.935
"264","2008-01-18",2.87
"265","2008-01-22",2.8
"266","2008-01-23",2.65
"267","2008-01-24",2.805
"268","2008-01-25",2.95
"269","2008-01-28",2.945
"270","2008-01-29",2.795
"271","2008-01-30",2.785
"272","2008-01-31",2.8
"273","2008-02-01",3.04
"274","2008-02-04",3.045
"275","2008-02-05",2.85
"276","2008-02-06",2.79
"277","2008-02-07",2.8
"278","2008-02-08",2.83
"279","2008-02-11",3
"280","2008-02-12",2.95
"281","2008-02-13",2.925
"282","2008-02-14",3.005
"283","2008-02-15",2.97
"284","2008-02-19",3.025
"285","2008-02-20",3.02
"286","2008-02-21",3.02
"287","2008-02-22",2.75
"288","2008-02-25",2.825
"289","2008-02-26",2.89
"290","2008-02-27",2.81
"291","2008-02-28",2.72
"292","2008-02-29",2.715
"293","2008-03-03",2.7
"294","2008-03-04",2.78
"295","2008-03-05",2.89
"296","2008-03-06",2.88
"297","2008-03-07",2.87
"298","2008-03-10",2.745
"299","2008-03-11",2.775
"300","2008-03-12",2.735
"301","2008-03-13",2.67
"302","2008-03-14",2.955
"303","2008-03-17",2.915
"304","2008-03-18",2.835
"305","2008-03-19",2.865
"306","2008-03-20",2.8
"307","2008-03-24",2.8
"308","2008-03-25",2.83
"309","2008-03-26",2.925
"310","2008-03-27",2.95
"311","2008-03-28",2.98
"312","2008-03-31",3
"313","2008-04-01",2.975
"314","2008-04-02",2.975
"315","2008-04-03",2.95
"316","2008-04-04",3.07
"317","2008-04-07",3.075
"318","2008-04-08",3.055
"319","2008-04-09",3.045
"320","2008-04-10",2.91
"321","2008-04-11",3.04
"322","2008-04-14",3.045
"323","2008-04-15",2.95
"324","2008-04-16",3.03
"325","2008-04-17",3.075
"326","2008-04-18",3.1
"327","2008-04-21",3.01
"328","2008-04-22",3.05
"329","2008-04-23",3.015
"330","2008-04-24",3.06
"331","2008-04-25",3.005
"332","2008-04-28",3.005
"333","2008-04-29",3.055
"334","2008-04-30",3.125
"335","2008-05-01",3.125
"336","2008-05-02",3.03
"337","2008-05-05",3.01
"338","2008-05-06",2.955
"339","2008-05-07",3
"340","2008-05-08",3.025
"341","2008-05-09",3.025
"342","2008-05-12",2.95
"343","2008-05-13",3.075
"344","2008-05-14",2.95
"345","2008-05-15",2.95
"346","2008-05-16",2.95
"347","2008-05-19",2.96
"348","2008-05-20",2.9
"349","2008-05-21",2.98
"350","2008-05-22",2.98
"351","2008-05-23",2.885
"352","2008-05-27",2.88
"353","2008-05-28",2.905
"354","2008-05-29",2.92
"355","2008-05-30",3.1
"356","2008-06-02",3.105
"357","2008-06-03",3.1
"358","2008-06-04",3.015
"359","2008-06-05",3.13
"360","2008-06-06",3.125
"361","2008-06-09",3.125
"362","2008-06-10",3.15
"363","2008-06-11",3.16
"364","2008-06-12",3.155
"365","2008-06-13",3.925
"366","2008-06-16",3.635
"367","2008-06-17",3.515
"368","2008-06-18",3.595
"369","2008-06-19",3.5
"370","2008-06-20",3.505
"371","2008-06-23",3.59
"372","2008-06-24",3.625
"373","2008-06-25",3.75
"374","2008-06-26",3.745
"375","2008-06-27",3.755
"376","2008-06-30",3.74
"377","2008-07-01",3.61
"378","2008-07-02",3.5
"379","2008-07-03",3.495
"380","2008-07-07",3.725
"381","2008-07-08",3.7
"382","2008-07-09",3.745
"383","2008-07-10",3.7
"384","2008-07-11",3.7
"385","2008-07-14",3.645
"386","2008-07-15",3.61
"387","2008-07-16",3.63
"388","2008-07-17",3.62
"389","2008-07-18",3.68
"390","2008-07-21",3.65
"391","2008-07-22",3.625
"392","2008-07-23",3.64
"393","2008-07-24",3.625
"394","2008-07-25",3.665
"395","2008-07-28",3.67
"396","2008-07-29",3.605
"397","2008-07-30",3.675
"398","2008-07-31",3.625
"399","2008-08-01",3.605
"400","2008-08-04",3.605
"401","2008-08-05",3.69
"402","2008-08-06",3.645
"403","2008-08-07",3.61
"404","2008-08-08",3.6
"405","2008-08-11",3.7
"406","2008-08-12",3.76
"407","2008-08-13",3.785
"408","2008-08-14",3.81
"409","2008-08-15",3.87
"410","2008-08-18",3.9
"411","2008-08-19",3.95
"412","2008-08-20",3.975
"413","2008-08-21",4.02
"414","2008-08-22",3.99
"415","2008-08-25",3.985
"416","2008-08-26",3.755
"417","2008-08-27",3.805
"418","2008-08-28",4
"419","2008-08-29",4.31
"420","2008-09-02",4.12
"421","2008-09-03",4.08
"422","2008-09-04",3.835
"423","2008-09-05",3.965
"424","2008-09-08",3.875
"425","2008-09-09",3.86
"426","2008-09-10",3.64
"427","2008-09-11",3.015
"428","2008-09-12",2.82
"429","2008-09-15",2.545
"430","2008-09-16",2.66
"431","2008-09-17",2.66
"432","2008-09-18",2.65
"433","2008-09-19",2.7
"434","2008-09-22",2.765
"435","2008-09-23",2.985
"436","2008-09-24",2.905
"437","2008-09-25",3
"438","2008-09-26",2.955
"439","2008-09-29",3
"440","2008-09-30",2.745
"441","2008-10-01",2.725
"442","2008-10-02",2.825
"443","2008-10-03",2.82
"444","2008-10-06",2.57
"445","2008-10-07",2.5
"446","2008-10-08",2.37
"447","2008-10-09",1.6
"448","2008-10-10",2.315
"449","2008-10-13",2.485
"450","2008-10-14",2.35
"451","2008-10-15",2.5
"452","2008-10-16",2.5
"453","2008-10-17",2.715
"454","2008-10-20",2.455
"455","2008-10-21",2.51
"456","2008-10-22",2.405
"457","2008-10-23",2.65
"458","2008-10-24",2.4
"459","2008-10-27",2.41
"460","2008-10-28",2.375
"461","2008-10-29",2.4
"462","2008-10-30",2.34
"463","2008-10-31",2.25
"464","2008-11-03",2.235
"465","2008-11-04",2.61
"466","2008-11-05",2.65
"467","2008-11-06",2.57
"468","2008-11-07",2.62
"469","2008-11-10",2.625
"470","2008-11-11",2.31
"471","2008-11-12",2.325
"472","2008-11-13",2.2
"473","2008-11-14",2.2
"474","2008-11-17",2.325
"475","2008-11-18",2.175
"476","2008-11-19",2.17
"477","2008-11-20",2.04
"478","2008-11-21",1.945
"479","2008-11-24",2.065
"480","2008-11-25",1.97
"481","2008-11-26",1.925
"482","2008-11-28",2.23
"483","2008-12-01",2.055
"484","2008-12-02",1.99
"485","2008-12-03",2.3
"486","2008-12-04",2.2
"487","2008-12-05",2.235
"488","2008-12-08",2.29
"489","2008-12-09",2.2
"490","2008-12-10",2.6
"491","2008-12-11",2.355
"492","2008-12-12",3.055
"493","2008-12-15",2.705
"494","2008-12-16",2.75
"495","2008-12-17",2.295
"496","2008-12-18",2.51
"497","2008-12-19",2.505
"498","2008-12-22",2.395
"499","2008-12-23",2.88
"500","2008-12-24",2.5
"501","2008-12-26",2.55
"502","2008-12-29",2.495
"503","2008-12-30",2.505
"504","2008-12-31",2.42
"505","2009-01-02",2.4
"506","2009-01-05",2.5
"507","2009-01-06",2.455
"508","2009-01-07",2.47
"509","2009-01-08",2.41
"510","2009-01-09",2.395
"511","2009-01-12",2.225
"512","2009-01-13",2.41
"513","2009-01-14",2.27
"514","2009-01-15",2.025
"515","2009-01-16",1.91
"516","2009-01-20",1.75
"517","2009-01-21",1.83
"518","2009-01-22",1.98
"519","2009-01-23",1.875
"520","2009-01-26",1.775
"521","2009-01-27",1.8
"522","2009-01-28",1.85
"523","2009-01-29",2.03
"524","2009-01-30",2.09
"525","2009-02-02",2.05
"526","2009-02-03",2.055
"527","2009-02-04",2.105
"528","2009-02-05",2.05
"529","2009-02-06",2.095
"530","2009-02-09",2.075
"531","2009-02-10",2.025
"532","2009-02-11",2.025
"533","2009-02-12",2.07
"534","2009-02-13",2
"535","2009-02-17",2.045
"536","2009-02-18",2.05
"537","2009-02-19",2.055
"538","2009-02-20",2.075
"539","2009-02-23",2.055
"540","2009-02-24",2.1
"541","2009-02-25",2.09
"542","2009-02-26",2.1
"543","2009-02-27",2.1
"544","2009-03-02",1.855
"545","2009-03-03",1.865
"546","2009-03-04",1.935
"547","2009-03-05",1.87
"548","2009-03-06",1.885
"549","2009-03-09",1.885
"550","2009-03-10",1.99
"551","2009-03-11",1.995
"552","2009-03-12",2
"553","2009-03-13",2.025
"554","2009-03-16",2.025
"555","2009-03-17",1.705
"556","2009-03-18",1.6
"557","2009-03-19",1.525
"558","2009-03-20",1.63
"559","2009-03-23",1.66
"560","2009-03-24",1.49
"561","2009-03-25",1.545
"562","2009-03-26",1.605
"563","2009-03-27",1.58
"564","2009-03-30",1.575
"565","2009-03-31",1.5
"566","2009-04-01",1.655
"567","2009-04-02",1.55
"568","2009-04-03",1.51
"569","2009-04-06",1.425
"570","2009-04-07",1.575
"571","2009-04-08",1.515
"572","2009-04-09",1.595
"573","2009-04-13",1.515
"574","2009-04-14",1.575
"575","2009-04-15",1.575
"576","2009-04-16",1.6
"577","2009-04-17",1.63
"578","2009-04-20",1.605
"579","2009-04-21",1.675
"580","2009-04-22",1.675
"581","2009-04-23",1.65
"582","2009-04-24",1.73
"583","2009-04-27",1.72
"584","2009-04-28",1.635
"585","2009-04-29",1.715
"586","2009-04-30",1.69
"587","2009-05-01",1.7
"588","2009-05-04",1.7
"589","2009-05-05",1.775
"590","2009-05-06",1.85
"591","2009-05-07",1.8
"592","2009-05-08",1.775
"593","2009-05-11",1.825
"594","2009-05-12",1.755
"595","2009-05-13",1.775
"596","2009-05-14",1.81
"597","2009-05-15",1.775
"598","2009-05-18",1.785
"599","2009-05-19",1.775
"600","2009-05-20",1.9
"601","2009-05-21",1.795
"602","2009-05-22",1.8
"603","2009-05-26",1.89
"604","2009-05-27",1.9
"605","2009-05-28",1.905
"606","2009-05-29",1.78
"607","2009-06-01",1.875
"608","2009-06-02",1.925
"609","2009-06-03",1.905
"610","2009-06-04",1.995
"611","2009-06-05",1.975
"612","2009-06-08",2
"613","2009-06-09",2.05
"614","2009-06-10",2.05
"615","2009-06-11",2.115
"616","2009-06-12",1.995
"617","2009-06-15",2
"618","2009-06-16",2.095
"619","2009-06-17",2.055
"620","2009-06-18",1.93
"621","2009-06-19",1.93
"622","2009-06-22",1.9
"623","2009-06-23",2
"624","2009-06-24",2
"625","2009-06-25",1.91
"626","2009-06-26",1.93
"627","2009-06-29",2
"628","2009-06-30",1.975
"629","2009-07-01",2.05
"630","2009-07-02",2.05
"631","2009-07-06",2
"632","2009-07-07",2
"633","2009-07-08",1.905
"634","2009-07-09",1.985
"635","2009-07-10",1.9
"636","2009-07-13",2
"637","2009-07-14",1.92
"638","2009-07-15",2
"639","2009-07-16",2
"640","2009-07-17",2
"641","2009-07-20",1.94
"642","2009-07-21",2
"643","2009-07-22",2.095
"644","2009-07-23",2.105
"645","2009-07-24",2.16
"646","2009-07-27",2.2
"647","2009-07-28",2.15
"648","2009-07-29",2.14
"649","2009-07-30",2.14
"650","2009-07-31",2.25
"651","2009-08-03",2.3
"652","2009-08-04",2.235
"653","2009-08-05",2.445
"654","2009-08-06",2.395
"655","2009-08-07",2.41
"656","2009-08-10",2.335
"657","2009-08-11",2.4
"658","2009-08-12",2.4
"659","2009-08-13",2.305
"660","2009-08-14",2.28
"661","2009-08-17",2.165
"662","2009-08-18",2.165
"663","2009-08-19",2.225
"664","2009-08-20",2.165
"665","2009-08-21",2.105
"666","2009-08-24",2.1
"667","2009-08-25",2.15
"668","2009-08-26",2.225
"669","2009-08-27",2.125
"670","2009-08-28",2.1
"671","2009-08-31",2.05
"672","2009-09-01",2.05
"673","2009-09-02",2.005
"674","2009-09-03",2.015
"675","2009-09-04",2.1
"676","2009-09-08",2.005
"677","2009-09-09",2.025
"678","2009-09-10",2.04
"679","2009-09-11",2.095
"680","2009-09-14",2
"681","2009-09-15",1.975
"682","2009-09-16",1.98
"683","2009-09-17",2.035
"684","2009-09-18",1.975
"685","2009-09-21",2.035
"686","2009-09-22",2.065
"687","2009-09-23",1.975
"688","2009-09-24",1.97
"689","2009-09-25",2
"690","2009-09-28",1.99
"691","2009-09-29",2.03
"692","2009-09-30",2.03
"693","2009-10-01",1.99
"694","2009-10-02",1.975
"695","2009-10-05",2.005
"696","2009-10-06",1.95
"697","2009-10-07",1.94
"698","2009-10-08",1.94
"699","2009-10-09",1.995
"700","2009-10-12",1.935
"701","2009-10-13",1.95
"702","2009-10-14",1.95
"703","2009-10-15",1.97
"704","2009-10-16",1.975
"705","2009-10-19",2.025
"706","2009-10-20",2.005
"707","2009-10-21",2.125
"708","2009-10-22",2
"709","2009-10-23",2.01
"710","2009-10-26",2
"711","2009-10-27",1.995
"712","2009-10-28",2.005
"713","2009-10-29",2.125
"714","2009-10-30",2.025
"715","2009-11-02",2.015
"716","2009-11-03",2.025
"717","2009-11-04",2.025
"718","2009-11-05",2.015
"719","2009-11-06",2.04
"720","2009-11-09",2.025
"721","2009-11-10",2.02
"722","2009-11-11",2.02
"723","2009-11-12",2.025
"724","2009-11-13",2.05
"725","2009-11-16",2.09
"726","2009-11-17",2.04
"727","2009-11-18",2.08
"728","2009-11-19",2.085
"729","2009-11-20",2.06
"730","2009-11-23",2.055
"731","2009-11-24",2.05
"732","2009-11-25",2.075
"733","2009-11-27",2.145
"734","2009-11-30",2.14
"735","2009-12-01",2.2
"736","2009-12-02",2.2
"737","2009-12-03",2.2
"738","2009-12-04",2.195
"739","2009-12-07",2.2
"740","2009-12-08",2.2
"741","2009-12-09",2.2
"742","2009-12-10",2.14
"743","2009-12-11",2.105
"744","2009-12-14",2.185
"745","2009-12-15",2.2
"746","2009-12-16",2.4
"747","2009-12-17",2.37
"748","2009-12-18",2.21
"749","2009-12-21",2.21
"750","2009-12-22",2.2
"751","2009-12-23",2.195
"752","2009-12-24",2.27
"753","2009-12-28",2.18
"754","2009-12-29",2.225
"755","2009-12-30",2.25
"756","2009-12-31",2.25
"757","2010-01-04",2.21
"758","2010-01-05",2.21
"759","2010-01-06",2.21
"760","2010-01-07",2.22
"761","2010-01-08",2.25
"762","2010-01-11",2.325
"763","2010-01-12",2.3
"764","2010-01-13",2.31
"765","2010-01-14",2.31
"766","2010-01-15",2.31
"767","2010-01-19",2.305
"768","2010-01-20",2.305
"769","2010-01-21",2.245
"770","2010-01-22",2.3
"771","2010-01-25",2.3
"772","2010-01-26",2.3
"773","2010-01-27",2.3
"774","2010-01-28",2.425
"775","2010-01-29",2.335
"776","2010-02-01",2.335
"777","2010-02-02",2.295
"778","2010-02-03",2.255
"779","2010-02-04",2.26
"780","2010-02-05",2.26
"781","2010-02-08",2.26
"782","2010-02-09",2.25
"783","2010-02-10",2.505
"784","2010-02-11",2.56
"785","2010-02-12",2.585
"786","2010-02-16",2.45
"787","2010-02-17",2.5
"788","2010-02-18",2.5
"789","2010-02-19",2.525
"790","2010-02-22",2.5
"791","2010-02-23",2.35
"792","2010-02-24",2.355
"793","2010-02-25",2.355
"794","2010-02-26",2.375
"795","2010-03-01",2.39
"796","2010-03-02",2.355
"797","2010-03-03",2.465
"798","2010-03-04",2.38
"799","2010-03-05",2.405
"800","2010-03-08",2.42
"801","2010-03-09",2.43
"802","2010-03-10",2.45
"803","2010-03-11",2.325
"804","2010-03-12",2.425
"805","2010-03-15",2.44
"806","2010-03-16",2.45
"807","2010-03-17",2.45
"808","2010-03-18",2.45
"809","2010-03-19",2.45
"810","2010-03-22",2.45
"811","2010-03-23",2.495
"812","2010-03-24",2.4
"813","2010-03-25",2.445
"814","2010-03-26",2.405
"815","2010-03-29",2.405
"816","2010-03-30",2.515
"817","2010-03-31",2.55
"818","2010-04-01",2.55
"819","2010-04-05",2.405
"820","2010-04-06",2.6
"821","2010-04-07",2.535
"822","2010-04-08",2.525
"823","2010-04-09",2.525
"824","2010-04-12",2.525
"825","2010-04-13",2.6
"826","2010-04-14",2.675
"827","2010-04-15",2.6
"828","2010-04-16",2.57
"829","2010-04-19",2.45
"830","2010-04-20",2.455
"831","2010-04-21",2.535
"832","2010-04-22",2.535
"833","2010-04-23",2.545
"834","2010-04-26",2.545
"835","2010-04-27",2.595
"836","2010-04-28",2.7
"837","2010-04-29",2.645
"838","2010-04-30",2.54
"839","2010-05-03",2.54
"840","2010-05-04",2.54
"841","2010-05-05",2.505
"842","2010-05-06",2.455
"843","2010-05-07",2.45
"844","2010-05-10",2.575
"845","2010-05-11",2.5
"846","2010-05-12",2.525
"847","2010-05-13",2.525
"848","2010-05-14",2.46
"849","2010-05-17",2.495
"850","2010-05-18",2.45
"851","2010-05-19",2.565
"852","2010-05-20",2.46
"853","2010-05-21",2.45
"854","2010-05-24",2.57
"855","2010-05-25",2.455
"856","2010-05-26",2.455
"857","2010-05-27",2.55
"858","2010-05-28",2.55
"859","2010-06-01",2.55
"860","2010-06-02",2.57
"861","2010-06-03",2.57
"862","2010-06-04",2.49
"863","2010-06-07",2.5
"864","2010-06-08",2.565
"865","2010-06-09",2.595
"866","2010-06-10",2.555
"867","2010-06-11",2.55
"868","2010-06-14",2.55
"869","2010-06-15",2.62
"870","2010-06-16",2.62
"871","2010-06-17",2.62
"872","2010-06-18",2.57
"873","2010-06-21",2.6
"874","2010-06-22",2.565
"875","2010-06-23",2.59
"876","2010-06-24",2.59
"877","2010-06-25",2.625
"878","2010-06-28",2.625
"879","2010-06-29",2.6
"880","2010-06-30",2.63
"881","2010-07-01",2.635
"882","2010-07-02",2.69
"883","2010-07-06",2.59
"884","2010-07-07",2.69
"885","2010-07-08",2.7
"886","2010-07-09",2.7
"887","2010-07-12",2.625
"888","2010-07-13",2.7
"889","2010-07-14",2.7
"890","2010-07-15",2.7
"891","2010-07-16",2.845
"892","2010-07-19",2.845
"893","2010-07-20",2.815
"894","2010-07-21",2.815
"895","2010-07-22",2.84
"896","2010-07-23",2.92
"897","2010-07-26",2.885
"898","2010-07-27",2.775
"899","2010-07-28",2.75
"900","2010-07-29",2.725
"901","2010-07-30",2.685
"902","2010-08-02",2.65
"903","2010-08-03",2.7
"904","2010-08-04",2.755
"905","2010-08-05",2.755
"906","2010-08-06",2.74
"907","2010-08-09",2.74
"908","2010-08-10",2.69
"909","2010-08-11",2.675
"910","2010-08-12",2.69
"911","2010-08-13",2.77
"912","2010-08-16",2.715
"913","2010-08-17",2.705
"914","2010-08-18",2.63
"915","2010-08-19",2.63
"916","2010-08-20",2.715
"917","2010-08-23",2.655
"918","2010-08-24",2.655
"919","2010-08-25",2.62
"920","2010-08-26",2.6
"921","2010-08-27",2.625
"922","2010-08-30",2.66
"923","2010-08-31",2.66
"924","2010-09-01",2.675
"925","2010-09-02",2.69
"926","2010-09-03",2.62
"927","2010-09-07",2.705
"928","2010-09-08",2.7
"929","2010-09-09",2.74
"930","2010-09-10",2.775
"931","2010-09-13",2.975
"932","2010-09-14",2.925
"933","2010-09-15",2.795
"934","2010-09-16",2.93
"935","2010-09-17",3
"936","2010-09-20",3.365
"937","2010-09-21",3.25
"938","2010-09-22",3.19
"939","2010-09-23",3.255
"940","2010-09-24",3.285
"941","2010-09-27",3.475
"942","2010-09-28",3.5
"943","2010-09-29",3.115
"944","2010-09-30",3.115
"945","2010-10-01",3.16
"946","2010-10-04",3.225
"947","2010-10-05",3.25
"948","2010-10-06",3.375
"949","2010-10-07",3.37
"950","2010-10-08",3.35
"951","2010-10-11",3.165
"952","2010-10-12",3.375
"953","2010-10-13",3.275
"954","2010-10-14",3.2
"955","2010-10-15",3.23
"956","2010-10-18",3.345
"957","2010-10-19",3.3
"958","2010-10-20",3.3
"959","2010-10-21",3.31
"960","2010-10-22",3.2
"961","2010-10-25",3.325
"962","2010-10-26",3.35
"963","2010-10-27",3.285
"964","2010-10-28",3.345
"965","2010-10-29",3.4
"966","2010-11-01",3.255
"967","2010-11-02",3.305
"968","2010-11-03",3.375
"969","2010-11-04",3.28
"970","2010-11-05",3.25
"971","2010-11-08",3.15
"972","2010-11-09",3.25
"973","2010-11-10",3.145
"974","2010-11-11",3.245
"975","2010-11-12",3.21
"976","2010-11-15",3.18
"977","2010-11-16",3.25
"978","2010-11-17",3.235
"979","2010-11-18",3.115
"980","2010-11-19",3.055
"981","2010-11-22",3
"982","2010-11-23",3.04
"983","2010-11-24",3.035
"984","2010-11-26",3.035
"985","2010-11-29",3.035
"986","2010-11-30",3.06
"987","2010-12-01",3.105
"988","2010-12-02",3.11
"989","2010-12-03",3.11
"990","2010-12-06",3.085
"991","2010-12-07",3.125
"992","2010-12-08",3.16
"993","2010-12-09",3.16
"994","2010-12-10",3.14
"995","2010-12-13",3.25
"996","2010-12-14",3.255
"997","2010-12-15",3.455
"998","2010-12-16",3.375
"999","2010-12-17",3.265
"1000","2010-12-20",3.18
"1001","2010-12-21",3.245
"1002","2010-12-22",3.23
