"","date","STT"
"1","2007-01-03",68.110001
"2","2007-01-04",68.610001
"3","2007-01-05",68.400002
"4","2007-01-08",69.120003
"5","2007-01-09",68.849998
"6","2007-01-10",69.43
"7","2007-01-11",70.690002
"8","2007-01-12",71.150002
"9","2007-01-16",71.019997
"10","2007-01-17",72.059998
"11","2007-01-18",71.580002
"12","2007-01-19",71.540001
"13","2007-01-22",70.599998
"14","2007-01-23",70.790001
"15","2007-01-24",71.709999
"16","2007-01-25",70.220001
"17","2007-01-26",70.07
"18","2007-01-29",69.639999
"19","2007-01-30",70.239998
"20","2007-01-31",71.050003
"21","2007-02-01",71.769997
"22","2007-02-02",71.75
"23","2007-02-05",67.080002
"24","2007-02-06",68.169998
"25","2007-02-07",68.669998
"26","2007-02-08",68.230003
"27","2007-02-09",68.349998
"28","2007-02-12",68.330002
"29","2007-02-13",68.900002
"30","2007-02-14",70.080002
"31","2007-02-15",70.589996
"32","2007-02-16",70.169998
"33","2007-02-20",70.650002
"34","2007-02-21",70.099998
"35","2007-02-22",70.110001
"36","2007-02-23",69.220001
"37","2007-02-26",68.400002
"38","2007-02-27",65.199997
"39","2007-02-28",65.510002
"40","2007-03-01",65.830002
"41","2007-03-02",65.080002
"42","2007-03-05",64.389999
"43","2007-03-06",65.879997
"44","2007-03-07",65.239998
"45","2007-03-08",65.529999
"46","2007-03-09",65.32
"47","2007-03-12",64.620003
"48","2007-03-13",62.279999
"49","2007-03-14",63.110001
"50","2007-03-15",63.599998
"51","2007-03-16",63.259998
"52","2007-03-19",63.41
"53","2007-03-20",63.27
"54","2007-03-21",65.300003
"55","2007-03-22",64.940002
"56","2007-03-23",66.040001
"57","2007-03-26",65.720001
"58","2007-03-27",64.980003
"59","2007-03-28",65.040001
"60","2007-03-29",65.07
"61","2007-03-30",64.75
"62","2007-04-02",64.660004
"63","2007-04-03",66.010002
"64","2007-04-04",65.860001
"65","2007-04-05",66.860001
"66","2007-04-09",66.989998
"67","2007-04-10",66.870003
"68","2007-04-11",66.160004
"69","2007-04-12",66.110001
"70","2007-04-13",66.589996
"71","2007-04-16",67.919998
"72","2007-04-17",68.709999
"73","2007-04-18",68.93
"74","2007-04-19",68.330002
"75","2007-04-20",69.510002
"76","2007-04-23",69.010002
"77","2007-04-24",68.910004
"78","2007-04-25",69.720001
"79","2007-04-26",69.339996
"80","2007-04-27",69.5
"81","2007-04-30",68.870003
"82","2007-05-01",68.709999
"83","2007-05-02",69.440002
"84","2007-05-03",69.889999
"85","2007-05-04",69.800003
"86","2007-05-07",69.830002
"87","2007-05-08",69.389999
"88","2007-05-09",69.639999
"89","2007-05-10",68.120003
"90","2007-05-11",68.43
"91","2007-05-14",67.919998
"92","2007-05-15",66.970001
"93","2007-05-16",67.050003
"94","2007-05-17",67.300003
"95","2007-05-18",68.379997
"96","2007-05-21",68.879997
"97","2007-05-22",68.669998
"98","2007-05-23",67.980003
"99","2007-05-24",66.940002
"100","2007-05-25",67.57
"101","2007-05-29",67.699997
"102","2007-05-30",68.440002
"103","2007-05-31",68.269997
"104","2007-06-01",68.050003
"105","2007-06-04",68.379997
"106","2007-06-05",68.309998
"107","2007-06-06",67.75
"108","2007-06-07",66.419998
"109","2007-06-08",67.68
"110","2007-06-11",68.160004
"111","2007-06-12",66.760002
"112","2007-06-13",68.739998
"113","2007-06-14",68.769997
"114","2007-06-15",69.839996
"115","2007-06-18",70.25
"116","2007-06-19",70.449997
"117","2007-06-20",69.370003
"118","2007-06-21",69.419998
"119","2007-06-22",68.32
"120","2007-06-25",68.18
"121","2007-06-26",67.760002
"122","2007-06-27",68.730003
"123","2007-06-28",69.07
"124","2007-06-29",68.400002
"125","2007-07-02",68.699997
"126","2007-07-03",70.349998
"127","2007-07-05",69.980003
"128","2007-07-06",69.849998
"129","2007-07-09",69.029999
"130","2007-07-10",67.629997
"131","2007-07-11",67.620003
"132","2007-07-12",68.849998
"133","2007-07-13",70.019997
"134","2007-07-16",70.389999
"135","2007-07-17",71.870003
"136","2007-07-18",71.400002
"137","2007-07-19",71.389999
"138","2007-07-20",70
"139","2007-07-23",70.839996
"140","2007-07-24",68.650002
"141","2007-07-25",69.300003
"142","2007-07-26",67.489998
"143","2007-07-27",66.709999
"144","2007-07-30",68.040001
"145","2007-07-31",67.029999
"146","2007-08-01",67.199997
"147","2007-08-02",68.32
"148","2007-08-03",66.269997
"149","2007-08-06",68.949997
"150","2007-08-07",69.860001
"151","2007-08-08",72.059998
"152","2007-08-09",70.559998
"153","2007-08-10",68.029999
"154","2007-08-13",68.480003
"155","2007-08-14",65.239998
"156","2007-08-15",62.52
"157","2007-08-16",62.07
"158","2007-08-17",64
"159","2007-08-20",62.580002
"160","2007-08-21",60.93
"161","2007-08-22",63.07
"162","2007-08-23",63.68
"163","2007-08-24",64.300003
"164","2007-08-27",63.880001
"165","2007-08-28",61.16
"166","2007-08-29",61
"167","2007-08-30",59.48
"168","2007-08-31",61.360001
"169","2007-09-04",62.66
"170","2007-09-05",61.970001
"171","2007-09-06",62.610001
"172","2007-09-07",60.939999
"173","2007-09-10",60.490002
"174","2007-09-11",61.150002
"175","2007-09-12",61.709999
"176","2007-09-13",63.470001
"177","2007-09-14",64.849998
"178","2007-09-17",64.25
"179","2007-09-18",67.029999
"180","2007-09-19",67.779999
"181","2007-09-20",66.449997
