"","date","DISCB"
"1","2007-01-03",8.435898
"2","2007-01-04",8.430769
"3","2007-01-05",8.430769
"4","2007-01-08",8.553846
"5","2007-01-09",8.574359
"6","2007-01-10",8.574359
"7","2007-01-11",8.574359
"8","2007-01-12",8.651282
"9","2007-01-16",8.887179
"10","2007-01-17",8.789743
"11","2007-01-18",8.810256
"12","2007-01-19",8.810256
"13","2007-01-22",8.743589
"14","2007-01-23",8.743589
"15","2007-01-24",8.774359
"16","2007-01-25",8.492308
"17","2007-01-26",8.410256
"18","2007-01-29",8.548717
"19","2007-01-30",8.523077
"20","2007-01-31",8.333333
"21","2007-02-01",8.523077
"22","2007-02-02",8.430769
"23","2007-02-05",8.405128
"24","2007-02-06",8.317948
"25","2007-02-07",8.317948
"26","2007-02-08",8.266666
"27","2007-02-09",8.205129
"28","2007-02-12",8.205129
"29","2007-02-13",8.358974
"30","2007-02-14",8.466666
"31","2007-02-15",8.45641
"32","2007-02-16",8.415384
"33","2007-02-20",8.415384
"34","2007-02-21",8.410256
"35","2007-02-22",8.394872
"36","2007-02-23",8.333333
"37","2007-02-26",8.307693
"38","2007-02-27",8.179487
"39","2007-02-28",8.235897
"40","2007-03-01",8.348718
"41","2007-03-02",8.348718
"42","2007-03-05",8.164103
"43","2007-03-06",8.615385
"44","2007-03-07",8.784616
"45","2007-03-08",8.8
"46","2007-03-09",8.820513
"47","2007-03-12",8.820513
"48","2007-03-13",8.717949
"49","2007-03-14",8.646153
"50","2007-03-15",8.646153
"51","2007-03-16",8.646153
"52","2007-03-19",8.851282
"53","2007-03-20",8.769231
"54","2007-03-21",9.117949
"55","2007-03-22",9.046154
"56","2007-03-23",9.430769
"57","2007-03-26",9.405128
"58","2007-03-27",9.28718
"59","2007-03-28",9.389744
"60","2007-03-29",9.979487
"61","2007-03-30",9.851282
"62","2007-04-02",9.871795
"63","2007-04-03",10.174359
"64","2007-04-04",10.256411
"65","2007-04-05",10.241026
"66","2007-04-09",10.353847
"67","2007-04-10",10.564102
"68","2007-04-11",10.51282
"69","2007-04-12",10.641026
"70","2007-04-13",10.702564
"71","2007-04-16",10.784616
"72","2007-04-17",10.676923
"73","2007-04-18",10.835897
"74","2007-04-19",10.68718
"75","2007-04-20",10.815385
"76","2007-04-23",10.733334
"77","2007-04-24",10.928205
"78","2007-04-25",11.276923
"79","2007-04-26",11.076923
"80","2007-04-27",11.071795
"81","2007-04-30",11.184615
"82","2007-05-01",11.041026
"83","2007-05-02",10.979487
"84","2007-05-03",11.241026
"85","2007-05-04",11.220512
"86","2007-05-07",11.666667
"87","2007-05-08",11.794871
"88","2007-05-09",11.523077
"89","2007-05-10",11.282051
"90","2007-05-11",11.441026
"91","2007-05-14",11.65641
"92","2007-05-15",11.6
"93","2007-05-16",11.717949
"94","2007-05-17",11.615385
"95","2007-05-18",11.692307
"96","2007-05-21",12.102564
"97","2007-05-22",12.071795
"98","2007-05-23",11.871795
"99","2007-05-24",11.717949
"100","2007-05-25",11.769231
"101","2007-05-29",12
"102","2007-05-30",11.912821
"103","2007-05-31",11.974359
"104","2007-06-01",12.066667
"105","2007-06-04",12.194872
"106","2007-06-05",12.097436
"107","2007-06-06",12.117949
"108","2007-06-07",11.871795
"109","2007-06-08",12.051282
"110","2007-06-11",12.035897
"111","2007-06-12",12.4
"112","2007-06-13",12.282051
"113","2007-06-14",12.394872
"114","2007-06-15",12.441026
"115","2007-06-18",12.220512
"116","2007-06-19",12.297436
"117","2007-06-20",12.184615
"118","2007-06-21",12.020513
"119","2007-06-22",12.035897
"120","2007-06-25",11.717949
"121","2007-06-26",11.71282
"122","2007-06-27",11.641026
"123","2007-06-28",11.641026
"124","2007-06-29",11.820513
"125","2007-07-02",11.953846
"126","2007-07-03",11.953846
"127","2007-07-05",11.969231
"128","2007-07-06",11.892307
"129","2007-07-09",11.892307
"130","2007-07-10",12.076923
"131","2007-07-11",12.061539
"132","2007-07-12",12.174359
"133","2007-07-13",12.230769
"134","2007-07-16",13.102564
"135","2007-07-17",13.194872
"136","2007-07-18",13.220512
"137","2007-07-19",13.302564
"138","2007-07-20",12.897436
"139","2007-07-23",13
"140","2007-07-24",12.882051
"141","2007-07-25",12.528205
"142","2007-07-26",12.256411
"143","2007-07-27",12.435898
"144","2007-07-30",12.235897
"145","2007-07-31",12.179487
"146","2007-08-01",11.876923
"147","2007-08-02",12.205129
"148","2007-08-03",12.123077
"149","2007-08-06",12.297436
"150","2007-08-07",12.482051
"151","2007-08-08",13.333333
"152","2007-08-09",13.076923
"153","2007-08-10",12.625641
"154","2007-08-13",12.54359
"155","2007-08-14",12.425641
"156","2007-08-15",12.184615
"157","2007-08-16",11.492308
"158","2007-08-17",11.594872
"159","2007-08-20",12.123077
"160","2007-08-21",12.123077
"161","2007-08-22",12.307693
"162","2007-08-23",12.092308
"163","2007-08-24",12.092308
"164","2007-08-27",12.717949
"165","2007-08-28",12.256411
"166","2007-08-29",12.68718
"167","2007-08-30",12.615385
"168","2007-08-31",12.923077
"169","2007-09-04",13
"170","2007-09-05",12.958974
"171","2007-09-06",12.938461
"172","2007-09-07",13.025641
"173","2007-09-10",13.256411
"174","2007-09-11",13.405128
"175","2007-09-12",13.517949
"176","2007-09-13",13.635898
"177","2007-09-14",13.476923
"178","2007-09-17",13.256411
"179","2007-09-18",13.235897
"180","2007-09-19",13.589744
"181","2007-09-20",13.410256
"182","2007-09-21",14.210257
"183","2007-09-24",13.989743
"184","2007-09-25",14.292308
"185","2007-09-26",14.410256
"186","2007-09-27",14.866667
"187","2007-09-28",14.974359
"188","2007-10-01",15.051282
"189","2007-10-02",14.851282
"190","2007-10-03",14.969231
"191","2007-10-04",15.179487
"192","2007-10-05",15.31282
"193","2007-10-08",15.05641
"194","2007-10-09",15.117949
"195","2007-10-10",15.194872
"196","2007-10-11",14.871795
"197","2007-10-12",14.871795
"198","2007-10-15",14.497436
"199","2007-10-16",14.497436
"200","2007-10-17",14.497436
"201","2007-10-18",14.558974
"202","2007-10-19",14.276923
"203","2007-10-22",14.276923
"204","2007-10-23",14.276923
"205","2007-10-24",14.358974
"206","2007-10-25",14.866667
"207","2007-10-26",14.866667
"208","2007-10-29",14.707692
"209","2007-10-30",14.646153
"210","2007-10-31",14.646153
"211","2007-11-01",14.48718
"212","2007-11-02",14.528205
"213","2007-11-05",14.158975
"214","2007-11-06",14.271795
"215","2007-11-07",14.271795
"216","2007-11-08",14.271795
"217","2007-11-09",14.271795
"218","2007-11-12",13.846154
"219","2007-11-13",13.846154
"220","2007-11-14",13.646153
"221","2007-11-15",13.646153
"222","2007-11-16",13.743589
"223","2007-11-19",14.974359
"224","2007-11-20",13.046154
"225","2007-11-21",13.025641
"226","2007-11-23",13.025641
"227","2007-11-26",15.123077
"228","2007-11-27",14.112821
"229","2007-11-28",14.112821
"230","2007-11-29",14.112821
"231","2007-11-30",14.112821
"232","2007-12-03",13.882051
"233","2007-12-04",13.882051
"234","2007-12-05",13.882051
"235","2007-12-06",14.733334
"236","2007-12-07",14.733334
"237","2007-12-10",14.866667
"238","2007-12-11",14.866667
"239","2007-12-12",14.482051
"240","2007-12-13",14.482051
"241","2007-12-14",14.482051
"242","2007-12-17",14.482051
"243","2007-12-18",13.410256
"244","2007-12-19",13.410256
"245","2007-12-20",13.410256
"246","2007-12-21",13.410256
"247","2007-12-24",13.410256
"248","2007-12-26",13.430769
"249","2007-12-27",13.153846
"250","2007-12-28",13.128205
"251","2007-12-31",13.128205
"252","2008-01-02",13.128205
"253","2008-01-03",15.353847
"254","2008-01-04",14.866667
"255","2008-01-07",13.923077
"256","2008-01-08",13.923077
"257","2008-01-09",13.025641
"258","2008-01-10",13.025641
"259","2008-01-11",12.897436
"260","2008-01-14",12.897436
"261","2008-01-15",14.379487
"262","2008-01-16",14.451283
"263","2008-01-17",14.451283
"264","2008-01-18",14.451283
"265","2008-01-22",12.594872
"266","2008-01-23",12.246154
"267","2008-01-24",12.615385
"268","2008-01-25",12.769231
"269","2008-01-28",12.758974
"270","2008-01-29",12.676923
"271","2008-01-30",12.676923
"272","2008-01-31",12.307693
"273","2008-02-01",12.461538
"274","2008-02-04",12.887179
"275","2008-02-05",12.887179
"276","2008-02-06",13.030769
"277","2008-02-07",13.030769
"278","2008-02-08",12.717949
"279","2008-02-11",12.717949
"280","2008-02-12",13.117949
"281","2008-02-13",13.117949
"282","2008-02-14",13.589744
"283","2008-02-15",13.589744
"284","2008-02-19",12.820513
"285","2008-02-20",12.820513
"286","2008-02-21",12.820513
"287","2008-02-22",12.820513
"288","2008-02-25",12.820513
