"","date","SUN"
"1","2012-09-20",22.91
"2","2012-09-21",23.08
"3","2012-09-24",23.030001
"4","2012-09-25",23.09
"5","2012-09-26",23.309999
"6","2012-09-27",23.4
"7","2012-09-28",24
"8","2012-10-01",23.9
"9","2012-10-02",23.77
"10","2012-10-03",23.450001
"11","2012-10-04",23.84
"12","2012-10-05",24.32
"13","2012-10-08",23.809999
"14","2012-10-09",23.809999
"15","2012-10-10",24.1
"16","2012-10-11",24.32
"17","2012-10-12",24.940001
"18","2012-10-15",25.280001
"19","2012-10-16",25.26
"20","2012-10-17",25.01
"21","2012-10-18",25.209999
"22","2012-10-19",25.110001
"23","2012-10-22",25.1
"24","2012-10-23",24.9
"25","2012-10-24",24.5
"26","2012-10-25",24.35
"27","2012-10-26",24.4
"28","2012-10-31",24.58
"29","2012-11-01",24.610001
"30","2012-11-02",24.08
"31","2012-11-05",23.91
"32","2012-11-06",23.92
"33","2012-11-07",24.219999
"34","2012-11-08",24.34
"35","2012-11-09",24.76
"36","2012-11-12",25.959999
"37","2012-11-13",25.309999
"38","2012-11-14",24.66
"39","2012-11-15",24.15
"40","2012-11-16",24.459999
"41","2012-11-19",24.41
"42","2012-11-20",24.110001
"43","2012-11-21",24.33
"44","2012-11-23",24.32
"45","2012-11-26",24.23
"46","2012-11-27",24.200001
"47","2012-11-28",24.549999
"48","2012-11-29",24.49
"49","2012-11-30",24.969999
"50","2012-12-03",25.25
"51","2012-12-04",24.85
"52","2012-12-05",25.23
"53","2012-12-06",24.75
"54","2012-12-07",24.98
"55","2012-12-10",24.85
"56","2012-12-11",24.879999
"57","2012-12-12",24.48
"58","2012-12-13",24.49
"59","2012-12-14",24.58
"60","2012-12-17",24.9
"61","2012-12-18",24.91
"62","2012-12-19",25.1
"63","2012-12-20",24.969999
"64","2012-12-21",24.9
"65","2012-12-24",25.17
"66","2012-12-26",24.93
"67","2012-12-27",24.91
"68","2012-12-28",24.870001
"69","2012-12-31",25.16
"70","2013-01-02",25.99
"71","2013-01-03",26.860001
"72","2013-01-04",26.76
"73","2013-01-07",26.809999
"74","2013-01-08",27.219999
"75","2013-01-09",28.299999
"76","2013-01-10",28.639999
"77","2013-01-11",28.709999
"78","2013-01-14",28.790001
"79","2013-01-15",28.68
"80","2013-01-16",29.110001
"81","2013-01-17",28.719999
"82","2013-01-18",28.969999
"83","2013-01-22",28.99
"84","2013-01-23",28.879999
"85","2013-01-24",28.93
"86","2013-01-25",28.950001
"87","2013-01-28",28.93
"88","2013-01-29",28.879999
"89","2013-01-30",28.75
"90","2013-01-31",29
"91","2013-02-01",27.98
"92","2013-02-04",27.93
"93","2013-02-05",28.41
"94","2013-02-06",28.809999
"95","2013-02-07",28.66
"96","2013-02-08",29.129999
"97","2013-02-11",29
"98","2013-02-12",28.43
"99","2013-02-13",28.299999
"100","2013-02-14",27.75
"101","2013-02-15",26.709999
"102","2013-02-19",28.370001
"103","2013-02-20",27.709999
"104","2013-02-21",27.450001
"105","2013-02-22",27.950001
"106","2013-02-25",28.309999
"107","2013-02-26",29.25
"108","2013-02-27",28.690001
"109","2013-02-28",29.139999
"110","2013-03-01",29.389999
"111","2013-03-04",29.629999
"112","2013-03-05",30.1
"113","2013-03-06",30.860001
"114","2013-03-07",30.790001
"115","2013-03-08",30.82
"116","2013-03-11",30.98
"117","2013-03-12",31.26
"118","2013-03-13",31.42
"119","2013-03-14",31.66
"120","2013-03-15",31.799999
"121","2013-03-18",31.299999
"122","2013-03-19",31.65
"123","2013-03-20",32.040001
"124","2013-03-21",32.419998
"125","2013-03-22",32.389999
"126","2013-03-25",32.43
"127","2013-03-26",32.84
"128","2013-03-27",32.599998
"129","2013-03-28",32.5
"130","2013-04-01",32.150002
"131","2013-04-02",31.959999
"132","2013-04-03",31.129999
"133","2013-04-04",31.030001
"134","2013-04-05",30.98
"135","2013-04-08",31.4
"136","2013-04-09",31.549999
"137","2013-04-10",31.84
"138","2013-04-11",31.959999
"139","2013-04-12",31.370001
"140","2013-04-15",31.209999
"141","2013-04-16",31.9
"142","2013-04-17",32
"143","2013-04-18",32
"144","2013-04-19",31.77
"145","2013-04-22",31.889999
"146","2013-04-23",31.6
"147","2013-04-24",31.459999
"148","2013-04-25",31.49
"149","2013-04-26",31.299999
"150","2013-04-29",31.58
"151","2013-04-30",30.91
"152","2013-05-01",30.719999
"153","2013-05-02",30.719999
"154","2013-05-03",30.5
"155","2013-05-06",30.360001
"156","2013-05-07",30.35
"157","2013-05-08",30.049999
"158","2013-05-09",29.639999
"159","2013-05-10",31.559999
"160","2013-05-13",31.75
"161","2013-05-14",31.719999
"162","2013-05-15",31.469999
"163","2013-05-16",30.75
"164","2013-05-17",30.950001
"165","2013-05-20",31.559999
"166","2013-05-21",31
"167","2013-05-22",31
"168","2013-05-23",30.049999
"169","2013-05-24",30.01
"170","2013-05-28",29.389999
"171","2013-05-29",28.77
"172","2013-05-30",28.540001
"173","2013-05-31",28.84
"174","2013-06-03",27.719999
"175","2013-06-04",29.040001
"176","2013-06-05",28.379999
"177","2013-06-06",29.129999
"178","2013-06-07",28.65
"179","2013-06-10",28.41
"180","2013-06-11",28.42
"181","2013-06-12",28.15
"182","2013-06-13",28.24
"183","2013-06-14",28.469999
"184","2013-06-17",28.209999
"185","2013-06-18",28.32
"186","2013-06-19",28.41
"187","2013-06-20",28.120001
"188","2013-06-21",28.549999
"189","2013-06-24",27.639999
"190","2013-06-25",27.809999
"191","2013-06-26",28.99
"192","2013-06-27",30.07
"193","2013-06-28",29.299999
"194","2013-07-01",29.5
"195","2013-07-02",29.4
"196","2013-07-03",29.43
"197","2013-07-05",29.34
"198","2013-07-08",29.08
"199","2013-07-09",29.58
"200","2013-07-10",29.59
"201","2013-07-11",29.379999
"202","2013-07-12",29.66
"203","2013-07-15",29.379999
"204","2013-07-16",29.27
"205","2013-07-17",29.43
"206","2013-07-18",29.35
"207","2013-07-19",29.43
"208","2013-07-22",29.290001
"209","2013-07-23",29.110001
"210","2013-07-24",29.129999
"211","2013-07-25",29.1
"212","2013-07-26",29.030001
"213","2013-07-29",29.25
"214","2013-07-30",29.18
"215","2013-07-31",29.559999
"216","2013-08-01",29.25
"217","2013-08-02",29.57
"218","2013-08-05",29.620001
"219","2013-08-06",30.02
"220","2013-08-07",29.91
"221","2013-08-08",30.440001
"222","2013-08-09",30.299999
"223","2013-08-12",30.34
"224","2013-08-13",30.389999
"225","2013-08-14",30.870001
"226","2013-08-15",30.389999
"227","2013-08-16",29.620001
"228","2013-08-19",29.299999
"229","2013-08-20",29.299999
"230","2013-08-21",29
"231","2013-08-22",28.91
"232","2013-08-23",28.690001
"233","2013-08-26",28.85
"234","2013-08-27",29.65
"235","2013-08-28",29.950001
"236","2013-08-29",30.49
"237","2013-08-30",30.889999
"238","2013-09-03",31.690001
"239","2013-09-04",31.52
"240","2013-09-05",30.83
"241","2013-09-06",31.110001
"242","2013-09-09",31.209999
"243","2013-09-10",31.4
"244","2013-09-11",31.299999
"245","2013-09-12",30.610001
"246","2013-09-13",30.9
"247","2013-09-16",30.950001
"248","2013-09-17",31.200001
"249","2013-09-18",31.030001
"250","2013-09-19",31.17
"251","2013-09-20",30.25
"252","2013-09-23",30
"253","2013-09-24",30.120001
"254","2013-09-25",30.33
"255","2013-09-26",30.219999
"256","2013-09-27",30.59
"257","2013-09-30",30.120001
"258","2013-10-01",31.780001
"259","2013-10-02",31.719999
"260","2013-10-03",31.26
"261","2013-10-04",31.450001
"262","2013-10-07",30.610001
"263","2013-10-08",30.219999
"264","2013-10-09",31.379999
"265","2013-10-10",31.26
"266","2013-10-11",30.950001
"267","2013-10-14",30.700001
"268","2013-10-15",30.889999
"269","2013-10-16",31
"270","2013-10-17",31.5
"271","2013-10-18",31.43
"272","2013-10-21",31.34
"273","2013-10-22",31.48
"274","2013-10-23",31.6
"275","2013-10-24",31.450001
"276","2013-10-25",31.139999
"277","2013-10-28",31.24
"278","2013-10-29",31.559999
"279","2013-10-30",31.440001
"280","2013-10-31",31.07
"281","2013-11-01",31.1
"282","2013-11-04",31.1
"283","2013-11-05",31
"284","2013-11-06",32.700001
"285","2013-11-07",32.700001
"286","2013-11-08",33.27
"287","2013-11-11",32.709999
"288","2013-11-12",33.02
"289","2013-11-13",33.389999
"290","2013-11-14",32.790001
"291","2013-11-15",32.32
"292","2013-11-18",33.16
"293","2013-11-19",33.5
"294","2013-11-20",33.450001
"295","2013-11-21",33.299999
"296","2013-11-22",33.400002
"297","2013-11-25",33.279999
"298","2013-11-26",32.82
"299","2013-11-27",33.389999
"300","2013-11-29",33.650002
"301","2013-12-02",32.459999
"302","2013-12-03",32.150002
"303","2013-12-04",31.92
"304","2013-12-05",32.110001
"305","2013-12-06",32.189999
"306","2013-12-09",32.240002
"307","2013-12-10",32.259998
"308","2013-12-11",32.299999
"309","2013-12-12",32.68
"310","2013-12-13",32.560001
